Plat Number,Plat Name,Section/Township/Range,Volume,First Page,Last Page,Plat Type
758700,SCHENK ADD,0072605,063,026,000,
785204,SNOQUALMIE RIDGE PLAT 3 PARCEL O DIV 1,0262407,189,040,043,
162250,CLEMENTS ADD TO KENT,0182205,063,022,000,
176130,CORONADO KNOLLS DIV A,0162205,090,018,022,
796050,STANFORD APARTMENTS CONDO,3292504,020,001,000,C
771730,SHARON PLACE ADD,0342605,089,008,000,
869520,TRUESENS 1ST ADD TO AUBURN,0192105,029,046,000,
745220,ROXBOROUGHS CONDO,1012303,270,081,087,C
174990,COPPER HILL SQUARE PH 1 3RD AMENDMENT CONDO,3132606,225,036,043,C
684300,PONDEROSA ESTATES ADD,0212305,070,034,035,
865148,TIMBERLINE HIGHLANDS,0202506,133,020,022,
560804,MONTREUX DIV NO. 04,0192406,167,008,011,
607120,NEWPORT HILLS NO. 02,0212405,060,088,090,
224650,ECKMANNS REPLAT H E ORR PARK NO. 01,0292604,041,048,000,
259771,FOREST TRAILS DIV NO. 04,0032205,136,016,018,
390710,KLIMA-GRAHAM SUBDIVISION,0162405,102,057,000,
980875,YARROW SANDS (000799) CONDO,3172505,065,021,022,C
310200,HAPPINESS GROVE,0312304,096,086,000,
769841,SEVENTEEN07 CONDO,2322504,241,001,004,C
230450,ELHOME ESTATES CONDO,3052605,228,043,044,C
158060,CHRISTOPHER GARDEN TRS,0012104,023,006,000,
505010,MAIN STREET PH 02A CONDO,4342505,067,035,042,C
176360,CORTS ADD TO SOUTH SEATTLE,0202404,003,116,000,
785216,SNOQUALMIE RIDGE PLAT 9-PARCEL A,0252407,202,074,079,
918450,WASHINGTON MUTUAL-SEATTLE ART MUSEUM CONDO,4312504,215,005,031,C
346340,HORSESHOE LAKE,0162106,118,045,048,
258792,FLYING ACRES DIV NO. 04,0012105,099,022,023,
872210,TURNERS H S INTERLAKEN ADD,0212504,019,076,000,
020006,AMBASSADOR II PH 01 1ST AMENDMENT CONDO,3292504,113,084,084,C
273410,GEORGETOWN,0202404,006,009,000,
365870,JAMES DIV OF GREEN LAKE ADD,0052504,004,041,000,
230150,ELEMENT 2ND AMENDMENT PH 03 CONDO,3022505,251,092,095,C
344840,HOMEWOOD TERRACE,0032104,091,035,036,
770158,SHADOW HAWK II MASTER REVISION CONDO,2212305,188,001,002,C
739895,ROLLING HILLS MANOR CONDO,2272006,246,071,072,C
064600,BEL-RED PLACE CONDO,4282505,206,092,096,C
685070,PONTIUS A SUPL,0292504,008,039,000,
803530,STONECREST NO. 02,0192205,070,088,000,
438780,LOCKHAVEN 1ST AMENDMENT CONDO,3112503,077,076,078,C
718120,RAVENNA WOODS CONDO,3332604,054,026,031,C
318160,HAWTHORNE HOMES DIV NO. 01,0102504,044,061,000,
031200,AUSTINS GARDEN ADD,0232403,020,048,000,
379110,KANTOR'S HEIGHTS,0172606,127,058,000,
734940,RIVERVISTA ESTATE DIV NO. 01,0082105,101,025,028,
540810,MEADOW BROOK HEIGHTS ADD,0332604,049,096,097,
804420,STRATFORD VILLAGE,0102505,117,030,032,
666600,PARKLON 1ST ADD,0082505,050,059,000,
404720,LAKE MARGARET ADD,0032607,060,043,047,
512870,MAPLEWOOD MANOR,0152305,106,092,093,
135460,CARENA GLEN,0082205,124,034,035,
051855,BARBER WOODS,0032104,268,073,076,
029150,ASHBROOK,0242505,150,046,048,
734920,RIVERTON REPLAT OF LT 1-5 FOSTORIA GARDN,0152304,013,040,000,
029600,ATKINS F R RIVER DELL PARK UNREC,0242305,902,017,000,
880500,UNION AVE SAFEWAY-BSP,0102305,176,084,088,
772360,SHASTA HEIGHTS ADD TO W S,0232403,014,100,000,
951085,WOODBRIDGE I,0232205,261,070,072,
213301,DUVALL'S CRESTVIEW ESTATES DIV NO. 02,0242606,145,046,047,
929780,WESTHOLME NO. 02,0242403,022,046,000,
058610,BAY VILLA ALKI BEACH CONDO,3022403,137,001,003,C
327620,HIGGINBOTHAM ADD,0322305,065,083,000,
759070,SCHEUERMANS INVESTMENT COS UNREC,0102503,902,243,000,
873230,TWIN VIEW NO. 02,0252404,064,090,091,
893780,VIEWCREST 1ST AMD TO PH 01 CONDO,2102204,226,007,012,C
894671,VINTAGE HILLS VI,0042105,218,071,075,
362993,"ISSAQUAH HIGHLANDS DIVS 84,85 AND 90",0232406,210,046,056,
221590,EASTWOOD FOREST,0332206,157,065,076,
093770,BORDEAUX CONDO,4342506,165,055,059,C
362992,"ISSAQUAH HIGHLANDS DIVS 50,51,53,54,56,",0232406,210,030,039,
607950,NIBLOCKS C B ADD,0102504,033,022,000,
941600,WILKINSON 2,0192305,228,072,073,
919360,WATCHWOOD DOWNS,0092605,174,012,014,
720225,REDMOND RIDGE MASTER PLAT,0032506,191,061,080,
864412,THUNDERHILL DIV NO. 03(0005) CONDO,3202305,035,080,098,C
032110,AVALON PARK ADD,0312405,049,064,065,
896200,VIVA DELL,0042204,061,071,000,
784920,SNOQUALMIE FALLS ADD REPLAT,0322408,006,051,000,
269720,GARDEN PARK NO. 03,0082604,071,077,000,
131050,CAMBRIDGE NO. 01,0272204,071,058,059,
403810,LAKE HILLS NO. 10,0352505,061,050,051,
923780,WELCOME ADD NO. 01,0032505,060,056,000,
721290,REICHEL SUBDIV,0222304,059,012,000,
666924,PARKVIEW,0342205,239,071,075,
386150,KILLARNEY RIDGE,0282104,135,064,066,
952240,WOODLAND LANE,0072606,089,054,000,
896540,VUEMONT MEADOWS,0232405,140,074,078,
256979,519/521/523 PROSPECT CONDO,2302504,270,040,042,C
732290,RIMWOOD,0152506,134,092,094,
867880,TRELLIS PARK CONDO,3092605,280,008,009,C
029450,ATHLONE,0042104,107,005,006,
357490,INGLEMOOR RIDGE,0192605,151,061,062,
775290,SHERWOOD PARK ADD,0152604,048,053,000,
151050,CHANCERY THE CONDO,1202504,053,073,074,C
779615,SILVERLEAF 6 CONDO,1232405,172,078,080,C
980860,YARROW BAY AMENDMENT CONDO,3172505,010,022,023,C
414240,LAKESIDE OF REDMOND CONDO,3102505,098,098,101,C
729660,RIDDELLS LAKE LUCERNE TRS,0282206,051,002,003,
410101,LAKE VISTA TERRACE DIV NO. O2 CORR PLAT,0082505,101,012,000,
269860,GARDENS THE CONDO,4072604,029,038,044,C
375590,JUANITA HEIGHTS DIV NO. 02,0322605,051,039,000,
775410,SI MEADOWS CONDO,4262407,164,080,085,C
610580,NOMA CONDO,1112503,231,001,009,C
769825,17 DEVONSHIRE 2ND AMENDMENT CONDO,2292505,085,027,029,C
894421,VILLA MARINA CONDO,4132505,023,022,029,C
289470,GREEN VALLEY HEIGHTS DIV NO. 02,0222204,062,038,039,
046595,BALLARD RIDGE CONDO,4012503,212,039,042,C
244210,FACTORIA REPL BLKS 5-28 OF MERCER,0092405,020,002,000,
362250,ISLAND CREST ADD,0182405,046,072,000,
970300,SPS-TRANS WORLD AIRLINES INC UNREC,0012414,998,036,000,
328801,HIGH WILDERNESS DIV NO. 02,0222206,173,033,035,
720223,REDMOND PLAZA BSP,0342606,262,074,076,
779600,SILVER SPURS RANCH ADD,0092505,058,049,050,
362950,ISSAQUAH CREEK MEADOWS CONDO,2342406,203,036,039,C
784180,SMITHERS 6TH ADD TO RENTON,0182305,026,047,000,
868146,TRIBECA RESIDENTIAL CONDO,4252503,192,096,102,C
073900,BENSON HEIGHTS ADD,0282305,048,098,000,
679210,PINE RIDGE,0112505,148,059,060,
058700,BAYSHORE CONDO,4322204,002,092,094,C
376300,JUANITA SHORES CONDO,4302605,066,058,070,C
107410,BRIAR LANE DIV NO. 03,0062604,050,040,000,
871560,TURNER H S WATER FRONT TRS,0352604,013,067,000,
260890,FOSSUMS ADD,0362104,054,082,000,
140050,CARRARA CONDO,4252503,163,038,047,C
254111,FINN HILL PARK DIV NO. 02,0252604,163,022,024,
327613,HIDDEN VILLAGE ESTATES,0032405,088,033,000,
674750,PETTUS COVE CONDO,2192504,092,061,063,C
717100,RAVENNA MANOR 1ST AMENDMENT CONDO,3092504,101,032,000,C
412850,LAKECREST ESTATES,0232405,183,020,031,
185310,CROSSINGS AT RIVERVIEW CONDO,4102204,189,086,088,C
338814,HI-LANDS FIRST ADD,0092305,098,001,000,
223310,ECHO RIDGE CONDO,4262407,162,083,091,C
445872,LUMEN 3RD AMENDMENT CONDO,2302504,274,003,000,C
189110,DANIELSON GROVE,0332605,228,088,090,
607290,NEWPORT RIDGE 1ST AMENDMENT,0202405,136,001,002,
924490,WELLSDALE ADD,0032504,010,008,000,
362290,ISLAND GLEN,0242404,088,073,074,
689999,PROMONTORY WEST AT NORWAY HILL,0082605,125,081,085,
525680,MAYWOOD VIEW,0052605,116,008,009,
253980,FINI 2ND AMENDMENT CONDO,4012503,254,048,000,C
259960,FOREST VILLAGE 2ND AMENDMENT CONDO,1112403,126,076,079,C
384500,KERSEY 3 DIV 1A,0322105,253,001,008,
293810,GRIFFEL ADD TO ENUMCLAW,0232006,058,014,000,
955320,WOODS VIEW ACRES UNREC,0332604,902,287,000,
752830,SAMMAVISTA ADD,0362505,046,090,000,
785346,SNOQUALMIE RIDGE PLAT 27 PARCEL S13,0352407,272,063,072,
720313,REDMOND RIDGE EAST DIV 4,0342606,251,095,101,
780967,SKYLINE CONDO,3132403,096,058,059,C
720180,REDMOND MEADOWS DIV NO. 01,0352605,086,036,037,
603740,NESTORS ADD,0242603,046,012,000,
073980,BENSON MEADOWS,0082205,121,036,037,
556962,MONDAVIO,0352605,229,001,027,
561150,MOONSHADOW ESTATES,0102406,184,056,058,
206750,DONNA VISTA ADD,0082305,074,082,000,
638970,ON THE SQUARE CONDO,2322505,212,032,038,C
018600,ALLISON ESTATES,0272605,174,072,074,
417900,LANDER STREET CONDO,4082404,220,034,036,C
867865,TRELLIS,0122404,272,086,090,
719610,RED MILL II CONDO,3272305,149,011,014,C
949920,WITTS 1ST ADD TO AUBURN,0182105,021,021,000,
210770,DOYLES ADD,0202504,003,122,000,
801620,STILLWATER GREENS,0282205,153,022,024,
278091,GLACIER CREST DIV II,0342206,216,052,054,
619598,NORTHWEST MEDICAL 1ST AMENDMENT CONDO,2282505,273,049,051,C
181080,CRANES MT VIEW HEIGHTS ADD,0162304,050,079,080,
373490,JOHNSONS FRANK ADD TO NORTH BEND,0092308,030,007,000,
863260,THORNBERGS 5TH ADD,0212604,052,070,000,
923760,WELCHS 1ST ADD,0352205,069,047,000,
259960,FOREST VILLAGE 7TH AMENDMENT CONDO,1162406,147,093,098,C
098280,BOULDER CREEK CONDO,3152406,183,010,012,C
769420,SEOLA GARDENS DIV NO. 01,0062304,256,010,023,
932090,WESTWAY,0132103,090,013,015,
520500,MATTHEWS GREEN,0282104,142,022,025,
383095,KENT SHIRES AMENDED CONDO,4202205,085,010,013,C
379800,KEENEY ADD,0052605,055,059,000,
269841,GARDEN VILLAGE AMENDED CONDO,4092406,098,051,079,C
855860,TALBOT HILL HOMES ADD,0302305,059,088,000,
788890,SOUTHCENTER SOUTH INDUSTRIAL PARK,0352304,097,022,025,
501510,MADISON PARK MANOR CONDO,4222504,067,024,025,C
720242,REDMOND RIDGE DIV 14,0032506,232,083,094,
062950,BEAVER LAKE PARK,0112406,196,071,074,
720000,REDMOND GARDENS UNREC,0012505,902,225,000,
742411,ROSE VISTA NO. 03,0292605,092,087,000,
889550,VERIDIAN COVE CONDO,3192604,233,063,066,C
421500,LAUREL ESTATES CONDO,3222304,069,007,009,C
720255,REDONDO BEACH CONDO,3322204,012,065,071,C
856460,TANGLEWOOD VILLAGE DIV NO. 02,0192605,079,038,000,
155252,CHERRY HILL FARM DIV NO. 02,0092605,168,004,006,
970250,SPS-FEDERAL EXPRESS CORP UNREC,0012414,998,014,000,
717270,RAVENNA PARK SUPL,0092504,002,174,000,
264750,FRENCH QUARTER EAST THE CONDO,4062505,102,027,037,C
031900,AUTUMN VIEW CONDO,2112505,059,055,058,C
858480,TERRACE ON CAPITOL HILL PNWT ADD THE,0292504,248,039,044,
342510,HOLSETH ADD,0032604,058,093,000,
954720,WOODS GREEN LAKE PARK ADD,0042504,003,032,000,
915110,WALNUT PARK 1A (0005) CONDO,4202205,095,012,017,C
639167,159TH PLACE COMMERCIAL CONDO,1112505,276,024,026,C
670100,PEE WEE ADD,0012603,072,052,000,
951600,WOODIN CREEK ESTATES,0102605,259,064,067,
395580,LA CHAUSSEE ADD NO. 04,0202605,070,072,000,
093770,BORDEAUX PH 02 CONDO,4342506,169,091,094,C
890100,VICTORY HEIGHTS ADD,0282604,024,022,000,
085300,BLAKES ADD TO ENUMCLAW,0242006,006,047,000,
015910,ALKI WEST ONE CONDO,3102403,129,024,025,C
780436,660 WEST OLYMPIC PLACE CONDO,2252503,167,090,094,C
505025,MAISON CONDO,3312604,214,077,084,C
667400,PARTERRA AT NEWCASTLE 2ND AMENDMENT CONDO,3272405,262,080,000,C
253890,1502-04 BIGELOW AVE NORTH CONDO,3192504,027,069,072,C
888420,VASHON COHOUSING CONDO,1312303,133,048,049,C
177100,COTTAGE GLEN ADD,0172606,083,056,057,
733810,RIVERPLACE AT THE LAKES PH 02 CONDO,3142204,130,051,054,C
509501,MAPLE HILLS PH II,0292206,273,099,104,
179080,"COURT AT SANDPOINTE, THE CONDO",3022504,223,096,101,C
330404,HIGHLANDS AT WOODBROOK 2 THE,0352204,253,051,053,
760580,SCHONING,0272505,185,043,046,
982070,YESLER & MC INTOSHS SUPL MAYNARDS,0052404,001,093,000,
016220,ALLEN PLACE CONDO,2182504,097,032,036,C
000898,SHERRY LANE,0282104,088,010,011,
329575,HIGHLAND CROSSING,0212205,183,059,063,
734935,RIVERVIEW NORTH PH 06 CONDO,1102204,253,073,076,C
219630,EASTER & WILLIAMS ADD NO. 01,0052604,058,026,000,
419150,LA ROSE PARK NO. 02,0332605,071,034,000,
944830,WILSON & BRYANS TRS,0202404,012,063,000,
554000,MILLERS NORTHERN VIEW 3RD ADD,0192205,060,068,000,
510350,MAPLE PARK TOWNHOMES A RESIDENTIAL CONDO CONDO,1072605,209,081,083,C
510330,MAPLE PARK MEADOWS,0292306,190,075,080,
209200,DOUBLE EAGLE,0012604,269,065,066,
413703,LAKELAND HILLS DIV NO. 04A,0312105,137,015,016,
302170,HALCON CONDO,2302604,019,071,073,C
268460,GALER ST TOWNHOMES CONDO,1252503,110,095,097,C
557720,MONROES SUBDIV B104 -105 MPLE LF GRN LK,0332604,004,055,000,
932011,WESTSIDE MANOR CONDO,1242403,162,092,097,C
785203,SNOQUALMIE RIDGE PLAT 3 DIV P AND Q,0262407,189,003,008,
638550,OLYMPIC SKYLINE PH. IV CONDO,3172205,042,035,037,C
418018,LANDINGS LAKE UNION CONDO,2172504,160,086,093,C
866330,TOTEM TERRACE,0102204,072,045,000,
683787,POINTE EAST CONDO HOMES CONDO,1012505,188,065,071,C
769786,SEVEN OAKS DIV NO. 02,0282205,130,091,092,
142000,CASA HERMOSA CONDO,1262505,027,051,055,C
058610,BAY VILLA ALKI BEACH 1ST AMENDMENT CONDO,3022403,139,087,092,C
183970,CRESTTREE ESTATES,0012105,108,021,022,
383120,KENT VISTA,0172205,109,027,028,
609467,99 UNION STREET CONDO,4312504,249,053,078,C
103660,BRAEBURN THE CONDO,1322504,213,027,038,C
565310,MORNINGSIDE HEIGHTS REPLAT NO. 01,0332604,026,028,000,
563505,MORFORD MEADOWS DIVISION 2,0202205,269,026,028,
446590,LUSCHENS ECHO LAKE DIV NO. 01,0062604,047,061,000,
186940,CUMBERLAND ADD REPLAT BLK 5,0092504,018,035,000,
213120,DUVALL PLAT OF DIV NO. 02,0132606,019,072,000,
639010,10127 & 10129 NE 62ND AVE CONDO,3082505,110,005,008,C
733480,RIVERBEND HOMESITES N BEND NO. 05,0232308,080,080,082,
161200,CLARKS 1ST ADD TO KENT,0192205,005,062,000,
803520,STONECREST,0192205,056,057,000,
034000,AVONLEA PH 02 CONDO,1262405,160,009,014,C
790760,SPARTIM ADD,0072304,050,050,000,
734935,RIVERVIEW NORTH PH 10 CONDO,1102204,261,075,078,C
534120,MC INTYRES ADD,0202304,053,038,000,
926590,WEST CREST ADD,0222204,079,087,000,
679215,PINE ST COTTAGES CONDO,2332504,105,015,018,C
609490,NINTH AND LENORA CONDO,1312504,262,099,104,C
238000,ERWIN ESTATES,0132205,078,074,000,
881890,UNIVERSITY HILL TRS 2ND DIV,0082504,014,019,000,
931600,WESTRIDGE TOWNHOMES PH 03 CONDO,4222204,071,018,021,C
792322,SPIRITRIDGE TOWNHOMES PH 02-C CONDO,4112405,069,012,014,C
752270,SALT WATER GLEN DIV NO. 02,0292204,082,075,000,
085330,BLAKELEY COMMONS AMENDED CONDO,4092504,197,072,083,C
536800,MC LEAN ADD,0252404,081,076,077,
563500,MORFORD GLEN,0072205,202,049,051,
793760,SPRING LAKE ADD,0312306,046,027,000,
948595,WINTERWOOD ESTATES DIV NO. 06,0312206,123,058,062,
691795,PROVIDENCE POINT-BSP 10TH AMENDMENT CONDO,1162406,088,089,000,C
248720,FAUNTLEROY ADD,0352403,020,063,000,
734930,RIVERTRAIL SUB PHASE A6 CONDO,1022505,133,042,047,C
763340,SEACOMA PARK NO. 01,0272204,063,032,000,
814630,SURREY DOWNS NO. 02,0322505,060,010,000,
236150,ENUMCLAW RAILROAD TRACTS,0242006,247,018,026,
280960,GLENWOOD PARK ADD,0262403,018,039,000,
895020,VISTA HERMOSA HEIGHTS ADD,0012505,067,064,000,
550810,MIDLAKES CONDO,3282505,024,080,098,C
735620,ROANOKE REEF THE CONDO,2202504,054,032,034,C
637730,OLYMPIC CONDO,2092305,065,096,100,C
866918,TRAIL RUN DIV 3,0312205,254,009,014,
926820,WEST GREEN LAKE GARDEN TRS,0362603,015,082,000,
947571,WINDSONG DIV 2,0102305,199,032,035,
787330,SOUND VISTA PH 01 CONDO,2182304,054,093,100,C
721225,REGATTA TOWNHOMES 3RD AMENDMENT CONDO,1292205,112,001,017,C
919715,WATERMARK COVE CONDO,1162204,240,066,071,C
720589,REDWOOD HIGH POINT PH 04 CONDO,3242403,230,056,061,C
553030,MILL ST CONDO,2042404,190,068,074,C
929170,WESTERN HILL PH 02 THRU PH 07 CONDO,3202104,089,091,096,C
410101,LAKE VISTA TERRACE DIV NO. 02,0082505,098,059,060,
785197,SNOQ RIDGE NEIGHBORHOOD-BSIP 2,0262407,215,099,101,
119910,BUMBLE BEA ADD,0162604,050,091,000,
954523,WOODS AT ISSAQUAH DIV NO. 04 THE,0282406,127,035,036,
082950,BISCAYNE THE CONDO,4182504,219,091,098,C
414245,LAKESIDE PARK,0212206,218,079,083,
947787,WINDWARD COVE AT THE LAKES PH 03 & 04 CONDO,2142204,158,008,011,C
771700,SHARON PARK ADD,0032604,063,014,000,
607277,NEWPORT ON THE PARK CONDO,3092405,096,083,086,C
235460,ENGLISH COVE 7TH AMENDMENT PH 9 & 10 CONDO,2182506,145,085,092,C
177838,COUGAR RIDGE WEST,0262405,197,049,054,
111260,BRIGHTON PARK,0022604,142,029,030,
440110,LONGS ADD TO SHERWOOD FOREST,0242505,063,018,000,
564360,MORGANVILLE UNREC,0152106,902,187,000,
756960,SAVANNAH AT THE PARK,0362104,213,051,052,
025990,ARDMORE VILLAGE,0242505,191,022,027,
143385,CASCARA AT THE VILLAGES PH 06 CONDO,1342606,271,088,090,C
931600,WESTRIDGE TOWNHOMES PH 18 CONDO,1222204,080,084,087,C
376730,JUANITACREST ADD,0252604,044,018,000,
920247,REPLACES BSIP RECORDED VOL 249 PGS 77-84,0232304,256,001,009,
769837,1717 5TH AVE N 1ST AMENDMENT CONDO,3192504,226,030,032,C
068703,BELLEWOOD OFFICE PARK DIV NO. 04,0292505,110,058,059,
934640,WHISPERING CREST,0142405,186,028,030,
281720,GOLD BEACH NO. 03,0282203,086,055,000,
090400,BOLCOM CANAL LUMBER COS UNREC,0102503,902,037,000,
106210,BRENTWOOD BEACH ADD,0102604,030,032,000,
146540,CEDAR RIVER HOMESTEAD TRS UNREC,0142206,902,060,000,
025100,APPLE VALLEY HOMES NO. 03,0202505,052,081,000,
126340,BURROWS PLAT,0282205,221,096,098,
289060,GREEN RIVER ESTATES CONDO,4252204,019,002,009,C
541540,MEADOW VILLAGE NO. 01 CONDO,1162406,079,016,018,C
604100,NETTLETON 2 AMENDMENT TO A/R PH 01 CONDO,2082505,265,054,057,C
143290,CASCADE VISTA NO. 05,0282305,068,065,000,
767730,SEAVIEW ADD,0032503,029,036,000,
220250,EASTGATE ADD DIV C,0112405,052,083,084,
332050,HILL TRACT ADD SUPL BLKS 28 29 36,0052404,011,060,000,
073981,BENSON MEADOWS NO. 02,0082205,125,031,032,
744700,ROSS ROAD TOWNHOMES PH 05 CONDO,3052605,270,032,035,C
733641,RIVERFRONT LANDING PHASE II CONDO,4072605,172,096,100,C
268067,GAINSBOROUGH CONDO,3322504,047,064,077,C
261788,4726 8TH AVENUE CONDO,4082504,291,001,003,C
605610,NEW RAINIER VISTA,0162404,217,052,099,
540650,MEADOW AT REDFORD RANCH,0042406,189,092,096,
770193,SHADOW RIDGE,0302306,148,034,037,
019380,ALTA AT THE LAKE 2ND AMENDMENT CONDO,2162406,271,085,087,C
615790,NORTHCLIFF ADD,0072605,027,050,000,
607140,NEWPORT HILLS NO. 04,0212405,064,039,040,
777300,SHORELINE VILLAGE CONDO,2042604,203,040,045,C
103570,BRADS ASSESSORS PLAT OF,0162104,066,032,000,
188870,DANIELLE CONDO,2112503,269,083,086,C
338836,HJARTA CONDO,1112503,245,070,079,C
030600,AURORA HEIGHTS ADD,0312604,031,047,000,
613450,NORTH CAMDEN,0232506,199,089,093,
259640,FOREST LANE NO. 01,0012603,072,085,000,
153230,CHATLIENS WOODLAND PARK AVE ADD,0312604,017,028,000,
378210,JUNIPER GARDEN ADD,0042604,048,059,000,
024285,ANTHEM HEIGHTS SUBDIVISION,0362104,270,049,050,
721545,REMINGTON COURT CONDO,4322504,190,022,025,C
780426,6736 LAKE WASHINGTON CONDO,3082505,019,001,000,C
175010,COPPER RIDGE AT CHESTNUT,0062205,264,034,038,
317560,HAWTHORNE HEIGHTS NO. 01,0102504,035,031,000,
222200,ECHO HEIGHTS ADD,0062604,076,014,000,
116506,BROWNSTONE LAND THE CONDO,1272406,279,068,069,C
520100,MASTIN ADD TO RING HILL,0162606,162,087,088,
158560,CHRISTOPHERSON A E ADD,0202304,042,038,000,
369390,JENNINGS BALLARD ADD,0022503,006,010,000,
547965,MERRILL PLACE RESIDENTIAL CONDO,1062404,141,076,080,C
787330,SOUND VISTA 1ST AMENDMENT CONDO,2182304,059,044,045,C
132140,CAMPUS GLEN,0172104,170,092,099,
220150,EASTGATE ADD DIV B,0142405,052,013,018,
556170,MISTY MEADOWS,0162205,105,062,063,
616391,NORTHEND COUNTRY ESTATES 1ST AMENDMENT CONDO,4082604,280,038,039,C
789390,SOUTHFORK INTERCHANGE PROPERTY-BSP 2ND A,0092308,139,019,021,
715340,RANGER HILL ESTATES,0332104,111,089,090,
929170,WESTERN HILL - REFERENCE ONLY CONDO,3202104,264,050,051,C
320380,HAZELWOOD,0062304,020,096,000,
772860,SHAWNEE BEACH TRS,0242202,039,025,000,
779290,SIKES 3RD ADD TO REDMOND,0122505,021,037,000,
880720,UNION HARBOR 3RD AMENDMENT CONDO,2202504,270,046,000,C
329570,HIGHLAND CREST ADD,0212404,027,032,000,
522930,MAY VALLEY DIV NO. 01,0122305,021,006,000,
259960,FOREST VILLAGE 13TH AMENDMENT CONDO,1162406,172,020,031,C
870020,TUKWILA BSIP NO. L08-061,0152304,252,019,020,
405120,LAKE MERIDIAN SHORES (0005) CONDO,4272205,078,043,056,C
225750,EDES & KNIGHTS REPLAT BLK 28,0332504,010,025,000,
769550,SERENA PARK,0132305,124,072,073,
192100,DAVIS STREET TOWNHOME CONDO,2242006,244,038,039,C
525550,MAYWOOD HILLS DIV NO. 06,0052605,078,005,000,
399320,LAKE CITY REPLT N2 L1 BL4,0272604,043,020,000,
308400,HANFORDS T TO SEATTLE BLK 22-24,0092404,001,207,000,
785660,SOMERSET HIGHLANDS ADD,0152405,081,032,034,
546781,MERIDIAN LANE NO. 05,0072604,078,072,000,
609450,98 UNION 5TH AMENDMENT CONDO,4312504,091,018,019,C
114210,BROOKLYN CONDO,4082504,103,069,000,C
340620,HOLLYWOOD TERRACE,0142605,105,042,043,
811290,SUNNYSIDE ADD TO SEATAC,0162304,162,027,028,
883190,UPLAKE PARK ADD,0112604,070,006,000,
351990,HUMMING BIRD LANE ADD,0072604,051,073,000,
187750,DAHL TERRACE,0152503,045,024,000,
277060,GILMANS ADD BLKS 01 THRU 87,0142503,005,093,000,
178671,COUNTRY CLUB VILLAGE DIV 2,0222205,195,075,077,
941500,WILDWOOD TERRACE ADD,0152304,074,052,000,
952730,WOODLARK GREEN DIV 01,0042605,215,078,082,
177360,COTTAGE GROVE NO. 03,0242403,024,039,000,
247290,FAIRWOOD (0005) CONDO,4272305,026,054,069,C
669950,PEAVEYS 1ST ADD,0202504,011,098,000,
228520,1800 TAYLOR 03 AMENDMENT CONDO,3192504,214,023,000,C
131100,CAMELOT DIV A,0032104,069,012,000,
111285,BRIGHTWATER 1ST AMENDMENT CONDO,2082505,103,001,002,C
173733,CONIFER VIEW NO. 04,0062605,155,001,003,
731890,RILEYS R R ADD,0192504,002,018,000,
212970,DUVALL BERRY FARMS ADD,0192607,025,005,000,
153090,CHATEAU WOODS DIV NO. 01,0152605,136,033,040,
281680,GOETZMAN ADD,0072304,060,058,000,
918771,WASHINGTON SHORES NO. 02 CONDO,3082505,005,085,088,C
138750,CARMEL HOMES CONDO,3282504,240,033,036,C
885650,VALLEY CREST,0182205,074,010,000,
570245,MT. SI MEADOWS,0092308,144,075,079,
232980,EMERALD DOWNS DIV NO 01,0242205,127,092,097,
173180,COMSTOCK ADD,0252503,003,101,000,
376010,JUANITA PARKWAY DIV NO. 02,0302605,067,056,058,
937970,WHITTAKER THE CONDOMINIUM 1ST AMD CONDO,1232403,289,070,083,C
941270,WILDWOOD ESTATES DIV NO. 01,0152205,089,096,097,
948575,WINSPER DIV NO. 01,0292305,144,092,095,
793870,PH II CONDO,3292406,287,007,010,C
951100,WOODCREEK DIV NO 01 CONDO,1342505,005,026,030,C
691795,PROVIDENCE POINT-BSP 8TH AMENDMENT CONDO,1162406,086,057,058,C
141975,CASA AT LOCHLEVEN CONDO,1312505,275,001,002,C
147400,CENTERLINE ADD,0012505,100,040,000,
689330,PRESTON 1ST ADD TO,0332407,012,032,000,
025537,ARBORS AT MAPLE WOODS,0342206,239,010,017,
186352,CROWN VIEW II (0005) CONDO,2012503,117,004,005,C
426700,LENORA LANE ADD,0212304,061,085,000,
358210,INGLEWOOD MEADOWS,0122604,166,086,088,
085290,BLAKES ADD,0332505,100,032,000,
345960,HORIZON HIGHLANDS ADD,0152405,102,084,085,
019245,ALPINE ESTATES,0142308,116,023,024,
219295,EAST THOMAS TOWNHOMES CONDO,4282504,152,031,033,C
378285,KAM SINGH PLAT,0172205,238,097,100,
947795,WINDWOOD VILLAGE AT RIVERTRAIL PH 06 CONDO,1022505,155,011,015,C
439701,LOE ESTATES DIV NO. 02,0222205,160,026,030,
812344,SUNRISE MEADOWS KENT,0212205,272,040,043,
009500,ALBERTSONS/BMC WEST-BSP,0212406,175,021,023,
200120,DENSMORES SUMMIT ADD DIV NO. 02,0012503,016,071,000,
091900,BONI TERRACE ADD,0082104,056,032,000,
002300,ACACIA ON 5TH AVENUE CONDO,3052505,262,005,011,C
745990,ROY-EL FOUNTAIN CONDO,4302605,044,026,027,C
723130,RENTON SUNSET HEIGHTS ADD,0082305,056,006,000,
150820,CHALIMAR DIV NO. 01,0012505,091,059,060,
885733,VALLEY GREENE DIV NO. 06,0362505,090,038,000,
020860,ANDERSON PLACE CONDO,1252503,101,069,072,C
