Plat Number,Plat Name,Section/Township/Range,Volume,First Page,Last Page,Plat Type
339545,HOLLYHILLS DIV NO. 06,0042605,119,063,064,
533670,MC INTIRE HOMESITES ADD,0142305,058,082,000,
756460,SARTORISVILLE ADD,0082305,008,007,000,
514320,MARDEL NO. 02,0072105,079,001,000,
812360,SUNRISE SUMMIT,0052406,122,014,016,
612650,NORRIS ADD,0212404,085,008,000,
915060,WALNUT LAWN 2ND ADD TO AUBURN,0192105,025,030,000,
019380,ALTA AT THE LAKE 5TH AMEND/PH 06 CONDO,2162406,280,053,056,C
926570,WEST COURT ADD,0122603,053,002,000,
175013,COPPER RIDGE AT CHESTNUT COMMUNITY PH 4 CONDO,4062205,288,043,045,C
721479,REINTREE DIV NO. 10,0062606,140,020,022,
046750,BALLARD TIDE LANDS BLKS 24-32 UNREC,0342603,902,291,000,
261992,FOX HOLLOW,0032505,200,008,013,
933250,WEXFORD AT ENGLISH HILL,0252605,245,039,044,
345900,HORIZON CREST ADD,0032604,074,099,100,
204620,DIXONS LAKE PARK 3RD ADD,0012304,044,097,000,
058640,BAY VISTA BUILDING 4TH AMENDMENT CONDO,2312504,113,046,050,C
930195,WESTLAKE VISTA 2ND AMENDMENT CONDO,1192504,253,001,004,C
763480,SEAHURST HIGHLANDS ADD,0252303,047,035,000,
785900,SOMMER'S HOMES ADD NO. 02,0032304,061,033,000,
802860,STONE AVENUE CONDO,4312604,211,067,069,C
721260,REGENCY WEST CONDO,3242503,009,043,044,C
209270,DOUGLAS PARK ADD,0212604,050,089,000,
395960,LADERA CONDO,3232304,250,033,038,C
432490,LINDA LAKE NO. 02,0042204,057,027,000,
112950,BROADWAY & PINE CONDO,1322504,225,077,081,C
226150,EDGEMONT ADD,0182504,004,086,000,
813792,SUNSET VIEW TOWNHOMES CONDO,4052505,166,075,079,C
664883,PARK POINTE ON THE HILL CONDO,4232304,119,025,028,C
757561,SCARBOROUGH DIV NO. 02,0332204,132,047,048,
717842,RAVENNA VIEW NO. 03 CONDO,3092504,047,024,025,C
254720,FIR GLEN ADD NO. 02,0092505,076,020,000,
554760,MING COURT,0082104,248,035,038,
866485,TOWNHOMES AT KIRKLAND CONDO,2082505,194,056,059,C
680220,PINNACLE ESTATES,0252006,148,001,003,
259730,FOREST PARK ESTATES,0102604,100,084,085,
155490,CHERRY LANE TOWNHOMES PH 04 CONDO,3042404,151,077,080,C
753680,SANDAAS ADD,0192505,088,006,000,
781122,SKYRIDGE DIV NO. 05,0032405,110,017,018,
095800,BOSTON HEIGHTS SUPL ADD,0282504,005,017,000,
126220,BURNS R H ADD,0112403,061,052,000,
780407,6750 163RD PL SE CONDO,1262405,189,021,023,C
228541,87TH STREET BUNGALOWS CONDO,4052505,242,067,068,C
135230,CAR WORKS ADD TO RENTON,0172305,015,047,000,
681610,PIZARRO REPLAT,0092304,119,045,000,
701720,QUIGLEYS NORTH END TRS UNREC,0302604,902,219,000,
166740,COLBYS HAZEL VALLEY ADD,0182304,052,058,000,
859240,TERRYS 4TH SUPL BLK 1-S 1/2 BLK 2,0052404,003,029,000,
256990,FISHERS REPL B 29 LK FOREST PK 3D,0092604,046,033,000,
278775,GLENCOE DIV NO. 05,0032305,105,030,031,
868400,TRIO 1ST AMENDMENT CONDO,4252503,246,001,002,C
156183,CHESTNUT HILLS,0172304,257,093,096,
100100,BOW GLEN ADD,0342304,054,098,000,
019550,ALTERRA PH 02 AMENDED CONDO,1302504,161,001,008,C
807100,STURTEVANTS RAINIER BCH LAKE PARK UNREC,0352404,902,257,000,
661040,PALAZZO PH 02 CONDO,3292505,184,082,091,C
733805,RIVERPARK REDMOND AMENDMENT CONDO,1112505,274,049,000,C
383270,KENTWOOD HILLS DIV NO. 03,0272204,085,010,000,
616391,NORTHEND COUNTRY ESTATES CONDO,4082604,278,032,033,C
514897,MARINA POINTE AT THE LAKES PH 02 CONDO,3142204,134,037,046,C
754730,SANDER'S 1ST ADD TO W S,0132403,003,031,000,
859000,TERRY TERRACE CONDO,4322504,183,027,030,C
885830,VALLEY VIEW HEIGHTS ADD,0062205,071,041,000,
344872,HONEY BROOKE DIV III,0102305,227,036,040,
639131,"11222,THE HOMES CONDO",4082505,236,093,094,C
111708,BROADACRES BUILDING CONDO,4312504,287,067,068,C
030354,AUBURN PLACE,0052105,230,056,060,
029362,ASHTON WOODS,0052406,181,064,067,
104901,BREAKTHROUGH DIV NO. 02,0162605,094,085,089,
787940,SOUTH BYRON ADD,0162404,010,015,000,
008600,ASIA CONDO,2052404,217,043,050,C
532610,MC GOVERN TRS,0052405,043,003,000,
107935,BRIAR PATCH,0152305,164,048,049,
301930,HAITZS 1ST ADD,0122503,015,081,000,
737530,ROBINSGLEN NO. 02,0012405,060,098,000,
512621,MAPLEWOOD ESTATES DIV NO. 02 1ST AMEND,0132206,146,037,038,
390200,KIRKWOOD PH 06 CONDO,4052505,084,045,047,C
358260,INGLEWOOD SHORES 1ST AMENDMENT CONDO,4112604,062,045,051,C
324160,HENDRICKSONS ADD,0342404,043,025,000,
119050,BUES VIEW ADD,0322405,058,046,000,
186460,CRYSTAL COURT CONDO,3142403,096,046,047,C
932520,WESTWOOD RIDGE,0322304,263,059,061,
025136,APPROACH THE 1ST AMENDMENT CONDO,2272405,245,064,066,C
553200,MILLER PLACE CONDO,3282504,153,035,039,C
125720,BURNS & ATKINSONS ADD,0082504,008,031,000,
712040,RAINBOW BEND ADD,0322306,042,020,000,
523030,MAY VALLEY HIGHLANDS,0122305,087,018,000,
719895,REDMOND EAST BUSINESS CAMPUS,0072506,135,016,017,
815580,SWAN LAKE ESTATES,0102506,146,070,080,
743610,ROSETTA TERRACE,0252303,085,097,000,
982270,YESLER TOWN OF ADD,0152504,002,180,000,
941080,WILDRIDGE PARK PH 11 CONDO,4112405,073,084,087,C
681787,PLAZA ON STATE CONDO,2082505,129,001,008,C
176160,CORONET LANE,0242604,087,062,000,
945720,WILSONS GARDEN TRS,0072605,022,091,000,
312150,HARRINGTON NORTH,0102506,153,083,089,
295790,GUNDERSON ADD,0312604,036,016,000,
920250,WEATHEREDWOOD II,0042305,119,042,044,
880781,UNION HILL HEIGHTS NO. 04,0082506,089,069,070,
872709,29TH ST SE CONDO,1302105,224,010,011,C
807820,SUMMER GROVE CONDO,4192605,274,067,071,C
787330,SOUND VISTA PH 04 CONDO,2182304,109,010,015,C
200700,DES MOINES HIGHLANDS,0162204,177,069,070,
869132,TROSSACHS DIV NO. 03 THE,0012406,175,080,082,
872660,1234 TAYLOR 1ST AMEND CONDO,2302504,024,003,005,C
615020,NORTH SEATTLE HEIGHTS DIV NO. 02,0192604,033,041,000,
895650,VISTA RIDGE,0322305,159,030,032,
782000,SMITH BERT ADD,0052605,055,093,000,
896546,VUEMONT SOUTH DIV NO. 02,0132405,169,006,010,
664950,PARK TERRACE DIV NO. 01,0102305,065,018,019,
330940,HIGHRIDGE TERRACE,0282205,250,011,013,
545150,MERCER ISLE CONDO,1122404,018,089,106,C
665300,PARK WEST CONDO,1312505,258,056,059,C
638870,OLYMPIC WEST,0012603,093,053,054,
077000,BERKSHIRE HEIGHTS ADD,0022304,018,085,000,
639137,163RD AVENUE NE CONDOMINIUM CONDO,4352605,259,051,052,C
926480,WEST CAMPUS BUSINESS PARK,0202104,097,078,082,
034850,B JS 100TH AVE TRACTS,0052605,086,095,000,
422220,LAURELWOOD NORTH NO. 03,0332204,083,059,000,
717120,RAVENNA ORCHARD ADD UNREC,0092504,902,222,000,
012710,ALFRED ELLEN HOME TRS,0062604,045,068,000,
329320,HIGHGROVE,0302606,140,023,024,
182830,CRESCENT RIDGE,0302605,200,062,064,
668750,PATTYS 1ST ADD,0322604,037,009,000,
932880,WETHERINGTON GROVE ADD,0202304,046,088,000,
869130,TROSSACHS DIV NO. 01 THE,0012406,175,034,044,
154183,CHELSEA COURTE CONDO,1282605,157,056,058,C
194140,DEHNERT'S ADD CORRECTED PLAT OF,0272204,071,057,000,
177845,COULON ESTATES CONDO,3052305,180,037,039,C
811990,SUNPOINTE TOWNHOMES CONDO,4132304,096,009,023,C
734930,RIVERTRAIL SUB PHASE B-2 CONDO,1022505,137,012,017,C
682010,PLEASANT RIDGE DIV OF GREEN LAKE,0042504,006,026,000,
030380,AUBURN VIEW ESTATES,0052105,122,019,020,
115550,BROOKSIDE LANE,0042604,086,050,000,
786570,SOUND-N-NATURE VIEWS,0312304,129,031,032,
698000,QUAIL RUN PHASE I CONDO,3122103,009,088,097,C
352800,HUNTERS GLEN DIV NO. 01,0092506,136,061,066,
855915,TALBOT PLACE CONDO,3042505,275,045,046,C
001140,ABBEY CONDO,1252503,208,001,004,C
186390,CROWS 1ST ADD TO KENT,0242204,004,029,000,
228510,815 NORTH WOODFORD CONDO,4132204,048,090,092,C
809600,SUNKIST BEACH ADD,0252303,023,012,000,
147220,CEDARBROOK ADD,0292604,055,012,000,
255200,FIR TERRACE ADD,0102405,068,086,087,
214128,EAGLE RUN,0082105,176,001,003,
131350,CAMERON VILLAGE NO. 01,0272105,095,067,068,
501100,MADISON HEIGHTS ADD,0282504,009,066,000,
796800,STAR LAKE VILLA,0332204,086,003,000,
062650,BEAR CREEK PARK ESTATES ADD,0172606,073,032,000,
691795,PROVIDENCE POINT-BSP 13TH AMENDMENT CONDO,1162406,103,049,051,C
722935,RENTON RIDGE-BSP CONDO,1082305,108,009,010,C
219060,EAST TACOMA CENTRAL ADD,0212104,004,026,000,
286760,GRANDVIEW PLAZA CONDO,4082504,133,019,023,C
443640,LOWES TERRACE NO. 04,0042204,048,063,000,
889550,VERIDIAN COVE PH 6 CONDO,3192604,237,014,017,C
570863,MOUNTAIN VIEW SFDC PH 2 CONDO,2102204,289,037,040,C
664880,PARK PLAZA CONDO,2192604,004,008,011,C
128480,CABIN CREEK,0332406,094,057,000,
388580,KIRKLAND ADD,0062505,006,053,000,
037500,BAKERS ROSE LODGE UNREC,0152403,902,021,000,
104170,BRANDYWINE CONDO,1092405,040,079,080,C
679100,PINE LAKE HEIGHTS,0092406,100,001,003,
295441,GUN-SHY RIDGE DIV NO. 02,0082506,157,084,085,
885767,VALLEY MEDICAL CENTER NO CAMPUS-BSP,0302305,166,089,093,
506230,MALONEYS 4TH ADD TO SKYKOMISH,0262611,030,030,000,
247100,FAIRWAY WOODS 1ST AMENDMENT,0142604,139,037,038,
393790,KREGLINGERS ADD,0162404,018,071,000,
515365,MARINE VIEW PARK,0052104,088,059,000,
780620,SKYCREST TERRACE ADD,0202105,065,092,000,
676320,PHINNEYS 2ND ADD,0172404,002,008,000,
778792,SIERRA,0192607,227,088,091,
808338,SUMMIT PARK CONDO,4312305,130,014,018,C
443980,LOWES TERRACE NO. 14,0212304,056,067,000,
362710,ISLAND RIDGE TRS NO. 02,0132404,050,002,000,
769825,17 DEVONSHIRE 5TH AMENDMENT CONDO,2292505,089,034,036,C
856060,TALISMAN 1ST AMND CONDO,2322504,034,010,013,C
442060,LOUISES NORTH LAKE TRS,0212104,040,023,000,
421390,LAURA CLIFF ADD,0052604,115,074,000,
394612,KULEANAS FOREST HILLS NO. 03 (AMENDED) CONDO,2092604,012,022,023,C
220710,EASTGATE HILLS EVERGREEN ADD,0032405,055,049,051,
660026,PACIFIC NORTH WEST ESTATES DIV NO. 02,0132604,115,020,021,
170305,COLUMBIA AT SAMMAMISH HIGHLANDS,0272506,198,064,068,
255816,FIRESIDE LANE NO. 04,0022604,089,050,051,
512200,MAPLETON MANOR ADD,0252303,077,008,000,
688251,POWELLS 4TH ADD,0342404,094,052,000,
080200,BEVERLY PLACE ADD,0322605,070,023,000,
283800,GOODHUE,0192604,260,041,047,
793320,SPRING CREEK CONDO,1282604,051,097,100,C
630600,OAKHILL,0292205,166,051,053,
610580,NOMA 1ST AMENDMENT CONDO,1112503,237,056,064,C
638670,OLYMPIC VIEW RIDGE NO. 02,0132103,088,100,000,
234330,ENATAI ADD,0282406,061,058,000,
303900,HALLMARK ESTATES,0322605,117,093,094,
915000,WALNUT HILLS PH 05 CONDO,3112505,107,001,005,C
232700,ELTOVAR,0342506,196,051,054,
144450,CEDARGROVE PARK DIV NO. 01,0152305,072,050,000,
857910,1014 E. ROY CONDO,1292504,037,003,007,C
183980,CRESTVIEW,0262605,272,020,027,
860005,1300 ALKI CONDO,3022403,130,008,013,C
382140,KENNEDY VISTA,0172304,106,088,089,
062900,BEAUX ARTS VILLAGE UNREC,0082405,902,028,000,
861880,THOMSENS REPLAT,0212604,048,096,000,
324320,HENDRICKSONS HEIGHTS NO. 03,0142305,070,054,000,
168700,COLLINGTREE PARK,0222104,236,001,006,
022200,ANDERSONS SUPL BLOCK 9 NAGLES,0322504,001,232,000,
638300,OLYMPIC MANOR DIV NO. 02,0352603,051,097,000,
938810,WIGHTS LAKE FRONT ACRE TRS UNREC,0232604,902,280,000,
396440,LAFAYETTE PLACE ADD,0162404,013,102,000,
108870,BRIDLERIDGE,0222505,134,031,032,
617800,NORTHLAKE ADD,0312604,064,034,000,
008700,AKERS FARMS NO. 05,0292305,040,027,000,
687300,PORTULA'CA,0012505,242,074,077,
769536,SEQUOIA RIDGE,0362605,250,089,094,
667190,PARKWOOD ADD,0182604,044,047,000,
681750,PLA-MOR MOBILE HOME ESTATES,0332206,089,053,000,
770157,SHADOW HAWK I PH 09 AMENDMENT CONDO,1212305,194,072,079,C
645700,OXFORD ADD,0172205,077,011,012,
883520,UPLAND GREEN DIV NO. 01,0222605,116,074,076,
940645,WILDERHAVEN,0162206,181,068,069,
346450,HORTON(0005) CONDO,1162404,048,077,079,C
873235,TWIN LANES,0032104,107,046,047,
556173,MISTY MEADOWS DIV NO. 04,0162205,139,011,013,
872750,TWENTY-ONE WEST CONDO,4142503,227,034,036,C
405472,LAKE OF THE WOODS EAST PH 03,0222606,180,049,054,
797260,STATE ADD TO SEATTLE NO. 04,0312404,017,078,000,
332800,HILLCREST VIEW HEIGHTS ADD,0252303,074,055,000,
721140,REGAL HEIGHTS ADD,0012303,020,094,000,
416100,LAKEWOOD SHORES AMD CONDO,1242505,037,033,037,C
060600,BEACON PARK ADD,0162404,013,088,000,
184261,CRESTWOOD HILL NO. 02,0012105,109,029,000,
768391,SECOND AVENUE CONDO,1132503,254,001,003,C
866917,TRAIL RUN TOWNHOMES PH 11 CONDO,1312205,269,048,053,C
156350,CHIMNEYS THE 1ST AMENDMENT CONDO,1312505,014,034,035,C
053700,BARKERS STEEL LAKE TRS UNREC,0092104,902,293,000,
091400,BONAIR ADD BLK 3 REPLAT OF UNREC,0102403,902,038,000,
068770,BELLMONTE PARK AMENDED,0112605,146,067,069,
281690,GOETZMAN'S ADD NO. 02,0072304,063,083,000,
889260,VELKOFF JOHN ADD DIV NO. 02,0082205,072,068,000,
691795,PROVIDENCE POINT-BSP 15TH AMENDMENT CONDO,1162406,109,080,082,C
113960,BROOKLAKE HEIGHTS,0302104,115,029,030,
116310,BROOM PARK ADD,0012603,053,009,000,
128359,CC&F I-90 BELLEVUE BUS PK DIV NO. 01,0112405,121,001,003,
636420,OLIVE GARDEN RESTAURANT - BSP,0262304,214,027,029,
816550,SYLVAN RIDGE TOWNHOMES,0252403,236,034,042,
434530,LINDENTAL MEADOWS,0292205,166,035,037,
068599,BELLEVUE TRANSIT CENTER RSB - BSP,0322505,226,025,029,
146080,CEDAR RIDGE PH 04 CONDO,4032505,046,054,059,C
664930,PARK ROYAL ADD,0162604,067,049,000,
752530,SAMMAMISH HEIGHTS ADD,0122405,081,081,082,
928685,WEST VISTA CONDO,1132503,102,023,026,C
177632,COTTAGES AT THE HEIGHTS PH 11 CONDO,2262407,235,052,057,C
723763,RESERVE COTTAGES CONDO,1022603,207,033,034,C
147225,CEDARDALE PH 01 (0005) CONDO,1242103,062,070,073,C
240860,EVERETTSVILLE,0102104,173,064,065,
769547,SERENA ESTATES,0062606,125,020,023,
429480,LEWIS & GILMANS ADD,0042404,002,123,000,
405115,LAKE MERIDIAN POINTE,0222205,242,052,054,
503780,MAGNOLIA RIDGE CONDO,3142503,039,073,080,C
261916,FOX BOROUGH(2ND AMENDMENT) PH 01 CONDO,1262505,081,074,078,C
177700,COUGAR GLEN,0242405,105,078,079,
951086,WOODBRIDGE DIV 2,0072506,209,007,015,
059250,BEACH COVE AT ALKI CONDO,2152403,266,030,033,C
426570,LENHART & LINDSAYS RAINIER BEACH,0352404,013,071,000,
037980,BAL HARBOUR CONDO,1112503,044,057,058,C
514280,MARCUS PLACE CONDO,1112403,110,063,065,C
723650,RENTONS RIDGE CREST NO. 03,0092305,060,042,000,
041410,BALCHS PARKWOOD ADD,0182604,045,065,000,
795508,STAFFORD-HANSELL NO. 11,0032205,114,025,026,
151790,CHAPMAN PH 02,0132606,219,029,030,
780431,6301 8TH AVE NW CONDO,2122503,090,086,000,C
327570,HI-CREST NO. 02,0142104,064,058,000,
320430,HAZELWOOD ADD SUPL,0282504,002,110,000,
551190,MIDORI CONDO,2042404,184,038,043,C
000894,1600 BROADWAY EAST CONDO,4202504,003,001,006,C
225550,EDES & KNIGHTS REPLAT BLK 24,0332504,006,021,000,
111270,BRIGHTON PLACE,0242604,109,092,093,
073220,BENJAMIN ESTATES,0342605,270,022,026,
211150,DULLS SUBDIV NO. 01,0172604,054,066,000,
270845,GARRISON GREENS,0202205,226,093,096,
204150,DISCOVERY PARK CONDO,1152503,011,081,083,C
174260,CONNERS LAKE VIEW ADD,0122304,054,049,000,
873121,TWIN CEDARS DIV NO. 02,0152407,151,077,078,
865161,TIMBERLINE RIDGE DIV 2,0202506,183,072,084,
139750,CAROLWOOD,0142305,111,099,100,
982170,YESLER TERRACE ADD,0052404,037,021,000,
889442,VERANO IN REDMOND CONDO,2062506,237,037,049,C
327861,HIGH POINT COMMUNITY BLK 25-35,0242403,221,025,035,
508790,MAPLE CREEK,0242205,240,069,070,
947601,WINDSOR FIELDS DIV II,0022406,248,045,049,
178200,COUNCIL CREST DIV NO. 02,0352403,037,039,000,
142370,CASCADE HILLS NO. 05,0282305,072,023,024,
404010,LAKE HILLS NO. 30,0342505,068,025,000,
278720,GLENBURN GARDENS CONDO,2242604,015,026,029,C
037800,BAKERS WOODLAND ADD,0052405,050,061,062,
216330,EAST PANTHER NO. 01,0042205,149,092,093,
521880,MAXWELL PLACE CONDO,2122505,168,057,063,C
255790,FIRESIDE LANAI CONDO,2302504,021,096,100,C
804610,STRAWBERRY LAWN ADD,0332505,906,012,000,
386410,KIMBERLEE PARK DIV NO. 02,0202405,085,033,035,
932017,WESTVIEW AT MANHATTAN,0322304,277,053,055,
261758,1402 ALKI BEACH CONDO,2112403,134,018,022,C
321158,HEATHERGLEN ESTATES NO. 02,0222205,138,068,069,
638930,OLYMPUS VILLA,0112305,260,023,027,
885490,VALLEY AIRE TOWNHOUSES CONDO,1072105,021,089,091,C
290900,GREENHOUSE CONDO,3332604,028,022,024,C
516045,MARKET COURT CONDO,1312504,088,079,088,C
664925,PARK RIDGE & PARK RIDGE PH 02,0022104,139,001,005,
363022,ISSAQUAH HIGHLANDS DIV 93,0232406,231,023,029,
894550,VILLAGE SQUARE CONDO,4362403,039,066,072,C
235500,ENGLISH HILL ESTATES DIV NO. 01,0252605,162,092,094,
042900,BALCHS VIEW RIDGE NO. 13,0032504,047,096,000,
868130,TRI VIEW REPLAT,0342604,062,058,000,
330510,HIGHLANDS 25,0042505,235,082,089,
856322,TANAGER MASTER CONDO,1292605,210,040,043,C
864554,TIFFANY PARK DIV NO. 05,0212305,114,009,010,
724200,RESIDENCES AT 5TH AVE N 1ST AMENDMENT CONDO,2302504,271,063,066,C
620850,NOVELL CONDO,1172504,238,005,008,C
787621,SOUNDVIEW NO. 02 CONDO,3332204,029,049,052,C
081810,BIRCHWOOD ACRES,0152205,169,001,003,
643400,OTHELLO BUILDING THE CONDO,3272404,192,055,060,C
041800,BALCHS ALBERT PRESIDENT PARK,0092305,049,003,000,
159210,CINNAMON RIDGE CONDO,1262403,079,071,073,C
620405,NORWAY KNOLL,0172605,227,084,087,
255730,FIREMARK TERRACE,0042604,116,012,013,
780650,SKYFIRE RIDGE DIV NO. 01,0232305,141,093,099,
880790,UNION LAKE SUPL,0192504,002,177,000,
714200,RAMSAY WAY COMMERCIAL CONDO,1242204,208,070,074,C
548720,MERRYWOOD ADD,0102505,068,019,000,
756945,SAVANA,0262205,212,051,059,
670560,PENHURST,0092406,265,056,059,
872730,2101 NOB HILL AVENUE NORTH CONDO,3192504,061,003,000,C
926492,WEST CAMPUS DIV NO. 03,0182104,109,098,100,
252500,FERNWOOD EAST,0152305,113,068,069,
432760,LINDBERG ADD,0112304,058,006,007,
384490,KERRY HILLS ESTATES,0122404,152,010,012,
255864,FIRLOCH NO. 05,0212605,095,065,000,
664080,PARK THE CONDO,3082505,024,013,017,C
763770,SEAHURST RIDGE CONDO,4242303,040,053,054,C
202360,DEXTER VIEW CONDO,1192504,134,071,073,C
421990,LAURELHURST PROF BLDG AMD CONDO,2152504,007,066,000,C
401320,LAKE DOLLOFF TRS,0102104,039,001,002,
248163,FARM THE DIV. 04,0142605,123,046,053,
730800,RIDGEFIELD,0242405,189,044,049,
885800,VALLEY VIEW ADD,0092304,022,090,000,
860490,THOMAS DIV OF GREEN LAKE ADD,0052504,007,029,000,
148040,CENTRAL ADD TO COLUMBIA,0222404,014,014,000,
193820,DECATUR GARDENS CONDO,4122103,029,069,071,C
262173,FOXBRIER,0222605,184,041,044,
383127,KENTBROOK(0005) CONDO,4192205,034,074,083,C
147233,CEDARLANE,0122604,219,011,014,
775538,SHILSHOLE VIEW CONDO,1102503,158,072,077,C
789000,SOUTHERN BELLE CONDO,3322505,013,043,044,C
177111,COTTAGE GLEN ADD NO. 03,0082606,089,055,056,
785207,SNOQUALMIE RIDGE PLAT 1 DIV F PH 03,0232404,191,046,049,
552920,MILL AVENUE CONDO,3172305,246,065,070,C
156610,CHITTENDEN-MUNGER COS 1/4 ACRE TR,0332604,015,036,000,
268067,GAINSBOROUGH THE 3RD AMENDMENT CONDO,3322504,062,008,009,C
869141,TROSSACHS DIV NO. 12,0012406,218,009,016,
605455,NEW CENTRAL HOTEL 1ST AMENDMENT CONDO,2052404,066,089,094,C
175000,COPPERRIDGE AT TALUS 1ST AMD TO PH 03 CONDO,3292406,225,088,091,C
339680,HOLLYMOR,0252605,123,029,032,
419990,LATIMER VILLA TRACTS,0272504,027,020,000,
919720,WATERMARK RESIDENTIAL CONDO,4312504,065,051,057,C
859140,TERRYS 3RD ADD,0062404,001,125,000,
794113,SPRINGBROOK SQUARE DIV NO. 04,0292605,129,068,070,
780411,SIXTH AND UNION CONDO,4312504,090,001,009,C
143180,CASCADE VILLAGE DIV NO. 05,0212305,071,060,000,
186493,CRYSTAL HAVEN,0342104,204,066,068,
777420,SHOREMONT DIV NO. 02,0122303,037,005,000,
720241,REDMOND TOWN CENTER BSP AMD OF 1C & 1E,0112505,261,011,016,
920255,WEATHERFIELD,0062605,186,040,042,
281790,GOLDEN RIDGE DIV NO. 01,0182106,139,092,096,
514310,MARDEL ADD CORRECTION PLAT OF,0062105,075,067,000,
733460,RIVERBEND HOMESITES N BEND NO. 03,0142308,076,031,033,
607180,NEWPORT HILLS NO. 08,0212405,068,033,000,
676390,PHOENIX CONDO,3282504,013,060,064,C
107945,BRIAR RIDGE,0222305,113,060,061,
388232,KIRK ESTATES DIV #3,0142505,110,077,078,
174997,COPPER LEAF CONDO,3182406,269,020,026,C
679850,PINEHURST EAST CONDO,2282604,094,034,035,C
766680,SEATTLE TIDE LDS EX 01 B 492-498 UNREC,0032303,902,500,000,
549140,METROPOLITAN BUILDING CONDO,4292505,150,019,021,C
100300,BOW VISTA ADD,0342304,053,044,000,
160460,CLAREMONT ADD,0152404,010,068,000,
274710,GESNER ADD,0352603,044,088,000,
184970,CROSS ADD TO CITY OF KENT,0242204,018,009,000,
697700,QODESH,0302605,142,011,013,
559205,MONTEREY HEIGHTS,0052305,194,050,052,
932930,WETHERSFIELD,0272605,115,031,032,
921150,WEDGEWOOD WEST DIV NO. 01,0232103,105,017,018,
864445,TIBURON NORTH CONDO,4052505,036,095,096,C
383083,KENT SHIRES AMENDED CONDO,4202205,067,043,048,C
545400,MERCER VILLAGE,0252404,064,060,000,
543780,MELODY PARK DIV NO. 01,0262006,085,037,000,
357450,INGLEBROOK PHASE II CONDO,1262505,055,077,080,C
946550,WINCHESTER HEIGHTS CONDO,3212105,034,066,073,C
392650,KOINONIA RIDGE PH 08 FINAL CONDO,4252407,269,007,011,C
666640,PARKPOINT PHASE II CONDO,3022504,012,007,021,C
872110,TURNERS H S DIV NO. 01 UNREC,0212404,902,269,000,
380091,KELKARI CONDO,4332406,169,011,017,C
179550,COVELLO ADD,0252205,073,019,020,
664250,PARK ESTATES NO. 01,0092604,082,056,000,
421690,LAURELCREST RESIDENTIAL PARK CONDO,3102504,014,016,033,C
915150,WALNUT RIDGE,0192205,170,043,044,
689990,PROFESSIONAL ARTS BUILDING CONDO,4082104,051,039,041,C
354230,HUSELANDS FIRST ADD,0042305,054,026,000,
742780,ROSELANE NO. 02,0042505,142,064,066,
151591,CHANNING PARK DIV NO. 02,0262205,163,028,032,
147335,CENTENNIAL WEST CONDO,2152403,091,011,012,C
873203,TWIN LAKES NO. 09,0142103,101,086,087,
345030,HONEY DEW ESTATES DIV NO. 01,0102305,072,098,000,
253891,1536 NW 63RD ST CONDO,1112503,182,001,003,C
395660,LA MIRADA CONDO,1252503,001,057,059,C
804408,STRATFORD LANE PHASE II CONDO,4292605,152,057,060,C
379730,KAVERA ESTATES,0262006,160,092,093,
111255,BRIGHTON ON HIGH EAST CONDO,4222406,258,038,043,C
434000,LINDEN LANE,0292505,174,003,005,
773310,SHELMORT,0012605,179,026,028,
211470,DUMARS HIGHLAND PARK,0302404,020,066,000,
173799,CONNECTION MASTER 1ST AMENDMENT CONDO,2292205,233,004,006,C
919583,WATERFRONT B DUPLEX CONDO,4302605,279,060,063,C
257027,520 CORPORATE CENTER-BSP 1ST AMENDMENT,0282505,162,068,069,
433760,LINDE TERRACE NO. 02 REPLAT,0182304,039,013,000,
029311,ASHFORD PARK II CONDO,1012505,131,082,088,C
752505,SAMMAMISH FIRS,0282506,113,015,016,
954260,WOODRIDGE DIV NO. 09,0042405,066,067,000,
223100,ECHO LAKE VIEW HOMES ADD,0062604,066,058,000,
231004,ELK RUN DIV NO. 05,0332206,172,039,042,
354490,HUTCHINSONS 3RD DIV OF GREEN LAKE,0052504,017,052,000,
067100,BELLEVUE DISTRIBUTION CENTER AMEND 1 CONDO,2282505,278,091,093,C
346680,HORTON JULIUS TRACTS,0202404,003,171,000,
138930,CARNATION MEADOWS,0152507,176,097,099,
214120,EAGLE HEIGHTS ADD,0152403,015,037,000,
734660,RIVERTON ACRE TRS,0162304,011,100,000,
431100,LIGHTHOUSE POINT CONDO,4092403,248,007,011,C
113741,BROOKEFIELD II,0102305,224,080,083,
255840,FIRLANDS THE,0062604,111,067,000,
612090,NORMANDY VIEW RIDGE ADD,0312304,073,036,000,
147352,CENTER VILLAGE (AMENDED) CONDO,1162406,083,066,074,C
934820,WHISPERING WATERS CONDO,4092308,228,099,101,C
184324,CROFTON SPRINGS LOFT & FLAT II PH 02 CONDO,4232406,203,061,064,C
122500,BURIEN PARK ADD,0192304,051,065,000,
802965,STONE HILL MEADOWS,0032605,188,009,012,
185490,CROSSWATER,0352506,206,060,066,
720360,REDONDO BEACH DIV NO. 01,0322204,016,040,000,
179642,COVINGTON TOWNSHIP DIV NO. 02 PH 02,0252205,170,066,068,
440655,LORRAINE COURT,0032405,123,001,002,
618470,NORTHOLME ADD,0362603,023,034,000,
333150,HILLMAN CITY DIV NO. 03,0222404,011,038,000,
534360,MC KEAN HAZEL B ADD,0062105,072,056,000,
