InspectionID,CSNumber,CS Overall Condition,CS Litter,CS Graffiti,CS Amenities,CS Structural
105354,1,A,A,A,A,A
77578,1,U,A,A,A,U/S
102110,1,A,A,A,A,A
82057,1,N,N,N,N,N
40135,1,U,A,A,U/S,A
42525,1,A,A,A,A,A
84248,1,A,A,A,A,A
79866,1,N,N,N,N,N
91492,1,U,U/S,A,U,A
67007,1,N,N,N,N,N
47604,1,N,N,N,N,N
94277,1,U,A,A,A,U/S
43300,1,A,A,U,A,A
54005,1,A,A,A,A,A
62939,1,A,A,A,U,A
116518,1,A,A,A,A,A
112801,1,A,A,A,A,A
98242,1,A,A,A,A,A
50996,1,A,A,A,A,A
107304,1,A,A,A,A,A
58746,1,N,N,N,N,N
36910,1,A,A,A,U,A
111485,1,A,A,A,A,A
34052,1,U,A,A,U/S,A
59875,1,U,A,A,U,U
107867,1,A,A,A,A,A
76525,1,A,A,A,A,A
108500,1,U,N,N,N,N
68729,1,A,A,A,U,A
65235,1,A,A,A,A,A
111779,1,A,A,A,U,A
55666,1,A,A,A,A,A
65207,1,A,A,A,A,A
46561,1,N,N,N,N,N
78217,1,A,A,A,A,A
86843,1,N,N,N,N,N
91817,1,A,A,A,A,A
112474,1,A,A,A,U,A
115833,1,A,A,A,A,A
99311,1,A,A,A,A,A
93961,1,A,A,A,A,A
44806,1,A,A,A,U,A
103521,1,A,A,A,A,A
88902,1,A,A,A,A,A
105999,1,A,A,A,A,U
67736,1,A,A,A,A,A
102129,1,U,A,A,U,A
75624,1,A,A,A,U,A
46057,1,U,A,A,U/S,A
104844,1,A,A,A,A,A
58960,1,A,A,A,U,A
46691,1,N,N,N,N,N
87585,1,A,A,A,A,A
98174,1,A,A,A,A,A
102538,1,A,A,A,A,A
77049,1,U,N,N,N,N
77452,1,U,A,A,A,U/S
94031,1,A,A,A,A,A
50843,1,A,A,A,A,A
117835,1,A,A,A,A,A
45850,1,A,N,N,N,N
115778,1,U,A,A,U,U
83218,1,A,A,A,A,A
64562,1,A,A,A,A,A
80378,1,U,U,A,U,U
96619,1,A,A,A,A,A
108898,1,A,A,A,A,U
57413,1,A,A,A,U,A
93813,1,A,A,A,A,A
87742,1,U,U,A,U,A
100873,1,U,N,N,N,N
116706,1,A,A,A,A,A
69547,1,A,A,A,A,U
114931,1,A,A,A,A,A
58954,1,A,A,A,U,A
115813,1,A,A,A,A,A
73158,1,A,A,A,A,A
45328,1,A,A,A,A,A
64980,1,A,A,A,A,A
42252,1,A,A,A,U,A
99453,1,A,A,A,A,A
117022,1,A,A,A,A,A
46347,1,U,U,A,U,A
89338,1,A,A,A,A,A
81153,1,A,A,A,A,A
69280,1,A,A,A,U,A
111319,1,A,A,A,A,A
39915,1,U,N,N,N,N
87829,1,U,N,N,N,N
114318,1,N,N,N,N,N
109557,1,N,N,N,N,N
34043,1,U,A,A,U/S,A
84609,1,U,A,A,U,U/S
41113,1,A,A,A,A,A
105215,1,A,A,A,A,A
89016,1,A,A,A,A,A
121061,1,A,A,A,A,A
77235,1,A,A,A,A,A
43472,1,A,A,A,A,A
115036,1,U,A,A,A,U/S
94347,1,A,A,A,A,A
73995,1,A,A,A,A,A
52190,1,N,N,N,N,N
49298,1,A,A,A,U,A
97541,1,A,A,A,A,A
40071,1,N,N,N,N,N
82751,1,A,A,A,A,A
86621,1,A,A,A,A,A
99236,1,A,A,A,A,A
70621,1,A,A,A,U,A
119054,1,A,A,A,A,A
80109,1,A,A,A,A,A
99557,1,N,N,N,N,N
109326,1,A,A,A,A,A
121707,1,N,N,N,N,N
77502,1,A,A,A,A,A
91382,1,A,A,A,A,A
100397,1,A,A,A,A,A
116585,1,N,A,N,A,N
48622,1,A,A,A,U,A
110198,1,N,A,N,A,N
111641,1,N,N,N,N,N
83138,1,U,N,N,N,N
84291,1,A,A,A,A,A
113192,1,A,A,A,A,A
114382,1,A,A,A,A,A
117301,1,A,A,A,A,A
67011,1,U,A,A,A,U/S
105542,1,A,A,A,A,A
83471,1,A,A,A,A,A
58427,1,U,A,A,U/S,A
121935,1,A,A,A,U,A
115963,1,A,A,A,A,A
115932,1,A,A,A,A,A
86958,1,A,A,A,A,A
80490,1,N,N,N,N,N
74070,1,U,A,A,U,A
109827,1,A,A,A,A,A
79926,1,A,A,A,A,A
55903,1,A,A,A,U,A
86953,1,N,N,N,N,N
52905,1,N,N,N,N,N
60069,1,U,A,U,U/S,A
115764,1,N,N,N,N,N
97401,1,U,A,A,U,U
57671,1,N,N,N,N,N
95008,1,A,A,A,U,A
107771,1,A,A,A,A,A
102920,1,A,A,U,A,A
42416,1,U,A,U,U,A
120460,1,N,N,N,N,N
61445,1,A,A,A,A,A
54385,1,U,N,N,N,N
114456,1,N,N,N,N,N
58413,1,A,A,A,U,A
96340,1,A,A,A,A,A
106091,1,A,A,A,A,U
50671,1,A,A,A,A,A
60179,1,A,A,A,A,A
88211,1,A,A,A,A,A
49644,1,A,A,A,A,A
33879,1,N,N,N,N,N
63729,1,A,A,A,A,A
46015,1,A,A,A,A,A
56686,1,U,A,U,U/S,U
66045,1,A,A,A,A,A
105607,1,N,N,N,N,N
74522,1,A,A,A,U,A
44139,1,A,A,A,U,A
78099,1,N,N,N,N,N
83262,1,U,N,N,N,N
111454,1,N,A,N,A,N
47389,1,A,A,A,A,A
37350,1,A,A,A,U,A
54180,1,A,A,A,U,A
102601,1,A,A,A,A,A
114487,1,A,A,A,A,A
48271,1,A,A,A,A,A
83769,1,U,N,N,N,N
79305,1,A,A,A,A,A
43562,1,U,A,A,A,U/S
47783,1,A,A,A,U,A
114811,1,A,A,A,A,A
118994,1,A,A,N,A,N
77715,1,A,A,A,A,A
73663,1,A,A,A,A,A
117419,1,A,A,A,A,A
72128,1,A,A,A,U,A
85233,1,A,A,A,A,A
113863,1,A,A,A,A,A
76000,1,A,A,A,A,A
72048,1,U,N,N,N,N
107084,1,A,A,A,A,A
109580,1,A,A,A,U,A
101251,1,A,A,A,A,A
73356,1,A,A,A,U,A
80611,1,A,A,A,A,A
87518,1,U,N,N,N,N
39046,1,U,A,A,U,U/S
67041,1,A,A,A,U,A
122095,1,A,A,A,A,A
86977,1,A,A,A,A,A
86657,1,N,N,N,N,N
50865,1,A,A,A,A,A
69538,1,U,A,A,U,A
76809,1,U,A,A,A,U/S
47195,1,U,A,A,U,A
47513,1,U,A,A,U/S,A
92721,1,A,A,A,U,A
121560,1,A,A,A,A,A
73516,1,A,A,A,U,A
120760,1,A,A,A,A,A
56167,1,A,A,A,U,A
92281,1,A,A,A,A,U
77247,1,A,A,A,A,A
94562,1,A,A,A,A,A
74992,1,A,A,A,A,A
45310,1,N,N,N,N,N
87215,1,N,N,N,N,N
88810,1,N,N,N,N,N
84502,1,U,A,A,U,U
33817,1,U,N,N,N,N
105454,1,A,A,A,A,A
83186,1,A,A,A,A,A
115977,1,N,A,N,A,N
78447,1,A,A,A,A,A
75242,1,A,A,A,A,A
95102,1,N,N,N,N,N
97743,1,A,A,A,A,A
82037,1,A,A,A,A,A
68923,1,A,A,A,A,A
44933,1,U,A,A,A,U/S
35677,1,U,N,N,N,N
105270,1,U,A,A,U,U/S
110118,1,A,A,A,A,A
35079,1,A,A,A,U,A
119826,1,A,A,A,A,A
112932,1,A,A,A,A,A
111030,1,A,A,A,A,A
91376,1,A,A,A,A,A
45863,1,A,A,A,A,A
69329,1,U,N,N,N,N
106277,1,A,A,A,A,A
117866,1,U,N,N,N,N
54998,1,A,A,A,U,A
43681,1,U,U,A,U,A
78507,1,A,A,A,A,A
117163,1,A,A,A,A,A
100605,1,A,A,A,A,A
57913,1,N,N,N,N,N
92101,1,A,A,A,A,A
112629,1,A,A,A,A,A
65212,1,A,A,A,A,U
43257,1,U,N,N,N,N
112605,1,A,A,A,A,A
113088,1,A,A,A,A,A
53333,1,A,A,A,A,A
86152,1,U,A,A,A,U/S
63553,1,U,A,A,A,U
121840,1,A,A,A,A,A
112199,1,A,A,A,U,A
116121,1,N,A,N,U,N
106722,1,A,A,A,A,A
59028,1,U,A,A,U/S,A
65705,1,A,A,A,A,A
99133,1,U,A,A,U,U/S
74781,1,U,A,A,U,U
76484,1,A,A,A,A,A
55483,1,U,A,A,U,U
92510,1,A,A,A,A,A
116212,1,N,A,N,U,N
92828,2,A,A,A,A,A
122310,1,A,A,A,A,U
105129,1,A,A,A,A,A
88503,1,U,N,N,N,N
107527,1,A,A,A,A,A
79962,1,A,A,A,A,A
41110,1,A,A,A,A,A
120812,1,N,N,N,N,N
102283,1,A,A,A,A,A
77043,1,N,N,N,N,N
101548,1,A,A,A,A,A
56475,1,A,A,A,A,A
77636,1,A,A,A,U,A
52480,1,A,A,A,U,A
61340,1,A,A,A,U,A
78329,1,A,A,A,A,A
83393,1,A,A,A,A,A
102441,1,N,N,N,N,N
117677,1,U,A,A,A,U/S
113291,1,U,A,A,U,U/S
95765,1,A,A,A,A,A
79785,1,N,N,N,N,N
97334,1,A,A,A,A,A
38054,1,U,A,A,A,U/S
116423,1,N,N,N,N,N
80215,1,A,A,A,A,A
117293,1,A,A,A,A,A
36861,1,A,A,A,A,A
74838,1,A,A,A,A,A
122275,1,A,A,A,A,A
88645,1,A,A,A,A,A
59707,1,A,A,A,A,A
102226,1,N,N,N,N,N
60853,1,A,A,A,A,A
110523,1,A,A,A,A,A
39745,1,N,N,N,N,N
63761,1,N,N,N,N,N
36943,1,A,A,A,U,A
62825,1,U,U/S,A,U,A
110362,1,N,A,N,A,N
106292,1,A,A,A,A,A
66923,1,A,A,A,A,A
43891,1,U,U,A,U,A
63821,1,N,N,N,N,N
32597,1,A,A,A,U,A
86406,1,A,A,A,A,A
114859,1,U,N,N,N,N
50138,1,A,A,A,A,A
62015,1,U,N,N,N,N
93647,1,U,U,A,U,U/S
53482,1,A,A,A,A,A
47408,1,A,A,A,A,A
122335,1,N,N,N,N,N
95552,1,A,U,A,A,A
35163,1,U,N,N,N,N
81434,1,A,A,A,U,A
89509,1,A,A,A,A,A
97997,1,A,A,A,A,A
98660,1,A,A,A,A,A
103256,1,A,A,A,A,A
66162,1,A,U,A,A,A
101851,1,A,A,A,A,A
89733,1,A,A,A,A,A
55149,1,A,A,A,A,A
102022,1,A,A,A,A,A
53563,1,A,A,A,A,A
33771,1,N,N,N,N,N
117930,1,A,A,A,A,A
118908,1,A,A,A,A,A
76193,1,A,A,A,A,A
62882,1,A,A,A,U,A
121876,1,A,A,A,A,A
102197,1,A,A,A,A,A
106312,1,A,A,A,A,A
50670,1,A,A,A,A,A
58598,1,,,,,
66628,1,A,A,A,A,A
72327,1,U,N,N,N,N
91944,1,A,A,A,A,A
57360,1,A,A,A,U,A
100632,1,A,A,A,A,A
104303,1,A,A,A,A,A
58593,1,N,N,N,N,N
112116,1,A,A,A,A,A
70805,1,A,A,A,A,A
57825,1,N,N,N,N,N
112278,1,A,A,A,A,A
89658,1,A,A,A,A,A
98152,1,A,A,A,U,A
75788,1,N,N,N,N,N
40181,1,A,A,A,A,A
118657,1,A,A,A,A,A
58383,1,A,A,A,A,A
115914,1,A,A,A,A,A
69291,1,A,A,A,A,A
56099,1,A,A,A,A,A
75263,1,A,A,A,A,A
70126,1,N,N,N,N,N
67973,1,N,N,N,N,N
47018,1,N,N,N,N,N
85666,1,N,N,N,N,N
113403,1,N,N,N,N,N
41715,1,A,A,A,A,A
117477,1,N,A,N,A,U
44911,1,U,N,N,N,N
60368,1,N,N,N,N,N
119304,1,A,A,A,A,A
110271,1,N,N,N,N,N
105512,1,A,A,A,A,A
119244,1,A,A,A,A,A
98773,1,A,A,A,U,A
112532,1,A,A,A,U,A
106586,1,A,A,A,A,A
76130,1,A,A,A,A,A
91046,1,A,A,A,A,A
105020,1,A,A,A,A,A
39353,1,A,A,A,U,A
98580,1,A,A,A,U,A
101584,1,A,A,A,A,A
93039,1,A,A,A,A,A
35564,1,U,U,A,U,U
112495,1,A,A,A,U,A
33226,1,A,A,A,U,A
67995,1,N,N,N,N,N
52256,1,A,A,A,U,A
76162,1,A,A,A,U,A
63559,1,A,A,A,A,A
77180,1,N,N,N,N,N
89483,1,A,A,A,A,A
58811,1,A,A,A,A,A
101895,1,A,A,A,A,A
75402,1,U,N,N,N,N
81250,1,A,A,A,A,A
111273,1,A,A,A,U,A
60309,1,A,A,A,A,A
100857,1,A,A,A,U,A
92988,1,A,A,A,A,A
121700,1,N,N,N,N,N
106417,1,A,A,A,A,A
89544,2,A,A,A,U,A
99535,1,U,A,A,A,U/S
76184,1,A,A,A,A,A
61187,1,N,N,N,N,N
94308,1,A,A,A,U,A
42823,1,U,A,A,U,U
84413,1,A,A,A,A,U
86616,1,A,A,A,A,A
63093,1,U,A,A,U,A
90832,1,A,A,A,A,A
58560,1,A,A,A,U,A
92268,1,A,A,A,A,A
98061,1,U,N,N,N,N
103675,1,A,A,A,A,U
70003,1,A,A,A,A,A
41835,1,A,A,A,A,A
66367,1,A,A,A,A,A
108030,1,N,N,N,N,N
110525,1,A,A,A,A,A
92026,1,A,A,A,U,A
48677,1,U,N,N,N,N
92347,1,A,A,A,A,A
110825,1,A,A,A,A,A
79250,1,A,A,A,A,A
94437,1,U,A,A,U/S,A
78484,1,A,A,A,A,A
89745,1,A,A,A,A,A
101144,1,A,A,A,U,A
65434,1,N,N,N,N,N
92145,1,A,A,A,A,A
57536,1,N,N,N,N,N
64494,1,A,A,A,A,A
94942,1,N,N,N,N,N
66547,1,U,A,A,U,U
73585,1,U,A,A,U,U/S
91853,1,A,A,A,A,A
43629,1,N,N,N,N,N
90019,1,U,N,N,N,N
96204,1,A,A,A,A,U
66621,1,U,A,A,A,U/S
45668,1,,,,,
119306,1,A,A,A,A,A
99559,1,A,A,A,A,A
80966,1,A,U,A,A,A
55944,1,A,A,A,U,A
52355,1,A,A,A,A,A
65051,1,N,N,N,N,N
82302,1,A,A,A,A,A
111527,1,A,A,A,U,A
76024,1,A,A,A,U,A
102709,1,A,A,A,A,A
119132,1,A,A,A,A,A
110506,1,A,A,A,A,A
81779,1,A,A,A,A,A
118948,1,A,A,A,A,A
79589,1,A,A,A,A,U
98458,1,U,A,A,U,U/S
82901,1,A,A,A,A,A
73108,1,U,A,A,A,U/S
75923,1,U,A,A,U,U
65162,1,A,A,A,A,A
101665,1,A,A,A,A,A
106874,1,A,A,A,A,A
93445,1,A,A,A,A,A
92817,1,A,A,A,A,A
56785,1,A,A,A,A,A
105410,1,A,A,A,A,A
74638,1,A,A,A,A,A
52736,1,N,N,N,N,N
72838,1,A,A,A,A,A
33002,1,A,A,A,U,A
108816,1,A,A,A,A,A
113736,1,A,A,A,A,A
39134,1,A,A,A,A,A
61278,1,N,N,N,N,N
58400,1,U,A,A,U,U/S
117275,1,A,A,A,A,A
117679,1,U,A,A,U/S,A
105941,1,A,A,A,A,A
57918,1,N,N,N,N,N
91351,1,A,A,A,A,A
118411,1,A,A,A,A,A
96949,1,A,A,A,A,A
38858,1,A,A,A,U,A
36621,1,A,A,A,U,A
63533,1,A,A,A,A,A
59068,1,A,A,A,U,A
45350,1,A,A,A,A,A
61833,1,A,A,A,U,A
115434,1,A,A,U,A,A
88685,1,A,A,A,A,A
115015,1,N,N,N,N,N
59555,1,A,A,A,A,A
39623,1,U,A,A,U/S,A
112409,1,U,A,A,A,A
34943,1,U,U,A,U,U
106431,1,A,A,A,A,A
62753,1,N,N,N,N,N
96335,1,A,A,A,A,A
112853,1,A,A,A,A,A
54891,1,U,A,A,A,U/S
104910,1,A,A,A,A,A
93755,1,U,A,A,U,A
60548,1,A,A,A,A,A
45590,1,A,U,A,A,A
47434,1,A,A,A,U,A
107242,1,A,A,A,A,A
120833,1,A,A,A,A,A
77243,1,U,A,A,U,U
64791,1,A,A,A,U,A
122316,1,A,A,A,A,A
65131,1,N,N,N,N,N
101035,1,A,A,A,U,A
79065,1,U,A,A,U,U
118820,1,A,A,A,A,A
102373,1,U,N,N,N,N
51721,1,N,N,N,N,N
43883,1,U,A,A,U,U/S
117803,1,A,A,A,U,A
92800,1,A,A,A,A,A
63696,1,N,N,N,N,N
85762,1,N,N,N,N,N
72350,1,A,A,A,A,A
64324,1,A,A,A,U,A
84068,1,A,A,A,A,A
83850,1,N,N,N,N,N
44031,1,N,N,N,N,N
66375,1,U,N,N,N,N
108122,1,N,N,N,N,N
94204,1,A,A,A,A,A
108936,1,A,A,A,A,A
99276,1,A,A,A,A,A
79976,1,A,A,A,U,A
96908,1,A,A,A,U,A
74058,1,A,A,A,A,A
90787,1,A,A,A,U,A
92073,1,U,A,A,A,U/S
73276,1,A,A,A,A,U
49375,1,A,A,A,U,A
40549,1,A,A,A,A,A
69788,1,A,A,A,A,A
70539,1,A,A,A,A,A
119150,1,A,A,A,U,A
95731,1,A,A,A,A,A
70249,1,N,N,N,N,N
103031,1,A,A,A,U,A
73752,1,A,A,A,A,U
78934,1,U,A,A,U,A
101678,1,A,A,A,A,A
108353,1,A,A,A,A,A
108291,1,U,A,A,A,A
76061,1,A,A,A,A,A
67192,1,A,A,A,U,A
94025,1,A,A,A,U,A
115446,1,A,A,A,U,A
118173,1,N,A,N,A,N
72081,1,U,N,N,N,N
116191,1,A,A,A,A,A
51962,1,N,N,N,N,N
100449,1,A,A,A,A,A
109352,1,A,A,A,A,U
86870,1,A,A,A,U,A
97122,1,A,A,A,A,A
77470,1,N,N,N,N,N
120018,1,A,A,A,A,A
110104,1,A,A,A,A,A
77331,1,A,A,A,A,A
88445,1,N,N,N,N,N
33294,1,U,N,N,N,N
42960,1,U,A,U,A,U
42277,1,A,A,A,U,A
72058,1,A,A,A,A,A
105077,1,A,A,A,A,A
69065,1,U,N,N,N,N
89110,1,A,A,A,A,A
55476,1,A,A,A,A,A
62416,1,A,A,A,A,A
33769,1,U,A,A,U/S,A
89507,1,A,A,A,A,A
116046,1,A,A,A,A,A
56738,1,A,A,A,U,A
61759,1,A,A,A,U,A
81092,1,A,A,A,A,A
117967,1,U,N,N,N,N
105630,1,N,N,N,N,N
57694,1,N,N,N,N,N
46990,1,A,A,A,A,A
88866,1,A,A,A,A,A
67483,1,A,A,A,A,A
81235,1,A,A,A,A,A
94102,1,A,A,A,A,U
66999,1,A,A,A,A,A
65884,1,A,A,A,A,A
53690,1,A,A,A,A,A
92171,1,A,A,A,U,A
93952,1,A,A,A,A,A
96826,1,A,A,A,A,A
97202,1,A,A,A,A,A
50051,1,A,A,A,A,A
116241,1,A,A,A,A,A
111671,1,A,A,A,A,A
51878,1,A,A,A,A,A
103329,1,A,A,A,A,A
39183,1,A,A,A,A,A
85761,1,A,A,A,A,A
81971,1,N,N,N,N,N
110757,1,A,A,A,A,A
112467,1,N,N,N,N,N
91256,1,A,A,A,A,A
87896,1,A,A,A,U,A
84493,1,A,A,A,U,A
94772,1,U,A,A,A,A
53596,1,A,A,A,A,A
115747,1,U,N,N,N,N
83911,1,A,A,A,A,A
64988,1,A,A,A,A,A
87614,1,A,A,A,A,A
112914,1,A,A,A,A,A
113109,1,A,A,A,A,A
121336,1,A,A,A,A,A
33850,1,A,A,A,A,A
42560,1,U,N,N,N,N
109760,1,A,A,A,A,A
64954,1,A,A,A,A,A
81142,1,A,A,A,A,A
81097,1,A,A,A,A,A
46747,1,U,N,N,N,N
118314,1,A,A,A,A,A
110409,1,A,A,A,A,A
55307,1,N,N,N,N,N
82150,1,A,A,A,A,A
79639,1,U,A,A,A,U/S
36545,1,N,N,N,N,N
101246,1,A,A,A,A,A
120895,1,U,U/S,A,A,A
111482,1,A,A,A,U,A
61660,1,A,A,A,A,A
41984,1,A,A,A,A,A
33826,1,N,N,N,N,N
96603,1,A,A,U,A,A
33763,1,U,N,N,U,N
120418,1,A,A,A,A,A
87805,1,A,A,A,A,A
57071,1,A,A,A,A,A
121079,1,A,A,A,U,A
44193,1,A,A,A,A,A
66372,1,A,A,A,A,A
52388,1,A,A,A,U,A
66658,1,U,A,A,A,U/S
114523,1,A,A,A,A,A
76121,1,A,A,A,A,A
102644,1,A,A,A,A,A
112264,1,A,A,A,A,A
66297,1,A,A,A,U,A
90886,1,A,A,A,A,A
110379,1,U,A,A,A,U/S
36643,1,A,A,A,U,A
110561,1,A,A,A,A,A
95740,1,A,A,A,A,A
74547,1,U,A,A,U,U
97297,1,U,N,N,N,N
38008,1,U,A,A,U/S,A
78666,1,A,A,A,A,A
61810,1,A,A,A,A,A
115012,1,N,N,N,N,N
54152,1,A,A,A,U,A
61310,1,N,N,N,N,N
46677,1,A,A,A,A,A
122207,1,A,A,A,A,A
118699,1,A,A,A,A,A
58311,1,A,A,A,A,A
58808,1,A,A,A,A,A
86498,1,U,N,N,N,N
117961,1,A,A,A,U,A
82919,1,U,N,N,N,N
69150,1,A,A,A,U,A
87324,1,N,N,N,N,N
58440,1,A,A,A,A,A
75943,1,U,N,N,N,N
55358,1,U,N,N,N,N
72820,1,A,A,A,U,A
102355,1,A,A,A,A,A
77121,1,A,A,A,A,A
59593,1,A,A,A,A,A
106531,1,A,A,A,A,A
97156,1,A,A,A,A,A
111138,1,N,A,N,U,N
74777,1,A,A,A,A,A
47371,1,A,A,A,A,A
66790,1,U,N,N,N,N
108301,1,U,N,N,N,N
72623,1,N,N,N,N,N
112661,1,A,A,A,A,A
73505,1,A,A,A,A,A
66715,1,N,N,N,N,N
55221,1,A,A,A,U,A
77625,1,U,A,A,U,U
117458,1,N,N,N,N,N
87962,1,A,A,A,A,A
60917,1,A,A,A,A,A
71492,1,A,A,A,A,A
121685,1,N,N,N,N,N
34770,1,N,N,N,N,N
116465,1,A,A,A,A,A
37388,1,U,U,A,U,U/S
102647,1,A,A,A,A,A
92961,1,A,A,A,A,A
56323,1,A,A,A,U,A
110098,1,A,A,A,A,A
63598,1,A,A,A,U,A
57803,1,N,N,N,N,N
66559,1,U,A,U,U,A
91453,1,U,U,A,U,A
79332,1,U,U/S,A,A,A
100018,1,N,N,N,N,N
94665,1,A,A,A,A,A
58483,1,A,A,A,A,A
112019,1,A,A,A,A,A
46003,1,A,A,A,U,A
62096,1,U,N,N,N,N
117353,2,N,A,N,U,N
80241,1,U,N,N,N,N
117398,1,U,A,A,U,A
78337,1,A,A,A,U,A
75669,1,A,A,A,A,A
108014,1,A,A,A,A,A
113861,1,A,A,A,A,A
51425,1,A,A,A,U,A
59139,1,U,N,N,N,N
111383,1,U,A,A,U,A
88949,1,A,A,A,A,A
59718,1,U,A,A,A,A
111457,1,N,U/S,N,A,N
105462,1,N,N,N,N,N
46243,1,A,A,A,U,A
99882,1,A,A,A,U,A
110007,1,N,A,N,A,N
119793,1,A,A,A,A,A
43743,1,U,U,A,U,U
48836,1,N,N,N,N,N
79074,1,N,N,N,N,N
46763,1,A,A,A,A,A
63556,1,A,A,A,A,A
115638,1,U,A,A,A,U/S
46773,1,A,A,A,A,A
114004,1,A,A,A,A,A
97368,1,A,A,A,A,A
110376,1,A,A,A,A,A
90683,1,U,U,A,U,U/S
45553,1,U,U/S,A,U,A
73400,1,A,A,A,U,A
41136,1,A,A,A,A,A
71872,1,U,N,N,N,N
78117,1,U,N,N,N,N
37195,1,A,A,A,U,A
108128,1,N,N,N,N,N
36674,1,A,A,A,U,A
61488,1,U,A,A,A,A
35925,1,A,A,A,U,A
73365,1,U,U,A,U/S,A
63900,1,A,A,A,U,A
52784,1,U,U,A,U,A
64195,1,A,A,A,A,A
98326,1,A,A,A,A,A
116911,1,A,A,A,U,A
58290,1,U,A,A,U/S,A
107776,1,N,N,N,N,N
93406,1,A,A,A,A,A
114656,1,A,A,A,U,A
61091,1,A,A,A,A,A
117985,1,A,A,A,A,A
114818,1,A,A,A,A,A
39868,1,A,A,A,A,A
45539,1,A,A,A,A,A
102774,1,A,A,A,U,A
46483,1,U,A,A,U,A
78186,1,N,N,N,N,N
97035,1,A,A,A,A,A
114810,1,A,A,A,A,A
79244,1,A,A,A,A,A
104325,1,A,A,A,A,A
91635,1,A,A,A,A,A
88703,1,U,U,A,U,U/S
112854,1,N,N,N,N,N
101107,1,N,N,N,N,N
120417,1,A,A,A,A,A
84072,1,U,A,A,U,A
69106,1,N,N,N,N,N
34267,1,U,A,A,U/S,A
34479,1,N,N,N,N,N
34360,1,A,A,A,A,U
95744,1,A,A,A,A,A
112904,1,A,A,A,A,A
98427,1,A,A,A,A,A
95816,1,U,A,U,U,A
66743,1,N,N,N,N,N
58787,1,U,A,A,U,U
113958,1,A,A,A,A,A
88792,1,U,N,N,N,N
48212,1,U,A,A,U,U/S
115281,1,A,A,A,U,A
111719,1,U,A,A,A,U/S
114159,1,N,N,N,N,N
113051,1,A,A,A,A,U
98450,1,A,A,A,A,A
52296,1,A,A,A,A,A
36177,1,A,A,A,A,A
88398,1,U,A,A,A,A
33019,1,N,N,N,N,N
53850,1,A,A,A,U,A
53280,1,U,U,A,A,U
111050,1,A,A,A,A,A
104152,1,A,A,A,A,A
85657,1,A,A,A,A,A
67473,1,A,A,A,A,A
113488,1,A,A,A,A,A
43473,1,U,N,N,N,N
51610,1,A,A,A,A,A
117420,1,N,N,N,N,N
122004,1,A,A,A,U,A
64321,1,U,U,A,U,U
103557,1,A,A,A,A,A
96952,1,A,A,A,A,A
53403,1,A,A,A,U,A
89992,1,A,A,A,A,A
61591,1,A,A,A,A,U
78751,1,A,A,A,A,A
98149,1,A,A,A,A,A
66251,2,U,N,N,N,N
84789,1,A,A,A,A,A
66464,1,U,N,N,N,N
108057,1,N,N,N,N,N
113610,1,A,A,A,U,A
102819,1,A,A,A,U,A
39905,1,A,A,A,U,A
66720,1,U,N,N,N,N
109916,1,A,A,A,A,A
113012,1,A,A,A,A,A
87389,1,A,A,A,U,A
76097,1,A,A,A,A,A
117424,1,A,A,A,A,A
82959,1,N,N,N,N,N
39128,1,A,A,A,A,A
81179,1,A,A,A,A,A
108634,1,A,A,A,A,A
83783,1,A,A,A,A,A
32515,1,U,U,A,U,U
81524,1,A,A,A,U,A
52921,1,N,N,N,N,N
113991,1,N,N,N,N,N
86390,1,N,N,N,N,N
74012,1,A,A,A,U,A
110166,1,A,A,A,A,A
104864,1,A,A,A,A,A
110266,1,A,A,A,A,A
77068,1,A,A,A,A,A
94516,1,A,A,A,A,A
54926,1,A,A,A,U,A
67535,1,N,N,N,N,N
74032,1,A,A,A,U,A
111314,1,A,A,A,A,A
81566,1,N,N,N,N,N
67324,1,U,N,N,N,N
109726,1,U,U/S,U/S,A,A
108042,1,A,A,A,A,A
37937,1,A,A,A,U,A
54008,1,N,N,N,N,N
117386,1,A,A,A,A,U
113982,1,U,A,A,A,U/S
110877,1,N,U,N,A,N
105109,1,A,A,A,A,A
83253,1,A,A,A,U,A
79712,1,A,A,A,A,A
94305,1,N,N,N,N,N
96210,1,U,N,N,N,N
87393,1,U,N,N,N,N
55715,1,A,A,A,U,A
42578,1,A,A,U,A,A
106413,1,A,U,A,A,A
58039,1,A,A,A,U,A
109905,1,N,N,N,N,N
53469,1,A,A,A,A,A
114107,1,A,A,A,A,A
103236,1,A,A,A,A,U
76049,1,N,N,N,N,N
102506,1,N,N,N,N,N
90746,1,A,A,A,A,A
120853,1,N,N,N,N,N
118041,1,N,N,N,N,N
46553,1,A,A,A,U,A
51529,1,N,N,N,N,N
106530,1,A,A,A,A,A
51104,1,A,A,A,A,A
122387,1,A,A,A,A,A
68382,1,A,A,A,A,A
85177,1,A,A,A,A,A
87654,1,A,A,A,A,A
98168,1,N,N,N,N,N
95310,1,A,A,A,A,A
74104,1,A,A,A,A,A
88204,1,A,A,A,U,A
32587,1,A,A,A,A,A
55400,1,A,A,A,A,A
110780,1,A,A,A,U,A
105977,1,A,A,A,A,A
71418,1,A,A,A,U,A
44843,1,U,A,A,U/S,A
35427,1,U,N,N,N,N
57708,1,N,N,N,N,N
118958,1,A,A,A,A,A
103031,2,U,A,A,U,U/S
97640,1,A,A,A,A,A
