the_geom,OBJECTID,Placement,Corral,Owner,Landmark,AddressNumber,StreetName,YearInstalled,Month Installed,LocationX,LocationY,created_user,created_date,last_edited_user,last_edited_date,Rack Type,GlobalID,Status,NumberOfRacks,NumberOfSpaces
POINT (-90.052277608093 29.976949419626),364,,,,,,,,,3686415.3971455502,539374.98337363999,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{ECE901BD-DCB4-4C69-836E-09E4F66B9A83},,,
POINT (-90.076309613782 29.957998414706),140,,,,,,,,,3678882.8108327999,532399.42153739999,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{A5FDDED5-ED17-4A75-856D-1B206A87B88F},,,
POINT (-90.071357611929 29.948367412388),275,,,,,,,,,3680489.41391881,528914.47050206002,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{9601C208-BFC7-4405-9661-8C38A8D5B345},,,
POINT (-90.069923611962 29.947667412713),7,,,,,,,,,3680946.3345928802,528664.92933447997,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{C8D30DA4-1FE2-4D08-A5A5-B3E262A996D7},,,
POINT (-90.076077612975 29.93518541013),199,,,,,,,,,3679047.2957400498,524104.58346832002,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{A05AF50F-9733-4A45-9782-B73A47867102},,,
POINT (-90.12098962608 29.955682412786),272,,,,,,,,,3664743.9411447202,531404.78638755996,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{E2E51FC5-0A88-4FFD-8209-73E97EA39311},,,
POINT (-89.931453677873 30.04146343728),404,,,,,,,,,3724379.2136062202,563282.32991581003,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{67786AB3-6CF8-4DF6-9055-F7D1AB4EB938},,,
POINT (-90.070529612153 29.951681413393),55,,,,,,,,,3680738.3409143798,530122.45135382004,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{D6A878D7-F53F-4997-9E7B-2CFD70A08461},,,
POINT (-90.0986726205 29.976634417862),110,,,,,,,,,3671728.6243538,539099.19717981003,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{A617BFDD-B2DC-4697-BF37-32C77A6D2057},,,
POINT (-90.057765608905 29.964267417086),239,,,,,,,,,3684729.3145597102,534743.95260948001,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{6B13C36B-8EC9-4C8C-9C57-70F790B36FB6},,,
POINT (-90.067751610777 29.942533411515),96,,,,,,,,,3681654.7810106399,526805.61087464006,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{2A7ADC8A-B1BA-4BE4-B2C0-2AD99FA55DC2},,,
POINT (-90.066942611268 29.951996413879),13,,,,,,,,,3681872.95577113,530249.53312064998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{C60F7692-1650-457D-8F48-36BD07196848},,,
POINT (-90.063003610137 29.94930341289),31,,,,,,,,,3683131.15535447,529284.06720379996,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{0EDEB70B-5D3D-46D4-814A-8DA24B170302},,,
POINT (-90.079109315591 29.965341316691),416,,,,,,,,,3677967.0692259702,535059.86142646999,,,AKKUEMMEL,07/03/2018 02:12:52 PM +0000,Post and Loop,{90D13A24-7B2F-4C73-ADD0-F5F6799228DA},,,
POINT (-90.133668629362 29.943495409375),148,,,,,,,,,3660775.47040714,526930.86324881006,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{A20A136B-0F29-4AC3-8CDB-FFD6DB661F99},,,
POINT (-90.069033611214 29.946277412044),25,,,,,,,,,3681233.7559340601,528162.58322630997,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{8F26DAB0-7548-41D9-AA53-98F2C2FC6393},,,
POINT (-90.04325460563 29.963951417272),237,,,,,,,,,3689325.1603548802,534680.48193589004,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{4B56706A-AFBC-4C65-86B7-BF7CA4341C1E},,,
POINT (-90.101131619178 29.920775405413),283,,,,,,,,,3671168.5693715499,518778.37955380999,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{5CDBA1AC-C465-4E0F-B3C2-151D1461F57E},,,
POINT (-90.059880609952 29.959892415609),79,,,,,,,,,3684077.3319398002,533145.59228914999,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{F48B8C2B-8B92-448D-B357-702F6D903BEC},,,
POINT (-90.071355611797 29.948365412812),121,,,,,,,,,3680490.05532172,528913.75035915,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{4F05651C-393B-40A4-8D71-D990C8246450},,,
POINT (-90.091868618816 29.97303001725),411,,,,,,,,,3673896.88707763,537811.77226123004,,,AKKUEMMEL,07/03/2018 02:12:52 PM +0000,Post and Loop,{6D75F119-1764-4AE5-84E9-4E0047D288B7},,,
POINT (-90.127536626745 29.926608405976),162,,,,,,,,,3662782.0576013001,520810.49392789998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{AB036793-9979-4265-885D-BEA848D10BB3},,,
POINT (-90.116921623934 29.921289405224),183,,,,,,,,,3666164.8615312101,518911.84647847997,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{06957AF7-9F98-4993-97BE-B074FEC54CFA},,,
POINT (-89.975828589238 30.019208431056),361,,,,,,,,,3710435.87633547,555020.52885414998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{0FCA1D7F-491B-4BE7-9927-350C61C798D3},,,
POINT (-90.084631615365 29.936070409457),153,,,,,,,,,3676334.5770841399,524396.77612539998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{2BA1F98B-3A83-4455-B05B-0D571596CA07},,,
POINT (-89.98098458846 29.956687417432),357,,,,,,,,,3709072.5910042999,532266.38538613997,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{16129CEF-62F2-4B9E-A851-7E499455B975},,,
POINT (-90.099276620621 29.969574416356),270,,,,,,,,,3671565.0547990501,536529.84700356005,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{F08DA0F8-7FD2-4A88-B94F-19C19F0B3E96},,,
POINT (-90.122346624942 29.93298340751),160,,,,,,,,,3664401.4759503901,523146.01944056002,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{1447B303-3416-4E78-B0F1-1BB9B9D3180B},,,
POINT (-90.132903628824 29.944025410299),202,,,,,,,,,3661015.7222232199,527126.12926247995,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{EE9DF8B4-DB00-48F2-8FAC-C145B4CE36B8},,,
POINT (-90.097326921038 29.977379518003),414,,,,,,,,,3672151.7334157201,539374.73763922998,,,AKKUEMMEL,07/03/2018 02:12:52 PM +0000,Post and Loop,{C5785AA9-F51C-4BCE-8C79-AF0741B810C9},,,
POINT (-90.129827627471 29.924848405383),168,,,,,,,,,3662063.1115326299,520162.86267722998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{6BD116EA-6DC2-4A4E-81AE-F01FBEA8FFC4},,,
POINT (-90.084206617351 29.979998419026),322,,,,,,,,,3676295.0430424698,540372.11425340001,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{8B72DF47-9546-4CB2-99DE-34F716766593},,,
POINT (-90.073287612669 29.953206413822),89,,,,,,,,,3679858.8777783099,530667.38300671999,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{4274DE8F-83A0-4D90-8091-7FB796C47D26},,,
POINT (-90.063091609577 29.949958413876),166,,,,,,,,,3683100.6478695599,529521.94041573,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{F3F89B63-3247-4F83-8312-5D8408142A9F},,,
POINT (-90.065188610306 29.945908412634),107,,,,,,,,,3682452.8873540498,528041.8574179,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{4ECCAE58-F250-4BD8-84B6-11D654105A5F},,,
POINT (-90.076560614433 29.955334414048),129,,,,,,,,,3678813.9576240499,531429.82013014005,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{1DC8D476-E165-423F-84FF-618F760F5FC4},,,
POINT (-90.087661615312 29.923540406559),190,,,,,,,,,3675424.4611222101,519829.96800181002,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{B23B522E-F921-4E81-961D-A26A8485E3DD},,,
POINT (-90.134759629797 29.951321411121),290,,,,,,,,,3660400.1893335599,529773.08427038998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{06C7E2D8-88B1-464A-B404-6A7D5079254F},,,
POINT (-90.069718611999 29.948586413174),172,,,,,,,,,3681007.5683943001,528999.82728673995,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{6EC85964-11A4-4867-B105-D66318993571},,,
POINT (-90.055548608868 29.968245417411),218,,,,,,,,,3685415.1422563,536198.32141989004,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{E3913B38-E573-4B8D-AE8E-736B30C5B067},,,
POINT (-90.09976762057 29.951491412531),342,,,,,,,,,3671480.3902702201,529952.50320290006,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{78BBC7BD-88D9-457B-8713-DC47C2985ADB},,,
POINT (-90.067853611465 29.95264341417),17,,,,,,,,,3681581.8756446401,530481.61894256005,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{FDF6851B-9DBB-44EE-B222-53B7AE11D80C},,,
POINT (-90.069353611503 29.949996412887),49,,,,,,,,,3681117.4992768001,529513.82953957003,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{60DC3343-B575-4C64-8102-ED04CD9B6C05},,,
POINT (-90.070723611813 29.948874413044),6,,,,,,,,,3680688.1553192101,529101.04624439997,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{2EF9D745-F9F6-4527-9881-C0CC82ED4A92},,,
POINT (-90.076742613707 29.949176413195),84,,,,,,,,,3678780.8838713001,529189.91155222,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{7AE9E5D5-7580-40B6-90CE-687443433D37},,,
POINT (-90.103537620708 29.949493412258),147,,,,,,,,,3670294.35163181,529213.12213572999,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{47666869-F7A3-448E-8614-AE3DC4E94D03},,,
POINT (-90.070476611576 29.948917412966),3,,,,,,,,,3680766.2017510501,529117.54457098001,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{000E19D3-A5E8-433E-8505-E7DBAE82858E},,,
POINT (-90.059879609638 29.959799415967),312,,,,,,,,,3684078.0245237201,533111.77772421995,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{6F4F260E-7613-48CC-B7AF-CA0D42E39CB6},,,
POINT (-90.068314611497 29.948716412576),22,,,,,,,,,3681451.6593696298,529052.00566005998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{AD54EF98-5E0C-42E9-B90B-5D666B252476},,,
POINT (-90.092155617673 29.943143411221),164,,,,,,,,,3673923.7449635598,526942.88947147003,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{A7BFF1CB-D3E7-4EEB-9B6D-490095C7452F},,,
POINT (-90.052908607513 29.963614416575),179,,,,,,,,,3686269.8186965599,534523.64990048006,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{98B6D54A-F806-44F7-A038-9C628CE69D4F},,,
POINT (-90.052887607882 29.9637424171),182,,,,,,,,,3686275.9476212999,534570.26988597005,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{A4BD19C0-7FC5-404B-A98D-6F5B3B4ADD9C},,,
POINT (-90.037355603977 29.975095420077),163,,,,,,,,,3691147.1045456398,538753.92424831004,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{916A4498-E7BB-4C75-B6B1-64186747483F},,,
POINT (-90.134730629504 29.951298411835),281,,,,,,,,,3660409.46031238,529764.81689848006,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{ACCEB32D-1634-41CE-88E2-03199907E8B5},,,
POINT (-90.110142623667 29.975266417166),216,,,,,,,,,3668102.67196006,538562.79274080996,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{138838C4-3F1B-4630-95BB-C24AF2ADE751},,,
POINT (-90.074981613073 29.957140414486),134,,,,,,,,,3679306.7433838798,532092.0363254,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{B9B970FF-809D-4661-BCEE-1049E368F3A8},,,
POINT (-90.069644611439 29.948651412702),4,,,,,,,,,3681030.74190439,529023.72192398005,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{BFC15538-D6AE-4801-94C3-88D3AC3AC715},,,
POINT (-90.114806623535 29.933349408592),151,,,,,,,,,3666788.1804945501,523304.42857256997,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{299A2230-FC74-48D9-B35E-2F3C983CA8B1},,,
POINT (-90.093272717227 29.92383530664),397,,,,,,,,,3673645.9512278,519917.92583114002,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{2A73EEE3-29C9-4BEB-B59B-D16074CBDBDB},,,
POINT (-90.073153612736 29.953753413561),63,,,,,,,,,3679899.1227765498,530866.75892030995,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{AB72A58F-3589-46E9-A834-38D79DABA034},,,
POINT (-90.074361613057 29.94908641302),124,,,,,,,,,3679535.2445673002,529165.46081373002,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{EBD08178-E8F4-4A7C-8979-A55C2D6ADA18},,,
POINT (-90.07368761282 29.953519413704),125,,,,,,,,,3679730.9620236298,530779.80863489001,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{CA621E71-96B4-4161-81F0-0F350C752BAB},,,
POINT (-90.074309612576 29.949059412492),200,,,,,,,,,3679551.8196653901,529155.82336580998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{F4EE2853-BA0B-40E3-8365-83E5C3EA8FD9},,,
POINT (-90.077103613474 29.929469408864),243,,,,,,,,,3678745.1303338902,522022.47575590003,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{23C50BE8-765B-428C-9377-00F307423C39},,,
POINT (-90.074403613341 29.9540824137),126,,,,,,,,,3679501.9838070599,530982.04445089004,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{850715E7-4B49-40F5-BB97-CBF8C28FC566},,,
POINT (-90.098915620679 29.977066417781),111,,,,,,,,,3671650.00115147,539255.46031872998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{6270B63D-4E5B-48DF-8629-422B35C6CF02},,,
POINT (-90.062494609995 29.960704415545),52,,,,,,,,,3683246.3611607999,533431.67603454995,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{2D7A3FE0-9B46-421A-A6F3-8EFC506C29B7},,,
POINT (-90.134314628369 29.9181824041),171,,,,,,,,,3660667.20585988,517723.95515348,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{856FEEA6-7420-4DE9-88C2-4A8F52BCE1DA},,,
POINT (-90.070377611591 29.94295241176),279,,,,,,,,,3680821.4604988098,526948.79858039005,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{2BE8E5A4-75D5-4F5C-B955-0A59279E7FA6},,,
POINT (-90.075925612979 29.930338408369),269,,,,,,,,,3679114.7785447198,522342.56763538998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{D3C8BF05-26A2-41B3-8AF4-686DAF4469F8},,,
POINT (-90.067889611793 29.960942415335),46,,,,,,,,,3681537.1473876401,533499.31566305005,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{E624214A-7964-44FB-BE1E-95D0F8851920},,,
POINT (-90.107234621898 29.935045409176),331,,,,,,,,,3669179.8259737198,523946.74028005998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{92E8D81F-65EA-45BB-BDAE-A7F5DD024485},,,
POINT (-89.977303387359 29.965304119821),405,,,,,,,,,3710201.1517393002,535413.48539113998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{4EED293E-7D1C-4F25-9A7A-81DA875477A8},,,
POINT (-90.195912847323 29.976968215021),402,,,,,,,,,3640942.2318584602,538901.92854548001,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{EBA41B1D-3817-43F6-A2BF-29396D69E3BF},,,
POINT (-90.043532605121 29.96413341704),280,,,,,,,,,3689236.3934720499,534745.67275040003,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{87DB7523-8D32-4710-82B1-61625F785F6C},,,
POINT (-90.076164612798 29.929908408694),282,,,,,,,,,3679040.7947688,522185.37372406002,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{B72A81CE-3E2F-488A-9621-97764475D936},,,
POINT (-90.091944618675 29.972991417927),103,,,,,,,,,3673872.97767663,537797.47537380003,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{DA618CDC-BB2B-4A23-A340-18258E5D4457},,,
POINT (-90.065853609828 29.917102406125),220,,,,,,,,,3682358.1614936301,517564.63952723,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{E7BA1524-AFFA-410F-9AB4-EA99D098C693},,,
POINT (-90.078445552584 29.951979765606),425,Sidewalk,No,City,City Hall,1515,Poydras Street,,,3678230.4430430499,530203.40394781996,Esri_Anonymous,11/30/2016 09:32:02 PM +0000,AKKUEMMEL,07/03/2018 02:12:52 PM +0000,Wave Rack,{678A77C2-FFA1-49B3-8650-192484AE4F97},,1,3
POINT (-90.071333611982 29.945774411905),292,,,,,,,,,3680507.3991190498,527971.64463182003,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{39A70DEB-B6A8-42C9-ADAE-517CD72F6FE3},,,
POINT (-90.134668627795 29.921665405349),170,,,,,,,,,3660541.8186434698,518989.33123164001,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{8D307C72-85C2-4D14-A9DE-8522EA976951},,,
POINT (-90.069655611518 29.953838413769),75,,,,,,,,,3681006.4568479699,530909.86710181995,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{E53EA007-73F3-429E-A158-D7BFE9918B07},,,
POINT (-90.102766619712 29.916824404694),232,,,,,,,,,3670666.0880930601,517336.08683473,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{28304E1A-4D06-4EB1-A1E3-A1EC50128C43},,,
POINT (-90.100943621656 29.975049417604),116,,,,,,,,,3671015.8524853899,538515.08942414995,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{896420E7-83C7-4B0E-8B20-2141ABA4A4A8},,,
POINT (-90.071420612346 29.954504414314),38,,,,,,,,,3680444.8861207198,531145.88992372004,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{CF1F8668-3110-4DDA-807A-9D41BDF95E0F},,,
POINT (-90.070555612418 29.948937413017),120,,,,,,,,,3680741.1040322199,529124.54160422005,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{61CBF678-6566-46DF-AD95-234F4D0F4EE2},,,
POINT (-90.079745015365 29.97816241946),418,,,,,,,,,3677714.7852817201,539719.89935047994,,,AKKUEMMEL,07/03/2018 02:12:52 PM +0000,Post and Loop,{40C90FA4-EEB0-4E61-8F43-659FEAD51AC3},,,
POINT (-90.135081628314 29.921739404704),169,Sidewalk,,,,,,,,3660410.7139188098,519014.87186298001,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{6D15B80B-3779-48BB-9CBE-DDB5F8DF2F11},,1,
POINT (-90.072406512791 29.962069515602),407,,,,,,,,,3680102.42125447,533893.40444181999,,,AKKUEMMEL,07/03/2018 02:12:52 PM +0000,Post and Loop,{FAE85D08-CF63-4530-A6C4-5761466FCD4E},,,
POINT (-90.068199610868 29.948547412888),186,,,,,,,,,3681488.7557521299,528990.95328873,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{AB3683DC-E9C4-42F2-9052-24DD099EB1E6},,,
POINT (-90.071763612543 29.955280414554),28,,,,,,,,,3680333.1658717198,531426.87623838999,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{D289E4E3-560E-4B66-9AC1-3B20A9BFC4DF},,,
POINT (-90.070809611573 29.94477141202),10,,,,,,,,,3680677.36072138,527608.74542322999,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{FEA8D4BE-DBC2-4DB4-AD01-553AB87BA913},,,
POINT (-90.044114505031 29.962113617087),393,,,,,,,,,3689060.4128528801,534009.12665132002,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{9A65361E-5DF3-47F0-BABE-FE285877EF1F},,,
POINT (-90.072143612796 29.955571414096),76,,,,,,,,,3680211.6723483098,531531.36979580997,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{53FF8098-9037-4D79-B3CA-73B9FE548AD6},,,
POINT (-90.064870609951 29.947800412549),108,,,,,,,,,3682545.9767347998,528730.97185332002,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{0DB8EB8E-00A1-4EBA-934A-9C89149CF190},,,
POINT (-90.056168606505 29.916727406827),262,,,,,,,,,3685427.6520738001,517462.34314389998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{26272A88-C056-4B1D-87ED-25BCE158BCE4},,,
POINT (-90.06906861137 29.953498413827),74,,,,,,,,,3681193.6999118002,530788.28105889005,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{E146F08B-E728-476A-B119-3FD40D63F716},,,
POINT (-90.096586620393 29.976914818186),412,,,,,,,,,3672387.9255286301,539208.28357582004,,,AKKUEMMEL,07/03/2018 02:12:52 PM +0000,Post and Loop,{6A23288E-3E8C-4C75-81D6-8367FE482AAA},,,
POINT (-90.078396615453 29.969565417666),371,,,,,,,,,3678175.9031258798,536598.37475364003,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{D4E969F7-D291-4AD9-8A7B-17E91AEF93DC},,,
POINT (-90.072138613 29.953093413475),278,,,,,,,,,3680223.17363763,530630.29482631001,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{EDA57540-4F82-4286-B876-B921AA1EF648},,,
POINT (-90.098317620867 29.976396418088),174,,,,,,,,,3671841.9456494702,539013.86237672996,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{674DAAFF-2DDA-4A33-9BCF-94129AAEB362},,,
POINT (-90.091924919358 29.972985817868),415,,,,,,,,,3673879.23652239,537795.50654572004,,,AKKUEMMEL,07/03/2018 02:12:52 PM +0000,Post and Loop,{58FABBB0-E6BF-400A-9583-00F80C07C805},,,
POINT (-90.062971610271 29.966410417256),314,,,,,,,,,3683072.3211545502,535504.91467023001,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{780084DD-E516-4DB0-9B7D-5E204DB2E761},,,
POINT (-90.063606609749 29.951035413287),178,,,,,,,,,3682933.2223513899,529911.76903238997,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{D14F2670-5B55-455A-A2B4-7AF291FF054E},,,
POINT (-90.058772609004 29.961130415686),287,,,,,,,,,3684423.1613006298,533599.67537048005,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{67D19D9E-05D3-4668-99D1-72B74F79C082},,,
POINT (-90.099864621019 29.975425417667),310,,,,,,,,,3671355.9843510501,538655.49334281997,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{B1187746-1E4B-4646-8B49-44DC901217A4},,,
POINT (-90.09194101921 29.973050917215),417,,,,,,,,,3673873.88285856,537819.12395257002,,,AKKUEMMEL,07/03/2018 02:12:52 PM +0000,Post and Loop,{1594B442-407B-44C2-975E-F6DAC57C8124},,,
POINT (-90.075054612023 29.930648408793),297,,,,,,,,,3679389.4161188002,522458.32330938999,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{FB9B3F31-61DD-4C20-8066-DE8D147D17F1},,,
POINT (-90.08220661521 29.937427409915),2,,,,,,,,,3677097.2251651301,524898.60878313996,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{EC4729AC-E800-4576-9229-679A3DAE5CEB},,,
POINT (-90.099715620052 29.951519412798),311,,,,,,,,,3671496.7475209702,529962.86243414995,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{FE13553E-7365-4375-8558-5F7AEA9DE98B},,,
POINT (-90.092917619407 29.971912417228),335,,,,,,,,,3673569.1741503901,537401.77308123,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{3836D1B5-187B-4808-950E-226EB46FC03C},,,
POINT (-90.016914596277 29.926244410144),360,,,,,,,,,3697822.61416046,521063.77163655998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{767CC79E-453F-4B3D-BF92-63247DD30C23},,,
POINT (-90.10451662056 29.938877409633),82,,,,,,,,,3670025.7271690499,525349.41956130997,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{A7F81341-FDEF-41A3-B649-5ADEEC541E43},,,
POINT (-90.084795617493 29.980374318963),403,,,,,,,,,3676107.09000631,540506.77376096998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{FDD3951F-FDFA-45D5-8DB1-DE76E56FD4F3},,,
POINT (-90.097671620051 29.96465341542),109,,,,,,,,,3672092.5114213098,534745.85844554997,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{CE9BE6B6-134E-4824-9BD2-0D76C9CAD67B},,,
POINT (-90.081230615965 29.976763418876),81,,,,,,,,,3677250.0296495599,539206.02669056004,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{123EB804-8A45-4BDB-A32D-63D87F8819AA},,,
POINT (-90.101234619346 29.920663405697),257,,,,,,,,,3671136.3804595498,518737.30155198002,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{4A2F7FB5-4A4A-4E60-AF97-49F624686A18},,,
POINT (-90.063606610724 29.952262414032),177,,,,,,,,,3682928.2778074699,530357.95121089998,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{1A66BFDA-176A-491C-8A5F-3D896606292F},,,
POINT (-90.094677618294 29.930131407946),372,,,,,,,,,3673176.1923248,522202.60367648001,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{4FF44D10-29ED-4EF9-98EB-9B4A75A7F670},,,
POINT (-90.072096612771 29.954964413912),43,,,,,,,,,3680228.9846496298,531310.80593248003,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,,{A95134A0-B9E6-4FE6-8F7D-BDEE63CB8284},,,
POINT (-90.07094561099 29.948767413195),330,,,,,,,,,3680618.2820993802,529061.36259674001,,,AKKUEMMEL,07/03/2018 02:12:51 PM +0000,Post and Loop,{876E4D29-BBAF-4443-92E9-6286C1404CB2},,,
