Reporting Area,MMWR Year,MMWR Week,"Hepatitis B, perinatal infection, Current week","Hepatitis B, perinatal infection, Current week, flag","Hepatitis B, perinatal infection, Previous 52 weeks Max†","Hepatitis B, perinatal infection, Previous 52 weeks Max† , flag","Hepatitis B, perinatal infection, Cum 2020†","Hepatitis B, perinatal infection, Cum 2020†, flag","Hepatitis B, perinatal infection, Cum 2019†","Hepatitis B, perinatal infection, Cum 2019†, flag","Hepatitis C, acute§, Confirmed, Current week","Hepatitis C, acute§, Confirmed, Current week, flag","Hepatitis C, acute§, Confirmed, Previous 52 weeks Max†","Hepatitis C, acute§, Previous 52 weeks Max† , flag","Hepatitis C, acute§, Confirmed, Cum 2020†","Hepatitis C, acute§, Confirmed, Cum 2020†, flag","Hepatitis C, acute§, Confirmed, Cum 2019†","Hepatitis C, acute§, Confirmed, Cum 2019†, flag","Hepatitis C, acute§,  Probable, Current week","Hepatitis C, acute§, Probable, Current week, flag","Hepatitis C, acute§, Probable, Previous 52 weeks Max†","Hepatitis C, acute§, Probable, Previous 52 weeks Max† , flag","Hepatitis C, acute§, Probable, Cum 2020†","Hepatitis C, acute§, Probable, Cum 2020†, flag","Hepatitis C, acute§, Probable, Cum 2019†","Hepatitis C, acute§, Probable, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
KENTUCKY,2020,11,,-,0,,,-,,-,,-,9,,17,,36,,,-,4,,20,,,NP,KENTUCKY,,20201140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20201167,POINT (-66.414655 18.215692)
MAINE,2020,11,,-,1,,,-,,-,,-,4,,19,,10,,1,,1,,5,,,NP,MAINE,,20201104,POINT (-69.06137 45.117911)
VIRGINIA,2020,11,,-,0,,,-,2,,,-,5,,12,,16,,1,,3,,5,,,NP,VIRGINIA,,20201136,POINT (-78.666382 37.510861)
ARIZONA,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20201149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20201164,
WISCONSIN,2020,11,,-,0,,,-,,-,,-,6,,2,,20,,,-,0,,,-,,NP,WISCONSIN,,20201119,POINT (-89.732969 44.639954)
IDAHO,2020,11,,-,0,,,-,,-,,-,2,,1,,6,,,-,0,,,-,,NP,IDAHO,,20201151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20201168,POINT (-64.840836 18.060868)
MICHIGAN,2020,11,,-,0,,,-,,-,,-,5,,13,,29,,,-,1,,2,,,NP,MICHIGAN,,20201117,POINT (-85.730977 44.874798)
GEORGIA,2020,11,,-,0,,,-,,-,,-,5,,5,,20,,,-,0,,,-,,NP,GEORGIA,,20201132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,11,,-,1,,,-,,-,,-,7,,14,,,-,,-,4,,11,,,NP,,NEW YORK CITY,20201112,
ARKANSAS,2020,11,,-,0,,,-,,-,1,,7,,8,,9,,,-,1,,4,,,NP,ARKANSAS,,20201144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,11,,-,0,,,-,,-,1,,4,,18,,,-,,-,1,,2,,,NP,MISSISSIPPI,,20201141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,11,,-,0,,,-,,-,,-,2,,1,,2,,,-,0,,,-,,NP,SOUTH DAKOTA,,20201127,POINT (-100.230491 44.43614)
WYOMING,2020,11,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20201156,POINT (-107.55145 42.999627)
MISSOURI,2020,11,,-,1,,,-,,-,,-,3,,6,,14,,,-,0,,,-,,NP,MISSOURI,,20201124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,11,,-,1,,1,,1,,1,,17,,44,,101,,,-,8,,26,,,NP,,MIDDLE ATLANTIC,20201109,
CALIFORNIA,2020,11,,-,1,,,-,1,,,-,10,,9,,40,,,-,1,,2,,,NP,CALIFORNIA,,20201159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,11,,-,0,,,-,,-,,-,5,,8,,9,,,-,4,,5,,,NP,WEST VIRGINIA,,20201137,POINT (-80.613729 38.642579)
FLORIDA,2020,11,,-,1,,,-,,-,,-,35,,136,,108,,,-,8,,48,,,NP,FLORIDA,,20201131,POINT (-82.420978 28.260731)
MONTANA,2020,11,,-,0,,,-,,-,,-,2,,3,,6,,,-,0,,,-,,NP,MONTANA,,20201152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,11,,-,1,,,-,,-,,-,7,,22,,38,,,-,1,,1,,,NP,,WEST NORTH CENTRAL,20201120,
MASSACHUSETTS,2020,11,,-,0,,,-,1,,,-,6,,1,,35,,,-,0,,,-,,NP,MASSACHUSETTS,,20201105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,11,,-,1,,,-,1,,,-,9,,20,,66,,,-,4,,15,,,NP,,MOUNTAIN,20201148,
INDIANA,2020,11,,-,0,,,-,,-,,-,22,,,-,45,,,-,0,,,-,,NP,INDIANA,,20201116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20201169,
US TERRITORIES,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20201163,
TOTAL,2020,12,1,,2,,4,,9,,9,,113,,479,,918,,8,,24,,205,,,NP,,TOTAL,20201270,
US RESIDENTS,2020,12,1,,2,,4,,9,,9,,113,,479,,918,,8,,24,,205,,,NP,,US RESIDENTS,20201201,
NEW HAMPSHIRE,2020,12,,-,0,,,-,,-,,-,1,,1,,6,,,-,2,,3,,,NP,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429)
NEW YORK,2020,12,,-,1,,1,,,-,,-,14,,24,,45,,,-,3,,7,,,NP,NEW YORK,,20201211,POINT (-75.59655 42.921241)
PACIFIC,2020,12,,-,1,,,-,2,,,-,14,,28,,61,,,-,4,,8,,,NP,,PACIFIC,20201257,
WEST SOUTH CENTRAL,2020,12,,-,0,,,-,1,,2,,11,,17,,28,,1,,2,,10,,,NP,,WEST SOUTH CENTRAL,20201243,
NEBRASKA,2020,12,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20201225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,12,,-,1,,,-,,-,3,,13,,67,,91,,2,,9,,49,,,NP,,EAST SOUTH CENTRAL,20201238,
NORTH DAKOTA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305)
NEVADA,2020,12,,-,0,,,-,,-,,-,2,,1,,5,,,-,0,,,-,,NP,NEVADA,,20201253,POINT (-114.916992 39.283294)
ILLINOIS,2020,12,,-,0,,,-,,-,,-,4,,6,,27,,,-,1,,1,,,NP,ILLINOIS,,20201215,POINT (-89.148632 40.124144)
IOWA,2020,12,,-,0,,,-,,-,,-,2,,4,,4,,,-,0,,,-,,NP,IOWA,,20201221,POINT (-93.500061 42.074659)
TEXAS,2020,12,,-,0,,,-,1,,,-,4,,6,,14,,,-,1,,1,,,NP,TEXAS,,20201247,POINT (-99.317341 31.447238)
ALASKA,2020,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALASKA,,20201258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,12,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785)
WASHINGTON,2020,12,,-,0,,,-,,-,,-,4,,6,,13,,,-,1,,1,,,NP,WASHINGTON,,20201262,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,12,,-,1,,,-,1,,,-,7,,23,,55,,2,,2,,9,,,NP,,NEW ENGLAND,20201202,
RHODE ISLAND,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574)
OREGON,2020,12,,-,0,,,-,,-,,-,3,,12,,6,,,-,2,,4,,,NP,OREGON,,20201261,POINT (-120.605279 43.940449)
DELAWARE,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20201229,POINT (-75.452394 38.994926)
ALABAMA,2020,12,,-,0,,,-,,-,,-,4,,,-,7,,,-,1,,1,,,NP,ALABAMA,,20201239,POINT (-86.844516 32.756889)
KANSAS,2020,12,,-,0,,,-,,-,,-,2,,,-,6,,,-,0,,,-,,NP,KANSAS,,20201222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,12,,-,0,,,-,1,,,-,8,,5,,37,,,-,1,,1,,,NP,NORTH CAROLINA,,20201234,POINT (-79.130883 35.52603)
GUAM,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20201266,POINT (144.653198 13.3532)
NEW JERSEY,2020,12,,-,0,,,-,,-,,-,4,,2,,19,,,-,1,,1,,,NP,NEW JERSEY,,20201210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,12,,-,0,,,-,,-,,-,1,,1,,7,,,-,0,,,-,,NP,NEW MEXICO,,20201254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,12,,-,1,,1,,,-,,-,37,,66,,237,,1,,6,,22,,,NP,,EAST NORTH CENTRAL,20201214,
TENNESSEE,2020,12,,-,1,,,-,,-,,-,9,,28,,47,,,-,5,,22,,,NP,TENNESSEE,,20201242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,12,,-,0,,,-,,-,,-,1,,1,,2,,,-,0,,,-,,NP,CONNECTICUT,,20201203,POINT (-72.738288 41.575155)
MARYLAND,2020,12,,-,1,,1,,,-,1,,3,,15,,7,,,-,1,,2,,,NP,MARYLAND,,20201233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,12,,-,0,,,-,,-,,-,2,,1,,4,,,-,1,,1,,,NP,SOUTH CAROLINA,,20201235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,12,,-,0,,,-,,-,1,,5,,1,,1,,1,,0,,1,,,NP,OKLAHOMA,,20201246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834)
OHIO,2020,12,,-,1,,1,,,-,,-,11,,45,,102,,1,,4,,19,,,NP,OHIO,,20201218,POINT (-82.70936 40.415534)
MINNESOTA,2020,12,,-,0,,,-,,-,,-,5,,13,,14,,,-,0,,,-,,NP,MINNESOTA,,20201223,POINT (-94.198308 46.349153)
LOUISIANA,2020,12,,-,0,,,-,,-,,-,2,,,-,2,,,-,2,,3,,,NP,LOUISIANA,,20201245,POINT (-91.840238 30.921314)
HAWAII,2020,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20201260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,12,,-,1,,1,,3,,4,,45,,187,,217,,,-,11,,63,,,NP,,SOUTH ATLANTIC,20201228,
PENNSYLVANIA,2020,12,,-,1,,,-,1,,,-,8,,4,,48,,1,,2,,8,,,NP,PENNSYLVANIA,,20201213,POINT (-77.838886 40.896694)
UTAH,2020,12,,-,0,,,-,,-,,-,7,,16,,39,,1,,5,,16,,,NP,UTAH,,20201255,POINT (-111.678222 39.323779)
COLORADO,2020,12,1,,0,,1,,1,,,-,3,,1,,8,,,-,0,,,-,,NP,COLORADO,,20201250,POINT (-105.547832 38.998552)
VERMONT,2020,12,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20201208,POINT (-72.662695 44.075252)
KENTUCKY,2020,12,,-,0,,,-,,-,,-,9,,17,,37,,,-,4,,20,,,NP,KENTUCKY,,20201240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20201267,POINT (-66.414655 18.215692)
MAINE,2020,12,,-,1,,,-,,-,,-,4,,20,,11,,2,,1,,6,,,NP,MAINE,,20201204,POINT (-69.06137 45.117911)
VIRGINIA,2020,12,,-,0,,,-,2,,3,,5,,16,,19,,,-,3,,6,,,NP,VIRGINIA,,20201236,POINT (-78.666382 37.510861)
ARIZONA,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20201249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20201264,
WISCONSIN,2020,12,,-,0,,,-,,-,,-,6,,2,,23,,,-,0,,,-,,NP,WISCONSIN,,20201219,POINT (-89.732969 44.639954)
IDAHO,2020,12,,-,0,,,-,,-,,-,2,,1,,7,,,-,0,,,-,,NP,IDAHO,,20201251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868)
MICHIGAN,2020,12,,-,0,,,-,,-,,-,5,,13,,34,,,-,1,,2,,,NP,MICHIGAN,,20201217,POINT (-85.730977 44.874798)
GEORGIA,2020,12,,-,0,,,-,,-,,-,5,,5,,22,,,-,0,,,-,,NP,GEORGIA,,20201232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,12,,-,1,,,-,,-,,-,7,,14,,,-,,-,4,,11,,,NP,,NEW YORK CITY,20201212,
ARKANSAS,2020,12,,-,0,,,-,,-,1,,7,,10,,11,,,-,1,,5,,,NP,ARKANSAS,,20201244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,12,,-,0,,,-,,-,3,,4,,22,,,-,2,,1,,6,,,NP,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,12,,-,0,,,-,,-,,-,2,,1,,4,,,-,0,,,-,,NP,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614)
WYOMING,2020,12,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20201256,POINT (-107.55145 42.999627)
MISSOURI,2020,12,,-,1,,,-,,-,,-,3,,6,,15,,,-,0,,,-,,NP,MISSOURI,,20201224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,12,,-,1,,1,,1,,,-,16,,44,,112,,1,,8,,27,,,NP,,MIDDLE ATLANTIC,20201209,
CALIFORNIA,2020,12,,-,1,,,-,2,,,-,10,,10,,42,,,-,1,,3,,,NP,CALIFORNIA,,20201259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,12,,-,0,,,-,,-,,-,5,,9,,9,,,-,4,,5,,,NP,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579)
FLORIDA,2020,12,,-,1,,,-,,-,,-,35,,136,,119,,,-,8,,48,,,NP,FLORIDA,,20201231,POINT (-82.420978 28.260731)
MONTANA,2020,12,,-,0,,,-,,-,,-,2,,3,,6,,,-,0,,,-,,NP,MONTANA,,20201252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,12,,-,1,,,-,,-,,-,7,,24,,44,,,-,1,,1,,,NP,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,0,,,-,1,,,-,6,,1,,36,,,-,0,,,-,,NP,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,12,1,,1,,1,,1,,,-,9,,23,,73,,1,,5,,16,,,NP,,MOUNTAIN,20201248,
INDIANA,2020,12,,-,0,,,-,,-,,-,22,,,-,51,,,-,0,,,-,,NP,INDIANA,,20201216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20201269,
US TERRITORIES,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20201263,
TOTAL,2020,13,,-,2,,4,,8,,3,,113,,505,,1001,,1,,25,,208,,,NP,,TOTAL,20201370,
US RESIDENTS,2020,13,,-,2,,4,,8,,3,,113,,505,,1001,,1,,25,,208,,,NP,,US RESIDENTS,20201301,
NEW HAMPSHIRE,2020,13,,-,0,,,-,,-,,-,1,,1,,6,,,-,2,,3,,,NP,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429)
NEW YORK,2020,13,,-,1,,1,,,-,2,,14,,26,,50,,,-,3,,7,,,NP,NEW YORK,,20201311,POINT (-75.59655 42.921241)
PACIFIC,2020,13,,-,1,,,-,1,,,-,14,,30,,65,,,-,3,,7,,,NP,,PACIFIC,20201357,
WEST SOUTH CENTRAL,2020,13,,-,0,,,-,1,,,-,11,,18,,32,,,-,2,,10,,,NP,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,,-,1,,,-,,-,,-,13,,72,,103,,,-,9,,48,,,NP,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,0,,,-,,-,,-,2,,1,,6,,,-,0,,,-,,NP,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,,-,0,,,-,,-,,-,4,,6,,30,,,-,1,,1,,,NP,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,,-,0,,,-,,-,,-,2,,4,,4,,,-,0,,,-,,NP,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,,-,0,,,-,1,,,-,4,,6,,16,,,-,1,,1,,,NP,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,-,0,,,-,,-,,-,4,,6,,14,,,-,1,,1,,,NP,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,13,,-,1,,,-,1,,1,,7,,25,,61,,,-,2,,9,,,NP,,NEW ENGLAND,20201302,
RHODE ISLAND,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,,-,0,,,-,,-,,-,3,,12,,7,,,-,2,,4,,,NP,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,0,,,-,,-,,-,4,,,-,9,,,-,1,,1,,,NP,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,0,,,-,,-,,-,2,,,-,6,,,-,0,,,-,,NP,KANSAS,,20201322,POINT (-98.38018 38.484729)
MOUNTAIN,2020,13,,-,1,,1,,1,,,-,9,,23,,74,,1,,5,,17,,,NP,,MOUNTAIN,20201348,
NORTH CAROLINA,2020,13,,-,0,,,-,1,,,-,8,,5,,39,,,-,1,,1,,,NP,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,0,,,-,,-,,-,4,,2,,20,,,-,1,,1,,,NP,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,,-,0,,,-,,-,,-,1,,1,,7,,,-,0,,,-,,NP,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,,-,1,,1,,,-,,-,37,,78,,256,,,-,6,,25,,,NP,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,,-,1,,,-,,-,,-,9,,30,,48,,,-,5,,20,,,NP,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,0,,,-,,-,,-,1,,1,,2,,,-,0,,,-,,NP,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,,-,1,,1,,,-,,-,3,,15,,8,,,-,1,,2,,,NP,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,0,,,-,,-,,-,2,,1,,4,,,-,1,,2,,,NP,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,-,0,,,-,,-,,-,5,,1,,2,,,-,1,,1,,,NP,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,,-,1,,1,,,-,,-,11,,48,,107,,,-,4,,19,,,NP,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,0,,,-,,-,,-,5,,13,,19,,,-,0,,,-,,NP,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,0,,,-,,-,,-,2,,,-,2,,,-,2,,3,,,NP,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,,-,1,,1,,3,,,-,45,,189,,237,,,-,11,,64,,,NP,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,,-,1,,,-,1,,,-,8,,4,,54,,,-,2,,8,,,NP,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,,-,0,,,-,,-,,-,7,,16,,39,,1,,5,,17,,,NP,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,,-,1,,1,,1,,,-,3,,1,,8,,,-,0,,,-,,NP,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,-,0,,,-,,-,,-,9,,20,,46,,,-,4,,21,,,NP,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,1,,,-,,-,1,,4,,22,,13,,,-,2,,6,,,NP,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,0,,,-,2,,,-,5,,17,,19,,,-,3,,6,,,NP,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,0,,,-,,-,,-,6,,2,,26,,,-,0,,,-,,NP,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,-,0,,,-,,-,,-,2,,1,,7,,,-,0,,,-,,NP,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,0,,,-,,-,,-,5,,21,,34,,,-,1,,5,,,NP,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,,-,0,,,-,,-,,-,5,,5,,22,,,-,0,,,-,,NP,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,,-,1,,,-,,-,,-,7,,14,,,-,,-,4,,11,,,NP,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,,-,0,,,-,,-,,-,7,,11,,12,,,-,1,,5,,,NP,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,0,,,-,,-,,-,4,,22,,,-,,-,2,,6,,,NP,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,0,,,-,,-,,-,2,,1,,4,,,-,0,,,-,,NP,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,1,,,-,,-,,-,3,,6,,15,,,-,0,,,-,,NP,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,,-,1,,1,,1,,2,,16,,46,,124,,,-,8,,27,,,NP,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,-,1,,,-,1,,,-,10,,12,,44,,,-,1,,2,,,NP,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,0,,,-,,-,,-,5,,10,,9,,,-,4,,5,,,NP,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,,-,1,,,-,,-,,-,35,,136,,136,,,-,8,,48,,,NP,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,,-,0,,,-,,-,,-,2,,3,,6,,,-,0,,,-,,NP,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,,-,1,,,-,,-,,-,7,,24,,49,,,-,1,,1,,,NP,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,,-,0,,,-,1,,,-,6,,1,,40,,,-,0,,,-,,NP,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
INDIANA,2020,13,,-,0,,,-,,-,,-,22,,1,,59,,,-,0,,,-,,NP,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20201363,
TOTAL,2020,14,,-,2,,4,,8,,13,,112,,556,,1099,,8,,25,,229,,,NP,,TOTAL,20201470,
US RESIDENTS,2020,14,,-,2,,4,,8,,13,,112,,556,,1099,,8,,25,,229,,,NP,,US RESIDENTS,20201401,
NEW HAMPSHIRE,2020,14,,-,0,,,-,,-,,-,1,,1,,6,,,-,2,,3,,,NP,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429)
NEW YORK,2020,14,,-,1,,1,,,-,3,,14,,29,,55,,,-,3,,7,,,NP,NEW YORK,,20201411,POINT (-75.59655 42.921241)
