Week Ending Date,State,Observed Number,Threshold,Exceeds Threshold,Excess,Year,Total Excess in 2020,Percent Excess,Type,Outcome,Suppress
11/18/2017,Wyoming,100,101,false,0,2017,52,0.0,Predicted (weighted),All causes,
11/23/2019,Wyoming,85,114,false,0,2019,52,0.0,Predicted (weighted),All causes,
11/24/2018,Wyoming,90,105,false,0,2018,52,0.0,Predicted (weighted),All causes,
11/25/2017,Wyoming,90,102,false,0,2017,52,0.0,Predicted (weighted),All causes,
11/30/2019,Wyoming,113,119,false,0,2019,52,0.0,Predicted (weighted),All causes,
12/01/2018,Wyoming,106,108,false,0,2018,52,0.0,Predicted (weighted),All causes,
12/02/2017,Wyoming,98,102,false,0,2017,52,0.0,Predicted (weighted),All causes,
12/07/2019,Wyoming,89,118,false,0,2019,52,0.0,Predicted (weighted),All causes,
12/08/2018,Wyoming,92,106,false,0,2018,52,0.0,Predicted (weighted),All causes,
12/09/2017,Wyoming,74,102,false,0,2017,52,0.0,Predicted (weighted),All causes,
12/14/2019,Wyoming,92,116,false,0,2019,52,0.0,Predicted (weighted),All causes,
12/15/2018,Wyoming,101,104,false,0,2018,52,0.0,Predicted (weighted),All causes,
12/16/2017,Wyoming,87,102,false,0,2017,52,0.0,Predicted (weighted),All causes,
12/21/2019,Wyoming,113,115,false,0,2019,52,0.0,Predicted (weighted),All causes,
12/22/2018,Wyoming,105,105,false,0,2018,52,0.0,Predicted (weighted),All causes,
12/23/2017,Wyoming,93,104,false,0,2017,52,0.0,Predicted (weighted),All causes,
12/28/2019,Wyoming,90,117,false,0,2019,52,0.0,Predicted (weighted),All causes,
12/29/2018,Wyoming,92,108,false,0,2018,52,0.0,Predicted (weighted),All causes,
12/30/2017,Wyoming,90,106,false,0,2017,52,0.0,Predicted (weighted),All causes,
01/04/2020,Alabama,1083,1184,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/05/2019,Alabama,1076,1253,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/06/2018,Alabama,1248,1280,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/11/2020,Alabama,1129,1179,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/12/2019,Alabama,1090,1275,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/13/2018,Alabama,1301,1284,true,17,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/14/2017,Alabama,1130,1216,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/18/2020,Alabama,1041,1179,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/19/2019,Alabama,1114,1300,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/20/2018,Alabama,1275,1294,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/21/2017,Alabama,1048,1230,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/25/2020,Alabama,1052,1187,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/26/2019,Alabama,1063,1301,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/27/2018,Alabama,1286,1299,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/28/2017,Alabama,1026,1249,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/01/2020,Alabama,1030,1184,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/02/2019,Alabama,1095,1283,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/03/2018,Alabama,1147,1297,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/04/2017,Alabama,1036,1245,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/08/2020,Alabama,1117,1186,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/09/2019,Alabama,1092,1277,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/10/2018,Alabama,1181,1288,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/11/2017,Alabama,1058,1240,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/15/2020,Alabama,1094,1186,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/16/2019,Alabama,1103,1264,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/17/2018,Alabama,1096,1293,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/18/2017,Alabama,1060,1246,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/22/2020,Alabama,1086,1178,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/23/2019,Alabama,1064,1263,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/24/2018,Alabama,1099,1283,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/25/2017,Alabama,1099,1241,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/29/2020,Alabama,1164,1163,true,,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/02/2019,Alabama,1050,1239,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/03/2018,Alabama,985,1275,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/04/2017,Alabama,1081,1231,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/07/2020,Alabama,1041,1147,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/09/2019,Alabama,1062,1217,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/10/2018,Alabama,1059,1268,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/11/2017,Alabama,1011,1226,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/14/2020,Alabama,1069,1137,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/16/2019,Alabama,1090,1200,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/17/2018,Alabama,1086,1256,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/18/2017,Alabama,1067,1200,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/21/2020,Alabama,1045,1135,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/23/2019,Alabama,1012,1197,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/24/2018,Alabama,993,1245,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/25/2017,Alabama,1068,1198,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/28/2020,Alabama,1036,1126,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/30/2019,Alabama,1079,1188,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/31/2018,Alabama,995,1238,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/01/2017,Alabama,991,1175,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/04/2020,Alabama,1120,1110,true,10,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/06/2019,Alabama,1044,1165,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/07/2018,Alabama,1012,1223,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/08/2017,Alabama,1037,1171,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/11/2020,Alabama,1066,1103,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/13/2019,Alabama,1031,1151,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/14/2018,Alabama,1026,1217,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/15/2017,Alabama,1017,1157,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/18/2020,Alabama,979,1095,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/20/2019,Alabama,954,1152,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/21/2018,Alabama,1031,1211,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/22/2017,Alabama,966,1153,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/25/2020,Alabama,519,1091,false,0,2020,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/27/2019,Alabama,1042,1145,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/28/2018,Alabama,971,1201,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/29/2017,Alabama,996,1142,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/04/2019,Alabama,1031,1136,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/05/2018,Alabama,1039,1193,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/06/2017,Alabama,907,1135,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/11/2019,Alabama,1009,1124,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/12/2018,Alabama,950,1184,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/13/2017,Alabama,1064,1117,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/18/2019,Alabama,996,1109,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/19/2018,Alabama,1005,1171,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/20/2017,Alabama,998,1102,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/25/2019,Alabama,974,1103,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/26/2018,Alabama,977,1160,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/27/2017,Alabama,988,1099,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/01/2019,Alabama,1027,1090,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/02/2018,Alabama,973,1140,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/03/2017,Alabama,925,1091,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/08/2019,Alabama,1029,1089,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/09/2018,Alabama,1011,1132,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/10/2017,Alabama,984,1087,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/15/2019,Alabama,986,1079,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/16/2018,Alabama,940,1122,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/17/2017,Alabama,918,1079,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/22/2019,Alabama,989,1079,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/23/2018,Alabama,974,1114,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/24/2017,Alabama,961,1071,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/29/2019,Alabama,940,1080,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/30/2018,Alabama,927,1109,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/01/2017,Alabama,925,1055,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/06/2019,Alabama,1028,1094,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/07/2018,Alabama,972,1110,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/08/2017,Alabama,954,1054,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/13/2019,Alabama,1017,1086,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/14/2018,Alabama,994,1104,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/15/2017,Alabama,968,1055,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/20/2019,Alabama,962,1086,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/21/2018,Alabama,959,1109,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/22/2017,Alabama,964,1068,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/27/2019,Alabama,980,1085,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/28/2018,Alabama,930,1119,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/29/2017,Alabama,888,1079,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/03/2019,Alabama,984,1081,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/04/2018,Alabama,962,1121,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/05/2017,Alabama,949,1086,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/10/2019,Alabama,997,1082,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/11/2018,Alabama,969,1111,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/12/2017,Alabama,936,1090,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/17/2019,Alabama,977,1087,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/18/2018,Alabama,938,1098,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/19/2017,Alabama,933,1079,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/24/2019,Alabama,939,1086,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/25/2018,Alabama,943,1093,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/26/2017,Alabama,917,1070,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/31/2019,Alabama,974,1088,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/01/2018,Alabama,936,1087,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/02/2017,Alabama,953,1059,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/07/2019,Alabama,1008,1092,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/08/2018,Alabama,944,1089,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/09/2017,Alabama,960,1061,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/14/2019,Alabama,999,1103,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/15/2018,Alabama,912,1106,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/16/2017,Alabama,968,1075,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/21/2019,Alabama,883,1107,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/22/2018,Alabama,998,1105,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/23/2017,Alabama,995,1093,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/28/2019,Alabama,987,1109,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/29/2018,Alabama,972,1112,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/30/2017,Alabama,1019,1105,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/05/2019,Alabama,958,1103,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/06/2018,Alabama,945,1108,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/07/2017,Alabama,948,1111,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/12/2019,Alabama,907,1090,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/13/2018,Alabama,943,1102,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/14/2017,Alabama,986,1122,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/19/2019,Alabama,1008,1085,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/20/2018,Alabama,971,1099,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/21/2017,Alabama,966,1122,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/26/2019,Alabama,978,1091,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/27/2018,Alabama,993,1100,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/28/2017,Alabama,941,1132,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/02/2019,Alabama,937,1101,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/03/2018,Alabama,927,1092,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/04/2017,Alabama,994,1140,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/09/2019,Alabama,1048,1117,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/10/2018,Alabama,963,1113,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/11/2017,Alabama,994,1158,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/16/2019,Alabama,1078,1136,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/17/2018,Alabama,1055,1141,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/18/2017,Alabama,982,1173,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/23/2019,Alabama,1050,1152,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/24/2018,Alabama,1009,1158,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/25/2017,Alabama,1004,1191,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/30/2019,Alabama,1046,1165,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/01/2018,Alabama,1050,1177,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/02/2017,Alabama,1067,1198,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/07/2019,Alabama,1081,1170,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/08/2018,Alabama,1044,1192,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/09/2017,Alabama,1074,1218,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/14/2019,Alabama,1089,1173,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/15/2018,Alabama,1053,1198,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/16/2017,Alabama,1120,1231,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/21/2019,Alabama,1111,1171,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/22/2018,Alabama,1105,1205,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/23/2017,Alabama,1098,1239,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/28/2019,Alabama,1043,1178,false,0,2019,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/29/2018,Alabama,1084,1233,false,0,2018,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/30/2017,Alabama,1080,1254,false,0,2017,11,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/04/2020,Alaska,92,113,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/05/2019,Alaska,93,108,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/06/2018,Alaska,72,108,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/11/2020,Alaska,107,112,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/12/2019,Alaska,87,108,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/13/2018,Alaska,100,109,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/14/2017,Alaska,87,108,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/18/2020,Alaska,99,115,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/19/2019,Alaska,94,109,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/20/2018,Alaska,95,107,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/21/2017,Alaska,93,106,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/25/2020,Alaska,98,111,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/26/2019,Alaska,88,105,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/27/2018,Alaska,79,104,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/28/2017,Alaska,80,105,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/01/2020,Alaska,86,112,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/02/2019,Alaska,99,105,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/03/2018,Alaska,82,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/04/2017,Alaska,87,104,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/08/2020,Alaska,96,109,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/09/2019,Alaska,96,103,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/10/2018,Alaska,65,100,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/11/2017,Alaska,63,104,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/15/2020,Alaska,91,108,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/16/2019,Alaska,99,102,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/17/2018,Alaska,83,98,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/18/2017,Alaska,80,101,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/22/2020,Alaska,84,106,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/23/2019,Alaska,76,101,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/24/2018,Alaska,94,96,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/25/2017,Alaska,73,102,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/29/2020,Alaska,81,109,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/02/2019,Alaska,94,102,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/03/2018,Alaska,91,97,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/04/2017,Alaska,66,101,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/07/2020,Alaska,77,106,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/09/2019,Alaska,94,102,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/10/2018,Alaska,90,96,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/11/2017,Alaska,74,103,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/14/2020,Alaska,90,108,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/16/2019,Alaska,100,104,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/17/2018,Alaska,69,100,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/18/2017,Alaska,84,103,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/21/2020,Alaska,68,109,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/23/2019,Alaska,71,104,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/24/2018,Alaska,76,100,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/25/2017,Alaska,92,103,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/28/2020,Alaska,81,109,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/30/2019,Alaska,90,104,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/31/2018,Alaska,78,100,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/01/2017,Alaska,89,104,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/04/2020,Alaska,98,110,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/06/2019,Alaska,90,105,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/07/2018,Alaska,92,99,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/08/2017,Alaska,78,104,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/11/2020,Alaska,80,110,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/13/2019,Alaska,81,105,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/14/2018,Alaska,90,98,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/15/2017,Alaska,88,101,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/18/2020,Alaska,88,111,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/20/2019,Alaska,78,105,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/21/2018,Alaska,98,96,true,,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/22/2017,Alaska,58,98,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/25/2020,Alaska,24,108,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/27/2019,Alaska,79,104,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/28/2018,Alaska,77,97,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/29/2017,Alaska,80,99,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/04/2019,Alaska,100,102,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/05/2018,Alaska,93,97,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/06/2017,Alaska,73,100,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
