Week Ending Date,State,Observed Number,Threshold,Exceeds Threshold,Excess,Year,Total Excess in 2020,Percent Excess,Type,Outcome,Suppress
12/02/2017,Arkansas,615,682,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/07/2019,Arkansas,616,729,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/08/2018,Arkansas,602,719,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/09/2017,Arkansas,700,701,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/14/2019,Arkansas,659,741,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/15/2018,Arkansas,661,729,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/16/2017,Arkansas,711,699,true,12,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/21/2019,Arkansas,612,750,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/22/2018,Arkansas,652,738,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/23/2017,Arkansas,696,714,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/28/2019,Arkansas,706,751,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/29/2018,Arkansas,668,748,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/30/2017,Arkansas,733,720,true,13,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/04/2020,California,5879,6230,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/05/2019,California,5692,6356,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/06/2018,California,7042,6233,true,809,2018,0,0.1,Unweighted,"All causes, excluding COVID-19",
01/11/2020,California,5862,6254,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/12/2019,California,5780,6375,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/13/2018,California,6862,6283,true,579,2018,0,0.1,Unweighted,"All causes, excluding COVID-19",
01/14/2017,California,6267,6127,true,140,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/18/2020,California,5813,6250,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/19/2019,California,5654,6314,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/20/2018,California,6342,6298,true,44,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/21/2017,California,5978,6162,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/25/2020,California,5815,6200,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/26/2019,California,5519,6265,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/27/2018,California,5845,6260,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
01/28/2017,California,5747,6158,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/01/2020,California,5668,6109,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/02/2019,California,5467,6212,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/03/2018,California,5981,6224,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/04/2017,California,5970,6117,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/08/2020,California,5883,6086,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/09/2019,California,5603,6141,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/10/2018,California,5567,6150,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/11/2017,California,5710,6073,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/15/2020,California,5558,6078,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/16/2019,California,5644,6091,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/17/2018,California,5627,6099,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/18/2017,California,5621,5968,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/22/2020,California,5775,6049,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/23/2019,California,5818,6047,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/24/2018,California,5692,6036,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/25/2017,California,5347,5933,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
02/29/2020,California,5640,6024,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/02/2019,California,5867,5990,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/03/2018,California,5731,5969,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/04/2017,California,5539,5857,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/07/2020,California,5679,6030,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/09/2019,California,5677,5913,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/10/2018,California,5923,5899,true,24,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/11/2017,California,5432,5767,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/14/2020,California,5397,5960,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/16/2019,California,5590,5856,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/17/2018,California,5686,5846,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/18/2017,California,5386,5716,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/21/2020,California,5528,5872,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/23/2019,California,5531,5731,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/24/2018,California,5486,5785,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/25/2017,California,5156,5622,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/28/2020,California,5445,5755,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/30/2019,California,5511,5670,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
03/31/2018,California,5372,5710,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/01/2017,California,5166,5601,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/04/2020,California,5488,5665,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/06/2019,California,5480,5564,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/07/2018,California,5279,5629,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/08/2017,California,5194,5523,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/11/2020,California,5173,5603,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/13/2019,California,5215,5516,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/14/2018,California,5090,5598,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/15/2017,California,5121,5497,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/18/2020,California,4243,5547,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/20/2019,California,5199,5495,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/21/2018,California,4996,5609,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/22/2017,California,5072,5494,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/25/2020,California,1592,5477,false,0,2020,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/27/2019,California,5086,5428,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/28/2018,California,5139,5564,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
04/29/2017,California,5269,5437,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/04/2019,California,5029,5374,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/05/2018,California,4968,5478,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/06/2017,California,5226,5379,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/11/2019,California,5019,5337,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/12/2018,California,4946,5439,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/13/2017,California,4892,5317,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/18/2019,California,5061,5300,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/19/2018,California,4696,5422,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/20/2017,California,5059,5299,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/25/2019,California,5136,5262,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/26/2018,California,4845,5376,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
05/27/2017,California,4846,5277,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/01/2019,California,5031,5248,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/02/2018,California,4935,5360,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/03/2017,California,4890,5242,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/08/2019,California,5113,5267,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/09/2018,California,5039,5336,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/10/2017,California,4849,5245,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/15/2019,California,5181,5270,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/16/2018,California,4804,5333,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/17/2017,California,4913,5210,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/22/2019,California,4913,5238,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/23/2018,California,4881,5315,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/24/2017,California,5147,5198,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/29/2019,California,4848,5212,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
06/30/2018,California,4757,5296,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/01/2017,California,4849,5193,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/06/2019,California,4911,5200,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/07/2018,California,4810,5282,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/08/2017,California,4913,5180,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/13/2019,California,4818,5153,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/14/2018,California,4991,5205,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/15/2017,California,4746,5190,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/20/2019,California,4714,5151,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/21/2018,California,4723,5207,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/22/2017,California,4781,5143,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/27/2019,California,5001,5131,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/28/2018,California,4783,5171,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
07/29/2017,California,4636,5138,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/03/2019,California,4639,5121,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/04/2018,California,4713,5192,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/05/2017,California,4828,5146,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/10/2019,California,4761,5104,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/11/2018,California,4803,5171,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/12/2017,California,4683,5146,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/17/2019,California,4700,5136,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/18/2018,California,4803,5162,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/19/2017,California,4611,5148,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/24/2019,California,4764,5141,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/25/2018,California,4761,5170,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/26/2017,California,4512,5166,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
08/31/2019,California,4798,5166,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/01/2018,California,4685,5218,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/02/2017,California,5017,5205,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/07/2019,California,4845,5199,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/08/2018,California,4635,5268,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/09/2017,California,4998,5222,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/14/2019,California,4851,5215,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/15/2018,California,4674,5291,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/16/2017,California,4707,5199,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/21/2019,California,4811,5203,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/22/2018,California,4848,5247,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/23/2017,California,4763,5229,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/28/2019,California,4832,5242,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/29/2018,California,4807,5273,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
09/30/2017,California,5002,5246,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/05/2019,California,4962,5254,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/06/2018,California,4771,5300,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/07/2017,California,4814,5274,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/12/2019,California,4923,5294,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/13/2018,California,4731,5321,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/14/2017,California,4936,5298,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/19/2019,California,5063,5281,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/20/2018,California,4846,5316,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/21/2017,California,4992,5321,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/26/2019,California,5094,5294,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/27/2018,California,4882,5337,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
10/28/2017,California,4963,5337,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/02/2019,California,5133,5314,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/03/2018,California,4923,5313,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/04/2017,California,4926,5326,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/09/2019,California,5300,5387,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/10/2018,California,5057,5364,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/11/2017,California,4900,5422,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/16/2019,California,5117,5424,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/17/2018,California,5049,5442,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/18/2017,California,4840,5526,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/23/2019,California,5162,5542,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/24/2018,California,5278,5556,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/25/2017,California,5059,5622,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
11/30/2019,California,5178,5617,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/01/2018,California,5083,5632,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/02/2017,California,4957,5705,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/07/2019,California,5513,5732,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/08/2018,California,5356,5729,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/09/2017,California,5289,5762,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/14/2019,California,5368,5809,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/15/2018,California,5278,5810,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/16/2017,California,5469,5859,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/21/2019,California,5391,5951,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/22/2018,California,5310,5948,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/23/2017,California,5792,5966,false,0,2017,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/28/2019,California,5552,6085,false,0,2019,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/29/2018,California,5398,6136,false,0,2018,0,0.0,Unweighted,"All causes, excluding COVID-19",
12/30/2017,California,6555,6098,true,457,2017,0,0.1,Unweighted,"All causes, excluding COVID-19",
01/04/2020,Colorado,853,896,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
01/05/2019,Colorado,836,904,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
01/06/2018,Colorado,867,892,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
01/11/2020,Colorado,872,897,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
01/12/2019,Colorado,831,905,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
01/13/2018,Colorado,868,892,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
01/14/2017,Colorado,840,896,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
01/18/2020,Colorado,847,905,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
01/19/2019,Colorado,827,907,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
01/20/2018,Colorado,815,885,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
01/21/2017,Colorado,792,896,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
01/25/2020,Colorado,850,898,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
01/26/2019,Colorado,768,903,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
01/27/2018,Colorado,845,883,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
01/28/2017,Colorado,742,890,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
02/01/2020,Colorado,789,891,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
02/02/2019,Colorado,783,892,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
02/03/2018,Colorado,857,875,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
02/04/2017,Colorado,782,882,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
02/08/2020,Colorado,843,888,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
02/09/2019,Colorado,794,884,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
02/10/2018,Colorado,822,870,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
02/11/2017,Colorado,821,879,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
02/15/2020,Colorado,803,887,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
02/16/2019,Colorado,853,881,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
02/17/2018,Colorado,821,866,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
02/18/2017,Colorado,798,869,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
02/22/2020,Colorado,878,885,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
02/23/2019,Colorado,810,868,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
02/24/2018,Colorado,781,868,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
02/25/2017,Colorado,822,862,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
02/29/2020,Colorado,840,888,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
03/02/2019,Colorado,812,862,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
03/03/2018,Colorado,749,857,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
03/04/2017,Colorado,788,860,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
03/07/2020,Colorado,817,884,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
03/09/2019,Colorado,840,865,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
03/10/2018,Colorado,782,858,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
03/11/2017,Colorado,817,850,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
03/14/2020,Colorado,808,881,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
03/16/2019,Colorado,819,861,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
03/17/2018,Colorado,796,857,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
03/18/2017,Colorado,796,851,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
03/21/2020,Colorado,872,878,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
03/23/2019,Colorado,809,863,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
03/24/2018,Colorado,821,857,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
03/25/2017,Colorado,773,854,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
03/28/2020,Colorado,799,877,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
03/30/2019,Colorado,782,858,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
03/31/2018,Colorado,737,856,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
04/01/2017,Colorado,773,852,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
04/04/2020,Colorado,811,868,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
04/06/2019,Colorado,747,855,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
04/07/2018,Colorado,780,859,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
04/08/2017,Colorado,772,852,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
04/11/2020,Colorado,858,856,true,,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
04/13/2019,Colorado,804,844,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
04/14/2018,Colorado,788,850,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
04/15/2017,Colorado,777,840,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
04/18/2020,Colorado,743,849,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
04/20/2019,Colorado,757,840,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
04/21/2018,Colorado,752,844,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
04/22/2017,Colorado,806,828,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
04/25/2020,Colorado,269,847,false,0,2020,,0.0,Unweighted,"All causes, excluding COVID-19",
04/27/2019,Colorado,726,834,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
04/28/2018,Colorado,755,837,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
04/29/2017,Colorado,732,827,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
05/04/2019,Colorado,780,823,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
05/05/2018,Colorado,709,832,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
05/06/2017,Colorado,725,822,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
05/11/2019,Colorado,716,810,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
05/12/2018,Colorado,793,821,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
05/13/2017,Colorado,726,819,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
05/18/2019,Colorado,768,799,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
05/19/2018,Colorado,682,806,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
05/20/2017,Colorado,705,814,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
05/25/2019,Colorado,801,792,true,,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
05/26/2018,Colorado,718,798,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
05/27/2017,Colorado,736,809,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
06/01/2019,Colorado,765,783,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
06/02/2018,Colorado,709,794,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
06/03/2017,Colorado,669,799,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
06/08/2019,Colorado,791,781,true,10,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
06/09/2018,Colorado,681,792,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
06/10/2017,Colorado,694,796,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
06/15/2019,Colorado,714,775,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
06/16/2018,Colorado,713,785,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
06/17/2017,Colorado,708,793,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
06/22/2019,Colorado,748,778,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
06/23/2018,Colorado,699,788,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
06/24/2017,Colorado,697,793,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
06/29/2019,Colorado,723,776,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
06/30/2018,Colorado,664,785,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
07/01/2017,Colorado,675,789,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
07/06/2019,Colorado,740,770,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
07/07/2018,Colorado,702,778,false,0,2018,,0.0,Unweighted,"All causes, excluding COVID-19",
07/08/2017,Colorado,720,779,false,0,2017,,0.0,Unweighted,"All causes, excluding COVID-19",
07/13/2019,Colorado,707,769,false,0,2019,,0.0,Unweighted,"All causes, excluding COVID-19",
