BatchNo,WO#,CreatedDate,AssignedDate,CompletedDate,Status,NodeID,Boro,Support,SupportAction,StreetSignName,SignAction,Size,NewSign
Un assigned,513,09/21/2018,,,WO CREATED,41501,Queens,Light Pole,NoAction,31 Dr,Remove & Install,24,Yes
Un assigned,514,09/21/2018,,,WO CREATED,41504,Queens,Light Pole,NoAction,12 St,Remove & Install,24,Yes
Un assigned,514,09/21/2018,,,WO CREATED,41504,Queens,Light Pole,NoAction,30 Dr,Remove & Install,24,Yes
Un assigned,515,09/21/2018,,,WO CREATED,41561,Queens,Light Pole,NoAction,21 St,Remove & Install,24,Yes
Un assigned,515,09/21/2018,,,WO CREATED,41561,Queens,Light Pole,NoAction,31 Dr,Remove & Install,24,Yes
Un assigned,516,09/21/2018,,,WO CREATED,41567,Queens,Light Pole,NoAction,14 St,Remove & Install,24,Yes
Un assigned,516,09/21/2018,,,WO CREATED,41567,Queens,Light Pole,NoAction,30 Dr,Remove & Install,24,Yes
Un assigned,517,09/21/2018,,,WO CREATED,41567,Queens,Light Pole,NoAction,14 St,Remove & Install,24,Yes
Un assigned,517,09/21/2018,,,WO CREATED,41567,Queens,Light Pole,NoAction,30 Dr,Remove & Install,24,Yes
Un assigned,518,09/21/2018,,,WO CREATED,41561,Queens,Light Pole,NoAction,21 St,Remove & Install,24,Yes
Un assigned,518,09/21/2018,,,WO CREATED,41561,Queens,Light Pole,NoAction,30 Dr,Remove & Install,24,Yes
Un assigned,519,09/21/2018,,,WO CREATED,41562,Queens,Light Pole,NoAction,21 St,Remove & Install,24,Yes
Un assigned,519,09/21/2018,,,WO CREATED,41562,Queens,Light Pole,NoAction,31 Rd,Remove & Install,24,Yes
Un assigned,520,09/21/2018,,,WO CREATED,41562,Queens,Light Pole,NoAction,21 St,Remove & Install,24,Yes
Un assigned,520,09/21/2018,,,WO CREATED,41562,Queens,Light Pole,NoAction,31 Rd,Remove & Install,24,Yes
Un assigned,521,09/21/2018,,,WO CREATED,41569,Queens,Traffic Signal,NoAction,21 St,Remove & Install,24,Yes
Un assigned,521,09/21/2018,,,WO CREATED,41569,Queens,Traffic Signal,NoAction,30 Dr,Remove & Install,24,Yes
Un assigned,522,09/21/2018,,,WO CREATED,41569,Queens,Traffic Signal,NoAction,21 St,Remove & Install,24,Yes
Un assigned,522,09/21/2018,,,WO CREATED,41569,Queens,Traffic Signal,NoAction,30 Dr,Remove & Install,24,Yes
Un assigned,523,09/21/2018,,,WO CREATED,41617,Queens,Light Pole,NoAction,23 St,Remove & Install,24,Yes
Un assigned,523,09/21/2018,,,WO CREATED,41617,Queens,Light Pole,NoAction,30 Dr,Remove & Install,24,Yes
Un assigned,524,09/21/2018,,,WO CREATED,41617,Queens,Light Pole,NoAction,23 St,Remove & Install,24,Yes
Un assigned,524,09/21/2018,,,WO CREATED,41617,Queens,Light Pole,NoAction,30 Dr,Remove & Install,24,Yes
Un assigned,525,09/21/2018,,,WO CREATED,59191,Queens,Light Pole,NoAction,Pidgeon Meadow Road,Remove & Install,36,Yes
Un assigned,525,09/21/2018,,,WO CREATED,59191,Queens,Light Pole,NoAction,Utopia Pkwy,Remove & Install,30,Yes
Un assigned,526,09/21/2018,,,WO CREATED,59191,Queens,Light Pole,NoAction,Pidgeon Meadow Road,Remove & Install,36,Yes
Un assigned,526,09/21/2018,,,WO CREATED,59191,Queens,Light Pole,NoAction,Utopia Pkwy,Install,30,Yes
Un assigned,527,09/21/2018,,,WO CREATED,59192,Queens,Light Pole,NoAction,Gladwin Av,Remove & Install,30,Yes
Un assigned,527,09/21/2018,,,WO CREATED,59192,Queens,Light Pole,NoAction,Utopia Pkwy,Remove & Install,30,Yes
Un assigned,528,09/21/2018,,,WO CREATED,59192,Queens,Pipe,NoAction,Gladwin Av,Remove & Install,30,Yes
Un assigned,528,09/21/2018,,,WO CREATED,59192,Queens,Pipe,NoAction,Utopia Pkwy,Remove & Install,30,Yes
Un assigned,529,09/21/2018,,,WO CREATED,59200,Queens,Pipe,Remove & Replace,Fairchild Avenue,Install,30,Yes
Un assigned,529,09/21/2018,,,WO CREATED,59200,Queens,Pipe,Remove & Replace,Utopia Pkwy,Install,30,Yes
Un assigned,530,09/21/2018,,,WO CREATED,59200,Queens,Pipe,NoAction,Fairchild Avenue,Remove & Install,30,Yes
Un assigned,530,09/21/2018,,,WO CREATED,59200,Queens,Pipe,NoAction,Utopia Pkwy,Remove & Install,30,Yes
Un assigned,531,09/21/2018,,,WO CREATED,59203,Queens,Light Pole,NoAction,47 Av,Remove & Install,24,Yes
Un assigned,531,09/21/2018,,,WO CREATED,59203,Queens,Light Pole,NoAction,Utopia Pkwy,Remove & Install,30,Yes
Un assigned,532,09/21/2018,,,WO CREATED,59203,Queens,Light Pole,NoAction,47 Av,Remove & Install,24,Yes
Un assigned,532,09/21/2018,,,WO CREATED,59203,Queens,Light Pole,NoAction,Utopia Pkwy,Remove & Install,30,Yes
Un assigned,533,09/21/2018,,,WO CREATED,68594,Queens,Light Pole,NoAction,48 Av,Remove & Install,24,Yes
Un assigned,533,09/21/2018,,,WO CREATED,68594,Queens,Light Pole,NoAction,Utopia Pkwy,Remove & Install,30,Yes
Un assigned,534,09/25/2018,,,WO CREATED,59205,Queens,Wood Pole,NoAction,Auburndale Lane,NoAction,30,No
Un assigned,534,09/25/2018,,,WO CREATED,59205,Queens,Wood Pole,NoAction,Bagley Av,NoAction,30,No
Un assigned,535,09/25/2018,,,WO CREATED,59275,Queens,Light Pole,NoAction,187 St,Remove & Install,24,Yes
Un assigned,535,09/25/2018,,,WO CREATED,59275,Queens,Light Pole,NoAction,48 Av,Remove & Install,24,Yes
Un assigned,536,09/25/2018,,,WO CREATED,59275,Queens,Light Pole,NoAction,187 St,Remove & Install,24,Yes
Un assigned,536,09/25/2018,,,WO CREATED,59275,Queens,Light Pole,NoAction,48 Av,Remove & Install,24,Yes
Un assigned,537,09/25/2018,,,WO CREATED,28070,Queens,Light Pole,NoAction,Harman St,Remove & Install,30,Yes
Un assigned,537,09/25/2018,,,WO CREATED,28070,Queens,Light Pole,NoAction,Ricard St,Remove & Install,30,Yes
Un assigned,538,09/25/2018,,,WO CREATED,28070,Queens,Wood Pole,NoAction,Harman St,Remove & Install,30,Yes
Un assigned,538,09/25/2018,,,WO CREATED,28070,Queens,Wood Pole,NoAction,Ricard St,Remove & Install,30,Yes
Un assigned,539,09/25/2018,,,WO CREATED,28071,Queens,Wood Pole,NoAction,Greene Av,Remove & Install,30,Yes
Un assigned,539,09/25/2018,,,WO CREATED,28071,Queens,Wood Pole,NoAction,Ricard St,Remove & Install,30,Yes
Un assigned,540,09/25/2018,,,WO CREATED,28072,Queens,Pipe,NoAction,Butler Av,Remove & Install,30,Yes
Un assigned,540,09/25/2018,,,WO CREATED,28072,Queens,Pipe,NoAction,Greene Av,Remove & Install,30,Yes
Un assigned,541,09/25/2018,,,WO CREATED,28072,Queens,Pipe,Install,Butler Av,Install,30,Yes
Un assigned,541,09/25/2018,,,WO CREATED,28072,Queens,Pipe,Install,Greene Av,Install,30,Yes
Un assigned,542,09/26/2018,,,WO CREATED,29926,Queens,Light Pole,NoAction,Forest Av,Remove & Install,30,Yes
Un assigned,542,09/26/2018,,,WO CREATED,29926,Queens,Light Pole,NoAction,Gates Av,Remove & Install,24,Yes
Un assigned,543,09/26/2018,,,WO CREATED,29926,Queens,Traffic Signal,NoAction,Forest Av,NoAction,30,No
Un assigned,543,09/26/2018,,,WO CREATED,29926,Queens,Traffic Signal,NoAction,Gates Av,Install,30,Yes
Un assigned,544,09/26/2018,,,WO CREATED,29926,Queens,Traffic Signal,NoAction,Forest Av,Install,30,Yes
Un assigned,544,09/26/2018,,,WO CREATED,29926,Queens,Traffic Signal,NoAction,Gates Av,Install,24,Yes
Un assigned,545,09/26/2018,,,WO CREATED,29929,Queens,Wood Pole,NoAction,Bleecker St,Remove & Install,36,Yes
Un assigned,545,09/26/2018,,,WO CREATED,29929,Queens,Wood Pole,NoAction,Butler Av,Remove & Install,30,Yes
Un assigned,546,09/26/2018,,,WO CREATED,29929,Queens,Wood Pole,NoAction,Bleecker St,Install,36,Yes
Un assigned,546,09/26/2018,,,WO CREATED,29929,Queens,Wood Pole,NoAction,Butler Av,Remove & Install,30,Yes
Un assigned,547,09/26/2018,,,WO CREATED,29929,Queens,Wood Pole,NoAction,Bleecker St,Remove & Install,36,Yes
Un assigned,547,09/26/2018,,,WO CREATED,29929,Queens,Wood Pole,NoAction,Butler Av,Remove & Install,30,Yes
Un assigned,548,09/26/2018,,,WO CREATED,30051,Queens,Wood Pole,NoAction,57 St,Remove & Install,24,Yes
Un assigned,548,09/26/2018,,,WO CREATED,30051,Queens,Wood Pole,NoAction,Cabot Rd,Remove & Install,24,Yes
Un assigned,549,09/26/2018,,,WO CREATED,30051,Queens,Pipe,Install,57 St,Install,24,Yes
Un assigned,549,09/26/2018,,,WO CREATED,30051,Queens,Pipe,Install,Cabot Rd,Install,24,Yes
Un assigned,550,09/26/2018,,,WO CREATED,30063,Queens,Pipe,Install,Cabot Rd,Install,24,Yes
Un assigned,550,09/26/2018,,,WO CREATED,30063,Queens,Pipe,Install,Cypress Av,Install,30,Yes
Un assigned,551,09/26/2018,,,WO CREATED,30063,Queens,Wood Pole,NoAction,Cabot Rd,Remove & Install,24,Yes
Un assigned,551,09/26/2018,,,WO CREATED,30063,Queens,Wood Pole,NoAction,Cypress Av,Install,30,Yes
Un assigned,552,09/26/2018,,,WO CREATED,30064,Queens,Light Pole,NoAction,59 St,Remove & Install,24,Yes
Un assigned,552,09/26/2018,,,WO CREATED,30064,Queens,Light Pole,NoAction,Cooper Av,Remove & Install,30,Yes
Un assigned,553,09/26/2018,,,WO CREATED,30064,Queens,Wood Pole,NoAction,59 St,Remove & Install,24,Yes
Un assigned,553,09/26/2018,,,WO CREATED,30064,Queens,Wood Pole,NoAction,Cooper Av,Remove & Install,30,Yes
Un assigned,554,09/26/2018,,,WO CREATED,30081,Queens,Light Pole,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,554,09/26/2018,,,WO CREATED,30081,Queens,Light Pole,NoAction,Summerfield Street,Remove & Install,30,Yes
Un assigned,555,09/26/2018,,,WO CREATED,30081,Queens,Light Pole,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,555,09/26/2018,,,WO CREATED,30081,Queens,Light Pole,NoAction,Summerfield Street,Remove & Install,30,Yes
Un assigned,556,09/26/2018,,,WO CREATED,30128,Queens,Wood Pole,NoAction,57 St,Remove & Install,24,Yes
Un assigned,556,09/26/2018,,,WO CREATED,30128,Queens,Wood Pole,NoAction,Clover Pl,Install,30,Yes
Un assigned,557,09/26/2018,,,WO CREATED,30128,Queens,Pipe,NoAction,57 St,Remove & Install,24,Yes
Un assigned,557,09/26/2018,,,WO CREATED,30128,Queens,Pipe,NoAction,Clover Pl,Remove & Install,30,Yes
Un assigned,558,09/26/2018,,,WO CREATED,30130,Queens,Wood Pole,NoAction,Clover Pl,Remove & Install,30,Yes
Un assigned,558,09/26/2018,,,WO CREATED,30130,Queens,Wood Pole,NoAction,Cypress Av,Remove & Install,30,Yes
Un assigned,559,09/26/2018,,,WO CREATED,30130,Queens,Wood Pole,NoAction,Clover Pl,Install,30,Yes
Un assigned,559,09/26/2018,,,WO CREATED,30130,Queens,Wood Pole,NoAction,Cypress Av,Remove & Install,30,Yes
Un assigned,560,09/26/2018,,,WO CREATED,30140,Queens,Light Pole,NoAction,60 St,Remove & Install,24,Yes
Un assigned,560,09/26/2018,,,WO CREATED,30140,Queens,Light Pole,NoAction,Cooper Av,Remove & Install,30,Yes
Un assigned,561,09/26/2018,,,WO CREATED,30140,Queens,Light Pole,NoAction,60 St,Remove & Install,24,Yes
Un assigned,561,09/26/2018,,,WO CREATED,30140,Queens,Light Pole,NoAction,Cooper Av,Remove & Install,30,Yes
Un assigned,562,09/26/2018,,,WO CREATED,30144,Queens,Light Pole,NoAction,60 Ln,Remove & Install,24,Yes
Un assigned,562,09/26/2018,,,WO CREATED,30144,Queens,Light Pole,NoAction,Cooper Av,Remove & Install,30,Yes
Un assigned,563,09/26/2018,,,WO CREATED,30145,Queens,Light Pole,NoAction,60 Ln,Remove & Install,24,Yes
Un assigned,563,09/26/2018,,,WO CREATED,30145,Queens,Light Pole,NoAction,80 Av,Remove & Install,24,Yes
Un assigned,564,09/26/2018,,,WO CREATED,30145,Queens,Pipe,NoAction,60 Ln,Remove & Install,24,Yes
Un assigned,564,09/26/2018,,,WO CREATED,30145,Queens,Pipe,NoAction,80 Av,Remove & Install,24,Yes
Un assigned,565,09/26/2018,,,WO CREATED,30146,Queens,Light Pole,NoAction,61 St,Remove & Install,24,Yes
Un assigned,565,09/26/2018,,,WO CREATED,30146,Queens,Light Pole,NoAction,80 Av,Remove & Install,24,Yes
Un assigned,566,09/26/2018,,,WO CREATED,30146,Queens,Pipe,Remove & Replace,61 St,Remove & Install,24,Yes
Un assigned,566,09/26/2018,,,WO CREATED,30146,Queens,Pipe,Remove & Replace,80 Av,Remove & Install,24,Yes
Un assigned,567,09/26/2018,,,WO CREATED,30153,Queens,Light Pole,NoAction,61 St,Remove & Install,24,Yes
Un assigned,567,09/26/2018,,,WO CREATED,30153,Queens,Light Pole,NoAction,Cooper Av,Remove & Install,30,Yes
Un assigned,568,09/27/2018,,,WO CREATED,30156,Queens,Light Pole,NoAction,62 St,Remove & Install,24,Yes
Un assigned,568,09/27/2018,,,WO CREATED,30156,Queens,Light Pole,NoAction,Cooper Av,Remove & Install,30,Yes
Un assigned,569,09/27/2018,,,WO CREATED,30156,Queens,Light Pole,NoAction,62 St,Remove & Install,24,Yes
Un assigned,569,09/27/2018,,,WO CREATED,30156,Queens,Light Pole,NoAction,Cooper Av,Remove & Install,30,Yes
Un assigned,570,09/27/2018,,,WO CREATED,30157,Queens,Light Pole,NoAction,62 St,Remove & Install,24,Yes
Un assigned,570,09/27/2018,,,WO CREATED,30157,Queens,Light Pole,NoAction,75 Av,Remove & Install,24,Yes
Un assigned,571,09/27/2018,,,WO CREATED,30157,Queens,Light Pole,NoAction,62 St,Remove & Install,24,Yes
Un assigned,571,09/27/2018,,,WO CREATED,30157,Queens,Light Pole,NoAction,75 Av,Remove & Install,24,Yes
Un assigned,572,09/27/2018,,,WO CREATED,30159,Queens,Traffic Signal,NoAction,60 Ln,Remove & Install,24,Yes
Un assigned,572,09/27/2018,,,WO CREATED,30159,Queens,Traffic Signal,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,573,09/27/2018,,,WO CREATED,30159,Queens,Pipe,Install,60 Ln,Install,24,Yes
Un assigned,574,09/27/2018,,,WO CREATED,30160,Queens,Traffic Signal,NoAction,Decatur St,Remove & Install,30,Yes
Un assigned,574,09/27/2018,,,WO CREATED,30160,Queens,Traffic Signal,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,575,09/27/2018,,,WO CREATED,30162,Queens,Pipe,NoAction,61 St,Remove & Install,24,Yes
Un assigned,575,09/27/2018,,,WO CREATED,30162,Queens,Pipe,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,576,09/27/2018,,,WO CREATED,30163,Queens,Traffic Signal,NoAction,Central Av,Install,30,Yes
Un assigned,576,09/27/2018,,,WO CREATED,30163,Queens,Traffic Signal,NoAction,Myrtle Av,Install,30,Yes
Un assigned,577,09/27/2018,,,WO CREATED,30163,Queens,Traffic Signal,NoAction,Central Av,Remove & Install,30,Yes
Un assigned,577,09/27/2018,,,WO CREATED,30163,Queens,Traffic Signal,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,578,09/27/2018,,,WO CREATED,30165,Queens,Traffic Signal,NoAction,62 St,Remove & Install,24,Yes
Un assigned,578,09/27/2018,,,WO CREATED,30165,Queens,Traffic Signal,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,579,09/27/2018,,,WO CREATED,30165,Queens,Traffic Signal,NoAction,62 St,Remove & Install,24,Yes
Un assigned,579,09/27/2018,,,WO CREATED,30165,Queens,Traffic Signal,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,580,09/27/2018,,,WO CREATED,30221,Queens,Traffic Signal,NoAction,Cypress Av,Remove & Install,30,Yes
Un assigned,580,09/27/2018,,,WO CREATED,30221,Queens,Traffic Signal,NoAction,Vermont Pl,Remove & Install,30,Yes
Un assigned,581,09/27/2018,,,WO CREATED,30221,Queens,Traffic Signal,NoAction,Cypress Av,Remove & Install,30,Yes
Un assigned,581,09/27/2018,,,WO CREATED,30221,Queens,Traffic Signal,NoAction,Vermont Pl,Remove & Install,30,Yes
Un assigned,582,09/27/2018,,,WO CREATED,30221,Queens,Wood Pole,NoAction,Cypress Av,Install,30,Yes
Un assigned,582,09/27/2018,,,WO CREATED,30221,Queens,Wood Pole,NoAction,Vermont Pl,Install,30,Yes
Un assigned,583,09/27/2018,,,WO CREATED,30227,Queens,Pipe,Install,62 St,Install,24,Yes
Un assigned,583,09/27/2018,,,WO CREATED,30227,Queens,Pipe,Install,80 Rd,Install,24,Yes
Un assigned,584,09/27/2018,,,WO CREATED,30227,Queens,Light Pole,NoAction,62 St,Remove & Install,24,Yes
Un assigned,584,09/27/2018,,,WO CREATED,30227,Queens,Light Pole,NoAction,80 Rd,Remove & Install,24,Yes
Un assigned,585,09/27/2018,,,WO CREATED,30228,Queens,Light Pole,NoAction,64 St,Remove & Install,24,Yes
Un assigned,585,09/27/2018,,,WO CREATED,30228,Queens,Light Pole,NoAction,80 Av,Remove & Install,24,Yes
Un assigned,586,09/27/2018,,,WO CREATED,30228,Queens,Light Pole,NoAction,64 St,Remove & Install,24,Yes
Un assigned,586,09/27/2018,,,WO CREATED,30228,Queens,Light Pole,NoAction,80 Av,Remove & Install,24,Yes
Un assigned,587,09/27/2018,,,WO CREATED,30232,Queens,Wood Pole,NoAction,62 St,Remove & Install,24,Yes
Un assigned,587,09/27/2018,,,WO CREATED,30232,Queens,Wood Pole,NoAction,78 Av,Remove & Install,24,Yes
Un assigned,588,09/27/2018,,,WO CREATED,30232,Queens,Light Pole,NoAction,62 St,Install,24,Yes
Un assigned,588,09/27/2018,,,WO CREATED,30232,Queens,Light Pole,NoAction,78 Av,Install,24,Yes
Un assigned,589,09/27/2018,,,WO CREATED,69243,Queens,Light Pole,NoAction,64 Ln,Remove & Install,24,Yes
Un assigned,589,09/27/2018,,,WO CREATED,69243,Queens,Light Pole,NoAction,80 Rd,Remove & Install,24,Yes
Un assigned,590,09/27/2018,,,WO CREATED,69243,Queens,Pipe,Install,64 Ln,Install,24,Yes
Un assigned,590,09/27/2018,,,WO CREATED,69243,Queens,Pipe,Install,80 Rd,Install,24,Yes
Un assigned,591,09/28/2018,,,WO CREATED,30234,Queens,Wood Pole,NoAction,64 St,Remove & Install,24,Yes
Un assigned,591,09/28/2018,,,WO CREATED,30234,Queens,Wood Pole,NoAction,75 Av,Remove & Install,24,Yes
Un assigned,592,09/28/2018,,,WO CREATED,30234,Queens,Pipe,NoAction,64 St,Remove & Install,24,Yes
Un assigned,592,09/28/2018,,,WO CREATED,30234,Queens,Pipe,NoAction,75 Av,Remove & Install,24,Yes
Un assigned,593,09/28/2018,,,WO CREATED,30235,Queens,Pipe,NoAction,64 St,Remove & Install,24,Yes
Un assigned,593,09/28/2018,,,WO CREATED,30235,Queens,Pipe,NoAction,78 Av,Remove & Install,24,Yes
Un assigned,594,09/28/2018,,,WO CREATED,30235,Queens,Wood Pole,NoAction,64 St,Remove & Install,24,Yes
Un assigned,594,09/28/2018,,,WO CREATED,30235,Queens,Wood Pole,NoAction,78 Av,Remove & Install,24,Yes
Un assigned,595,09/28/2018,,,WO CREATED,30241,Queens,Light Pole,NoAction,64 St,Remove & Install,24,Yes
Un assigned,595,09/28/2018,,,WO CREATED,30241,Queens,Light Pole,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,596,09/28/2018,,,WO CREATED,30241,Queens,Light Pole,NoAction,64 St,Remove & Install,24,Yes
Un assigned,596,09/28/2018,,,WO CREATED,30241,Queens,Light Pole,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,597,09/28/2018,,,WO CREATED,30245,Queens,Light Pole,NoAction,64 Pl,Remove & Install,24,Yes
Un assigned,597,09/28/2018,,,WO CREATED,30245,Queens,Light Pole,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,598,09/28/2018,,,WO CREATED,30245,Queens,Light Pole,NoAction,64 Pl,Remove & Install,24,Yes
Un assigned,598,09/28/2018,,,WO CREATED,30245,Queens,Light Pole,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,599,09/28/2018,,,WO CREATED,30246,Queens,Traffic Signal,NoAction,Cypress Hills Street,Install,36,Yes
Un assigned,599,09/28/2018,,,WO CREATED,30246,Queens,Traffic Signal,NoAction,Myrtle Av,Remove & Install,30,Yes
Un assigned,600,09/28/2018,,,WO CREATED,30246,Queens,Light Pole,NoAction,Cypress Hills Street,Install,36,Yes
Un assigned,600,09/28/2018,,,WO CREATED,30246,Queens,Light Pole,NoAction,Myrtle Av,Install,30,Yes
Un assigned,601,09/28/2018,,,WO CREATED,30246,Queens,Traffic Signal,NoAction,Cypress Hills Street,Remove & Install,36,Yes
Un assigned,790,10/31/2018,,,WO CREATED,46764,Queens,Traffic Signal,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,790,10/31/2018,,,WO CREATED,46764,Queens,Traffic Signal,NoAction,87 St,Remove & Install,30,Yes
Un assigned,791,10/31/2018,,,WO CREATED,59782,Queens,Light Pole,NoAction,53 Av,Remove & Install,24,Yes
Un assigned,791,10/31/2018,,,WO CREATED,59782,Queens,Light Pole,NoAction,Oceania St,Remove & Install,30,Yes
Un assigned,792,10/31/2018,,,WO CREATED,46765,Queens,Light Pole,NoAction,37 Av,Remove & Install,24,Yes
Un assigned,792,10/31/2018,,,WO CREATED,46765,Queens,Light Pole,NoAction,88 St,Remove & Install,24,Yes
Un assigned,793,10/31/2018,,,WO CREATED,46765,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,793,10/31/2018,,,WO CREATED,46765,Queens,Light Pole,NoAction,88 St,Remove & Install,30,Yes
Un assigned,794,10/31/2018,,,WO CREATED,59971,Queens,Light Pole,NoAction,215 St,Remove & Install,24,Yes
Un assigned,794,10/31/2018,,,WO CREATED,59971,Queens,Light Pole,NoAction,53 Av,Remove & Install,24,Yes
Un assigned,795,10/31/2018,,,WO CREATED,59971,Queens,Pipe,NoAction,215 St,Install,24,Yes
Un assigned,795,10/31/2018,,,WO CREATED,59971,Queens,Pipe,NoAction,Bell Blvd,Install,24,Yes
Un assigned,796,10/31/2018,,,WO CREATED,59972,Queens,Light Pole,NoAction,53 Av,Remove & Install,24,Yes
Un assigned,796,10/31/2018,,,WO CREATED,59972,Queens,Light Pole,NoAction,Bell Blvd,Remove & Install,24,Yes
Un assigned,797,10/31/2018,,,WO CREATED,62941,Queens,Wood Pole,NoAction,Little Neck Parkway,Remove & Install,30,Yes
Un assigned,797,10/31/2018,,,WO CREATED,62941,Queens,Wood Pole,NoAction,Nassau Blvd,Install,30,Yes
Un assigned,798,10/31/2018,,,WO CREATED,62941,Queens,Wood Pole,NoAction,Little Neck Parkway,Remove & Install,30,Yes
Un assigned,798,10/31/2018,,,WO CREATED,62941,Queens,Wood Pole,NoAction,Nassau Blvd,Remove & Install,30,Yes
Un assigned,799,10/31/2018,,,WO CREATED,62941,Queens,Pipe,NoAction,Little Neck Parkway,Remove & Install,30,Yes
Un assigned,799,10/31/2018,,,WO CREATED,62941,Queens,Pipe,NoAction,Nassau Blvd,Install,30,Yes
Un assigned,800,10/31/2018,,,WO CREATED,62941,Queens,Wood Pole,NoAction,Little Neck Parkway,Install,30,Yes
Un assigned,800,10/31/2018,,,WO CREATED,62941,Queens,Wood Pole,NoAction,Nassau Blvd,Remove & Install,30,Yes
Un assigned,801,10/31/2018,,,WO CREATED,58647,Queens,Light Pole,NoAction,180 St,Remove & Install,24,Yes
Un assigned,801,10/31/2018,,,WO CREATED,58647,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,802,10/31/2018,,,WO CREATED,58647,Queens,Light Pole,NoAction,180 St,Remove & Install,24,Yes
Un assigned,802,10/31/2018,,,WO CREATED,58647,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,803,10/31/2018,,,WO CREATED,58649,Queens,Light Pole,NoAction,181 St,Remove & Install,24,Yes
Un assigned,803,10/31/2018,,,WO CREATED,58649,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,804,10/31/2018,,,WO CREATED,58649,Queens,Light Pole,NoAction,181 St,Install,24,Yes
Un assigned,804,10/31/2018,,,WO CREATED,58649,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,805,10/31/2018,,,WO CREATED,58651,Queens,Light Pole,NoAction,183 St,Remove & Install,24,Yes
Un assigned,805,10/31/2018,,,WO CREATED,58651,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,806,10/31/2018,,,WO CREATED,58651,Queens,Light Pole,NoAction,182 St,Remove & Install,24,Yes
Un assigned,806,10/31/2018,,,WO CREATED,58651,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,807,10/31/2018,,,WO CREATED,58714,Queens,Light Pole,NoAction,183 St,Remove & Install,24,Yes
Un assigned,807,10/31/2018,,,WO CREATED,58714,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,808,10/31/2018,,,WO CREATED,58714,Queens,Light Pole,NoAction,183 St,Remove & Install,24,Yes
Un assigned,808,10/31/2018,,,WO CREATED,58714,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,809,10/31/2018,,,WO CREATED,58720,Queens,Light Pole,NoAction,184 St,Remove & Install,24,Yes
Un assigned,809,10/31/2018,,,WO CREATED,58720,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,810,10/31/2018,,,WO CREATED,58720,Queens,Light Pole,NoAction,184 St,Remove & Install,24,Yes
Un assigned,810,10/31/2018,,,WO CREATED,58720,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,811,11/01/2018,,,WO CREATED,58722,Queens,Light Pole,NoAction,185 St,Remove & Install,24,Yes
Un assigned,811,11/01/2018,,,WO CREATED,58722,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,812,11/01/2018,,,WO CREATED,58722,Queens,Light Pole,NoAction,185 St,Remove & Install,24,Yes
Un assigned,812,11/01/2018,,,WO CREATED,58722,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,813,11/01/2018,,,WO CREATED,58724,Queens,Light Pole,NoAction,186 St,Remove & Install,24,Yes
Un assigned,813,11/01/2018,,,WO CREATED,58724,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,814,11/01/2018,,,WO CREATED,58790,Queens,Light Pole,NoAction,187 St,Remove & Install,24,Yes
Un assigned,814,11/01/2018,,,WO CREATED,58790,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,815,11/01/2018,,,WO CREATED,58724,Queens,Light Pole,NoAction,186 St,Remove & Install,24,Yes
Un assigned,815,11/01/2018,,,WO CREATED,58724,Queens,Light Pole,NoAction,73 Av,Remove & Install,24,Yes
Un assigned,816,11/01/2018,,,WO CREATED,58790,Queens,Light Pole,NoAction,187 St,Remove & Install,24,Yes
Un assigned,816,11/01/2018,,,WO CREATED,58790,Queens,Light Pole,NoAction,73 St,Remove & Install,24,Yes
