BatchNo,WO#,CreatedDate,AssignedDate,CompletedDate,Status,NodeID,Boro,Support,SupportAction,StreetSignName,SignAction,Size,NewSign
Un assigned,971,12/10/2018,,,WO CREATED,21746,Manhattan,Light Pole,NoAction,W 79 St,NoAction,30,No
Un assigned,972,12/10/2018,,,WO CREATED,21724,Manhattan,Light Pole,NoAction,Broadway,Install,30,Yes
Un assigned,972,12/10/2018,,,WO CREATED,21724,Manhattan,Light Pole,NoAction,W 70 St,Remove & Install,30,Yes
Un assigned,973,12/10/2018,,,WO CREATED,21724,Manhattan,Light Pole,NoAction,Broadway,Remove & Install,30,Yes
Un assigned,973,12/10/2018,,,WO CREATED,21724,Manhattan,Light Pole,NoAction,W 70 St,Remove & Install,24,Yes
Un assigned,974,12/10/2018,,,WO CREATED,21722,Manhattan,Light Pole,NoAction,Broadway,Remove & Install,30,Yes
Un assigned,974,12/10/2018,,,WO CREATED,21722,Manhattan,Light Pole,NoAction,W 69 St,Remove & Install,24,Yes
Un assigned,1530,02/11/2019,,,WO CREATED,5696,Staten Island,Traffic Signal,NoAction,Harold St,Remove & Install,30,Yes
Un assigned,1531,02/11/2019,,,WO CREATED,5711,Staten Island,Pipe,NoAction,Holden Blvd,Remove & Install,30,Yes
Un assigned,1531,02/11/2019,,,WO CREATED,5711,Staten Island,Pipe,NoAction,Monsignor Paul M Andrews Way,NoAction,36,No
Un assigned,1531,02/11/2019,,,WO CREATED,5711,Staten Island,Pipe,NoAction,Wellbrook Avenue,Remove & Install,30,Yes
Un assigned,1532,02/11/2019,,,WO CREATED,5737,Staten Island,Pipe,NoAction,Harold St,Remove & Install,30,Yes
Un assigned,1532,02/11/2019,,,WO CREATED,5737,Staten Island,Pipe,NoAction,Wellbrook Avenue,Remove & Install,30,Yes
Un assigned,1533,02/11/2019,,,WO CREATED,5737,Staten Island,Wood Pole,NoAction,Harold St,Install,30,Yes
Un assigned,1533,02/11/2019,,,WO CREATED,5737,Staten Island,Wood Pole,NoAction,Wellbrook Avenue,Install,30,Yes
Un assigned,1534,02/11/2019,,,WO CREATED,5741,Staten Island,Wood Pole,NoAction,Graves St,Remove & Install,30,Yes
Un assigned,1534,02/11/2019,,,WO CREATED,5741,Staten Island,Wood Pole,NoAction,Harold St,Remove & Install,30,Yes
Un assigned,1535,02/11/2019,,,WO CREATED,5742,Staten Island,Pipe,NoAction,Harold St,Remove & Install,30,Yes
Un assigned,1535,02/11/2019,,,WO CREATED,5742,Staten Island,Pipe,NoAction,Livingston Avenue,Remove & Install,30,Yes
Un assigned,1536,02/11/2019,,,WO CREATED,5742,Staten Island,Pipe,Install,Harold St,Install,30,Yes
Un assigned,1536,02/11/2019,,,WO CREATED,5742,Staten Island,Pipe,Install,Livingston Avenue,Install,30,Yes
Un assigned,1537,02/11/2019,,,WO CREATED,5742,Staten Island,Wood Pole,NoAction,Harold St,Remove & Install,30,Yes
Un assigned,1537,02/11/2019,,,WO CREATED,5742,Staten Island,Wood Pole,NoAction,Livingston Avenue,Remove & Install,30,Yes
Un assigned,1538,02/11/2019,,,WO CREATED,5751,Staten Island,Wood Pole,NoAction,Graves St,Remove & Install,30,Yes
Un assigned,1538,02/11/2019,,,WO CREATED,5751,Staten Island,Wood Pole,NoAction,Holden Blvd,Remove & Install,30,Yes
Un assigned,1539,02/11/2019,,,WO CREATED,5751,Staten Island,Pipe,NoAction,Graves St,Remove & Install,30,Yes
Un assigned,1539,02/11/2019,,,WO CREATED,5751,Staten Island,Pipe,NoAction,Holden Blvd,Remove & Install,30,Yes
Un assigned,1542,02/11/2019,,,WO CREATED,5780,Staten Island,Pipe,Install,Gansevoort Boulevard,Install,30,Yes
Un assigned,1542,02/11/2019,,,WO CREATED,5780,Staten Island,Pipe,Install,Harold St,Install,30,Yes
Un assigned,1543,02/11/2019,,,WO CREATED,5780,Staten Island,Pipe,NoAction,Gansevoort Boulevard,Remove & Install,30,Yes
Un assigned,1543,02/11/2019,,,WO CREATED,5780,Staten Island,Pipe,NoAction,Harold St,Remove & Install,30,Yes
Un assigned,1544,02/11/2019,,,WO CREATED,5786,Staten Island,Wood Pole,NoAction,Harold St,Remove & Install,30,Yes
Un assigned,1544,02/11/2019,,,WO CREATED,5786,Staten Island,Wood Pole,NoAction,Melba St,Remove & Install,24,Yes
Un assigned,1545,02/11/2019,,,WO CREATED,5789,Staten Island,Pipe,Remove,Gower St,Remove,24,No
Un assigned,1545,02/11/2019,,,WO CREATED,5789,Staten Island,Pipe,Remove,Harold St,Remove,30,No
Un assigned,1546,02/11/2019,,,WO CREATED,5789,Staten Island,Wood Pole,NoAction,Gower St,Install,24,Yes
Un assigned,1546,02/11/2019,,,WO CREATED,5789,Staten Island,Wood Pole,NoAction,Harold St,Install,30,Yes
Un assigned,1547,02/11/2019,,,WO CREATED,5789,Staten Island,Pipe,NoAction,Gower St,Remove & Install,24,Yes
Un assigned,1547,02/11/2019,,,WO CREATED,5789,Staten Island,Pipe,NoAction,Harold St,Remove & Install,30,Yes
Un assigned,1548,02/11/2019,,,WO CREATED,5791,Staten Island,Wood Pole,NoAction,Gansevoort Boulevard,Remove & Install,30,Yes
Un assigned,1548,02/11/2019,,,WO CREATED,5791,Staten Island,Wood Pole,NoAction,Holden Blvd,Install,30,Yes
Un assigned,1549,02/11/2019,,,WO CREATED,5791,Staten Island,Pipe,NoAction,Gansevoort Boulevard,Remove & Install,30,Yes
Un assigned,1549,02/11/2019,,,WO CREATED,5791,Staten Island,Pipe,NoAction,Holden Blvd,Remove & Install,30,Yes
Un assigned,1550,02/11/2019,,,WO CREATED,7762,Staten Island,Pipe,NoAction,Elvin St,Remove & Install,24,Yes
Un assigned,1550,02/11/2019,,,WO CREATED,7762,Staten Island,Pipe,NoAction,Harold St,Remove & Install,30,Yes
Un assigned,1551,02/11/2019,,,WO CREATED,66051,Staten Island,Wood Pole,NoAction,Harold St,Remove & Install,24,Yes
Un assigned,1551,02/11/2019,,,WO CREATED,66051,Staten Island,Wood Pole,NoAction,Melba St,Remove & Install,24,Yes
Un assigned,1552,02/11/2019,,,WO CREATED,70609,Staten Island,Wood Pole,NoAction,Bradley Av,Remove & Install,30,Yes
Un assigned,1552,02/11/2019,,,WO CREATED,70609,Staten Island,Wood Pole,NoAction,Harold St,Remove & Install,30,Yes
Un assigned,1553,02/11/2019,,,WO CREATED,5795,Staten Island,Pipe,NoAction,Holden Blvd,Remove & Install,30,Yes
Un assigned,1553,02/11/2019,,,WO CREATED,5795,Staten Island,Pipe,NoAction,Melba St,Remove & Install,24,Yes
B-1004,219,06/28/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,7702,Staten Island,Pipe,NoAction,Adams Av,Remove & Install,24,Yes
B-1004,219,06/28/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,7702,Staten Island,Pipe,NoAction,Nugent Av,Remove & Install,30,Yes
B-1004,220,06/28/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,7705,Staten Island,Wood Pole,NoAction,Jefferson Avenue,Remove & Install,30,Yes
B-1004,220,06/28/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,7705,Staten Island,Wood Pole,NoAction,Nugent Av,Remove & Install,30,Yes
B-1004,221,06/28/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,7705,Staten Island,Pipe,NoAction,Jefferson Avenue,Remove & Install,30,Yes
B-1004,221,06/28/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,7705,Staten Island,Pipe,NoAction,Nugent Av,Remove & Install,30,Yes
B-1004,222,06/28/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8082,Staten Island,Pipe,NoAction,Adams Av,Remove & Install,24,Yes
B-1004,222,06/28/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8082,Staten Island,Pipe,NoAction,Boundary Av,Install,36,Yes
B-1004,223,06/28/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8082,Staten Island,Wood Pole,NoAction,Adams Av,Remove & Install,24,Yes
B-1004,223,06/28/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8082,Staten Island,Wood Pole,NoAction,Boundary Av,NoAction,36,No
B-1004,224,06/29/2018,07/11/2018,12/03/2018,COMPLETED APPROVED,56793,Queens,Pipe,Repair,10 Av,Remove & Install,24,Yes
B-1004,224,06/29/2018,07/11/2018,12/03/2018,COMPLETED APPROVED,56793,Queens,Pipe,Repair,160 St,Remove & Install,24,Yes
B-1004,225,06/29/2018,07/11/2018,12/03/2018,COMPLETED APPROVED,56793,Queens,Wood Pole,NoAction,10 Av,Remove & Install,24,Yes
B-1004,225,06/29/2018,07/11/2018,12/03/2018,COMPLETED APPROVED,56793,Queens,Wood Pole,NoAction,160 St,Remove & Install,24,Yes
B-1004,228,06/29/2018,07/11/2018,11/30/2018,COMPLETED APPROVED,8491,Staten Island,Wood Pole,NoAction,Manor Rd,Remove & Install,24,Yes
B-1004,228,06/29/2018,07/11/2018,11/30/2018,COMPLETED APPROVED,8491,Staten Island,Wood Pole,NoAction,Victory Blvd,Install,36,Yes
B-1004,229,06/29/2018,07/11/2018,11/30/2018,COMPLETED APPROVED,8491,Staten Island,Traffic Signal,NoAction,Manor Rd,Remove & Install,24,Yes
B-1004,229,06/29/2018,07/11/2018,11/30/2018,COMPLETED APPROVED,8491,Staten Island,Traffic Signal,NoAction,Victory Blvd,Remove & Install,36,Yes
B-1004,230,06/29/2018,07/11/2018,12/06/2018,COMPLETED APPROVED,8500,Staten Island,Wood Pole,NoAction,Dongan Av,Remove & Install,30,Yes
B-1004,230,06/29/2018,07/11/2018,12/06/2018,COMPLETED APPROVED,8500,Staten Island,Wood Pole,NoAction,Lillian Caceres Way,NoAction,30,No
B-1004,230,06/29/2018,07/11/2018,12/06/2018,COMPLETED APPROVED,8500,Staten Island,Wood Pole,NoAction,Manor Rd,Remove & Install,24,Yes
B-1004,231,06/29/2018,07/11/2018,12/06/2018,COMPLETED APPROVED,8500,Staten Island,Wood Pole,NoAction,Dongan Av,Install,30,Yes
B-1004,231,06/29/2018,07/11/2018,12/06/2018,COMPLETED APPROVED,8500,Staten Island,Wood Pole,NoAction,Manor Rd,Remove & Install,24,Yes
B-1004,232,06/29/2018,07/11/2018,12/06/2018,COMPLETED APPROVED,8275,Staten Island,Light Pole,NoAction,Mason Av,Remove & Install,24,Yes
B-1004,232,06/29/2018,07/11/2018,12/06/2018,COMPLETED APPROVED,8275,Staten Island,Light Pole,NoAction,Rowan Av,Remove & Install,24,Yes
B-1004,233,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8173,Staten Island,Light Pole,NoAction,Adams Av,Remove & Install,24,Yes
B-1004,233,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8173,Staten Island,Light Pole,NoAction,Laconia Av,Remove & Install,30,Yes
B-1004,234,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8173,Staten Island,Light Pole,NoAction,Adams Av,Remove & Install,24,Yes
B-1004,234,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8173,Staten Island,Light Pole,NoAction,Laconia Av,Remove & Install,30,Yes
B-1004,235,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8172,Staten Island,Wood Pole,NoAction,Boundary Av,Install,36,Yes
B-1004,235,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8172,Staten Island,Wood Pole,NoAction,Jefferson Avenue,Install,30,Yes
B-1004,236,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,67447,Staten Island,Wood Pole,NoAction,Boundary Av,Remove & Install,36,Yes
B-1004,236,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,67447,Staten Island,Wood Pole,NoAction,Jefferson Avenue,Remove & Install,30,Yes
B-1004,237,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,66832,Staten Island,Light Pole,NoAction,Adams Av,Remove & Install,24,Yes
B-1004,237,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,66832,Staten Island,Light Pole,NoAction,Haven Av,Remove & Install,24,Yes
B-1004,238,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8090,Staten Island,Traffic Signal,NoAction,Hylan Blvd,Remove & Install,30,Yes
B-1004,238,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8090,Staten Island,Traffic Signal,NoAction,Jefferson Avenue,Remove & Install,30,Yes
B-1004,239,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8090,Staten Island,Wood Pole,NoAction,Hylan Blvd,Remove & Install,30,Yes
B-1004,239,06/29/2018,07/11/2018,12/05/2018,COMPLETED APPROVED,8090,Staten Island,Wood Pole,NoAction,Jefferson Avenue,Remove & Install,30,Yes
B-1004,240,06/29/2018,07/11/2018,12/06/2018,COMPLETED APPROVED,7491,Staten Island,Wood Pole,NoAction,Ebbitts St,Remove & Install,30,Yes
B-1004,240,06/29/2018,07/11/2018,12/06/2018,COMPLETED APPROVED,7491,Staten Island,Wood Pole,NoAction,Manila Pl,Remove & Install,30,Yes
B-1004,241,07/02/2018,07/11/2018,,W/CONTRACTOR,20331,Manhattan,Light Pole,NoAction,9 Av,Install,30,No
B-1004,241,07/02/2018,07/11/2018,,W/CONTRACTOR,20331,Manhattan,Light Pole,NoAction,W 13 St,Install,30,No
B-1004,242,07/02/2018,07/11/2018,,W/CONTRACTOR,20331,Manhattan,Light Pole,NoAction,9 Av,Remove & Install,30,No
B-1004,242,07/02/2018,07/11/2018,,W/CONTRACTOR,20331,Manhattan,Light Pole,NoAction,W 13 St,Remove & Install,30,No
B-1004,243,07/02/2018,07/11/2018,12/07/2018,COMPLETED APPROVED,20335,Manhattan,Traffic Signal,NoAction,Hudson St,Remove & Install,30,Yes
B-1004,243,07/02/2018,07/11/2018,12/07/2018,COMPLETED APPROVED,20335,Manhattan,Traffic Signal,NoAction,W 13 St,Remove & Install,24,Yes
B-1004,244,07/02/2018,07/11/2018,12/07/2018,COMPLETED APPROVED,20335,Manhattan,Traffic Signal,NoAction,Hudson St,Remove & Install,30,Yes
B-1004,244,07/02/2018,07/11/2018,12/07/2018,COMPLETED APPROVED,20335,Manhattan,Traffic Signal,NoAction,W 13 St,Remove & Install,24,Yes
B-1004,245,07/02/2018,07/11/2018,,W/CONTRACTOR,20336,Manhattan,Pipe,Install,W 13 St,Install,30,No
B-1004,245,07/02/2018,07/11/2018,,W/CONTRACTOR,20336,Manhattan,Pipe,Install,Washington Street,Install,30,No
B-1004,246,07/02/2018,07/11/2018,,W/CONTRACTOR,20336,Manhattan,Light Pole,NoAction,W 13 St,Remove & Install,30,No
B-1004,246,07/02/2018,07/11/2018,,W/CONTRACTOR,20336,Manhattan,Light Pole,NoAction,Washington Street,Install,30,No
B-1004,247,07/02/2018,07/11/2018,,W/CONTRACTOR,20464,Manhattan,Light Pole,NoAction,8 Av,Install,30,No
B-1004,247,07/02/2018,07/11/2018,,W/CONTRACTOR,20464,Manhattan,Light Pole,NoAction,W 13 St,Remove & Install,30,No
B-1004,248,07/02/2018,07/11/2018,,W/CONTRACTOR,20464,Manhattan,Light Pole,NoAction,8 Av,Install,30,No
B-1004,248,07/02/2018,07/11/2018,,W/CONTRACTOR,20464,Manhattan,Light Pole,NoAction,W 13 St,Install,30,No
B-1004,249,07/02/2018,07/11/2018,,W/CONTRACTOR,20468,Manhattan,Light Pole,NoAction,Greenwich Avenue,Remove & Install,30,No
B-1004,249,07/02/2018,07/11/2018,,W/CONTRACTOR,20468,Manhattan,Light Pole,NoAction,Horatio St,Remove & Install,30,No
B-1004,250,07/02/2018,07/11/2018,,W/CONTRACTOR,20468,Manhattan,Light Pole,NoAction,Greenwich Avenue,Remove & Install,30,No
B-1004,250,07/02/2018,07/11/2018,,W/CONTRACTOR,20468,Manhattan,Light Pole,NoAction,W 13 St,Remove & Install,30,No
B-1004,251,07/02/2018,07/11/2018,12/12/2018,COMPLETED APPROVED,20648,Manhattan,Traffic Signal,NoAction,5 Av,Remove & Install,24,Yes
B-1004,251,07/02/2018,07/11/2018,12/12/2018,COMPLETED APPROVED,20648,Manhattan,Traffic Signal,NoAction,W 13 St,Remove & Install,24,Yes
B-1004,252,07/02/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20648,Manhattan,Traffic Signal,NoAction,5 Av,Remove & Install,24,Yes
B-1004,252,07/02/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20648,Manhattan,Traffic Signal,NoAction,E 13 St,Remove & Install,24,Yes
B-1004,253,07/02/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20734,Manhattan,Traffic Signal,NoAction,Broadway,Remove & Install,30,Yes
B-1004,253,07/02/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20734,Manhattan,Traffic Signal,NoAction,E 13 St,Remove & Install,24,Yes
B-1004,254,07/02/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20734,Manhattan,Traffic Signal,NoAction,Broadway,Install,30,Yes
B-1004,254,07/02/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20734,Manhattan,Traffic Signal,NoAction,E 13 St,Remove & Install,24,Yes
B-1004,257,07/06/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,38686,Queens,Wood Pole,NoAction,145 Av,Remove & Install,24,Yes
B-1004,257,07/06/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,38686,Queens,Wood Pole,NoAction,Hook Creek Boulevard,Remove & Install,30,Yes
B-1004,258,07/06/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,38687,Queens,Wood Pole,NoAction,145 Av,Remove & Install,24,Yes
B-1004,258,07/06/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,38687,Queens,Wood Pole,NoAction,Hook Creek Boulevard,Remove & Install,30,Yes
B-1004,259,07/09/2018,07/11/2018,12/07/2018,COMPLETED APPROVED,20731,Manhattan,Traffic Signal,NoAction,E 13 St,Remove & Install,24,Yes
B-1004,259,07/09/2018,07/11/2018,12/07/2018,COMPLETED APPROVED,20731,Manhattan,Traffic Signal,NoAction,University Place,Remove & Install,30,Yes
B-1004,260,07/09/2018,07/11/2018,12/12/2018,COMPLETED APPROVED,20731,Manhattan,Traffic Signal,NoAction,E 13 St,Remove & Install,24,Yes
B-1004,260,07/09/2018,07/11/2018,12/12/2018,COMPLETED APPROVED,20731,Manhattan,Traffic Signal,NoAction,University Place,Remove & Install,30,Yes
B-1004,261,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20812,Manhattan,Light Pole,NoAction,4 Av,Remove & Install,24,Yes
B-1004,261,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20812,Manhattan,Light Pole,NoAction,E 13 St,Remove & Install,24,Yes
B-1004,262,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20812,Manhattan,Light Pole,NoAction,4 Av,Remove & Install,24,Yes
B-1004,262,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20812,Manhattan,Light Pole,NoAction,E 13 St,Remove & Install,24,Yes
B-1004,263,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20816,Manhattan,Traffic Signal,NoAction,3 Av,Remove & Install,24,Yes
B-1004,263,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20816,Manhattan,Traffic Signal,NoAction,Cornell Edwards Way,NoAction,36,No
B-1004,263,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20816,Manhattan,Traffic Signal,NoAction,E 13 St,Remove & Install,24,Yes
B-1004,264,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20816,Manhattan,Traffic Signal,NoAction,3 Av,Remove & Install,24,Yes
B-1004,264,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20816,Manhattan,Traffic Signal,NoAction,E 13 St,Remove & Install,24,Yes
B-1004,265,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20905,Manhattan,Traffic Signal,NoAction,2 Av,Remove & Install,24,Yes
B-1004,265,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20905,Manhattan,Traffic Signal,NoAction,E 13 St,Remove & Install,24,Yes
B-1004,266,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20905,Manhattan,Traffic Signal,NoAction,2 Av,Remove & Install,24,Yes
B-1004,266,07/09/2018,07/11/2018,11/27/2018,COMPLETED APPROVED,20905,Manhattan,Traffic Signal,NoAction,E 13 St,Remove & Install,24,Yes
B-1004,268,07/09/2018,07/11/2018,02/05/2019,COMPLETED APPROVED,20908,Manhattan,Traffic Signal,NoAction,1 Av,NoAction,24,No
B-1004,268,07/09/2018,07/11/2018,02/05/2019,COMPLETED APPROVED,20908,Manhattan,Traffic Signal,NoAction,E 13 St,NoAction,24,No
B-1004,271,07/09/2018,07/11/2018,12/07/2018,COMPLETED APPROVED,21382,Manhattan,Light Pole,NoAction,6 Av,Remove & Install,24,Yes
B-1004,271,07/09/2018,07/11/2018,12/07/2018,COMPLETED APPROVED,21382,Manhattan,Light Pole,NoAction,Avenue Of The Americas,Remove & Install,42,Yes
B-1004,271,07/09/2018,07/11/2018,12/07/2018,COMPLETED APPROVED,21382,Manhattan,Light Pole,NoAction,W 31 St,Remove & Install,24,Yes
B-1004,272,07/09/2018,07/11/2018,01/16/2019,COMPLETED APPROVED,39409,Queens,Pipe,NoAction,139 Av,Remove & Install,24,Yes
B-1004,272,07/09/2018,07/11/2018,01/16/2019,COMPLETED APPROVED,39409,Queens,Pipe,NoAction,247 St,Remove & Install,24,Yes
B-1004,273,07/09/2018,07/11/2018,12/12/2018,COMPLETED APPROVED,39409,Queens,Wood Pole,NoAction,139 Av,Remove & Install,24,Yes
B-1004,273,07/09/2018,07/11/2018,12/12/2018,COMPLETED APPROVED,39409,Queens,Wood Pole,NoAction,247 St,Remove & Install,24,Yes
B-1004,275,07/09/2018,07/11/2018,01/16/2019,COMPLETED APPROVED,39482,Queens,Pipe,NoAction,139 Av,Remove & Install,24,Yes
B-1004,275,07/09/2018,07/11/2018,01/16/2019,COMPLETED APPROVED,39482,Queens,Pipe,NoAction,253 St,Remove & Install,24,Yes
B-1004,276,07/09/2018,07/11/2018,12/12/2018,COMPLETED APPROVED,39482,Queens,Wood Pole,NoAction,139 Av,Remove & Install,24,Yes
B-1004,276,07/09/2018,07/11/2018,12/12/2018,COMPLETED APPROVED,39482,Queens,Wood Pole,NoAction,253 St,Remove & Install,24,Yes
B-1004,277,07/09/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,39483,Queens,Pipe,NoAction,139 Av,Remove & Install,24,Yes
B-1004,277,07/09/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,39483,Queens,Pipe,NoAction,254 St,Remove & Install,24,Yes
B-1004,278,07/09/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,39483,Queens,Wood Pole,NoAction,139 Av,Remove & Install,24,Yes
B-1004,278,07/09/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,39483,Queens,Wood Pole,NoAction,254 St,Remove & Install,24,Yes
B-1004,279,07/09/2018,07/11/2018,01/16/2019,COMPLETED APPROVED,39486,Queens,Pipe,NoAction,255 St,Remove & Install,24,Yes
B-1004,279,07/09/2018,07/11/2018,01/16/2019,COMPLETED APPROVED,39486,Queens,Pipe,NoAction,Hook Creek Boulevard,Remove & Install,30,Yes
B-1004,280,07/09/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,39486,Queens,Wood Pole,NoAction,255 St,Remove & Install,24,Yes
B-1004,280,07/09/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,39486,Queens,Wood Pole,NoAction,Hook Creek Boulevard,Remove & Install,30,Yes
B-1004,281,07/09/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,39487,Queens,Wood Pole,NoAction,139 Av,Remove & Install,24,Yes
B-1004,281,07/09/2018,07/11/2018,12/04/2018,COMPLETED APPROVED,39487,Queens,Wood Pole,NoAction,Hook Creek Boulevard,Remove & Install,30,Yes
B-1004,282,07/09/2018,07/11/2018,12/12/2018,COMPLETED APPROVED,39412,Queens,Wood Pole,NoAction,139 Av,Remove & Install,24,Yes
B-1004,282,07/09/2018,07/11/2018,12/12/2018,COMPLETED APPROVED,39412,Queens,Wood Pole,NoAction,249 St,Remove & Install,24,Yes
B-1005,961,11/29/2018,11/29/2018,11/30/2018,COMPLETED APPROVED,41523,Queens,Light Pole,NoAction,32 St,Remove & Install,24,Yes
B-1005,961,11/29/2018,11/29/2018,11/30/2018,COMPLETED APPROVED,41523,Queens,Light Pole,NoAction,39 Av,Remove & Install,24,Yes
B-1006,962,11/29/2018,11/29/2018,11/30/2018,COMPLETED APPROVED,41523,Queens,Light Pole,NoAction,32 St,Remove & Install,24,Yes
B-1006,962,11/29/2018,11/29/2018,11/30/2018,COMPLETED APPROVED,41523,Queens,Light Pole,NoAction,39 Av,Remove & Install,24,Yes
Un assigned,288,07/12/2018,,,WO CREATED,9868,Staten Island,Wood Pole,NoAction,Cameron Av,Remove & Install,30,Yes
Un assigned,288,07/12/2018,,,WO CREATED,9868,Staten Island,Wood Pole,NoAction,Oberlin St,Remove & Install,30,Yes
Un assigned,290,07/18/2018,,,WO CREATED,7483,Staten Island,Pipe,Remove,Navesink Pl,Remove,36,No
Un assigned,291,07/18/2018,,,WO CREATED,7483,Staten Island,Pipe,NoAction,Navesink Pl,Install,36,Yes
Un assigned,291,07/18/2018,,,WO CREATED,7483,Staten Island,Pipe,NoAction,Roma Av,Remove & Install,24,Yes
Un assigned,292,07/18/2018,,,WO CREATED,66616,Staten Island,Wood Pole,NoAction,Jennifer Ln,NoAction,36,No
Un assigned,292,07/18/2018,,,WO CREATED,66616,Staten Island,Wood Pole,NoAction,Roma Av,NoAction,24,No
Un assigned,293,07/18/2018,,,WO CREATED,6557,Staten Island,Pipe,NoAction,Deems Av,Remove & Install,24,Yes
Un assigned,293,07/18/2018,,,WO CREATED,6557,Staten Island,Pipe,NoAction,Waters Av,Install,30,Yes
Un assigned,294,07/18/2018,,,WO CREATED,6557,Staten Island,Pipe,NoAction,Deems Av,Remove & Install,24,Yes
Un assigned,294,07/18/2018,,,WO CREATED,6557,Staten Island,Pipe,NoAction,Waters Av,Remove & Install,30,Yes
Un assigned,295,07/18/2018,,,WO CREATED,48037,Bronx,Light Pole,NoAction,Clinton Av,Remove & Install,30,Yes
Un assigned,295,07/18/2018,,,WO CREATED,48037,Bronx,Light Pole,NoAction,Crotona Park North,Remove & Install,36,Yes
Un assigned,296,07/18/2018,,,WO CREATED,48037,Bronx,Light Pole,NoAction,Clinton Av,Install,30,Yes
Un assigned,296,07/18/2018,,,WO CREATED,48037,Bronx,Light Pole,NoAction,Crotona Park North,Install,36,Yes
Un assigned,297,07/18/2018,,,WO CREATED,48104,Bronx,Light Pole,NoAction,Crotona Park North,Remove & Install,36,Yes
Un assigned,297,07/18/2018,,,WO CREATED,48104,Bronx,Light Pole,NoAction,Prospect Av,Install,36,Yes
Un assigned,298,07/18/2018,,,WO CREATED,48104,Bronx,Light Pole,NoAction,Crotona Park North,Install,36,Yes
Un assigned,298,07/18/2018,,,WO CREATED,48104,Bronx,Light Pole,NoAction,Prospect Av,Remove & Install,36,Yes
Un assigned,299,07/18/2018,,,WO CREATED,48106,Bronx,Light Pole,NoAction,Crotona Park North,Install,36,Yes
Un assigned,299,07/18/2018,,,WO CREATED,48106,Bronx,Light Pole,NoAction,Marmion Av,Install,30,Yes
Un assigned,300,07/18/2018,,,WO CREATED,48106,Bronx,Light Pole,NoAction,Crotona Park North,Remove & Install,36,Yes
Un assigned,300,07/18/2018,,,WO CREATED,48106,Bronx,Light Pole,NoAction,Marmion Av,Remove & Install,30,Yes
