the_geom,OBJECTID,Zone_Code,Auth,Source,Food_Truck_Zone,Shape_Length,Shape_Area
"MULTIPOLYGON (((-90.100860315635 29.970555718047, -90.100892929098 29.970510786886, -90.101198037394 29.97071368834, -90.101221369663 29.970729204881, -90.101122398301 29.970839965389, -90.101121672552 29.970840582932, -90.10107070886 29.970897617981, -90.10101830133 29.970955262927, -90.100815128201 29.970821758418, -90.100694507623 29.970742497984, -90.100860315635 29.970555718047)))",18223,B-1A,Permit,Zoning,Food Truck Permitted Zone,468.84507113148084,13508.451794836044
"MULTIPOLYGON (((-90.052368087659 29.971707165431, -90.05282490857 29.971677280353, -90.052838755771 29.971850407259, -90.052507060199 29.971869957176, -90.052382517227 29.971877407324, -90.052368087659 29.971707165431)))",18561,B-1A,Permit,Zoning,Food Truck Permitted Zone,415.02546253898686,9068.9594011015197
"MULTIPOLYGON (((-90.070987087211 29.976311543598, -90.071271729178 29.975987774332, -90.071422534956 29.976092124553, -90.071139207127 29.976415738026, -90.070987087211 29.976311543598)))",18554,B-1A,Permit,Zoning,Food Truck Permitted Zone,418.51816785349837,9054.2908158578393
"MULTIPOLYGON (((-90.089814701987 29.937730015949, -90.089978792218 29.937637366964, -90.090218346858 29.937962280213, -90.090052368992 29.93805583554, -90.089814701987 29.937730015949)))",18251,B-1A,Permit,Zoning,Food Truck Permitted Zone,405.35418996443639,8743.594693540299
"MULTIPOLYGON (((-90.095474947898 29.936620994002, -90.095641460392 29.93656616235, -90.09601981728 29.936441571554, -90.095935924206 29.936261371762, -90.09591134752 29.936208582207, -90.096290649124 29.936085276181, -90.096314287332 29.936136154041, -90.096354833929 29.936223427062, -90.096358321118 29.93623158712, -90.096456907919 29.936442555422, -90.096267374831 29.936504536527, -90.096302319687 29.936580505199, -90.096208629169 29.936611505343, -90.096244291811 29.936687480779, -90.096149884418 29.936718474141, -90.095770800048 29.936843684617, -90.095604940374 29.936898468443, -90.095474947898 29.936620994002)))",17737,RM-3,Franchise,Zoning,Food Truck Franchise Zone,1025.370489590468,40923.047599498379
"MULTIPOLYGON (((-90.082938388911 30.000596491659, -90.082891234825 30.000633187305, -90.082819679986 30.000669389508, -90.082753766122 30.000713771563, -90.082729291981 30.000775426911, -90.082728508216 30.000837930743, -90.082728163357 30.000865432574, -90.082755708683 30.000902577036, -90.082834193994 30.001058352104, -90.082866435983 30.001121795781, -90.082916956711 30.001216667801, -90.082936724066 30.001301247488, -90.082943529457 30.001331317285, -90.082957272414 30.001380832677, -90.082988644775 30.001513656056, -90.083011167756 30.001607637778, -90.083046545835 30.001707366929, -90.083056588919 30.001765599611, -90.083063971603 30.001806926476, -90.083103261312 30.001881064275, -90.083162011552 30.001949760618, -90.083208725867 30.002004589188, -90.083262944238 30.002074616531, -90.08328576408 30.002104090429, -90.083303427685 30.002127386578, -90.083367750935 30.002209888291, -90.083426415389 30.002285459518, -90.083515865089 30.002368824949, -90.08357620909 30.002425033254, -90.083610404184 30.002454618688, -90.083679942933 30.002514784755, -90.083707653544 30.002538802357, -90.083872256594 30.002642884919, -90.084103149262 30.002769002401, -90.084112003312 30.002773838414, -90.084135476841 30.002786659761, -90.084260304405 30.002855356435, -90.084318666527 30.002897793037, -90.084344347133 30.002925419973, -90.08438315549 30.002967168496, -90.084504328727 30.003098342412, -90.084536848988 30.003139286004, -90.084557359006 30.003165108127, -90.084645747831 30.003275967792, -90.084680301978 30.003326930848, -90.084722090503 30.003389735582, -90.084760666977 30.003447714536, -90.084812129067 30.003525093425, -90.084850289379 30.003574839253, -90.084908238522 30.003650403002, -90.084981735281 30.003746118182, -90.084998452876 30.003845046369, -90.085037943785 30.004075464442, -90.085014305876 30.004127750429, -90.084968873395 30.004199832873, -90.084830391465 30.004418562154, -90.084706559963 30.004614300018, -90.084688917393 30.004646638781, -90.084617644359 30.004774737566, -90.084603358355 30.004825861703, -90.084554440916 30.005004181658, -90.084544966969 30.005038568332, -90.084535629893 30.00507245467, -90.084534120021 30.005078377859, -90.084498745654 30.00520744233, -90.084473448331 30.005281604847, -90.084451773184 30.005345148305, -90.084432404215 30.005400599969, -90.084337393905 30.005487979067, -90.084297754419 30.005524433428, -90.08428708294 30.00553424668, -90.084175695707 30.005653838335, -90.084160403379 30.005670571067, -90.084076617809 30.005765419501, -90.084067616761 30.005795964462, -90.084036911456 30.00589631755, -90.084005183458 30.006021040716, -90.084001180661 30.006168531051, -90.083998796634 30.006244146949, -90.084025458087 30.006351921124, -90.084049348218 30.006451541796, -90.084115822686 30.006738952216, -90.08357839381 30.006767545049, -90.082671841223 30.006809398337, -90.082482793262 30.006830014367, -90.079167819289 30.007033600031, -90.078572205181 30.007066814947, -90.078536867869 30.006620409539, -90.078532516144 30.006566608353, -90.078523846268 30.006456503539, -90.078521312302 30.006429599532, -90.078510817869 30.006293223611, -90.078510821796 30.00629291148, -90.078510825735 30.006292598447, -90.078499613039 30.006156215675, -90.078496368662 30.006128679656, -90.078488409277 30.006019207745, -90.078483356083 30.005964149388, -90.078477922799 30.005882206648, -90.078470335681 30.005800244279, -90.078466703364 30.005746449039, -90.078464902416 30.005718301536, -90.078457314297 30.005636338253, -90.078455498668 30.005609440185, -90.078451882088 30.005554395517, -90.078445730553 30.005472446826, -90.07843886178 30.005390491297, -90.078434525906 30.005335438867, -90.078431273706 30.005308528007, -90.078425840512 30.005226584355, -90.078423306603 30.00519968034, -90.078418971771 30.005144628821, -90.0784128203 30.005062679221, -90.078405951582 30.004980723685, -90.078401615732 30.004925672153, -90.078398371433 30.004898135225, -90.078394467666 30.004838732791, -90.078393684652 30.004826817818, -90.078392946143 30.004815567303, -90.078390404387 30.004789288451, -90.078385359177 30.004733604916, -90.078379917136 30.004652287311, -90.078379925003 30.004651662147, -90.078372339096 30.004569699766, -90.078368713708 30.004515279339, -90.078366913846 30.00448713184, -90.0783593259 30.004405168535, -90.078357510309 30.004378271364, -90.078353893828 30.004323226682, -90.078346290172 30.004242513703, -90.078346305906 30.004241263375, -90.078340873864 30.004159320617, -90.078335804075 30.004105512557, -90.078333285954 30.004077358209, -90.078327852895 30.003995415438, -90.078324600768 30.00396850457, -90.078320266044 30.003913453037, -90.078313396456 30.00383149657, -90.078307964464 30.003749553806, -90.078300368756 30.003668215652, -90.078286756535 30.003494302799, -90.078277493733 30.00337419114, -90.078273736779 30.003330397608, -90.078270625242 30.003292235576, -90.078263756773 30.003210279108, -90.078262532608 30.00319338959, -90.07825688728 30.003128322629, -90.078251312744 30.003057630994, -90.078250736055 30.003046373898, -90.07824386762 30.002964417426, -90.078240827928 30.002920630728, -90.078237716416 30.002882468693, -90.078230848003 30.002800512218, -90.078229623848 30.002783622698, -90.078223261334 30.002718548894, -90.078217701544 30.002646606915, -90.078216391896 30.002636593309, -90.078210959012 30.002554650516, -90.078206490695 30.002510224052, -90.078203372367 30.00247268809, -90.078196502985 30.002390730696, -90.078195286698 30.002373216913, -90.07819036076 30.002308156799, -90.078184801017 30.002236214814, -90.078184926879 30.002226213991, -90.078177340292 30.002144250657, -90.078173582391 30.002100457104, -90.078170471968 30.002062295072, -90.07816360263 30.001980338574, -90.078162378496 30.001963449052, -90.0781574526 30.001898388932, -90.078151892892 30.001826447844, -90.078151301533 30.001816440181, -90.078144432228 30.001734483679, -90.078140690094 30.001689439793, -90.078137579695 30.001651277759, -90.078129273896 30.001569307557, -90.078128752295 30.00155367521, -90.078123842167 30.001487365659, -90.078117549571 30.00141666625, -90.078116972907 30.001405409151, -90.078109386438 30.001323445803, -90.078106345829 30.001279658179, -90.078103953702 30.001241503891, -90.078096366219 30.001159540531, -90.078090934551 30.001077597724, -90.078074328664 30.000875333697, -90.078655437433 30.000846500529, -90.07863751684 30.000573811087, -90.078918727537 30.000587268002, -90.07908593693 30.000597612735, -90.079246715598 30.00060539594, -90.079248503896 30.000606037312, -90.079250291146 30.000606679578, -90.079399587746 30.000613727975, -90.079532360863 30.000621244073, -90.079667295578 30.000628155382, -90.079760595719 30.00063341872, -90.079825912775 30.000636541632, -90.079921374497 30.000641201101, -90.079982383088 30.000644282913, -90.080141709698 30.000653300776, -90.080298891496 30.000661673693, -90.080420900888 30.000668461202, -90.080457500946 30.000670684346, -90.080486927374 30.000672213972, -90.080996060324 30.000662538864, -90.081535963609 30.000648644178, -90.081817256636 30.000632948526, -90.082174549409 30.000611044638, -90.082311520146 30.000605306305, -90.08270759549 30.000582010185, -90.082938388911 30.000596491659)))",17851,RS-2,Franchise,Zoning,Food Truck Franchise Zone,8275.7441474595016,4114984.3250110676
"MULTIPOLYGON (((-90.058194746891 29.962973302479, -90.058192283419 29.962941397478, -90.058187523212 29.962864460771, -90.058224794915 29.962869198635, -90.058284574509 29.962910410607, -90.058325364132 29.962864545881, -90.058331920737 29.962857109185, -90.058420843752 29.962921107731, -90.058513317875 29.962988266837, -90.058523522778 29.962995594346, -90.058715294941 29.963133295028, -90.058716910129 29.963131526968, -90.058968751812 29.963304615233, -90.059075528351 29.963376288241, -90.05915453034 29.963430188112, -90.059175857094 29.963446648243, -90.059198644807 29.963461246784, -90.059228539481 29.963481540423, -90.059280486931 29.963517675051, -90.05928333137 29.963519450205, -90.059287608821 29.963522119807, -90.059305403641 29.963534169917, -90.059398643769 29.963597584336, -90.059483341055 29.963655290602, -90.059614160289 29.963744944519, -90.059595377716 29.96376578102, -90.05929803704 29.964095638885, -90.058954824364 29.9644591651, -90.058351723888 29.96448902087, -90.058298221642 29.964491669321, -90.058274955539 29.964168692631, -90.058268903013 29.964080491736, -90.058220767251 29.964083150648, -90.058212577835 29.963993678555, -90.05820392608 29.963884197784, -90.058248463827 29.963882129261, -90.058247387409 29.963910249395, -90.058312935252 29.963837119245, -90.058286175257 29.963494440104, -90.058221785712 29.963499818733, -90.058202286207 29.963282187432, -90.05819531715 29.963209605132, -90.058186585594 29.963106375111, -90.058202394032 29.963105277805, -90.058198335809 29.96302959839, -90.058197769604 29.963017715974, -90.058194746891 29.962973302479)))",18860,HMR-1,Franchise,Ordinance,Food Truck Franchise Zone,1799.0670708465934,160376.3943056002
"MULTIPOLYGON (((-89.946186517036 30.053534520601, -89.947609313941 30.052637538135, -89.947726890532 30.05256340043, -89.949403324777 30.051506308825, -89.94954098673 30.051672403254, -89.950554002468 30.052894624537, -89.947342695392 30.054922020723, -89.946186517036 30.053534520601)))",18713,C-2,Permit,Zoning,Food Truck Permitted Zone,3757.7918534698988,782295.56129999342
"MULTIPOLYGON (((-89.896051615169 30.06066303196, -89.896412350626 30.060968780421, -89.896812551231 30.061223569068, -89.897059787771 30.061343309453, -89.897014516432 30.061852254138, -89.896996608596 30.062436777331, -89.897026717091 30.062980057138, -89.896444672371 30.063222070562, -89.896165812649 30.062993011062, -89.895827236851 30.062465785619, -89.89569251791 30.062052162641, -89.895661135365 30.061816691962, -89.895673754448 30.061599580985, -89.895753896442 30.061358283742, -89.895903261016 30.060975770632, -89.896051615169 30.06066303196)))",17713,RM-2E,Franchise,Zoning,Food Truck Franchise Zone,2229.723425556047,288011.35612265725
"MULTIPOLYGON (((-89.925711514072 30.052347049981, -89.925573058626 30.051950158049, -89.927244627818 30.051336879717, -89.927200024895 30.050771514172, -89.929095039118 30.050709564654, -89.929331937025 30.050717251767, -89.929396600181 30.051536667517, -89.930427327689 30.051570183237, -89.930442714434 30.05173759303, -89.929423743188 30.051700669636, -89.929601440922 30.053388685861, -89.930596234481 30.053420955451, -89.930617545373 30.053665417103, -89.930619601553 30.053698613893, -89.929591198419 30.053663520537, -89.92955888608 30.055431239966, -89.929549660241 30.055935948443, -89.930575341125 30.056051690891, -89.930552810092 30.056209392956, -89.929509182692 30.056098515164, -89.929449450137 30.056637598756, -89.930666412099 30.056958118316, -89.930634735075 30.05718798772, -89.930375024286 30.058212101762, -89.929820771696 30.059743425984, -89.92952574337 30.060310752591, -89.929058600307 30.061211102312, -89.929030700709 30.061258860153, -89.92703128209 30.056130110661, -89.925711514072 30.052347049981)))",17959,RS-2,Franchise,Zoning,Food Truck Franchise Zone,11177.842386968296,3122013.3829409219
"MULTIPOLYGON (((-90.050138610831 29.977783583132, -90.05056738258 29.977758171563, -90.050592361642 29.978083895131, -90.050164971167 29.978113722224, -90.050151444344 29.97795811772, -90.050145390122 29.977870541791, -90.050138610831 29.977783583132)))",18584,B-2,Permit,Zoning,Food Truck Permitted Zone,510.87779681950366,16261.565135750585
"MULTIPOLYGON (((-90.105061590488 29.965484139282, -90.105141732775 29.965003270323, -90.105206849648 29.964612552014, -90.10524950194 29.964355399447, -90.105259556985 29.964296731445, -90.105268122158 29.964242427128, -90.105330900481 29.96386668908, -90.105345815657 29.963777416071, -90.105250973798 29.963752881029, -90.104369877728 29.963260658366, -90.10500569589 29.962409149847, -90.105437645015 29.96264802904, -90.106024701778 29.962832530172, -90.106286581198 29.963084395709, -90.106336620394 29.963122861247, -90.106535678903 29.962822878118, -90.106620293641 29.96290738156, -90.107102209036 29.963366193239, -90.107136562088 29.963397911631, -90.107591236406 29.963817717105, -90.107917639378 29.964111567985, -90.108311433611 29.964466085648, -90.108562635019 29.96472814418, -90.108922767479 29.964991780561, -90.109057956034 29.965090744591, -90.108915470788 29.965223619273, -90.107902858168 29.966205287153, -90.10708130647 29.967001713074, -90.105061590488 29.965484139282)))",17748,RM-4,Franchise,Zoning,Food Truck Franchise Zone,4919.2892628454611,1218371.2261581379
"MULTIPOLYGON (((-90.029177313323 30.006149987712, -90.029274394577 30.006129750692, -90.03138741466 30.005689249889, -90.031730111402 30.00561780525, -90.033234472659 30.005180075165, -90.033313788409 30.005156996372, -90.033278817814 30.005088322863, -90.033015203249 30.004570642022, -90.032978271768 30.004587117268, -90.032917958083 30.004450275652, -90.03275987567 30.004091613467, -90.032701955447 30.00410162977, -90.032623126891 30.004082320165, -90.032582035283 30.003968082263, -90.032684120376 30.003928697355, -90.032549796274 30.003674712056, -90.032315401177 30.003231507394, -90.032853777948 30.003108073885, -90.033654143889 30.002923212039, -90.034013546089 30.002836046396, -90.034634245305 30.002691927113, -90.035160503105 30.002546874572, -90.035423030228 30.002465146559, -90.036069617289 30.00226385277, -90.036498101302 30.002123500085, -90.036746813222 30.002032402696, -90.037617723853 30.001680959037, -90.038322031596 30.001367558845, -90.039007200616 30.001022783153, -90.039417386531 30.00078585917, -90.039755230599 30.000602083198, -90.040145947712 30.000359295175, -90.040460341153 30.000160067415, -90.040587385638 30.000934702004, -90.040605356462 30.00104427591, -90.040611310027 30.001116847965, -90.040615863326 30.001175654562, -90.040618967456 30.001213192322, -90.040623524301 30.001249493863, -90.040623305562 30.00126636963, -90.040627570744 30.001325173395, -90.040631787324 30.00138772723, -90.040643846969 30.001454733868, -90.040651514351 30.001583583659, -90.040654359257 30.001641122991, -90.040654334948 30.001642998477, -90.040654318742 30.001644248801, -90.040656318552 30.001656145321, -90.040661874454 30.001726214299, -90.040665283717 30.001795635152, -90.040670880148 30.001862578318, -90.040676821144 30.001958280564, -90.040684577716 30.002080255366, -90.040687518791 30.002120300604, -90.040688851072 30.00213843396, -90.040888659078 30.002123991479, -90.04107057041 30.002111550991, -90.041246575694 30.002108277529, -90.041329926882 30.002105344126, -90.041430536427 30.002100706115, -90.041533292667 30.002096712528, -90.041632474808 30.002091435114, -90.041633676563 30.002109575298, -90.041716340819 30.002104134847, -90.041731422203 30.002104282813, -90.04174939177 30.002103209532, -90.041825463332 30.002099691932, -90.041844256263 30.002098513937, -90.041924393319 30.002093633204, -90.041932666576 30.00209312972, -90.042003800246 30.002090702186, -90.042024596181 30.002089738694, -90.042096520103 30.002085360131, -90.042165516208 30.002081661061, -90.042178914001 30.002081102261, -90.042262527346 30.00207761146, -90.042337276573 30.002073343479, -90.042417771859 30.002069132704, -90.042497555957 30.002064287859, -90.042510364313 30.00206393978, -90.04257947862 30.002060716222, -90.042609664613 30.002059136457, -90.042652766238 30.002057569632, -90.042706682766 30.002054461357, -90.042739749883 30.002052284567, -90.042807618611 30.002049670311, -90.042817354893 30.002049294793, -90.042907910752 30.002044557098, -90.042998475738 30.002039193287, -90.043078312848 30.002035775028, -90.043155601831 30.002032052058, -90.043243549773 30.002026981818, -90.043324160472 30.002023218221, -90.043403803564 30.002019410808, -90.043493910144 30.002015103181, -90.043492954815 30.002001527076, -90.043574313115 30.001996701515, -90.043682847548 30.0019902637, -90.04377554037 30.001985874754, -90.043806247822 30.001984126596, -90.043869126237 30.001980560687, -90.04396458407 30.001975413755, -90.043982411818 30.001974321638, -90.044059450896 30.00197019781, -90.044154331316 30.001964250227, -90.044244878965 30.001960135872, -90.044256213399 30.0019599392, -90.044351165932 30.001953783767, -90.044359883653 30.001953135616, -90.044392108602 30.001951871336, -90.044449806789 30.001948576525, -90.044463382097 30.001947273092, -90.044529863657 30.001944104838, -90.044568300902 30.001942673972, -90.044608354574 30.001939447252, -90.044623661097 30.001938213981, -90.044687570341 30.001935168432, -90.044699838558 30.001934583883, -90.044767258593 30.00193098441, -90.044778896078 30.001930357592, -90.044846906152 30.001926499502, -90.044856518122 30.001926116302, -90.044932711718 30.001921235745, -90.045010325672 30.001917619526, -90.045033478697 30.002349180461, -90.045112376111 30.002357453616, -90.045186963967 30.002365684555, -90.045277342417 30.00237469519, -90.045654091556 30.00246986812, -90.045672248856 30.002688608558, -90.045656592144 30.002688455417, -90.045464580534 30.002702292108, -90.045288365507 30.002716283074, -90.044482084943 30.00276142829, -90.044235839912 30.002780624654, -90.043693704282 30.002818529679, -90.043515130826 30.002840352641, -90.043015285313 30.002923848078, -90.042886355826 30.002946156754, -90.04249464652 30.003044460951, -90.042178538974 30.003140865573, -90.042210567547 30.003317344365, -90.042441858546 30.004591735714, -90.042441348116 30.004591928296, -90.041969830725 30.00476964167, -90.041723713766 30.004862245894, -90.041553366639 30.004927462708, -90.041398898304 30.004986582716, -90.041252386501 30.005041406651, -90.041071935264 30.005110274225, -90.040874886432 30.005185230121, -90.040574516649 30.00530730575, -90.040394767585 30.005377428878, -90.04024462272 30.005435341323, -90.040107469577 30.005488379288, -90.03995660713 30.005546284358, -90.039826674988 30.005596267669, -90.039717101543 30.005638606964, -90.039673641163 30.005655399761, -90.039527813286 30.005712728573, -90.039446942995 30.005743767871, -90.039384889794 30.005767584806, -90.03924557379 30.005821226765, -90.039165733794 30.005851541609, -90.039094718464 30.005878504781, -90.038958282375 30.005931549509, -90.038806684085 30.005990695616, -90.038764819709 30.006006536625, -90.038478253634 30.006116240219, -90.038333875136 30.006172331491, -90.038189499574 30.006228423537, -90.038102753649 30.006261715711, -90.038080673343 30.006270190505, -90.03803863387 30.006286325491, -90.037898590018 30.006340583212, -90.037754306998 30.006396216463, -90.037747404772 30.006398877766, -90.037740502511 30.006401541776, -90.037603346719 30.006454576222, -90.037459686579 30.00651067271, -90.037337692709 30.006557606415, -90.037313880551 30.006566123579, -90.037134844169 30.006636250205, -90.036929962309 30.006705496848, -90.036685256235 30.006799355192, -90.036454961226 30.006889605402, -90.036216741214 30.006981651952, -90.036017504728 30.007058453896, -90.035868753033 30.007115657846, -90.035798781539 30.007142565483, -90.035572834353 30.007229730804, -90.035423415421 30.007287026922, -90.035391648802 30.00729920865, -90.035156308158 30.00739065644, -90.034963558089 30.007465645938, -90.034785254055 30.007534526132, -90.034725337409 30.0075576889, -90.034611280871 30.007601573985, -90.034586741802 30.007610707828, -90.034418547318 30.007675311469, -90.034323269045 30.007711254338, -90.03423663371 30.007745405795, -90.034054711712 30.007816124128, -90.034033465101 30.007824368288, -90.033894448346 30.007878305311, -90.033697373392 30.007954500765, -90.033555955859 30.008009516252, -90.033504620112 30.008029487208, -90.033471413357 30.008042286717, -90.03343789783 30.008054994751, -90.033336432371 30.008093464302, -90.033169663681 30.008158705679, -90.032986304591 30.008229409256, -90.032870812009 30.008273276856, -90.032815937847 30.008295239892, -90.03262391074 30.008369606987, -90.032472549986 30.00842808326, -90.032428275512 30.008445188634, -90.032212295068 30.008538699125, -90.032015926648 30.008615523401, -90.031823891194 30.008690515399, -90.03163611579 30.008763068122, -90.031619596316 30.008769136454, -90.031449935833 30.008835596657, -90.031306269827 30.008891687322, -90.031233049158 30.00891945813, -90.03111279669 30.008966664072, -90.030851454421 30.009068474336, -90.030581454187 30.00917332372, -90.030358522174 30.009259893771, -90.030302164624 30.009084611233, -90.030009382663 30.007953613204, -90.029976231367 30.007825549868, -90.029880726755 30.00784869285, -90.029761489804 30.00742189053, -90.029634946039 30.007031055976, -90.029177313323 30.006149987712)))",18769,C-1,Permit,Zoning,Food Truck Permitted Zone,14645.563618512067,6344292.9337511016
"MULTIPOLYGON (((-90.091924403494 29.940545784075, -90.092079640159 29.940457631354, -90.092138306888 29.940537708101, -90.092300638358 29.940759282893, -90.092212443232 29.940809711011, -90.092149583932 29.940845652828, -90.091924403494 29.940545784075)))",18164,B-1A,Permit,Zoning,Food Truck Permitted Zone,376.3526334195389,7547.2857772490397
"MULTIPOLYGON (((-90.108796747876 29.920329835397, -90.109101800921 29.920335603521, -90.109111620981 29.920053693371, -90.109392579046 29.920064623784, -90.109380835224 29.920350011281, -90.109501013146 29.920356216236, -90.109596280024 29.920361135526, -90.109567481251 29.920724508192, -90.109562409868 29.920786973733, -90.109477770934 29.920783685291, -90.109382376542 29.920779672375, -90.109287691134 29.920776291231, -90.109079955582 29.920767773504, -90.109082234018 29.920722694098, -90.108776797374 29.920713399165, -90.10877768272 29.920699654733, -90.108777687324 29.920699279449, -90.10877769039 29.92069902956, -90.108796747876 29.920329835397)))",18151,B-1A,Permit,Zoning,Food Truck Permitted Zone,1021.6149090357115,46947.622101555666
"MULTIPOLYGON (((-90.058145271676 29.985299398343, -90.064225514156 29.987457740933, -90.064348287375 29.988469468996, -90.06329541041 29.988540713987, -90.063046513999 29.988562511709, -90.062022888136 29.988618903934, -90.061959886171 29.987613451088, -90.060812056754 29.987674684416, -90.059679745242 29.987732757564, -90.059611442226 29.986810179928, -90.05914215414 29.986829066878, -90.059054607203 29.986832589743, -90.059054501432 29.986832594133, -90.059054504636 29.986832343345, -90.059054509419 29.986831968968, -90.058991142479 29.98667695144, -90.058255772678 29.986722192343, -90.058193780429 29.985880388789, -90.058145271676 29.985299398343)))",18539,HI,Permit,Zoning,Food Truck Permitted Zone,5600.9679793889172,971241.87269007799
"MULTIPOLYGON (((-90.096720689212 29.919913863109, -90.09693245538 29.919898709621, -90.096937537614 29.919951893319, -90.096954158125 29.920122365282, -90.096742460893 29.920137768472, -90.096720689212 29.919913863109)))",18146,B-1,Permit,Zoning,Food Truck Permitted Zone,297.94708178844121,5495.6547897867595
"MULTIPOLYGON (((-90.053751969871 29.95213051133, -90.05364485948 29.952198233112, -90.053582908274 29.952237402684, -90.053551379639 29.952199937699, -90.053284048903 29.951882278651, -90.053338313356 29.95184804633, -90.053415247825 29.951799512216, -90.05343640229 29.951786166497, -90.053443743093 29.951781536382, -90.053456004596 29.951773800837, -90.053498890246 29.951825488994, -90.053724715832 29.952097664065, -90.053751969871 29.95213051133)))",18824,B-1A,Permit,Zoning,Food Truck Permitted Zone,453.55554227941485,10677.343384902213
"MULTIPOLYGON (((-89.968621460808 30.04147168877, -89.969457189523 30.040957311755, -89.971056549013 30.039952501828, -89.971638694084 30.03958484758, -89.972962620415 30.04119127201, -89.972858309018 30.04125723252, -89.972710458819 30.041350723848, -89.972563351432 30.041442347862, -89.972379282353 30.041557343545, -89.972240855543 30.041644680211, -89.972092286687 30.041738163424, -89.971949505443 30.041828580989, -89.971801680208 30.041920194935, -89.971661806765 30.042008141285, -89.9716523824 30.042014296264, -89.971522643066 30.042096720971, -89.971502349748 30.042109638505, -89.971394367251 30.042177285862, -89.97134436262 30.042208649767, -89.971244367237 30.042270127182, -89.971193626884 30.042302733905, -89.971116800989 30.042351323483, -89.97103345788 30.042403597957, -89.970994330596 30.042427572244, -89.970875461289 30.042503232903, -89.970725443199 30.042597324837, -89.970589921855 30.042682189778, -89.970478312257 30.042752298023, -89.970428306001 30.042783662469, -89.97034930766 30.042833479605, -89.970269590691 30.042883289257, -89.970165232421 30.042948472156, -89.970118835811 30.042978623363, -89.970007944087 30.043048739546, -89.969962283044 30.043077646927, -89.969817351886 30.043167414703, -89.969636885265 30.0432811943, -89.969470355694 30.043386185954, -89.968374574389 30.042059331755, -89.968134197572 30.041771586358, -89.968621460808 30.04147168877)))",17922,RM-2E,Franchise,Zoning,Food Truck Franchise Zone,4170.0411867038492,980868.3517533422
"MULTIPOLYGON (((-89.924737923934 30.049556099966, -89.924705380332 30.049462806159, -89.924872535993 30.049476817162, -89.925835766444 30.049507453039, -89.927097355863 30.049470093645, -89.927200024895 30.050771514172, -89.927244627818 30.051336879717, -89.925573058626 30.051950158049, -89.924737923934 30.049556099966)))",18046,RM-2E,Franchise,Zoning,Food Truck Franchise Zone,2957.1537436677991,520455.53098702512
"MULTIPOLYGON (((-89.982354654444 30.028525605992, -89.982606421792 30.028947971897, -89.982672113849 30.029054262981, -89.982560944688 30.029072042357, -89.981525676426 30.029239972874, -89.981198026026 30.028713221304, -89.982354654444 30.028525605992)))",18421,B-1,Permit,Zoning,Food Truck Permitted Zone,1176.0600787250123,76785.930944534834
"MULTIPOLYGON (((-90.099748204673 29.980160606966, -90.100038629986 29.979838954486, -90.100407127458 29.980090058764, -90.10042387253 29.980071462031, -90.100491491984 29.98011960374, -90.100566986444 29.980169695794, -90.100636073125 29.980215352014, -90.10068703409 29.980158943279, -90.100749644808 29.980089515389, -90.101096037218 29.980305914231, -90.100669567269 29.980778908534, -90.099748204673 29.980160606966)))",17843,RD-3,Franchise,Zoning,Food Truck Franchise Zone,1170.8480706241446,64410.782086022315
"MULTIPOLYGON (((-90.058097841491 29.967884345641, -90.058066673416 29.967476381165, -90.058648505808 29.967438837463, -90.059200528105 29.967403214843, -90.060334380118 29.967330036937, -90.060360439034 29.96776516345, -90.06017958111 29.967774721512, -90.060081862116 29.967780651985, -90.059986313099 29.967785353798, -90.059883569009 29.967791236404, -90.059806692175 29.967795493524, -90.059710424081 29.967800188178, -90.059607673014 29.967806695745, -90.059504943819 29.967811326812, -90.059232973414 29.96782739628, -90.059232278199 29.967818301414, -90.059055282529 29.967828228246, -90.058938890153 29.967834603205, -90.058842607067 29.967840545762, -90.058742748812 29.96784520494, -90.058654370791 29.967850600483, -90.058566701751 29.967856628077, -90.058455343413 29.967862425225, -90.05836051122 29.967867132803, -90.058097841491 29.967884345641)))",18898,HMC-1,Permit,Zoning,Food Truck Permitted Zone,1748.1927548692115,110002.32046857469
"MULTIPOLYGON (((-90.108555381364 29.920325271288, -90.108559478385 29.920235654953, -90.108577133217 29.919849492145, -90.108385597948 29.919843958043, -90.108386782499 29.919805836369, -90.108389917353 29.919725850486, -90.108564911755 29.919734354988, -90.108768606824 29.919743128257, -90.10876464827 29.919831859, -90.108762423077 29.919896226752, -90.108762262044 29.919909352683, -90.108748870083 29.920240544496, -90.108745298745 29.920328862008, -90.108555381364 29.920325271288)))",18819,RO,Permit,Zoning,Food Truck Permitted Zone,670.28150951309101,15334.173348900766
"MULTIPOLYGON (((-90.087099480179 29.963049680085, -90.087343410329 29.962768586455, -90.087465648543 29.96285228119, -90.087224478985 29.963133450805, -90.087099480179 29.963049680085)))",18241,B-1,Permit,Zoning,Food Truck Permitted Zone,354.9297519052522,6340.5775056924394
"MULTIPOLYGON (((-90.072531352218 29.960706376731, -90.073180243758 29.961123833628, -90.07311794725 29.961196179395, -90.072716744077 29.961662096415, -90.07261629731 29.961778744828, -90.072458308894 29.961670186426, -90.072366281742 29.961606951721, -90.071972595213 29.961336435288, -90.072483557484 29.960760270758, -90.072531352218 29.960706376731)))",18828,C-1,Permit,Zoning,Food Truck Permitted Zone,1102.2943040200196,75604.86273708081
