the_geom,OBJECTID,Zone_Code,Auth,Source,Food_Truck_Zone,Shape_Length,Shape_Area
"MULTIPOLYGON (((-90.117214958524 29.920667313744, -90.117320807883 29.92028176606, -90.118204158829 29.920459053719, -90.118074278585 29.920994663277, -90.117983126871 29.921370560844, -90.117068750608 29.921199859, -90.117214958524 29.920667313744)))",18512,C-1A,Permit,Zoning,Food Truck Permitted Zone,1265.4749424647007,99468.44104082277
"MULTIPOLYGON (((-90.04427124002 29.981487661358, -90.044299247418 29.981402602136, -90.044353838873 29.981415287965, -90.044755467904 29.98150861413, -90.044747956775 29.981534171055, -90.044729256181 29.981592123858, -90.04472909808 29.981592088025, -90.044328320715 29.981500680138, -90.04427124002 29.981487661358)))",17794,RD-3,Franchise,Zoning,Food Truck Franchise Zone,363.05180012133366,4766.6931724502156
"MULTIPOLYGON (((-90.043740334651 29.933784578193, -90.043698890789 29.934462812534, -90.043618017739 29.93445863725, -90.042631229233 29.934407683324, -90.041719510577 29.934368103584, -90.041532679955 29.934359992326, -90.041590388733 29.933693322447, -90.041657583927 29.933695460076, -90.042657877766 29.933720555137, -90.043740334651 29.933784578193)))",18633,RO,Permit,Zoning,Food Truck Permitted Zone,1859.1871984358359,169368.60829681825
"MULTIPOLYGON (((-90.04343691531 29.985614264182, -90.043421634103 29.985580311615, -90.043311299795 29.985428143468, -90.043103853653 29.985088387862, -90.042981422767 29.984884998732, -90.042706225156 29.984455702606, -90.0425986765 29.984285787263, -90.042411074507 29.983990661528, -90.042266253798 29.983742614702, -90.042186385402 29.983622669661, -90.042206388798 29.983557169337, -90.042480086552 29.982660925571, -90.042492164356 29.98262137491, -90.042439897048 29.982603645106, -90.04188645011 29.982478192681, -90.041669959446 29.982442548789, -90.041965112282 29.981408972865, -90.042267761385 29.980357043529, -90.04258399225 29.97932917276, -90.042862523016 29.978372842636, -90.042919130906 29.978196738823, -90.04320915192 29.977274731189, -90.043518880407 29.976210769119, -90.043820862466 29.97518358001, -90.043883161583 29.974978833437, -90.044137213733 29.974143880736, -90.044421460198 29.973182900461, -90.044444294232 29.973109781975, -90.045069189383 29.973261402606, -90.045396739773 29.973346695853, -90.045715892167 29.973419503189, -90.046006592385 29.973479574388, -90.046694819895 29.973620560444, -90.046759098729 29.973633727992, -90.047607235182 29.973828301137, -90.047319032745 29.974868008311, -90.047212010858 29.975219779467, -90.047369415237 29.975255434375, -90.047472499097 29.97527957106, -90.047553407629 29.97529723949, -90.047618554034 29.975312253819, -90.047687273646 29.975328553507, -90.047659614788 29.975413300203, -90.047626696825 29.975516123972, -90.047625201312 29.975520797336, -90.047623703715 29.975525471582, -90.047600505196 29.975598384014, -90.047569345485 29.975676220615, -90.047533562025 29.975667119424, -90.04743582319 29.976005392968, -90.047418193959 29.976001416933, -90.04728789366 29.976399239506, -90.047282675814 29.976414191657, -90.047263283732 29.976470264157, -90.047242327593 29.976536322558, -90.047224394784 29.976590531777, -90.04722065336 29.976602373037, -90.047294367071 29.976621221793, -90.047268844597 29.976707239761, -90.047238894811 29.976802591308, -90.047211928037 29.976889219491, -90.047166593977 29.977048471599, -90.047228619867 29.977063341028, -90.047175938787 29.977230185761, -90.047145293818 29.977323654759, -90.047116891682 29.977410269793, -90.04704171811 29.977393282409, -90.047016267772 29.977473673836, -90.046993786439 29.977546593159, -90.046984799708 29.977575262013, -90.046974345618 29.977606415693, -90.046950371625 29.977683697123, -90.046925632198 29.977764720723, -90.046980760199 29.977777137354, -90.046956609886 29.977868169709, -90.046933894665 29.977959216084, -90.046896467113 29.978100288795, -90.046835685914 29.978085931218, -90.046791928117 29.978221630611, -90.046762792252 29.978309487976, -90.046741827331 29.978376171445, -90.046715682588 29.978454681192, -90.046693943084 29.978525732882, -90.046687263642 29.978542545547, -90.046675671196 29.978577978162, -90.04667156608 29.978590526805, -90.046667822443 29.978602368027, -90.046643849021 29.978679648498, -90.046635668868 29.978701448435, -90.046619922897 29.978753178869, -90.046614711844 29.978767506716, -90.046593753756 29.978833564982, -90.046566851399 29.978915193507, -90.046548870447 29.978973153611, -90.046501685592 29.97911737882, -90.046484611316 29.97911348388, -90.046372343969 29.979465275102, -90.046350613101 29.979535701571, -90.046328904316 29.979604253424, -90.046344583141 29.979607793696, -90.046323719883 29.979677719787, -90.046304051753 29.97974786778, -90.046346314166 29.97975757939, -90.046325348662 29.979824262779, -90.046304334759 29.979894695346, -90.046283343976 29.979963253307, -90.046261588727 29.980035556151, -90.046240597886 29.980104114105, -90.046197907104 29.980240598725, -90.046171680789 29.980325359083, -90.046147642045 29.980407639857, -90.046123595183 29.980490546692, -90.046099571458 29.980571577116, -90.046052321922 29.980560488578, -90.046031664367 29.98063170952, -90.046028274956 29.980643394491, -90.046017199216 29.980680831431, -90.046007251554 29.980714453058, -90.046004945007 29.980726308315, -90.045980904993 29.980808589043, -90.045934365397 29.980798132651, -90.045913302602 29.980872316131, -90.045898330489 29.980919678238, -90.045888537337 29.980955214991, -90.04586373872 29.981040614492, -90.04583970657 29.981122270928, -90.045822339248 29.981181283508, -90.04590497148 29.981200086711, -90.045881542635 29.981274585374, -90.045852339501 29.9813674429, -90.045825290648 29.981460321491, -90.045797523632 29.981553193051, -90.045752428001 29.981542125481, -90.045727686633 29.981623149712, -90.045703708693 29.981701630812, -90.045703694581 29.981701680296, -90.045679670211 29.981782711532, -90.045655686165 29.981860616039, -90.04563803293 29.981919279338, -90.045610098206 29.982012113126, -90.045606920141 29.98202267237, -90.045585897197 29.982093729963, -90.045561912979 29.982171636254, -90.045532934124 29.982302629408, -90.04550745007 29.982385521153, -90.045504449519 29.982395493879, -90.045482684091 29.982468419918, -90.045481572756 29.982471817656, -90.045481562009 29.982471847325, -90.045480440975 29.982475273839, -90.045457900893 29.982552568996, -90.045456440452 29.982554429533, -90.045432432844 29.982634211297, -90.045432424784 29.982634835559, -90.045432416712 29.982635460723, -90.045409868485 29.982713381033, -90.045385859777 29.982793161875, -90.045378389061 29.982815593912, -90.045361842958 29.982873567875, -90.045346861175 29.98292155506, -90.045337842245 29.982952723542, -90.045313833422 29.983032504368, -90.045312346831 29.98303654984, -90.045310857038 29.983040602499, -90.045289833657 29.983111660937, -90.045285347357 29.983125369674, -90.045261347559 29.983204525334, -90.04523845945 29.983280013491, -90.044771188731 29.983164293607, -90.044178704614 29.98303226771, -90.043433917046 29.982847774429, -90.043391756897 29.982838008768, -90.043403623667 29.982931280881, -90.043466850642 29.983428248808, -90.04348945818 29.983623510107, -90.043572848294 29.984060663007, -90.043603923971 29.984378530511, -90.04362183745 29.984548114406, -90.043645873676 29.984799649777, -90.043654728432 29.98489225445, -90.043662947946 29.984978602272, -90.043671876493 29.985065582282, -90.043704897116 29.985399721472, -90.043732792864 29.985681997368, -90.04343691531 29.985614264182), (-90.04427124002 29.981487661358, -90.044328320715 29.981500680138, -90.04472909808 29.981592088025, -90.044729256181 29.981592123858, -90.044747956775 29.981534171055, -90.044755467904 29.98150861413, -90.044353838873 29.981415287965, -90.044299247418 29.981402602136, -90.04427124002 29.981487661358)))",18530,LI,Permit,Zoning,Food Truck Permitted Zone,12011.694471604877,4370154.1678740336
"MULTIPOLYGON (((-90.042286429409 29.967771160291, -90.04235546079 29.967536436064, -90.04239960741 29.967386328632, -90.042424880356 29.96728826337, -90.044190340011 29.96768617009, -90.044161276161 29.96778447281, -90.044055214185 29.968148769616, -90.044047836193 29.968174111311, -90.043881387341 29.968136142368, -90.043736795289 29.96810221916, -90.043591471241 29.968069538205, -90.043488379605 29.968046648786, -90.043458333217 29.96803822792, -90.043393910202 29.968023218555, -90.043352378716 29.968014684186, -90.043323682317 29.968008365182, -90.043292956546 29.968001599524, -90.043201326964 29.967980697067, -90.043189256329 29.967977703331, -90.043122602384 29.967961172457, -90.043104704685 29.967957245521, -90.043071768069 29.967950045817, -90.043005904152 29.967935648281, -90.042909280938 29.967912195679, -90.042810481529 29.967890598301, -90.042723885295 29.967869119624, -90.042286429409 29.967771160291)))",18405,C-1,Permit,Zoning,Food Truck Permitted Zone,1518.2287459486556,104833.12213035562
"MULTIPOLYGON (((-90.074371874346 30.031528363177, -90.074311251191 30.031297602691, -90.07430046046 30.031265900264, -90.073644965407 30.029340123158, -90.073336177399 30.028776886303, -90.073983436562 30.027993431677, -90.072290387554 30.026852617114, -90.071898816194 30.026321383854, -90.07138866212 30.024716086655, -90.070855514014 30.023776260446, -90.070823202886 30.023371601471, -90.070848308554 30.023368115116, -90.071812844841 30.023001852338, -90.071871604171 30.023115851232, -90.072518139493 30.024842973037, -90.072805762042 30.025514518609, -90.073116377726 30.025992410342, -90.073622983078 30.026491426974, -90.07454861342 30.027068147321, -90.075263638263 30.027480600546, -90.075036074825 30.027807871967, -90.074890623586 30.028239601574, -90.074910093858 30.028650081965, -90.074997922631 30.029378561567, -90.075085615329 30.029942592539, -90.075242192878 30.030081861657, -90.075555211086 30.030145901237, -90.075965691982 30.030100046837, -90.076100308757 30.030126356931, -90.076444651398 30.030312791418, -90.07626115877 30.030495490125, -90.076954903319 30.030995564042, -90.077255628025 30.03061961169, -90.077528628849 30.030277150723, -90.077791398231 30.029948344135, -90.078070916606 30.02960156843, -90.078365824371 30.029230559079, -90.078402322167 30.029184648419, -90.078471671345 30.029097168075, -90.078741728123 30.028759677524, -90.079002303739 30.02843334766, -90.079244612894 30.028131223939, -90.079589433184 30.027960724111, -90.079244340766 30.027201982505, -90.07912182266 30.027267514761, -90.07884976672 30.027196036241, -90.078637530393 30.027007071978, -90.078532463863 30.026591651604, -90.078755221152 30.02611775504, -90.079146790618 30.025991136333, -90.079660157006 30.025728453315, -90.080677826324 30.025320418727, -90.081286495384 30.025067985672, -90.081464697734 30.024926811098, -90.081574532162 30.024669843561, -90.081532497628 30.023899252274, -90.081446796162 30.023123772527, -90.081466971781 30.022757562819, -90.081525127363 30.02239701379, -90.081724083952 30.021627126127, -90.081925390667 30.020858499181, -90.081950136366 30.020750110899, -90.082038120599 30.020739397755, -90.082232831001 30.020734475008, -90.083103641393 30.020773810494, -90.083034377305 30.020917884835, -90.082713072339 30.021257104356, -90.082745626985 30.021709210052, -90.082674318644 30.022023944566, -90.082705282907 30.022764460627, -90.082758760296 30.02353857156, -90.082792234483 30.024079050806, -90.08279403255 30.024394161972, -90.082743957811 30.024718783366, -90.08253295437 30.025036876088, -90.082512783327 30.025714254322, -90.082513012907 30.026229869232, -90.082513178235 30.026599522776, -90.082535088069 30.02714489387, -90.082551624504 30.027187301776, -90.082243099788 30.027181681365, -90.08222024895 30.027181264869, -90.082155923052 30.027291523556, -90.082022552987 30.02740829064, -90.081937986408 30.027452717871, -90.081596994181 30.027667122389, -90.081364296857 30.027844787975, -90.081186519336 30.027980521557, -90.080863246202 30.028266266787, -90.08078858937 30.028332255798, -90.080460326871 30.028656519665, -90.080100317273 30.029035846944, -90.079759321577 30.029601915605, -90.079719180398 30.029752005242, -90.079651985473 30.030003250113, -90.07927939315 30.030552857079, -90.079037318588 30.030843209104, -90.078761596135 30.031173916579, -90.078502588546 30.031426847448, -90.078205784976 30.03164124568, -90.077934182138 30.031784046273, -90.077599383966 30.031872046639, -90.077207916383 30.031987514945, -90.076557322359 30.032037050109, -90.07614038916 30.031998646308, -90.075849785011 30.03193825607, -90.075161324907 30.031817255573, -90.074927714255 30.031723846226, -90.074662318508 30.03157005311, -90.074603757891 30.031485168537, -90.07457649632 30.031490246374, -90.074371874346 30.031528363177)))",17962,P,Franchise,Zoning,Food Truck Franchise Zone,18629.825209564176,3934084.983029943
"MULTIPOLYGON (((-89.957617091383 30.048479795963, -89.957100537671 30.047850247127, -89.956178139518 30.046726052888, -89.955851668314 30.046328150506, -89.955839201387 30.046312954749, -89.954766330076 30.045005196244, -89.954648259456 30.044867136827, -89.95441714426 30.044596894148, -89.954757405438 30.044382919528, -89.956729532988 30.04314270461, -89.957854840907 30.042435004316, -89.957966609998 30.042364712558, -89.958170721417 30.042611138849, -89.959055760983 30.043679637324, -89.959202761416 30.043856631535, -89.959564266073 30.044291893235, -89.960757065866 30.045742835436, -89.961142205076 30.046204229995, -89.961241859072 30.046139897476, -89.962045687762 30.04562097083, -89.962262449246 30.045481035013, -89.962768279758 30.04607358262, -89.962785255955 30.046093138173, -89.962962974634 30.046301209032, -89.963212559534 30.046593419036, -89.963343910603 30.046747201888, -89.963376427343 30.046786297903, -89.963406838877 30.046821621462, -89.963445717716 30.046868284731, -89.963476839298 30.046904239998, -89.963507943722 30.046941445563, -89.963541888118 30.046981181624, -89.963587864899 30.047034170187, -89.963633808419 30.047089658452, -89.963666340478 30.047127504967, -89.963705245325 30.0471722927, -89.963734930975 30.04720823297, -89.963773827271 30.047253647639, -89.963803529109 30.047288337577, -89.963842416905 30.047334375573, -89.963883433675 30.047382311419, -89.963927263669 30.047434652292, -89.963963338392 30.047476285211, -89.963995871738 30.047514131654, -89.964024863738 30.047548188917, -89.964054558189 30.047583504862, -89.964113253295 30.047652253793, -89.964283677324 30.047852189154, -89.964349735057 30.047929684884, -89.963273165307 30.048605506789, -89.963084890121 30.048734722646, -89.962369375485 30.04918432493, -89.961743105989 30.049604142834, -89.961668309561 30.049512183262, -89.961488832152 30.049291520879, -89.961213191212 30.048953562374, -89.961165900078 30.048895579923, -89.961158495698 30.048886513915, -89.960158235065 30.047661713098, -89.959742201095 30.047152275786, -89.959718524257 30.047123282151, -89.959626079856 30.047182958356, -89.957617091383 30.048479795963)))",18324,C-2,Permit,Zoning,Food Truck Permitted Zone,9353.0516509491226,3515334.8621908692
"MULTIPOLYGON (((-90.022130463541 29.927618690183, -90.022148192946 29.927372812827, -90.022268450777 29.925692649262, -90.02229396509 29.925336171255, -90.023322195893 29.92577996011, -90.023373199973 29.925801688614, -90.023481603653 29.925847871744, -90.023452616413 29.926276477039, -90.02340620175 29.926962747831, -90.023382268575 29.927316617988, -90.023997635857 29.927347124607, -90.023987536206 29.92751518452, -90.023976472812 29.927701987798, -90.023795715601 29.92769456217, -90.023656568828 29.927688175819, -90.023223352086 29.927668234414, -90.023125809659 29.927663511437, -90.023062695296 29.927660382711, -90.022999564532 29.927658503388, -90.022935731429 29.927655366539, -90.0228726181 29.927652238635, -90.022809502727 29.927649108875, -90.022730592357 29.92764644697, -90.022651698399 29.927642535585, -90.022588585111 29.92763940574, -90.022525469755 29.927636275844, -90.022425775237 29.927631532707, -90.022220636271 29.92762261144, -90.022130463541 29.927618690183)))",18702,B-2,Permit,Zoning,Food Truck Permitted Zone,2696.4288678402809,315828.50522483845
"MULTIPOLYGON (((-90.016490338261 29.967902922845, -90.016544070388 29.967734870488, -90.016594325558 29.967746551972, -90.016976549164 29.967835393005, -90.016950367264 29.967915147283, -90.016923453332 29.967997131765, -90.016490338261 29.967902922845)))",17852,RM-2,Franchise,Zoning,Food Truck Franchise Zone,407.69753196573095,8816.4407502924278
"MULTIPOLYGON (((-90.09208494738 29.943910818926, -90.09256637658 29.943647903613, -90.092920767385 29.943454364758, -90.093032875911 29.943605708382, -90.093619277925 29.944391409083, -90.092954579759 29.944755694501, -90.092777710728 29.944852625064, -90.092193543648 29.944065292434, -90.09208494738 29.943910818926)))",18162,LI,Permit,Zoning,Food Truck Permitted Zone,1440.4041470746504,127740.46010949566
"MULTIPOLYGON (((-89.9455554302 29.911074603878, -89.947158510268 29.912360546258, -89.947269099639 29.912441729063, -89.944914873894 29.914375759376, -89.944801154388 29.914277977268, -89.944416445358 29.913974475839, -89.943937420421 29.913585587351, -89.943451114227 29.913200943673, -89.944575637079 29.912070778967, -89.9455554302 29.911074603878)))",17647,RM-1,Franchise,Zoning,Food Truck Franchise Zone,3412.8945852916581,696022.7832559573
"MULTIPOLYGON (((-90.069999192319 29.983034856241, -90.070427629589 29.983008121623, -90.070440486288 29.983165342994, -90.070447868287 29.983262932546, -90.070018612874 29.983289206471, -90.069999192319 29.983034856241)))",18535,RO-1,Permit,Zoning,Food Truck Permitted Zone,457.80379682291368,12635.300411247839
"MULTIPOLYGON (((-90.050075008229 30.000891653464, -90.050154065598 30.000887031486, -90.050158795697 30.000943328535, -90.050181463432 30.001288394717, -90.050036464999 30.001296579198, -90.049630381902 30.001319500898, -90.049625651645 30.001240688836, -90.049738500363 30.001233662869, -90.049713944796 30.000965246454, -90.049709148543 30.000912820185, -90.050075008229 30.000891653464)))",18284,B-1A,Permit,Zoning,Food Truck Permitted Zone,643.71839246706111,21467.906383396377
"MULTIPOLYGON (((-90.102663043496 30.004921706626, -90.102683234876 30.004747786118, -90.102717254325 30.004454754029, -90.102847244649 30.004466293147, -90.103234656345 30.004501169114, -90.103281305498 30.004504105928, -90.103665837705 30.004539578054, -90.10385452457 30.004556343314, -90.104241936957 30.004591217218, -90.104288586193 30.004594152773, -90.104672400802 30.004629617057, -90.104861088006 30.004646380875, -90.1052484905 30.00468135457, -90.105295056807 30.004685558416, -90.105679676314 30.004720279326, -90.105858333051 30.004735072464, -90.105934379642 30.004742032045, -90.106049886105 30.004752485629, -90.10601539854 30.005045344493, -90.105899885084 30.005035516055, -90.105713157338 30.005016889077, -90.105676394576 30.005361351569, -90.105220535646 30.005319235592, -90.105173893753 30.005315674299, -90.104786485916 30.005280178878, -90.104597796488 30.005263414946, -90.104213979468 30.005227950448, -90.104166604982 30.005225633335, -90.103779915103 30.005190141648, -90.103590508765 30.005173369573, -90.10318312509 30.005135725015, -90.103174868994 30.005205773711, -90.102635710371 30.005157155733, -90.102663043496 30.004921706626)))",18662,LB-2,Permit,Zoning,Food Truck Permitted Zone,2636.8285790850978,238082.03001158885
"MULTIPOLYGON (((-90.074935895489 29.962315474284, -90.075565168535 29.961614466734, -90.076317849348 29.96078098553, -90.076988375566 29.96002509125, -90.077051631658 29.960067907645, -90.077163093347 29.960144871531, -90.077927554714 29.960657340693, -90.077659444522 29.960959724382, -90.077599150951 29.961027723674, -90.077392317116 29.960887494377, -90.077226757796 29.960775247927, -90.077176511435 29.960831654586, -90.077120274727 29.960793610381, -90.07692514536 29.96101608073, -90.076827549435 29.961127137759, -90.077259883103 29.961411162919, -90.077235892452 29.961439024748, -90.076959872541 29.961747466659, -90.076514477866 29.962245172715, -90.076229791149 29.962565372052, -90.076387320061 29.962671359147, -90.076455657707 29.962717646481, -90.076522576255 29.962762668838, -90.076590921911 29.962808330032, -90.07665784057 29.962853353222, -90.076681331901 29.962869205918, -90.076782416221 29.962937683874, -90.076849334017 29.962982706955, -90.076917679974 29.963028367978, -90.076984598928 29.963073391, -90.077108677084 29.963156870298, -90.07738487502 29.962848305294, -90.077865350797 29.963170970891, -90.077611535051 29.963458199884, -90.077613656494 29.963460721099, -90.077557182277 29.963524810469, -90.077556846939 29.963525191618, -90.07758240664 29.96354352516, -90.077582461063 29.963543564475, -90.077705618111 29.963626631109, -90.077632430658 29.963680318065, -90.077725682558 29.963743720399, -90.077751304636 29.963761468055, -90.077889676479 29.963853910353, -90.077646419411 29.964124872847, -90.076775922976 29.963528615342, -90.076094822608 29.963060342409, -90.075905464663 29.962930152665, -90.075745615351 29.962829878275, -90.075117084544 29.962435593388, -90.075006214674 29.962361658628, -90.074935895489 29.962315474284)))",18374,LI,Permit,Zoning,Food Truck Permitted Zone,4904.8483875257161,508488.58398588607
"MULTIPOLYGON (((-90.059667398482 30.004527745103, -90.06045296207 30.004477679028, -90.060463901556 30.004633439803, -90.060355358387 30.004640516622, -90.059680879597 30.004683501671, -90.059667398482 30.004527745103)))",18308,MS,Permit,Zoning,Food Truck Permitted Zone,611.37108261687217,14137.827091335896
"MULTIPOLYGON (((-90.056223927248 29.96920668631, -90.056218274208 29.969143493577, -90.056210851164 29.969050278288, -90.056864784178 29.969010249072, -90.056868868802 29.969134504649, -90.056882797482 29.969558200295, -90.056727265032 29.969568791434, -90.056259789981 29.969595691327, -90.056245374451 29.969438190355, -90.056235918351 29.969335577591, -90.056227714266 29.969247356676, -90.056223927248 29.96920668631)))",18345,C-1,Permit,Zoning,Food Truck Permitted Zone,803.60121232839811,40414.284455753783
