ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Fuel Type,Furnace is ENERGY STAR Certified in,Efficiency (AFUE),Capable of Two Way Communication?,Date Available On Market,Date Qualified,Markets,CB Model Identifier,Can Integrate Hot Water Heating,Meets ENERGY STAR Most Efficient 2019 Criteria
2343031,Allied Air Enterprises,AC PRO,A97US2V060B12X-**,A97US2V060B12X-**,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,03/19/2020,"United States, Canada",ES_1102531_A97US2V060B12X-**_08052019151935_4142450,No,No
2343139,Allied Air Enterprises,AC PRO,A97US2V080C16X-*-*,A97US2V080C16X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,02/09/2020,"United States, Canada",ES_1102531_A97US2V080C16X-*-*_08062019185732_4571228,No,No
2343204,Allied Air Enterprises,AC PRO,95G1UH080CE16X-*,95G1UH080CE16X-*,,Natural Gas,All,95,Other/Proprietary,04/10/2018,03/19/2020,"United States, Canada",ES_1102531_95G1UH080CE16X-*_08062019190158_2667585,No,No
2343369,Allied Air Enterprises,AC PRO,95G1UH100CE20X-*,95G1UH100CE20X-*,,Natural Gas,All,95,Other/Proprietary,04/10/2018,03/19/2020,"United States, Canada",ES_1102531_95G1UH100CE20X-*_08062019193155_7723154,No,No
2343545,Allied Air Enterprises,AC PRO,95G1UH040BE12X-*,95G1UH040BE12X-*,,Natural Gas,All,95,Other/Proprietary,04/10/2018,03/19/2020,"United States, Canada",ES_1102531_95G1UH040BE12X-*_08062019205442_1650470,No,No
2343560,Allied Air Enterprises,AC PRO,95G1UH060BE12X-*,95G1UH060BE12X-*,,Natural Gas,All,95,Other/Proprietary,04/10/2018,03/19/2020,"United States, Canada",ES_1102531_95G1UH060BE12X-*_08062019210530_8591486,No,No
2343666,Allied Air Enterprises,AC PRO,A97US2V080C20X-*-*,A97US2V080C20X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,03/19/2020,"United States, Canada",ES_1102531_A97US2V080C20X-*-*_08062019220945_4628201,No,No
2344067,Allied Air Enterprises,AC PRO,A97US2V040B12X-*-*,A97US2V040B12X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,03/19/2020,"United States, Canada",ES_1102531_A97US2V040B12X-*-*_08062019234255_0912090,No,No
2311374,Allied Air Enterprises,AIREASE,A962E SERIES,A96UH2E030B08*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,10/28/2015,03/18/2020,"United States, Canada",ES_1102531_A96UH2E030B08*-*_03052018223238_6446686,No,No
2311376,Allied Air Enterprises,AIREASE,A952E SERIES,A95DF2E110C20*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,02/09/2020,"United States, Canada",ES_1102531_A95DF2E110C20*-*_03052018223431_7063151,No,No
2311380,Allied Air Enterprises,AIREASE,A952E SERIES,A95DF2E090C16*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/18/2020,"United States, Canada",ES_1102531_A95DF2E090C16*-*_03052018223530_5047984,No,No
2311384,Allied Air Enterprises,AIREASE,A952E SERIES,A95DF2E070B16*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/18/2020,"United States, Canada",ES_1102531_A95DF2E070B16*-*_03052018223643_5997086,No,No
2311388,Allied Air Enterprises,AIREASE,A952E SERIES,A95DF2E045B12*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/18/2020,"United States, Canada",ES_1102531_A95DF2E045B12*-*_03052018223746_5748635,No,No
2311392,Allied Air Enterprises,AIREASE,A952E SERIES,A95UH2E135D20*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/18/2020,"United States, Canada",ES_1102531_A95UH2E135D20*-*_03052018223858_7014164,No,No
2311396,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV090C12S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,02/09/2020,"United States, Canada",ES_1102531_A97USMV090C12S-*_03052018224015_9380534,No,No
2311398,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV110C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,03/18/2020,"United States, Canada",ES_1102531_A97DSMV110C20S-*_03052018224120_2718569,No,No
2311399,Allied Air Enterprises,AIREASE,A95 Series,A95UH1E045B12-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,03/18/2020,"United States, Canada",ES_1102531_A95UH1E045B12-*_03052018224222_7595311,No,No
2311403,Allied Air Enterprises,AIREASE,A95 Series,A95UH1E070B12-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,03/18/2020,United States,ES_1102531_A95UH1E070B12-*_03052018224337_7704598,No,No
2311407,Allied Air Enterprises,AIREASE,A95 Series,A95UH1E090C16-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,02/08/2020,United States,ES_1102531_A95UH1E090C16-*_03052018224454_6275958,No,No
2311411,Allied Air Enterprises,AIREASE,A95 Series,A95UH1E110C20-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,02/04/2020,"United States, Canada",ES_1102531_A95UH1E110C20-*_03052018224553_7150730,No,No
2311415,Allied Air Enterprises,AIREASE,A95 Series,A95UH1E135D20-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,08/15/2015,03/18/2020,United States,ES_1102531_A95UH1E135D20-*_03052018224715_3027921,No,No
2311417,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V045B12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,03/18/2020,"United States, Canada",ES_1102531_A96DS2V045B12S-*_03052018224839_6320409,No,No
2311419,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V070B16S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,03/18/2020,"United States, Canada",ES_1102531_A96DS2V070B16S-*_03052018224943_2690869,No,No
2311421,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V090C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,03/18/2020,"United States, Canada",ES_1102531_A96DS2V090C20S-*_03052018225144_8965771,No,No
2311423,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V110C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,02/09/2020,"United States, Canada",ES_1102531_A96DS2V110C20S-*_03052018225241_5423869,No,No
2311425,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V045B12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,03/18/2020,"United States, Canada",ES_1102531_A96US2V045B12S-*_03052018225331_2069446,No,No
2311427,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V070B12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,03/18/2020,"United States, Canada",ES_1102531_A96US2V070B12S-*_03052018225458_0966306,No,No
2311429,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V090C12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,03/18/2020,"United States, Canada",ES_1102531_A96US2V090C12S-*_03052018225717_8176399,No,No
2311431,Allied Air Enterprises,AIREASE,A96US2V SERIES,A96US2V090C16*-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2015,03/18/2020,"United States, Canada",ES_1102531_A96US2V090C16*-*_03052018230054_6847792,No,No
2311433,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V090C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,02/09/2020,"United States, Canada",ES_1102531_A96US2V090C20S-*_03052018230302_8334192,No,No
2311435,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V110C16S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,03/18/2020,"United States, Canada",ES_1102531_A96US2V110C16S-*_03052018230420_1430911,No,No
2311437,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V110C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,02/08/2020,"United States, Canada",ES_1102531_A96US2V110C20S-*_03052018230619_7608320,No,No
2311440,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V135D20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,03/18/2020,"United States, Canada",ES_1102531_A96US2V135D20S-*_03052018230719_0293236,No,No
2311473,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV070B12S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/18/2020,"United States, Canada",ES_1102531_A97USMV070B12S-*_03052018234246_2955362,No,No
2311475,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV090C16S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,02/09/2020,"United States, Canada",ES_1102531_A97USMV090C16S-*_03052018234351_8452985,No,No
2311477,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV090C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/18/2020,"United States, Canada",ES_1102531_A97USMV090C20S-*_03052018234515_3173934,No,No
2311479,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV110C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/18/2020,"United States, Canada",ES_1102531_A97USMV110C20S-*_03052018234636_4907450,No,No
2311481,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV135D20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/18/2020,"United States, Canada",ES_1102531_A97USMV135D20S-*_03052018234736_7592365,No,No
2311483,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV070B12S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,03/18/2020,"United States, Canada",ES_1102531_A97DSMV070B12S-*_03052018234836_5435495,No,No
2311485,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV090C16S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,02/09/2020,"United States, Canada",ES_1102531_A97DSMV090C16S-*_03052018234923_0346593,No,No
2311487,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV090C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,03/18/2020,"United States, Canada",ES_1102531_A97DSMV090C20S-*_03052018235132_3294472,No,No
2320215,Allied Air Enterprises,AIREASE,A97US2V040B12X-*-*,A97US2V040B12X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,03/19/2020,"United States, Canada",ES_1102531_A97US2V040B12X-*-*_05212018235844_2033448,No,No
2320217,Allied Air Enterprises,AIREASE,A97US2V060B12X-**,A97US2V060B12X-**,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,03/19/2020,"United States, Canada",ES_1102531_A97US2V060B12X-**_05212018235955_1498267,No,No
2320219,Allied Air Enterprises,AIREASE,A97US2V080C16X-*-*,A97US2V080C16X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,02/09/2020,"United States, Canada",ES_1102531_A97US2V080C16X-*-*_05222018000121_2110256,No,No
2320221,Allied Air Enterprises,AIREASE,A97US2V080C20X-*-*,A97US2V080C20X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,03/19/2020,"United States, Canada",ES_1102531_A97US2V080C20X-*-*_05222018000215_0667103,No,No
2341690,Allied Air Enterprises,AIREASE,95G1UH-E Series,A95UH1E070B12*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,03/19/2020,"United States, Canada",ES_1102531_A95UH1E070B12*-**_07292019014723_7305609,No,No
2341742,Allied Air Enterprises,AIREASE,95G1UH-E Series,A95UH1E045B12*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,03/19/2020,"United States, Canada",ES_1102531_A95UH1E045B12*-**_07302019005756_0565864,No,No
2341947,Allied Air Enterprises,AIREASE,95G1UH-E Series,A95UH1E110C20*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,03/19/2020,"United States, Canada",ES_1102531_A95UH1E110C20*-**_07312019045653_4205784,No,No
2342042,Allied Air Enterprises,AIREASE,95G1UH-E Series,A95UH1E135D20*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,08/15/2015,02/03/2020,United States,ES_1102531_A95UH1E135D20*-**_07312019051351_1952382,No,No
2342045,Allied Air Enterprises,AIREASE,95G1UH-E Series,A95UH1E090C16*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,02/08/2020,"United States, Canada",ES_1102531_A95UH1E090C16*-**_07312019051813_7878740,No,No
2342400,Allied Air Enterprises,AIREASE,SL297V,A97US2V080C20X-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,03/01/2018,03/19/2020,United States,ES_1102531_A97US2V080C20X-*_08012019205315_6738770,No,No
2342930,Allied Air Enterprises,AIREASE,A93DF1E070B12A*,A93DF1E070B12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93DF1E070B12A*_08022019211636_8180154,No,No
2342933,Allied Air Enterprises,AIREASE,A93UH1E110C16A*,A93UH1E110C16A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E110C16A*_08022019212101_9930600,No,No
2342935,Allied Air Enterprises,AIREASE,A93UH1E030B12A*,A93UH1E030B12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E030B12A*_08022019212240_3848567,No,No
2342937,Allied Air Enterprises,AIREASE,A93UH1E045C12A*,A93UH1E045C12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,02/09/2020,"United States, Canada",ES_1102531_A93UH1E045C12A*_08022019212436_6274935,No,No
2342940,Allied Air Enterprises,AIREASE,A96UH2E045B12*-*,A96UH2E045B12*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,03/18/2020,"United States, Canada",ES_1102531_A96UH2E045B12*-*_08022019212611_2864690,No,No
2342942,Allied Air Enterprises,AIREASE,EL296XV Series,A96DS2V110C20-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2011,03/19/2020,"United States, Canada",ES_1102531_A96DS2V110C20-*_08022019213609_9100459,No,No
2342952,Allied Air Enterprises,AIREASE,A93UH1E090C16A*,A93UH1E090C16A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E090C16A*_08022019214635_3519131,No,No
2342954,Allied Air Enterprises,AIREASE,A93DF1E045B12A*,A93DF1E045B12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93DF1E045B12A*_08022019214817_5006073,No,No
2342980,Allied Air Enterprises,AIREASE,A93UH1E110C20A*,A93UH1E110C20A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E110C20A*_08022019215500_2991989,No,No
2342982,Allied Air Enterprises,AIREASE,A93UH1E070B12A*,A93UH1E070B12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E070B12A*_08022019220617_3382806,No,No
2343108,Allied Air Enterprises,AIREASE,A93UH1E090C12A*,A93UH1E090C12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E090C12A*_08062019185226_3283750,No,No
2343141,Allied Air Enterprises,AIREASE,EL296XV Series,A96US2V090C20-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2011,03/19/2020,"United States, Canada",ES_1102531_A96US2V090C20-*_08062019185746_5925358,No,No
2337717,Allied Air Enterprises,Armstrong Air,A96UH2E045B12*-*,A96UH2E045B12*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,03/18/2020,"United States, Canada",ES_1102531_A96UH2E045B12*-*_05032019213057_2534406,No,No
2341689,Allied Air Enterprises,Armstrong Air,95G1UH-E Series,A95UH1E070B12*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,03/19/2020,"United States, Canada",ES_1102531_A95UH1E070B12*-**_07292019014705_0400391,No,No
2341741,Allied Air Enterprises,Armstrong Air,95G1UH-E Series,A95UH1E045B12*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,03/19/2020,"United States, Canada",ES_1102531_A95UH1E045B12*-**_07302019005754_9518304,No,No
2341946,Allied Air Enterprises,Armstrong Air,95G1UH-E Series,A95UH1E110C20*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,03/19/2020,"United States, Canada",ES_1102531_A95UH1E110C20*-**_07312019045651_4794428,No,No
2342041,Allied Air Enterprises,Armstrong Air,95G1UH-E Series,A95UH1E135D20*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,08/15/2015,02/03/2020,United States,ES_1102531_A95UH1E135D20*-**_07312019051349_0589179,No,No
2342044,Allied Air Enterprises,Armstrong Air,95G1UH-E Series,A95UH1E090C16*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,02/08/2020,"United States, Canada",ES_1102531_A95UH1E090C16*-**_07312019051812_4563690,No,No
2342399,Allied Air Enterprises,Armstrong Air,SL297V,A97US2V080C20X-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,03/01/2018,03/19/2020,United States,ES_1102531_A97US2V080C20X-*_08012019205313_7152691,No,No
2342929,Allied Air Enterprises,Armstrong Air,A93DF1E070B12A*,A93DF1E070B12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93DF1E070B12A*_08022019211630_1756231,No,No
2342932,Allied Air Enterprises,Armstrong Air,A93UH1E110C16A*,A93UH1E110C16A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E110C16A*_08022019212054_2285179,No,No
2342934,Allied Air Enterprises,Armstrong Air,A93UH1E030B12A*,A93UH1E030B12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E030B12A*_08022019212235_7217684,No,No
2342936,Allied Air Enterprises,Armstrong Air,A93UH1E045C12A*,A93UH1E045C12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,02/09/2020,"United States, Canada",ES_1102531_A93UH1E045C12A*_08022019212430_8280848,No,No
2342941,Allied Air Enterprises,Armstrong Air,EL296XV Series,A96DS2V110C20-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2011,03/19/2020,"United States, Canada",ES_1102531_A96DS2V110C20-*_08022019213606_8500624,No,No
2342951,Allied Air Enterprises,Armstrong Air,A93UH1E090C16A*,A93UH1E090C16A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E090C16A*_08022019214633_5536235,No,No
2342953,Allied Air Enterprises,Armstrong Air,A93DF1E045B12A*,A93DF1E045B12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93DF1E045B12A*_08022019214815_6151125,No,No
2342979,Allied Air Enterprises,Armstrong Air,A93UH1E110C20A*,A93UH1E110C20A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E110C20A*_08022019215457_5357757,No,No
2342981,Allied Air Enterprises,Armstrong Air,A93UH1E070B12A*,A93UH1E070B12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E070B12A*_08022019220615_4004470,No,No
2343107,Allied Air Enterprises,Armstrong Air,A93UH1E090C12A*,A93UH1E090C12A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93UH1E090C12A*_08062019185216_5387157,No,No
2343328,Allied Air Enterprises,Armstrong Air,A93DF1E090C16A*,A93DF1E090C16A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93DF1E090C16A*_08062019190657_7945061,No,No
2343372,Allied Air Enterprises,Armstrong Air,EL296XV Series,A96US2V135D20-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2011,02/09/2020,"United States, Canada",ES_1102531_A96US2V135D20-*_08062019193738_0138874,No,No
2343562,Allied Air Enterprises,Armstrong Air,EL95DF-E SERIES,A95DF1E110C20*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,04/01/2011,03/19/2020,"United States, Canada",ES_1102531_A95DF1E110C20*-**_08062019211653_1502532,No,No
2343979,Allied Air Enterprises,Armstrong Air,EL296XV Series,A96US2V110C20-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2011,03/19/2020,"United States, Canada",ES_1102531_A96US2V110C20-*_08062019232152_6751666,No,No
2344034,Allied Air Enterprises,Armstrong Air,EL296XV Series,A96DS2V090C20-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2011,03/19/2020,"United States, Canada",ES_1102531_A96DS2V090C20-*_08062019233055_0111408,No,No
2344051,Allied Air Enterprises,Armstrong Air,EL95DF-E SERIES,A95DF1E070B16*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,04/01/2011,03/19/2020,"United States, Canada",ES_1102531_A95DF1E070B16*-**_08062019233753_5034779,No,No
2344053,Allied Air Enterprises,Armstrong Air,EL95DF-E SERIES,A95DF1E090C16*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,04/01/2011,02/09/2020,"United States, Canada",ES_1102531_A95DF1E090C16*-**_08062019233806_4295358,No,No
2344057,Allied Air Enterprises,Armstrong Air,EL95DF-E SERIES,A95DF1E045B12*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,04/01/2011,03/19/2020,"United States, Canada",ES_1102531_A95DF1E045B12*-**_08062019233913_4239355,No,No
2344981,Allied Air Enterprises,Armstrong Air,A96DF2E090C16*-*,A96DF2E090C16*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,03/18/2020,"United States, Canada",ES_1102531_A96DF2E090C16*-*_08202019190243_7631831,No,No
2344983,Allied Air Enterprises,Armstrong Air,A96UH2E070B12*-*,A96UH2E070B12*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,02/04/2020,"United States, Canada",ES_1102531_A96UH2E070B12*-*_08202019191218_7648521,No,No
2344985,Allied Air Enterprises,Armstrong Air,A96UH2E090C16*-*,A96UH2E090C16*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,02/03/2020,"United States, Canada",ES_1102531_A96UH2E090C16*-*_08202019191527_6334908,No,No
2344987,Allied Air Enterprises,Armstrong Air,A96UH2E110C20*-*,A96UH2E110C20*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,03/18/2020,"United States, Canada",ES_1102531_A96UH2E110C20*-*_08202019191953_2304695,No,No
2344989,Allied Air Enterprises,Armstrong Air,A96DF2E070B16*-*,A96DF2E070B16*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,03/18/2020,"United States, Canada",ES_1102531_A96DF2E070B16*-*_08202019192523_5459834,No,No
2343329,Allied Air Enterprises,AIREASE,A93DF1E090C16A*,A93DF1E090C16A*,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,03/19/2020,"United States, Canada",ES_1102531_A93DF1E090C16A*_08062019190703_4543708,No,No
2343373,Allied Air Enterprises,AIREASE,EL296XV Series,A96US2V135D20-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2011,02/09/2020,"United States, Canada",ES_1102531_A96US2V135D20-*_08062019193743_5166574,No,No
2343563,Allied Air Enterprises,AIREASE,EL95DF-E SERIES,A95DF1E110C20*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,04/01/2011,03/19/2020,"United States, Canada",ES_1102531_A95DF1E110C20*-**_08062019211655_9485427,No,No
2343980,Allied Air Enterprises,AIREASE,EL296XV Series,A96US2V110C20-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2011,03/19/2020,"United States, Canada",ES_1102531_A96US2V110C20-*_08062019232154_8081849,No,No
2344035,Allied Air Enterprises,AIREASE,EL296XV Series,A96DS2V090C20-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2011,03/19/2020,"United States, Canada",ES_1102531_A96DS2V090C20-*_08062019233058_6982271,No,No
2344052,Allied Air Enterprises,AIREASE,EL95DF-E SERIES,A95DF1E070B16*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,04/01/2011,03/19/2020,"United States, Canada",ES_1102531_A95DF1E070B16*-**_08062019233757_3857491,No,No
2344054,Allied Air Enterprises,AIREASE,EL95DF-E SERIES,A95DF1E090C16*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,04/01/2011,02/09/2020,"United States, Canada",ES_1102531_A95DF1E090C16*-**_08062019233811_4655996,No,No
2344058,Allied Air Enterprises,AIREASE,EL95DF-E SERIES,A95DF1E045B12*-**,,"Natural Gas,Propane Gas",All,95,Not Applicable,04/01/2011,03/19/2020,"United States, Canada",ES_1102531_A95DF1E045B12*-**_08062019233915_7380464,No,No
2344982,Allied Air Enterprises,AIREASE,A96DF2E090C16*-*,A96DF2E090C16*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,03/18/2020,"United States, Canada",ES_1102531_A96DF2E090C16*-*_08202019190258_1636704,No,No
2344984,Allied Air Enterprises,AIREASE,A96UH2E070B12*-*,A96UH2E070B12*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,02/04/2020,"United States, Canada",ES_1102531_A96UH2E070B12*-*_08202019191220_5980864,No,No
2344986,Allied Air Enterprises,AIREASE,A96UH2E090C16*-*,A96UH2E090C16*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,02/03/2020,"United States, Canada",ES_1102531_A96UH2E090C16*-*_08202019191530_3728377,No,No
2344988,Allied Air Enterprises,AIREASE,A96UH2E110C20*-*,A96UH2E110C20*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,03/18/2020,"United States, Canada",ES_1102531_A96UH2E110C20*-*_08202019191957_8445209,No,No
2344990,Allied Air Enterprises,AIREASE,A96DF2E070B16*-*,A96DF2E070B16*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,03/18/2020,"United States, Canada",ES_1102531_A96DF2E070B16*-*_08202019192526_2712382,No,No
2344992,Allied Air Enterprises,AIREASE,A96DF2E110C20*-*,A96DF2E110C20*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,03/18/2020,"United States, Canada",ES_1102531_A96DF2E110C20*-*_08202019192844_8422527,No,No
