Permit_number,Schedule_Date,Schedule_time,Base_Number,Last_Updated_Date,Last_Updated_Time
BA500,09/24/2020,10:00AM,B01614,05/10/2020,18:05:03.586
BB271,05/14/2020,9:45AM,B01109,05/10/2020,18:05:03.586
BA472,09/03/2020,10:15AM,B02531,05/10/2020,18:05:03.586
BA178,06/09/2020,10:30AM,B03027,05/10/2020,18:05:03.586
AC806,06/25/2020,9:15AM,B02540,05/10/2020,18:05:03.586
AD095,07/10/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AA678,06/25/2020,9:00AM,B01196,05/10/2020,18:05:03.586
AF726,09/17/2020,9:45AM,,05/10/2020,18:05:03.586
AC249,06/24/2020,9:00AM,B02638,05/10/2020,18:05:03.586
BA484,06/30/2020,10:00AM,,05/10/2020,18:05:03.586
AC707,06/15/2020,9:15AM,B02219,05/10/2020,18:05:03.586
AD767,07/13/2020,9:45AM,B02660,05/10/2020,18:05:03.586
AC032,11/10/2020,9:45AM,B01717,05/10/2020,18:05:03.586
BB158,09/24/2020,10:00AM,B02806,05/10/2020,18:05:03.586
AB891,09/09/2020,9:15AM,B02089,05/10/2020,18:05:03.586
AF127,05/29/2020,10:00AM,B03036,05/10/2020,18:05:03.586
BA616,10/30/2020,10:15AM,,05/10/2020,18:05:03.586
AA024,09/01/2020,9:00AM,B01196,05/10/2020,18:05:03.586
AC474,06/10/2020,9:30AM,B02520,05/10/2020,18:05:03.586
AF921,09/04/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AC776,09/17/2020,10:45AM,B02937,05/10/2020,18:05:03.586
BA584,06/15/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BA267,06/03/2020,10:15AM,B01848,05/10/2020,18:05:03.586
AE092,07/29/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AB023,07/10/2020,9:00AM,,05/10/2020,18:05:03.586
BB513,08/18/2020,9:15AM,B02660,05/10/2020,18:05:03.586
AD106,06/19/2020,9:30AM,B03036,05/10/2020,18:05:03.586
AC248,11/10/2020,9:30AM,B03036,05/10/2020,18:05:03.586
BB412,08/19/2020,10:00AM,B01109,05/10/2020,18:05:03.586
BA970,08/11/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AA626,10/15/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AC017,09/17/2020,9:15AM,,05/10/2020,18:05:03.586
BA900,11/06/2020,9:45AM,B02932,05/10/2020,18:05:03.586
BA663,08/31/2020,10:30AM,B03027,05/10/2020,18:05:03.586
AE380,07/24/2020,9:30AM,B02346,05/10/2020,18:05:03.586
AB944,05/11/2020,9:45AM,B02183,05/10/2020,18:05:03.586
BC319,07/30/2020,11:00AM,B02182,05/10/2020,18:05:03.586
AF409,07/01/2020,10:15AM,,05/10/2020,18:05:03.586
AC463,09/21/2020,10:30AM,,05/10/2020,18:05:03.586
BB626,09/16/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AA182,08/05/2020,10:00AM,B01593,05/10/2020,18:05:03.586
AF221,06/19/2020,10:15AM,B02932,05/10/2020,18:05:03.586
BB556,09/24/2020,10:15AM,B02932,05/10/2020,18:05:03.586
AF741,07/09/2020,10:30AM,B01848,05/10/2020,18:05:03.586
BB100,05/11/2020,9:30AM,B01848,05/10/2020,18:05:03.586
BC145,08/05/2020,10:30AM,B03152,05/10/2020,18:05:03.586
AF747,06/25/2020,10:30AM,B00653,05/10/2020,18:05:03.586
BB455,09/28/2020,10:30AM,B01313,05/10/2020,18:05:03.586
AA699,10/19/2020,9:00AM,B02346,05/10/2020,18:05:03.586
AC663,06/15/2020,9:15AM,,05/10/2020,18:05:03.586
AF394,07/08/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AB930,10/20/2020,9:30AM,B90675,05/10/2020,18:05:03.586
AE479,06/16/2020,9:45AM,B02822,05/10/2020,18:05:03.586
AB421,10/07/2020,9:45AM,B02638,05/10/2020,18:05:03.586
AD051,05/26/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AC640,10/21/2020,10:00AM,B02346,05/10/2020,18:05:03.586
AB644,06/04/2020,10:15AM,B02183,05/10/2020,18:05:03.586
AE070,06/08/2020,10:15AM,B02932,05/10/2020,18:05:03.586
AD703,06/02/2020,10:00AM,B02183,05/10/2020,18:05:03.586
AF991,10/01/2020,10:30AM,B02805,05/10/2020,18:05:03.586
BB343,11/04/2020,9:30AM,B02822,05/10/2020,18:05:03.586
AF113,10/05/2020,10:00AM,,05/10/2020,18:05:03.586
AC574,06/01/2020,9:45AM,B02089,05/10/2020,18:05:03.586
AA221,10/09/2020,9:00AM,B01285,05/10/2020,18:05:03.586
BB805,06/10/2020,10:45AM,B02822,05/10/2020,18:05:03.586
BA620,06/22/2020,10:30AM,,05/10/2020,18:05:03.586
AD045,06/24/2020,9:15AM,B02651,05/10/2020,18:05:03.586
BC163,08/28/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AE011,08/03/2020,10:00AM,B02660,05/10/2020,18:05:03.586
AB474,06/16/2020,9:00AM,,05/10/2020,18:05:03.586
BB009,09/10/2020,9:15AM,B01614,05/10/2020,18:05:03.586
BB458,08/11/2020,9:30AM,B01811,05/10/2020,18:05:03.586
AD666,05/26/2020,10:15AM,B01332,05/10/2020,18:05:03.586
AB035,10/29/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AB961,05/18/2020,9:30AM,B01124,05/10/2020,18:05:03.586
BA440,09/30/2020,9:30AM,B02660,05/10/2020,18:05:03.586
AA900,10/05/2020,9:00AM,B01010,05/10/2020,18:05:03.586
AC665,05/26/2020,10:00AM,,05/10/2020,18:05:03.586
AD206,06/10/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AE140,07/21/2020,9:45AM,B02932,05/10/2020,18:05:03.586
BA360,11/02/2020,10:45AM,B02772,05/10/2020,18:05:03.586
AB030,09/01/2020,9:15AM,B02183,05/10/2020,18:05:03.586
AF335,07/24/2020,10:15AM,,05/10/2020,18:05:03.586
AF509,07/30/2020,10:15AM,B02346,05/10/2020,18:05:03.586
AA264,09/09/2020,10:45AM,,05/10/2020,18:05:03.586
AD134,06/15/2020,9:30AM,B02638,05/10/2020,18:05:03.586
AD894,07/30/2020,9:15AM,B00375,05/10/2020,18:05:03.586
BB195,09/14/2020,9:30AM,B02660,05/10/2020,18:05:03.586
AE005,08/24/2020,9:30AM,,05/10/2020,18:05:03.586
AB125,08/14/2020,10:00AM,B02219,05/10/2020,18:05:03.586
aa055,10/16/2020,9:00AM,B01678,05/10/2020,18:05:03.586
AE524,07/20/2020,10:00AM,B02847,05/10/2020,18:05:03.586
BB809,09/24/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AD922,05/19/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AE620,07/14/2020,9:30AM,B02660,05/10/2020,18:05:03.586
BB022,07/08/2020,10:45AM,B02847,05/10/2020,18:05:03.586
AC868,06/03/2020,9:15AM,B02377,05/10/2020,18:05:03.586
AB070,05/22/2020,10:45AM,B01339,05/10/2020,18:05:03.586
AD362,07/27/2020,9:30AM,B02847,05/10/2020,18:05:03.586
AA761,11/04/2020,9:30AM,B00937,05/10/2020,18:05:03.586
AC865,10/14/2020,9:45AM,,05/10/2020,18:05:03.586
AB275,08/07/2020,9:00AM,B00647,05/10/2020,18:05:03.586
AB055,10/28/2020,10:00AM,B02932,05/10/2020,18:05:03.586
BB325,10/26/2020,10:30AM,,05/10/2020,18:05:03.586
AF808,09/30/2020,9:45AM,B03112,05/10/2020,18:05:03.586
AC298,05/27/2020,10:00AM,B90675,05/10/2020,18:05:03.586
AC750,05/22/2020,10:00AM,B02660,05/10/2020,18:05:03.586
AE101,08/04/2020,9:15AM,B01196,05/10/2020,18:05:03.586
AC451,10/19/2020,10:00AM,,05/10/2020,18:05:03.586
AF443,09/29/2020,10:45AM,B01196,05/10/2020,18:05:03.586
AA090,10/27/2020,9:15AM,B02932,05/10/2020,18:05:03.586
AC551,08/11/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AA558,11/09/2020,9:45AM,B01313,05/10/2020,18:05:03.586
AD874,05/13/2020,10:30AM,B01010,05/10/2020,18:05:03.586
BB263,07/23/2020,10:45AM,,05/10/2020,18:05:03.586
BA304,09/30/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AC321,10/30/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AD908,07/08/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AD901,06/02/2020,10:00AM,B00653,05/10/2020,18:05:03.586
AE612,06/26/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AF881,06/19/2020,10:30AM,B03036,05/10/2020,18:05:03.586
BB656,06/23/2020,10:45AM,B01455,05/10/2020,18:05:03.586
AD326,08/06/2020,10:45AM,,05/10/2020,18:05:03.586
BB431,09/29/2020,9:00AM,B02346,05/10/2020,18:05:03.586
AD795,05/19/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AC173,05/22/2020,9:30AM,B02183,05/10/2020,18:05:03.586
BB708,06/30/2020,10:30AM,B02183,05/10/2020,18:05:03.586
AA080,10/01/2020,9:00AM,B01340,05/10/2020,18:05:03.586
BB485,09/17/2020,9:45AM,B01614,05/10/2020,18:05:03.586
AB723,07/02/2020,9:00AM,B02414,05/10/2020,18:05:03.586
AD002,06/11/2020,9:30AM,B02107,05/10/2020,18:05:03.586
BA123,06/09/2020,10:30AM,B02605,05/10/2020,18:05:03.586
AC945,06/29/2020,9:30AM,,05/10/2020,18:05:03.586
AC456,07/02/2020,9:00AM,B01455,05/10/2020,18:05:03.586
BA048,07/13/2020,10:45AM,B02605,05/10/2020,18:05:03.586
ab876,09/17/2020,10:30AM,B02932,05/10/2020,18:05:03.586
BB295,09/02/2020,9:45AM,B02657,05/10/2020,18:05:03.586
AD990,07/14/2020,9:15AM,B02415,05/10/2020,18:05:03.586
AC255,05/19/2020,10:00AM,B02822,05/10/2020,18:05:03.586
BC212,07/23/2020,10:45AM,B03027,05/10/2020,18:05:03.586
AD734,10/14/2020,10:15AM,B01811,05/10/2020,18:05:03.586
AC107,06/19/2020,9:15AM,B02902,05/10/2020,18:05:03.586
AF463,08/25/2020,10:15AM,,05/10/2020,18:05:03.586
AE151,11/04/2020,9:00AM,,05/10/2020,18:05:03.586
AF124,07/29/2020,9:45AM,B01777,05/10/2020,18:05:03.586
BC252,08/04/2020,9:45AM,B03027,05/10/2020,18:05:03.586
AD352,06/30/2020,9:15AM,B01614,05/10/2020,18:05:03.586
AB273,06/04/2020,9:00AM,B02414,05/10/2020,18:05:03.586
AE144,06/15/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AD773,06/29/2020,9:45AM,,05/10/2020,18:05:03.586
AA337,08/19/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AD055,08/05/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AF018,09/11/2020,10:45AM,B02346,05/10/2020,18:05:03.586
BA834,06/02/2020,10:45AM,B01614,05/10/2020,18:05:03.586
BA412,09/16/2020,9:45AM,B02107,05/10/2020,18:05:03.586
AF639,09/14/2020,10:00AM,B02847,05/10/2020,18:05:03.586
AD674,06/15/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AC895,05/26/2020,10:15AM,B03027,05/10/2020,18:05:03.586
AC894,06/08/2020,9:30AM,B00937,05/10/2020,18:05:03.586
BC238,07/08/2020,9:00AM,B03152,05/10/2020,18:05:03.586
AF599,10/19/2020,10:15AM,B01734,05/10/2020,18:05:03.586
BA856,06/30/2020,10:15AM,,05/10/2020,18:05:03.586
AD955,08/07/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AE674,08/10/2020,10:30AM,B01332,05/10/2020,18:05:03.586
BB866,08/07/2020,10:45AM,B01231,05/10/2020,18:05:03.586
BB559,06/25/2020,10:45AM,B02847,05/10/2020,18:05:03.586
AE390,09/23/2020,10:15AM,B02638,05/10/2020,18:05:03.586
AA027,09/23/2020,9:45AM,B02847,05/10/2020,18:05:03.586
AF532,07/10/2020,10:00AM,B01678,05/10/2020,18:05:03.586
AF797,07/23/2020,10:15AM,B01614,05/10/2020,18:05:03.586
BA517,10/09/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AB165,07/02/2020,9:00AM,B01777,05/10/2020,18:05:03.586
BC124,08/10/2020,9:15AM,B03027,05/10/2020,18:05:03.586
BB586,10/27/2020,9:15AM,B02805,05/10/2020,18:05:03.586
AC269,11/10/2020,9:30AM,,05/10/2020,18:05:03.586
AD876,06/18/2020,10:00AM,B01614,05/10/2020,18:05:03.586
AF283,07/17/2020,10:30AM,B03036,05/10/2020,18:05:03.586
AC191,10/14/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AF277,10/07/2020,10:15AM,B02219,05/10/2020,18:05:03.586
AC617,07/20/2020,9:15AM,,05/10/2020,18:05:03.586
BA723,07/29/2020,10:30AM,B02219,05/10/2020,18:05:03.586
BB071,07/14/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AE142,11/05/2020,9:15AM,B03152,05/10/2020,18:05:03.586
BB502,05/12/2020,9:00AM,B01010,05/10/2020,18:05:03.586
AA837,09/09/2020,9:00AM,B02346,05/10/2020,18:05:03.586
BA868,07/22/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AD932,08/24/2020,9:30AM,B02638,05/10/2020,18:05:03.586
AE078,07/23/2020,9:15AM,B02932,05/10/2020,18:05:03.586
BA976,07/14/2020,10:15AM,B02822,05/10/2020,18:05:03.586
AA917,09/25/2020,10:45AM,B02183,05/10/2020,18:05:03.586
AB432,05/22/2020,9:00AM,,05/10/2020,18:05:03.586
AD736,06/08/2020,10:00AM,B02932,05/10/2020,18:05:03.586
BA688,08/10/2020,9:00AM,B01010,05/10/2020,18:05:03.586
BA797,07/28/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AD483,06/10/2020,9:45AM,B01313,05/10/2020,18:05:03.586
AD925,06/24/2020,9:45AM,B01436,05/10/2020,18:05:03.586
AB472,11/02/2020,9:30AM,,05/10/2020,18:05:03.586
BA050,09/11/2020,10:00AM,B02847,05/10/2020,18:05:03.586
BA865,11/06/2020,9:30AM,B03027,05/10/2020,18:05:03.586
BA444,07/07/2020,10:15AM,,05/10/2020,18:05:03.586
AF841,09/22/2020,10:00AM,B02804,05/10/2020,18:05:03.586
AD421,07/17/2020,9:30AM,B00937,05/10/2020,18:05:03.586
BA960,06/30/2020,10:15AM,B01848,05/10/2020,18:05:03.586
BB946,06/23/2020,10:45AM,B02816,05/10/2020,18:05:03.586
AC117,05/27/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AC730,08/07/2020,10:15AM,B90639,05/10/2020,18:05:03.586
AF716,08/21/2020,10:00AM,,05/10/2020,18:05:03.586
AC497,07/27/2020,9:15AM,,05/10/2020,18:05:03.586
BC165,06/25/2020,10:45AM,B03027,05/10/2020,18:05:03.586
AF645,09/03/2020,10:00AM,B03027,05/10/2020,18:05:03.586
AC101,05/13/2020,10:15AM,B02932,05/10/2020,18:05:03.586
BA325,07/10/2020,10:00AM,B01081,05/10/2020,18:05:03.586
AC647,06/17/2020,9:30AM,B01777,05/10/2020,18:05:03.586
AC948,06/09/2020,9:45AM,,05/10/2020,18:05:03.586
AF389,06/16/2020,10:00AM,B02772,05/10/2020,18:05:03.586
BB408,10/30/2020,10:30AM,,05/10/2020,18:05:03.586
AA510,06/19/2020,9:00AM,B90675,05/10/2020,18:05:03.586
BA064,06/18/2020,11:00AM,B02937,05/10/2020,18:05:03.586
AB169,08/26/2020,9:15AM,B01536,05/10/2020,18:05:03.586
AD261,08/25/2020,9:00AM,B03027,05/10/2020,18:05:03.586
AB203,06/18/2020,9:00AM,B02660,05/10/2020,18:05:03.586
AD012,11/10/2020,10:00AM,B03036,05/10/2020,18:05:03.586
AC358,08/13/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AE152,07/09/2020,10:00AM,B02822,05/10/2020,18:05:03.586
BA373,10/15/2020,10:15AM,B01145,05/10/2020,18:05:03.586
BA337,06/29/2020,10:15AM,B02902,05/10/2020,18:05:03.586
AE375,08/17/2020,9:45AM,B01614,05/10/2020,18:05:03.586
AC773,10/09/2020,9:45AM,B02759,05/10/2020,18:05:03.586
AC962,10/27/2020,10:30AM,B00937,05/10/2020,18:05:03.586
AF757,06/08/2020,10:30AM,B01510,05/10/2020,18:05:03.586
AA808,10/16/2020,9:15AM,B03036,05/10/2020,18:05:03.586
AE835,06/22/2020,10:00AM,B03152,05/10/2020,18:05:03.586
AA668,05/13/2020,9:45AM,,05/10/2020,18:05:03.586
BC052,11/09/2020,11:00AM,B02520,05/10/2020,18:05:03.586
AA974,06/01/2020,9:00AM,B01536,05/10/2020,18:05:03.586
AE462,08/31/2020,10:15AM,B01614,05/10/2020,18:05:03.586
BC146,06/22/2020,10:45AM,B01455,05/10/2020,18:05:03.586
AE691,08/17/2020,10:00AM,,05/10/2020,18:05:03.586
AB902,05/14/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AE696,05/21/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AA655,10/05/2020,9:00AM,,05/10/2020,18:05:03.586
AB882,11/06/2020,9:00AM,B01777,05/10/2020,18:05:03.586
BB926,08/12/2020,9:15AM,,05/10/2020,18:05:03.586
AE256,08/14/2020,10:45AM,B01313,05/10/2020,18:05:03.586
AA798,06/11/2020,9:00AM,B01234,05/10/2020,18:05:03.586
AA738,06/02/2020,9:00AM,B00860,05/10/2020,18:05:03.586
AB781,05/11/2020,9:30AM,B02414,05/10/2020,18:05:03.586
BA066,10/30/2020,9:45AM,B01678,05/10/2020,18:05:03.586
AF150,06/26/2020,10:30AM,B00350,05/10/2020,18:05:03.586
AE707,09/30/2020,10:30AM,B02822,05/10/2020,18:05:03.586
AB044,10/28/2020,10:00AM,B00221,05/10/2020,18:05:03.586
AE143,06/30/2020,9:30AM,B02816,05/10/2020,18:05:03.586
AE702,07/09/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AB032,10/08/2020,9:30AM,,05/10/2020,18:05:03.586
BA387,05/27/2020,9:15AM,B02759,05/10/2020,18:05:03.586
AE926,05/19/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AB782,10/26/2020,9:45AM,,05/10/2020,18:05:03.586
AB417,06/01/2020,9:15AM,,05/10/2020,18:05:03.586
AE632,07/01/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AD670,07/20/2020,9:30AM,,05/10/2020,18:05:03.586
AE321,07/27/2020,9:45AM,B01065,05/10/2020,18:05:03.586
AD284,07/08/2020,9:30AM,B01285,05/10/2020,18:05:03.586
AB579,07/24/2020,9:00AM,B01455,05/10/2020,18:05:03.586
AA409,08/13/2020,9:30AM,B02932,05/10/2020,18:05:03.586
BB198,09/16/2020,9:30AM,B02660,05/10/2020,18:05:03.586
AF737,06/08/2020,10:30AM,,05/10/2020,18:05:03.586
AA361,11/09/2020,9:30AM,B01083,05/10/2020,18:05:03.586
BB870,07/15/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AA866,07/02/2020,9:00AM,B01614,05/10/2020,18:05:03.586
AD924,08/26/2020,9:45AM,B02219,05/10/2020,18:05:03.586
AC641,10/27/2020,10:15AM,B01455,05/10/2020,18:05:03.586
AF033,06/19/2020,10:15AM,,05/10/2020,18:05:03.586
AB466,08/05/2020,10:15AM,B90639,05/10/2020,18:05:03.586
BA746,08/18/2020,9:00AM,B03027,05/10/2020,18:05:03.586
AF892,06/11/2020,10:30AM,,05/10/2020,18:05:03.586
AE508,06/17/2020,10:00AM,B02414,05/10/2020,18:05:03.586
BA468,09/08/2020,10:00AM,,05/10/2020,18:05:03.586
AF550,08/03/2020,9:00AM,B03027,05/10/2020,18:05:03.586
AD331,05/15/2020,9:30AM,B02414,05/10/2020,18:05:03.586
AB684,10/26/2020,9:30AM,B01600,05/10/2020,18:05:03.586
AC974,06/12/2020,9:45AM,B03036,05/10/2020,18:05:03.586
BC287,05/14/2020,11:00AM,B02182,05/10/2020,18:05:03.586
BB031,06/30/2020,10:30AM,,05/10/2020,18:05:03.586
BA451,05/20/2020,9:30AM,B01340,05/10/2020,18:05:03.586
AF487,07/29/2020,10:00AM,B02932,05/10/2020,18:05:03.586
aa729,10/07/2020,9:30AM,B01848,05/10/2020,18:05:03.586
ab027,10/21/2020,9:30AM,B01848,05/10/2020,18:05:03.586
BC297,06/11/2020,11:00AM,B02182,05/10/2020,18:05:03.586
AA356,06/04/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AB481,08/19/2020,9:00AM,B02346,05/10/2020,18:05:03.586
BA286,06/30/2020,9:45AM,B01362,05/10/2020,18:05:03.586
AC521,05/22/2020,9:45AM,B03036,05/10/2020,18:05:03.586
AE943,07/27/2020,10:00AM,B02847,05/10/2020,18:05:03.586
AE153,05/19/2020,10:45AM,B01339,05/10/2020,18:05:03.586
aa904,10/21/2020,9:15AM,B01362,05/10/2020,18:05:03.586
BB610,08/11/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AE840,06/15/2020,10:15AM,B02772,05/10/2020,18:05:03.586
AE836,07/13/2020,10:30AM,B03152,05/10/2020,18:05:03.586
AC300,05/27/2020,10:00AM,B90675,05/10/2020,18:05:03.586
AC340,06/12/2020,9:30AM,,05/10/2020,18:05:03.586
AF798,08/17/2020,10:45AM,B02847,05/10/2020,18:05:03.586
ab136,10/02/2020,9:30AM,B02346,05/10/2020,18:05:03.586
AB648,06/25/2020,9:00AM,B00860,05/10/2020,18:05:03.586
AA897,11/10/2020,9:00AM,B02932,05/10/2020,18:05:03.586
BA768,10/14/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BB251,10/05/2020,10:45AM,B01231,05/10/2020,18:05:03.586
BB728,10/14/2020,10:45AM,B01313,05/10/2020,18:05:03.586
BA512,09/23/2020,9:15AM,B01614,05/10/2020,18:05:03.586
BB127,07/22/2020,10:30AM,B01811,05/10/2020,18:05:03.586
AA504,06/05/2020,9:00AM,,05/10/2020,18:05:03.586
AE661,06/09/2020,10:15AM,B02219,05/10/2020,18:05:03.586
AE333,06/22/2020,9:45AM,B01678,05/10/2020,18:05:03.586
AA398,11/04/2020,9:15AM,B00647,05/10/2020,18:05:03.586
AD735,06/02/2020,10:00AM,B03027,05/10/2020,18:05:03.586
aa371,10/01/2020,9:15AM,B02932,05/10/2020,18:05:03.586
BA232,09/21/2020,9:30AM,B02539,05/10/2020,18:05:03.586
BA290,06/23/2020,10:00AM,B02089,05/10/2020,18:05:03.586
BA406,10/20/2020,10:15AM,B01128,05/10/2020,18:05:03.586
BB023,09/24/2020,10:45AM,B03027,05/10/2020,18:05:03.586
AD877,06/25/2020,9:45AM,B02902,05/10/2020,18:05:03.586
BB475,08/04/2020,9:30AM,B02816,05/10/2020,18:05:03.586
AC213,06/24/2020,9:00AM,,05/10/2020,18:05:03.586
AA854,11/02/2020,9:15AM,B02660,05/10/2020,18:05:03.586
AE880,07/01/2020,10:00AM,B02346,05/10/2020,18:05:03.586
AB156,10/28/2020,10:00AM,B01313,05/10/2020,18:05:03.586
AB526,06/01/2020,9:15AM,,05/10/2020,18:05:03.586
AE733,07/31/2020,9:45AM,,05/10/2020,18:05:03.586
AB952,05/11/2020,9:45AM,B02089,05/10/2020,18:05:03.586
AA439,10/14/2020,9:00AM,,05/10/2020,18:05:03.586
AB223,10/07/2020,9:30AM,B02937,05/10/2020,18:05:03.586
AF984,06/02/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AF003,05/27/2020,9:00AM,B01065,05/10/2020,18:05:03.586
BB930,10/08/2020,10:45AM,B02520,05/10/2020,18:05:03.586
AA573,10/19/2020,9:00AM,B01065,05/10/2020,18:05:03.586
AF391,07/01/2020,10:15AM,B01614,05/10/2020,18:05:03.586
BA917,08/10/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AA553,10/23/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AA598,07/21/2020,9:00AM,,05/10/2020,18:05:03.586
AB379,10/14/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AD367,07/10/2020,9:00AM,B02638,05/10/2020,18:05:03.586
AE025,10/22/2020,10:30AM,B03027,05/10/2020,18:05:03.586
BB985,07/30/2020,10:45AM,B02293,05/10/2020,18:05:03.586
BB243,10/15/2020,10:45AM,B02219,05/10/2020,18:05:03.586
AC507,06/05/2020,9:30AM,B90675,05/10/2020,18:05:03.586
BB145,06/30/2020,10:30AM,B02772,05/10/2020,18:05:03.586
AD672,09/04/2020,10:00AM,,05/10/2020,18:05:03.586
BB439,09/29/2020,9:00AM,,05/10/2020,18:05:03.586
BA565,10/01/2020,10:30AM,B01313,05/10/2020,18:05:03.586
BA425,05/15/2020,10:00AM,B01243,05/10/2020,18:05:03.586
BA433,08/25/2020,10:15AM,B02805,05/10/2020,18:05:03.586
AC011,11/04/2020,10:30AM,B90675,05/10/2020,18:05:03.586
BA652,09/29/2020,9:00AM,,05/10/2020,18:05:03.586
AC007,05/13/2020,10:15AM,,05/10/2020,18:05:03.586
AD188,07/16/2020,9:15AM,,05/10/2020,18:05:03.586
AD114,06/12/2020,9:45AM,,05/10/2020,18:05:03.586
BA343,10/09/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AF066,07/24/2020,9:45AM,B03027,05/10/2020,18:05:03.586
AC987,05/18/2020,9:30AM,B00222,05/10/2020,18:05:03.586
AE181,06/22/2020,9:45AM,B02183,05/10/2020,18:05:03.586
AC009,05/13/2020,10:15AM,B90675,05/10/2020,18:05:03.586
BB313,09/24/2020,10:15AM,B02932,05/10/2020,18:05:03.586
AF452,07/29/2020,10:00AM,B02539,05/10/2020,18:05:03.586
AB759,11/05/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AB664,08/31/2020,9:45AM,B00531,05/10/2020,18:05:03.586
BB401,06/22/2020,10:45AM,B02660,05/10/2020,18:05:03.586
AB347,06/02/2020,9:15AM,B00647,05/10/2020,18:05:03.586
AE032,10/06/2020,10:00AM,,05/10/2020,18:05:03.586
AE342,05/20/2020,9:00AM,B02902,05/10/2020,18:05:03.586
AF766,05/18/2020,10:15AM,B01065,05/10/2020,18:05:03.586
AD663,08/03/2020,9:45AM,B02537,05/10/2020,18:05:03.586
AC669,07/15/2020,9:15AM,,05/10/2020,18:05:03.586
AA768,09/24/2020,9:30AM,B01455,05/10/2020,18:05:03.586
AD533,06/18/2020,10:00AM,B01614,05/10/2020,18:05:03.586
AD444,07/20/2020,9:30AM,B02197,05/10/2020,18:05:03.586
AB802,11/05/2020,9:30AM,B03189,05/10/2020,18:05:03.586
AE913,08/11/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AE780,07/24/2020,9:30AM,B02346,05/10/2020,18:05:03.586
BB489,08/19/2020,10:00AM,B02183,05/10/2020,18:05:03.586
AE223,07/21/2020,9:45AM,B00350,05/10/2020,18:05:03.586
BB515,10/13/2020,10:45AM,B02847,05/10/2020,18:05:03.586
AC461,11/09/2020,9:30AM,B02520,05/10/2020,18:05:03.586
BB588,09/30/2020,9:15AM,B01614,05/10/2020,18:05:03.586
AE230,06/18/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AC387,11/10/2020,9:45AM,B00485,05/10/2020,18:05:03.586
AF307,07/31/2020,10:00AM,B01963,05/10/2020,18:05:03.586
AD942,07/10/2020,10:00AM,,05/10/2020,18:05:03.586
AB387,06/08/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AB535,06/09/2020,9:15AM,B02089,05/10/2020,18:05:03.586
aa922,10/21/2020,9:30AM,B01811,05/10/2020,18:05:03.586
AF317,10/14/2020,10:15AM,,05/10/2020,18:05:03.586
BC240,07/22/2020,10:45AM,B03152,05/10/2020,18:05:03.586
AC829,10/23/2020,10:15AM,B02937,05/10/2020,18:05:03.586
