ID,Name,StationCode1,StationCode2,Description,Lat,Lon
8,WEST ENTRANCE (WEST OF CONNECTICUT & L ST),A02,,Building entrance from the southwest corner of  L St  NW and Connecticut Ave NW. (Escalator Only),38.903525,-77.040186
86,EAST ENTRANCE (EAST OF 17th & I STs),C03,,Building entrance from the southeast corner of 17th St NW and I St NW(Escalator only).,38.901169,-77.039164
6,NORTH ENTRANCE (EAST OF CONNECTICUT & L ST),A02,,Building entrance from the northeast corner of L St  NW and Connecticut Ave NW. (Escalator Only),38.903925,-77.039787
5,ELEVATOR ENTRANCE (CONNECTICUT AVE NW),A02,,Elevator entrance from Connecticut Ave NW,38.903021,-77.039314
7,SOUTH ENTRANCE (CONNECTICUT & K ST),A02,,Building entrance from the northeast corner of Connecticut Ave NW and K St NW.,38.902767,-77.039121
13,"SOUTH MAIN ENTRANCE (24TH ST EXIT, SOUTHWEST CORNER OF CONNECTICUT AVE & 24TH ST)",A04,,Station entrance from southwest corner of Connecticut Ave NW and 24th St NW.,38.924461,-77.05236
12,NORTH ELEVATOR ENTRANCE (SOUTHWEST CORNER OF WOODLEY RD & CONNECTICUT AVE),A04,,Street level elevator from the southwest corner of Woodley Rd NW and Connecticut Ave NW.,38.925435,-77.052876
84,WEST ENTRANCE (VERMONT & I STs),C02,,"Building entrance from the southwest corner of I St NW,15th St NW and Vermont Ave NW.",38.90113,-77.034947
81,EAST ELEVATOR ENTRANCE (14TH & I STs),C02,,Building entrance to elevator towards the station is located at the southwest corner of I St NW and 14th St NW.,38.901098,-77.032303
82,EAST BUILDING ENTRANCE (1400 EYE ST NW),C02,,Building entrance from east mezzanine to 1400 Eye St NW office building entrance.,38.901142,-77.032318
83,EAST ENTRANCE (14TH & I STs),C02,,Building entrance from the southwest corner of 14th St NW and I St NW  to the station escalator.,38.900915,-77.032222
123,SOUTH ENTRANCE (SOUTHWEST CORNER OF 12TH ST & INDEPENDENCE AVE),D02,,Station entrance adjacent to Department of Agriculture building located southwest corner of 12th St SW and Independence Ave SW.,38.887364,-77.028604
121,SOUTH ELEVATOR ENTRANCE (NORTHWEST CORNER OF 12TH ST & INDEPENDENCE AVE),D02,,Street level elevator located at the northwest corner of  Independence Ave SW and 12th St SW.,38.887739,-77.028544
122,"NORTH ENTRANCE (MALL EXIT, NORTHEAST OF 12TH ST & JEFERSON DR)",D02,,Station entrance from National Mall area at Jefferson Dr SW between 12th St NW and 13th St NW.,38.889086,-77.028371
120,MAIN ENTRANCE (WEST SIDE 12TH BETWEEN PENNSYLVANIA &  CONNECTICUT),D01,,Building entrance from 12th St  NW segment between Pennsylvania Ave NW and Constitution Ave NW.,38.893827,-77.028988
16,"WEST ENTRANCE (WEST SIDE CONNECTICUT AVE NW, NORTH OF ORDWAY ST NW)",A05,,"Canopied escalator and stairway entrance on west side of Connecticut Ave NW, between Ordway St NW and Porter St NW.",38.936203,-77.059041
14,"ELEVATOR ENTRANCE (EAST SIDE CONNECTICUT AVE NW, NORTH OF ORDWAY ST NW)",A05,,Elevator entrance from northeast corner  of Connecticut Ave NW and Ordway St NW.,38.935771,-77.058431
15,"EAST ENTRANCE (EAST SIDE CONNECTICUT AVE NW, NORTH OF ORDWAY ST NW)",A05,,"Canopied escalator and stairway entrance on east side of Connecticut Ave NW, between Ordway St NW and Porter St NW.",38.935916,-77.05851
119,ELEVATOR ENTRANCE (WEST SIDE 12TH BETWEEN PENNSYLVANIA &  CONNECTICUT),D01,,Street level elevator located at 12th St NW segment between Pennsylvania Ave NW and Constitution Ave NW.,38.893773,-77.028318
4,WEST ENTRANCE (13TH & G STs) TO RED LINES,A01,C01,Building Entrance from the southeast corner of 13th St NW and G St NW.,38.898026,-77.029379
3,WEST BUILDING ENTRANCE (MACY'S) TO RED LINES,A01,C01,Building entrance from west mezzanine to Macy's entrance.,38.898433,-77.029402
22,WEST ENTRANCE (NORTHWEST OF WISCONSIN AVE & ALBEMARLE ST),A07,,Building entrance from west side of Wisconsin Ave segment between River Rd NW and Albemarle St NW( Next to Best Buy).,38.948309,-77.080166
79,SOUTH ENTRANCE (12TH & F STs) TO ORANGE/BLUE LINES,C01,A01,Escalator to station from the building located at the southeast corner of 12th St NW and F St NW.,38.897147,-77.028567
21,EAST ENTRANCE (NORTHEAST OF WISCONSIN AVE & ALBEMARLE ST),A07,,Station entrance from the northeast corner of Albemarle St NW and Wisconsin Ave NW.,38.948078,-77.079358
20,"EAST ELEVATOR ENTRANCE (NEXT TO EAST ENTRANCE, NORTHEAST OF WISCONSIN AVE & ALBEMARLE ST)",A07,,Street level elevator at the northeast corner of Albemarle St NW and Wisconsin Ave NW (next to Sears and Whole Foods).,38.948099,-77.07927
80,NORTH BUILDING ENTRANCE (MACY'S) TO ORANGE/BLUE LINES,C01,A01,Building entrance from north mezzanine to Macy's entrance.,38.898985,-77.028228
78,NORTH ENTRANCE (12TH & G STs) TO ORANGE/BLUE LINES,C01,A01,Escalator to station from northeast corner of 12th St NW and G St NW.,38.898498,-77.027903
77,NORTH ELEVATOR ENTRANCE (NORTH OF 12TH & G STs) TO ORANGE/BLUE LINES,C01,A01,Street level elevator at 12th St NW segment between G St NW and H St NW.,38.89892,-77.027914
2,EAST ENTRANCE (11TH & G STs) TO RED LINES,A01,C01,Building Entrance from the southeast corner of 11th St NW and G St NW.,38.898073,-77.026789
1,EAST BUILDING ENTRANCE (HYATT) TO RED LINES,A01,C01,Building entrance from east mezzanine to Grand Hyatt Hotel entrance.,38.898365,-77.026683
125,WEST ENTRANCE (9TH AND D STs) TO ORANGE/BLUE LINES,D03,F03,Building entrance(L'Enfant Plaza) from D St SW segment between 9th St SW and 7th St SW.,38.884449,-77.023542
17,WEST ELEVATOR ENTRANCE (SOUTHWEST  OF CONNECTICUT AVE & VEAZEY TERR),A06,,Street level elevator at southwest corner of Connecticut Ave NW and Veazey Terrace NW.,38.943969,-77.063576
231,SOUTH PAVILION ENTRANCE,N01,,"South pavilion entrance accessible from south bus bay, south kiss & ride, and the sidewalk along the south west corner of Dolley Madison Blvd and Colshire Dr.",38.924559,-77.208332
19,"WEST ENTRANCE (UDC EXIT, NORTHWEST CORNER OF CONNECTICUT AVE & VEAZEY TERR)",A06,,Station entrance from the northwest corner of Connecticut Ave NW and Veazey Terrace NW.,38.944532,-77.064027
229,SOUTH PAVILION ELEVATOR ENTRANCE,N01,,"South pavilion elevator is accessible from south bus bay, south kiss & ride, and the sidewalk along the south west corner of Dolley Madison Blvd and Colshire Dr.",38.924427,-77.208588
177,NORTHWEST ELEVATOR ENTRANCE (SW CORNER OF 7TH ST & C ST & MARYLAND AVE) TO GREEN/YELLOW LINES,F03,D03,Street level elevator located on 7th St SW segment between VRE tracks and C St SW/Maryland Ave SW intersection.,38.885982,-77.022117
18,"EAST ENTRANCE (BUS EXIT, NORTHEAST CORNER OF CONNECTICUT AVE & VEAZEY TERR)",A06,,Station entrance from the northeast corner of Connecticut Ave NW and Veazey Terrace NW.,38.944623,-77.063569
178,NORTH ENTRANCE (7TH ST & MARYLAND AVE) TO GREEN/YELLOW LINES,F03,D03,Canopied entrance located at Maryland Ave SW and the east of 7th St SW.,38.886227,-77.021593
48,WEST ENTRANCE (SOUTHEAST OF 9TH & G STs) TO RED LINE,B01,F01,Station entrance located at the southeast corner of 9th St NW and G St NW.,38.898048,-77.023763
176,MAIN ENTRANCE (7TH ST NW & PENNSYLVANIA AVE NW),F02,,Escalator entrance adjacent to Navy Memorial/west side of 7th and Indiana Ave NW.,38.893939,-77.022528
228,EAST ELEVATOR ENTRANCE,N01,,"Elevator inside the station is accessible from Dolley Madison, Capital One Dr. sidewalk, and Fairfax Connector bus bay.",38.924802,-77.209491
230,EAST ENTRANCE,N01,,"Station entrance from Dolley Madison, Capital One Dr sidewalk, and Fairfax Connector bus bay.",38.924751,-77.209603
124,EAST ENTRANCE (7TH & D STs) TO ORANGE/BLUE LINES,D03,F03,Building entrance(USDOT) from D St SW segment  between 6th St SW and 7th St SW.,38.884483,-77.020865
175,ELEVATOR ENTRANCE (7TH ST NW & PENNSYLVANIA AVE NW),F02,,Elevator entrance from 7th St and Indiana Ave NW.,38.893879,-77.022073
205,"WEST ENTRANCE (KISS & RIDE, NORTHEAST CORNER OF EISENHOWER AVE & METRO RD)",J02,,Passageway to station from parking lot and kiss&ride located northwest corner of Eisenhower Ave.,38.799708,-77.129682
206,EAST ENTRANCE (EAST SIDE OF EISENHOWER AVE BUS BAY),J02,,Facility entrance from bus bay located southeast corner of Eisenhower Ave.,38.799535,-77.129222
47,EAST ENTRANCE (NORTHEAST OF 7TH & F STs) TO RED LINE,B01,F01,"Station entrance from Verizon center, located at the northeast corner of F St NW and 7th St NW.",38.897574,-77.021681
173,"ELEVATOR ENTRANCE (VERISON CENTER, EAST OF 7TH & F STs) TO GREEN/YELLOW LINES",F01,B01,"Elevator from Verizon Center, located at east of 7th St NW.",38.897926,-77.021729
225,MAIN ENTRANCE (GALLOWS RD & I66),K07,,"Station entrance is accessible from bus bay, kiss&ride area and parking lot located at the northwest corner of Bellforest Dr and Gallows Rd.",38.882817,-77.228436
174,NORTH ENTRANCE (SOUTHEAST OF 7TH & H STs) TO GREEN/YELLOW LINES,F01,B01,Station entrance from the southeast corner of 7th St NW and H St NW.,38.89963,-77.02156
157,WEST ENTRANCE (SOUTHEAST CORNER OF 13TH & U STs),E03,,Station entrance from southeast corner of 13th Ave NW and U St NW.,38.916823,-77.029193
155,WEST ELEVATOR ENTRANCE (SOUTH SIDE OF U ST BETWEEN 12TH AND 13TH STs),E03,,Street level elevator from the building located at U St NW segment between 12th St NW and 13th St NW.,38.916778,-77.028917
180,MAIN ENTRANCE (NORTHEAST OF M & 4TH STs),F04,,Station entrance located just north of M St SW and 4th St SW ( near Safeway).,38.876982,-77.017533
149,"MAIN ELEVATOR ENTRANCE (CONVENTION CENTER, M & 7TH STs)",E01,,Station entrance from Convention Center building located at the southwest corner of M St NW and 7th St NW.,38.905522,-77.022349
179,ELEVATOR ENTRANCE (NEXT TO MAIN ENTRANCE),F04,,Street level elevator located at the northeast corner of M St SW and 4th St SW.,38.876638,-77.017329
151,"MAIN ENTRANCE (CONVENTION CENTER, M & 7TH STs)",E01,,Station entrance from  Convention Center building located at the southwest corner of M St NW and 7th St NW,38.905251,-77.022117
150,"NORTH ELEVATOR ENTRANCE (CONVENTION CENTER, M & 7TH STs)",E01,,Station entrance from  Convention Center building located at the northwest corner of M St NW and 7th St NW.,38.905947,-77.02211
26,SOUTH ELEVATOR ENTRANCE (SW SIDE OF WISCONSIN & JENNIFER ST),A08,,Elevator entrance to station from southwest corner of Jenifer St  NW and Wisconsin Ave NW.,38.958508,-77.085009
126,"BUILDING ELEVATOR ENTRANCE (BUILDING EXIT, D ST BETWEEN 3RD & 4TH STs)",D04,,Building entrance located in the D St SW segment between 3rd St SW and 4th St SW.,38.884904,-77.01602
50,NORTHWEST ELEVATOR ENTRANCE (SW CORNER METRO JUDICIARY SQUARE BETWEEN F & E STs),B02,,Street level elevator to station platform( to Glenmont)  is located between F St NW and E St NW.,38.896652,-77.017649
156,EAST ENTRANCE (SOUTHWEST CORNER OF VERMONT AVE & U ST),E03,,Station entrance from the south of 10th St and southwest corner of U St NW and Vermont Ave NW.,38.916714,-77.02597
51,"NORTH ENTRANCE (F ST EXIT, NATIONAL BUILDING MUSEUM)",B02,,Station entrance from F St NW located across from national building museum.,38.897178,-77.017559
49,"NORTHEAST ELEVATOR ENTRANCE (NE CORNER, METRO JUDICIARY SQUARE BETWEEN F & E STs)",B02,,Street level elevator to station platform( to Shady Grove) is located between F St NW and E St NW.,38.896824,-77.017453
127,MAIN ENTRANCE (SOUTHWEST OF D & 3RD STs),D04,,Station entrance is at the southeast corner of 3rd St SW and D St SW.,38.884875,-77.015372
154,SOUTH ENTRANCE (8TH & R STs),E02,,Canopied entrance from R St NW segment between 7th St NW and 8th St NW.,38.912779,-77.022723
52,SOUTH ENTRANCE (4TH & D STs),B02,,Station entrance from 4th St NW segment between F St NW and E St NW.,38.895222,-77.016
25,EAST ELEVATOR ENTRANCE (EAST SIDE OF WISCONSIN AVE NW),A08,,Elevator entrance to station from east side of Wisconsin Ave NW.,38.960219,-77.085197
29,WEST ENTRANCE (WISCONSIN AVE & WESTERN AVE SW,A08,,Station entrance from Mazza Gallerie.,38.960433,-77.085895
160,WEST ENTRANCE (SOUTHWEST OF 14TH ST NW & IRVING ST NW),E04,,Canopied escalator and stairway entrance from southwest corner of 14th St NW and Irving St NW.,38.928607,-77.033139
24,NORTHWEST BUILDING ENTRANCE (NW SIDE OF WISCONSIN & WESTERN AVEs),A08,,Station entrance from Wisconsin Place parking garage.,38.960777,-77.086223
158,WEST ELEVATOR ENTRANCE (SOUTHWEST OF 14TH ST NW & IRVING ST NW),E04,,Elevator entrance from southwest corner of 14th St NW and Irving St NW.,38.928557,-77.032802
23,EAST ENTRANCE (WISCONSIN AVE & WESTERN AVE SE),A08,,Station entrance from Chevy Chase Pavilion.,38.960736,-77.085403
28,NORTHWEST ENTRANCE (NW SIDE OF WISCONSIN & WESTERN AVEs),A08,,Canopied entrance from the northwest corner of Western Ave and Wisconsin Ave NW.,38.960955,-77.086051
232,SOUTH PAVILION ELEVATOR ENTRANCE,N02,,South pavilion elevator entrance from Fairfax Connector bus bay.,38.919778,-77.222032
111,MAIN ENTRANCE (N WEST ST & MADISON ST),C12,,Mezzanine entrance from the bus bay and kiss&ride area off N West St.,38.813735,-77.053876
159,EAST ENTRANCE (NORTHEAST OF 14TH ST NW & IRVING ST NW),E04,,Canopied escalator entrance from northeast corner of 14th St NW and Irving St NW.,38.928982,-77.03245
235,SOUTH PAVILION ENTRANCE,N02,,South pavilion entrance from  station sideswalk and Fairfax Connector bus bay.,38.919758,-77.222388
27,NORTHEAST ENTRANCE (NE SIDE OF WISCONSIN & WESTERN AVEs),A08,,Station entrance from the northeast corner of Western Ave and Wisconsin Ave (Entrance escalator accessible from bus terminal) .,38.961271,-77.085628
152,NORTH ELEVATOR ENTRANCE (NORTHEAST CORNER OF 7TH & S STs),E02,,Street level elevator from northeast corner of S St NW and 7th St NW.,38.914222,-77.0216
153,NORTH ENTRANCE (7TH & S STs),E02,,Canopied Entrance from 7th St NW segment between S St NW and T St NW.,38.914572,-77.021672
234,WEST ENTRANCE,N02,,Station entrance from the bus bay and sidewalk located at the northwest corner of  Tysons Blvd and Chain Bridge Rd intersection.,38.920576,-77.222566
233,WEST ELEVATOR ENTRANCE,N02,,Elevator to the station accessible from the bus bay and sidewalk located at the northwest corner of  Tysons Blvd and Chain Bridge Rd intersection.,38.920654,-77.222564
114,NORTH ENTRANCE (WALKWAY FROM  CAMERON ST & COMMONWEALTH AVE),C13,,Station entrance located under the platform and tracks accessible from the northeast corner of Cameron St and Commonwealth Ave intersection.,38.807295,-77.059808
113,"MIDDLE ENTRANCE (WALKWAY FROM NORTHEAST BUS BAY, CAMERON & KING STs )",C13,,"Station entrance located just below the platform and tracks, accessible by the sidewalks from King St(Route.7) and east end of bus bay.",38.806767,-77.060715
112,MAIN ENTRANCE (WEST OF DIAGONAL RD),C13,,"Station main entrance by the walkway from bus bay and kiss&ride area located west of Diagonal Rd and from the sidewalks from Rt.7,( King Street).",38.80629,-77.061299
116,"WEST ENTRANCE (WEST OF PLATFORM, EISENHOWER AVE & SWAMP FOX RD)",C14,,Facility entrance from busbay and west side of the station to access the elevator/escalator inside the station.,38.800566,-77.071001
115,"EAST ENTRANCE (EAST OF PLATFORM, EISENHOWER AVE & SWAMP FOX RD)",C14,,Station entrance from bus bay and east side of the station to access the elevator/escalator inside the station.,38.800477,-77.070881
183,WEST ENTRANCE (SE OF M ST & HALF ST),F05,,Building entrance from the southeast corner Half St SE and M St SE to access station escalator.,38.876068,-77.007311
128,ELEVATOR ENTRANCE (1ST ST SE & D ST SE),D05,,Elevator entrance from the northwest corner of D St SE and 1 St SE.,38.885182,-77.006151
129,MAIN ENTRANCE (1ST ST SE & C ST SE),D05,,"Escalator entrance from 1 St SE, between C St SE and D St SE.",38.885665,-77.00606
54,"SOUTH ENTRANCE (MASS AVE EXIT, NORTHEAST CORNER OF 1ST ST & MASSACHUSETTS AVE)",B03,,Station entrance from 1st St NE to southeast corner of the Union station building.,38.897383,-77.007262
55,"NORTH ENTRANCE (1ST ST EXIT, WEST SIDE OF 1ST ST BETWEEN G ST AND MASSACHUSETTS AVE)",B03,,Station entrance from northeast corner of Massachusetts Ave NE and 1st NE.,38.89845,-77.007243
53,"ENTRANCE FROM AMTRAK, MARC, VRE TRAINS",B03,,"Escalator entrance from the passageway to  AMTRAK, MARC, VRE TRAINS",38.898541,-77.006984
181,EAST ELEVATOR ENTRANCE (WEST OF M ST & NEW JERSEY AVE),F05,,Street level elevator to station is located at M St SE segment between 1st St SE and New Jersey Ave SE.,38.876617,-77.004702
182,EAST ENTRANCE (NW OF M ST & NEW JERSEY AVE),F05,,Canopied entrance from the northwest corner of New Jersey Ave SE and M St SE.,38.876667,-77.004456
118,NORTH ENTRANCE (HUNTINGTON AVE EXIT),C15,,"Station entrance is accessible by the walkway from kiss&ride, bus bay and parking garage located north end of station near Huntington Ave.",38.794613,-77.075168
238,NORTH PAVILION ENTRANCE,N03,,North pavilion entrance from Pinnacle Dr and SAIC Dr sidewalk.,38.921107,-77.233001
236,NORTH PAVILION ELEVATOR ENTRANCE,N03,,North pavilion elevator entrance from Pinnacle Dr and SAIC Dr sidewalk.,38.920951,-77.233127
237,SOUTH PAVILION ELEVATOR ENTRANCE,N03,,South pavilion elevator entrance is accessible from pavilion sidewalk along Leesburg Pike west bound.,38.92047,-77.233959
239,SOUTH PAVILION ENTRANCE,N03,,South pavilion entrance from the west corner of Leesburg Pike and Marshalls Dr.,38.920658,-77.234138
117,SOUTH ENTRANCE (N KINGS HWY EXIT),C15,,"Escalator to station mezzanine is located and accessible from  metered parking, bus bay and parking garage (south end) sidewalks",38.792475,-77.07591
161,"WEST ELEVATOR ENTRANCE (BUILDING EXIT, WEST OF GEORGIA & NEW HAMPSHIRE AVEs)",E05,,Elevator entrance from west side of Georgia Ave NW and New Hampshire Ave NW.,38.93681,-77.024663
163,"WEST ENTRANCE (BUILDING EXIT, WEST OF GEORGIA & NEW HAMPSHIRE AVEs)",E05,,Building entrance located at the west side of Georgia Ave NW and New Hampshire Ave NW.,38.937192,-77.024721
162,MAIN ENTRANCE (NORTHEAST OF GEORGIA & NEW HAMPSHIRE AVEs),E05,,Canopied entrance from the west of New Hampshire Ave NW.,38.93698,-77.024127
76,"SOUTH ENTRANCE (M ST EXIT, WEST M & 2ND STs)",B35,,Station entrance is located at the northwest corner of M St NE and 2nd St NE ( M St Exit).,38.905774,-77.003629
75,"NORTH ENTRANCE (FLORIDA AVE EXIT, EAST OF FLORIDA AVE & 2ND ST)",B35,,Station entrance is located east of N St NE and 2nd St NE intersection ( Florida Ave exit ).,38.907336,-77.003302
130,ELEVATOR ENTRANCE (D & 7th STs),D06,,Entrance elevator located just east of D St SE/7th St SE intersection and adjacent to canopied entrance.,38.884246,-76.996024
131,MAIN ENTRANCE (PENNSYLVANIA AVE & 7th ST),D06,,"Canopied entrance located at the southeast corner of Pennsylvania Ave SE and 7th St SE, and it also accessible from 8th St SE and D St SE.",38.884213,-76.995736
184,NORTH ENTRANCE (HOWARD RD SE PARKING GARAGE),F06,,Station entrance from west side of parking garage located at Howard St SE.,38.864603,-76.995959
186,SOUTH ENTRANCE 2 (HOWARD RD SE & FIRTH STERING AVE SE),F06,,Station entrance from north of bus bay.,38.862115,-76.995316
185,SOUTH ENTRANCE 1 (HOWARD RD SE & FIRTH STERING AVE SE),F06,,Station entrance from south side of Howard St SE and Shannon Pl SE.,38.862152,-76.995112
242,NORTH PAVILION ENTRANCE,N04,,"North pavilion entrance is accessible from north bus bay,  north kiss & ride, and the short term parking lot located at the north east corner of Leesburg Pike and Spring Hill Rd.",38.929288,-77.240822
240,NORTH PAVILION ELEVATOR ENTRANCE,N04,,"North pavilion elevator is accessible from north bus bay, north kiss & ride, and the short term parking lot located at the north east corner of Leesburg Pike and Spring Hill Rd.",38.92915,-77.241002
243,SOUTH PAVILION ENTRANCE,N04,,South pavilion entrance from the west corner of Leesburg Pike and Spring Hill Road intersection.,38.928405,-77.241686
241,SOUTH PAVILION ELEVATOR ENTRANCE,N04,,South pavilion elevator is accessible from the pavilion sidewalk along Leesburg Pike westbound.,38.928566,-77.241841
31,SOUTH ELEVATOR ENTRANCE (WISCONSIN AVE & MONTGOMERY LN),A09,,Elevator entrance from northwest corner of Wisconsin Ave and Montgomery Ln.,38.9836,-77.094155
32,BUSBAY ENTRANCE (SE EDGEMOOR LN),A09,,Entrance from bus bay (intermediate level),38.984424,-77.094612
33,NORTH ENTRANCE (WISCONSIN AVE & OLD GEORGETOWN RD),A09,,Escalator entrance from southwest corner of Wisconsin Ave and Old Georgetown Rd.,38.984618,-77.094599
30,EAST ENTRANCE (WISCONSIN AVE & EAST-WEST HWY),A09,,Building entrance to tunnel to station located at southeast corner of Wisconsin Ave and East-West Hwy.,38.98454,-77.094002
56,"MAIN ENTRANCE (SOUTHWEST OF RHODE ISLAND AVE & 8TH PL, WEST OF WASHINGTON PL)",B04,,"Station entrance is accessible from bus bay,parking lot and kiss&ride area located south of Rhode Island Ave NE and Reed St NE.",38.920505,-76.996104
133,MAIN ENTRANCE (NE CORNER OF 14TH ST & PENNSYLVANIA AVE),D07,,Station entrance is located north of bus bay and northeast corner of 14th St SE and Potomac Ave SE.,38.880768,-76.985199
132,NORTH ELEVATOR ENTRANCE (NORTH OF THE MAIN ENTRANCE),D07,,"Street level elevator is accessible by the sidewalks from G St SE, 14th St SE and from bus bay.",38.881049,-76.985113
