RequestID,IndexNumber,TenantName,TenantFloor,TenantBuildingNumber,TenantStreetName,TenantCity,TenantStateCode,TenantPostcode,TenantBorough,OwnerName,OwnerFloor,OwnerStreetAddress,OwnerCity,OwnerStateCode,OwnerZipCode,FloorSuiteRequested,NoOfBicycleRequested,BBL,BIN,DateofRequest,RequestDateofEntry,ImplementDate,PlanPostDate,PlanSubmitDate,ExceptionRequestDueDate,TenantNotificationExceptionDate,LocationOfEntrances,RouteToElevators,RegularHoursOfOperation,PlandDateReceived,AlternateParkingLocation,AlternateParkingDescription,NoOfBicycleAccomodate,RouteToAlternateParking,ParkingExceptionDateReceived,ParkingExceptionDateofEntry,DOBDeviceNumber,DateOfBuilding,DateOfElevator,MethodOfElevator,SelfServiceOrOperator,IsCarTop,IsCarDoor,ElevatorExceptionDateReceived,ElevatorExceptionHardCopyReceived,ElevatorExceptionDateofEntry,RequestStatus
2103,BIB15000076,Dickstein Shapiro LLP,31,1633,Broadway,New York,NY,10019,Manhattan,Paramount Group Inc.,,1633 Broadway,New York,NY,10019,31,5,1010220043,1024812,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2681,BIB18000059,Industrious/J Street,Floor 11,215,Park Avenue South,New York,NY,10003,Manhattan,SL Green,,215 Park Avenue South,New York,NY,10003,Floor 11 Suite 26,1,1008730067,1017860,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2706,BIB18000084,Godiva Chocolatier,6,333,West 34th Street,New York,NY,10001,Manhattan,Brookfield,,333 w 34th Street,New York,NY,10001,6,1,1007580016,1013558,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2052,BIB15000025,Izaki Group Investments,1610,420,Lexington Avenue,New York,NY,10170,Manhattan,SL Green,,420 Lexington Avenue,New York,NY,10170,16th FloorSuite 1610,1,1012800060,1035385,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2137,BIB15000110,Douglas Howell,4,7,West 18 street,New York,NY,10011,Manhattan,Glen Hedges,7,7 W 18th St,New York,NY,10011,4,5,1008200033,1015449,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
1638,BIB13000193,Marcum LLP,11,750,3rd Avenue,New York,NY,10017,Manhattan,Paul Sherman,11,750 3rd Avenue,New York,NY,10017,11th and 12th floor,1,1013010033,1036207,,07/02/2013,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
1834,BIB14000083,Peerless Clothing,12,641,Lexington Avenue,New York,NY,10022,Manhattan,Rudin Management Corp,1,641 Lexington ave,New York,NY,10022,12,1,1013090023,1036482,,06/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2134,BIB15000107,Test,55,7,Water St,NY,NY,10041,Manhattan,Test,,Test,NY,NY,10041,sdsdf,23,1000047501,1000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2659,BIB18000037,Entravision,902,420,Lexington Avenue,New York,NY,10170,Manhattan,SL Green,,420 Lexington Avenue,New York,NY,10170,902,1,1012800060,1035385,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2295,BIB16000047,Davis & Gilbert LLP,3,1740,Broadway,New York,NY,10019,Manhattan,Equity Office,2,1740 Broadway,New York,NY,10019,"2,3,19-22",5,1010277502,1024877,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2423,BIB16000175,Griffin Hamersky LLP,400,420,Lexington Avenue,New York,NY,10170,Manhattan,SL Greene,,420 Lexington Avenue,New York,NY,10170,400,2,1012800060,1035385,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2548,BIB17000076,First Republic Bank,Mezzanine,1230,Avenue of the Americas,New York,NY,10020,Manhattan,Tishman Speyer,1,10 Rockefeller Center,New York,NY,10020,3,1,1012640005,1077287,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
1771,BIB14000020,Media 3 Ltd.,13,535,Fifth Avenue,New York,NY,10017,Manhattan,THE MOINIAN GROUP,2,535 Fifth Avenue,"New York,",NY,10017,FL13,3,1012790001,1035366,,03/24/2014,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
1881,BIB14000130,Leitersdorf Hall Architects,3308,275,PARK AVENUE,New York,NY,10152,Manhattan,RFR Holding LLC,,375 Park Avenue,New York,NY,10152,3308,2,1013027501,1076268,,07/07/2014,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2370,BIB16000122,MVision Private Equity Advisors,40th,41,Madison Avenue,New York,NY,10010,Manhattan,Rudin Management Company Inc.,,41 Madison Avenue,New York,NY,10001,40,2,1008550037,1016749,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2622,BIB17000150,Doctors Without Borders,16,40,Rector Street,New York,NY,10006,Manhattan,Phillips,,295 Madison Avenue,New York,NY,10017,16 and 17,15,1000550002,1079029,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
1539,BIB13000094,Michael Kahn,17,79,madison avenue,New York,NY,10016,Manhattan,"Luis Iglesias, Jr.",,79 Madison Avenue,New York,NY,10016,17,5,1008580022,1016900,,04/29/2013,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
605,BIB10000528,Kepos Capital LP,44th Floor,620,8th Avenue,New York,NY,10018,Manhattan,Joseph Cassissa,22nd Floor,1 MetroTech Center,Brooklyn,NY,11201,44th Floor,12,1010127501,1087186,07/20/2010,07/20/2010,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,Entrance/Exit at 40th Street Loading Dock,"Enter at 40th Street Loading Dock, sign in at the Loading Dock Security Office and take the Loading Dock Service Elevator to the Cellar Level. Follow the main corridor to the Tower Service Elevators and take the Tower Service Elevators to tenant premises.","Monday through Friday, 8:00 am to 6:00pm, excluding Building Holidays.",08/13/2010,,,,,,,,,,,,,,,,,Pending
2085,BIB15000058,N.S. Bienstock,Suite 333,250,West 57th Street,New York,NY,10107,Manhattan,Empire State Realty Trust,Suite 626,250 West 57th Street,New York,NY,10107,"3rd Floor, Suite 333",5,1010280056,1024899,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
852,BIB11000125,"NTT America, Inc.",41st Floor,101,Park Avenue,New York,NY,10178,Manhattan,Kalikow,2500,101 Park Avenue,New York,NY,10178,First Floor,1,1012950001,1036144,05/26/2011,05/26/2011,06/26/2012,07/01/2012,07/06/2012 12:00:00 AM,06/11/2012,06/26/2012,,,,,,,,,,,,,,,,,,,,,Pending
1093,BIB12000031,Elizabeth Kurtzman Studio,713,611,Broadway,New York,NY,10013,Manhattan,"Cable Building Partners, LLC",822,611 Broadway,New York,NY,10013,713,2,1005230048,1008240,03/05/2012,03/05/2012,04/18/2012,04/23/2012,04/28/2012 12:00:00 AM,04/03/2012,04/18/2012,,,,,,,,,,,,,,,,,,,,,Pending
1774,BIB14000023,Linden Global Strategies,21,712,5th Avenue,New York,NY,10019,Manhattan,Paramount Group,6,712 5th Avenue,New York,NY,10019,21,1,1012710038,1077363,,04/07/2014,,,,,,Loading dock located on 56th Street near 5th Avenue,Loading dock to freight elevator to Tenant floor,8:00 am - 5:00 pm,04/10/2014,,,,,,,,,,,,,,,,,Hold
1832,BIB14000081,"WeWork 79 Madison, LLC",2,79,Madison Avenue,New York,NY,10016,Manhattan,"79 Madison LLC, c/o Colliers Tristate Mgmt LLC",4th floor,666th 5th avenue,New York,NY,10013,"Basement, 1, 2, 3, 4, 5, 6, 7",50,1008580022,1016900,,06/04/2014,,,,,,Loading dock on 28th street .,using loading dock ramp to building's freight elevator,"this service will only be allowed during business days, M-F, hours of 8am-4:45pm.",07/21/2014,,,,,,,,,,,,,,,,,Hold
2527,BIB17000055,Mariah Media Network LLC,3705,122,East 42nd Street,New York,NY,10168,Manhattan,Chanin Building,518,122 East 42nd Street,New York,NY,10168,3705,3,1012960014,1036152,,,,,,,,125 East 41st Street - Entrance permitted at 41st Street building entrance only.,41st Street freight elevator to basement level.  Interior hi-rise basement freight elevator then used to access all tenant floors.,"Business days ONLY (Mon-Fri), 8 a.m. - 5 p.m.",,,,,,,,,,,,,,,,,,Hold
1449,BIB13000004,"Amplify Education, Inc.",7,1155,Ave of Americas,New York,NY,10036,Manhattan,DOLP 1155 PROPERTIES II LLC,49th Floor,One Bryant Park,New York,NY,10036,7,20,1009970029,1022631,01/08/2013,01/08/2013,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,Cyclist will enter and exit at 102-108 W. 45th Street (between 6th Avenue and 7th Avenues).,"Enter loading dock doors at 102 to108 West 45th Street, between 6th Avenue and 7th Avenues. Go up ramp directly ahead to Security Guard Window to be checked into the building and directed to Freight Car (on the left, past Message Center, through double doors and then to the right).",8:00 am - 5:00 pm on business days.,05/27/2014,,,,,,,,,,,,,,,,,Pending
2346,BIB16000098,America Works of New York,16,228,East 45 Street,New York,NY,10017,Manhattan,Steinberg & Poik,,575 Madison Ave,New York,NY,10022,16th floorbasement,1,1013180033,1037578,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2542,BIB17000070,GIC,9th Floor,280,Park Avenue,New York,NY,10017,Manhattan,Broadway 280 Park LLC,,280 Park Avenue,New York,NY,10017,2nd Floor,10,1012840033,1035441,,,,,,,,Entrance is located on the 49th street side of the Building at the east freight entrance,From 49th street plaza take pedestrian ramp to double door east freight entrance,7a-6p M-F,,,,,,,,,,,,,,,,,,Hold
20,BIB09000020,ICF Macro,800,116,John Street,New York,NY,10038,Manhattan,Hacienda Intercontinental,1712,1001 Brickell Bay Drive,Miami,FL,33131,800,10,1000690032,1001126,12/11/2009,12/09/2009,04/08/2010,04/13/2010,04/18/2010 12:00:00 AM,03/24/2010,04/08/2010,,,,,,,,,,,N/A,01/01/1932,01/01/2008,Vertical,Self-Service,Yes,Yes,01/04/2010,No,12/06/2010,Pending
1936,BIB14000185,"Steinhardt Management Co., Inc.",34th,712,Fifth Ave,New York,NY,10019,Manhattan,712  5th Ave Associates,,712 Fifth Ave,New York,NY,10019,34th Floor,1,1012710038,1077363,08/25/2014,08/25/2014,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,,,,,,,,,,,,,,,,,,,,,Hold
1275,BIB12000213,Esplanade Capital,3010,551,5th Avenue,New York,NY,10176,Manhattan,Jay Eisenstadt,3010,"551 5th Ave, Suite 3010",New York,NY,10176,3010,1,1012810001,1035389,06/25/2012,06/25/2012,08/02/2012,08/07/2012,08/12/2012 12:00:00 AM,07/18/2012,08/02/2012,45th street freight entrance. Bike owners are to proceed throught the basement to enter interior freight elevator.,Proceed through basement to utilize interior freight elevator.,7am-5pm,07/03/2012,,,,,,,,,,,,,,,,,Pending
2704,BIB18000082,Humanscale,fl 15,1114,avenue of the americas,NY,NY,10036,Manhattan,Brookfield Properties,,1114 avenue of the americas,NY,NY,10036,Fl 15,10,1012580009,1034196,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
900,BIB11000173,Manhattan Media,16th Floor,79,Madison Avenue,New York,NY,10016,Manhattan,79 Madison LLC,3rd Floor,380 Madison Avenue,New York,NY,10017,16th Floor,5,1008580022,1016900,07/01/2011,07/01/2011,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,Entrance/Exit will be through the 28th Street side of the building between Madison Avenue and Park Avenue.,Loading area to freight elevators.,"8:30AM to 4:30PM, Monday through Friday.",07/15/2011,,,,,,,,,,,,,,,,,Pending
1514,BIB13000069,Dubblee MEdia Inc,3,33,West 26th Street,New York,NY,10010,Manhattan,Osman Bessa,1,33 west 26th street,New York,NY,10010,3rd floor,3,1008280014,1015636,,04/09/2013,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2169,BIB15000142,Corporate Synergies,15,360,Madison Avenue,New York,NY,10017,Manhattan,MADISON 45 LLC,,360 Madison Avenue,New York,NY,10017,15,1,1012817501,1086068,,,,,,,,45TH STREET / SERVICE ENTRANCE TO BUILDING,SERVICE ENTRANCE / CORRIDOR LEADING TO FREIGHT ELEVATOR,FREIGHT ELEVATOR NORMAL HOURS OF OPERATION ARE MONDAY-FRIDAY 8AM-5PM,,,,,,,,,,,,,,,,,,Hold
1181,BIB12000119,Merrill Lynch,6,4,World Financial Center,New York,NY,10080,Manhattan,Brookfield Properties,Street,225 Liberty Street,New York,NY,10281,Garage,1,1000160150,1000060,05/02/2012,05/02/2012,06/16/2012,06/21/2012,06/26/2012 12:00:00 AM,06/01/2012,06/16/2012,,,,,,,,,,,,,,,,,,,,,Pending
2129,BIB15000102,Catalyst Group,502,100,Wall St,New York,NY,10005,Manhattan,100 Wall St Property LLC,,100 Wall St,new york,NY,10005,"5th floor, suite 502",2,1000380001,1000875,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
862,BIB11000135,"Sakkas, Cahn & Weiss, LLP",1307,150,Broadway,New York,NY,10038,Manhattan,JEMB Realty,800,150 Broadway,New York,NY,10038,1307,1,1000640012,1001087,06/05/2011,06/05/2011,07/15/2011,07/20/2011,07/25/2011 12:00:00 AM,06/30/2011,07/15/2011,69 Liberty Street,Access to two freight elevators from 69 Liberty Street,"Monday - Friday 9AM - 11:55AM and 1PM - 4:55 PM, excluding all building-recognized holidays",07/01/2011,,,,,,,,,,,,,,,,,Pending
2289,BIB16000041,United Stations Radio Networks,3,485,Madison Avenue,New York,NY,10022,Manhattan,"Jack Resnick & Sons, Inc.",2,485 Madison Ave,New York,NY,10022,3,1,1012870052,1035474,,,,,,,,Cyclist will enter and exist through to Freight elevator entrance on 52nd Street.,Freight Elevator on 52nd Street down to basement level. Proceed down corridor to Freight Elevators serving tenant floors.,Monday through Friday 8am to 5pm,,,,,,,,,,,,,,,,,,Hold
14,BIB09000014,NYC Housing Authority,10th FL,250,Broadway,New York,NY,10007,Manhattan,Amtrust Realty,30,250 Broadway,New York,NY,10007,2-12; 24-29,10,1001240024,1001408,12/11/2009,12/11/2009,01/24/2000,01/29/2000,02/03/2000 12:00:00 AM,01/09/2000,01/24/2000,Loading Dock on Murray Street,Through Loading Dock to Freight Elevator passing through one doorway into the Freight Lobby,Monday - Friday excluding Holidays8:00 AM - 11:30 Am1:00 PM - 4:30 PM,02/08/2010,,,,,,,,,,,,,,,,,Pending
793,BIB11000066,Duval & Stachenfeld LLP,11,101,Park Avenue,New York,NY,10178,Manhattan,H.J. Kalikow & Company/101 Park Avenue Associates,25,101 Park Avenue,New York,NY,10178,11th and 12th floor and bicycle storage room,2,1012950001,1036144,04/14/2011,04/14/2011,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,,,,,,,,,,,,,,,,,,,,,Pending
305,BIB10000228,"NYS Supreme Court Appellate Division, First Dept.",B-01,41,Madison Avenue,New York,NY,10010,Manhattan,41 Madison LP,A- level,41 Madison Avenue,New York,NY,10010,26th,1,1008550037,1016749,04/01/2010,04/01/2010,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,Freight Entrance on 26th street of 41 Madison Ave.,Freight Entrance thru Freight Hallway to Freight Elevator.,"8am to 6pm, Monday thru Friday.",04/13/2010,,,,,,,,,,,,,,,,,Pending
2328,BIB16000080,Evan Touhey,2007,16,court st,ny,NY,11241,Brooklyn,SL Green,10,16 Court Street,brooklyn,NY,11241,2007,2,3002500044,3002108,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
1454,BIB13000009,Mestel & Company,Suite 3000,575,Madison Avenue,New York,NY,10022,Manhattan,Steinberg & Pokoik Management Corp.,7th Floor,575 Madison Avenue,New York,NY,10022,"3rd Floor, Suite 3000",1,1012920052,1035789,01/28/2013,01/28/2013,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,,,,,,,,,,,,,,,,,,,,,Pending
1736,BIB13000291,Bank of America,8th,4,World Financial Center,new york,NY,10026,Manhattan,Kevin Poltie,Street Lev,225 Liberty Street,new york,NY,10281,garage,5,1000160150,1000060,,10/28/2013,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
69,BIB09000069,"David A. Kaminsky & Associates, P.C.",504,325,Broadway,New York,NY,10007,Manhattan,325 Broadway Associates,601,277 Broadway,New York,NY,10007,504,4,1001520025,1079211,12/22/2009,12/22/2009,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,Cyclists will enter and exit through the front entrance of 325 Broadway.,"Cyclists will take bikes straight into building to Elevator Bank A and use Elevator #2, the eastern most elevator.","Monday thru Friday, 8 a.m. - 6 p.m.",01/08/2010,,,,,,,,,,,,,,,,,Pending
2325,BIB16000077,NBCUniversal,S9C,30,west 50th,New York,NY,10112,Manhattan,Tishman Speyer,,45 Rockefeller Center,New York,NY,10111,S9C,1,1012657501,1076262,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
938,BIB11000211,Jessie Smith Noyes Foundation,1201,6,East 39th Street,New York City,NY,10016,Manhattan,"6 East 39th St Holdings, LLC",,330 West 38th Street Suite 1505,Nwe York,NY,10018,1201,1,1008680008,1017227,08/02/2011,08/02/2011,09/02/2011,09/07/2011,09/12/2011 12:00:00 AM,08/18/2011,09/02/2011,,,,,,,,,,,1F3288,06/15/1920,06/15/1920,See attached,self-service by pulling a pulley rope,Yes,Yes,08/05/2011,No,08/05/2011,Pending
2376,BIB16000128,"Navillus Tile, Inc. dba Navillus Contracting",17,633,3rd Avenue,New York,NY,10017,Manhattan,633 Third Avenue Condominium,Sub baseme,633 Third Avenue,New York,NY,10017,17,10,1013147502,1037174,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
364,BIB10000287,"Citibank, N.A.",LLC,601,Lexington Avenue,New York,NY,10022,Manhattan,Boston Properties,LLC,601 Lexington Avenue,New York,NY,10022,LLC,5,1013087501,1036474,04/20/2010,04/20/2010,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,The designated entrance and exit for buildings to 601 Lexington Avenue is the Building's Receiving/Loading Dock Facility on the South Side of 54th Street between Lexington and Third Avenue.,"From the 54th Street Entrance, the registered bicycle users must follow the pedestrian ramp up to the Loading Dock platform for screening by Building Security.  The bicycle user must present a valid Building Identification Card with the appropriate decal designating them as a registered and autorized bicylce user.  After screening the bicycle user shall access the adjacent Freight Elevators.","8:00A.M. - 5:00P.M., Monday through Friday, excluding Holidays.",05/18/2010,,,,,,,,,,,,,,,,,Pending
10,BIB09000010,Service Employees International Union,900,330,West 42nd Street,New York,NY,10036,Manhattan,"Deco Tower Associates, LLC",1700,330 West 42nd Street,New York,NY,10036,900,6,1010320048,1024926,12/11/2009,12/11/2009,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,,,,,Alternate covered off-street no cost bicycle parking to be located in designated area in the loading bay of the building.,There shall be one or more bicycle parking racks for a total of six (6) bicycles in th designated area of the loading bay of the building is located on the south side of the building on 41st Street side.,Six (6),Proceed to 327 West 41st Street loading bay entrance ramp to designated bicycle parking area.,,01/18/2010,,,,,,,,,,,Pending
1776,BIB14000025,Hunter Roberts Construction Group,1500,40,Rector Street,New York,NY,10006,Manhattan,40 Rector Owner LLC c/o Phillips International,2nd Floor,295 Madison Ave,New York,NY,10017,1500,3,1000550002,1079029,04/09/2014,04/09/2014,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,,,,,,,,,,,,,,,,,,,,,Hold
148,BIB10000071,Applied Research & Consulting LLC,7th Floor,320,West 13th Street,New York,NY,10014,Manhattan,Sage Realty,31,777 Third Avenue,New York,NY,10017,7th Floor,2,1006270043,1011689,02/03/2010,02/03/2010,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,West 13th Street,"The freight elevator is the only elevator designated for use.  When entering the building, bicycles must go directly from the West 13th Street entrance to the freight elevator. When leaving the building, they must go directly from the freight elevator to the West 13th Street exit.","7:00 a.m. to 7:00 p.m., Monday through Friday, excluding Building holidays.",03/16/2010,,,,,,,,,,,,,,,,,Pending
728,BIB11000001,Harrison and Star,12,16,West 22nd Street,New York City,NY,10010,Manhattan,Meysar Realty Corporation,,125 Park Avenue,New York City,NY,10017,"5,6,7,8,9,10,12",20,1008230029,1015531,01/04/2011,01/04/2011,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,,,,,,,,,,,,,,,,,,,,,Pending
479,BIB10000402,DOUGLAS ELLIMAN PROPERTY MANAGEMENT,6TH,675,THIRD AVENUE,NEW YORK,NY,10017,Manhattan,DURST ORGANIZATION,2ND FLOOR,205 EAST 42ND STREET,NEW YORK,NY,10017,6th floor - 675 Third,1,1013160001,1037549,05/24/2010,05/24/2010,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,,,,,Alternate bicycle parking will be provided at a secured convenient are alocated at 210 east 43rd St (see attached plan),"Sufficient bicycle parking will be accommodated via self-supported bicycle storage racks located within the premises identified in ""A"" Above",The attached bicycle parking location can accommodate 36 bicycles with expansion,"From the main lobby entrances of 655 Third Avenue, go 1 & 1/2 blocks North and at Third Avenue, make a right onto East 43rd St.  Proceed approximately 150 feet to 210 East 43rd St on the South side of the street.",,03/26/2015,,,,,,,,,,,Pending
2799,BIB18000177,ASCAP,12,250,West 57th St,New York,NY,10107,Manhattan,"Empire State Realty Trust, Inc.",528,250 West 57th Street,New York,NY,10107,12th floor or wherever possible,1,1010280056,1024899,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2258,BIB16000012,United Continental Corp,3300,750,Third Avenue,New York,NY,10017,Manhattan,SL Green Realty Corp,301,485 Lexington Avenue,New York,NY,10017,3300,5,1013010033,1036207,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
2313,BIB16000065,Andrew Bass,1850,100,William Street,New York,NY,10038,Manhattan,John Hancock Real Estate,,100 William Street,New York,NY,10038,18th Floor,1,1000680036,1001116,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
1959,BIB14000208,"Cowan, Leibowitz & Latman PC",35,1133,Avenue of the Americas,NY,NY,10036,Manhattan,The Durst Organization,49th floor,1 Bryant Park,NY,NY,10036,35,1,1009960029,1080824,09/09/2014,09/09/2014,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,,,,,,,,,,,,,,,,,,,,,Hold
912,BIB11000185,Monster Worldwide Inc.,39th floor,622,Third Avenue,New York,NY,10017,Manhattan,Cohen Brothers,1st floor,622 Third Avenue,New York,NY,10017,37th Floor,3,1012950033,1036148,07/12/2011,07/12/2011,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,41 Street Loading Dock and Freight,"Enter through the 41 Street loading dock, sign in at security desk, proceed to freight elevator",8AM to 6PM Monday through Friday,07/28/2011,,,,,,,,,,,,,,,,,Pending
415,BIB10000338,Wellsfargo,29 W,280,Park Avenue,New York,NY,10017,Manhattan,Broadway 280 Park Fee LLC,3 west,280 Park Avenue,New York,NY,10017,"28,29",7,1012840033,1035441,05/05/2010,05/05/2010,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,280 Park Av west building loading dock; located on the south side of 49th Street between Park and Madison Avenues,From loading dock entrance door travel approximately 55 feet along foot path to double door entrance on left to freight elevator.,"8a to 6p, Monday through Friday.",05/11/2010,,,,,,,,,,,,,,,,,Pending
2240,BIB15000213,"Amazon.com.dedc, LLC",6,7,W 34th Street,"New York, NY",NY,10001,Manhattan,Vornado,SUB1,7 West 34th street,NY,NY,10001,6th floor,10,1008360026,1082920,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
776,BIB11000049,MapleLane LLC,11,767,3rd Avenue,New York,NY,10017,Manhattan,Sage Realty Corp,,767 3rd ave,New York,NY,10017,11,1,1013210047,1037996,03/30/2011,03/30/2011,02/18/1999,02/23/1999,02/28/1999 12:00:00 AM,02/03/1999,02/18/1999,Loading Dock,"The freight elevator is the only elevator designated for use.  When entering the building, bicycles must go directly from the loading dock entrance to the freight elevator. When leaving the building, they must go directly from the freight elevator to the loading dock.","8:00 am - 9:00 am, 10:00 am - 12:30 pm, & 2:00 pm. - 5:00 pm, Monday - Friday, excluding holidays",04/15/2011,,,,,,,,,,,,,,,,,Pending
468,BIB10000391,NBC Universal,1236W,30,Rockefeller Plaza,NY,NY,10112,Manhattan,Tishman Speyer,820,10 Rockefeller Plaza Suite,New York,NY,10020,52nd floor,20,1012657501,1076262,05/20/2010,05/20/2010,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,West 49th Street (ADA accessible door),"After entering the building, proceed along the left hand side of the lobby to access freight elevator car 1M57 to sub-basement level. Exit to the right and walk approximately 20 feet to freight car 1S to 52nd floor.",Mon to Fri 8am to 5pm excluding building holidays.,07/12/2010,,,,,,,,,,,,,,,,,Pending
557,BIB10000480,The Vidal Partnership,11th Floor,228,E. 45th Street,New York,NY,10017,Manhattan,Beckrose Estates LLC,7th Floor,575 Madison Avenue,New York,NY,10022,basement,15,1013180033,1037578,06/21/2010,06/21/2010,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,"237 East 44th Street, NY NY 10017 (rear of 228 East 45th Street building)","Freight elevator accessed via loading dock on  237 East 44th Street, NY NY 10017 (Rear of 228 East 45th Street building)",8 am to 5 pm - Monday through Friday Closed between Noon to 1 pm for LunchNo service on holidays,07/01/2010,,,,,,,,,,,,,,,,,Pending
114,BIB10000037,North River Capital LLC,16th Floor,750,Lexington Avenue,New York,NY,10022,Manhattan,Cohen Brothers Realty,18th floor,750 Lexington Avenue,New York,NY,10022,16th Floor office,1,1013940013,1075639,01/19/2010,01/19/2010,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,"Bicyclists will enter & exit through the loading dock located at 136 East 60th Street, between the hous of 8am to 6pm Mondays through Fridays (excepting Holidays). Access to the loading dock for bicyclists is not allowed before 8am or after 6pm.",Bicyclists will enter the loading dock at 136 East 60th Street and proceed to the security window and present their Building ID Card. The cyclist will then proceed to the freight elevator to be transported to their respective floor with their bicycle. For exiting the building the cyclist will utilize the freight elevator from their floor and take it to the loading dock in order to exit the building.,8am to 6pm Mondays through Fridays (excepting Holidays) only.,11/15/2011,,,,,,,1P35234,07/01/1988,07/01/1988,Double dooe opens right to left,Operator,Yes,Yes,03/15/2010,No,01/07/2011,Pending
2031,BIB15000007,Rouse Properties,28th FLoor,1114,Avenue of the Americas,New York,NY,10036,Manhattan,Brookfield Properties,31,1114 Avenues of the Americas,New York,NY,10036,28th floor,1,1012580009,1034196,,,,,,,,Entracer is located on the 43rd Street side through the Loading Dock only,"Freing Elevator use only for Bikes, hours are 8AM to 6PM only",8AM to 6PM Monday through Friday only,,,,,,,,,,,,,,,,,,Hold
1716,BIB13000271,Banco Industrial de Venezuela,1400,900,Third Avenue,New York,NY,10011,Manhattan,Paramount Group,1400,900 Third Avenue,New York,NY,10022,14TH,2,1013090032,1081162,,09/25/2013,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
292,BIB10000215,Latham & Watkins LLP,3,885,Third Avenue,New York,NY,10022,Manhattan,CB Richard Ellis,LL 1,885 Third Avenue,New York,NY,10022,LL1,10,1013270001,1038549,03/25/2010,03/25/2010,01/31/1999,02/05/1999,02/10/1999 12:00:00 AM,01/16/1999,01/31/1999,54th Street Loading Dock (Ingress & Egress),Loading Dock Freight to LL 1 Freight,Monday to Friday 8am - 5pm,07/21/2010,,,,,,,,,,,,,,,,,Pending
2674,BIB18000052,Beast NYC,6th floor,16,East 16th st,New York,NY,10003,Manhattan,Winter Properties Organization,basement,"18 east 16th st, 6th floor",new york,NY,10003,6th floor,1,1008430039,1016077,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold
