the_geom,GRIDS_INDE,TILE_NAME,DELIVERY_A,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-98.01746184102777 30.61502893378139, -98.01713089847543 30.628774006003194, -98.0012366559337 30.628486790573028, -98.00156986815361 30.61474175922873, -98.01746184102777 30.61502893378139)))",3,025200,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.0012366559337 30.628486790573028, -97.98534250966753 30.628197611262937, -97.98567799151407 30.614452621075753, -98.00156986815361 30.61474175922873, -98.0012366559337 30.628486790573028)))",4,030200,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.98534250966753 30.628197611262937, -97.9694484582391 30.627906468052593, -97.96978620967135 30.614161519302144, -97.98567799151407 30.614452621075753, -97.98534250966753 30.628197611262937)))",5,035200,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.9694484582391 30.627906468052593, -97.95355450438241 30.62761336099801, -97.95389452535883 30.613868453963907, -97.96978620967135 30.614161519302144, -97.9694484582391 30.627906468052593)))",6,040200,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.95355450438241 30.62761336099801, -97.93766064665957 30.627318290078602, -97.9380029371387 30.613573425040443, -97.95389452535883 30.613868453963907, -97.95355450438241 30.62761336099801)))",7,045200,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.04924606871737 30.615597391940117, -98.04957237854371 30.60185223184928, -98.06546236292328 30.602133475377485, -98.06513832223705 30.61587867551175, -98.04924606871737 30.615597391940117)))",8,010195,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.0333539074031 30.615314144678493, -98.03368248632978 30.601569024910752, -98.04957237854371 30.60185223184928, -98.04924606871737 30.615597391940117, -98.0333539074031 30.615314144678493)))",9,015195,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.0333539074031 30.615314144678493, -98.01746184102777 30.61502893378139, -98.01779268901441 30.60128385461635, -98.03368248632978 30.601569024910752, -98.0333539074031 30.615314144678493)))",10,020195,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.00156986815361 30.61474175922873, -98.00190298515984 30.60099672094607, -98.01779268901441 30.60128385461635, -98.01746184102777 30.61502893378139, -98.00156986815361 30.61474175922873)))",11,025195,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.98567799151407 30.614452621075753, -97.98601337749899 30.60070762395511, -98.00190298515984 30.60099672094607, -98.00156986815361 30.61474175922873, -97.98567799151407 30.614452621075753)))",12,030195,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.96978620967135 30.614161519302144, -97.97012386459403 30.600416563623174, -97.98601337749899 30.60070762395511, -97.98567799151407 30.614452621075753, -97.96978620967135 30.614161519302144)))",13,035195,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.95389452535883 30.613868453963907, -97.95423444917779 30.600123540006233, -97.97012386459403 30.600416563623174, -97.96978620967135 30.614161519302144, -97.95389452535883 30.613868453963907)))",14,040195,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.9380029371387 30.613573425040443, -97.93834512981248 30.599828553083736, -97.95423444917779 30.600123540006233, -97.95389452535883 30.613868453963907, -97.9380029371387 30.613573425040443)))",15,045195,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.9380029371387 30.613573425040443, -97.92211144774426 30.613276432588492, -97.92245590923082 30.59953160291235, -97.93834512981248 30.599828553083736, -97.9380029371387 30.613573425040443)))",16,050195,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.92211144774426 30.613276432588492, -97.90622005573766 30.612977476587194, -97.90656678599498 30.599232689471275, -97.92245590923082 30.59953160291235, -97.92211144774426 30.613276432588492)))",17,055195,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.08167412052057 30.588667507643013, -98.0813524409062 30.60241275551509, -98.06546236292328 30.602133475377485, -98.0657863110701 30.58838826727392, -98.08167412052057 30.588667507643013)))",18,005190,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.04957237854371 30.60185223184928, -98.04989859518318 30.58810706379391, -98.0657863110701 30.58838826727392, -98.06546236292328 30.602133475377485, -98.04957237854371 30.60185223184928)))",19,010190,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.03368248632978 30.601569024910752, -98.03401097142212 30.587823897183263, -98.04989859518318 30.58810706379391, -98.04957237854371 30.60185223184928, -98.03368248632978 30.601569024910752)))",20,015190,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.01779268901441 30.60128385461635, -98.01812344251928 30.58753876749642, -98.03401097142212 30.587823897183263, -98.03368248632978 30.601569024910752, -98.01779268901441 30.60128385461635)))",21,020190,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.00190298515984 30.60099672094607, -98.00223600703691 30.58725167471334, -98.01812344251928 30.58753876749642, -98.01779268901441 30.60128385461635, -98.00190298515984 30.60099672094607)))",22,025190,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.98601337749899 30.60070762395511, -97.98634866770732 30.586962618889302, -98.00223600703691 30.58725167471334, -98.00190298515984 30.60099672094607, -97.98601337749899 30.60070762395511)))",23,030190,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.97012386459403 30.600416563623174, -97.97046142309277 30.58667160000394, -97.98634866770732 30.586962618889302, -97.98601337749899 30.60070762395511, -97.97012386459403 30.600416563623174)))",24,035190,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.95423444917779 30.600123540006233, -97.9545742759255 30.586378618113265, -97.97046142309277 30.58667160000394, -97.97012386459403 30.600416563623174, -97.95423444917779 30.600123540006233)))",25,040190,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.93834512981248 30.599828553083736, -97.93868722476768 30.586083673196697, -97.9545742759255 30.586378618113265, -97.95423444917779 30.600123540006233, -97.93834512981248 30.599828553083736)))",26,045190,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.92245590923082 30.59953160291235, -97.92280027235151 30.58578676531094, -97.93868722476768 30.586083673196697, -97.93834512981248 30.599828553083736, -97.92245590923082 30.59953160291235)))",27,050190,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.90656678599498 30.599232689471275, -97.90691341723918 30.58548789443515, -97.92280027235151 30.58578676531094, -97.92245590923082 30.59953160291235, -97.90656678599498 30.599232689471275)))",28,055190,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.0657863110701 30.58838826727392, -98.06611016667463 30.57464305379658, -98.08199570824017 30.574922254392455, -98.08167412052057 30.588667507643013, -98.0657863110701 30.58838826727392)))",29,005185,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.04989859518318 30.58810706379391, -98.05022471863288 30.574361890369513, -98.06611016667463 30.57464305379658, -98.0657863110701 30.58838826727392, -98.04989859518318 30.58810706379391)))",30,010185,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.03401097142212 30.587823897183263, -98.03433936267722 30.574078764091517, -98.05022471863288 30.574361890369513, -98.04989859518318 30.58810706379391, -98.03401097142212 30.587823897183263)))",31,015185,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.01812344251928 30.58753876749642, -98.01845410153943 30.57379367501706, -98.03433936267722 30.574078764091517, -98.03401097142212 30.587823897183263, -98.01812344251928 30.58753876749642)))",32,020185,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.00223600703691 30.58725167471334, -98.00256893378184 30.573506623126093, -98.01845410153943 30.57379367501706, -98.01812344251928 30.58753876749642, -98.00223600703691 30.58725167471334)))",33,025185,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.98634866770732 30.586962618889302, -97.98668386213615 30.573217608473815, -98.00256893378184 30.573506623126093, -98.00223600703691 30.58725167471334, -97.98634866770732 30.586962618889302)))",34,030185,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.97046142309277 30.58667160000394, -97.97079888516461 30.572926631039984, -97.98668386213615 30.573217608473815, -97.98634866770732 30.586962618889302, -97.97046142309277 30.58667160000394)))",35,035185,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.9545742759255 30.586378618113265, -97.95491400559891 30.572633690880505, -97.97079888516461 30.572926631039984, -97.97046142309277 30.58667160000394, -97.9545742759255 30.586378618113265)))",36,040185,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.93868722476768 30.586083673196697, -97.93902922200127 30.572338787974864, -97.95491400559891 30.572633690880505, -97.9545742759255 30.586378618113265, -97.93868722476768 30.586083673196697)))",37,045185,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.92280027235151 30.58578676531094, -97.92314453710328 30.572041922379732, -97.93902922200127 30.572338787974864, -97.93868722476768 30.586083673196697, -97.92280027235151 30.58578676531094)))",38,050185,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.90691341723918 30.58548789443515, -97.90725994946716 30.571743094074282, -97.92314453710328 30.572041922379732, -97.92280027235151 30.58578676531094, -97.90691341723918 30.58548789443515)))",39,055185,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.09820056922686 30.56145419296423, -98.09788134059762 30.575199492103437, -98.08199570824017 30.574922254392455, -98.08231720414656 30.561176994751452, -98.09820056922686 30.56145419296423)))",40,000180,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.06611016667463 30.57464305379658, -98.06643392981901 30.560897833933538, -98.08231720414656 30.561176994751452, -98.08199570824017 30.574922254392455, -98.06611016667463 30.57464305379658)))",41,005180,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.05022471863288 30.574361890369513, -98.0505507489755 30.56061671056417, -98.06643392981901 30.560897833933538, -98.06611016667463 30.57464305379658, -98.05022471863288 30.574361890369513)))",42,010180,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.03433936267722 30.574078764091517, -98.03466766017833 30.560333624623624, -98.0505507489755 30.56061671056417, -98.05022471863288 30.574361890369513, -98.03433936267722 30.574078764091517)))",43,015180,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.01845410153943 30.57379367501706, -98.01878466615875 30.560048576166338, -98.03466766017833 30.560333624623624, -98.03433936267722 30.574078764091517, -98.01845410153943 30.57379367501706)))",44,020180,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.00256893378184 30.573506623126093, -98.00290176547905 30.559761565172316, -98.01878466615875 30.560048576166338, -98.01845410153943 30.57379367501706, -98.00256893378184 30.573506623126093)))",45,025180,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.98668386213615 30.573217608473815, -97.98701896087043 30.559472591696693, -98.00290176547905 30.559761565172316, -98.00256893378184 30.573506623126093, -97.98668386213615 30.573217608473815)))",46,030180,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.97079888516461 30.572926631039984, -97.97113625089511 30.559181655719296, -97.98701896087043 30.559472591696693, -97.98668386213615 30.573217608473815, -97.97079888516461 30.572926631039984)))",47,035180,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.95491400559891 30.572633690880505, -97.95525363828422 30.55888875729597, -97.97113625089511 30.559181655719296, -97.97079888516461 30.572926631039984, -97.95491400559891 30.572633690880505)))",48,040180,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.93902922200127 30.572338787974864, -97.93937112159999 30.558593896406236, -97.95525363828422 30.55888875729597, -97.95491400559891 30.572633690880505, -97.93902922200127 30.572338787974864)))",49,045180,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.92314453710328 30.572041922379732, -97.92348870357345 30.558297073106754, -97.93937112159999 30.558593896406236, -97.93902922200127 30.572338787974864, -97.92314453710328 30.572041922379732)))",50,050180,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.90725994946716 30.571743094074282, -97.90760638276683 30.557998287376705, -97.92348870357345 30.558297073106754, -97.92314453710328 30.572041922379732, -97.90725994946716 30.571743094074282)))",51,055180,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.90725994946716 30.571743094074282, -97.89137546182444 30.571442303116, -97.89172416191109 30.557697539273537, -97.90760638276683 30.557998287376705, -97.90725994946716 30.571743094074282)))",52,060180,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.89137546182444 30.571442303116, -97.87549107273728 30.57113954948375, -97.8758420395684 30.557394828776186, -97.89172416191109 30.557697539273537, -97.89137546182444 30.571442303116)))",53,065180,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.08231720414656 30.561176994751452, -98.08263860823689 30.54743173131541, -98.098519706687 30.54770889002529, -98.09820056922686 30.56145419296423, -98.08231720414656 30.561176994751452)))",54,000175,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.06643392981901 30.560897833933538, -98.06675760050034 30.54715261028017, -98.08263860823689 30.54743173131541, -98.08231720414656 30.561176994751452, -98.06643392981901 30.560897833933538)))",55,005175,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.0505507489755 30.56061671056417, -98.05087668620811 30.54687152697324, -98.06675760050034 30.54715261028017, -98.06643392981901 30.560897833933538, -98.0505507489755 30.56061671056417)))",56,010175,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.03466766017833 30.560333624623624, -98.03499586392255 30.546588481374915, -98.05087668620811 30.54687152697324, -98.0505507489755 30.56061671056417, -98.03466766017833 30.560333624623624)))",57,015175,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.01878466615875 30.560048576166338, -98.01911513637427 30.546303473539623, -98.03499586392255 30.546588481374915, -98.03466766017833 30.560333624623624, -98.01878466615875 30.560048576166338)))",58,020175,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.00290176547905 30.559761565172316, -98.00323450212561 30.546016503447344, -98.01911513637427 30.546303473539623, -98.01878466615875 30.560048576166338, -98.00290176547905 30.559761565172316)))",59,025175,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.98701896087043 30.559472591696693, -97.98735396390718 30.54572757115333, -98.00323450212561 30.546016503447344, -98.00290176547905 30.559761565172316, -97.98701896087043 30.559472591696693)))",60,030175,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.97113625089511 30.559181655719296, -97.97147352028126 30.545436676637234, -97.98735396390718 30.54572757115333, -97.98701896087043 30.559472591696693, -97.97113625089511 30.559181655719296)))",61,035175,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.95525363828422 30.55888875729597, -97.95559317397837 30.545143819955037, -97.97147352028126 30.545436676637234, -97.97113625089511 30.559181655719296, -97.95525363828422 30.55888875729597)))",62,040175,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.93937112159999 30.558593896406236, -97.93971292356078 30.544849001086167, -97.95559317397837 30.545143819955037, -97.95525363828422 30.55888875729597, -97.93937112159999 30.558593896406236)))",63,045175,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.92348870357345 30.558297073106754, -97.92383277175892 30.54455222008734, -97.93971292356078 30.544849001086167, -97.93937112159999 30.558593896406236, -97.92348870357345 30.558297073106754)))",64,050175,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.90760638276683 30.557998287376705, -97.90795271713507 30.5442534769377, -97.92383277175892 30.54455222008734, -97.92348870357345 30.558297073106754, -97.90760638276683 30.557998287376705)))",65,055175,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.89172416191109 30.557697539273537, -97.8920727624196 30.54395277169476, -97.90795271713507 30.5442534769377, -97.90760638276683 30.557998287376705, -97.89172416191109 30.557697539273537)))",66,060175,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.8758420395684 30.557394828776186, -97.87619290617474 30.543650104337356, -97.8920727624196 30.54395277169476, -97.89172416191109 30.557697539273537, -97.8758420395684 30.557394828776186)))",67,065175,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.8758420395684 30.557394828776186, -97.85996001846966 30.557090155942813, -97.86031315113075 30.543345474923733, -97.87619290617474 30.543650104337356, -97.8758420395684 30.557394828776186)))",68,070175,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.08263860823689 30.54743173131541, -98.0829599205926 30.533686463072122, -98.09883875305896 30.533963582274453, -98.098519706687 30.54770889002529, -98.08263860823689 30.54743173131541)))",69,000170,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.06675760050034 30.54715261028017, -98.06708117880069 30.533407381824258, -98.0829599205926 30.533686463072122, -98.08263860823689 30.54743173131541, -98.06675760050034 30.54715261028017)))",70,005170,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.05087668620811 30.54687152697324, -98.05120253041339 30.533126338584513, -98.06708117880069 30.533407381824258, -98.06675760050034 30.54715261028017, -98.05087668620811 30.54687152697324)))",71,010170,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.03499586392255 30.546588481374915, -98.03532397399304 30.532843333333187, -98.05120253041339 30.533126338584513, -98.05087668620811 30.54687152697324, -98.03499586392255 30.546588481374915)))",72,015170,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.01911513637427 30.546303473539623, -98.01944551226975 30.532558366124686, -98.03532397399304 30.532843333333187, -98.03499586392255 30.546588481374915, -98.01911513637427 30.546303473539623)))",73,020170,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.00323450212561 30.546016503447344, -98.00356714380584 30.532271436939048, -98.01944551226975 30.532558366124686, -98.01911513637427 30.546303473539623, -98.00323450212561 30.546016503447344)))",74,025170,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.98735396390718 30.54572757115333, -97.98768887133134 30.531982545831447, -98.00356714380584 30.532271436939048, -98.00323450212561 30.546016503447344, -97.98735396390718 30.54572757115333)))",75,030170,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.97147352028126 30.545436676637234, -97.97181069340856 30.53169169278159, -97.98768887133134 30.531982545831447, -97.98735396390718 30.54572757115333, -97.97147352028126 30.545436676637234)))",76,035170,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.95559317397837 30.545143819955037, -97.95593261276743 30.531398877845433, -97.97181069340856 30.53169169278159, -97.97147352028126 30.545436676637234, -97.95559317397837 30.545143819955037)))",77,040170,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.93971292356078 30.544849001086167, -97.94005462797027 30.531104101002416, -97.95593261276743 30.531398877845433, -97.95559317397837 30.545143819955037, -97.93971292356078 30.544849001086167)))",78,045170,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.92383277175892 30.54455222008734, -97.92417674174692 30.53080736230925, -97.94005462797027 30.531104101002416, -97.93971292356078 30.544849001086167, -97.92383277175892 30.54455222008734)))",79,050170,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.90795271713507 30.5442534769377, -97.9082989526597 30.530508661745117, -97.92417674174692 30.53080736230925, -97.92383277175892 30.54455222008734, -97.90795271713507 30.5442534769377)))",80,055170,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.8920727624196 30.54395277169476, -97.89242126343837 30.530207999367427, -97.9082989526597 30.530508661745117, -97.90795271713507 30.5442534769377, -97.8920727624196 30.54395277169476)))",81,060170,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.87619290617474 30.543650104337356, -97.87654367264518 30.529905375155113, -97.89242126343837 30.530207999367427, -97.8920727624196 30.54395277169476, -97.87619290617474 30.543650104337356)))",82,065170,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.86031315113075 30.543345474923733, -97.8606661830099 30.52960078916638, -97.87654367264518 30.529905375155113, -97.87619290617474 30.543650104337356, -97.86031315113075 30.543345474923733)))",83,070170,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.11503436754182 30.520493390250724, -98.11471767763737 30.53423873945069, -98.09883875305896 30.533963582274453, -98.09915770833987 30.52021827230688, -98.11503436754182 30.520493390250724)))",84,995165,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.0829599205926 30.533686463072122, -98.08328114121083 30.519941192616788, -98.09915770833987 30.52021827230688, -98.09883875305896 30.533963582274453, -98.0829599205926 30.533686463072122)))",85,000165,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.06708117880069 30.533407381824258, -98.06740466471716 30.519662151161008, -98.08328114121083 30.519941192616788, -98.0829599205926 30.533686463072122, -98.06708117880069 30.533407381824258)))",86,005165,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.05120253041339 30.533126338584513, -98.05152828158838 30.519381147993172, -98.06740466471716 30.519662151161008, -98.06708117880069 30.533407381824258, -98.05120253041339 30.533126338584513)))",87,010165,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.03532397399304 30.532843333333187, -98.03565199038691 30.51909818309362, -98.05152828158838 30.519381147993172, -98.05120253041339 30.533126338584513, -98.03532397399304 30.532843333333187)))",88,015165,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.01944551226975 30.532558366124686, -98.01977579384226 30.518813256516744, -98.03565199038691 30.51909818309362, -98.03532397399304 30.532843333333187, -98.01944551226975 30.532558366124686)))",89,020165,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.00356714380584 30.532271436939048, -98.00389969051677 30.518526368242554, -98.01977579384226 30.518813256516744, -98.01944551226975 30.532558366124686, -98.00356714380584 30.532271436939048)))",90,025165,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.98768887133134 30.531982545831447, -97.98802368313989 30.518237518326227, -98.00389969051677 30.518526368242554, -98.00356714380584 30.532271436939048, -97.98768887133134 30.531982545831447)))",91,030165,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.97181069340856 30.53169169278159, -97.97214777027398 30.517946706747523, -97.98802368313989 30.518237518326227, -97.98768887133134 30.531982545831447, -97.97181069340856 30.53169169278159)))",92,035165,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.95593261276743 30.531398877845433, -97.95627195464836 30.517653933562315, -97.97214777027398 30.517946706747523, -97.97181069340856 30.53169169278159, -97.95593261276743 30.531398877845433)))",93,040165,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.94005462797027 30.531104101002416, -97.9403962348254 30.51735919875015, -97.95627195464836 30.517653933562315, -97.95593261276743 30.531398877845433, -97.94005462797027 30.531104101002416)))",94,045165,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.92417674174692 30.53080736230925, -97.92452061353438 30.51706250236765, -97.9403962348254 30.51735919875015, -97.94005462797027 30.531104101002416, -97.92417674174692 30.53080736230925)))",95,050165,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.9082989526597 30.530508661745117, -97.90864508933758 30.51676384439398, -97.92452061353438 30.51706250236765, -97.92417674174692 30.53080736230925, -97.9082989526597 30.530508661745117)))",96,055165,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.89242126343837 30.530207999367427, -97.89276966496423 30.516463224886657, -97.90864508933758 30.51676384439398, -97.9082989526597 30.530508661745117, -97.89242126343837 30.530207999367427)))",97,060165,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.87654367264518 30.529905375155113, -97.87689433897663 30.516160643824534, -97.89276966496423 30.516463224886657, -97.89242126343837 30.530207999367427, -97.87654367264518 30.529905375155113)))",98,065165,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.8606661830099 30.52960078916638, -97.86101911410388 30.515856101265815, -97.87689433897663 30.516160643824534, -97.87654367264518 30.529905375155113, -97.8606661830099 30.52960078916638)))",99,070165,0,24999998.425,19999.99937
"MULTIPOLYGON (((-97.76576989943507 30.51398765505723, -97.76540338068054 30.527732076501074, -97.74952660994263 30.527413758466043, -97.74989539315206 30.513669382411052, -97.76576989943507 30.51398765505723)))",100,105165,4,24999998.425,19999.99937
"MULTIPOLYGON (((-97.74952660994263 30.527413758466043, -97.73364994344598 30.52709347876587, -97.73402099106538 30.513349148379625, -97.74989539315206 30.513669382411052, -97.74952660994263 30.527413758466043)))",101,110165,4,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.09915770833987 30.52021827230688, -98.09947657261057 30.506472959110223, -98.11535096708197 30.506748037817047, -98.11503436754182 30.520493390250724, -98.09915770833987 30.52021827230688)))",102,995160,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.08328114121083 30.519941192616788, -98.08360227017302 30.506195918937028, -98.09947657261057 30.506472959110223, -98.09915770833987 30.52021827230688, -98.08328114121083 30.519941192616788)))",103,000160,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.06740466471716 30.519662151161008, -98.06772805833171 30.505916917278018, -98.08360227017302 30.506195918937028, -98.08328114121083 30.519941192616788, -98.06740466471716 30.519662151161008)))",104,005160,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.05152828158838 30.519381147993172, -98.05185393981566 30.50563595418685, -98.06772805833171 30.505916917278018, -98.06740466471716 30.519662151161008, -98.05152828158838 30.519381147993172)))",105,010160,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.03565199038691 30.51909818309362, -98.03597991318726 30.505353029643818, -98.05185393981566 30.50563595418685, -98.05152828158838 30.519381147993172, -98.03565199038691 30.51909818309362)))",106,015160,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.01977579384226 30.518813256516744, -98.02010598117548 30.505068143703348, -98.03597991318726 30.505353029643818, -98.03565199038691 30.51909818309362, -98.01977579384226 30.518813256516744)))",107,020160,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.00389969051677 30.518526368242554, -98.00423214234266 30.504781296345456, -98.02010598117548 30.505068143703348, -98.01977579384226 30.518813256516744, -98.00389969051677 30.518526368242554)))",108,025160,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.98802368313989 30.518237518326227, -97.98835839941769 30.504492487625313, -98.00423214234266 30.504781296345456, -98.00389969051677 30.518526368242554, -97.98802368313989 30.518237518326227)))",109,030160,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.97214777027398 30.517946706747523, -97.97248475096292 30.50420171752263, -97.98835839941769 30.504492487625313, -97.98802368313989 30.518237518326227, -97.97214777027398 30.517946706747523)))",110,035160,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.95627195464836 30.517653933562315, -97.95661119970717 30.503908986093364, -97.97248475096292 30.50420171752263, -97.97214777027398 30.517946706747523, -97.95627195464836 30.517653933562315)))",111,040160,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.9403962348254 30.51735919875015, -97.94073774421275 30.503614293316947, -97.95661119970717 30.503908986093364, -97.95627195464836 30.517653933562315, -97.9403962348254 30.51735919875015)))",112,045160,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.92452061353438 30.51706250236765, -97.9248643872084 30.503317639250113, -97.94073774421275 30.503614293316947, -97.9403962348254 30.51735919875015, -97.92452061353438 30.51706250236765)))",113,050160,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.90864508933758 30.51676384439398, -97.90899112725644 30.50301902387201, -97.9248643872084 30.503317639250113, -97.92452061353438 30.51706250236765, -97.90864508933758 30.51676384439398)))",114,055160,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.89276966496423 30.516463224886657, -97.89311796708552 30.502718447240074, -97.90899112725644 30.50301902387201, -97.90864508933758 30.51676384439398, -97.89276966496423 30.516463224886657)))",115,060160,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.87689433897663 30.516160643824534, -97.8772449052579 30.50241590933322, -97.89311796708552 30.502718447240074, -97.89276966496423 30.516463224886657, -97.87689433897663 30.516160643824534)))",116,065160,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.86101911410388 30.515856101265815, -97.86137194450221 30.50211141020967, -97.8772449052579 30.50241590933322, -97.87689433897663 30.516160643824534, -97.86101911410388 30.515856101265815)))",117,070160,9,25000000.0654,20000.0000262
