the_geom,OBJECTID,MARKINGS_SPECIALTY_LINE_ID,INTERSECTION_ID,SEGMENT_ID,ALTERNATE_ID,LOCATION_DESCRIPTION,LOCATION_STATUS,DIRECTION,SPECIALTY_LINE_TYPE,NUMBER_OF_ASSETS,MARKING_TEXT_NOTE,MATERIAL,COLOR,INSTALL_DATE,ASSET_CONDITION,CREW_ASSIGNED,COMMENTS,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,GLOBALID,Shape__Length
"MULTILINESTRING ((-97.781882208372 30.25615683488, -97.781887581048 30.256140826203))",854,827,5152017,2021312,,,ACTIVE,N,DELINEATORS,1,,,White,05/14/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,05/15/2019 02:57:49 PM +0000,MSTEVENS,05/15/2019 03:04:56 PM +0000,0e4943bb-239c-4007-bb05-76af5458a4f4,6.06427448754739
"MULTILINESTRING ((-97.774992870159 30.293075869739, -97.775021760636 30.293075730872, -97.775051921986 30.29308994106))",140,312,5152653,2020430,,,ACTIVE,,CURBS,1,,,Red,06/12/2018 12:00:00 AM +0000,Unknown,OTHER,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,d7e10207-6fdd-4b11-87dc-92334589d2c0,19.9497897777014
"MULTILINESTRING ((-97.713901622666 30.260512363187, -97.713913419877 30.260485340883))",1090,1105,5160685,2019211,,,ACTIVE,S,DELINEATORS,1,,,White,04/16/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,04/22/2020 08:26:09 PM +0000,ADEANDA,04/24/2020 07:51:10 PM +0000,5c092d36-38a0-4c1d-822f-042a6a004796,10.5098387867241
"MULTILINESTRING ((-97.734286565049 30.33316059063, -97.734034730434 30.333569113993))",137,252,5158009,2011898,,,ACTIVE,,CONCRETE_DOMES,10,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,bd42f871-06d0-4103-85b3-77086018071d,168.483032464614
"MULTILINESTRING ((-97.772469648581 30.288584279325, -97.772450497014 30.288614074402))",48,1085,5152907,2020514,,,ACTIVE,S,CURBS,,,PAINT,Red,12/01/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,02/10/2020 10:01:04 PM +0000,ADEANDA,02/11/2020 03:15:33 PM +0000,321eddc7-0c0b-431f-a18c-fc8a9f1fe287,12.4080640221594
"MULTILINESTRING ((-97.777008253537 30.261188055206, -97.776996935481 30.261200005491))",213,427,5152522,2021197,,,ACTIVE,,DELINEATORS,1,,,Yellow,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:51 PM +0000,bb09ae10-3597-4b0b-98d5-cd1a83c405f4,5.62650092195124
"MULTILINESTRING ((-97.756266071553 30.194589670009, -97.756441882025 30.194427997596))",150,131,5155309,2025491,,,ACTIVE,NW,CONCRETE_DOMES,9,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:51 PM +0000,af53c558-e215-44c9-8a05-28c449992e0f,80.8852759135862
"MULTILINESTRING ((-97.844403938318 30.157841875619, -97.844366502025 30.157842043608, -97.844359232971 30.15784428887, -97.844350825813 30.157850690615, -97.844350725947 30.157854568623, -97.84435985538 30.157860117638, -97.844368733476 30.157862080479, -97.844404789036 30.157862185207, -97.844403938318 30.157841875619))",938,905,5146806,2036703,,,ACTIVE,E,CURBS,1,,PAINT,Yellow,02/05/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,07/03/2019 07:02:29 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,15083631-e0a2-493d-8cc3-7889737991fd,44.4168472411577
"MULTILINESTRING ((-97.690038245063 30.340530574135, -97.690020014859 30.34052064239, -97.689997775011 30.340527917112, -97.690006068017 30.340541832744, -97.690108037938 30.340589843887, -97.690121162574 30.34058385299, -97.690117729172 30.340564537685, -97.690038245063 30.340530574135))",261,262,5162962,2011583,,,ACTIVE,,DELINEATORS,7,Island marking,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:44 PM +0000,232186f3-7910-4c5f-9343-24ebe8b28abd,96.3235595325078
"MULTILINESTRING ((-97.751258325389 30.328705053365, -97.751366563937 30.32875600298, -97.751478145902 30.328812662181, -97.751591901535 30.328865490391, -97.751703484798 30.328922149417, -97.751808457349 30.3289778902))",282,144,5155370,2012099,,,ACTIVE,,DELINEATORS,6,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:38 PM +0000,6eb6c56e-b610-457b-a4c2-5b0f0ddaa14f,199.971281605445
"MULTILINESTRING ((-97.711545396077 30.316703246794, -97.711533601867 30.316721612946, -97.71153129375 30.316723955164, -97.711528718127 30.316726075347, -97.711525899617 30.316727947831, -97.711522871924 30.316729557062, -97.711519665782 30.316730882013, -97.711516319005 30.316731909019, -97.711512865176 30.316732627036, -97.71150934404 30.316733027854, -97.711505795269 30.316733105968, -97.711502255198 30.316732863926, -97.711498763375 30.316732300731, -97.711495359082 30.316731425308, -97.711494903325 30.316731279732, -97.711472544056 30.316720707098))",7,1012,5160770,2015509,,,ACTIVE,N,CURBS,,,PAINT,Red,10/22/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,10/30/2019 08:22:56 PM +0000,ADEANDA,10/30/2019 09:11:21 PM +0000,8ff05829-d85d-456c-aca8-ab05617eebb3,29.2792408901976
"MULTILINESTRING ((-97.769032561299 30.297287601625, -97.769099081327 30.297346827385))",164,258,5153387,3377378,,,ACTIVE,NW,CURBS,1,New marking not on imagery,PAINT,Red,06/11/2018 12:00:00 AM +0000,Excellent,OTHER,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,0883147c-f5f2-4725-80d5-e5dabe3dcaee,30.0779030492747
"MULTILINESTRING ((-97.795756148107 30.221665299893, -97.795819944096 30.221700360619))",546,506,5150801,2024409,,,ACTIVE,,DELINEATORS,3,,,,,Unknown,,,SGOV,09/20/2018 06:46:11 PM +0000,SGOV,09/20/2018 06:46:17 PM +0000,96543c15-93f2-4cff-baeb-bc54b194d74e,23.845187896747
"MULTILINESTRING ((-97.732194003837 30.337196803283, -97.732175660645 30.337188075437, -97.73216546885 30.337208758921))",272,264,5158321,2011699,,,ACTIVE,,DELINEATORS,3,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:44 PM +0000,66fa1975-a5cb-4e77-8448-2e5b6ad02bcb,14.7806653247598
"MULTILINESTRING ((-97.733848515685 30.333897113629, -97.733445744295 30.33451531936))",138,128,5158147,2011864,,,ACTIVE,,CONCRETE_DOMES,24,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,7ecb0e8d-8689-4bb1-ac2a-5c8f12f2ea56,258.254860845819
"MULTILINESTRING ((-97.776652552316 30.261308445908, -97.776826065941 30.261247149465, -97.776992031755 30.26117227185))",841,3,5152522,2021197,,,ACTIVE,,CONCRETE_DOMES,13,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,9ad3b55c-927a-4e46-91e6-174a95c74bd6,118.194128999083
"MULTILINESTRING ((-97.732699179086 30.335323171886, -97.732458470393 30.335706491775, -97.732374720228 30.335933989065, -97.732356884064 30.336105525262, -97.732358467479 30.336169302782))",143,418,5158278,2040304,,,ACTIVE,,CONCRETE_DOMES,50,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:51 PM +0000,93d18b70-9316-498e-adc8-cf5b5feb1850,331.44226224818
"MULTILINESTRING ((-97.730785305917 30.342665686528, -97.730728305208 30.3426358801))",780,693,5158480,2011535,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:41:40 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,18b43186-963d-42b1-95a7-c3f0196fa6ef,20.9955633239663
"MULTILINESTRING ((-97.748201594414 30.212379722623, -97.748173178576 30.212424629456, -97.748168138013 30.212428109075, -97.748161926772 30.212429057467, -97.748154135683 30.212427468177, -97.748148902179 30.212422706469, -97.748147397949 30.212417304493, -97.74814962094 30.212411261305, -97.74817924475 30.212367453545))",769,817,5156363,2041737,,,ACTIVE,N,DELINEATORS,5,,,Yellow,09/17/2018 12:00:00 AM +0000,Unknown,,,MSTEVENS,05/09/2019 04:15:37 PM +0000,MSTEVENS,05/09/2019 04:37:59 PM +0000,c58094e9-cb47-4749-8a32-d3f0353864d2,50.3898153878672
"MULTILINESTRING ((-97.734546885951 30.298966197974, -97.734884341592 30.298427632756))",506,117,5158057,2016739,,,ACTIVE,,CONCRETE_DOMES,24,,,White,,Unknown,BIKE,,SGOV,08/07/2018 09:38:08 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,40221050-fa95-4c90-87ce-db7cbc0c4246,222.950331508634
"MULTILINESTRING ((-97.674868469486 30.28303356186, -97.674836003864 30.283042033733))",492,480,5164888,2017605,,,ACTIVE,,DELINEATORS,5,,,White,,Unknown,,,SGOV,08/23/2018 04:15:15 PM +0000,SGOV,08/28/2018 06:22:04 PM +0000,a7eea2f7-a3ef-4753-8dc7-f6241b009707,10.7006491667598
"MULTILINESTRING ((-97.764054762345 30.185574585625, -97.764125027802 30.185593305168, -97.764150529339 30.185590235581, -97.764165921213 30.185579801307, -97.764179406954 30.185537694846))",586,534,5154321,2025707,,,ACTIVE,,CURBS,1,,PAINT,Red,,Unknown,OTHER,,SGOV,10/10/2018 04:21:08 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,9b4b6d47-db56-42c6-bb9b-f4480719205a,53.4200006335921
"MULTILINESTRING ((-97.674236559372 30.29303566435, -97.674122854725 30.293081357459, -97.674012108947 30.293126611056, -97.673897993772 30.293173269997, -97.673793884783 30.29321921066, -97.673677603627 30.293267296205, -97.673556561842 30.293317350149, -97.673434335586 30.293367893742, -97.673308339469 30.293419996754))",242,138,5164950,3189584,,,ACTIVE,,DELINEATORS,9,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:38 PM +0000,5d34d17a-723d-4d5e-85a1-47c6b65cac8f,324.606067113783
"MULTILINESTRING ((-97.720561281865 30.313073319673, -97.72051704265 30.313055705598))",1054,640,5159775,2015727,,,ACTIVE,,CURBS,1,,PAINT,Red,01/17/2019 12:00:00 AM +0000,Unknown,OTHER,,SGOV,01/22/2019 04:10:13 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,b1ed2281-82ed-4b62-8072-4f378e3352c6,15.3590574033884
"MULTILINESTRING ((-97.748406964231 30.298053084004, -97.748405768086 30.298054182394, -97.748404584481 30.298055045526, -97.748402644675 30.298055955668, -97.748400576497 30.298056417465, -97.748398177621 30.298056530604, -97.748395978939 30.298056313012, -97.748393768458 30.298055875913, -97.748392846545 30.298055665121, -97.748373100193 30.298043411006))",933,861,5155961,2019787,,,ACTIVE,SE,CURBS,1,,PAINT,Yellow,,Unknown,OTHER,,MSTEVENS,05/29/2019 10:55:42 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,2c3ee0fb-7ce4-432e-9b93-8fb49014cf0e,12.5417867594767
"MULTILINESTRING ((-97.774697624868 30.397541150122, -97.77468550911 30.397553872444, -97.774700184376 30.397564375992))",763,804,5152423,2039438,,,ACTIVE,S,DELINEATORS,3,,,White,04/22/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,04/24/2019 03:44:15 PM +0000,MSTEVENS,04/24/2019 04:27:53 PM +0000,e5550f1a-cbc2-450f-950a-a268902cd822,11.9997233792067
"MULTILINESTRING ((-97.777505390452 30.205138390259, -97.777526584331 30.205085334859))",1042,624,5152641,2025001,,,ACTIVE,,CURBS,1,,PAINT,Red,10/18/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,12/03/2018 07:55:17 PM +0000,CTREMEL,08/30/2019 03:48:09 PM +0000,13b85641-c3b0-4e8d-bb3d-640fa112ff38,20.4242871161676
"MULTILINESTRING ((-97.752651682029 30.248549584854, -97.752713453701 30.248561751121))",910,788,5155570,2022398,,,ACTIVE,W,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 08:31:49 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,6e5c4c12-5f78-4aef-8dbc-c8c5a58512bb,20.0002001014315
"MULTILINESTRING ((-97.725253393936 30.339970428512, -97.725110403858 30.339900634389))",458,295,5159057,2011614,,,ACTIVE,,CONCRETE_DOMES,6,,,White,,Unknown,BIKE,,SGOV,08/01/2018 06:51:09 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,d58cf50d-a1c4-4650-8306-3b3ce8c1d00f,51.7584832543334
"MULTILINESTRING ((-97.738830719407 30.336896891005, -97.738862938919 30.336901423028))",110,657,5157380,2011727,,,ACTIVE,,DELINEATORS,3,,,White,12/13/2018 12:00:00 AM +0000,Unknown,,,MSTEVENS,02/25/2019 03:40:13 PM +0000,MSTEVENS,02/25/2019 03:43:40 PM +0000,ce20117c-6726-47b5-85a9-97cab187126d,10.2968833828233
"MULTILINESTRING ((-97.754800206049 30.199276993821, -97.754878759635 30.19917040119, -97.755056939061 30.198879141554))",97,458,5155445,2034556,,,ACTIVE,NW,DELINEATORS,5,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:52 PM +0000,a348e52a-a550-4b50-bfa0-4bc688e15de5,165.985355450615
"MULTILINESTRING ((-97.687068986271 30.345449814898, -97.687010277513 30.34554446244))",441,111,5163219,2040187,,,ACTIVE,,CONCRETE_DOMES,5,,,White,,Unknown,BIKE,,SGOV,08/01/2018 02:50:04 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,cd2d151a-279b-4f93-84d6-e3c245a375f6,39.0875379594587
"MULTILINESTRING ((-97.774622533305 30.397489802786, -97.77463445699 30.397476943995, -97.774619623221 30.397466608724))",753,802,5152423,2039438,,,ACTIVE,S,DELINEATORS,3,,,White,04/22/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,04/24/2019 03:43:39 PM +0000,MSTEVENS,04/24/2019 04:27:51 PM +0000,49d3cec2-f064-4e7e-833b-ba6aa727b388,12.0000523043232
"MULTILINESTRING ((-97.821655900442 30.276477332735, -97.821703971377 30.276532707825))",1028,609,5148536,2020933,,,ACTIVE,,CURBS,1,,PAINT,Red,11/17/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,12/03/2018 06:55:59 PM +0000,CTREMEL,08/30/2019 03:48:09 PM +0000,655f4a38-e198-4ac4-9972-b88a440ed7ab,25.2160296429334
"MULTILINESTRING ((-97.735572668961 30.363880531953, -97.735607823801 30.363827525429))",220,137,5157682,2010778,,,ACTIVE,,DELINEATORS,3,,,Yellow,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:38 PM +0000,9fec3419-4650-4872-8368-b0224dcfbfb6,22.2386218449843
"MULTILINESTRING ((-97.796547100623 30.455361729722, -97.796595178988 30.455325435725))",645,1038,5150189,2038708,,,ACTIVE,,CURBS,1,,PAINT,Red,12/01/2019 12:00:00 AM +0000,Unknown,,,SGOV,01/29/2020 03:17:32 PM +0000,ADEANDA,01/29/2020 07:59:43 PM +0000,0983fc50-b69e-47ab-a9b6-33c0bdcded75,20.0924047848334
"MULTILINESTRING ((-97.696150471026 30.308174117967, -97.696130023512 30.308207240443))",623,565,5162423,2016070,,,ACTIVE,,DELINEATORS,2,,,,11/28/2018 12:00:00 AM +0000,Unknown,,CONTRACTOR,SGOV,11/30/2018 09:15:09 PM +0000,SGOV,11/30/2018 11:10:16 PM +0000,0a813b54-e0fa-4356-bc08-13742b917c63,13.6655022792432
"MULTILINESTRING ((-97.69764329568 30.435131476181, -97.697668268478 30.435137145957, -97.697696509169 30.435144220125, -97.697723417655 30.435151648628, -97.697734339187 30.435155310871))",800,711,5161942,3310228,,,ACTIVE,E,DELINEATORS,6,,,White,03/18/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,03/19/2019 01:24:44 PM +0000,MSTEVENS,03/19/2019 01:25:22 PM +0000,6a5028e7-b0b3-4212-b5ea-ca323e7084d2,29.9904875342339
"MULTILINESTRING ((-97.734349658845 30.344007475164, -97.734316583648 30.343990948758, -97.734306805346 30.344006508255))",688,670,5157973,2011456,,,ACTIVE,,DELINEATORS,3,,,,,Unknown,,,SGOV,03/01/2019 03:29:13 PM +0000,SGOV,03/01/2019 03:29:17 PM +0000,483a1e6a-d0bd-4ee6-914b-1c34a53afc89,18.4855684073109
"MULTILINESTRING ((-97.734970853724 30.291205801495, -97.735003077424 30.291249543537))",226,20,5158127,2017163,,,ACTIVE,,DELINEATORS,2,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:32 PM +0000,91108608-e516-47f3-a96b-01f6eba0549d,18.8815895640031
"MULTILINESTRING ((-97.727932468201 30.34152544604, -97.727368381485 30.341951486982))",129,362,5158959,2011542,,,ACTIVE,,CONCRETE_DOMES,22,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,1a4bb1c7-edc5-4059-8901-69d037375987,235.947130386283
"MULTILINESTRING ((-97.718643359792 30.328029314688, -97.718599882084 30.328008731531))",968,879,5159949,2040412,,,ACTIVE,E,DELINEATORS,3,,,Yellow,03/05/2019 12:00:00 AM +0000,Unknown,BIKE,,MSTEVENS,06/10/2019 02:39:47 PM +0000,MSTEVENS,06/10/2019 03:20:31 PM +0000,78b8be66-9f4d-4041-9cbe-d75626d193e2,15.6266513141311
"MULTILINESTRING ((-97.674586686121 30.292902689433, -97.674551771721 30.292914474491))",241,431,5429506,3189584,,,ACTIVE,,DELINEATORS,3,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:51 PM +0000,c247ba1d-8c80-41e6-94a9-a391b9608e04,11.8234924325362
"MULTILINESTRING ((-97.712234078761 30.315602629604, -97.71223010228 30.315608959495, -97.712228624921 30.315611121097, -97.712226893567 30.31561313764, -97.712224929621 30.315614987005, -97.712222754459 30.315616647973, -97.712220388347 30.315618102007, -97.712217862935 30.31561933261, -97.712215200369 30.315620328505, -97.712212436385 30.315621075985, -97.71220959395 30.31562157191, -97.712206708723 30.315621805279, -97.712203810899 30.315621774904, -97.712200933668 30.31562148417, -97.71219810517 30.315620930947, -97.712195361493 30.3156201268, -97.71219290313 30.31561915704, -97.712176219226 30.315611012388))",20,1006,5160709,2015558,,,ACTIVE,N,CURBS,,,PAINT,Red,10/22/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,10/30/2019 08:19:53 PM +0000,ADEANDA,10/30/2019 09:11:21 PM +0000,23785b11-403f-428b-ab61-b044231ae933,22.3152676460021
"MULTILINESTRING ((-97.72979380323 30.34218191315, -97.729733476058 30.342152994315))",786,699,5158480,2011535,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:45:21 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,a42b558a-a421-4ba9-a08c-22fa8f24fb19,21.7430162512255
"MULTILINESTRING ((-97.739352228131 30.208479460447, -97.739562388984 30.208125602166))",382,50,5157563,2046436,,,ACTIVE,N,DELINEATORS,5,,,White,08/28/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,09/23/2019 07:22:48 PM +0000,6b6a9be5-b1ff-4728-a265-d6ad03120979,144.808990003797
"MULTILINESTRING ((-97.692294373768 30.30137967913, -97.692238705101 30.301377935614))",809,790,5363824,3377267,,,ACTIVE,W,DELINEATORS,4,,,White,04/17/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,04/18/2019 08:49:09 PM +0000,MSTEVENS,04/18/2019 08:50:27 PM +0000,ac478c1c-1567-475a-8ec8-ea2c774fbc4f,17.5793865257884
"MULTILINESTRING ((-97.727098540717 30.340867929505, -97.727115060175 30.340879209843))",449,294,5159057,2011562,,,ACTIVE,,CONCRETE_DOMES,2,,,White,,Unknown,BIKE,,SGOV,08/01/2018 06:27:40 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,d54d28ed-38c2-44e1-adc4-e53e0204adb5,6.63220457732677
"MULTILINESTRING ((-97.870201134954 30.190257914739, -97.870203749819 30.190284704168, -97.870219719773 30.190305065295))",918,922,5144634,2025645,,,ACTIVE,NW,CURBS,1,,PAINT,Red,07/03/2019 12:00:00 AM +0000,Excellent,OTHER,,ADEANDA,07/19/2019 06:02:18 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,1449dfc0-78d5-48ad-8cb5-fa0a4f9c27fa,18.7388020375323
"MULTILINESTRING ((-97.695738066216 30.348829205307, -97.695635360887 30.348779820275))",678,1029,5162452,2031824,,,ACTIVE,,CURBS,1,,PAINT,Red,12/04/2019 12:00:00 AM +0000,Unknown,,,SGOV,01/29/2020 03:10:34 PM +0000,ADEANDA,01/29/2020 07:59:43 PM +0000,d647e78a-5a09-4b91-b429-d37212bed541,37.0416148255494
"MULTILINESTRING ((-97.739063257852 30.264985568867, -97.739121292719 30.26500610727))",321,37,5157547,2018954,,,ACTIVE,,DELINEATORS,7,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:33 PM +0000,a3aa3fc2-45b2-41c7-8584-c065c2f34b10,19.7857325409073
"MULTILINESTRING ((-97.76214870686 30.185658929932, -97.762187655731 30.185666873967, -97.762211192989 30.185660184864, -97.762238448967 30.185642826375, -97.762249463266 30.185616188767, -97.762266144703 30.185583100507))",582,530,5154589,2025706,,,ACTIVE,,CURBS,1,,PAINT,Red,,Unknown,OTHER,,SGOV,10/10/2018 04:19:53 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,c045e6da-a30a-4cc6-8c1e-39f9e90777e0,54.5749297392794
"MULTILINESTRING ((-97.775762169242 30.249244472007, -97.775765113442 30.249257900668))",416,282,5152689,2047110,,,ACTIVE,NE,DELINEATORS,1,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:45 PM +0000,99745c54-4df6-4f95-9ed2-f9ee5f214600,4.97156263668423
"MULTILINESTRING ((-97.771589185185 30.255557025627, -97.77168203895 30.255415636537))",496,227,5153140,2021328,,,ACTIVE,NE,DELINEATORS,4,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,09/10/2018 05:08:39 PM +0000,5b734b08-2f62-40ae-b65f-0fbdac14561b,59.1918509592248
"MULTILINESTRING ((-97.797142747483 30.457401225986, -97.797125302589 30.45731015849))",660,1040,5150189,2007067,,,ACTIVE,,CURBS,1,,PAINT,Red,,Unknown,,,SGOV,01/29/2020 03:18:04 PM +0000,ADEANDA,01/29/2020 07:59:43 PM +0000,07c68b4b-b095-40c3-9dba-7849ed8a4ac2,33.5730357906817
"MULTILINESTRING ((-97.719243861139 30.390597423605, -97.720096181073 30.39079169978, -97.720189849694 30.390810797487, -97.720449677124 30.390856915473, -97.720590276224 30.390881982143, -97.72065846389 30.390896262676, -97.721547773225 30.391097728768, -97.721643840782 30.391119739203))",822,930,5746118,3257484,,,,E,CURBS,,,PAINT,Yellow,07/15/2019 12:00:00 AM +0000,Excellent,OTHER,,ADEANDA,07/19/2019 06:07:10 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,7f636af4-32a2-4191-9977-d98d0b6f1549,780.324867111072
"MULTILINESTRING ((-97.704225815853 30.258283445592, -97.7042049879 30.258328052573))",545,976,5161668,2019309,,,ACTIVE,W,CURBS,,,PAINT,Red,09/26/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,09/26/2019 07:36:23 PM +0000,ADEANDA,09/26/2019 07:37:52 PM +0000,d075a53a-d94c-48fe-a3b0-39387e98e130,17.5051678855016
"MULTILINESTRING ((-97.763046187541 30.18606371423, -97.763047492599 30.186040462982, -97.763041118545 30.186021831801, -97.763020354922 30.186001718842, -97.762956364386 30.185979544226, -97.762871103506 30.185956346073, -97.762761427728 30.185946981256, -97.762682207654 30.185954939966, -97.76264144083 30.185963671665))",579,526,5154457,2025686,,,ACTIVE,,CURBS,1,,PAINT,Red,,Unknown,OTHER,,SGOV,10/10/2018 04:18:12 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,d4168563-2f9f-4b32-b92b-d7f0357e7ea4,148.640910197825
"MULTILINESTRING ((-97.7565662023 30.194366812052, -97.75679813735 30.194091633541))",1077,1091,5155238,2025492,,,ACTIVE,,CURBS,1,,PAINT,Red,03/11/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,03/16/2020 07:28:35 PM +0000,ADEANDA,03/23/2020 03:23:58 PM +0000,d23e9917-cfdd-4876-b43e-bb53c892a236,124.037628227816
"MULTILINESTRING ((-97.652910187242 30.432510703675, -97.652896854203 30.432524512049, -97.652884021576 30.432530212294, -97.652867486683 30.432530345228, -97.652853301045 30.432525273653))",156,78,5429539,3390743,,Median,ACTIVE,S,CURBS,1,,PAINT,Red,12/13/2017 12:00:00 AM +0000,Excellent,OTHER,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,02c08312-bb65-43b4-ba49-ece4cf6a6628,21.1399882568665
"MULTILINESTRING ((-97.735998495172 30.213803608131, -97.736073535617 30.213715641524))",362,222,5158368,2047907,,,ACTIVE,N,DELINEATORS,2,,,White,08/28/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,09/23/2019 07:22:48 PM +0000,2d0f7918-89c8-421c-9877-53ed8ef7b015,39.8165112306795
"MULTILINESTRING ((-97.718634695064 30.328044357906, -97.718591905578 30.328023788782))",955,878,5159949,2040412,,,ACTIVE,E,DELINEATORS,3,,,Yellow,03/05/2019 12:00:00 AM +0000,Unknown,BIKE,,MSTEVENS,06/10/2019 02:39:42 PM +0000,MSTEVENS,06/10/2019 03:20:31 PM +0000,de0303e0-590e-4197-9887-3a8da0fa5524,15.4339312096522
