Status,Boro,the_geom,ProjectNam,DateAdopte,ZR_ULURPno,ZR_Map,CD,MIH_Option,Zoning_Map,Project_ID,Shape_Leng,Shape_Area
Adopted,4,"MULTIPOLYGON (((-73.82962342504025 40.75852249005403, -73.82946965913148 40.7581942962367, -73.82946928680853 40.758193553668136, -73.83125099134398 40.757413910880544, -73.83131193468124 40.757496664849434, -73.8313257729679 40.75751473036546, -73.83158001349767 40.75785263474651, -73.83164049231573 40.757933014120596, -73.83143443657104 40.75800700368419, -73.83067260045888 40.7582823932491, -73.83067255091734 40.75828231573274, -73.83056808033747 40.758115335177855, -73.83056771280648 40.758115497629, -73.83055326656401 40.758121842061946, -73.83048887078289 40.75815012588823, -73.83052339528729 40.75819480579129, -73.83020262025522 40.758346733363354, -73.8301726612857 40.75828900995426, -73.83010953375565 40.75831673622341, -73.82977480734377 40.758463752277386, -73.82962643674846 40.75852891782149, -73.82962342504025 40.75852249005403)))",One Flushing,06/21/2016 12:00:00 AM +0000,160139ZRQ,CD7-Map 1 (Area 1),7,Option 1 and Option 2,10b,P2013X0135,1627.46051658,99173.8072309
Adopted,2,"MULTIPOLYGON (((-73.85735663172267 40.83256197945393, -73.85749191182977 40.83254372165492, -73.8575148768715 40.8326082858448, -73.85760954041501 40.83302155460595, -73.85586598502545 40.83320872604792, -73.85596008105215 40.833614197133045, -73.85599027631635 40.833744310502944, -73.85596986745173 40.83374650113648, -73.85465135705748 40.8338880266588, -73.85443513752682 40.83295622740684, -73.85735663172267 40.83256197945393)))",Westchester Mews,05/24/2017 12:00:00 AM +0000,160327AZRX,CD9-Map 1 (Area 1),9,Option 1,4b,P2015X0380,2440.68196568,213449.452768
Adopted,2,"MULTIPOLYGON (((-73.86801988352093 40.82745105779237, -73.86821938242242 40.82742430167234, -73.86824450622528 40.827532745614036, -73.86843832453557 40.82836932423837, -73.86748748973677 40.82849982956789, -73.86729436781441 40.827662260506635, -73.86726889275462 40.82755177362897, -73.86737630637057 40.827537369505464, -73.86801988352093 40.82745105779237)))",Watson Avenue Rezoning,06/21/2017 12:00:00 AM +0000,170151ZRX,CD9-Map 2 (Area 2),9,Option 1,"3d, 4b",P2015X0285,1234.78510285,93575.7111769
Adopted,4,"MULTIPOLYGON (((-73.8918025971427 40.75447233016079, -73.8927306760746 40.75437466026869, -73.89280375611924 40.754778321602146, -73.89187680768512 40.75487576171347, -73.89184465527067 40.75470097032424, -73.8918025971427 40.75447233016079)))",74-04 Northern Boulevard,06/21/2017 12:00:00 AM +0000,170163ZRQ,CD3-Map1 (Area 1),3,Option 1 and Option 2,9d,P2016Q0173,815.703138431,38506.3754267
Adopted,3,"MULTIPOLYGON (((-73.87683278362928 40.6827332448987, -73.87658681841543 40.68280293605739, -73.8755709754428 40.68309075425405, -73.87545462830823 40.683123718703605, -73.87533985684706 40.683156608198836, -73.87483469514336 40.68330136510113, -73.87419937029456 40.68348136328837, -73.87410686847272 40.68310387343402, -73.87381878398655 40.68193615635856, -73.87379708453544 40.681848225180524, -73.87379349743499 40.68184914607511, -73.8737912926579 40.681840321310716, -73.87369126798086 40.68185478549198, -73.87314839174412 40.68193328323131, -73.87313706475015 40.68193492138771, -73.87308511866784 40.68172500986972, -73.87297451072253 40.68127803780606, -73.87252798771613 40.68141178379402, -73.8720484194287 40.68154831892503, -73.87156150417314 40.68168445663518, -73.87071612245636 40.68193032308073, -73.86982517644802 40.68218273435351, -73.86992658647283 40.682614000340976, -73.86992922964502 40.682625239955556, -73.86912453626286 40.682854904400024, -73.86901914823287 40.68241278738135, -73.869704681648 40.68221707599569, -73.86979445602539 40.68219145080105, -73.8696942572237 40.68174887467397, -73.86968329883977 40.68170047578377, -73.86998949537605 40.68166111754429, -73.87014086072888 40.68164166084188, -73.8701349110802 40.68161781749107, -73.87010355025153 40.681492110699125, -73.87099148636949 40.681363725443525, -73.87146514713812 40.681295235543544, -73.87145375827299 40.68124923080956, -73.87145494607141 40.68124913668191, -73.87140327424899 40.681040494413416, -73.87185716642558 40.680973818756264, -73.87188491349362 40.681083291066045, -73.87350676250246 40.68085062100345, -73.87356829521481 40.681099887294884, -73.87360379183292 40.681089546054515, -73.87362467331883 40.68117315570776, -73.87363094010301 40.68117135435597, -73.87363953481585 40.681168921597624, -73.87486927726802 40.680818529679144, -73.87503003219608 40.68077272498203, -73.8766068861091 40.68032340286191, -73.87658839290512 40.680249383191466, -73.87639267156169 40.67946599588681, -73.87732089763973 40.679337708633284, -73.87737148511444 40.67954265410015, -73.87737955359631 40.679575338796155, -73.87828361798272 40.679318268655734, -73.8782780414359 40.67929590836503, -73.87823848552131 40.67913730017678, -73.87869148925272 40.67907214371112, -73.87870835665647 40.67914042505572, -73.87916323233583 40.67907530022459, -73.87926692496137 40.679491085125996, -73.87927762208946 40.67948815166509, -73.87974063242824 40.67936096147046, -73.88015110639813 40.679242062478735, -73.8806137778116 40.67911003265033, -73.88105682329991 40.67898435992502, -73.88104061040482 40.678919172872504, -73.88094868563074 40.67854948109753, -73.88090271951656 40.67836461806221, -73.88080870587122 40.67798651497388, -73.88059626781846 40.677114416554716, -73.88051140547526 40.67676602796513, -73.88051063053888 40.676766138824256, -73.88028358900824 40.67585135268954, -73.8802770105467 40.67582487878924, -73.88019629382833 40.675500076027156, -73.87926037753967 40.67563728090332, -73.87917893548168 40.675307664297634, -73.8801148874166 40.6751724952858, -73.8799801430394 40.67463027044139, -73.87998024596752 40.67463025524, -73.88043931941812 40.67456435349604, -73.88089471616871 40.674498976518436, -73.88089658896557 40.67449870830245, -73.88089598183024 40.67449626997775, -73.88080279398673 40.67412176871944, -73.88034502502063 40.67418830723352, -73.88025225245161 40.673818331936324, -73.8850170119886 40.67311667120797, -73.88842774106398 40.672607544909205, -73.88852548903125 40.67298122406752, -73.88940975331204 40.67284893438427, -73.88931368475114 40.6724752801045, -73.88976405625051 40.67240804054769, -73.88976410325753 40.67240822339746, -73.88976839999432 40.67240757734196, -73.89292441207996 40.671937534034434, -73.89302150802197 40.67231545740684, -73.8948610543529 40.67204328292308, -73.89486093092684 40.672042801034316, -73.89476410937084 40.671663774529165, -73.89523727993785 40.67159335828337, -73.89523484668513 40.67158383131096, -73.89523544171514 40.671583751706876, -73.8952315330212 40.671570841053054, -73.89511675653937 40.671121129582765, -73.89518869956449 40.67111043848444, -73.89517553565446 40.67105877019415, -73.89516191685621 40.67100532206791, -73.8951475058238 40.67094876643764, -73.8951340951313 40.670896130762486, -73.89510306806172 40.670774359019326, -73.89503096347927 40.67078497157188, -73.8950102649913 40.67070386932392, -73.89500889559297 40.670698504600885, -73.89554181871043 40.67061954799133, -73.89554339492925 40.67062579089893, -73.89559776869373 40.67083855744038, -73.89586723062669 40.67189288075216, -73.89596639491899 40.67187821731383, -73.89638288094865 40.671816613366545, -73.89703052282073 40.67432022870881, -73.89726427231595 40.6752238006346, -73.89727935967284 40.67522160063856, -73.89771445906746 40.675158158835885, -73.89773877745525 40.6752534874092, -73.89784584431297 40.67567319480528, -73.89785622290337 40.675672655605844, -73.89796481667568 40.676098744375714, -73.89797937229118 40.676155858062664, -73.89799924463499 40.67623382789432, -73.89821063714436 40.677063251033836, -73.89824585504252 40.6772014311322, -73.89834232435594 40.67757993091862, -73.89836229278463 40.67765827627304, -73.89823483095113 40.67771630537215, -73.897797438105 40.67804006442753, -73.89775655510711 40.678060720142966, -73.89747544259683 40.67816327190899, -73.8974613261547 40.6781097768335, -73.89731848773222 40.67756661807381, -73.89731580333527 40.67755239834372, -73.89715264498064 40.67757633959803, -73.89441673651204 40.67797763544131, -73.89431070455157 40.67799318634566, -73.89367118130352 40.678086981024485, -73.89357146960823 40.678102057113634, -73.89171517859961 40.67838270865282, -73.89086567694228 40.678511134469886, -73.89006572519968 40.67863206135545, -73.88991245799964 40.678654811313564, -73.88985218388535 40.67866781470099, -73.88984374960245 40.67866963377186, -73.88983531767443 40.67867145914792, -73.88919639508272 40.67887726443046, -73.889097956182 40.678908055461214, -73.88899189807412 40.678941229024396, -73.8889699638296 40.67894808329401, -73.88834223745157 40.679144014182675, -73.88824374208441 40.67917485485644, -73.88813259296253 40.67920965621681, -73.88776311968141 40.67932479017653, -73.88749236785823 40.679409394802846, -73.88728218817583 40.67947506808285, -73.88691589765965 40.67958934064605, -73.88662935588943 40.67967893368508, -73.8865407093092 40.67970587797046, -73.88652534077207 40.679710548195274, -73.8865138750109 40.67971421188929, -73.88610569436675 40.67984098562465, -73.88608214413914 40.67984829970825, -73.88606218460954 40.67985449890294, -73.88395919395447 40.68050762014406, -73.88396008499716 40.68050742473043, -73.883867832746 40.68053599055043, -73.88397341505865 40.6809471389606, -73.88303231751654 40.681085141014776, -73.88211036553383 40.68121726382147, -73.88210877060241 40.68121749181873, -73.8811687545643 40.68135363368666, -73.88070395211766 40.68141975302097, -73.88024737429609 40.68148470116452, -73.8802676940022 40.68156637740968, -73.88034197552406 40.68183494952928, -73.88023249305877 40.681852489320825, -73.88019958962073 40.6818577600019, -73.87960965351046 40.681952027039664, -73.87935157097118 40.68202018325634, -73.87932327080838 40.682027644063155, -73.87927083625712 40.68204146779667, -73.87922118761345 40.6820564867123, -73.87910333748353 40.68208988101853, -73.87816681027374 40.68235681083555, -73.87794100286102 40.682419679615464, -73.87785149876535 40.682444599141874, -73.87733170596839 40.68259188012088, -73.87683278362928 40.6827332448987), (-73.88606757194094 40.67756381948348, -73.88595689631124 40.677134495383456, -73.88595562964694 40.67712957911476, -73.88579089908465 40.676486743049644, -73.88579066409328 40.67648582699207, -73.88538202234852 40.676546790763865, -73.88534716246727 40.676412143372694, -73.88494894848394 40.67647164905775, -73.8848619555944 40.676134054220476, -73.88322353531326 40.6763768145894, -73.88331089048708 40.6767164137775, -73.88331094491014 40.676716405728044, -73.88358042086794 40.67776330188075, -73.88358126342504 40.67776308030598, -73.88359022116978 40.6777981887572, -73.88368330830608 40.67816300152519, -73.88370057185692 40.67823006954675, -73.88371907935537 40.67822479592367, -73.88528578299785 40.6777787629455, -73.88606757194094 40.67756381948348), (-73.8805666951543 40.6808672310996, -73.88279715926063 40.68015302260717, -73.88457876546869 40.67958650935513, -73.88546373855831 40.679305092989864, -73.88721601195172 40.67874785343242, -73.88806531674436 40.67847775288827, -73.88961255198832 40.677985671685555, -73.88977463426954 40.67795521585714, -73.8906878426021 40.67781957796795, -73.89339737569306 40.67741708921608, -73.8943007933902 40.67728287422035, -73.8961315315419 40.67701087128799, -73.8961314927394 40.677010723568465, -73.89613182967834 40.677010827431914, -73.89597149566919 40.676384113911375, -73.8958415700147 40.67639695928397, -73.89551632087495 40.67642762950336, -73.89548206102816 40.67629257240883, -73.89490184124963 40.67634728418441, -73.89416503372139 40.676434527906224, -73.89327597278171 40.676557332119664, -73.89318230629128 40.67657088620554, -73.89218305198877 40.676715444133265, -73.89149415132046 40.676832360602916, -73.89137906204866 40.6768518562288, -73.89147096864068 40.67721156466648, -73.89056596854657 40.677345630771704, -73.89048144496624 40.677016923479016, -73.88968223897939 40.6771722201849, -73.88882859625055 40.67735509467072, -73.88796300647192 40.67755312037188, -73.88783686530235 40.677582994540494, -73.88711383101496 40.677754222822294, -73.88623832202849 40.67798644539897, -73.88535059987228 40.678224312484986, -73.88445449972659 40.678476247467, -73.8843057779234 40.67851868789197, -73.88341827626078 40.67877194900667, -73.88342137425535 40.6787840523693, -73.8834516811206 40.67890243779347, -73.88260884583642 40.67903286979481, -73.88240350217318 40.67906464641085, -73.88172958093621 40.67925629131437, -73.88153594282839 40.67932935533096, -73.88131377692599 40.679390746837086, -73.88115128774777 40.67943564720011, -73.87938525366908 40.67992363753917, -73.87940308025915 40.67999576497919, -73.87941992519241 40.68006392191617, -73.87893738361109 40.680139731184475, -73.87885672701593 40.68015240119082, -73.87875280386449 40.68016872793201, -73.87875927839048 40.680193066674704, -73.87884212143639 40.680524568730476, -73.87818915282087 40.680618787316526, -73.87823522498606 40.68080384511428, -73.87755531385073 40.68090194792958, -73.87759164026707 40.68104490103043, -73.87760687222628 40.681104843812044, -73.87717292478665 40.6811676858176, -73.87733209457726 40.68180508618726, -73.87775448511225 40.681685720384436, -73.87903882131613 40.68132275993102, -73.88012897101288 40.681007385947936, -73.8805666951543 40.6808672310996), (-73.89458554543972 40.67468918544523, -73.89366649265996 40.67482578901153, -73.89357514682918 40.67447027555118, -73.89536281482991 40.67420746895892, -73.8958848949434 40.67413071257269, -73.89555926392151 40.67285491530318, -73.8955329263458 40.672751728305116, -73.89549854245368 40.67261700963511, -73.89502559339492 40.67268653114212, -73.89495667762604 40.672417114959615, -73.89495653566617 40.67241713554187, -73.89237753719475 40.672796201431254, -73.89222857063372 40.67281809490554, -73.89223504633487 40.67284357566298, -73.89229705345878 40.67308757444936, -73.89222660567359 40.67309796256667, -73.8917796771426 40.67316386602571, -73.89048558287293 40.67335468007254, -73.89048093147257 40.67333646901705, -73.89041675218398 40.67308525225162, -73.89041020057633 40.673086221269735, -73.89038124833883 40.67309050175564, -73.88998723466369 40.67314875825299, -73.88995421866295 40.67315363989217, -73.88762062774299 40.67349864015372, -73.88430914637894 40.673988696497425, -73.881800306564 40.67436144083345, -73.88136245930723 40.67442672152473, -73.8817983949446 40.67621417783351, -73.88816745650944 40.67527992114609, -73.88897328893104 40.67516113203278, -73.89179031885448 40.67473810083089, -73.89187438172034 40.67472722689155, -73.89215510032366 40.674685453396044, -73.89221516882081 40.67467641627885, -73.89224303350872 40.67467211900444, -73.89234575585999 40.67465593474506, -73.8924364059364 40.67464177337301, -73.89252245969718 40.67462837217364, -73.89257408143351 40.67462039048718, -73.8926824562184 40.67460411304861, -73.89277255949597 40.674958651700216, -73.89366649265996 40.67482578901153, -73.89375501359385 40.6751703008778, -73.893806885735 40.67537218131032, -73.89472450891132 40.67523018573156, -73.89467422943659 40.67503444238209, -73.89458554543972 40.67468918544523)), ((-73.87263282905496 40.67790348225709, -73.87259404861493 40.677872066261195, -73.87255194189174 40.67784323915183, -73.8725068053857 40.67781720387003, -73.87245290469276 40.67779152356405, -73.87239606656897 40.67776982475622, -73.87218635669569 40.6777006872413, -73.87197355741824 40.67763725607472, -73.87175793822117 40.67757961078523, -73.87151225044781 40.677508718251396, -73.8714807853997 40.67749812636525, -73.8704559394544 40.67721844757371, -73.87038646589754 40.67693778036287, -73.87130748863241 40.67680283545778, -73.87139368468159 40.67714866590745, -73.87178691468816 40.67709247314469, -73.87170066971991 40.67674522642388, -73.87176618130026 40.67673562701817, -73.87154464457358 40.675839497333115, -73.87016359744865 40.676037406892135, -73.86997811420223 40.67529361811477, -73.87886035507384 40.674018256268944, -73.87895105558266 40.67438535696144, -73.87988260330674 40.67425551985903, -73.87997612413919 40.67463084708163, -73.87201030081869 40.67577276306212, -73.87222771020575 40.67666800025978, -73.87244627554514 40.67756796773221, -73.87857523559153 40.67668338136978, -73.87852175622683 40.676467824334985, -73.87943281154277 40.67633515332532, -73.87957275236872 40.67690150534808, -73.87866196386673 40.67703295394536, -73.87866106090135 40.677029317611954, -73.87865328072498 40.67703042514539, -73.8786534592125 40.677031139442505, -73.8787405156631 40.67738024131968, -73.87864452171456 40.67739394681512, -73.87597087022901 40.67777765644997, -73.87506539999288 40.67790759016209, -73.87330423375082 40.67816273361019, -73.87330120250505 40.67816317242548, -73.8730515043018 40.678199368073685, -73.8729931432749 40.67814912964587, -73.8729332922448 40.67810185133801, -73.87284316578037 40.6780364968153, -73.87274947469409 40.677974114482744, -73.87265238909163 40.67791481888543, -73.87263282905496 40.67790348225709)))",East New York Community Plan (CD5),04/20/2016 12:00:00 AM +0000,160036ZRK,CD5-Map 1 (Area 1),5,Option 1 and Deep Affordability Option,"17c,17d",P2015K0246,64147.768263,9923184.64173
Adopted,3,"MULTIPOLYGON (((-73.90330380046697 40.67786861006252, -73.9034655366923 40.67588600854806, -73.90347768414021 40.67588750639082, -73.90351044894946 40.67548585899684, -73.90372854228774 40.6754120769607, -73.90394777839086 40.675340284703424, -73.90438413208359 40.6751916975129, -73.90437888200947 40.67517088223862, -73.90436510645077 40.675116272539746, -73.90436411383193 40.67511233646231, -73.90437309126622 40.67510892196561, -73.90553317843514 40.674598390260186, -73.9058260373094 40.67446947121427, -73.90694981899537 40.67398255292356, -73.90696194364082 40.67397731182298, -73.9066819158301 40.6728892063948, -73.90765554692625 40.67274566365456, -73.90783240369754 40.67340110887024, -73.90783374733007 40.67340536398212, -73.90787711560496 40.673566808924214, -73.90788831626453 40.67356250442269, -73.90811239100312 40.673459850129774, -73.90827144059412 40.67338608164186, -73.90841875943643 40.673320022815965, -73.90834600120264 40.674193987226666, -73.90750790755716 40.674146818407884, -73.9066627134192 40.67451573530617, -73.90643039379185 40.67450201455536, -73.90627804995253 40.674495384332886, -73.90626889840838 40.674588308271495, -73.90620372200853 40.67527039017703, -73.90612614696103 40.67608222252719, -73.90571081011252 40.676058116504635, -73.9056678167097 40.67643864712287, -73.90477326077534 40.67638891858529, -73.90474619084662 40.676686497557995, -73.90472875334994 40.6768781821004, -73.9065520531075 40.6769879211365, -73.90653113658634 40.67717592361021, -73.90651862375297 40.67728383388262, -73.90701453045038 40.67731104135945, -73.90697264631957 40.67768291304462, -73.90692959877815 40.67806511536642, -73.90693886079873 40.67806562264392, -73.90792136593147 40.678119132863685, -73.90792204145214 40.678119898842155, -73.90793653107525 40.67812078123481, -73.9080775858375 40.678128499761925, -73.90807776206636 40.67812936709866, -73.90808981701264 40.67818891428075, -73.90811821749338 40.67832918857737, -73.90812160102963 40.67834589943487, -73.90814423786556 40.67845770384044, -73.90826831062373 40.67907051321096, -73.90827007526536 40.679079232502914, -73.90779582830275 40.679134079321436, -73.90757645068139 40.67915944912167, -73.90716761162724 40.679206729316654, -73.90674816011877 40.67925523496522, -73.90642420143438 40.67929393273406, -73.90642210309116 40.67929559517912, -73.90641309742776 40.67930278386942, -73.90629491879491 40.67939711298008, -73.90628162637177 40.67940772282708, -73.90549303529417 40.68003715727818, -73.90357518965199 40.678947188397366, -73.90356914383534 40.67891058550028, -73.90356469577216 40.67888398776317, -73.90354319012584 40.67875912683724, -73.9035422585853 40.67875384813776, -73.903515534693 40.67860666896783, -73.90350565939828 40.678554198480995, -73.90345514826045 40.6782995868048, -73.90344618789315 40.678256570685875, -73.90341920443737 40.678130456115554, -73.90339323242792 40.67805576450019, -73.90336374164592 40.67798183446032, -73.90336308976056 40.67798030393769, -73.90333610408443 40.67792363886876, -73.90330380046697 40.67786861006252)))",East New York Community Plan (CD16),04/20/2016 12:00:00 AM +0000,160036ZRK,CD16-Map 1 (Area 1),16,Option 1 and Deep Affordability Option,17c,P2015K0246,9006.27048996,1697812.8846
Adopted,1,"MULTIPOLYGON (((-73.94659379283704 40.78493346549386, -73.9442233262161 40.7839333397114, -73.94426620866548 40.783874429831585, -73.9444548240356 40.783615420460634, -73.94462672530582 40.78337931600691, -73.94465492131526 40.78334061698403, -73.94472262228032 40.78324760604043, -73.94472264481796 40.783247571832185, -73.94592186038544 40.78375279814718, -73.94644497221499 40.78397317815235, -73.94708931045835 40.78424481761509, -73.94708830591469 40.78424619041874, -73.94708852738162 40.784246284172625, -73.94682556911754 40.78461159206287, -73.94682361638863 40.78461049615207, -73.94675062314327 40.784713009757155, -73.94665608481954 40.784845900765866, -73.94659379283704 40.78493346549386)))",ECF East 96th Street,08/24/2017 12:00:00 AM +0000,170227ZRM,CD11-Map 2 (Area 2),11,Option 1,6b,P2016M0355,2072.54619483,214330.645029
Adopted,3,"MULTIPOLYGON (((-73.9526778248468 40.67702698389018, -73.95269050024223 40.67699305860563, -73.95289845465383 40.67703650551347, -73.95324478615652 40.67710886085364, -73.95361368628801 40.67718487223662, -73.95360462800595 40.677209115845194, -73.95332698086061 40.6779522316826, -73.95281116654091 40.677844353049736, -73.9526778248468 40.67702698389018)))",1350 Bedford Avenue,07/20/2017 12:00:00 AM +0000,170071ZRK,CD8-Map1 (Area 1),8,Option 1,17a,P2015K0063,1017.39879871,60825.2995535
Adopted,2,"MULTIPOLYGON (((-73.88710697223611 40.82330587052527, -73.88713830850456 40.823304503629195, -73.88713860474019 40.823308067183795, -73.887139829182 40.8233227960026, -73.88714118774263 40.8233395231543, -73.8871433098075 40.823365278530616, -73.88714511265778 40.82338704079292, -73.88714899718529 40.82343321304975, -73.88716149018272 40.82358354965474, -73.88717068148887 40.82369494735874, -73.88722483671536 40.824349265899286, -73.88723992968794 40.824531793256455, -73.88729193880796 40.82516198798213, -73.88729907990569 40.82524808510184, -73.88657223102457 40.82528104019816, -73.88659993123774 40.82522475040761, -73.88660887883643 40.825176830294346, -73.88679554798755 40.824177089089574, -73.88682840147219 40.824028975272874, -73.88686885031954 40.823881950391254, -73.88691683601482 40.82373623860323, -73.88697228226378 40.82359206404838, -73.8870351044863 40.82344964545377, -73.8871052086215 40.82330920153624, -73.88710697223611 40.82330587052527)))",Whitlock and 165th Street Rezoning,07/20/2017 12:00:00 AM +0000,170088ZRX,CD2-Map1 (Area 1),2,Option 1,6c,P2016X0167,1656.78931422,83272.4163977
Adopted,5,"MULTIPOLYGON (((-74.06470898316412 40.62057784954918, -74.06754120707947 40.618331108691, -74.06759995244158 40.61837855862627, -74.06764468006156 40.618414686427315, -74.06804015561384 40.618662247556905, -74.0680591624662 40.61867650866051, -74.06808258190891 40.6186940801639, -74.06752508809569 40.61913634948643, -74.0689250919408 40.62010591077932, -74.06600876410874 40.622419378441, -74.0652690785861 40.621267330806624, -74.06522657169909 40.62121500496887, -74.06470898316412 40.62057784954918)))",125 Edgewater Street Development,07/20/2017 12:00:00 AM +0000,150401ZRR,CD1-Map1 (Area 1),1,"Option 1, Option 2 and Deep Affordability Option",21d,P2012R0355,4015.48832103,792509.989463
Adopted,3,"MULTIPOLYGON (((-73.95851860862662 40.69758721566422, -73.95863720255507 40.697574422441534, -73.9587487616666 40.69806584870362, -73.95873622609425 40.69806736067292, -73.95782967930268 40.6981767081927, -73.95772868078396 40.6976758322443, -73.95783255086016 40.697664187998555, -73.95848936098828 40.69759033259894, -73.95851860862662 40.69758721566422)))",Rose Castle (Area 2),05/10/2017 12:00:00 AM +0000,160222ZRK,CD3-Map 3 (Area 2),3,Option 1 and Option 2,12d,P2014K0469,878.966237583,46968.3805317
Adopted,3,"MULTIPOLYGON (((-73.9592904874035 40.69793269371244, -73.96006558532913 40.69783968117862, -73.96019688930382 40.69846272725028, -73.95937614521587 40.698594352938784, -73.95887083320339 40.698675387981375, -73.9587488560275 40.69806632330752, -73.95925815577769 40.698004400881906, -73.95924427017664 40.69793823892052, -73.9592904874035 40.69793269371244)))",Rose Castle (Area 1),05/10/2017 12:00:00 AM +0000,160222ZRK,CD3-Map 3 (Area 1),3,"Option 1, Option 2 and Workforce Option",12d,P2014K0469,1228.11049849,86151.1154615
Adopted,3,"MULTIPOLYGON (((-73.90754434262277 40.67607575973688, -73.90757900011438 40.67571608845475, -73.90867034139625 40.675779543039326, -73.90863440866713 40.67613844188856, -73.90816204638419 40.676111280890886, -73.90754434262277 40.67607575973688)))",1860 Eastern Parkway,05/24/2017 12:00:00 AM +0000,170143ZRK,CD16-Map 1 (Area 2),16,Option 1 and Option 2,17c,P2015K0353,869.350665254,39826.8427564
Adopted,2,"MULTIPOLYGON (((-73.90879753563483 40.81864294019668, -73.90889415682018 40.81841143847966, -73.9098841288267 40.8186495820341, -73.9098815434986 40.818655805148836, -73.90981025613894 40.818825924417474, -73.90978675098705 40.81888192594176, -73.90974168441144 40.81898963242458, -73.90973935723387 40.818995147947284, -73.90874961893562 40.81875953825085, -73.90879753563483 40.81864294019668)))",600 East 156th Street Rezoning,05/24/2017 12:00:00 AM +0000,170141ZRX,CD1-Map 2 (Area 3),1,Option 1,6c,P2016X0084,839.612117897,38085.1944151
Adopted,1,"MULTIPOLYGON (((-73.94523228491312 40.79682192833331, -73.94570325630012 40.79617540136025, -73.94717623667715 40.796797196562004, -73.94670030954485 40.797450543076295, -73.94523228491312 40.79682192833331)))",Sendero Verde,11/30/2017 12:00:00 AM +0000,170362ZRM,CD11-Map 2 (Area 4),11,Option 1 and Deep Affordability Option,6b,P2017M0259,1474.39379742,126270.603243
Adopted,3,"MULTIPOLYGON (((-73.98156210397255 40.6957393281059, -73.98158935436275 40.695189877485035, -73.98234611616496 40.69521161736417, -73.98242873600257 40.69521399025149, -73.98238989150357 40.695952758557205, -73.98180265053746 40.69593094323921, -73.98155306046564 40.69592166964907, -73.98155709620299 40.69584029007356, -73.98156210397255 40.6957393281059)))",Tillary and Prince Streets Rezoning,10/31/2017 12:00:00 AM +0000,170401ZRK,CD2-Map 5 (Area 2),2,Option 1,12d,P2016K0138,1001.4284702,62362.7636055
Adopted,3,"MULTIPOLYGON (((-73.94913011443478 40.70037257347642, -73.95000657750884 40.699805008053666, -73.95064547020756 40.700369215158084, -73.95073273397209 40.70044627785351, -73.95073438704189 40.70044773739082, -73.95048269197171 40.70048206046519, -73.95046005220716 40.70048514668379, -73.9502897076748 40.70059342196247, -73.950288300167 40.70068315468952, -73.95027424118739 40.701579241903545, -73.950201052852 40.701626625822605, -73.94974779047776 40.701920074989, -73.94937880984459 40.7021589560144, -73.94937873534944 40.70215889024421, -73.94812415382667 40.70102397641386, -73.9484846210233 40.7007905607747, -73.94913011443478 40.70037257347642)))",Pfizer Sites Rezoning,10/31/2017 12:00:00 AM +0000,150277ZRK,CD1-Map 4 (Area 1),1,Option 1,13b,P2013K0309,2358.80055004,306574.963371
Adopted,2,"MULTIPOLYGON (((-73.87240987748253 40.83085856249289, -73.87234595700654 40.83058329309712, -73.8720575556876 40.83066698164102, -73.87188999718931 40.830715603392136, -73.87179422389477 40.830305439162046, -73.87275546505835 40.83002788139236, -73.87291497321692 40.8307119918254, -73.87288174775033 40.83072163373383, -73.87240987748253 40.83085856249289)))",1675 Westchester Avenue Rezoning,10/17/2017 12:00:00 AM +0000,170378ZRX,CD9-Map 3 (Area 3),9,Option 1,3d,P2016X0085,1076.02799691,57322.5204088
Adopted,4,"MULTIPOLYGON (((-73.77712203847983 40.67531474468381, -73.77793007050519 40.67468996369547, -73.7787652966244 40.67528714821, -73.7786977718005 40.67534126553632, -73.77868535741091 40.67535121489079, -73.77835579242772 40.675615340791765, -73.77850991975716 40.67572699111884, -73.77814010794846 40.67602337739953, -73.77795562895864 40.67610532253395, -73.77795454035954 40.67610580581211, -73.7777873648374 40.676180064832046, -73.77712203847983 40.67531474468381)))",Northeastern Towers Annex Rezoning,10/17/2017 12:00:00 AM +0000,170337ZRQ,CD12-Map 1 (Area 1),12,Option 1 and Option 2,19a,P2016Q0479,1488.73503118,131228.928788
Adopted,4,"MULTIPOLYGON (((-73.8317729961465 40.76445421407767, -73.83177487329341 40.764453772869246, -73.83194139789089 40.764866561877795, -73.83085287058597 40.76512212359294, -73.83068556577867 40.76471162185723, -73.8317729961465 40.76445421407767)))",135-01 35th Avenue Rezoning,10/17/2017 12:00:00 AM +0000,170181ZRQ,CD7-Map 2 (Area 2),7,Option 2,10a,P2015Q0168,945.502145534,49563.7023402
Adopted,2,"MULTIPOLYGON (((-73.93077088421742 40.820457182136366, -73.93040092353557 40.81931653366813, -73.93189173491021 40.81946212829498, -73.93229153493259 40.81949606213722, -73.9323710905187 40.819502876957756, -73.9323983658178 40.82027592600497, -73.93245935145902 40.82112822306834, -73.93247648367895 40.82136764986343, -73.9324401790545 40.821363118012165, -73.93202938281428 40.821311835562284, -73.9315145437708 40.82124756327594, -73.93147310435434 40.82073759115818, -73.93077776039549 40.82054729084068, -73.93077088421742 40.820457182136366)))",Lower Concourse North Rezoning,10/17/2017 12:00:00 AM +0000,170312ZRX,CD4-Map 2 (Area 2),4,Option 1 and Deep Affordability Option,6a,P2016X0409,2351.05397426,282816.675991
