Status,Boro,the_geom,ProjectNam,DateAdopte,ZR_ULURPno,ZR_Map,CD,MIH_Option,Zoning_Map,Project_ID,Shape_Leng,Shape_Area
Adopted,1,"MULTIPOLYGON (((-73.93059703607702 40.80293117520553, -73.93088477877244 40.802502907741776, -73.93308208266866 40.80342521478873, -73.93266597149268 40.80406507952007, -73.93266222001103 40.8040634726398, -73.93262881204981 40.80404916400467, -73.9307453763435 40.803242449859745, -73.93059703607702 40.80293117520553)))",126th Street Bus Depot,09/27/2017 12:00:00 AM +0000,170276ZRM,CD11-map 3 (Area 3),11,Option 1 and Deep Affordability Option,6b,P2016M0429,1861.17944174,175401.365237
Adopted,3,"MULTIPOLYGON (((-73.98203229092502 40.68701326223462, -73.98223164655387 40.6867204533713, -73.98245605402441 40.686807825916134, -73.98241165253853 40.68687287043974, -73.9822563987282 40.687100306431276, -73.98224207188721 40.68712129339158, -73.98230556216483 40.68714623749186, -73.9823709001273 40.68717190675348, -73.9824100423664 40.68718728360927, -73.98227098150367 40.687393649168506, -73.98221070070026 40.68748310498464, -73.98181763090203 40.68733013545015, -73.98181677450661 40.68732980212478, -73.98203229092502 40.68701326223462)))",50 Nevins Street Rezoning,09/07/2017 12:00:00 AM +0000,170030ZRK,CD2-Map 6 (Area 2),2,Option 1,16c,P2015K0118,744.905042418,23839.0875391
Adopted,3,"MULTIPOLYGON (((-73.90168273788443 40.657104298541114, -73.90259489470718 40.656969691725116, -73.90268628950147 40.65732517986619, -73.90273734631663 40.65754136071318, -73.90191243591576 40.65790937792397, -73.9018924745336 40.657918283225136, -73.90151192934417 40.65808805402182, -73.90101778097024 40.65830847900666, -73.90086987903834 40.65774106808128, -73.90074015667173 40.65724338616718, -73.90074167291742 40.65724316234633, -73.90168273788443 40.657104298541114)))",Ebenezer Plaza Rezoning,09/07/2017 12:00:00 AM +0000,170190ZRK,CD16-Map 2 (Area 3),16,Option 1,17d,P2015K0526,1684.73413253,158976.608573
Adopted,1,"MULTIPOLYGON (((-73.93697161102249 40.80659847258607, -73.93712982045517 40.806388383533836, -73.9371362779164 40.80637980530479, -73.93714272583969 40.80637128560257, -73.93728327846644 40.806426623942684, -73.93733012392629 40.80644877916808, -73.93755920392006 40.80613218824811, -73.9375604819318 40.80613042396316, -73.93786175543167 40.8057140575439, -73.9379310578844 40.805618323252226, -73.93793126795829 40.805617988379836, -73.93801289804831 40.80550517281286, -73.9385012476777 40.80483024588434, -73.93837746682696 40.804778164278034, -73.93887039444554 40.804103646085, -73.93899941609305 40.804158196407634, -73.93947246050115 40.803537221326096, -73.93952484169769 40.803464965772484, -73.93961381921767 40.80334223929775, -73.93985463097428 40.80300989918817, -73.94015319176201 40.802597615238646, -73.94032389682232 40.80236240424231, -73.94044488674852 40.80219545035426, -73.94077258684106 40.80174353892974, -73.94084090906209 40.801649352087786, -73.94089525625124 40.80157370471986, -73.94091938818761 40.801540171696296, -73.94096298673601 40.80147958863915, -73.94106885401861 40.80133247783277, -73.94174900230453 40.8003873353526, -73.94220420695544 40.79975476197792, -73.94242937686282 40.79944184845144, -73.94177351099992 40.79916480093935, -73.94154815595255 40.799476940477064, -73.9411262044073 40.79929966953766, -73.94066556621533 40.79992994413699, -73.9406654998365 40.7999299657148, -73.93974667382236 40.801185429879304, -73.93974667261355 40.80118545599316, -73.93882898911859 40.80244430628789, -73.9389000864171 40.80247426757639, -73.93898009308337 40.8025079111753, -73.93925520794978 40.802623791310054, -73.93926666408686 40.80262861051351, -73.93880322253825 40.80325410683901, -73.9383399538196 40.8038793582013, -73.93806175345512 40.80376172638135, -73.93798286655371 40.80372836100889, -73.93791384967552 40.8036992611586, -73.9378474258831 40.80367130809945, -73.93777180153974 40.80363934371622, -73.93748918182864 40.80352034746934, -73.93840308788579 40.802264732504774, -73.9384496893362 40.80220070399736, -73.9388096939296 40.80170607860184, -73.93891365927165 40.80156323443241, -73.93926939387455 40.80107446213887, -73.93932453798432 40.80100741028844, -73.93935081855565 40.800962586460344, -73.93969554213783 40.800488933602026, -73.93971442933979 40.80046338821127, -73.93971676113777 40.80045978022948, -73.93987265568592 40.80024557703027, -73.94005173995313 40.800007280208106, -73.9401796150314 40.79982406529817, -73.9401826620861 40.799819617511886, -73.94075384862836 40.79903476972873, -73.94092122223802 40.79880478250744, -73.94024759242278 40.79852069237564, -73.94022699362574 40.798512005382406, -73.93769621151763 40.80196667373778, -73.93769608832272 40.80196662234279, -73.93677655772827 40.80322028180376, -73.936310046245 40.80302376665917, -73.9358390492126 40.80282534977118, -73.9362955368909 40.802196228850086, -73.93657447168458 40.802313979734656, -73.93665310634289 40.80234715503526, -73.93676963516953 40.80239637635491, -73.93680885276757 40.802342725414114, -73.93686700700121 40.80226301088149, -73.93712702497022 40.80190671293645, -73.93718987122148 40.80182064237042, -73.93722749591856 40.801769025542754, -73.93711288924082 40.80172056845203, -73.93675920774876 40.80157094613053, -73.93790836065114 40.79999966830347, -73.93807190716367 40.799776038011004, -73.93928687530841 40.79811465846285, -73.93797444203773 40.79756153917381, -73.93682600553795 40.79913190102699, -73.9368524685478 40.79914308442263, -73.93639237034736 40.79977219414127, -73.93636588224717 40.79976104484636, -73.93544789493684 40.80101620243346, -73.93530123645156 40.800954156858104, -73.93522846051495 40.80092333602286, -73.93508784348163 40.800863861793395, -73.93499574395399 40.800824382432936, -73.93499545560381 40.80082478479353, -73.93492812160794 40.80079628832379, -73.93491908137655 40.800792447093166, -73.93579443792733 40.79958465421374, -73.93538536903344 40.799411968280914, -73.93542035501342 40.79936502863909, -73.93636074581526 40.79810330067353, -73.93783484390562 40.79612538194393, -73.93784186746484 40.7961159574973, -73.93809061053742 40.79622046831418, -73.93817358720487 40.796255170392044, -73.93828492129235 40.79630178139937, -73.9383960894405 40.79634861373292, -73.93845062823979 40.79637163263101, -73.9387518676971 40.79649844570138, -73.93850335667491 40.79683827729521, -73.93981634599965 40.79739061829195, -73.9400614402861 40.79705545031373, -73.94015794070229 40.797096409258465, -73.9405246208635 40.79725204061117, -73.94051764478111 40.79726166785639, -73.940514612336 40.797265834704845, -73.9405085356037 40.79727415939056, -73.94050856521605 40.797274172012784, -73.94098523207376 40.79747488629658, -73.9407568701968 40.79778864012777, -73.94077643833393 40.797796870844934, -73.94144898954333 40.7980795697035, -73.94167704547813 40.797766190770794, -73.94211507781827 40.79795063039174, -73.94212011153593 40.79794379812707, -73.94254840823625 40.7981214000158, -73.94230858907042 40.798445023352414, -73.94297073977697 40.79872497597515, -73.9432111301682 40.79839589813235, -73.94427766227838 40.7988376409042, -73.94403210717864 40.799173178622056, -73.94350443519676 40.799894199633194, -73.94281683512686 40.80083750461128, -73.94189854775438 40.80209723725578, -73.94135430242908 40.80186643119242, -73.94090079084013 40.80249005992267, -73.94148171241474 40.802735260491026, -73.94101581654763 40.803371461471016, -73.9400991038778 40.80462322870921, -73.93984916951527 40.80451752409916, -73.93972075538808 40.804463211880346, -73.93960136115514 40.8044127142542, -73.93910797040256 40.805087392879344, -73.93917425038771 40.80511532801952, -73.93954586921787 40.805272257986836, -73.93905743696997 40.80594578626853, -73.9390830229046 40.80595656435069, -73.93862923337531 40.806581539766, -73.93858256041862 40.806561950681136, -73.93822088686555 40.806410087376975, -73.93776829358879 40.80703146791674, -73.9378132203429 40.80705044224788, -73.93808126291364 40.8071633892532, -73.93762518867813 40.80778700232642, -73.9376459771666 40.80779578622623, -73.93768351563678 40.80781164808894, -73.93745513832913 40.80812408645667, -73.9374809060614 40.808134978451825, -73.9367987758125 40.80906933531433, -73.93679397798823 40.80907590451912, -73.93679369080596 40.80907629877986, -73.93632576823246 40.80971718419617, -73.93592984913786 40.80954936866128, -73.93639635494613 40.80891052998307, -73.93639936918004 40.80890640196166, -73.93685677835276 40.80828000662852, -73.9373130030153 40.80765513422224, -73.93776814051235 40.807031677650265, -73.9371746533603 40.80678235713618, -73.93691597227752 40.80667235686682, -73.93697161102249 40.80659847258607)), ((-73.94140822120009 40.7952063484478, -73.94277879633024 40.79328038355956, -73.94327251192767 40.793488103776724, -73.9432812973295 40.79347614225252, -73.94328150105721 40.79347622609929, -73.94382041102176 40.79274046158571, -73.94416395661813 40.79227022782149, -73.94418238566233 40.792245053352275, -73.94419981005319 40.7922211508009, -73.94461648041526 40.79165104680193, -73.94467604162277 40.79156954859112, -73.944508335164 40.791498497720255, -73.94436772867016 40.79143890685133, -73.9441951726548 40.79136581715027, -73.9442817802092 40.791256294245365, -73.94445358933345 40.791021525717284, -73.94452472487443 40.790924313114886, -73.94463284786657 40.79077772037783, -73.94473739171697 40.79063456753372, -73.9450413805928 40.79021836639172, -73.94509917852054 40.79013788286889, -73.94515869018832 40.79005231500392, -73.9456364347931 40.790253826664774, -73.94610145718171 40.79045398594129, -73.94246124055817 40.79548050305376, -73.94236753336979 40.795609886002424, -73.94236575386834 40.795612342577066, -73.9423633576574 40.79561133191846, -73.94188000910736 40.79540754019116, -73.94187606477796 40.795405901993654, -73.94167037525122 40.795319947116546, -73.94140822120009 40.7952063484478)), ((-73.94496891267536 40.79329103766796, -73.94531152325287 40.79282034712811, -73.94536548380823 40.79274461092174, -73.94543096726532 40.79265270265583, -73.94578011889178 40.7921702613445, -73.94585744427391 40.792067599219244, -73.94594308344215 40.79195335960347, -73.94601784326917 40.79198495088035, -73.9461606477349 40.79178837898679, -73.9460893478172 40.791758250031705, -73.94611959290421 40.791717903741905, -73.94629754344064 40.791480521202274, -73.94635523672842 40.79139409461378, -73.94640648731773 40.79131721300708, -73.94676140770626 40.790827769018435, -73.94681132821526 40.790759530516695, -73.94681134837822 40.79075950441142, -73.94681164847027 40.7907590912201, -73.94764994338064 40.791115659940544, -73.94620066293973 40.79309561449058, -73.94578426434951 40.7929214472165, -73.94532414747125 40.79355245356398, -73.94440664155003 40.79480843754399, -73.94483742889797 40.79498337664858, -73.94390348974989 40.79626066872458, -73.94305627319586 40.79590347702903, -73.94306036629119 40.795897496129484, -73.94306504784335 40.795890653742035, -73.94312195127132 40.79580750265538, -73.94324619267914 40.79563354768134, -73.94328683130064 40.79557707301667, -73.94334329595634 40.795495089549604, -73.94345982263968 40.795336234631776, -73.94376238058108 40.79494457958246, -73.94393849023386 40.79471000315542, -73.94405105385741 40.7945571889504, -73.94439382123547 40.79408032026839, -73.94445311490078 40.79400004315174, -73.9445166878678 40.7939159382363, -73.94484842693858 40.793457586139, -73.94496891267536 40.79329103766796)), ((-73.94035953634926 40.792658891564955, -73.94104334931113 40.791712091568805, -73.94104607462616 40.79171324110097, -73.94104761790705 40.79171389025078, -73.94104792585152 40.791714020980905, -73.94105070328312 40.791715189450116, -73.94120389796586 40.791779722827954, -73.94132216944303 40.79182954476014, -73.94138899902278 40.79185854516416, -73.9415029202602 40.791908079239136, -73.94147929401088 40.791942152991005, -73.94141511820672 40.79203452164568, -73.9411284416361 40.79242070468317, -73.94107650416419 40.79249069565412, -73.9410450026359 40.792533095817106, -73.94104503343041 40.79253310934038, -73.94103496430583 40.792546679233446, -73.94149541976907 40.792740417007266, -73.940083447115 40.794656659519646, -73.93985783145627 40.79456238212073, -73.93963006323966 40.79446706307333, -73.9394948090916 40.79441039481678, -73.93917360783793 40.79427541547836, -73.93969303328234 40.79355023912174, -73.94016178885242 40.7929326852722, -73.94033742542169 40.79268950433957, -73.94035953634926 40.792658891564955)), ((-73.94197948176479 40.790432501375726, -73.94294921564556 40.789122819837225, -73.94339597630123 40.789308778331886, -73.94387270942805 40.78950987540098, -73.94288706735352 40.790815592738674, -73.94263950645231 40.79071099911419, -73.94254681314489 40.790671837897314, -73.9424354230775 40.79062478608702, -73.94232099986957 40.790576529581806, -73.94197948176479 40.790432501375726)), ((-73.93399549412491 40.802047044067386, -73.9344546684349 40.80141917908104, -73.934470834868 40.80142600325028, -73.93447079926965 40.80142605185695, -73.93454276291881 40.80145642786009, -73.93454179817816 40.80145776905609, -73.93462329383557 40.80149093296353, -73.93473980243446 40.80153959802252, -73.93499938590406 40.8016491670453, -73.93453984847501 40.80227753734918, -73.93427589698769 40.80216623675548, -73.9341670666649 40.80211994303034, -73.93409872260204 40.8020909052062, -73.9340774661519 40.80208187185207, -73.93399549412491 40.802047044067386)))",East Harlem Neighborhood Rezoning,11/30/2017 12:00:00 AM +0000,170359AZRM,CD11-Map 2 (Area 1),11,Option 1 and Deep Affordability Option,"6a,6b",P2017M0088,42010.3102433,4565304.51265
Adopted,2,"MULTIPOLYGON (((-73.85615954277851 40.8222977400841, -73.85826423490467 40.82201291752923, -73.85840318110807 40.82260018261729, -73.85843703494307 40.822743365390195, -73.85844072629561 40.822758961127235, -73.8584443798434 40.8227744973849, -73.8584443868925 40.822774527110006, -73.85819712605797 40.82280750207727, -73.85800956579311 40.82283251851009, -73.8568243753752 40.82299071474542, -73.85633447573781 40.82305609294807, -73.85615954277851 40.8222977400841)))",1965 Lafayette Avenue,12/19/2017 12:00:00 AM +0000,170393ZRX,CD9-Map 4 (Area 4),9,Option 1,7a,P2016X0337,1747.02530664,166560.543723
Adopted,2,"MULTIPOLYGON (((-73.84177382104158 40.849261186113, -73.84220367078909 40.84818586275579, -73.84487173277066 40.848593387039955, -73.8433038040779 40.85087326703401, -73.84134113303857 40.85057347394115, -73.84124913846533 40.850559470783125, -73.84129091722046 40.85043389147437, -73.84177382104158 40.849261186113)))",1776 Eastchester Road,12/19/2017 12:00:00 AM +0000,170446ZRX,CD11-Map 1 (Area 1),11,Option 2,4a,P2014X0121,3174.13084189,599934.377369
Adopted,1,"MULTIPOLYGON (((-73.94157300928006 40.80659654975303, -73.94183738537649 40.80623700184906, -73.94226315252187 40.806415754997886, -73.94177158357134 40.807089102168725, -73.94177137625185 40.807089014715636, -73.94164972112623 40.80703777067989, -73.94137778368074 40.80692322350249, -73.94134344223681 40.80690875483669, -73.94157300928006 40.80659654975303)))",National Black Theater,12/19/2017 12:00:00 AM +0000,170443ZRM,CD11-Map 6 (Area 6),11,Option 1 and Deep Affordability Option,6a,P2015M0359,831.076946975,37885.9525293
Adopted,3,"MULTIPOLYGON (((-73.95248769670471 40.69500063425271, -73.95241410164688 40.694635590883436, -73.95334030691053 40.69452969879771, -73.95341189846931 40.69489403296358, -73.95367436060327 40.69486374210012, -73.95428793323981 40.694792929777115, -73.95436087027446 40.695152768512926, -73.9526694899047 40.69534614946049, -73.95255882944252 40.69535880112794, -73.95252883525514 40.69520668675184, -73.95248770731436 40.69500068828786, -73.95248770141801 40.69500066127004, -73.95248769670471 40.69500063425271)))",723-733 Myrtle Avenue Rezoning,11/30/2017 12:00:00 AM +0000,170026ZRK,CD3-Map 3 (Area 3),3,Option 1,13b,P2015K0203,1544.12863719,101693.750957
Adopted,3,"MULTIPOLYGON (((-73.95390281993453 40.66834477156715, -73.95391156686586 40.668250618947404, -73.95590688228478 40.6683597726763, -73.95571691546509 40.66888406729485, -73.95566812141722 40.66901878275441, -73.95559188727997 40.66922926239058, -73.9550768128022 40.66920282138778, -73.95382651465822 40.6691328470828, -73.95390281993453 40.66834477156715)))",Bedford-Union Armory,11/30/2017 12:00:00 AM +0000,170417ZRK,CD9-Map 1 (Area 1),9,Option 1,17b,P2016K0272,1696.83938608,168663.839288
Adopted,3,"MULTIPOLYGON (((-73.91735574344632 40.66130147931443, -73.91829936316995 40.661161257644416, -73.91839515889352 40.66152545318916, -73.91744975447058 40.66166952226979, -73.91735574344632 40.66130147931443)))",Edwin's Place,11/16/2017 12:00:00 AM +0000,170455ZRK,CD16-Map 3 (Area 1),16,Option 1 and Option 2,17b,P2016K0082,806.155304975,36317.3225974
Adopted,3,"MULTIPOLYGON (((-73.85778498159353 40.66845288740842, -73.85870010363092 40.66832130408242, -73.85878862390827 40.66867731590706, -73.85899124632375 40.66949221326596, -73.85911535007983 40.66999131455623, -73.85820234215349 40.67012277411778, -73.85807830284052 40.669626495942026, -73.85787456232741 40.66881131463248, -73.85778498159353 40.66845288740842)))",Linden Boulevard Rezoning,10/31/2017 12:00:00 AM +0000,170431ZRK,CD5-Map 2 (Area 2),5,Option 1,18b,P2016K0159,1754.66147048,159808.03783
Adopted,4,"MULTIPOLYGON (((-73.75108691328373 40.6070560433905, -73.7508870861229 40.60691716369784, -73.7508054010195 40.606982871755214, -73.75067767488304 40.60708803546315, -73.75058226859119 40.60716331499702, -73.75012392211262 40.60753742334207, -73.74896699370849 40.606688788518916, -73.74903536613252 40.6066328882332, -73.74910101483985 40.60657921346285, -73.74935656585032 40.60636720562463, -73.74987697780627 40.606253042370376, -73.74996926849275 40.60623279584968, -73.74993565859971 40.606140481913194, -73.7499364278667 40.60613983160651, -73.75044557732585 40.6057094361893, -73.75072998683393 40.60546901694049, -73.75136005561465 40.60493639085537, -73.75037422343367 40.60421632164387, -73.75066224153848 40.60384259477112, -73.75061194381779 40.60381395068637, -73.75058687455879 40.60379967338441, -73.75056164614357 40.60378530567899, -73.75000293231285 40.60346711390159, -73.74983176947377 40.603372444715056, -73.74980323771334 40.60335686114591, -73.74938740868507 40.60312974039828, -73.7492593766016 40.60277882344978, -73.74923227671931 40.60270454479363, -73.74923002551436 40.60269837398196, -73.74906573258961 40.60273636426953, -73.74888532163314 40.60277808150267, -73.74878136326817 40.60280212077642, -73.74877362333888 40.602781378257994, -73.74875582867075 40.602733685337796, -73.74864880034342 40.60244683197773, -73.74840878550877 40.60228015529643, -73.74834365268555 40.60223492426785, -73.7485208391806 40.60210387137254, -73.74866731184373 40.601995535243404, -73.74874849432899 40.60193548918875, -73.74874853461093 40.60193545955943, -73.74870327242473 40.60190018065761, -73.74795991565581 40.601320712414385, -73.747960435722 40.60132034163772, -73.74803372094695 40.601268153863735, -73.74829700992296 40.60108066047652, -73.7490223583576 40.6016435976987, -73.74908972551877 40.601692527180624, -73.74922170829973 40.60159855271361, -73.75002797810224 40.602160942359106, -73.75163485649291 40.601797384490816, -73.75161054982424 40.601870125056465, -73.75222709033629 40.601981762218664, -73.75227128458393 40.601980267161004, -73.75423836196748 40.60190216707963, -73.75414879759744 40.60224315496406, -73.7547696312131 40.60221481175157, -73.75434184001419 40.60385188746499, -73.75476735700461 40.60391992767363, -73.75469311061414 40.604212811911694, -73.7545261777431 40.60430313660019, -73.7555114869656 40.604758468560576, -73.75557154489249 40.60477025090244, -73.75609735815483 40.60487340648804, -73.75609307841526 40.60488640279247, -73.75592203540582 40.6054058643129, -73.7559027559276 40.6054644142448, -73.755698110054 40.60608591459392, -73.75487308531805 40.60591670259697, -73.75483697443786 40.606007500281436, -73.75396405239918 40.6058351601107, -73.75395032543565 40.605861043340404, -73.75384072172845 40.60606690737044, -73.7537260576514 40.60618219282215, -73.75300942336969 40.60680210301423, -73.75300596268877 40.60680589849544, -73.75291949635105 40.60687875515097, -73.7528895055198 40.60690402605177, -73.75266191981265 40.60732237080108, -73.7524583761714 40.60769651866561, -73.75243059351176 40.607781284695776, -73.75242548800232 40.60779686268983, -73.75239667149323 40.60788478102382, -73.7520985878933 40.60823115315802, -73.75209009231246 40.60822826576104, -73.75185514412645 40.60814842969719, -73.75155607695766 40.60804680414576, -73.75108194859361 40.60773953040092, -73.75101180429307 40.60769407124328, -73.7512019744254 40.60750578249461, -73.75132474467472 40.60738706178546, -73.75140761200328 40.60729515513659, -73.75108691328373 40.6070560433905), (-73.7538656507512 40.603321132711876, -73.7538670515964 40.60331579919764, -73.75386632420233 40.60331793008431, -73.7538656507512 40.603321132711876), (-73.75414864780682 40.602243726477376, -73.75414878801298 40.60224319096457, -73.75414873602115 40.60224319265442, -73.75414864780682 40.602243726477376)))",Downtown Far Rockaway Development Plan,09/07/2017 12:00:00 AM +0000,170244AZRQ,CD14-Map 2 (Area 2),14,"Option 1, Option 2 and Deep Affordability Option","25b,31a",P2016Q0238,10167.2373874,2654922.47394
Adopted,2,"MULTIPOLYGON (((-73.92821651277043 40.8165352804989, -73.92821653176237 40.81653525529679, -73.92903161426892 40.81674691201539, -73.92875807429493 40.817340813795454, -73.92865567153595 40.817313955291105, -73.92795204836743 40.81713117703998, -73.92821699004745 40.816535646397874, -73.92821651277043 40.8165352804989)))",425 Grand Concourse,02/14/2018 12:00:00 AM +0000,180033ZRK,CD1-Map 1 (Area 4),1,Option 1,6A,P2016X0435,932.714235073,54315.30801
Adopted,1,"MULTIPOLYGON (((-73.94271717419325 40.81156660887805, -73.94317356941639 40.81094264843025, -73.94367598434415 40.811155374623034, -73.94322063825564 40.811775933672145, -73.94271717419325 40.81156660887805)))",The Robeson - 407 Lenox Avenue,02/15/2017 12:00:00 AM +0000,170052ZRM,CD9-11-Map 1(Area 2),"9,10,11",Option 2,6a,P2015M0236,837.017259738,41265.5745935
