ENUMBER,CEQR_NUM,the_geom,ULURP_NUM,BOROCODE,TAXBLOCK,TAXLOT,BBL
E-143,05DCP005X,POINT (-73.92116210724502 40.80386397086694),050120 ZMX,2,2260,4,2022600004
E-143,05DCP005X,POINT (-73.92076166611444 40.80353633881173),050120 ZMX,2,2260,10,2022600010
E-143,05DCP005X,POINT (-73.92035592509767 40.80352624286467),050120 ZMX,2,2260,17,2022600017
E-143,05DCP005X,POINT (-73.92012305014372 40.80354540734892),050120 ZMX,2,2260,18,2022600018
E-143,05DCP005X,POINT (-73.9203406152211 40.80329759827942),050120 ZMX,2,2260,19,2022600019
E-143,05DCP005X,POINT (-73.92126856934685 40.803588829521566),050120 ZMX,2,2260,34,2022600034
E-143,05DCP005X,POINT (-73.92148611803856 40.803679944503926),050120 ZMX,2,2260,38,2022600038
E-143,05DCP005X,POINT (-73.92527089057454 40.80444151135439),050120 ZMX,2,2260,180,2022600180
E-143,05DCP005X,POINT (-73.92179530401187 40.805067680289724),050120 ZMX,2,2261,3,2022610003
E-143,05DCP005X,POINT (-73.92148590972127 40.8049365788823),050120 ZMX,2,2261,5,2022610005
E-143,05DCP005X,POINT (-73.92166329559613 40.804696639175994),050120 ZMX,2,2261,9,2022610009
E-143,05DCP005X,POINT (-73.92197224219096 40.80482686092301),050120 ZMX,2,2261,15,2022610015
E-143,05DCP005X,POINT (-73.92105612952561 40.80475514192555),050120 ZMX,2,2261,22,2022610022
E-143,05DCP005X,POINT (-73.92094030332909 40.80470632845213),050120 ZMX,2,2261,23,2022610023
E-143,05DCP005X,POINT (-73.92060391960484 40.80456456135778),050120 ZMX,2,2261,27,2022610027
E-143,05DCP005X,POINT (-73.92042837504026 40.804490578702),050120 ZMX,2,2261,30,2022610030
E-143,05DCP005X,POINT (-73.92015401370766 40.80437494774018),050120 ZMX,2,2261,32,2022610032
E-143,05DCP005X,POINT (-73.92017158846976 40.80406851382121),050120 ZMX,2,2261,48,2022610048
E-143,05DCP005X,POINT (-73.9202506045011 40.8041017338876),050120 ZMX,2,2261,49,2022610049
E-143,05DCP005X,POINT (-73.92032898337054 40.804134681508565),050120 ZMX,2,2261,50,2022610050
E-143,05DCP005X,POINT (-73.92052534779991 40.80421724152024),050120 ZMX,2,2261,51,2022610051
E-143,05DCP005X,POINT (-73.92078130857404 40.8043248571247),050120 ZMX,2,2261,55,2022610055
E-143,05DCP005X,POINT (-73.92099081300046 40.80450528438465),050120 ZMX,2,2261,62,2022610062
E-143,05DCP005X,POINT (-73.92250633854962 40.80410664739251),050120 ZMX,2,2277,1,2022770001
E-143,05DCP005X,POINT (-73.92262639179219 40.80394153870666),050120 ZMX,2,2277,2,2022770002
E-143,05DCP005X,POINT (-73.92232622311586 40.80435387611501),050120 ZMX,2,2277,5,2022770005
E-143,05DCP005X,POINT (-73.92213910628598 40.804062984189024),050120 ZMX,2,2277,10,2022770010
E-143,05DCP005X,POINT (-73.92327683887612 40.8047656534705),050120 ZMX,2,2277,78,2022770078
E-143,05DCP005X,POINT (-73.92298455985072 40.80446392203503),050120 ZMX,2,2277,82,2022770082
E-143,05DCP005X,POINT (-73.9234545394445 40.804518106502634),050120 ZMX,2,2277,94,2022770094
E-143,05DCP005X,POINT (-73.92697662300836 40.805976443759924),050120 ZMX,2,2295,40,2022950040
E-143,05DCP005X,POINT (-73.9272247970341 40.80629652623226),050120 ZMX,2,2295,51,2022950051
E-143,05DCP005X,POINT (-73.92655220705346 40.80611323993477),050120 ZMX,2,2295,67,2022950067
E-143,05DCP005X,POINT (-73.92949591357299 40.80721465582435),050120 ZMX,2,2308,1,2023080001
E-143,05DCP005X,POINT (-73.92906335184833 40.807033482138024),050120 ZMX,2,2308,5,2023080005
E-143,05DCP005X,POINT (-73.92801960892321 40.8067514212985),050120 ZMX,2,2308,18,2023080018
E-143,05DCP005X,POINT (-73.93067983477039 40.807511832268446),050120 ZMX,2,2316,1,2023160001
E-227,08DCP071X,POINT (-73.92871715559939 40.809460441030964),090303ZMX,2,2318,5,2023180005
E-227,08DCP071X,POINT (-73.92861197614106 40.809569635184985),090303ZMX,2,2318,7,2023180007
E-227,08DCP071X,POINT (-73.9285290251016 40.80965696812441),090303ZMX,2,2318,9,2023180009
E-227,08DCP071X,POINT (-73.92806661904014 40.81014629843156),090303ZMX,2,2318,22,2023180022
E-143,05DCP005X,POINT (-73.93191261713892 40.808673854915654),050120 ZMX,2,2319,2,2023190002
E-143,05DCP005X,POINT (-73.9317417436413 40.80992067088751),050120 ZMX,2,2319,55,2023190055
E-143,05DCP005X,POINT (-73.93100518105624 40.80996409210063),050120 ZMX,2,2319,60,2023190060
E-143,05DCP005X,POINT (-73.93098714498747 40.809052100981276),050120 ZMX,2,2319,98,2023190098
E-143,05DCP005X,POINT (-73.93075522894338 40.808816308755574),050120 ZMX,2,2319,100,2023190100
E-143,05DCP005X,POINT (-73.93145171383198 40.80875327677923),050120 ZMX,2,2319,109,2023190109
E-143,05DCP005X,POINT (-73.93061922201477 40.80948493419441),050120 ZMX,2,2319,155,2023190155
E-227,08DCP071X,POINT (-73.9298151163436 40.810301520666236),090303ZMX,2,2320,5,2023200005
E-227,08DCP071X,POINT (-73.92975036519425 40.8102522383985),090303ZMX,2,2320,6,2023200006
E-227,08DCP071X,POINT (-73.92945588852467 40.81002789312054),090303ZMX,2,2320,11,2023200011
E-227,08DCP071X,POINT (-73.92836404328253 40.810611206309666),090303ZMX,2,2320,41,2023200041
E-227,08DCP071X,POINT (-73.92842432581806 40.810565517365866),090303ZMX,2,2320,42,2023200042
E-227,08DCP071X,POINT (-73.92848254191381 40.810512651940755),090303ZMX,2,2320,43,2023200043
E-227,08DCP071X,POINT (-73.92863415260027 40.810425467826434),090303ZMX,2,2320,46,2023200046
E-227,08DCP071X,POINT (-73.9287674173524 40.81033399931519),090303ZMX,2,2320,47,2023200047
E-227,08DCP071X,POINT (-73.92890131971137 40.81024331447522),090303ZMX,2,2320,50,2023200050
E-227,08DCP071X,POINT (-73.92901150799959 40.81017330201982),090303ZMX,2,2320,51,2023200051
E-227,08DCP071X,POINT (-73.9281021601278 40.811377229210855),090303ZMX,2,2320,66,2023200066
E-227,08DCP071X,POINT (-73.9278883601206 40.81119446571648),090303ZMX,2,2320,72,2023200072
E-227,08DCP071X,POINT (-73.9278159367964 40.81116575394616),090303ZMX,2,2320,73,2023200073
E-227,08DCP071X,POINT (-73.92766043838239 40.81111654152915),090303ZMX,2,2320,74,2023200074
E-227,08DCP071X,POINT (-73.92775328703203 40.81103295340285),090303ZMX,2,2320,77,2023200077
E-227,08DCP071X,POINT (-73.9279987313267 40.810854829978155),090303ZMX,2,2320,79,2023200079
E-227,08DCP071X,POINT (-73.92967303961888 40.81213085667277),090303ZMX,2,2322,28,2023220028
E-227,08DCP071X,POINT (-73.92930304660364 40.81175138576918),090303ZMX,2,2322,81,2023220081
E-227,08DCP071X,POINT (-73.92854376118038 40.81171491577662),090303ZMX,2,2322,101,2023220101
E-227,08DCP071X,POINT (-73.93225980028596 40.81112539240646),090303ZMX,2,2323,13,2023230013
E-227,08DCP071X,POINT (-73.93223692203154 40.81264963343641),090303ZMX,2,2323,28,2023230028
E-227,08DCP071X,POINT (-73.93202140519071 40.81358143687222),090303ZMX,2,2323,43,2023230043
E-227,08DCP071X,POINT (-73.92777961402267 40.81183651922094),090303ZMX,2,2333,10,2023330010
E-227,08DCP071X,POINT (-73.92741903511168 40.81196395815449),090303ZMX,2,2333,12,2023330012
E-227,08DCP071X,POINT (-73.92714349348323 40.811760231345225),090303ZMX,2,2333,17,2023330017
E-227,08DCP071X,POINT (-73.9267239187957 40.81224519144676),090303ZMX,2,2333,31,2023330031
E-227,08DCP071X,POINT (-73.92703464219498 40.81241623993979),090303ZMX,2,2333,33,2023330033
E-227,08DCP071X,POINT (-73.92669246495035 40.812917242572276),090303ZMX,2,2333,50,2023330050
E-227,08DCP071X,POINT (-73.92634842671868 40.81278077981993),090303ZMX,2,2333,54,2023330054
E-227,08DCP071X,POINT (-73.92460153971375 40.815054984466464),090303ZMX,2,2334,61,2023340061
E-227,08DCP071X,POINT (-73.9245676689748 40.815005380929485),090303ZMX,2,2334,62,2023340062
E-227,08DCP071X,POINT (-73.9245808918842 40.81491845826887),090303ZMX,2,2334,63,2023340063
E-227,08DCP071X,POINT (-73.92467080249651 40.81482498058654),090303ZMX,2,2334,66,2023340066
E-227,08DCP071X,POINT (-73.92597400317145 40.81637924900826),090303ZMX,2,2335,6,2023350006
E-227,08DCP071X,POINT (-73.92558183748105 40.81607987122331),090303ZMX,2,2335,57,2023350057
E-227,08DCP071X,POINT (-73.92583470745247 40.816144975309044),090303ZMX,2,2335,58,2023350058
E-227,08DCP071X,POINT (-73.92844448906905 40.81235271456692),090303ZMX,2,2340,1,2023400001
E-227,08DCP071X,POINT (-73.92866753730117 40.81252049663273),090303ZMX,2,2340,3,2023400003
E-227,08DCP071X,POINT (-73.9288763606619 40.81268808488544),090303ZMX,2,2340,8,2023400008
E-227,08DCP071X,POINT (-73.92844199456364 40.81269850321737),090303ZMX,2,2340,11,2023400011
E-227,08DCP071X,POINT (-73.92567007137536 40.81542792764035),090303ZMX,2,2340,215,2023400215
E-227,08DCP071X,POINT (-73.92541953750849 40.81546592892954),090303ZMX,2,2340,218,2023400218
E-227,08DCP071X,POINT (-73.92555261565484 40.81560298956836),090303ZMX,2,2340,221,2023400221
E-227,08DCP071X,POINT (-73.92938448931844 40.813285982726384),090303ZMX,2,2341,6,2023410006
E-227,08DCP071X,POINT (-73.92897404573317 40.81379166342343),090303ZMX,2,2341,10,2023410010
E-227,08DCP071X,POINT (-73.928828472767 40.81411361585262),090303ZMX,2,2341,23,2023410023
E-227,08DCP071X,POINT (-73.92863828881798 40.81443801774745),090303ZMX,2,2341,28,2023410028
E-227,08DCP071X,POINT (-73.92851217320332 40.814752574295404),090303ZMX,2,2341,31,2023410031
E-227,08DCP071X,POINT (-73.928450982382 40.81491090320006),090303ZMX,2,2341,34,2023410034
E-227,08DCP071X,POINT (-73.92839482130424 40.81505621850389),090303ZMX,2,2341,37,2023410037
E-227,08DCP071X,POINT (-73.92834811035256 40.81517708124405),090303ZMX,2,2341,40,2023410040
E-227,08DCP071X,POINT (-73.92817026475939 40.81563954790953),090303ZMX,2,2341,42,2023410042
E-227,08DCP071X,POINT (-73.93015185133352 40.81379467924137),090303ZMX,2,2344,1,2023440001
E-227,08DCP071X,POINT (-73.92986675992302 40.814193619242594),090303ZMX,2,2344,11,2023440011
E-227,08DCP071X,POINT (-73.92966413732334 40.814662231705654),090303ZMX,2,2344,17,2023440017
E-227,08DCP071X,POINT (-73.92934091601703 40.81466529747768),090303ZMX,2,2344,27,2023440027
E-227,08DCP071X,POINT (-73.9306915405535 40.813791700104915),090303ZMX,2,2344,52,2023440052
E-227,08DCP071X,POINT (-73.93047532929934 40.81425321893627),090303ZMX,2,2344,60,2023440060
E-227,08DCP071X,POINT (-73.930235950795 40.81503659616611),090303ZMX,2,2344,75,2023440075
E-227,08DCP071X,POINT (-73.93029257184921 40.814762858524425),090303ZMX,2,2344,83,2023440083
E-227,08DCP071X,POINT (-73.92994742517963 40.816245533202796),090303ZMX,2,2344,110,2023440110
E-227,08DCP071X,POINT (-73.92966894343246 40.81653983341818),090303ZMX,2,2344,112,2023440112
E-227,08DCP071X,POINT (-73.92907108164871 40.815138154023145),090303ZMX,2,2345,1,2023450001
E-227,08DCP071X,POINT (-73.92938184978031 40.815219550724),090303ZMX,2,2345,5,2023450005
E-227,08DCP071X,POINT (-73.92931219961925 40.8153783818711),090303ZMX,2,2345,10,2023450010
E-227,08DCP071X,POINT (-73.9292643445739 40.81548750719308),090303ZMX,2,2345,12,2023450012
E-227,08DCP071X,POINT (-73.92906889975185 40.815623969135444),090303ZMX,2,2345,14,2023450014
E-227,08DCP071X,POINT (-73.9289745543426 40.81591389275812),090303ZMX,2,2345,18,2023450018
E-227,08DCP071X,POINT (-73.92886512778767 40.81617606177049),090303ZMX,2,2345,22,2023450022
E-227,08DCP071X,POINT (-73.92875386082994 40.81644263566329),090303ZMX,2,2345,26,2023450026
E-227,08DCP071X,POINT (-73.92900427364418 40.81530425374791),090303ZMX,2,2345,49,2023450049
E-81,97DCP045X,POINT (-73.92740886235268 40.81909574296232),970463 ZMX,2,2347,24,2023470024
E-227,08DCP071X,POINT (-73.93173117751931 40.81443185272904),090303ZMX,2,2349,3,2023490003
E-227,08DCP071X,POINT (-73.93230734819308 40.81443795112759),090303ZMX,2,2349,4,2023490004
E-227,08DCP071X,POINT (-73.93167092602398 40.81503025152611),090303ZMX,2,2349,15,2023490015
E-227,08DCP071X,POINT (-73.93182329651441 40.81568252502876),090303ZMX,2,2349,38,2023490038
E-227,08DCP071X,POINT (-73.93173413771929 40.81627772698523),090303ZMX,2,2349,46,2023490046
E-227,08DCP071X,POINT (-73.93168865368837 40.81656633546716),090303ZMX,2,2349,47,2023490047
E-227,08DCP071X,POINT (-73.9305030628199 40.81674698075276),090303ZMX,2,2349,90,2023490090
E-227,08DCP071X,POINT (-73.93164649159854 40.81699577821197),090303ZMX,2,2349,100,2023490100
E-227,08DCP071X,POINT (-73.93150780975189 40.818710332858544),090303ZMX,2,2349,112,2023490112
E-227,08DCP071X,POINT (-73.92960354419574 40.81713008730832),090303ZMX,2,2350,1,2023500001
E-227,08DCP071X,POINT (-73.92952433499877 40.81740240953113),090303ZMX,2,2350,5,2023500005
E-227,08DCP071X,POINT (-73.92911899227173 40.8172961194439),090303ZMX,2,2350,11,2023500011
E-227,08DCP071X,POINT (-73.92920890610726 40.81702615076174),090303ZMX,2,2350,16,2023500016
E-227,08DCP071X,POINT (-73.9289083347245 40.81834431939348),090303ZMX,2,2350,34,2023500034
E-227,08DCP071X,POINT (-73.92888606683812 40.81793210143934),090303ZMX,2,2350,63,2023500063
E-227,08DCP071X,POINT (-73.93054726211616 40.8173264762872),090303ZMX,2,2351,1,2023510001
E-227,08DCP071X,POINT (-73.93044886505187 40.817579684433646),090303ZMX,2,2351,3,2023510003
E-227,08DCP071X,POINT (-73.9300943955115 40.81754556906412),090303ZMX,2,2351,12,2023510012
E-227,08DCP071X,POINT (-73.93019297992146 40.817274324377664),090303ZMX,2,2351,20,2023510020
E-227,08DCP071X,POINT (-73.9299028152647 40.81795991994717),090303ZMX,2,2351,22,2023510022
E-227,08DCP071X,POINT (-73.93002359547829 40.81846696760852),090303ZMX,2,2351,25,2023510025
E-227,08DCP071X,POINT (-73.93002179425065 40.818915160849066),090303ZMX,2,2351,35,2023510035
E-292,11DCP143X,POINT (-73.928382604966 40.82049378840012),130064ZMX 130065ZRX,2,2353,1,2023530001
E-418,16DME012X,POINT (-73.93163772488298 40.820185318042725),170311ZMX 170312ZRX 170315ZSX,2,2356,2,2023560002
E-418,16DME012X,POINT (-73.93248337537977 40.82093777765351),170311ZMX 170312ZRX 170315ZSX,2,2356,72,2023560072
E-52,88-087X,POINT (-73.91246405429845 40.8204791078807),940227 ZMX,2,2364,7,2023640007
E-52,88-087X,POINT (-73.91237982568438 40.82060193918427),940227 ZMX,2,2364,9,2023640009
E-52,88-087X,POINT (-73.9120336234996 40.82057825457585),940227 ZMX,2,2364,13,2023640013
E-52,88-087X,POINT (-73.9120882002724 40.820469406345374),940227 ZMX,2,2364,15,2023640015
E-52,88-087X,POINT (-73.91214151964549 40.820379974538426),940227 ZMX,2,2364,17,2023640017
E-52,88-087X,POINT (-73.9122213693369 40.820256531335154),940227 ZMX,2,2364,19,2023640019
E-52,88-087X,POINT (-73.91220068104815 40.8200554950085),940227 ZMX,2,2364,21,2023640021
E-52,88-087X,POINT (-73.91161330599364 40.821584228146065),940227 ZMX,2,2364,45,2023640045
E-52,88-087X,POINT (-73.9115813304604 40.82179382479981),940227 ZMX,2,2364,51,2023640051
E-52,88-087X,POINT (-73.91153416074121 40.821912245325024),940227 ZMX,2,2364,52,2023640052
E-52,88-087X,POINT (-73.91140291955175 40.82193101356438),940227 ZMX,2,2364,55,2023640055
E-52,88-087X,POINT (-73.9112796499011 40.821898293800245),940227 ZMX,2,2364,56,2023640056
E-52,88-087X,POINT (-73.91098702016915 40.8221151851684),940227 ZMX,2,2364,60,2023640060
E-52,88-087X,POINT (-73.91101420277272 40.82204836139976),940227 ZMX,2,2364,61,2023640061
E-52,88-087X,POINT (-73.91119750153089 40.82292692698602),940227 ZMX,2,2365,9,2023650009
E-52,88-087X,POINT (-73.91116725650633 40.82308103173097),940227 ZMX,2,2365,12,2023650012
E-52,88-087X,POINT (-73.91115391580216 40.823205438517),940227 ZMX,2,2365,14,2023650014
E-52,88-087X,POINT (-73.91076392024964 40.822913609812126),940227 ZMX,2,2365,23,2023650023
E-52,88-087X,POINT (-73.91075430797034 40.82280389671058),940227 ZMX,2,2365,25,2023650025
E-52,88-087X,POINT (-73.91077397159664 40.82270208470536),940227 ZMX,2,2365,26,2023650026
E-52,88-087X,POINT (-73.9102520170894 40.8240957099263),940227 ZMX,2,2367,1,2023670001
E-52,88-087X,POINT (-73.90917311192187 40.82388713692468),940227 ZMX,2,2367,20,2023670020
E-118,03DCP046X,POINT (-73.90962586826959 40.82589864961511),030333 ZMX,2,2369,1,2023690001
E-118,03DCP046X,POINT (-73.90965088012406 40.82585331213849),030333 ZMX,2,2369,2,2023690002
E-118,03DCP046X,POINT (-73.9091651488349 40.82663260053196),030333 ZMX,2,2369,12,2023690012
E-118,03DCP046X,POINT (-73.90824334428201 40.82616772730811),030333 ZMX,2,2369,32,2023690032
E-118,03DCP046X,POINT (-73.90931428784063 40.82587333880576),030333 ZMX,2,2369,53,2023690053
E-118,03DCP046X,POINT (-73.90948686401443 40.825852491036514),030333 ZMX,2,2369,54,2023690054
E-118,03DCP046X,POINT (-73.90960161100732 40.825942617122855),030333 ZMX,2,2369,90,2023690090
E-118,03DCP046X,POINT (-73.9093854247462 40.825895041745945),030333 ZMX,2,2369,153,2023690153
E-118,03DCP046X,POINT (-73.90784265072628 40.827750821434655),030333 ZMX,2,2370,25,2023700025
E-118,03DCP046X,POINT (-73.90775527882737 40.82772272005166),030333 ZMX,2,2370,26,2023700026
E-118,03DCP046X,POINT (-73.90790879346031 40.827271475614815),030333 ZMX,2,2370,35,2023700035
E-118,03DCP046X,POINT (-73.908213323686 40.82701163994178),030333 ZMX,2,2370,47,2023700047
E-118,03DCP046X,POINT (-73.90843616314855 40.82702311741299),030333 ZMX,2,2370,49,2023700049
E-118,03DCP046X,POINT (-73.90866819291031 40.82713966436485),030333 ZMX,2,2370,52,2023700052
E-118,03DCP046X,POINT (-73.9078856111663 40.828737682681556),030333 ZMX,2,2371,9,2023710009
E-118,03DCP046X,POINT (-73.90713197466613 40.82918303779625),030333 ZMX,2,2371,39,2023710039
E-118,03DCP046X,POINT (-73.90717720333326 40.82908694092348),030333 ZMX,2,2371,41,2023710041
E-118,03DCP046X,POINT (-73.90720612546072 40.82902548287552),030333 ZMX,2,2371,42,2023710042
E-118,03DCP046X,POINT (-73.90724804552352 40.82894868182762),030333 ZMX,2,2371,43,2023710043
E-118,03DCP046X,POINT (-73.90728470506087 40.82886956136066),030333 ZMX,2,2371,45,2023710045
E-118,03DCP046X,POINT (-73.90736101016468 40.82879391442898),030333 ZMX,2,2371,46,2023710046
E-118,03DCP046X,POINT (-73.90775112689798 40.82820267546174),030333 ZMX,2,2371,61,2023710061
E-118,03DCP046X,POINT (-73.9079157885603 40.82825603265065),030333 ZMX,2,2371,64,2023710064
E-118,03DCP046X,POINT (-73.90623031532186 40.83098545627988),030333 ZMX,2,2372,27,2023720027
E-118,03DCP046X,POINT (-73.90629296285705 40.830861937656714),030333 ZMX,2,2372,30,2023720030
E-118,03DCP046X,POINT (-73.9063318903761 40.83078518856182),030333 ZMX,2,2372,31,2023720031
E-118,03DCP046X,POINT (-73.90638919251205 40.83067221033927),030333 ZMX,2,2372,32,2023720032
E-118,03DCP046X,POINT (-73.90672305798546 40.83001394960859),030333 ZMX,2,2372,41,2023720041
E-118,03DCP046X,POINT (-73.90686727613432 40.829729600605816),030333 ZMX,2,2372,47,2023720047
E-53,88-087X,POINT (-73.91493424298757 40.82114196706578),940227 ZMX,2,2378,1,2023780001
E-53,88-087X,POINT (-73.91385654727301 40.821152931077336),940227 ZMX,2,2378,21,2023780021
E-53,88-087X,POINT (-73.91389081281686 40.82108879989578),940227 ZMX,2,2378,23,2023780023
E-53,88-087X,POINT (-73.91392206965679 40.821030299063274),940227 ZMX,2,2378,25,2023780025
E-53,88-087X,POINT (-73.91395279410945 40.820972793773635),940227 ZMX,2,2378,28,2023780028
E-53,88-087X,POINT (-73.91406145089167 40.8205615883052),940227 ZMX,2,2378,31,2023780031
E-53,88-087X,POINT (-73.91448135710193 40.82086752453056),940227 ZMX,2,2378,34,2023780034
E-53,88-087X,POINT (-73.91357252318406 40.82059861509342),940227 ZMX,2,2378,49,2023780049
E-53,88-087X,POINT (-73.91398349592886 40.82091533348332),940227 ZMX,2,2378,128,2023780128
E-53,88-087X,POINT (-73.9140141988888 40.82085786688163),940227 ZMX,2,2378,129,2023780129
E-53,88-087X,POINT (-73.91405266068547 40.820800795969774),940227 ZMX,2,2378,130,2023780130
E-53,88-087X,POINT (-73.91353660468585 40.820652186623605),940227 ZMX,2,2378,149,2023780149
E-53,88-087X,POINT (-73.91350652303433 40.820710183958816),940227 ZMX,2,2378,150,2023780150
E-53,88-087X,POINT (-73.91347640260632 40.82076696738717),940227 ZMX,2,2378,151,2023780151
E-53,88-087X,POINT (-73.91341597571159 40.82088036658683),940227 ZMX,2,2378,153,2023780153
E-53,88-087X,POINT (-73.9133860718943 40.8209372708193),940227 ZMX,2,2378,154,2023780154
E-53,88-087X,POINT (-73.91335267868573 40.82100025167371),940227 ZMX,2,2378,155,2023780155
E-53,88-087X,POINT (-73.91307502806482 40.82081006674355),940227 ZMX,2,2378,156,2023780156
E-53,88-087X,POINT (-73.91460373254422 40.82185266382048),940227 ZMX,2,2379,7,2023790007
E-53,88-087X,POINT (-73.91411522207939 40.821854114604704),940227 ZMX,2,2379,15,2023790015
E-53,88-087X,POINT (-73.91403801536454 40.82183047577452),940227 ZMX,2,2379,16,2023790016
E-53,88-087X,POINT (-73.91351925873899 40.821779981559594),940227 ZMX,2,2379,20,2023790020
E-53,88-087X,POINT (-73.91355181497418 40.8217181652798),940227 ZMX,2,2379,21,2023790021
E-53,88-087X,POINT (-73.91358158336924 40.82166164452149),940227 ZMX,2,2379,23,2023790023
E-53,88-087X,POINT (-73.91361140875217 40.82160501573811),940227 ZMX,2,2379,25,2023790025
E-53,88-087X,POINT (-73.91412417969062 40.82155860266075),940227 ZMX,2,2379,30,2023790030
E-53,88-087X,POINT (-73.91324981526607 40.82118535153854),940227 ZMX,2,2379,40,2023790040
E-53,88-087X,POINT (-73.91272029802609 40.821309815698925),940227 ZMX,2,2379,51,2023790051
E-53,88-087X,POINT (-73.91364123408555 40.82154838604605),940227 ZMX,2,2379,125,2023790125
E-53,88-087X,POINT (-73.91367816542679 40.821478265024496),940227 ZMX,2,2379,126,2023790126
E-53,88-087X,POINT (-73.913214193161 40.82125298534002),940227 ZMX,2,2379,140,2023790140
E-53,88-087X,POINT (-73.91318412042578 40.821310084797496),940227 ZMX,2,2379,141,2023790141
E-53,88-087X,POINT (-73.91315402743706 40.82136722295274),940227 ZMX,2,2379,142,2023790142
E-53,88-087X,POINT (-73.91311754241495 40.821436494976155),940227 ZMX,2,2379,143,2023790143
E-53,88-087X,POINT (-73.91424704690428 40.822341145321715),940227 ZMX,2,2380,35,2023800035
E-53,88-087X,POINT (-73.91432978698668 40.82236625953162),940227 ZMX,2,2380,36,2023800036
E-53,88-087X,POINT (-73.91291739037355 40.82181876502705),940227 ZMX,2,2380,40,2023800040
E-53,88-087X,POINT (-73.91233917225468 40.821876317073595),940227 ZMX,2,2380,51,2023800051
E-53,88-087X,POINT (-73.91445542696052 40.82247586846842),940227 ZMX,2,2380,101,2023800101
E-53,88-087X,POINT (-73.91432932591053 40.822577077983404),940227 ZMX,2,2380,102,2023800102
E-53,88-087X,POINT (-73.9143136983054 40.82264284132271),940227 ZMX,2,2380,103,2023800103
E-53,88-087X,POINT (-73.91428452305671 40.82269823708123),940227 ZMX,2,2380,104,2023800104
E-53,88-087X,POINT (-73.9142536425394 40.82275686974848),940227 ZMX,2,2380,105,2023800105
E-53,88-087X,POINT (-73.91407239694274 40.82259002235114),940227 ZMX,2,2380,106,2023800106
E-53,88-087X,POINT (-73.91398130406996 40.822561475338574),940227 ZMX,2,2380,107,2023800107
E-53,88-087X,POINT (-73.91390115982506 40.82253641414611),940227 ZMX,2,2380,108,2023800108
E-53,88-087X,POINT (-73.91383043949602 40.82251321496285),940227 ZMX,2,2380,109,2023800109
E-53,88-087X,POINT (-73.91376175742042 40.82249236665534),940227 ZMX,2,2380,110,2023800110
E-53,88-087X,POINT (-73.91368843520871 40.822470109158985),940227 ZMX,2,2380,111,2023800111
E-53,88-087X,POINT (-73.91361236638426 40.822447017499634),940227 ZMX,2,2380,112,2023800112
E-53,88-087X,POINT (-73.91353442068836 40.82242335616943),940227 ZMX,2,2380,113,2023800113
E-53,88-087X,POINT (-73.91344338635754 40.82239572097752),940227 ZMX,2,2380,114,2023800114
E-53,88-087X,POINT (-73.9132372681785 40.822307193163326),940227 ZMX,2,2380,117,2023800117
E-53,88-087X,POINT (-73.91326719514957 40.8222503745463),940227 ZMX,2,2380,118,2023800118
E-53,88-087X,POINT (-73.91329743698016 40.822192955526695),940227 ZMX,2,2380,119,2023800119
E-53,88-087X,POINT (-73.91332728066963 40.82213629171586),940227 ZMX,2,2380,120,2023800120
E-53,88-087X,POINT (-73.91335728116618 40.82207933085082),940227 ZMX,2,2380,121,2023800121
E-53,88-087X,POINT (-73.91338554784947 40.822025659989485),940227 ZMX,2,2380,122,2023800122
E-53,88-087X,POINT (-73.91341495408457 40.82196982788454),940227 ZMX,2,2380,123,2023800123
E-53,88-087X,POINT (-73.91358028838938 40.8221357891288),940227 ZMX,2,2380,124,2023800124
E-53,88-087X,POINT (-73.913671323608 40.82216342331423),940227 ZMX,2,2380,125,2023800125
E-53,88-087X,POINT (-73.91374926786267 40.82218708455201),940227 ZMX,2,2380,126,2023800126
E-53,88-087X,POINT (-73.91382533762294 40.82221017612294),940227 ZMX,2,2380,127,2023800127
E-53,88-087X,POINT (-73.91389865840858 40.82223243353232),940227 ZMX,2,2380,128,2023800128
E-53,88-087X,POINT (-73.91398337467855 40.82225815009803),940227 ZMX,2,2380,129,2023800129
E-53,88-087X,POINT (-73.91416366228597 40.82231583336388),940227 ZMX,2,2380,130,2023800130
E-53,88-087X,POINT (-73.91288671464036 40.82187700847754),940227 ZMX,2,2380,140,2023800140
E-53,88-087X,POINT (-73.91285654627438 40.82193428877168),940227 ZMX,2,2380,141,2023800141
E-53,88-087X,POINT (-73.91282622932114 40.821991845397456),940227 ZMX,2,2380,142,2023800142
E-53,88-087X,POINT (-73.91279619513242 40.8220488718362),940227 ZMX,2,2380,143,2023800143
E-53,88-087X,POINT (-73.91276602186079 40.82210615840492),940227 ZMX,2,2380,144,2023800144
E-53,88-087X,POINT (-73.91273584853839 40.82216344406466),940227 ZMX,2,2380,145,2023800145
E-53,88-087X,POINT (-73.91270582607704 40.82222044887536),940227 ZMX,2,2380,146,2023800146
E-53,88-087X,POINT (-73.91267508936973 40.822278805682366),940227 ZMX,2,2380,147,2023800147
E-53,88-087X,POINT (-73.91288879997666 40.82296616217402),940227 ZMX,2,2381,19,2023810019
E-53,88-087X,POINT (-73.91242431357674 40.82275098975657),940227 ZMX,2,2381,47,2023810047
E-53,88-087X,POINT (-73.9134768754451 40.823500262396735),940227 ZMX,2,2382,34,2023820034
