ENUMBER,CEQR_NUM,the_geom,ULURP_NUM,BOROCODE,TAXBLOCK,TAXLOT,BBL
E-138,04DCP003K,POINT (-73.95412247345406 40.73718983469457),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2483,19,3024830019
E-138,04DCP003K,POINT (-73.95344303316696 40.73725427250433),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2483,25,3024830025
E-138,04DCP003K,POINT (-73.9534465843824 40.73697020787377),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2483,45,3024830045
E-138,04DCP003K,POINT (-73.95367085543018 40.73694916610008),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2483,48,3024830048
E-138,04DCP003K,POINT (-73.95452693692332 40.73686883983189),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2483,59,3024830059
E-138,04DCP003K,POINT (-73.95461677484683 40.736860410497584),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2483,60,3024830060
E-138,04DCP003K,POINT (-73.95478822574972 40.73684432192609),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2483,62,3024830062
E-138,04DCP003K,POINT (-73.9580480881306 40.73610603788057),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2487,10,3024870010
E-138,04DCP003K,POINT (-73.95777795371446 40.736131102947056),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2487,12,3024870012
E-138,04DCP003K,POINT (-73.95729520210313 40.73595030647869),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2487,17,3024870017
E-138,04DCP003K,POINT (-73.9573288551529 40.73617277230768),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2487,18,3024870018
E-138,04DCP003K,POINT (-73.95719238829416 40.736185434129915),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2487,20,3024870020
E-138,04DCP003K,POINT (-73.9570541099701 40.73619826350988),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2487,21,3024870021
E-232,09DCP056K,POINT (-73.95557938417868 40.736297705504),090334ZMK,3,2487,42,3024870042
E-232,09DCP056K,POINT (-73.95556778630736 40.73622783783113),090334ZMK,3,2487,43,3024870043
E-138,04DCP003K,POINT (-73.95777978923762 40.735842521469515),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2487,72,3024870072
E-232,09DCP056K,POINT (-73.95491081179091 40.73615193711696),090334ZMK,3,2488,3,3024880003
E-232,09DCP056K,POINT (-73.95492200877645 40.73622011264585),090334ZMK,3,2488,4,3024880004
E-232,09DCP056K,POINT (-73.95494429553287 40.736355800882635),090334ZMK,3,2488,6,3024880006
E-232,09DCP056K,POINT (-73.95495562935984 40.73642479772294),090334ZMK,3,2488,7,3024880007
E-138,04DCP003K,POINT (-73.95991296056653 40.73521859694756),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2494,6,3024940006
E-317,14DCP004K,POINT (-73.95991296056653 40.73521859694756),140028ZRK 140020ZAK 140021ZAK 140022ZAK 140023ZAK,3,2494,6,3024940006
E-232,09DCP056K,POINT (-73.95541965346946 40.73531474031883),090334ZMK,3,2495,48,3024950048
E-232,09DCP056K,POINT (-73.95483948399381 40.735296490595175),090334ZMK,3,2496,1,3024960001
E-232,09DCP056K,POINT (-73.95479348599241 40.735442700630145),090334ZMK,3,2496,3,3024960003
E-232,09DCP056K,POINT (-73.95482195494446 40.73564551159038),090334ZMK,3,2496,6,3024960006
E-138,04DCP003K,POINT (-73.96194691067339 40.734171564864354),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2502,1,3025020001
E-232,09DCP056K,POINT (-73.96185199093456 40.734476848010374),090334ZMK,3,2502,2,3025020002
E-138,04DCP003K,POINT (-73.95937348545924 40.73440592365223),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2503,1,3025030001
E-232,09DCP056K,POINT (-73.95531131295236 40.73467552675907),090334ZMK,3,2504,43,3025040043
E-232,09DCP056K,POINT (-73.95520773257932 40.73457829288293),090334ZMK,3,2504,44,3025040044
E-232,09DCP056K,POINT (-73.95539321563032 40.73455822051498),090334ZMK,3,2504,45,3025040045
E-232,09DCP056K,POINT (-73.95466903908108 40.73466630846493),090334ZMK,3,2505,2,3025050002
E-232,09DCP056K,POINT (-73.95467820702031 40.73492166012785),090334ZMK,3,2505,5,3025050005
E-138,04DCP003K,POINT (-73.96206151008481 40.73341378097673),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2510,1,3025100001
E-138,04DCP003K,POINT (-73.95930469645906 40.73382105358313),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2511,11,3025110011
E-138,04DCP003K,POINT (-73.95917238653878 40.733833558032025),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2511,12,3025110012
E-138,04DCP003K,POINT (-73.95903830665786 40.7338462300943),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2511,14,3025110014
E-138,04DCP003K,POINT (-73.9590335675616 40.73356554722694),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2511,31,3025110031
E-138,04DCP003K,POINT (-73.95955449199364 40.73366018026264),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2511,7501,3025117501
E-138,04DCP003K,POINT (-73.95546739961223 40.73390396976721),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2512,52,3025120052
E-138,04DCP003K,POINT (-73.95639526790319 40.733809223085885),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2512,60,3025120060
E-232,09DCP056K,POINT (-73.95459531035391 40.73395347864431),090334ZMK,3,2513,2,3025130002
E-232,09DCP056K,POINT (-73.95460647358303 40.734021532643034),090334ZMK,3,2513,3,3025130003
E-232,09DCP056K,POINT (-73.95457266150008 40.73409241181096),090334ZMK,3,2513,4,3025130004
E-232,09DCP056K,POINT (-73.95458398034465 40.734161418609524),090334ZMK,3,2513,5,3025130005
E-232,09DCP056K,POINT (-73.95459535816637 40.7342307739262),090334ZMK,3,2513,6,3025130006
E-232,09DCP056K,POINT (-73.95461246886425 40.73433550075666),090334ZMK,3,2513,8,3025130008
E-138,04DCP003K,POINT (-73.9609952112614 40.73265657640958),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2520,1,3025200001
E-138,04DCP003K,POINT (-73.96187894579212 40.732891361098304),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2520,57,3025200057
E-138,04DCP003K,POINT (-73.95937130482666 40.73309542331039),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2521,11,3025210011
E-138,04DCP003K,POINT (-73.95927884792661 40.73310411657741),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2521,12,3025210012
E-138,04DCP003K,POINT (-73.95865080996482 40.73316316783004),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2521,19,3025210019
E-138,04DCP003K,POINT (-73.95884050019265 40.73288216555867),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2521,32,3025210032
E-138,04DCP003K,POINT (-73.95949259736176 40.732918352283),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2521,7504,3025217504
E-138,04DCP003K,POINT (-73.95758699414692 40.73326635197817),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2522,10,3025220010
E-138,04DCP003K,POINT (-73.95647511352318 40.73332788845394),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2522,16,3025220016
E-138,04DCP003K,POINT (-73.95558492090622 40.73345814114849),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2522,31,3025220031
E-232,09DCP056K,POINT (-73.95442382361665 40.7331794934638),090334ZMK,3,2523,1,3025230001
E-232,09DCP056K,POINT (-73.95443460401178 40.73324778056675),090334ZMK,3,2523,2,3025230002
E-232,09DCP056K,POINT (-73.95445587254903 40.733382503207174),090334ZMK,3,2523,4,3025230004
E-232,09DCP056K,POINT (-73.95448805723217 40.73358636667124),090334ZMK,3,2523,7,3025230007
E-138,04DCP003K,POINT (-73.9593259614626 40.7319901405524),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2531,1,3025310001
E-138,04DCP003K,POINT (-73.95933738872651 40.7320616098307),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2531,2,3025310002
E-138,04DCP003K,POINT (-73.95934946401131 40.7321323175059),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2531,3,3025310003
E-138,04DCP003K,POINT (-73.95934739758985 40.73241290165873),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2531,9,3025310009
E-138,04DCP003K,POINT (-73.95925887323331 40.73242122799052),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2531,10,3025310010
E-138,04DCP003K,POINT (-73.95902667730606 40.732405403820586),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2531,12,3025310012
E-138,04DCP003K,POINT (-73.95832098153251 40.73252159078662),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2531,20,3025310020
E-138,04DCP003K,POINT (-73.95888934880647 40.73213726454507),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2531,35,3025310035
E-138,04DCP003K,POINT (-73.9591667357108 40.73242989426575),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2531,110,3025310110
E-138,04DCP003K,POINT (-73.95768829030463 40.732250138656106),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2532,1,3025320001
E-232,09DCP056K,POINT (-73.95500096042451 40.732750960544834),090334ZMK,3,2532,42,3025320042
E-232,09DCP056K,POINT (-73.95498944988208 40.73268155477377),090334ZMK,3,2532,43,3025320043
E-232,09DCP056K,POINT (-73.95503736991806 40.73255710793997),090334ZMK,3,2532,45,3025320045
E-232,09DCP056K,POINT (-73.95495589954446 40.73248241765865),090334ZMK,3,2532,46,3025320046
E-232,09DCP056K,POINT (-73.95433279192072 40.7326051069274),090334ZMK,3,2533,3,3025330003
E-138,04DCP003K,POINT (-73.96163450608113 40.7312879815802),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2538,1,3025380001
E-138,04DCP003K,POINT (-73.95918429016487 40.73167424702024),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2539,1,3025390001
E-138,04DCP003K,POINT (-73.95887430053651 40.731703719328436),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2539,8,3025390008
E-138,04DCP003K,POINT (-73.95881568299157 40.731426507484386),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2539,29,3025390029
E-232,09DCP056K,POINT (-73.95486267886407 40.731918644022684),090334ZMK,3,2540,41,3025400041
E-232,09DCP056K,POINT (-73.95422728961437 40.731965814883324),090334ZMK,3,2541,4,3025410004
E-138,04DCP003K,POINT (-73.9603824779937 40.730699417542354),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2543,1,3025430001
E-138,04DCP003K,POINT (-73.95843671378401 40.731020730088055),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2549,14,3025490014
E-232,09DCP056K,POINT (-73.94690090431907 40.71404456897453),090334ZMK,3,2763,16,3027630016
E-138,04DCP003K,POINT (-73.95802981250432 40.73071070762224),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2549,25,3025490025
E-138,04DCP003K,POINT (-73.95839196392318 40.730743759839804),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2549,28,3025490028
E-138,04DCP003K,POINT (-73.95880277759707 40.730721688401445),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2549,36,3025490036
E-232,09DCP056K,POINT (-73.9545963905431 40.73106172537298),090334ZMK,3,2550,45,3025500045
E-232,09DCP056K,POINT (-73.9546866811305 40.73105327274568),090334ZMK,3,2550,46,3025500046
E-232,09DCP056K,POINT (-73.95479846082029 40.73104280774393),090334ZMK,3,2550,47,3025500047
E-232,09DCP056K,POINT (-73.95410826954088 40.731187174420135),090334ZMK,3,2551,3,3025510003
E-232,09DCP056K,POINT (-73.95411942378188 40.73125485207639),090334ZMK,3,2551,4,3025510004
E-232,09DCP056K,POINT (-73.9541307018217 40.73132328530681),090334ZMK,3,2551,5,3025510005
E-232,09DCP056K,POINT (-73.95414203765587 40.7313920580502),090334ZMK,3,2551,6,3025510006
E-232,09DCP056K,POINT (-73.95415328155761 40.731460280544525),090334ZMK,3,2551,7,3025510007
E-232,09DCP056K,POINT (-73.95416491324148 40.73153270046124),090334ZMK,3,2551,8,3025510008
E-138,04DCP003K,POINT (-73.9613656259196 40.729120409904944),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2556,1,3025560001
E-138,04DCP003K,POINT (-73.96006580500392 40.73007534848835),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2556,45,3025560045
E-138,04DCP003K,POINT (-73.95953176270432 40.73010290941371),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2556,58,3025560058
E-138,04DCP003K,POINT (-73.95896367454314 40.729981692616036),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2557,1,3025570001
E-138,04DCP003K,POINT (-73.9590837365089 40.73024935208247),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2557,3,3025570003
E-138,04DCP003K,POINT (-73.95867862795477 40.730271473397394),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2557,7,3025570007
E-138,04DCP003K,POINT (-73.95815936636158 40.73011973299888),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2557,24,3025570024
E-232,09DCP056K,POINT (-73.95310344123028 40.73081027237708),090334ZMK,3,2559,18,3025590018
E-232,09DCP056K,POINT (-73.95305752349948 40.73081463734288),090334ZMK,3,2559,19,3025590019
E-232,09DCP056K,POINT (-73.95271997053308 40.73084670322708),090334ZMK,3,2559,23,3025590023
E-232,09DCP056K,POINT (-73.9518665602391 40.73063856812209),090334ZMK,3,2559,37,3025590037
E-232,09DCP056K,POINT (-73.95258463513566 40.73057430948359),090334ZMK,3,2559,45,3025590045
E-232,09DCP056K,POINT (-73.9526726216562 40.73056595023876),090334ZMK,3,2559,46,3025590046
E-138,04DCP003K,POINT (-73.9586710510203 40.72952665640522),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2562,10,3025620010
E-138,04DCP003K,POINT (-73.95827691476073 40.72930759520717),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2562,29,3025620029
E-138,04DCP003K,POINT (-73.95862664126089 40.72926439162023),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2562,37,3025620037
E-138,04DCP003K,POINT (-73.95876363093268 40.729251982222145),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2562,39,3025620039
E-232,09DCP056K,POINT (-73.95725227886798 40.729303864984885),090334ZMK,3,2563,1,3025630001
E-138,04DCP003K,POINT (-73.96132550076183 40.728476103148424),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2564,1,3025640001
E-138,04DCP003K,POINT (-73.95860097625064 40.728704874714104),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2565,1,3025650001
E-232,09DCP056K,POINT (-73.95716943250304 40.7288049847859),090334ZMK,3,2566,4,3025660004
E-138,04DCP003K,POINT (-73.96124398363435 40.72770483586138),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2567,1,3025670001
E-138,04DCP003K,POINT (-73.95813417366854 40.72803033650889),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2568,1,3025680001
E-232,09DCP056K,POINT (-73.95701565481804 40.72794174206603),090334ZMK,3,2569,2,3025690002
E-138,04DCP003K,POINT (-73.96135063040688 40.72654874159978),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2570,1,3025700001
E-138,04DCP003K,POINT (-73.95928674295418 40.72647941154558),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2570,10,3025700010
E-138,04DCP003K,POINT (-73.96034756978204 40.726285503233),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2570,20,3025700020
E-138,04DCP003K,POINT (-73.96104868369086 40.726467171701515),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2570,30,3025700030
E-138,04DCP003K,POINT (-73.96170760996186 40.72713089493978),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2570,36,3025700036
E-138,04DCP003K,POINT (-73.96071854192526 40.72683610434352),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2570,40,3025700040
E-138,04DCP003K,POINT (-73.95937204517443 40.72726411548356),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2570,50,3025700050
E-138,04DCP003K,POINT (-73.95855764570977 40.727251031718495),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2571,1,3025710001
E-138,04DCP003K,POINT (-73.95844888432941 40.727453204502815),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2571,9,3025710009
E-232,09DCP056K,POINT (-73.95288592949079 40.73005493515148),090334ZMK,3,2575,5,3025750005
E-287,10DCP024K,POINT (-73.95174408611655 40.73017083682903),100218ZMK,3,2576,7,3025760007
E-138,04DCP003K,POINT (-73.95832204012756 40.72670879075077),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2589,5,3025890005
E-138,04DCP003K,POINT (-73.95770244272106 40.72663263028964),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2589,13,3025890013
E-138,04DCP003K,POINT (-73.95893663988974 40.72586916891512),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2590,1,3025900001
E-138,04DCP003K,POINT (-73.95997401665231 40.725584465434785),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2590,25,3025900025
E-138,04DCP003K,POINT (-73.95764090739902 40.72607027668655),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2590,210,3025900210
E-138,04DCP003K,POINT (-73.95789821995682 40.72578252422592),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2590,215,3025900215
E-138,04DCP003K,POINT (-73.95782657458997 40.72550368056626),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2590,222,3025900222
E-232,09DCP056K,POINT (-73.95076342781142 40.728499425998514),090334ZMK,3,2599,19,3025990019
E-232,09DCP056K,POINT (-73.95063611951792 40.72801533177268),090334ZMK,3,2599,28,3025990028
E-483,18DCP099K,POINT (-73.95710712096349 40.725277809337975),180387ZSK 180388ZRK 180389ZSK,3,2614,3,3026140003
E-232,09DCP056K,POINT (-73.95040462465023 40.72760575198397),090334ZMK,3,2622,5,3026220005
E-232,09DCP056K,POINT (-73.95025687891173 40.72769158329667),090334ZMK,3,2622,7,3026220007
E-232,09DCP056K,POINT (-73.9501707633782 40.72771946904318),090334ZMK,3,2622,8,3026220008
E-232,09DCP056K,POINT (-73.95018703339032 40.727575458589754),090334ZMK,3,2622,9,3026220009
E-232,09DCP056K,POINT (-73.95019153087897 40.72749707123156),090334ZMK,3,2622,10,3026220010
E-232,09DCP056K,POINT (-73.95015520568334 40.72743330127958),090334ZMK,3,2622,11,3026220011
E-232,09DCP056K,POINT (-73.94986874644124 40.726930426350684),090334ZMK,3,2622,20,3026220020
E-232,09DCP056K,POINT (-73.94983207549811 40.726866049197966),090334ZMK,3,2622,21,3026220021
E-232,09DCP056K,POINT (-73.94979579236407 40.72680235298691),090334ZMK,3,2622,22,3026220022
E-232,09DCP056K,POINT (-73.94976128839991 40.72674178140594),090334ZMK,3,2622,23,3026220023
E-232,09DCP056K,POINT (-73.94972598774754 40.72667980917476),090334ZMK,3,2622,24,3026220024
E-138,04DCP003K,POINT (-73.95219130466019 40.72354746887623),"050110 ZRK, 050111 ZMK, 050415 MMK, 040416 MMK, 040417 MMK, 040418 MMK, 050110 (A)ZRK, 050111 (A)ZMK",3,2644,43,3026440043
E-232,09DCP056K,POINT (-73.94924047005364 40.725834058634014),090334ZMK,3,2649,11,3026490011
E-232,09DCP056K,POINT (-73.949205054284 40.72577219424538),090334ZMK,3,2649,12,3026490012
E-232,09DCP056K,POINT (-73.94916860424404 40.72570852296727),090334ZMK,3,2649,13,3026490013
E-232,09DCP056K,POINT (-73.94913261292255 40.7256456587359),090334ZMK,3,2649,14,3026490014
