InspectionID,CSNumber,MW,OvCond,isClosed,isOfficially,HandDryersAm,ChangingTablesAm,MirrorsAm,UrinalsAm,UrinalsComm,ToiletsAm,ToiletsComm,SinksAm,SinksComm,ToiletPaperDispAm,ToiletPaperDispComm,SoapDispAm,SoapDispComm,PaperTowelDispAm,PaperTowelDispComm,Comm
56712,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,No Bulletin Board
44263,1,M1,A,0,0,1,1,1,1,a,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,toilet is clogged.
103031,2,M2,U,0,0,1,1,2,2,Porcelain,1,Porcelain,2,Porcelain,1,Tamper Proof Stainless Steel,2,Stainless Steel,0,,Next to café
112652,1,W1,A,0,0,1,1,2,,,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
87481,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
32793,1,W1,A,0,0,0,0,0,,,,,,,,,,,,,
80493,1,W1,A,0,0,1,0,1,,,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
116000,1,M1,A,0,0,1,1,2,1,Porcelain,2,Porcelain,2,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
77235,1,W1,A,0,0,1,1,1,,,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
116617,1,W1,A,0,0,0,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
77783,1,W1,U,1,0,,,,,,,,,,,,,,,,
83807,1,M1,A,0,0,1,0,0,2,Porcelain,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
35562,1,W1,A,0,0,0,0,0,,,,,,,,,,,,,site closed due to construction.
44053,1,M1,A,0,0,1,0,0,1,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,Standard,1,Stainless Steel,,,
51379,1,W1,N,0,0,0,0,0,,,,,,,,,,,,,
96923,1,W1,A,0,0,0,0,0,,,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Soap Globe,1,Stainless Steel,
75701,1,W1,U,1,0,0,0,0,,,,,,,,,,,,,
60853,1,M1,A,0,0,1,0,1,2,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
61508,1,W1,A,0,0,0,0,0,,,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,
112661,1,W1,A,0,0,1,0,1,,,1,Porcelain,1,Porcelain,1,Standard,1,Other,0,,
104002,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
82673,1,W1,A,0,0,1,0,2,,,3,Porcelain,2,Porcelain,3,Fully Enclosed (Big Giant Roll),2,Stainless Steel,1,Stainless Steel,
57754,1,W1,A,0,0,0,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,0,,1,Stainless Steel,
49371,1,W1,N,1,1,0,0,0,,,,,,,,,,,,,CS Officially closed for season
67543,1,W1,A,0,0,0,0,0,,,2,Stainless Steel,2,Stainless Steel,2,2-ply or more,1,Stainless Steel,1,Stainless Steel,
54288,1,W1,A,0,0,0,0,1,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
93379,1,W1,A,0,0,2,1,5,,,6,Porcelain,5,Porcelain,6,Tamper Proof Stainless Steel,5,Stainless Steel,0,,
80704,1,W1,A,0,0,1,1,4,,,11,Porcelain,4,Porcelain,11,Tamper Proof Stainless Steel,4,Stainless Steel,0,,
113820,2,M2,N,1,1,,,,,,,,,,,,,,,,Boys CS not accessible - not inspected due to Snow Day Grace.
61523,1,M1,A,0,0,1,0,0,4,Porcelain,8,Porcelain,6,Porcelain,8,Tamper Proof Stainless Steel,3,Stainless Steel,1,Stainless Steel,
81313,1,W1,A,0,0,1,0,1,,,1,Porcelain,1,Porcelain,1,2-ply or more,1,Soap Globe,0,,
59646,1,M1,A,0,0,1,0,2,1,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
78608,1,M1,A,0,0,1,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
74490,1,W1,A,0,0,,,,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
83429,1,W1,A,0,0,1,1,1,,,1,Porcelain,1,1,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
102270,1,M1,U,1,0,1,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,Men CS closed.
97526,1,W1,A,0,0,1,0,1,,,1,Porcelain,1,Porcelain,1,Standard,1,Soap Globe,0,,
61590,1,M1,U,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,0,,
62947,1,W1,A,0,0,1,1,1,,,2,Stainless Steel,1,Stainless Steel,2,Fully Enclosed (Big Giant Roll),1,Stainless Steel,0,,
91353,1,M1,A,0,0,1,0,0,3,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,Standard,1,Stainless Steel,0,,
49926,1,W1,U,1,0,0,0,0,,,,,,,,,,,,,SS
100577,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,0,,
81595,1,M1,U,1,0,0,1,2,1,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,Standard,1,Stainless Steel,3,Stainless Steel,
112501,1,W1,A,0,0,1,1,2,,,2,Stainless Steel,2,Stainless Steel,2,2-ply or more,2,Stainless Steel,,,
48855,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
65964,1,W1,A,0,0,0,0,1,,,3,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
103243,1,W1,A,0,0,1,0,2,,,4,Stainless Steel & porcelain,3,Stainless Steel,4,Tamper Proof Stainless Steel,2,Stainless Steel,0,,
67795,1,W1,A,0,0,0,0,0,,,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
96565,1,W1,A,0,0,2,0,4,,,9,Porcelain,4,Porcelain,9,Tamper Proof Stainless Steel,3,Stainless Steel,0,,
117046,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
117762,1,M1,A,0,0,2,1,1,1,Porcelain,2,Porcelain,2,Porcelain,2,2-ply or more,2,Stainless Steel,0,,
33472,1,W1,U,0,0,0,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
90522,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,0,,
37873,1,W1,A,0,0,0,0,0,,,2,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Metal-Painted White,
111224,1,M1,A,0,0,1,0,2,1,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
42822,1,M1,U,1,0,0,0,0,,,,,,,,,,,,,
76496,1,W1,A,0,0,1,0,2,,,4,Stainless Steel,2,Stainless Steel,4,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
107352,1,M1,A,0,0,1,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
83170,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,0,,
77315,1,W1,A,0,0,1,0,1,,,1,Stainless Steel,2,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
82751,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,,,
48673,1,W1,A,0,0,1,0,1,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
90657,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
57554,1,M1,N,0,0,0,0,0,,,,,,,,,,,,,
103573,1,W1,A,0,0,1,0,1,,,5,Porcelain,3,Porcelain,5,2-ply or more & standard,1,Other,0,,One stall in use at time inspection.
70229,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
108696,1,M1,A,0,0,1,0,0,0,,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
73150,1,W1,U,1,0,0,0,0,,,1,Porcelain,1,Porcelain,1,2-ply or more,1,Soap Globe,1,Metal-Painted White,
106087,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
95184,1,W1,N,1,1,1,0,1,,,1,Porcelain,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
104228,1,M1,A,0,0,2,0,3,7,Porcelain,6,Porcelain,6,Porcelain,6,Tamper Proof Stainless Steel,3,Stainless Steel,1,Stainless Steel,
108137,1,M1,U,1,0,2,0,1,2,Porcelain,2,Porcelain,4,Porcelain,2,Tamper Proof Stainless Steel,3,Stainless Steel,0,,
105949,1,M1,N,1,1,1,1,2,3,Porcelain,2,Porcelain,2,Porcelain,2,2-ply or more,1,Stainless Steel,,,
64665,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Stainless Steel,
113155,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
39923,1,M1,U,0,0,0,0,0,,,,,,,,,,,,,
42999,1,W1,A,0,0,1,0,2,,,2,Stainless Steel,2,Porcelain,,Tamper Proof Stainless Steel,1,Stainless Steel,,,
115067,1,W1,A,0,0,0,1,2,,,3,Stainless Steel,2,Stainless Steel,3,2-ply or more,1,Stainless Steel,3,Stainless Steel,
54227,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,2,"Soap Globe, stainless steal",0,,
102503,1,M1,U,1,0,1,0,0,2,Porcelain,2,Porcelain,1,Porcelain,2,2-ply or more,1,Stainless Steel,0,,
65439,1,M1,A,0,0,1,1,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,0,,
71065,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
104979,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
101026,1,M1,A,0,0,1,1,1,0,,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,.
50753,1,W1,A,0,0,1,1,3,,,16,Stainless Steel,3,Stainless Steel,16,Tamper Proof Stainless Steel,2,Stainless Steel,0,,
103097,1,M1,U,0,0,1,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,0,,
50916,1,W1,A,0,0,0,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,
35425,1,W1,A,0,0,1,0,0,,,5,Porcelain,1,Porcelain,5,Standard,1,Stainless Steel,0,,
103133,1,M1,A,0,0,1,0,0,3,Stainless Steel,3,Stainless Steel,2,Stainless Steel,3,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
76642,1,W1,A,0,0,0,0,0,,,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,
41543,1,W1,U,0,0,0,0,0,,,3,Porcelain,2,Porcelain,3,Fully Enclosed (Big Giant Roll),1,Soap Globe,1,Metal-Painted White,
57940,1,M1,U,1,0,0,0,0,,,,,,,,,,,,,CS was closed.
93541,1,W1,A,0,0,1,1,0,,,2,Porcelain,1,Porcelain,2,2-ply or more,1,Soap Globe,0,,
86344,1,M1,A,0,0,1,0,0,2,Porcelain,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
97899,1,W1,A,0,0,1,1,2,,,4,Stainless Steel,2,Stainless Steel,4,Tamper Proof Stainless Steel,2,Stainless Steel,0,,
111735,1,W1,N,1,1,,,,,,,,,,,,,,,,Under Construction.
86147,1,W1,N,1,1,0,0,0,,,,,,,,,,,,,
92101,1,M1,A,0,0,2,0,4,20,Porcelain,10,Porcelain,4,Porcelain,10,Tamper Proof Stainless Steel,4,Stainless Steel,0,,"Entered and rated; no photos taken, full of tourists with children."
58115,1,M1,N,0,0,1,0,1,,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,,,CS open.
110504,1,M1,A,0,0,1,0,0,1,Stainless Steel,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,0,,
37163,1,W1,U,1,1,0,0,0,,,,,,,,,,,,,
38459,1,W1,A,0,0,0,0,0,,,,,,,,,,,,,
34938,1,M1,U,1,1,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,0,,1,Stainless Steel,
103356,2,M2,A,0,0,2,1,2,3,Porcelain,2,Porcelain,2,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,CS in pavilion at Bayard Street. Not rated due to high usage.
58084,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
55923,1,W1,A,0,0,1,0,0,,,4,Stainless Steel,2,Stainless Steel,4,2-ply or more,1,Stainless Steel,0,,
85742,1,M1,A,0,0,0,0,1,1,Porcelain,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
44489,1,W1,A,0,0,0,0,0,,,,,,,,,,,,,
116447,1,W1,N,0,0,1,0,1,,,2,Stainless Steel,1,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
81112,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
104246,1,W1,A,0,0,1,0,2,,,10,Stainless Steel,6,Stainless Steel,10,2-ply or more,3,Stainless Steel,0,,
97062,1,M1,N,1,0,,,,,,,,,,,,,,,,
110888,1,M1,A,0,0,1,1,2,1,Porcelain,2,Porcelain,2,Porcelain,2,Tamper Proof Stainless Steel,2,Stainless Steel,0,,
113681,1,W1,A,0,0,2,1,2,,,4,Stainless Steel,2,Stainless Steel,4,Tamper Proof Stainless Steel,2,Stainless Steel,0,,
94405,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,0,,0,,
45424,1,M1,A,0,0,,,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
53133,1,W1,A,0,0,0,0,0,,,8,Porcelain,8,Porcelain,8,Tamper Proof Stainless Steel,4,Stainless Steel,1,Stainless Steel,
117362,1,W1,N,0,0,0,0,0,,,,,,,,,,,,,In use at time of inspection.
94959,1,M1,N,0,1,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Soap Globe,0,,Playground Locked.
47384,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
39389,1,W1,A,0,0,0,0,0,,,,,,,,,,,,,
92347,1,W1,A,0,0,1,0,1,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
85237,1,W1,N,0,0,1,0,1,,,2,Stainless Steel,1,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,,,Not rated due to hevay patron use.
58757,1,M1,N,0,0,0,0,0,,,,,,,,,,,,,
97234,1,M1,A,0,0,1,0,0,2,Stainless Steel,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
110180,1,W1,N,0,0,2,1,3,,,4,Stainless Steel,3,Stainless Steel,4,Standard,3,Stainless Steel,0,,
73338,1,M1,A,0,0,1,1,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
74903,1,W1,A,0,0,1,0,0,,,6,Porcelain,3,Porcelain,6,2-ply or more,2,Stainless Steel,0,,
102970,1,W1,N,1,1,1,0,0,,,2,Porcelain,1,Porcelain,2,Standard,1,Stainless Steel,0,,
85658,1,M1,N,1,1,1,1,1,0,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
116145,1,W1,A,0,0,1,1,2,,,3,Stainless Steel,2,Stainless Steel,3,Tamper Proof Stainless Steel,2,Stainless Steel,0,,
113724,1,W1,A,0,0,1,0,1,,,2,Porcelain,1,Porcelain,2,2-ply or more,1,Stainless Steel,0,,
66957,1,W1,N,1,0,0,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,0,,
53437,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,
62939,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
74203,1,M1,A,0,0,0,0,1,2,Porcelain,2,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
100586,1,W1,A,0,0,1,0,1,,,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
114055,1,M1,N,1,1,,,,,,,,,,,,,,,,
61140,1,W1,A,0,0,0,1,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
42487,1,W1,A,0,0,0,0,0,,,,,,,,,,,,,
79442,1,M1,A,0,0,1,0,0,5,Porcelain,3,Porcelain,1,Porcelain,3,2-ply or more,1,Stainless Steel,,,
70701,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
95984,1,M1,U,1,0,,,,,,,,,,,,,,,,
112370,1,W1,A,0,0,1,1,1,,,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
80966,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,0,,
81600,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,,,
87314,1,W1,A,0,0,0,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
115218,1,M1,A,0,0,1,1,0,1,Stainless Steel,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
99978,1,M1,A,0,0,1,1,1,1,Stainless Steel,1,Porcelain,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
110191,1,W1,N,0,0,0,0,0,,,,,,,,,,,,,
112694,1,M1,A,0,0,0,1,2,1,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,2-ply or more,1,Stainless Steel,3,Stainless Steel,
95464,1,W1,A,0,0,1,0,1,,,1,Porcelain,1,Porcelain,1,Standard,1,Soap Globe,0,,
71843,1,M1,U,1,0,,,,,,,,,,,,,,,,
87883,1,W1,A,0,0,1,0,1,,,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
111671,1,M1,A,0,0,1,0,0,1,Porcelain,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
58918,1,M1,A,0,0,0,0,0,2,Stainless Steel,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
86452,1,M1,U,0,0,1,1,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
108340,1,W1,A,0,0,1,0,0,,,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
80284,1,W1,U,1,0,1,0,0,,,,,,,,,,,,,
99853,1,W1,N,1,1,,,,,,,,,,,,,,,,
49121,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Soap Globe,1,Stainless Steel,
72591,1,W1,A,0,0,1,0,1,,,2,Stainless Steel,1,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
111000,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
111778,1,M1,N,0,0,1,0,0,2,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,Not inspected due to use.
34935,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
56702,1,M1,A,0,0,1,0,1,3,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,Bulletin Board Present. Not up to Date.
86502,1,W1,A,0,0,1,0,0,,,4,Stainless Steel,2,Stainless Steel,4,Standard,2,Stainless Steel,0,,
93413,1,W1,N,1,1,,,,,,,,,,,,,,,,
116368,1,W1,N,1,1,,,,,,,,,,4,,1,,1,,Trailer Opened Seasonally.
33258,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
88947,1,W1,N,1,1,0,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,
83553,1,M1,A,0,0,1,,1,0,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,Wrong room rated.
102276,1,W1,A,0,0,1,0,0,,,2,Porcelain,2,Porcelain,2,Tamper Proof Stainless Steel,2,Stainless Steel,0,,
96587,1,M1,A,0,0,1,0,1,2,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
110496,1,M1,A,0,0,1,0,2,1,Porcelain,1,Porcelain,2,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
115041,1,M1,A,0,0,1,0,0,2,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
117921,1,W1,N,0,0,0,0,0,,,,,,,,,,,,,
61237,1,W1,A,0,0,1,0,0,,,4,Porcelain,2,Porcelain,4,2-ply or more,2,Soap Globe+Stainless Steel,,,
76693,1,M1,A,0,0,1,0,1,1,Porcelain,2,Porcelain,1,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
94407,1,M1,N,1,1,0,1,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
105348,1,M1,A,0,0,1,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
74838,1,M1,A,0,0,2,0,2,2,Stainless Steel,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
95689,1,M1,A,0,0,1,0,0,1,Porcelain,1,Stainless Steel,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,0,,
103499,1,M1,A,0,0,1,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,homeless taking a bath in the sink.
35624,1,W1,N,1,1,0,0,0,,,,,,,,,,,,,
108792,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
113467,1,M1,A,0,0,0,0,0,,,,,,,,,,,,,
103753,2,M2,A,0,0,1,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,16 st CS.
85717,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
98957,1,M1,A,0,0,1,0,1,2,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
104604,1,M1,A,0,0,1,1,2,1,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,2-ply or more,2,Stainless Steel,0,,
86266,1,M1,U,1,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
98061,1,M1,U,1,0,1,1,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
58385,1,W1,A,0,0,0,0,1,,,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Metal-Painted White,
79241,1,W1,A,0,0,1,0,1,,,3,Stainless Steel,2,Stainless Steel,3,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
75853,1,W1,A,0,0,1,0,0,,,9,Porcelain,2,Porcelain,9,Tamper Proof Stainless Steel,2,Stainless Steel,,,
46990,1,W1,A,0,0,0,0,0,,,3,Porcelain,2,Stainless Steel,3,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
85929,1,M1,A,0,0,1,0,0,3,Porcelain,4,Porcelain,1,Porcelain,4,Tamper Proof Stainless Steel,0,,0,,
56892,1,W1,A,0,0,1,0,2,,,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Soap Globe,0,,
74066,1,W1,A,0,0,0,0,0,,,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Stainless Steel,
44587,1,M1,A,0,0,0,0,0,,,,,,,,,,,,,Comfort station closed for winter season.
111286,1,M1,N,0,0,2,1,2,1,Stainless Steel,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,2,Stainless Steel,0,,
76147,1,W1,A,0,0,1,0,2,,,2,Porcelain,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,,,
58155,1,W1,U,0,0,1,0,0,,,5,Porcelain,2,Porcelain,5,2-ply or more,2,Soap Globe,,,
101604,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
60575,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,,,
89236,1,M1,N,1,1,2,0,4,3,Stainless Steel,2,Stainless Steel,4,Porcelain,2,Standard,2,Stainless Steel,0,,
112605,1,M1,A,0,0,1,1,0,0,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,,,
54728,1,W1,A,0,0,1,0,1,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,,,
