InspectionID,CSNumber,MW,OvCond,isClosed,isOfficially,HandDryersAm,ChangingTablesAm,MirrorsAm,UrinalsAm,UrinalsComm,ToiletsAm,ToiletsComm,SinksAm,SinksComm,ToiletPaperDispAm,ToiletPaperDispComm,SoapDispAm,SoapDispComm,PaperTowelDispAm,PaperTowelDispComm,Comm
32524,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,No formal sign on door.
111453,1,M1,N,0,0,0,0,0,,,,,,,,,,,,,
32695,1,M1,U,1,1,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Worker cleaning at time of inspection.
76576,1,W1,N,1,1,0,0,0,,,,,,,,,,,,,
32919,1,M1,U,0,0,0,0,0,2,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,"DPR staff on site, not actively working on any problems."
33099,1,M1,A,0,0,2,1,7,3,Porcelain,4,Porcelain,7,Other porcelain/stone,4,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Men's room partially closed (no construction).
33418,1,M1,U,0,0,0,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Soap Globe,1,Stainless Steel,Floor has paint on it.
33875,1,M1,U,0,0,1,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Metal-Painted White,Cleaning crew present; litter rated N.
37371,1,W1,U,0,0,0,0,0,,,,,,,,,,,,,
111793,1,W1,N,0,0,0,0,0,,,,,,,,,,,,,
59108,1,W1,N,1,1,0,0,0,,,,,,,,,,,,,
54102,1,M1,A,0,0,0,0,0,2,Stainless Steel,2,Stainless Steel,1,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,"Bulletin board present, in good condition with up-to-date information."
54106,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,BB has no glass/plastic cover and no information posted.
54124,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,No bulletin board.
54125,1,M1,A,0,0,0,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,No bulletin baord present.
54126,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,1,Stainless Steel,Bulletin board in good condition.
54144,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Stainless Steel,No bulletin board present.
54148,1,M1,A,0,0,0,0,0,3,Porcelain,2,Porcelain,2,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board is present and in good condition. It has up-to-date information.
54179,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,There was no bulletin board present.
54180,1,M1,A,0,0,0,0,0,2,Porcelain,2,Porcelain,1,Porcelain,2,Standard,1,Soap Globe,1,Stainless Steel,Bulletin board is present. There was no event posted and protective glass is missing.
54204,1,M1,A,0,0,0,0,0,2,Stainless Steel,3,Stainless Steel,2,Stainless Steel,3,Fully Enclosed (Big Giant Roll),1,Soap Globe,1,Metal-Painted White,Bulletin board present and in good condition. Information on board are up-to-date.
73353,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,Comfort station under renovation.
54259,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board outdated; hard to read.
54266,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Soap Globe,1,Stainless Steel,No bulletin board present.
54276,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Metal-Painted White,CS bulletin board up-to-date.
54288,1,M1,A,0,0,0,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,Bulletin board is present and in good shape but contains no information.
54306,1,M1,A,0,0,0,0,1,3,Porcelain,3,Porcelain,1,Porcelain,3,Standard,1,Stainless Steel,1,Stainless Steel,Bulletin board present and in good condition.  Information up to date.
54323,1,M1,A,0,0,0,0,1,1,Stainless Steel,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,No bulletin board present.
54329,1,M1,A,0,0,0,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Metal-Painted White,CS Bulletin board lacked sufficient signage.
56999,1,M1,U,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Stainless Steel,No Bulletin Board Present.
54347,1,M1,A,0,0,0,0,0,2,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,There is no bulletin board at site.
54356,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,0,Soap Globe,1,Stainless Steel,broken plexiglass on bulletin board
54371,1,M1,A,0,0,0,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,No bulletin board present.
54378,1,M1,A,0,0,0,0,0,3,Porcelain,4,Porcelain,2,Porcelain,4,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,No bulletin board present.
54380,1,M1,A,0,0,0,1,1,1,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,No bulletin board present.
56384,1,M1,A,0,0,0,0,0,2,Porcelain,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,No bulletin board.
54386,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,Bulletin board is present and in good condition. Board contains both up-to-date and out-of-date information.
54391,1,M1,U,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),0,Soap Globe,1,Metal-Painted White,No bulletin board present.
54400,1,M1,A,0,0,1,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,1,Metal-Painted White,No bulletin board present.
54411,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Metal-Painted White,No bulletin board present.
54416,1,M1,A,0,0,0,0,0,4,Porcelain,8,Porcelain,6,Porcelain,8,Tamper Proof Stainless Steel,3,Stainless Steel,1,Stainless Steel,No bulletin board present.
54419,1,M1,A,0,0,0,0,0,6,Porcelain,4,Porcelain,2,Porcelain,4,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,No bulletin board present.
54430,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Stainless Steel,No bulletin board present.
54433,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,Bulletin board present and in good condition. Board contains up-to-date information. Bar soap prrsent.
54437,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board present with up-to-date info.
54438,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,No bulletin board.
54440,1,M1,A,0,0,0,0,0,2,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,1,Stainless Steel,Bulletin board present with up-to-date info.
54441,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,Bulletin board present with up-to-date info.
54447,1,M1,A,0,0,0,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,Bulletin board present and in good condition.  Information up to date.
54471,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,Bulletin board present and contains up-to-date information.
54480,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,"Bulletin board outdated, lacking appropriate information."
54494,1,M1,A,0,0,0,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Stainless Steel,Bullein board is present and in good condition. Board has up-to-date information.
54518,1,M1,A,0,0,0,0,1,2,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,No bulletin board present.
54535,1,M1,U,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Stainless Steel,No Bulletin Board
54548,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board present with up-to-date info.
54551,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board present with very little info.
54561,1,M1,A,0,0,0,0,0,2,Stainless Steel,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,Bulletin board present with no info.
54585,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board contains no relevant information.
54587,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board contained no relevant information.
54590,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Stainless Steel,BB present and up to date.
54611,1,M1,U,0,0,1,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Metal-Painted White,Bulletin board present in good condition with up to date info.
54618,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Metal-Painted White,"BB present, in good shape and with current postings."
54652,1,M1,A,0,0,0,0,0,1,Porcelain,1,Stainless Steel,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Metal-Painted White,"BB in good condition, notices out of date."
54658,1,M1,A,0,0,0,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board present with up-to-date info.
54671,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,No Bulletin Board present
61231,1,W1,N,1,1,0,0,0,,,,,,,,,,,,,
54672,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,No Bulletin Board present
54725,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,"BB present outside PLGD, in good shape w/ current info."
97271,1,W1,N,0,0,,,,,,,,,,,,,,,,Not rated due to high useage by patrons.
54742,1,M1,U,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Stainless Steel,"BB present, in good shape and w/ current info."
54773,1,M1,A,0,0,0,0,0,2,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,No bulletin board present.
54775,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,0,Soap Globe,1,Stainless Steel,Bulletin board up-to-date.
54804,1,M1,N,1,1,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Stainless Steel,No bulliten board present.
54817,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Metal-Painted White,No bulletin board present.
54838,1,M1,A,0,0,0,0,0,2,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,Bulletin board present with up-to-date info.
54851,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,BB in good condition & up to date.
54852,1,M1,A,0,0,1,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,1,Metal-Painted White,BB in good condition & up to date.
47451,1,W1,U,1,0,0,0,0,,,,,,,,,,,,,
54854,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,"BB present, in good condition, and with current info."
54874,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Metal-Painted White,Bulletin board contained no information.
54891,1,M1,U,0,0,0,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,0,Soap Globe,1,Stainless Steel,No BB present.
54892,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,No BB present.
54893,1,M1,A,0,0,0,0,0,0,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Soap Globe,1,Stainless Steel,BB in good condition but out of date.
54924,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Stainless Steel,"BB in good condition, no dated material."
34276,1,M1,U,1,1,0,0,0,,,,,,,,,,,,,
54932,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,No bulletin board present at site.
54957,1,M1,A,0,0,0,0,0,2,Porcelain,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,No BB present.
54968,1,M1,A,0,0,0,1,1,1,Stainless Steel,1,Porcelain,1,Stainless Steel,1,Standard,1,Stainless Steel,1,Stainless Steel,"BB present, in good shape and with 1 posting."
41061,1,M1,A,0,0,0,0,0,,,,,,,,,,,,,
54976,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Soap Globe,1,Metal-Painted White,Bulletin board present and in good condition. Board has up-to-date information.
54997,1,M1,U,0,0,0,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Stainless Steel,"BB present, no glass, no info."
55007,1,M1,A,0,0,0,0,0,2,Stainless Steel,2,Stainless Steel,1,Stainless Steel,2,2-ply or more,1,Stainless Steel,1,Metal-Painted White,No bulletin board present.
55037,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,There is no bulletin board present at this site.
55038,1,M1,U,0,0,0,0,0,2,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,There is no bulletin board present.
35263,1,M1,A,0,0,0,0,0,,,,,,,,,,,,,
55078,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Soap Globe,1,Metal-Painted White,Bulletin board is present and in good condition. Board has up-to-date information.
55089,1,M1,A,0,0,0,0,1,2,Porcelain,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,"BB present, in good shape, with current info."
55090,1,M1,A,0,0,0,0,0,2,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Stainless Steel,No BB.
55149,1,M1,A,0,0,1,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board present and in good condition. Has up-to-date information.
55166,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,1,Stainless Steel,"BB present, damaged, no postings."
55169,1,M1,A,0,0,0,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,BB present and in good condition but with no postings.
55174,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Porcelain,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board present with little information and Christmas decorations.
55176,1,M1,A,0,0,0,0,0,2,Porcelain,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board present with little info.
64858,1,W1,N,0,0,0,0,0,,,,,,,,,,,,,Women's restroom not rated due to high usage.
55288,1,M1,U,1,0,0,0,0,,,,,,,,,,,,,Bulletin with up-to-date info.
55220,1,M1,A,0,0,0,1,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,BB in good condition with up to date information.
55221,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,BB in good condition with up to date information.
55267,1,M1,A,0,0,0,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,1,Stainless Steel,BB outside SW of Park.
55287,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board with up-to-date info.
55294,1,M1,A,0,0,0,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,"Bulletin Board present, in good condition, with up-to-date information"
55299,1,M1,A,0,0,1,0,1,4,Porcelain,4,Porcelain,1,Porcelain,4,Fully Enclosed (Big Giant Roll),1,Soap Globe,0,Metal-Painted White,BB in good condition with up to date information.
53970,1,W1,U,1,0,0,0,0,,,,,,,,,,,,,
55312,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,"Bulletin board present, in good condition, and had up-to-date info."
55313,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,"Bulletin board present, in good condition, and had up-to-date info."
55321,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Soap Globe,1,Metal-Painted White,Bulletin board present with no info.
55337,1,M1,U,0,0,1,0,0,2,Stainless Steel,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,"BB present, in good shape, and with current info."
55345,1,M1,A,0,0,1,0,0,1,Porcelain,1,Stainless Steel,1,Stainless Steel,1,Fully Enclosed (Big Giant Roll),1,Soap Globe,1,Metal-Painted White,"BB in bad condition, no glass, graffitied & inner board ripped."
76185,1,M1,A,0,0,,,,,,,,,,,,,,,,CS not rated due to camera malfunction.
55371,1,M1,A,0,0,0,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Metal-Painted White,BB present & in good condition no dated material.
55375,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Stainless Steel,1,Fully Enclosed (Big Giant Roll),2,Stainless Steel & soap globe,1,Metal-Painted White,"BB present, in good condition and with current info."
55409,1,M1,A,0,0,0,0,0,2,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Stainless Steel,No BB present on this CS.
55428,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Soap Globe,1,Metal-Painted White,"Bulletin board present, in good condition, and contains useful information."
55434,1,M1,A,0,0,0,0,0,2,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,bulletin board with no info
55454,1,M1,A,0,0,0,0,2,1,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,2-ply or more,2,Stainless Steel,1,Stainless Steel,No bulletin board present at site.
95388,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
55476,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Soap Globe,1,Metal-Painted White,BB present but with no info.
55480,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Stainless Steel,Bulletin Board present with updated materials.
55481,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Metal-Painted White,Bulletin board present with up to date materials.
55482,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Stainless Steel,BB present & in good condition with up to date information. Paint slatter on glass.
55483,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Stainless Steel,BB present & in good condition with up to date information.
55484,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Stainless Steel,BB present & in good condition with up to date information.
55492,1,M1,A,0,0,0,0,0,2,Stainless Steel,1,Porcelain,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board contains no information.
55495,1,M1,A,0,0,0,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,"Bulletin baord present, but not up-to-date."
55501,1,M1,A,0,0,1,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,"BB present & in good condition, printed material out dated."
55547,1,M1,U,0,0,0,0,0,4,Stainless Steel,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,No BB present.
55550,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,No bulletin board.
55559,1,M1,A,0,0,1,0,1,6,Porcelain,2,Porcelain,1,Porcelain,2,2-ply or more,1,Soap Globe,1,Metal-Painted White,No bulletin board present.
55653,1,M1,U,1,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Soap Globe,1,Metal-Painted White,No bulletin board present.
110609,1,W1,N,0,0,0,0,0,,,,,,,,,,,,,
55657,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Soap Globe,1,Metal-Painted White,Bulletin board present and with current materials inside.
55662,1,M1,A,0,0,1,0,0,3,Stainless Steel,4,Stainless Steel,2,Stainless Steel,4,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,BB and info on door of nature center.
55677,1,M1,A,0,0,0,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board present. Not up-to-date.
55681,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,No bulletin board present.
55797,1,M1,A,0,0,0,0,1,3,Stainless Steel,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,"BB present & in good condition, material out of date."
55715,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,BB present & in good condition. Material out of date.
55747,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,"Bulletin board okay structurally, but posted information in disarray."
37225,1,M1,A,0,0,0,0,0,,,,,,,,,,,,,
55748,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,"Bulletin board present, in good condition, and contained relevant information."
55755,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,Bulletin board present with up to date material.
55794,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,No bulletin board present.
55795,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,No BB present.
55803,1,M1,A,0,0,1,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,Bulletin board with up-to-date info.
55812,1,M1,A,0,0,1,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board present with updated material.
55831,1,M1,A,0,0,0,0,0,1,Porcelain,1,Stainless Steel,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,No bulletin board present.
55834,1,M1,A,0,0,0,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,Bulletin board with no info.
55836,1,M1,A,0,0,0,0,1,1,Porcelain,1,Stainless Steel,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,Bulletin board with no info.
55841,1,M1,U,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,No BB present.
55843,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Soap Globe,1,Metal-Painted White,"BB present & in good condition, material out dated."
