the_geom,OBJECTID,TILE_NAME
"MULTIPOLYGON (((-97.521123226041 30.660355821071, -97.521123121029 30.648638749589, -97.541956888896 30.648638701219, -97.541957147611 30.660355720737, -97.521123226041 30.660355821071)))",309,U55
"MULTIPOLYGON (((-97.562789932547 30.578327890381, -97.562789520646 30.566610887338, -97.583623641002 30.566609981808, -97.583624206472 30.578326933609, -97.562789932547 30.578327890381)))",185,S48
"MULTIPOLYGON (((-97.625287385082 30.250216426925, -97.62528659429 30.238496927313, -97.646116188003 30.238495540852, -97.646116340307 30.250214972811, -97.625287385082 30.250216426925)))",1511,P20
"MULTIPOLYGON (((-97.604447998125 30.039283896908, -97.604448074116 30.027567378796, -97.625284477439 30.027567738695, -97.625285344201 30.03928422315, -97.604447998125 30.039283896908)))",2327,Q2
"MULTIPOLYGON (((-98.16697132452 30.554884214795, -98.166971296221 30.543165876707, -98.187804960725 30.543166140617, -98.187805142504 30.554884438722, -98.16697132452 30.554884214795)))",754,WM46
"MULTIPOLYGON (((-97.521111194885 30.086160053097, -97.52111117189 30.074440490903, -97.541947790697 30.074440465394, -97.541947967419 30.086159975637, -97.521111194885 30.086160053097)))",2429,U6
"MULTIPOLYGON (((-97.708616896579 30.179905365442, -97.7086162834 30.168186151682, -97.729453282174 30.168185428279, -97.729453258101 30.179904577378, -97.708616896579 30.179905365442)))",2127,K14
"MULTIPOLYGON (((-98.021123907794 30.238492395081, -98.021124161863 30.226773868565, -98.041960597847 30.226774299233, -98.041960497219 30.23849278311, -98.021123907794 30.238492395081)))",1656,WU19
"MULTIPOLYGON (((-97.500283788951 30.297090486129, -97.500283919884 30.285370640342, -97.521113093104 30.285370091294, -97.521113115353 30.297089884768, -97.500283788951 30.297090486129)))",1234,V24
"MULTIPOLYGON (((-97.750290135951 30.226776928627, -97.750289932787 30.215060527003, -97.771118693722 30.215058153584, -97.771118976125 30.226777256325, -97.750290135951 30.226776928627)))",1679,H18
"MULTIPOLYGON (((-97.541951991802 30.472863629619, -97.541951735268 30.461146565127, -97.56278859722 30.461144088862, -97.562788135106 30.472863833391, -97.541951991802 30.472863629619)))",572,T39
"MULTIPOLYGON (((-98.083628245344 30.390831487977, -98.083628039452 30.379112988882, -98.104464628596 30.379113681696, -98.1044650527 30.390829391098, -98.083628245344 30.390831487977)))",925,WR32
"MULTIPOLYGON (((-98.041962038097 30.343956852167, -98.041962138643 30.332238290036, -98.06279830639 30.332237671572, -98.062798359402 30.343956191423, -98.041962038097 30.343956852167)))",1352,WT28
"MULTIPOLYGON (((-98.104461961462 30.238489971679, -98.104461601846 30.226771613538, -98.125290593386 30.226772111261, -98.12529031395 30.238490414565, -98.104461961462 30.238489971679)))",1663,WQ19
"MULTIPOLYGON (((-97.541948981352 30.226778757379, -97.541948724783 30.215061824959, -97.562785525479 30.215060500473, -97.562785065223 30.226780112899, -97.541948981352 30.226778757379)))",1666,T18
"MULTIPOLYGON (((-97.375283793478 30.519737362549, -97.375282383027 30.508019816858, -97.39611742559 30.508019356402, -97.396117318582 30.519739559572, -97.375283793478 30.519737362549)))",457,EB43
"MULTIPOLYGON (((-97.8752969498 30.437705216579, -97.875295898613 30.425986221359, -97.896125179242 30.425987413254, -97.896125659859 30.437703598909, -97.8752969498 30.437705216579)))",821,B36
"MULTIPOLYGON (((-97.521123249629 30.672075634271, -97.521123226041 30.660355821071, -97.541957147611 30.660355720737, -97.541957405346 30.672072733252, -97.521123249629 30.672075634271)))",279,U56
"MULTIPOLYGON (((-97.583623949269 30.554890295192, -97.583623383969 30.543173337768, -97.604457911646 30.543171922964, -97.604457758539 30.554891561429, -97.583623949269 30.554890295192)))",727,R46
"MULTIPOLYGON (((-97.687794224916 30.601762574412, -97.687793686107 30.590045897335, -97.70862757231 30.590043876868, -97.708628984012 30.601763270059, -97.687794224916 30.601762574412)))",93,L50
"MULTIPOLYGON (((-97.541957405346 30.672072733252, -97.541957147611 30.660355720737, -97.562790989198 30.660354995976, -97.562791321424 30.672074705635, -97.541957405346 30.672072733252)))",280,T56
"MULTIPOLYGON (((-97.854454719191 30.051001570795, -97.854453826209 30.039282881062, -97.875282959874 30.039283558579, -97.875282495215 30.050999423165, -97.854454719191 30.051001570795)))",2303,C3
"MULTIPOLYGON (((-97.97946355865 30.449421002678, -97.979463259041 30.437705007371, -98.000300281548 30.437703142097, -98.000299874664 30.449421828493, -97.97946355865 30.449421002678)))",1135,WW37
"MULTIPOLYGON (((-98.000296324974 30.273647325151, -98.000295147134 30.261928696298, -98.021124192206 30.261929493882, -98.02112473088 30.27364806519, -98.000296324974 30.273647325151)))",1441,WV22
"MULTIPOLYGON (((-97.958625693707 30.367393576755, -97.9586256153 30.355674815216, -97.979461562174 30.355676638918, -97.979461861319 30.367392607616, -97.958625693707 30.367393576755)))",985,WX30
"MULTIPOLYGON (((-97.604449292618 30.133033225808, -97.604449446102 30.121313821032, -97.62528549602 30.121313744027, -97.625285496177 30.133033098425, -97.604449292618 30.133033225808)))",2035,Q10
"MULTIPOLYGON (((-97.416947369 30.390835974628, -97.416947240242 30.379118594667, -97.437783594642 30.37911753886, -97.437783795598 30.390837613621, -97.416947369 30.390835974628)))",1043,Z32
"MULTIPOLYGON (((-98.00028644061 30.191619863629, -98.000286848049 30.179901341602, -98.021122802383 30.179899835888, -98.021123339389 30.191618329199, -98.00028644061 30.191619863629)))",2111,WV15
"MULTIPOLYGON (((-97.896120107624 30.133030088571, -97.896119697461 30.121311386339, -97.916956083055 30.121310578216, -97.916956646604 30.133029235382, -97.896120107624 30.133030088571)))",2050,A10
"MULTIPOLYGON (((-97.375278861056 30.07444244394, -97.375279121669 30.062722507195, -97.3961075498 30.062724105801, -97.39610752553 30.074441239361, -97.375278861056 30.07444244394)))",2453,EB5
"MULTIPOLYGON (((-97.375280178136 30.17990618467, -97.375280354733 30.168188856684, -97.39610865908 30.168187178355, -97.39610855137 30.179907200331, -97.375280178136 30.17990618467)))",2107,EB14
"MULTIPOLYGON (((-98.083624333054 30.168181280419, -98.083624127103 30.156462954887, -98.104461030791 30.15646174332, -98.104461390073 30.168180027295, -98.083624333054 30.168181280419)))",1848,WR13
"MULTIPOLYGON (((-97.958634551641 30.59004237365, -97.958634470922 30.578323595693, -97.979467848905 30.578321734208, -97.9794688777 30.590040482857, -97.958634551641 30.59004237365)))",159,WX49
"MULTIPOLYGON (((-98.000301857966 30.531449994112, -98.000300676266 30.51973127715, -98.021134673415 30.519731154938, -98.021135214818 30.531449815256, -98.000301857966 30.531449994112)))",466,WV44
"MULTIPOLYGON (((-97.729451750266 30.039284006438, -97.729451774494 30.027565052565, -97.750280541254 30.027564136206, -97.750280669505 30.039283041996, -97.729451750266 30.039284006438)))",2333,J2
"MULTIPOLYGON (((-97.72945725378 30.449425719931, -97.729457277423 30.437706393362, -97.750293702126 30.437706589787, -97.750293832543 30.449425868273, -97.72945725378 30.449425719931)))",1154,J37
"MULTIPOLYGON (((-97.500282984154 30.097876560414, -97.500282243204 30.086159660056, -97.521111194885 30.086160053097, -97.52111129678 30.097876883604, -97.500282984154 30.097876560414)))",1968,V7
"MULTIPOLYGON (((-97.604452941131 30.402552597457, -97.604452225146 30.390835702158, -97.62528943427 30.390834415221, -97.625289433877 30.402553992062, -97.604452941131 30.402552597457)))",909,Q33
"MULTIPOLYGON (((-97.521113493592 30.367400554759, -97.521113471278 30.355680719382, -97.541949741245 30.35568210925, -97.541950789734 30.367399161183, -97.521113493592 30.367400554759)))",1284,U30
"MULTIPOLYGON (((-98.041960497219 30.23849278311, -98.041960597847 30.226774299233, -98.062789054516 30.226773950341, -98.06278910738 30.238492391957, -98.041960497219 30.23849278311)))",1658,WT19
"MULTIPOLYGON (((-97.479448940496 30.33224459129, -97.479447559933 30.320527383105, -97.500285193958 30.320527488184, -97.500285143852 30.332244608415, -97.479448940496 30.33224459129)))",1389,W27
"MULTIPOLYGON (((-97.875294225715 30.320521099822, -97.875293897139 30.308804918957, -97.896123304866 30.308803846189, -97.896122924116 30.320522715497, -97.875294225715 30.320521099822)))",1168,B26
"MULTIPOLYGON (((-97.812794734911 30.425986857233, -97.812794864694 30.414270490464, -97.833623553542 30.414268110716, -97.83362350487 30.42598717988, -97.812794734911 30.425986857233)))",851,E35
"MULTIPOLYGON (((-97.312782392552 30.660358298179, -97.312782236514 30.648640649861, -97.33361629197 30.648638586998, -97.333616515186 30.660358928061, -97.312782392552 30.660358298179)))",294,EE55
"MULTIPOLYGON (((-98.041960363209 30.261927033358, -98.041960397606 30.250211277656, -98.06278915922 30.250210844206, -98.062790003812 30.261929320665, -98.041960363209 30.261927033358)))",1485,WT21
"MULTIPOLYGON (((-97.437782880078 30.273653667777, -97.437782597018 30.261936412413, -97.458610999065 30.261935113552, -97.458611434628 30.273652316279, -97.437782880078 30.273653667777)))",1768,Y22
"MULTIPOLYGON (((-98.041971549809 30.648632194437, -98.041970854717 30.636913614834, -98.06280466708 30.636911783055, -98.062804721048 30.648630306222, -98.041971549809 30.648632194437)))",400,WT54
"MULTIPOLYGON (((-98.12530470607 30.601758318631, -98.125304984792 30.590039912703, -98.146138655843 30.590038508024, -98.146138530711 30.601756873248, -98.12530470607 30.601758318631)))",136,WP50
"MULTIPOLYGON (((-98.041958045484 30.06271684687, -98.041958146235 30.050998581377, -98.06278669045 30.050998908482, -98.062786742925 30.062717131717, -98.041958045484 30.06271684687)))",2334,WT4
"MULTIPOLYGON (((-97.625288563835 30.37911757471, -97.625288564334 30.367398006942, -97.646117386308 30.36739876805, -97.64611840814 30.3791155536, -97.625288563835 30.37911757471)))",937,P31
"MULTIPOLYGON (((-97.583617033183 30.437709657317, -97.583616548877 30.42598995243, -97.604453504907 30.425989130937, -97.604453350404 30.437708768094, -97.583617033183 30.437709657317)))",1148,R36
"MULTIPOLYGON (((-97.479447539709 30.285370394605, -97.479447742351 30.273653253505, -97.500283969078 30.273653551929, -97.500283919884 30.285370640342, -97.479447539709 30.285370394605)))",1721,W23
"MULTIPOLYGON (((-97.333606049382 30.133034868485, -97.333606618065 30.121314738871, -97.354442385538 30.121314749043, -97.354442761292 30.133034841733, -97.333606049382 30.133034868485)))",2013,ED10
"MULTIPOLYGON (((-97.896121054546 30.20333982179, -97.896120645004 30.191621036617, -97.916957159775 30.191619943418, -97.91695772283 30.203338683527, -97.896121054546 30.20333982179)))",1597,A16
"MULTIPOLYGON (((-97.812798601352 30.636917341921, -97.812798804016 30.625198250426, -97.833632561489 30.625197827531, -97.833632512775 30.636916872517, -97.812798601352 30.636917341921)))",416,E53
"MULTIPOLYGON (((-97.854464395057 30.531452863612, -97.85446429021 30.519733832844, -97.875298109468 30.51973260171, -97.875298369106 30.531451586711, -97.854464395057 30.531452863612)))",452,C44
"MULTIPOLYGON (((-97.771118693722 30.215058153584, -97.771119129659 30.203341827151, -97.791955577254 30.203339019798, -97.791955221009 30.215058047826, -97.771118693722 30.215058153584)))",1605,G17
"MULTIPOLYGON (((-97.60444888615 30.097877790467, -97.60444903963 30.086158433768, -97.625285419629 30.086158524768, -97.625285419775 30.09787783109, -97.60444888615 30.097877790467)))",1974,Q7
"MULTIPOLYGON (((-97.979462559923 30.402548790383, -97.979461533904 30.390830043788, -98.000297874715 30.390831101612, -98.000299054467 30.402549804588, -97.979462559923 30.402548790383)))",1042,WW33
"MULTIPOLYGON (((-97.854458082639 30.308805234073, -97.85445797777 30.297086266209, -97.875294431653 30.297086012088, -97.875293897139 30.308804918957, -97.854458082639 30.308805234073)))",1197,C25
"MULTIPOLYGON (((-98.166963284351 30.191619599969, -98.166963258188 30.179901425217, -98.187791453844 30.179900167413, -98.187791632246 30.191618302182, -98.166963284351 30.191619599969)))",2121,WM15
"MULTIPOLYGON (((-97.854465470766 30.554888185405, -97.854464571756 30.543169143885, -97.875297834823 30.543170554937, -97.875298957729 30.554886802504, -97.854465470766 30.554888185405)))",723,C46
"MULTIPOLYGON (((-98.146127912605 30.250211404827, -98.146128039625 30.238493131592, -98.166964182673 30.23849243356, -98.166964210006 30.250210666468, -98.146127912605 30.250211404827)))",1688,WN20
"MULTIPOLYGON (((-97.541956273677 30.613482109136, -97.541956809609 30.601765083849, -97.56279067645 30.601764634068, -97.562790294132 30.613481607881, -97.541956273677 30.613482109136)))",49,T51
"MULTIPOLYGON (((-98.14614016145 30.672066991921, -98.146140286451 30.660348662126, -98.166973959318 30.660349123315, -98.166973987982 30.672067413668, -98.14614016145 30.672066991921)))",362,WN56
"MULTIPOLYGON (((-97.646127484278 30.648637402042, -97.646126534229 30.636917881638, -97.666961188236 30.636916916187, -97.666961497719 30.648636370331, -97.646127484278 30.648637402042)))",373,N54
"MULTIPOLYGON (((-98.021135214818 30.531449815256, -98.021134673415 30.519731154938, -98.041968604365 30.51973040361, -98.04196850546 30.531449007001, -98.021135214818 30.531449815256)))",468,WU44
"MULTIPOLYGON (((-97.646114078123 30.051002904865, -97.646113925404 30.039283719497, -97.666950252349 30.039285484936, -97.666950634319 30.051001871911, -97.646114078123 30.051002904865)))",2339,N3
"MULTIPOLYGON (((-97.45861022103 30.168186940589, -97.458609786093 30.156469842501, -97.479446221299 30.156468597648, -97.479446728377 30.168188391221, -97.45861022103 30.168186940589)))",1798,X13
"MULTIPOLYGON (((-97.791963194837 30.519733765832, -97.79196268396 30.50801732761, -97.812796637463 30.508015282085, -97.812796435818 30.519734406628, -97.791963194837 30.519733765832)))",493,F43
"MULTIPOLYGON (((-97.791965129619 30.648633585418, -97.791964618859 30.636917186235, -97.812798601352 30.636917341921, -97.812798471733 30.64863367854, -97.791965129619 30.648633585418)))",380,F54
"MULTIPOLYGON (((-97.625286517366 30.203341294165, -97.625286440037 30.191624605563, -97.646115423243 30.191623418297, -97.646115576391 30.203342805644, -97.625286517366 30.203341294165)))",1581,P16
"MULTIPOLYGON (((-97.729451724997 30.051002979244, -97.729451750266 30.039284006438, -97.750280669505 30.039283041996, -97.750280796752 30.051001966719, -97.729451724997 30.051002979244)))",2298,J3
"MULTIPOLYGON (((-97.479446424875 30.144751584461, -97.479446708508 30.133031837155, -97.500282674285 30.133032803382, -97.500282544438 30.144752498017, -97.479446424875 30.144751584461)))",1989,W11
"MULTIPOLYGON (((-97.72945722784 30.425989818004, -97.729457251481 30.414270496591, -97.750293368771 30.414270789194, -97.750293572782 30.425987313655, -97.72945722784 30.425989818004)))",847,J35
"MULTIPOLYGON (((-97.896125149135 30.402549568041, -97.896124737201 30.390830643354, -97.916961417297 30.39083148868, -97.916961190249 30.402550353372, -97.896125149135 30.402549568041)))",1037,A33
"MULTIPOLYGON (((-97.708628984012 30.601763270059, -97.70862757231 30.590043876868, -97.729462102477 30.590043994562, -97.729462079391 30.601763306873, -97.708628984012 30.601763270059)))",86,K50
"MULTIPOLYGON (((-97.458620021613 30.590046091535, -97.458619583558 30.578328812647, -97.47945434053 30.578328244362, -97.479454056535 30.590048201143, -97.458620021613 30.590046091535)))",128,X49
"MULTIPOLYGON (((-97.583613973372 30.261933946237, -97.583614280816 30.250214352056, -97.604450514645 30.250214326499, -97.604451152719 30.261933886802, -97.583613973372 30.261933946237)))",1453,R21
"MULTIPOLYGON (((-98.146137696322 30.531446604172, -98.146137821467 30.519728222078, -98.166971240687 30.51972919481, -98.166971268971 30.53144753656, -98.146137696322 30.531446604172)))",478,WN44
"MULTIPOLYGON (((-97.85446674115 30.672069987712, -97.854466634813 30.660351008325, -97.875299845061 30.660351930963, -97.875300105297 30.672070864562, -97.85446674115 30.672069987712)))",293,C56
"MULTIPOLYGON (((-97.416945487637 30.261934126818, -97.416945358246 30.250216826326, -97.437781604981 30.250216399271, -97.437782597018 30.261936412413, -97.416945487637 30.261934126818)))",1502,Z21
"MULTIPOLYGON (((-97.396117449786 30.496301901304, -97.396119059774 30.484584482362, -97.416948156793 30.484583373807, -97.416950667409 30.496300828843, -97.396117449786 30.496301901304)))",692,EA41
"MULTIPOLYGON (((-98.187790738597 30.133027764124, -98.187790620375 30.121306950647, -98.208627419633 30.121308158482, -98.208627752034 30.133026183294, -98.187790738597 30.133027764124)))",1896,WL10
"MULTIPOLYGON (((-97.68779031547 30.320523882137, -97.687789779757 30.308807243407, -97.708618402134 30.308806363758, -97.708619015431 30.320525702376, -97.68779031547 30.320523882137)))",1430,L26
"MULTIPOLYGON (((-97.479453645831 30.531456597558, -97.479453135982 30.519736610307, -97.50028696081 30.519738426921, -97.500286911866 30.531455595145, -97.479453645831 30.531456597558)))",797,W44
"MULTIPOLYGON (((-97.43778132321 30.238499162862, -97.437781914188 30.226779206317, -97.458610567152 30.226780835374, -97.458610211094 30.238497989858, -97.43778132321 30.238499162862)))",1624,Y19
"MULTIPOLYGON (((-97.458619148542 30.519736912991, -97.458618710916 30.508019620173, -97.479453338426 30.5080193883, -97.479453135982 30.519736610307, -97.458619148542 30.519736912991)))",469,X43
"MULTIPOLYGON (((-98.021123623521 30.215055338883, -98.021123877564 30.203336835135, -98.041960006755 30.203337352112, -98.041959906078 30.215055813221, -98.021123623521 30.215055338883)))",1610,WU17
"MULTIPOLYGON (((-97.312781700091 30.601767248023, -97.312781544235 30.590049572158, -97.333615624043 30.59004780698, -97.333615933786 30.601765427012, -97.312781700091 30.601767248023)))",105,EE50
"MULTIPOLYGON (((-97.500284531718 30.308807608945, -97.500283788951 30.297090486129, -97.521113115353 30.297089884768, -97.521113218752 30.308806937753, -97.500284531718 30.308807608945)))",1181,V25
"MULTIPOLYGON (((-98.000287616533 30.203338427111, -98.00028644061 30.191619863629, -98.021123339389 30.191618329199, -98.021123877564 30.203336835135, -98.000287616533 30.203338427111)))",2070,WV16
"MULTIPOLYGON (((-97.791959630319 30.44942412597, -97.791958399637 30.437704926864, -97.812794532161 30.437705975709, -97.812795916809 30.449425127687, -97.791959630319 30.44942412597)))",1155,F37
"MULTIPOLYGON (((-97.812790573935 30.133030155703, -97.812782871427 30.121311113887, -97.833618818099 30.121310115905, -97.833619558559 30.133028970919, -97.812790573935 30.133030155703)))",2043,E10
"MULTIPOLYGON (((-97.500287140561 30.496301338978, -97.500287270307 30.484581420215, -97.521122933721 30.484582816554, -97.521120657909 30.496299882143, -97.500287140561 30.496301338978)))",654,V41
"MULTIPOLYGON (((-98.06280466708 30.636911783055, -98.062804547192 30.625196002902, -98.083638140629 30.625193588127, -98.083638349312 30.636912075395, -98.06280466708 30.636911783055)))",431,WS53
"MULTIPOLYGON (((-97.708616565259 30.144750546653, -97.708616742935 30.133031391325, -97.729453282401 30.133030813288, -97.729453257297 30.144749920151, -97.708616565259 30.144750546653)))",2002,K11
"MULTIPOLYGON (((-97.937800230149 30.578324815462, -97.937800304267 30.566605989763, -97.958634391265 30.566604814207, -97.958634470922 30.578323595693, -97.937800230149 30.578324815462)))",192,WY48
"MULTIPOLYGON (((-97.375282383685 30.461147012274, -97.375282560517 30.449429505004, -97.396118420312 30.449429354069, -97.396118397284 30.461146806717, -97.375282383685 30.461147012274)))",617,EB38
"MULTIPOLYGON (((-97.6461170025 30.343962497609, -97.6461176422 30.332243013743, -97.666953851438 30.332243455469, -97.666953441667 30.343960140995, -97.6461170025 30.343962497609)))",1334,N28
"MULTIPOLYGON (((-97.291947458711 30.54317699797, -97.291946749818 30.531456483248, -97.312780853854 30.531458393527, -97.312781009528 30.543176084677, -97.291947458711 30.54317699797)))",722,EF45
"MULTIPOLYGON (((-98.125290642235 30.191617256533, -98.12529013046 30.179898987075, -98.146126360234 30.179899146216, -98.146127025259 30.191617374841, -98.125290642235 30.191617256533)))",2119,WP15
"MULTIPOLYGON (((-97.396108158502 30.109595509713, -97.396107392455 30.097878307011, -97.416944097662 30.097879279371, -97.41694422669 30.109596409667, -97.396108158502 30.109595509713)))",1929,EA8
"MULTIPOLYGON (((-97.458609782329 30.179906783124, -97.45861022103 30.168186940589, -97.479446728377 30.168188391221, -97.479446525828 30.17990543208, -97.458609782329 30.179906783124)))",2113,X14
"MULTIPOLYGON (((-97.646114229843 30.062722108678, -97.646114078123 30.051002904865, -97.666950634319 30.051001871911, -97.666950149578 30.062721009593, -97.646114229843 30.062722108678)))",2216,N4
"MULTIPOLYGON (((-97.500282854391 30.109596208435, -97.500282984154 30.097876560414, -97.52111129678 30.097876883604, -97.521111319797 30.109596479314, -97.500282854391 30.109596208435)))",1940,V8
"MULTIPOLYGON (((-97.291943735126 30.402555694176, -97.291942941021 30.390837941336, -97.312780042813 30.390837889951, -97.312780198155 30.402555567805, -97.291943735126 30.402555694176)))",996,EF33
"MULTIPOLYGON (((-98.021123025488 30.133026042193, -98.021123278354 30.121307633505, -98.04195912558 30.121308462594, -98.041959025916 30.133026828644, -98.021123025488 30.133026042193)))",2058,WU10
"MULTIPOLYGON (((-98.041965103499 30.449424204721, -98.041965203778 30.437705603966, -98.062800375469 30.437704562259, -98.062801222036 30.449423134765, -98.041965103499 30.449424204721)))",1139,WT37
"MULTIPOLYGON (((-97.916956260171 30.156463815576, -97.916956418534 30.144747892648, -97.937785134469 30.144746203318, -97.937785059854 30.156464830586, -97.916956260171 30.156463815576)))",1985,WZ12
"MULTIPOLYGON (((-97.791955657088 30.226777103208, -97.791955221009 30.215058047826, -97.81279167579 30.215057301328, -97.812791474141 30.226776294136, -97.791955657088 30.226777103208)))",1681,F18
"MULTIPOLYGON (((-97.812796897288 30.543169918582, -97.812797026961 30.531453545628, -97.833630421208 30.531450761886, -97.833630373318 30.543169837237, -97.812796897288 30.543169918582)))",779,E45
"MULTIPOLYGON (((-97.583616803924 30.449426598799, -97.583617033183 30.437709657317, -97.604453350404 30.437708768094, -97.604453274751 30.449425658824, -97.583616803924 30.449426598799)))",1152,R37
"MULTIPOLYGON (((-97.833621454351 30.297085882518, -97.833621504252 30.285366876734, -97.854457082106 30.285367291256, -97.85445797777 30.297086266209, -97.833621454351 30.297085882518)))",1250,D24
"MULTIPOLYGON (((-97.77112914573 30.554890159206, -97.771128862154 30.54317092951, -97.791962555413 30.543169355965, -97.791962992844 30.554888538301, -97.77112914573 30.554890159206)))",718,G46
"MULTIPOLYGON (((-97.541956888896 30.648638701219, -97.541956710028 30.636918926475, -97.562790243718 30.636918304907, -97.562791371617 30.64863804518, -97.541956888896 30.648638701219)))",350,T54
"MULTIPOLYGON (((-97.896125179242 30.425987413254, -97.896124767203 30.414268481452, -97.916960962106 30.414269221847, -97.91696159689 30.425985359623, -97.896125179242 30.425987413254)))",858,A35
"MULTIPOLYGON (((-97.583616038121 30.379116697459, -97.583616267309 30.367399777317, -97.604452454383 30.367399209819, -97.604452378672 30.379116079208, -97.583616038121 30.379116697459)))",935,R31
"MULTIPOLYGON (((-97.896134059992 30.625198320215, -97.896133646008 30.61347940706, -97.916967691312 30.61347929147, -97.916967533571 30.625195395673, -97.896134059992 30.625198320215)))",28,A52
"MULTIPOLYGON (((-97.666951858279 30.179905180311, -97.666951551487 30.168185868323, -97.687787909408 30.168186412283, -97.687787578918 30.179905658631, -97.666951858279 30.179905180311)))",2126,M14
"MULTIPOLYGON (((-97.416945229926 30.238499536018, -97.416945183599 30.226779507696, -97.437781914188 30.226779206317, -97.43778132321 30.238499162862, -97.416945229926 30.238499536018)))",1623,Z19
"MULTIPOLYGON (((-97.437780040326 30.062722981251, -97.437780548135 30.051005991713, -97.458609365711 30.051005727996, -97.458609010146 30.062722664125, -97.437780040326 30.062722981251)))",2182,Y4
"MULTIPOLYGON (((-97.750289343116 30.168186795193, -97.750289213635 30.156467707758, -97.77111792987 30.156468337635, -97.771118284886 30.168184628511, -97.750289343116 30.168186795193)))",1826,H13
"MULTIPOLYGON (((-97.750297358975 30.648634258461, -97.750296360325 30.636917748212, -97.771131357629 30.636916421214, -97.771130846951 30.648635600812, -97.750297358975 30.648634258461)))",378,H54
"MULTIPOLYGON (((-97.875294999689 30.355677930572, -97.875294741981 30.343958980582, -97.896123815448 30.343957756464, -97.896124226028 30.355676661028, -97.875294999689 30.355677930572)))",1309,B29
"MULTIPOLYGON (((-97.791953966337 30.121311609323, -97.791953531981 30.109592676209, -97.812782283488 30.109592227751, -97.812782871427 30.121311113887, -97.791953966337 30.121311609323)))",1904,F9
"MULTIPOLYGON (((-98.166971268971 30.53144753656, -98.166971240687 30.51972919481, -98.187804598344 30.519729538684, -98.187805573967 30.53144785371, -98.166971268971 30.53144753656)))",480,WM44
"MULTIPOLYGON (((-97.750294499893 30.496297497971, -97.750294296658 30.484580963942, -97.77112332853 30.484580178226, -97.771128445875 30.49629675951, -97.750294499893 30.496297497971)))",668,H41
"MULTIPOLYGON (((-97.291942314505 30.297090748667, -97.291942313206 30.285373070854, -97.312778821605 30.285373543987, -97.312778976624 30.297091165605, -97.291942314505 30.297090748667)))",1196,EF24
"MULTIPOLYGON (((-97.625289589937 30.449426835028, -97.625289589268 30.437707245894, -97.646118535742 30.437707690129, -97.646119482846 30.44942724585, -97.625289589937 30.449426835028)))",1119,P37
"MULTIPOLYGON (((-98.166971296221 30.543165876707, -98.166971268971 30.53144753656, -98.187805573967 30.53144785371, -98.187804960725 30.543166140617, -98.166971296221 30.543165876707)))",500,WM45
"MULTIPOLYGON (((-97.500284964946 30.355681617358, -97.500285094773 30.343961735406, -97.521113367795 30.343963638468, -97.521113471278 30.355680719382, -97.500284964946 30.355681617358)))",1267,V29
"MULTIPOLYGON (((-98.000286486237 30.144745827172, -98.000286892438 30.133027360434, -98.021123025488 30.133026042193, -98.021122771545 30.144744465008, -98.000286486237 30.144745827172)))",1910,WV11
"MULTIPOLYGON (((-98.021125905477 30.332238272094, -98.021126158506 30.320519674044, -98.041962238125 30.320519734626, -98.041962138643 30.332238290036, -98.021125905477 30.332238272094)))",1410,WU27
"MULTIPOLYGON (((-97.812796637463 30.508015282085, -97.81279683906 30.496296156937, -97.833630494487 30.496296278117, -97.833630446645 30.508015355854, -97.812796637463 30.508015282085)))",688,E42
"MULTIPOLYGON (((-97.812792062875 30.238495313637, -97.812791474141 30.226776294136, -97.833620816803 30.226777470302, -97.833620839038 30.238493678851, -97.812792062875 30.238495313637)))",1643,E19
"MULTIPOLYGON (((-97.708626722053 30.531452487619, -97.708626825301 30.519735858857, -97.729460433471 30.51973626751, -97.729461277361 30.531452863904, -97.708626722053 30.531452487619)))",806,K44
"MULTIPOLYGON (((-97.291947386142 30.648639320302, -97.291947384204 30.636921609298, -97.312782166846 30.636920246463, -97.312782236514 30.648640649861, -97.291947386142 30.648639320302)))",323,EF54
"MULTIPOLYGON (((-97.437782344181 30.320525492611, -97.437782854094 30.308808220463, -97.458610993176 30.308809439408, -97.458611428952 30.320526675933, -97.437782344181 30.320525492611)))",1409,Y26
"MULTIPOLYGON (((-97.896133646008 30.61347940706, -97.896133232127 30.601760488886, -97.916967918056 30.601760433291, -97.916967691312 30.61347929147, -97.896133646008 30.61347940706)))",106,A51
"MULTIPOLYGON (((-97.333615266413 30.54317456133, -97.333614957983 30.531456926038, -97.354448890651 30.531457578032, -97.354448558939 30.543175139446, -97.333615266413 30.54317456133)))",731,ED45
"MULTIPOLYGON (((-97.958624518299 30.320521301378, -97.958624439036 30.308802565795, -97.979460631416 30.308801830603, -97.97946086428 30.320520522334, -97.958624518299 30.320521301378)))",1173,WX26
"MULTIPOLYGON (((-97.729462102477 30.590043994562, -97.729461257969 30.578327410999, -97.750296354482 30.578326965897, -97.75029655817 30.590043485276, -97.729462102477 30.590043994562)))",202,J49
"MULTIPOLYGON (((-98.083625155284 30.215054713451, -98.083625740355 30.20333635042, -98.104461675142 30.203334944952, -98.104462034678 30.215053280326, -98.083625155284 30.215054713451)))",1573,WR17
"MULTIPOLYGON (((-98.166966117884 30.390830139883, -98.166966090273 30.379111817312, -98.187794439815 30.37911258963, -98.187802547765 30.390831004792, -98.166966117884 30.390830139883)))",932,WM32
