the_geom,OBJECTID,TILE_NAME
"MULTIPOLYGON (((-98.104466349193 30.484577143618, -98.104466781532 30.47285867921, -98.125302949836 30.472858380447, -98.1253026712 30.484576804691, -98.104466349193 30.484577143618)))",608,WQ40
"MULTIPOLYGON (((-98.021126158506 30.320519674044, -98.021125620435 30.308801068953, -98.041962338624 30.308801186462, -98.041962238125 30.320519734626, -98.021126158506 30.320519674044)))",1177,WU26
"MULTIPOLYGON (((-97.771117775078 30.179903665953, -97.771118284886 30.168184628511, -97.791954198438 30.168184712076, -97.791954633141 30.17990371799, -97.771117775078 30.179903665953)))",2129,G14
"MULTIPOLYGON (((-97.416946583811 30.29708885011, -97.416946454211 30.285371522971, -97.437782370352 30.28537091531, -97.437782570959 30.297090938116, -97.416946583811 30.29708885011)))",1225,Z24
"MULTIPOLYGON (((-98.062801276513 30.461141695103, -98.062801222036 30.449423134765, -98.083630136005 30.449421307451, -98.083630343326 30.461139825871, -98.062801276513 30.461141695103)))",1106,WS38
"MULTIPOLYGON (((-97.791958399637 30.437704926864, -97.791958683828 30.42598851041, -97.812794734911 30.425986857233, -97.812794532161 30.437705975709, -97.791958399637 30.437704926864)))",815,F36
"MULTIPOLYGON (((-97.791955221009 30.215058047826, -97.791955577254 30.203339019798, -97.812791015527 30.203341053467, -97.81279167579 30.215057301328, -97.791955221009 30.215058047826)))",1556,F17
"MULTIPOLYGON (((-97.833621405477 30.30880489653, -97.833621454351 30.297085882518, -97.85445797777 30.297086266209, -97.854458082639 30.308805234073, -97.833621405477 30.30880489653)))",1218,D25
"MULTIPOLYGON (((-97.458619782642 30.402555876882, -97.458620221131 30.39083586914, -97.479448555824 30.390836062283, -97.479449144759 30.40255328592, -97.458619782642 30.402555876882)))",1013,X33
"MULTIPOLYGON (((-97.541947614018 30.062720972642, -97.541946569228 30.051004229312, -97.562783591768 30.0510036784, -97.562783922015 30.062723101586, -97.541947614018 30.062720972642)))",2193,T4
"MULTIPOLYGON (((-97.791956325671 30.285369757123, -97.791956680999 30.273650666632, -97.812791528514 30.27364963853, -97.812792910436 30.285368713297, -97.791956325671 30.285369757123)))",1737,F23
"MULTIPOLYGON (((-97.812798804016 30.625198250426, -97.812797416479 30.613479122252, -97.833631814592 30.613478761569, -97.833632561489 30.625197827531, -97.812798804016 30.625198250426)))",21,E52
"MULTIPOLYGON (((-98.166960717751 30.050996936273, -98.166960690907 30.03927895086, -98.187789432102 30.039278213006, -98.187789549038 30.050998907438, -98.166960717751 30.050996936273)))",2323,WM3
"MULTIPOLYGON (((-97.541950356091 30.34396234881, -97.541950099064 30.332245326109, -97.562786061388 30.332243434416, -97.56278639291 30.343963154263, -97.541950356091 30.34396234881)))",1377,T28
"MULTIPOLYGON (((-97.833618204503 30.062718894218, -97.833618253628 30.051000156072, -97.854454719191 30.051001570795, -97.854454823387 30.062720263698, -97.833618204503 30.062718894218)))",2226,D4
"MULTIPOLYGON (((-98.083624476101 30.086153342129, -98.083623480142 30.074435111446, -98.104460101726 30.074434204419, -98.104460460587 30.086152379645, -98.083624476101 30.086153342129)))",2459,WR6
"MULTIPOLYGON (((-97.958621856499 30.179902559946, -97.958621778719 30.168183949255, -97.979457713815 30.168183769659, -97.979458011904 30.179899587543, -97.958621856499 30.179902559946)))",2139,WX14
"MULTIPOLYGON (((-98.00030305007 30.61347806848, -98.000302661723 30.601759386433, -98.021136939995 30.601758948143, -98.021136687553 30.613477572774, -98.00030305007 30.61347806848)))",74,WV51
"MULTIPOLYGON (((-98.08362344973 30.027562438015, -98.083623245228 30.015844313571, -98.10445989123 30.015843627968, -98.104459459019 30.027561697085, -98.08362344973 30.027562438015)))",2277,WR1
"MULTIPOLYGON (((-97.729453257297 30.144749920151, -97.729453282401 30.133030813288, -97.750288955808 30.133029575617, -97.750289084187 30.144748634397, -97.729453257297 30.144749920151)))",2003,J11
"MULTIPOLYGON (((-97.979459171544 30.238492608429, -97.979458940126 30.226773981006, -98.000287660392 30.226772797696, -98.000288044355 30.238491381628, -97.979459171544 30.238492608429)))",1697,WW19
"MULTIPOLYGON (((-97.416944879787 30.191624988824, -97.416944750566 30.179907756625, -97.437781657828 30.179907688719, -97.437781149482 30.191624849128, -97.416944879787 30.191624988824)))",2069,Z15
"MULTIPOLYGON (((-98.041958245925 30.039280334329, -98.041958346628 30.027562106253, -98.062786586577 30.027562517912, -98.062786639026 30.03928070373, -98.041958245925 30.039280334329)))",2370,WT2
"MULTIPOLYGON (((-97.333607544157 30.226780044421, -97.33360723665 30.215062538135, -97.354443442315 30.215062086423, -97.354443903345 30.226779537236, -97.333607544157 30.226780044421)))",1647,ED18
"MULTIPOLYGON (((-98.062790003812 30.261929320665, -98.06278915922 30.250210844206, -98.083625771967 30.250209912021, -98.083625978321 30.261928332533, -98.062790003812 30.261929320665)))",1486,WS21
"MULTIPOLYGON (((-97.875293587341 30.261932045994, -97.87529332902 30.250213159677, -97.896121973613 30.250212313923, -97.896122384606 30.261931154814, -97.875293587341 30.261932045994)))",1470,B21
"MULTIPOLYGON (((-97.625292598895 30.64863779219, -97.625292597848 30.636918238373, -97.646126534229 30.636917881638, -97.646127484278 30.648637402042, -97.625292598895 30.64863779219)))",372,P54
"MULTIPOLYGON (((-98.104464701258 30.355676793401, -98.104463548488 30.343958336982, -98.125300407037 30.343958532193, -98.125300919898 30.355676933628, -98.104464701258 30.355676793401)))",1326,WQ29
"MULTIPOLYGON (((-97.666953160511 30.308807323314, -97.666953646111 30.29708791066, -97.687790110414 30.297087879898, -97.687789779757 30.308807243407, -97.666953160511 30.308807323314)))",1190,M25
"MULTIPOLYGON (((-97.916956646604 30.133029235382, -97.916956083055 30.121310578216, -97.937785284684 30.121308992968, -97.937785210104 30.133027590629, -97.916956646604 30.133029235382)))",2051,WZ10
"MULTIPOLYGON (((-97.291942941021 30.390837941336, -97.291942940681 30.379120211603, -97.312779888549 30.379120216413, -97.312780042813 30.390837889951, -97.291942941021 30.390837941336)))",1034,EF32
"MULTIPOLYGON (((-97.375282560517 30.449429505004, -97.375282028648 30.437709232661, -97.396118527111 30.437709154612, -97.396118420312 30.449429354069, -97.375282560517 30.449429505004)))",1095,EB37
"MULTIPOLYGON (((-97.458609792586 30.10959613399, -97.458610149264 30.097879128915, -97.479446607544 30.097878167169, -97.479446405124 30.109595119219, -97.458609792586 30.10959613399)))",1935,X8
"MULTIPOLYGON (((-97.812794476206 30.39083225399, -97.812793813351 30.379115883051, -97.833622837687 30.379113658569, -97.833623580627 30.390832731751, -97.812794476206 30.39083225399)))",1070,E32
"MULTIPOLYGON (((-97.500282494094 30.156469458518, -97.500282544438 30.144752498017, -97.521111547785 30.144749863264, -97.521111569807 30.156469520123, -97.500282494094 30.156469458518)))",1849,V12
"MULTIPOLYGON (((-97.354444676626 30.355683026076, -97.354445093056 30.343962749442, -97.375281237044 30.343963762323, -97.3752810592 30.355681235356, -97.354444676626 30.355683026076)))",982,EC29
"MULTIPOLYGON (((-97.97946402482 30.472858495442, -97.979463792238 30.461139747942, -98.000300262051 30.461140531167, -98.000300648492 30.472859235176, -97.97946402482 30.472858495442)))",593,WW39
"MULTIPOLYGON (((-97.875298942019 30.590043713948, -97.875298682151 30.578324741781, -97.896133130368 30.57832540347, -97.896132819389 30.590041566202, -97.875298942019 30.590043713948)))",152,B49
"MULTIPOLYGON (((-98.041970854717 30.636913614834, -98.041970158752 30.625195029213, -98.062804547192 30.625196002902, -98.06280466708 30.636911783055, -98.041970854717 30.636913614834)))",430,WT53
"MULTIPOLYGON (((-97.37528353213 30.578330397498, -97.375283794558 30.566610150129, -97.396117140918 30.5666121104, -97.39611711667 30.578329554509, -97.37528353213 30.578330397498)))",157,EB48
"MULTIPOLYGON (((-97.458619583558 30.578328812647, -97.458619940759 30.566611547998, -97.47945374988 30.566611015127, -97.47945434053 30.578328244362, -97.458619583558 30.578328812647)))",165,X48
"MULTIPOLYGON (((-97.979456651805 30.074435779396, -97.97945721115 30.062717366926, -98.000285380389 30.06271682108, -98.000285764454 30.074435204623, -97.979456651805 30.074435779396)))",2179,WW5
"MULTIPOLYGON (((-98.000295918294 30.285365934338, -98.000296324974 30.273647325151, -98.02112473088 30.27364806519, -98.021125335533 30.285363896682, -98.000295918294 30.285365934338)))",1749,WV23
"MULTIPOLYGON (((-97.541948798719 30.261935102362, -97.541948622605 30.250215388393, -97.562785013681 30.250216640852, -97.562785423671 30.261933554517, -97.541948798719 30.261935102362)))",1506,T21
"MULTIPOLYGON (((-97.708615292007 30.062722241435, -97.70861546969 30.051003201699, -97.729451724997 30.051002979244, -97.729451700758 30.062721970538, -97.708615292007 30.062722241435)))",2219,K4
"MULTIPOLYGON (((-97.708619525988 30.343961635775, -97.708618912479 30.33224228319, -97.729455612923 30.332243581312, -97.729455663297 30.343960120408, -97.708619525988 30.343961635775)))",1336,K28
"MULTIPOLYGON (((-97.958626156906 30.425984703899, -97.958626009633 30.414268669865, -97.979462792211 30.414267526217, -97.979463025597 30.425986265382, -97.958626156906 30.425984703899)))",863,WX35
"MULTIPOLYGON (((-97.5836130654 30.097877121852, -97.583612582254 30.086157697426, -97.60444903963 30.086158433768, -97.60444888615 30.097877790467, -97.5836130654 30.097877121852)))",2382,R7
"MULTIPOLYGON (((-97.729451700984 30.097876301522, -97.729451725229 30.086157257761, -97.750288366088 30.086156244613, -97.750289285678 30.097875256251, -97.729451700984 30.097876301522)))",2385,J7
"MULTIPOLYGON (((-97.291947466336 30.601765693695, -97.291947464393 30.590047961634, -97.312781544235 30.590049572158, -97.312781700091 30.601767248023, -97.291947466336 30.601765693695)))",64,EF50
"MULTIPOLYGON (((-97.354450175497 30.648638647738, -97.354449711661 30.636921104235, -97.375284945409 30.636920631695, -97.375284768532 30.64863810181, -97.354450175497 30.648638647738)))",329,EC54
"MULTIPOLYGON (((-97.562784506686 30.156468047061, -97.562784097259 30.14475124243, -97.583612781475 30.144749431368, -97.583613264941 30.15646893348, -97.562784506686 30.156468047061)))",1856,S12
"MULTIPOLYGON (((-97.562784045519 30.168187597333, -97.562784506686 30.156468047061, -97.583613264941 30.15646893348, -97.583613748524 30.168188449665, -97.562784045519 30.168187597333)))",1815,S13
"MULTIPOLYGON (((-97.833618253628 30.051000156072, -97.833617513956 30.039281420066, -97.854453826209 30.039282881062, -97.854454719191 30.051001570795, -97.833618253628 30.051000156072)))",2342,D3
"MULTIPOLYGON (((-98.083630549657 30.472858345627, -98.083630343326 30.461139825871, -98.104466421486 30.46114020101, -98.104466781532 30.47285867921, -98.083630549657 30.472858345627)))",618,WR39
"MULTIPOLYGON (((-98.021122107956 30.06271853899, -98.02112157182 30.051000216569, -98.041958146235 30.050998581377, -98.041958045484 30.06271684687, -98.021122107956 30.06271853899)))",2239,WU4
"MULTIPOLYGON (((-97.604452454383 30.367399209819, -97.604452608885 30.355679596943, -97.625288486617 30.355681193213, -97.625288564334 30.367398006942, -97.604452454383 30.367399209819)))",968,Q30
"MULTIPOLYGON (((-97.833620690162 30.273650613078, -97.833620740145 30.261931625172, -97.854456803152 30.261932147446, -97.854456977385 30.273648340295, -97.833620690162 30.273650613078)))",1792,D22
"MULTIPOLYGON (((-97.87529312291 30.273648177857, -97.875293587341 30.261932045994, -97.896122384606 30.261931154814, -97.896122002888 30.2736499903, -97.87529312291 30.273648177857)))",1499,B22
"MULTIPOLYGON (((-97.521110131567 30.027567901862, -97.521110109754 30.015848432022, -97.541946751266 30.015848683664, -97.541946926716 30.027568101554, -97.521110131567 30.027567901862)))",2257,U1
"MULTIPOLYGON (((-97.29194746155 30.566612485916, -97.291947459609 30.554894743214, -97.312781164198 30.554893773727, -97.312781319949 30.566611460234, -97.29194746155 30.566612485916)))",180,EF47
"MULTIPOLYGON (((-98.166964156386 30.22677421132, -98.166963337736 30.215055986816, -98.187791990221 30.215054609062, -98.187792961224 30.226772793454, -98.166964156386 30.22677421132)))",1547,WM18
"MULTIPOLYGON (((-98.187793721604 30.332239512016, -98.187793542681 30.320521258244, -98.208629843845 30.320518990949, -98.208630176196 30.332237205098, -98.187793721604 30.332239512016)))",1424,WL27
"MULTIPOLYGON (((-98.104461104179 30.13302523186, -98.104460746102 30.121306991581, -98.125289157685 30.121307873303, -98.125289667991 30.13302607239, -98.104461104179 30.13302523186)))",2063,WQ10
"MULTIPOLYGON (((-97.500285912468 30.449427130584, -97.500285961496 30.437709964975, -97.521122676233 30.437708856881, -97.52112270073 30.449428718896, -97.500285912468 30.449427130584)))",1109,V37
"MULTIPOLYGON (((-97.833618845239 30.097875232679, -97.833618105136 30.086156425738, -97.854455101268 30.086154954067, -97.85445520555 30.097873699435, -97.833618845239 30.097875232679)))",2391,D7
"MULTIPOLYGON (((-97.604451560725 30.297089841289, -97.604450922367 30.285370253431, -97.62528753946 30.285369437074, -97.625287539873 30.297088957691, -97.604451560725 30.297089841289)))",1754,Q24
"MULTIPOLYGON (((-97.812797416479 30.613479122252, -97.812797547223 30.601762769128, -97.833631791959 30.601762454966, -97.833631814592 30.613478761569, -97.812797416479 30.613479122252)))",63,E51
"MULTIPOLYGON (((-98.104470237717 30.531448351006, -98.104469875986 30.519729873368, -98.125303483499 30.519729355885, -98.12530399872 30.531447792328, -98.104470237717 30.531448351006)))",475,WQ44
"MULTIPOLYGON (((-97.791962555413 30.543169355965, -97.791962838363 30.531452936128, -97.812797026961 30.531453545628, -97.812796897288 30.543169918582, -97.791962555413 30.543169355965)))",778,F45
"MULTIPOLYGON (((-97.916957495767 30.215057420841, -97.91695772283 30.203338683527, -97.937786341545 30.203339505056, -97.937793456887 30.215055582071, -97.916957495767 30.215057420841)))",1563,WZ17
"MULTIPOLYGON (((-97.854457082106 30.285367291256, -97.854456977385 30.273648340295, -97.87529312291 30.273648177857, -97.87529338127 30.285367083031, -97.854457082106 30.285367291256)))",1740,C23
"MULTIPOLYGON (((-98.041958636245 30.086153445493, -98.041957945747 30.074435130358, -98.062786794375 30.07443537291, -98.062786846876 30.086153631609, -98.041958636245 30.086153445493)))",2458,WT6
"MULTIPOLYGON (((-98.104460387074 30.109588766819, -98.104460819535 30.097870571871, -98.125288926754 30.097871536752, -98.125289436928 30.109589703378, -98.104460387074 30.109588766819)))",2380,WQ8
"MULTIPOLYGON (((-97.416952026179 30.648637847108, -97.416951896496 30.636920485899, -97.437786794377 30.636920885344, -97.437787077999 30.648638192654, -97.416952026179 30.648637847108)))",336,Z54
"MULTIPOLYGON (((-97.479453239831 30.554891034107, -97.479453442334 30.543173816859, -97.500286861869 30.543172761759, -97.500288320033 30.554892710048, -97.479453239831 30.554891034107)))",763,W46
"MULTIPOLYGON (((-97.937796591077 30.367394042991, -97.937796665485 30.355675237238, -97.9586256153 30.355674815216, -97.958625693707 30.367393576755, -97.937796591077 30.367394042991)))",1274,WY30
"MULTIPOLYGON (((-97.854460519293 30.461141359964, -97.854460343241 30.449425078877, -97.875297209072 30.449424198963, -97.875296745228 30.461140419063, -97.854460519293 30.461141359964)))",1150,C38
"MULTIPOLYGON (((-97.666961497719 30.648636370331, -97.666961188236 30.636916916187, -97.687794895135 30.636918057805, -97.687794562865 30.648637446286, -97.666961497719 30.648636370331)))",374,M54
"MULTIPOLYGON (((-97.541947790697 30.074440465394, -97.541947614018 30.062720972642, -97.562783922015 30.062723101586, -97.562784330033 30.074439794042, -97.541947790697 30.074440465394)))",2461,T5
"MULTIPOLYGON (((-97.979459868218 30.273648552687, -97.979458843902 30.261929880214, -98.000295147134 30.261928696298, -98.000296324974 30.273647325151, -97.979459868218 30.273648552687)))",1440,WW22
"MULTIPOLYGON (((-97.396108684269 30.156469918595, -97.396108708416 30.144752672879, -97.41694532063 30.144750661339, -97.41694536693 30.156470601413, -97.396108684269 30.156469918595)))",1838,EA12
"MULTIPOLYGON (((-97.562788236847 30.425990328593, -97.562787032939 30.414273306915, -97.583616778112 30.414273016103, -97.583616548877 30.42598995243, -97.562788236847 30.425990328593)))",840,S35
"MULTIPOLYGON (((-97.666953749256 30.355679598079, -97.666953441667 30.343960140995, -97.687789728312 30.343959896939, -97.687790982271 30.355679321074, -97.666953749256 30.355679598079)))",1297,M29
"MULTIPOLYGON (((-97.771120305692 30.308805746446, -97.771120022884 30.297086575991, -97.791956041601 30.29708610741, -97.791956478154 30.308805230505, -97.771120305692 30.308805746446)))",1217,G25
"MULTIPOLYGON (((-98.187792706699 30.261927358447, -98.187792528033 30.250209155378, -98.208629431578 30.250209901152, -98.208628971912 30.261928051472, -98.187792706699 30.261927358447)))",1508,WL21
"MULTIPOLYGON (((-97.687792267822 30.461143130876, -97.687791730043 30.449426437701, -97.708620600938 30.449424938987, -97.708620423163 30.461144315844, -97.687792267822 30.461143130876)))",1082,L38
"MULTIPOLYGON (((-97.708620267304 30.414269554085, -97.708619578416 30.402552920188, -97.729457276157 30.402551178512, -97.729457251481 30.414270496591, -97.708620267304 30.414269554085)))",887,K34
"MULTIPOLYGON (((-98.125302201115 30.437703087609, -98.125301686617 30.425984656116, -98.146130832737 30.42598378103, -98.14613070686 30.437702158173, -98.125302201115 30.437703087609)))",989,WP36
"MULTIPOLYGON (((-97.437783594642 30.37911753886, -97.437783311208 30.367400217555, -97.45861229664 30.367398420281, -97.458612650898 30.379118436735, -97.437783594642 30.37911753886)))",905,Y31
"MULTIPOLYGON (((-97.687786912535 30.086157527772, -97.687787242789 30.074438403766, -97.708615977941 30.074438566573, -97.708615800278 30.086157641775, -97.687786912535 30.086157527772)))",2441,L6
"MULTIPOLYGON (((-97.458621011746 30.437710476916, -97.458620657294 30.425990441473, -97.479449450798 30.425990475227, -97.479449958658 30.437710457506, -97.458621011746 30.437710476916)))",1138,X36
"MULTIPOLYGON (((-98.146139868719 30.625193616633, -98.146139199112 30.613475247441, -98.166973052216 30.613475883649, -98.166973080753 30.625194198982, -98.146139868719 30.625193616633)))",48,WN52
"MULTIPOLYGON (((-97.916967305683 30.636914243305, -97.916967533571 30.625195395673, -97.937801593393 30.625197358549, -97.937801588903 30.636913412658, -97.916967305683 30.636914243305)))",14,WZ53
"MULTIPOLYGON (((-97.62528840892 30.320525290984, -97.625287616385 30.308805737711, -97.646117258473 30.308806782264, -97.646117412036 30.320526268789, -97.62528840892 30.320525290984)))",1427,P26
"MULTIPOLYGON (((-97.375283177412 30.55489263004, -97.375283354315 30.543175125661, -97.396117271184 30.543174464801, -97.396117247998 30.554891914558, -97.375283177412 30.55489263004)))",247,EB46
"MULTIPOLYGON (((-97.396118504919 30.636919497079, -97.396118527968 30.625202075586, -97.416951765803 30.625203118667, -97.416951896496 30.636920485899, -97.396118504919 30.636919497079)))",394,EA53
"MULTIPOLYGON (((-98.146128485329 30.343957942568, -98.146128611358 30.332239601714, -98.166965189689 30.332238566384, -98.166965217175 30.343956866894, -98.146128485329 30.343957942568)))",1360,WN28
"MULTIPOLYGON (((-97.833632512775 30.636916872517, -97.833632561489 30.625197827531, -97.854466247204 30.625196779199, -97.85446635241 30.636915778038, -97.833632512775 30.636916872517)))",417,D53
"MULTIPOLYGON (((-97.562784557272 30.133031720768, -97.562784148977 30.121314945762, -97.583612528235 30.121313237045, -97.583613011551 30.133032709548, -97.562784557272 30.133031720768)))",2033,S10
"MULTIPOLYGON (((-97.33361598203 30.636920988022, -97.333616466732 30.625203401581, -97.35445004251 30.625203573138, -97.354449711661 30.636921104235, -97.33361598203 30.636920988022)))",387,ED53
"MULTIPOLYGON (((-97.39611742559 30.508019356402, -97.396117449786 30.496301901304, -97.416950667409 30.496300828843, -97.416950713503 30.508020978348, -97.39611742559 30.508019356402)))",522,EA42
"MULTIPOLYGON (((-97.95863408253 30.531451202316, -97.958633208115 30.519732396852, -97.979467406425 30.519730783856, -97.979467640633 30.531449530795, -97.95863408253 30.531451202316)))",508,WX44
"MULTIPOLYGON (((-97.791953504908 30.0275661808, -97.79195228035 30.015847373826, -97.812781393314 30.015847332141, -97.812781190826 30.027566060841, -97.791953504908 30.0275661808)))",2263,F1
"MULTIPOLYGON (((-97.583613011551 30.133032709548, -97.583612528235 30.121313237045, -97.604449446102 30.121313821032, -97.604449292618 30.133033225808, -97.583613011551 30.133032709548)))",2034,R10
"MULTIPOLYGON (((-97.812796435818 30.519734406628, -97.812796637463 30.508015282085, -97.833630446645 30.508015355854, -97.833630398769 30.519734433887, -97.812796435818 30.519734406628)))",509,E43
"MULTIPOLYGON (((-97.521121940333 30.578327938965, -97.521121835571 30.566610832354, -97.541955320904 30.566611165074, -97.541955579204 30.57832821972, -97.521121940333 30.578327938965)))",184,U48
"MULTIPOLYGON (((-98.083627594255 30.308802120284, -98.08362659561 30.297083650113, -98.104462902263 30.297084647588, -98.104463262302 30.308803062302, -98.083627594255 30.308802120284)))",1233,WR25
"MULTIPOLYGON (((-97.396107790457 30.027567317805, -97.396107814685 30.015850259072, -97.416943529747 30.015848862643, -97.416943574726 30.027568615669, -97.396107790457 30.027567317805)))",2366,EA1
"MULTIPOLYGON (((-97.812782030197 30.074438447451, -97.812782233716 30.062719643937, -97.833618204503 30.062718894218, -97.833618154306 30.074437651223, -97.812782030197 30.074438447451)))",2165,E5
"MULTIPOLYGON (((-97.437782854094 30.308808220463, -97.437782570959 30.297090938116, -97.45861143127 30.297089479682, -97.458610993176 30.308809439408, -97.437782854094 30.308808220463)))",1176,Y25
"MULTIPOLYGON (((-98.00028574148 30.097872009252, -98.000285357323 30.08615359122, -98.021121601143 30.086155208719, -98.021122204237 30.097870834672, -98.00028574148 30.097872009252)))",2405,WV7
"MULTIPOLYGON (((-97.437781657828 30.179907688719, -97.437781458618 30.168187774897, -97.45861022103 30.168186940589, -97.458609782329 30.179906783124, -97.437781657828 30.179907688719)))",2112,Y14
"MULTIPOLYGON (((-97.583614255977 30.215061113866, -97.583613772096 30.203341546278, -97.604450184101 30.203341740844, -97.604450029542 30.215061240681, -97.583614255977 30.215061113866)))",1602,R17
"MULTIPOLYGON (((-97.666955927056 30.484580121357, -97.666955542704 30.472863376658, -97.687791935831 30.47286255787, -97.687793191742 30.484582018443, -97.666955927056 30.484580121357)))",543,M40
"MULTIPOLYGON (((-97.396109053605 30.238499269142, -97.396109161317 30.226779186574, -97.416945183599 30.226779507696, -97.416945229926 30.238499536018, -97.396109053605 30.238499269142)))",1683,EA19
"MULTIPOLYGON (((-97.396110298328 30.320526410142, -97.39610953135 30.308808994697, -97.416946630345 30.308808935008, -97.416945966858 30.320526260927, -97.396110298328 30.320526410142)))",1405,EA26
"MULTIPOLYGON (((-97.854456977385 30.273648340295, -97.854456803152 30.261932147446, -97.875293587341 30.261932045994, -97.87529312291 30.273648177857, -97.854456977385 30.273648340295)))",1793,C22
"MULTIPOLYGON (((-97.708616792475 30.191621827251, -97.708616896579 30.179905365442, -97.729453258101 30.179904577378, -97.729454025095 30.191623755662, -97.708616792475 30.191621827251)))",2093,K15
"MULTIPOLYGON (((-97.916958801705 30.273648566979, -97.916958237066 30.26192976148, -97.937794743443 30.26193049399, -97.937794669909 30.273649239985, -97.916958801705 30.273648566979)))",1796,WZ22
"MULTIPOLYGON (((-97.458620813795 30.660357873395, -97.458620457494 30.648637877407, -97.47945526254 30.648639721409, -97.479455060067 30.660356897002, -97.458620813795 30.660357873395)))",304,X55
"MULTIPOLYGON (((-97.625287539873 30.297088957691, -97.62528753946 30.285369437074, -97.646116084147 30.285370565069, -97.646116314065 30.297087286876, -97.625287539873 30.297088957691)))",1243,P24
"MULTIPOLYGON (((-98.125288185044 30.062717148801, -98.125288465276 30.050999063893, -98.146124653882 30.050996948674, -98.14612452669 30.062714992875, -98.125288185044 30.062717148801)))",2243,WP4
"MULTIPOLYGON (((-97.521113242062 30.320526747174, -97.521113218752 30.308806937753, -97.541949665749 30.308808552697, -97.54194992266 30.320525561434, -97.521113242062 30.320526747174)))",1418,U26
"MULTIPOLYGON (((-98.125300938727 30.390829394215, -98.125301217307 30.379110990596, -98.146129690329 30.379113027663, -98.146129564371 30.390831390578, -98.125300938727 30.390829394215)))",929,WP32
"MULTIPOLYGON (((-97.708618912479 30.33224228319, -97.708619015431 30.320525702376, -97.729454844588 30.32052428492, -97.729455612923 30.332243581312, -97.708618912479 30.33224228319)))",1371,K27
"MULTIPOLYGON (((-97.354448843176 30.508019683855, -97.354448381226 30.496302100746, -97.375282560984 30.496302307137, -97.375282383027 30.508019816858, -97.354448843176 30.508019683855)))",517,EC42
"MULTIPOLYGON (((-98.166963204844 30.156465115465, -98.166963239271 30.144744232402, -98.187791707582 30.144745856845, -98.187791886987 30.156463950885, -98.166963204844 30.156465115465)))",1993,WM12
"MULTIPOLYGON (((-97.958624439036 30.308802565795, -97.958623568858 30.297083823275, -97.979459607672 30.297083132065, -97.979460631416 30.308801830603, -97.958624439036 30.308802565795)))",1222,WX25
"MULTIPOLYGON (((-97.916959881109 30.34395878193, -97.916959315924 30.332239928661, -97.937795951655 30.332240377625, -97.937795878217 30.343959171389, -97.916959881109 30.34395878193)))",1385,WZ28
"MULTIPOLYGON (((-97.354442340914 30.097877377761, -97.354442670836 30.086160100115, -97.375278683407 30.086159649583, -97.375279212922 30.097879639098, -97.354442340914 30.097877377761)))",1960,EC7
"MULTIPOLYGON (((-97.979468784795 30.6251966444, -97.979469345839 30.613477938444, -98.00030305007 30.61347806848, -98.000302642788 30.625196731074, -97.979468784795 30.6251966444)))",35,WW52
"MULTIPOLYGON (((-97.541948547727 30.203342154552, -97.541949083378 30.191625262242, -97.562784785837 30.191624023705, -97.562785115678 30.203343630382, -97.541948547727 30.203342154552)))",1612,T16
"MULTIPOLYGON (((-98.125290873794 30.215053819114, -98.125290361866 30.203335524935, -98.146126898197 30.203335601637, -98.146126772122 30.215053841468, -98.125290873794 30.215053819114)))",1576,WP17
"MULTIPOLYGON (((-97.479447843937 30.308807468697, -97.479447254697 30.297090293065, -97.500283788951 30.297090486129, -97.500284531718 30.308807608945, -97.479447843937 30.308807468697)))",1211,W25
"MULTIPOLYGON (((-98.062789001664 30.215055519863, -98.062788949864 30.203337101033, -98.083625740355 30.20333635042, -98.083625155284 30.215054713451, -98.062789001664 30.215055519863)))",1611,WS17
"MULTIPOLYGON (((-97.521122068546 30.601764889763, -97.521121964783 30.590047790759, -97.541956631882 30.590045288067, -97.541956809609 30.601765083849, -97.521122068546 30.601764889763)))",80,U50
"MULTIPOLYGON (((-97.937784237268 30.027563531366, -97.937784311889 30.015845091102, -97.958620762077 30.015843423921, -97.958620049837 30.027561805278, -97.937784237268 30.027563531366)))",2270,WY1
"MULTIPOLYGON (((-97.291941231163 30.039288069977, -97.291941316391 30.027567947804, -97.312777606826 30.027569731985, -97.312777761302 30.039287048567, -97.291941231163 30.039288069977)))",2302,EF2
"MULTIPOLYGON (((-97.958622159614 30.215055719719, -97.958622871934 30.203337085866, -97.97945847642 30.203336760049, -97.979458707725 30.215055364704, -97.958622159614 30.215055719719)))",1565,WX17
"MULTIPOLYGON (((-97.958623568858 30.297083823275, -97.958623489731 30.285365103616, -97.979460166899 30.285364470803, -97.979459607672 30.297083132065, -97.958623568858 30.297083823275)))",1711,WX24
"MULTIPOLYGON (((-97.354445183966 30.390838427301, -97.354444807941 30.379118116448, -97.375281413693 30.379118965169, -97.375281235807 30.390836454012, -97.354445183966 30.390838427301)))",1038,EC32
"MULTIPOLYGON (((-97.291943654718 30.46114716021, -97.291943653247 30.449429412049, -97.312779939617 30.449429041347, -97.312780095044 30.461146733312, -97.291943654718 30.46114716021)))",584,EF38
"MULTIPOLYGON (((-97.875298682151 30.578324741781, -97.875299217566 30.566605781275, -97.896132717744 30.566606473202, -97.896133130368 30.57832540347, -97.875298682151 30.578324741781)))",188,B48
"MULTIPOLYGON (((-97.875292228503 30.203340469867, -97.875291970507 30.191621639247, -97.896120645004 30.191621036617, -97.896121054546 30.20333982179, -97.875292228503 30.203340469867)))",1595,B16
