PRE DIR,PRE TYPE,STREET NAME,STREET TYPE,STATUS
,,ALATA,CV,ACTIVE
,,ALAZAN,CV,ACTIVE
,,ALBERTA,CV,ACTIVE
,,ALBURY,CV,ACTIVE
,,ALCOTT,CV,ACTIVE
,,ALDER,CV,ACTIVE
,,ALDERWOOD,CV,ACTIVE
,,ALEMAN,CV,ACTIVE
,,ALEXIS,CV,ACTIVE
,,ALEXIS,CV,ACTIVE
,,ALIMONY,CV,ACTIVE
,,ALLISON,CV,ACTIVE
,,ALMIRANTE,CV,ACTIVE
,,ALMOND,CV,ACTIVE
,,ALOE,CV,ACTIVE
,,ALOMAR,CV,ACTIVE
,,ALOMAR,CV,ACTIVE
,,ALONG CREEK,CV,ACTIVE
,,ALTUS,CV,ACTIVE
,,AMALFI,CV,ACTIVE
,,AMANDA,CV,ACTIVE
,,AMASIA,CV,ACTIVE
,,AMBER OAK,CV,ACTIVE
,,AMBER SKYWAY,CV,ACTIVE
,,AMBERWOOD,CV,ACTIVE
,,AMBROSE,CV,ACTIVE
,,AMBUSH,CV,ACTIVE
,,AMELIA,CV,ACTIVE
,,AMERICAN,CV,ACTIVE
,,AMESLEY,CV,ACTIVE
,,AMISTAD,CV,ACTIVE
,,AMWELL,CV,ACTIVE
,,ANACACHO,CV,ACTIVE
,,ANACAPO,CV,ACTIVE
,,ANDES,CV,ACTIVE
,,ANDOVER,CV,ACTIVE
,,ANDREA RIDGE,CV,ACTIVE
,,ANDREA WOODS,CV,ACTIVE
,,ANDREAS,CV,ACTIVE
,,ANDREW,CV,ACTIVE
,,ANDROMEDA,CV,ACTIVE
,,ANEMONE,CV,ACTIVE
,,ANGEL SONG,CV,ACTIVE
,,ANGLETON,CV,ACTIVE
,,ANNAPOLIS,CV,ACTIVE
,,ANTELOPE,CV,ACTIVE
,,APACHE,CV,ACTIVE
,,APACHE CREEK,CV,ACTIVE
,,APLOMADO FALCON,CV,ACTIVE
,,APPENNINI,CV,ACTIVE
,,APPLE CARRIE,CV,ACTIVE
,,AQUALINE,CV,ACTIVE
,,AQUALUX,CV,ACTIVE
,,AQUIFER,CV,ACTIVE
,,ARAX,CV,ACTIVE
,,ARBOLEDA,CV,ACTIVE
,,ARBOR LAKE,CV,ACTIVE
,,ARBOR OAKS,CV,ACTIVE
,,ARBUTUS,CV,ACTIVE
,,ARCANA,CV,ACTIVE
,,ARCHER,CV,ACTIVE
,,ARGONNE FOREST,CV,ACTIVE
,,BALLYBUNION,PL,ACTIVE
,,BILBROOK,PL,ACTIVE
,,BERARDI,PL,ACTIVE
,,BELLEVUE,PL,ACTIVE
,,CANDLESTICK,PL,ACTIVE
,,COOMES,PL,ACTIVE
,,CORABELLA,PL,ACTIVE
,,CORRIDOR,PL,ACTIVE
,,BROWN BARK,PL,ACTIVE
,,BUCKINGHAM,PL,ACTIVE
,,BURFORD,PL,ACTIVE
,,BURNIE BISHOP,PL,ACTIVE
,,BUTTERFLY,PL,ACTIVE
,,BUTTERNUT,PL,ACTIVE
,,CAMPOBASSO,PL,ACTIVE
,,DOWNIE,PL,ACTIVE
,,DELWOOD,PL,ACTIVE
,,DESERT WILLOW,PL,ACTIVE
,,DOVER,PL,ACTIVE
,,DEAN,PL,ACTIVE
,,CUTLER RIDGE,PL,ACTIVE
,,AMBER,PASS,ACTIVE
,,APACHE,PASS,ACTIVE
,,ARAPAHOE,PASS,ACTIVE
,,ARROWHEAD,PASS,ACTIVE
,,ARROWHEAD,PASS,ACTIVE
,,ARROWMOUND,PASS,ACTIVE
,,ASH,PASS,ACTIVE
,,BLACKJACK,PASS,ACTIVE
,,EAGLE,PASS,ACTIVE
,,EBONY HOLLOW,PASS,ACTIVE
,,WYOMING,PASS,ACTIVE
,,ACE,PASS,ACTIVE
,,CRAZYHORSE,PASS,ACTIVE
,,BRINER,PASS,ACTIVE
,,BREEZY,PASS,ACTIVE
,,CEDAR MOUND,PASS,ACTIVE
,,CRATER LAKE,PASS,ACTIVE
,,CHISOS,PASS,ACTIVE
,,CIELO AZUL,PASS,ACTIVE
,,DAVIS MOUNTAIN,PASS,ACTIVE
,,DAN,PASS,ACTIVE
,,DEER,PASS,ACTIVE
,,DOUBLE EAGLE,PASS,ACTIVE
,,DOVER,PASS,ACTIVE
,,DURANGO,PASS,ACTIVE
,,DOUBLE EAGLE,PASS,ACTIVE
,,CIELO AZUL,PASS,ACTIVE
,,BULLWHIP,PASS,ACTIVE
,,BUFFALO,PASS,ACTIVE
,,COPPER,PASS,ACTIVE
,,POPPY,PASS,ACTIVE
,,PLATTE,PASS,ACTIVE
,,PLAIN ROCK,PASS,ACTIVE
,,PAINTER,PASS,ACTIVE
,,SALIDA DEL SOL,PASS,ACTIVE
,,TEMECULA,PASS,ACTIVE
,,TELEGRAPH,PASS,ACTIVE
,,SUNKEN CREEK,PASS,ACTIVE
,,JEWEL,PARK,ACTIVE
,,MEMORIAL,PARK,ACTIVE
,,REGENTS,PARK,ACTIVE
,,MAJESTIC OAKS,PASS,ACTIVE
,,MARTINIQUE,PASS,ACTIVE
,,MAULDING,PASS,ACTIVE
,,COLONEL WINN,LOOP,ACTIVE
,,CORRAN FERRY,LOOP,ACTIVE
,,CREST PARK,LOOP,ACTIVE
,,CHISHOLM PARKWAY,LOOP,ACTIVE
,,CHERRY,LOOP,ACTIVE
,,BRIARCREEK,LOOP,ACTIVE
,,CRANE CREEK,LOOP,ACTIVE
,,JOY,ST,ACTIVE
,,LIPSCOMB,ST,ACTIVE
,,LIPPINCOTT,ST,ACTIVE
,,TERRINA,ST,ACTIVE
,,TOYATH,ST,ACTIVE
,,TRAILWAY,ST,ACTIVE
,,TRAVIS,ST,ACTIVE
,,TREADWELL,ST,ACTIVE
,,TREMONT,ST,ACTIVE
,,TREY,ST,ACTIVE
,,TRINITY,ST,ACTIVE
,,TYLER,ST,ACTIVE
,,UNNAMED,ST,ACTIVE
,,UNNAMED,ST,ACTIVE
,,UPSON,ST,ACTIVE
,,VALDEZ,ST,ACTIVE
,,VALE,ST,ACTIVE
,,VALERIA,ST,ACTIVE
,,VALK,ST,ACTIVE
,,VALLEJO,ST,ACTIVE
,,VANDEVER,ST,ACTIVE
,,VARRELMAN,ST,ACTIVE
,,VASQUEZ,ST,ACTIVE
,,VERNA,ST,ACTIVE
,,VICTOR,ST,ACTIVE
,,VIKING JACK,ST,ACTIVE
,,VILAMOURA,ST,ACTIVE
,,VINE,ST,ACTIVE
,,WACO,ST,ACTIVE
,,WADFORD,ST,ACTIVE
,,WALL,ST,ACTIVE
,,WALLER,ST,ACTIVE
,,WALSH,ST,ACTIVE
,,WALTER,ST,ACTIVE
,,WALWORTH,ST,ACTIVE
,,WARREN,ST,ACTIVE
E,,GIBSON,ST,ACTIVE
E,,HALL,ST,ACTIVE
E,,WHEELER,ST,ACTIVE
E,,WILBARGER,ST,ACTIVE
E,,WILLIS,ST,ACTIVE
E,,BROADE,ST,ACTIVE
E,,BROWNING,ST,ACTIVE
E,,BURTON,ST,ACTIVE
E,,CADDO,ST,ACTIVE
E,,CARRIE MANOR,ST,ACTIVE
E,,CESAR CHAVEZ,ST,ACTIVE
E,,ELIZABETH,ST,ACTIVE
E,,PARK,ST,ACTIVE
E,,PARSONS,ST,ACTIVE
E,,PECAN,ST,ACTIVE
E,,PECAN,ST,ACTIVE
E,,PFLUGER,ST,ACTIVE
E,,PFLUGER,ST,ACTIVE
E,,RECTOR,ST,ACTIVE
E,,SCURRY,ST,ACTIVE
E,,46TH,ST,ACTIVE
E,,48TH,ST,ACTIVE
E,,49TH,ST,ACTIVE
E,,2ND HALF,ST,ACTIVE
E,,16TH,ST,ACTIVE
E,,17TH,ST,ACTIVE
E,,YAGER,LN,ACTIVE
E,,LAKESHORE,DR,ACTIVE
E,,LAKELAND,DR,ACTIVE
E,,HUNTLAND,DR,ACTIVE
E,,OAK,BLVD,ACTIVE
E,,NORTH LOOP,BLVD,ACTIVE
E,,MARTIN LUTHER KING JR,BLVD,ACTIVE
E,,HIGHLAND MALL,BLVD,ACTIVE
E,,WHITESTONE,BLVD,ACTIVE
E,,ANDERSON,AVE,ACTIVE
E,,TEXAS,AVE,ACTIVE
E,,LIBERTY,AVE,ACTIVE
E,,LANE,AVE,ACTIVE
E,,MOCKINGBIRD,LN,ACTIVE
E,,PARMER,LN,ACTIVE
E,,PARMER,LN,ACTIVE
E,,POWELL,LN,ACTIVE
E,,ANDERSON,LN,ACTIVE
E,,YAGER,LN,ACTIVE
E,,BAGDAD,AVE,ACTIVE
E,,MURRAY,AVE,ACTIVE
E,,MAIN,AVE,ACTIVE
E,,SLAUGHTER,LN,ACTIVE
E,,SLAUGHTER,LN,ACTIVE
E,,STASSNEY,LN,ACTIVE
E,,VILLAGE,LN,ACTIVE
E,,BRAKER,LN,ACTIVE
E,,BRAKER,LN,ACTIVE
E,,HOWARD,LN,ACTIVE
E,,KOENIG,LN,ACTIVE
E,,MEADOWMERE,LN,ACTIVE
E,,RUNDBERG,LN,ACTIVE
E,,HOOPES,AVE,ACTIVE
E,,MILAM,AVE,ACTIVE
E,,WALTER,AVE,ACTIVE
E,,AUSTIN,AVE,ACTIVE
E,,LONGSPUR,BLVD,ACTIVE
E,,CANYON,CIR,ACTIVE
E,,RIVIERA,CIR,ACTIVE
E,,RAPID SPRINGS,CV,ACTIVE
E,,CUSTERS CREEK,BND,ACTIVE
E,,30TH,ST,ACTIVE
E,,31ST,ST,ACTIVE
E,,32ND,ST,ACTIVE
E,,32ND HALF,ST,ACTIVE
E,,37TH,ST,ACTIVE
E,,14TH HALF,ST,ACTIVE
E,,35TH,ST,ACTIVE
E,,34TH,ST,ACTIVE
E,,33RD,ST,ACTIVE
E,,GARRETT,RUN,ACTIVE
E,,BOWMAN,RD,ACTIVE
E,,DITTMAR,RD,ACTIVE
E,,SINGLETON BEND,RD,ACTIVE
E,,WINDSOR,RD,ACTIVE
E,,ALPINE,RD,ACTIVE
E,,BOWMAN,RD,ACTIVE
E,,SKYVIEW,RD,ACTIVE
E,,VILLAGE,CT,ACTIVE
E,,SCENIC,CT,ACTIVE
E,FM,1626,RD,ACTIVE
E,SH,71,,ACTIVE
E,SH,71,,ACTIVE
E,SH,71,SVRD,ACTIVE
E,SH,71,SVRD,ACTIVE
E,,LEDGEWAY,,ACTIVE
E,US,290,HWY,ACTIVE
E,US,290,HWY,ACTIVE
E,US,290,HWY,ACTIVE
E,US,290 HWY,SVRD,ACTIVE
E,US,290 HWY,SVRD,ACTIVE
E,,TONKAWA,TRL,ACTIVE
E,,PFLUGERVILLE,LOOP,ACTIVE
E,,MESSICK,LOOP,ACTIVE
E,,MEADOW VALE,,ACTIVE
,,E M FRANKLIN,AVE,ACTIVE
N,FM,620,RD,ACTIVE
N,FM,1626,RD,ACTIVE
N,FM,620,RD,ACTIVE
N,IH,35,SVRD,ACTIVE
N,IH,35,SVRD,ACTIVE
N,IH,35,SVRD,ACTIVE
N,IH,35,SVRD,ACTIVE
N,IH,35,SVRD,ACTIVE
N,FM,620,SVRD,ACTIVE
N,FM,620,SVRD,ACTIVE
N,FM,620,SVRD,ACTIVE
N,FM,620,SVRD,ACTIVE
N,,MADRONE,TRL,ACTIVE
N,,SIOUX,TRL,ACTIVE
,,MOPAC NB TO RESEARCH SB,RAMP,ACTIVE
,,MOPAC NB TO RESEARCH NB,RAMP,ACTIVE
,,N MOPAC NB TO RESEARCH,RAMP,ACTIVE
,,MOPAC NB TO N CAP TX,RAMP,ACTIVE
,,N LAMAR TO IH 35 SVRD SB,RAMP,ACTIVE
,,N LAMAR SB RESEARCH NB,RAMP,ACTIVE
,,N LAMAR SB TO ANDERSON WB,RAMP,ACTIVE
,,N LAMAR NB TO ANDERSON EB,RAMP,ACTIVE
,,SH 45 WB TO N MOPAC SB,RAMP,ACTIVE
,,SANDPIPER TO IH 35 SB,RAMP,ACTIVE
,,S 183 NB TO BEN WHITE EB,RAMP,ACTIVE
,,S MOPAC SVRD SB TO 290 WB,RAMP,ACTIVE
,,S MOPAC SVRD NB TO 290 EB,RAMP,ACTIVE
,,S MOPAC SB TO TAMARRON,RAMP,ACTIVE
,,S MOPAC SB TO SOUTHWEST,RAMP,ACTIVE
,,S MOPAC SB TO CAP TX SB,RAMP,ACTIVE
,,S MOPAC SB TO BEE CAVES,RAMP,ACTIVE
,,S MOPAC SB TO BARTON SKWY,RAMP,ACTIVE
,,S MOPAC SB TO 45 EB,RAMP,ACTIVE
,,S MOPAC SB TO W US 290 WB,RAMP,ACTIVE
,,S MOPAC NB TO SPYGLASS,RAMP,ACTIVE
,,S MOPAC NB TO CAP TX,RAMP,ACTIVE
,,S MOPAC NB TO BARTON SKWY,RAMP,ACTIVE
,,S LAMAR SB TO CAP TX NB,RAMP,ACTIVE
,,S LAMAR NB TO BEN WHIT EB,RAMP,ACTIVE
,,S 35 SB TO RIVERSIDE WB,RAMP,ACTIVE
,,S IH 35 SVRD SB AT LOUIS HENNA,TRN,ACTIVE
,,S IH 35 SVRD SB TO BEN WHITE WB,RAMP,ACTIVE
,,S 35 NB TO RIVERSIDE EB,RAMP,ACTIVE
,,S 35 SB TO WILLIAM CANNON,RAMP,ACTIVE
,,S IH 35 SB TO TURK,RAMP,ACTIVE
,,S IH 35 SB TO STASSNEY,RAMP,ACTIVE
,,S IH 35 SB TO ST EDWARDS,RAMP,ACTIVE
,,S IH 35 SB TO SLAUGHTER,RAMP,ACTIVE
,,S IH 35 SB TO SHELBY,RAMP,ACTIVE
,,S IH 35 SB TO REAGAN,RAMP,ACTIVE
,,S IH 35 SB TO COUNTY LINE,RAMP,ACTIVE
,,S IH 35 SB TO BEN WHITE,RAMP,ACTIVE
,,S IH 35 SB TO 2001,RAMP,ACTIVE
,,S IH 35 SB TO FM 1626 WB,RAMP,ACTIVE
,,S IH 35 SB TO 1327,RAMP,ACTIVE
,,S IH 35 NB TO WOODWARD,RAMP,ACTIVE
,,S IH 35 NB TO WOODLAND,RAMP,ACTIVE
,,TERI RD TO S IH 35 NB,RAMP,ACTIVE
,,S IH 35 NB TO E RIVERSIDE,RAMP,ACTIVE
,,S IH 35 NB TO ONION CREEK,RAMP,ACTIVE
,,THISTLE,CT,ACTIVE
N,SH,130,,ACTIVE
,,SPILLMAN,LOOP,ACTIVE
,,S IH 35 NB TO GOFORTH,RAMP,ACTIVE
,,S IH 35 NB TO FLORES,RAMP,ACTIVE
,,S IH 35 NB TO DELL,RAMP,ACTIVE
,,S 35 NB TO CROWN COLONY,RAMP,ACTIVE
,,S IH 35 NB TO BRANDT,RAMP,ACTIVE
,,S IH 35 NB TO BOGGY CREEK,RAMP,ACTIVE
,,S IH 35 NB TO 221,RAMP,ACTIVE
,,S IH 35 NB TO 1327,RAMP,ACTIVE
,,S CONGRESS TO BEN WHIT WB,RAMP,ACTIVE
,,S CAP TX TO MOPAC SB,RAMP,ACTIVE
,,S CAP TX TO MOPAC NB,RAMP,ACTIVE
,,S CAP TX SB TO LAMAR SB,RAMP,ACTIVE
W,FM,2243,RD,ACTIVE
W,,VILLAGE,CT,ACTIVE
W,,SCENIC,CT,ACTIVE
W,,MILAM,AVE,ACTIVE
W,,HIGHLAND MALL,BLVD,ACTIVE
W,,INDUSTRIAL,BLVD,ACTIVE
W,,LONGSPUR,BLVD,ACTIVE
W,,LOUIS HENNA,BLVD,ACTIVE
W,,MARTIN LUTHER KING JR,BLVD,ACTIVE
W,,NORTH LOOP,BLVD,ACTIVE
W,,OAK,BLVD,ACTIVE
W,,WHITESTONE,BLVD,ACTIVE
W,,PARMER,LN,ACTIVE
W,,PARMER,LN,ACTIVE
W,,PARMER,LN,ACTIVE
W,,PARMER,LN,ACTIVE
W,,POINTER,LN,ACTIVE
W,,POWELL,LN,ACTIVE
W,,ROGERS,LN,ACTIVE
W,,RUNDBERG,LN,ACTIVE
W,,SLAUGHTER,LN,ACTIVE
W,,STASSNEY,LN,ACTIVE
W,,VILLAGE,LN,ACTIVE
W,,WHITESTONE,LN,ACTIVE
W,,YAGER,LN,ACTIVE
W,,ANDERSON,LN,ACTIVE
W,,BRAKER,LN,ACTIVE
W,,BAGDAD,AVE,ACTIVE
W,,BELLVIEW,AVE,ACTIVE
W,,WALTER,AVE,ACTIVE
W,,ANDERSON,AVE,ACTIVE
W,,AUSTIN,AVE,ACTIVE
W,,MURRAY,AVE,ACTIVE
W,,MAIN,AVE,ACTIVE
W,,LANE,AVE,ACTIVE
W,,HOOPES,AVE,ACTIVE
W,,LIBERTY,AVE,ACTIVE
W,,GARRETT,RUN,ACTIVE
W,,DITTMAR,RD,ACTIVE
W,,EVELYN,RD,ACTIVE
W,,SKYVIEW,RD,ACTIVE
,,WAGON ROAD WEST,,ACTIVE
W,,ALPINE,RD,ACTIVE
W,,BOWMAN,RD,ACTIVE
W,,CUSTERS CREEK,BND,ACTIVE
W,,CANYON,CIR,ACTIVE
W,,RIVIERA,CIR,ACTIVE
W,,RIVIERA,CIR,ACTIVE
W,,35TH ST,CTOF,ACTIVE
W,,RAPID SPRINGS,CV,ACTIVE
W,,HOWARD,LN,ACTIVE
W,,HOWARD,LN,ACTIVE
W,,HOWARD,LN,ACTIVE
W,,KOENIG,LN,ACTIVE
W,,DARLEEN,DR,ACTIVE
W,,DORMAN,DR,ACTIVE
W,,OXFORD,DR,ACTIVE
W,,OLYMPIC,DR,ACTIVE
W,,OLYMPIC,DR,ACTIVE
W,,OAK,DR,ACTIVE
W,,MOCKINGBIRD,LN,ACTIVE
W,,MEADOWMERE,LN,ACTIVE
W,,MAGIC MOUNTAIN,LN,ACTIVE
,,CANYON RIDGE,DR,ACTIVE
W,,COLORADO,DR,ACTIVE
W,,COVINGTON,DR,ACTIVE
W,,CRESTLAND,DR,ACTIVE
W,,LOLA,DR,ACTIVE
W,,LAKEVIEW,DR,ACTIVE
W,,LISA,DR,ACTIVE
W,,LAKESHORE,DR,ACTIVE
W,,HIGHLAND,TER,ACTIVE
W,,ANDERSON LN,SVRD,ACTIVE
W,,16TH,ST,ACTIVE
W,,17TH,ST,ACTIVE
W,,18TH,ST,ACTIVE
W,,WONSLEY,DR,ACTIVE
W,,WILLIAM CANNON,DR,ACTIVE
W,,WALNUT,DR,ACTIVE
W,,STARLING,DR,ACTIVE
W,,RIVERSIDE,DR,ACTIVE
W,,PHEASANT,DR,ACTIVE
W,,ANDERSON LN,SVRD,ACTIVE
W,,ELIZABETH,ST,ACTIVE
W,,MARY,ST,ACTIVE
W,,MILTON,ST,ACTIVE
W,,MONROE,ST,ACTIVE
W,,NASH,ST,ACTIVE
W,,14TH,ST,ACTIVE
W,,15TH,ST,ACTIVE
W,,APPLEGATE,DR,ACTIVE
W,,BLACK LOCUST,DR,ACTIVE
W,,EAGLE,DR,ACTIVE
W,,FAWNRIDGE,DR,ACTIVE
W,,FRESCO,DR,ACTIVE
W,,GRADY,DR,ACTIVE
W,,HUNTLAND,DR,ACTIVE
W,,LAKELAND,DR,ACTIVE
W,,NOTON,ST,ACTIVE
W,,47TH,ST,ACTIVE
W,,48TH,ST,ACTIVE
W,,49TH,ST,ACTIVE
W,,49TH HALF,ST,ACTIVE
W,,4TH,ST,ACTIVE
W,,50TH,ST,ACTIVE
W,,51ST,ST,ACTIVE
W,,9TH HALF,ST,ACTIVE
W,,ANNIE,ST,ACTIVE
W,,BOYCE,ST,ACTIVE
,,FISHER HOLLOW,TRL,ACTIVE
,,FIREMANS,TRL,ACTIVE
,,FINCH,TRL,ACTIVE
,,FOREST,TRL,ACTIVE
,,FOREST BLUFF,TRL,ACTIVE
,,FOREST,TRL,ACTIVE
,,FOREST,TRL,ACTIVE
,,FRANCIA,TRL,ACTIVE
,,FROKE CEDAR,TRL,ACTIVE
,,GRANITE,TRL,ACTIVE
,,GRANDRIDGE,TRL,ACTIVE
,,GRACELAND,TRL,ACTIVE
,,GOLDEN FLAX,TRL,ACTIVE
,,GLENWOOD,TRL,ACTIVE
,,GLASS MOUNTAIN,TRL,ACTIVE
,,GLASS MOUNTAIN,TRL,ACTIVE
,,GERONIMO,TRL,ACTIVE
,,GERONIMO,TRL,ACTIVE
,,HARGIS CREEK,TRL,ACTIVE
,,HARE,TRL,ACTIVE
,,HARDWOOD,TRL,ACTIVE
,,FLORADALE,DR,ACTIVE
,,FLINTROCK,DR,ACTIVE
,,FALCON RIDGE,DR,ACTIVE
,,FALCON OAKS,DR,ACTIVE
,,FALCON LEDGE,DR,ACTIVE
,,FALCON HILL,DR,ACTIVE
,,HILLCREST,DR,ACTIVE
,,HILLBROOK,DR,ACTIVE
,,HILLANDALE,DR,ACTIVE
,,HILL,DR,ACTIVE
,,HILL,DR,ACTIVE
,,HIGHVIEW,DR,ACTIVE
,,JAMES HALLER,DR,ACTIVE
,,JAIRED,DR,ACTIVE
,,JADESTONE,DR,ACTIVE
,,JADE,DR,ACTIVE
,,JACQUELINE,DR,ACTIVE
,,JACKSON,DR,ACTIVE
,,JACKAL,DR,ACTIVE
,,JACARANDA,DR,ACTIVE
,,JABORANDI,DR,ACTIVE
,,IWANNA,DR,ACTIVE
,,IVYBRIDGE,DR,ACTIVE
,,IVY,DR,ACTIVE
,,IVY,DR,ACTIVE
,,ISLANDER,DR,ACTIVE
,,ISLAND OAK,DR,ACTIVE
,,ISLAND KNOLL,DR,ACTIVE
,,ISERNIA,DR,ACTIVE
,,ISABELLE,DR,ACTIVE
,,ISAAC PRYOR,DR,ACTIVE
,,IRONDALE,DR,ACTIVE
,,IRMA,DR,ACTIVE
,,IRISH BEND,DR,ACTIVE
,,IRELAND,DR,ACTIVE
,,IONIC,DR,ACTIVE
,,INVESTMENT,DR,ACTIVE
,,INVERNESS,DR,ACTIVE
,,INVERNESS,DR,ACTIVE
,,INTERVAIL,DR,ACTIVE
,,INTERPARKE,DR,ACTIVE
,,INTERLACHEN,DR,ACTIVE
,,INSPIRATION,DR,ACTIVE
,,INSHORE,DR,ACTIVE
,,INRIDGE,DR,ACTIVE
,,INNISBROOK,DR,ACTIVE
,,INNER CAMPUS,DR,ACTIVE
,,INGRIDS IRIS,DR,ACTIVE
,,INGRID,DR,ACTIVE
,,INGRAM,DR,ACTIVE
,,INDUSTRIAL WAY,DR,ACTIVE
,,INDIO,DR,ACTIVE
,,INDINA HILLS,DR,ACTIVE
,,INDINA HILLS,DR,ACTIVE
,,INDIGO WATERS,DR,ACTIVE
,,INDIGO BRUSH,DR,ACTIVE
,,INDIANHEAD,DR,ACTIVE
,,INDIANA DUNES,DR,ACTIVE
,,INDIAN WELLS,DR,ACTIVE
,,INDIAN RUN,DR,ACTIVE
,,INDIAN RIDGE,DR,ACTIVE
,,INDIAN POINT,DR,ACTIVE
,,INDIAN MOUND,DR,ACTIVE
,,INDIAN MEADOWS,DR,ACTIVE
,,INDIAN CHIEF,DR,ACTIVE
,,INDIAN CANYON,DR,ACTIVE
,,INDIAN BLANKET,DR,ACTIVE
,,INDIAN BEND,DR,ACTIVE
,,IMPERIAL JADE,DR,ACTIVE
,,IMPERIAL,DR,ACTIVE
,,IMOGENE,DR,ACTIVE
,,IDLEWILDE RUN,DR,ACTIVE
,,IDALIA,DR,ACTIVE
,,EMERALD FALLS,DR,ACTIVE
,,EMBLEM,DR,ACTIVE
,,EMBERWOOD,DR,ACTIVE
,,EMBER GLEN,DR,ACTIVE
,,EMBASSY,DR,ACTIVE
,,ELOHI,DR,ACTIVE
,,HORSESHOE,DR,ACTIVE
,,HORSE WAGON,DR,ACTIVE
,,HORNET,DR,ACTIVE
,,HORNE,DR,ACTIVE
,,HORACE,DR,ACTIVE
,,HOPKINS,DR,ACTIVE
,,HOPELAND,DR,ACTIVE
,,HOOKBILLED KITE,DR,ACTIVE
,,HONEYSUCKLE,DR,ACTIVE
,,HONEYCOMB,DR,ACTIVE
,,HONEY BLOSSOM,DR,ACTIVE
,,HOMEDALE,DR,ACTIVE
,,HOLT,DR,ACTIVE
,,HOLSTEN HILLS,DR,ACTIVE
,,HOLSTEIN,DR,ACTIVE
,,HOLLY SPRINGS,DR,ACTIVE
,,HOLLY HILL,DR,ACTIVE
,,HOLLY HILL,DR,ACTIVE
,,HOLLOW RIDGE,DR,ACTIVE
,,HOLLOW CREEK,DR,ACTIVE
,,HOLLISTER,DR,ACTIVE
,,HOLDEN,DR,ACTIVE
,,HOFFMAN,DR,ACTIVE
,,HOFFMAN,DR,ACTIVE
,,HIRIDGE HOLLOW,DR,ACTIVE
,,HILTON HEAD,DR,ACTIVE
,,HILLTOP,DR,ACTIVE
,,HILLTOP,DR,ACTIVE
,,HILLSTON,DR,ACTIVE
,,HILLSIDE TERRACE,DR,ACTIVE
,,HILLSIDE OAKS,DR,ACTIVE
,,HILLSIDE HOLLOW,DR,ACTIVE
,,HILLSIDE,DR,ACTIVE
,,HILLSIDE,DR,ACTIVE
,,HILLROCK,DR,ACTIVE
,,HYTOP,DR,ACTIVE
,,HYSIDE,DR,ACTIVE
,,HYRIDGE,DR,ACTIVE
,,HYMILL,DR,ACTIVE
,,HIGHTOWER,DR,ACTIVE
,,HIGHPOINT,DR,ACTIVE
,,HIGHLANDS,DR,ACTIVE
,,HIGHLANDALE,DR,ACTIVE
,,HIGHLAND VIEW,DR,ACTIVE
,,HIGHLAND LAKE,DR,ACTIVE
,,HIGHLAND HILLS,DR,ACTIVE
,,HIGHLAND ESTATES,DR,ACTIVE
,,JOLLY HOLLOW,DR,ACTIVE
,,JOJOBA,DR,ACTIVE
,,JOHNS LIGHT,DR,ACTIVE
,,JOCKEY BLUFF,DR,ACTIVE
,,JINGLE,DR,ACTIVE
,,JIMMY CLAY,DR,ACTIVE
,,JILBUR,DR,ACTIVE
,,JFK,DR,ACTIVE
,,JESTER WILD,DR,ACTIVE
,,JESTER,DR,ACTIVE
,,JESSE OWENS,DR,ACTIVE
,,JESSE JAMES,DR,ACTIVE
,,JESS,DR,ACTIVE
,,JERUSALEM,DR,ACTIVE
,,JERSEY,DR,ACTIVE
,,JENNYS JUMP,DR,ACTIVE
,,JENNINGS,DR,ACTIVE
,,JEFFREY,DR,ACTIVE
,,JEAN,DR,ACTIVE
,,JAVELIN,DR,ACTIVE
,,HILLRISE,DR,ACTIVE
,,HILLMOORE,DR,ACTIVE
,,HILLHAVEN,DR,ACTIVE
,,HILLDALE,DR,ACTIVE
,,HILLCROFT,DR,ACTIVE
,,HILLCREST,DR,ACTIVE
,,ELMSGROVE,DR,ACTIVE
,,ELMONT,DR,ACTIVE
,,ELMHURST,DR,ACTIVE
,,ELMGLEN,DR,ACTIVE
,,ELM,DR,ACTIVE
,,ELM,DR,ACTIVE
,,ELGIN,DR,ACTIVE
,,ELFLAND,DR,ACTIVE
,,ELFCROFT,DR,ACTIVE
,,ELDERBERRY,DR,ACTIVE
,,ELANDER,DR,ACTIVE
,,EKTOM,DR,ACTIVE
,,EGANHILL,DR,ACTIVE
,,EDWARDS MOUNTAIN,DR,ACTIVE
,,EDWARDS,DR,ACTIVE
,,EDWARDS,DR,ACTIVE
,,EDGEWOOD,DR,ACTIVE
,,EDGEWATER,DR,ACTIVE
,,EDGEWATER,DR,ACTIVE
,,MONTROSE,ST,ACTIVE
,,MONTEZUMA,ST,ACTIVE
,,MONTCLAIRE,ST,ACTIVE
,,EAGLE FEATHER,DR,ACTIVE
,,HARWICK,DR,ACTIVE
,,HASKEL,DR,ACTIVE
,,HATTERAS,DR,ACTIVE
,,HAVENWOOD,DR,ACTIVE
,,HICKORY CREEK,DR,ACTIVE
,,HEPPNER,DR,ACTIVE
,,HENSLEY,DR,ACTIVE
,,HENNIG,DR,ACTIVE
,,HENLEY,DR,ACTIVE
,,HENGE,DR,ACTIVE
,,HENDRICKS,DR,ACTIVE
,,HELENIA,DR,ACTIVE
,,HEATHER,DR,ACTIVE
,,NELSON RANCH,RD,ACTIVE
