Item Number,Product Name,CityStore Exclusive,Unit Price,Color,Size,Style,Category Name,Description
15067,Made in NY Foil T-Shirt,Yes,22.00,,XL,,Wear NYC,"A T-shirt with New York style! Foil printed Made in NY logo. Tapered fit.    95% cotton 5% lycra. Black. Women s junior sizes S, M, L and XL.    Each year, thousands of television shows, feature films, commercials, music videos, documentaries, print ad campaigns and theatre projects are made in New York City, the entertainment capital of the world. Developed by the Mayor  Office of Media and Entertainment, the  Made in NY  campaign recognizes and celebrates these productions, which employ some 100,000 New Yorkers and are testament to the endless depth of talent, resources and spectacular locations in the City. The  Made in NY  logo runs in the end credits of productions which do at least 75 percent of their work in New York City."
15067,Made in NY Foil T-Shirt,Yes,22.00,,S,,CityStore Exclusives,"A T-shirt with New York style! Foil printed Made in NY logo. Tapered fit.    95% cotton 5% lycra. Black. Women s junior sizes S, M, L and XL.    Each year, thousands of television shows, feature films, commercials, music videos, documentaries, print ad campaigns and theatre projects are made in New York City, the entertainment capital of the world. Developed by the Mayor  Office of Media and Entertainment, the  Made in NY  campaign recognizes and celebrates these productions, which employ some 100,000 New Yorkers and are testament to the endless depth of talent, resources and spectacular locations in the City. The  Made in NY  logo runs in the end credits of productions which do at least 75 percent of their work in New York City."
15067,Made in NY Foil T-Shirt,Yes,22.00,,S,,Wear NYC,"A T-shirt with New York style! Foil printed Made in NY logo. Tapered fit.    95% cotton 5% lycra. Black. Women s junior sizes S, M, L and XL.    Each year, thousands of television shows, feature films, commercials, music videos, documentaries, print ad campaigns and theatre projects are made in New York City, the entertainment capital of the world. Developed by the Mayor  Office of Media and Entertainment, the  Made in NY  campaign recognizes and celebrates these productions, which employ some 100,000 New Yorkers and are testament to the endless depth of talent, resources and spectacular locations in the City. The  Made in NY  logo runs in the end credits of productions which do at least 75 percent of their work in New York City."
01012,Yankee Stadium Postcard,No,2.00,,,,Stationery,"A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!"
18182,Yankee Stadium Subway Sign,No,40.00,,,,NYC Subway,Cheer for the home team! One in a collection of subway signs. 20 gauge black powder coated steel. Great for indoors or outdoors. Holes drilled in four corners for easy hanging.          11 x 17 inches.
18182,Yankee Stadium Subway Sign,No,40.00,,,,"Posters, Prints and Signs",Cheer for the home team! One in a collection of subway signs. 20 gauge black powder coated steel. Great for indoors or outdoors. Holes drilled in four corners for easy hanging.          11 x 17 inches.
21084,Yankee Stadium Subway Station Magnet,No,5.00,,,,NY Magnets,Cheer for the home team!  One in a collection of subway stop magnets.    2x3 inches.
21084,Yankee Stadium Subway Station Magnet,No,5.00,,,,NYC Subway,Cheer for the home team!  One in a collection of subway stop magnets.    2x3 inches.
21147,Grade A Magnet,Yes,5.00,,,,CityStore Exclusives,Make the Grade! New York City  Health Department gives restaurants practicing excellent food safety a Grade A inspection card. Now you can  rate  the home kitchen with CityStore  exclusive  Grade A  magnet - Perfect as a hostess gift. Made in USA.
21147,Grade A Magnet,Yes,5.00,,,,NY Magnets,Make the Grade! New York City  Health Department gives restaurants practicing excellent food safety a Grade A inspection card. Now you can  rate  the home kitchen with CityStore  exclusive  Grade A  magnet - Perfect as a hostess gift. Made in USA.
15113,Grade A T-Shirt,Yes,19.00,,S,,CityStore Exclusives,"Make the Grade!  Based on the New York City  Health Department restaurant ratings inspection card   our Grade A T-Shirt. 100% cotton.    Available Sizes: S, M, L, XL."
15113,Grade A T-Shirt,Yes,19.00,,S,,Wear NYC,"Make the Grade!  Based on the New York City  Health Department restaurant ratings inspection card   our Grade A T-Shirt. 100% cotton.    Available Sizes: S, M, L, XL."
15113,Grade A T-Shirt,Yes,19.00,,M,,CityStore Exclusives,"Make the Grade!  Based on the New York City  Health Department restaurant ratings inspection card   our Grade A T-Shirt. 100% cotton.    Available Sizes: S, M, L, XL."
15113,Grade A T-Shirt,Yes,19.00,,M,,Wear NYC,"Make the Grade!  Based on the New York City  Health Department restaurant ratings inspection card   our Grade A T-Shirt. 100% cotton.    Available Sizes: S, M, L, XL."
15113,Grade A T-Shirt,Yes,19.00,,L,,CityStore Exclusives,"Make the Grade!  Based on the New York City  Health Department restaurant ratings inspection card   our Grade A T-Shirt. 100% cotton.    Available Sizes: S, M, L, XL."
15113,Grade A T-Shirt,Yes,19.00,,L,,Wear NYC,"Make the Grade!  Based on the New York City  Health Department restaurant ratings inspection card   our Grade A T-Shirt. 100% cotton.    Available Sizes: S, M, L, XL."
15113,Grade A T-Shirt,Yes,19.00,,XL,,CityStore Exclusives,"Make the Grade!  Based on the New York City  Health Department restaurant ratings inspection card   our Grade A T-Shirt. 100% cotton.    Available Sizes: S, M, L, XL."
15113,Grade A T-Shirt,Yes,19.00,,XL,,Wear NYC,"Make the Grade!  Based on the New York City  Health Department restaurant ratings inspection card   our Grade A T-Shirt. 100% cotton.    Available Sizes: S, M, L, XL."
18288,NYC in a Bag Ornament,No,8.00,,,,I Love New York,An all-in-one NYC Ornament! Lady Liberty and iconic buildings all packed into an  I Love NY  bag. 4 inches high.
18288,NYC in a Bag Ornament,No,8.00,,,,Holiday 2020,An all-in-one NYC Ornament! Lady Liberty and iconic buildings all packed into an  I Love NY  bag. 4 inches high.
23066,Grade A Apron,Yes,28.00,,,,CityStore Exclusives,"Make the Grade! New York City  Health Department gives restaurants practicing excellent food safety a Grade A inspection card. Now you can  rate  the home kitchen with CityStore  exclusive  Grade A  apron for everyone who loves to cook - Perfect as a hostess gift. 100% cotton twill with Teflon finish for added stain protection. 1 inch wide neck and waist ties, adjustable neck strap. 22  inches width x 30  inches length."
23066,Grade A Apron,Yes,28.00,,,,Home Accents,"Make the Grade! New York City  Health Department gives restaurants practicing excellent food safety a Grade A inspection card. Now you can  rate  the home kitchen with CityStore  exclusive  Grade A  apron for everyone who loves to cook - Perfect as a hostess gift. 100% cotton twill with Teflon finish for added stain protection. 1 inch wide neck and waist ties, adjustable neck strap. 22  inches width x 30  inches length."
23066,Grade A Apron,Yes,28.00,,,,Wear NYC,"Make the Grade! New York City  Health Department gives restaurants practicing excellent food safety a Grade A inspection card. Now you can  rate  the home kitchen with CityStore  exclusive  Grade A  apron for everyone who loves to cook - Perfect as a hostess gift. 100% cotton twill with Teflon finish for added stain protection. 1 inch wide neck and waist ties, adjustable neck strap. 22  inches width x 30  inches length."
18290,Apple Skyline Ornament,No,8.00,,,,I Love New York,Enjoy the  The Big Apple  New York City skyline on an apple ornament! Great addition to your holiday decorations. 2  inches high.
18290,Apple Skyline Ornament,No,8.00,,,,Holiday 2020,Enjoy the  The Big Apple  New York City skyline on an apple ornament! Great addition to your holiday decorations. 2  inches high.
03150,FDNY Teddy Bear,No,20.00,,,,NYPD . FDNY . DSNY,Soft FDNY Teddy Bear is fully equipped with FDNY uniform and hat! 12  inches high.    Part of our Official N.Y.C. licensed collection.
03150,FDNY Teddy Bear,No,20.00,,,,NYC Kids,Soft FDNY Teddy Bear is fully equipped with FDNY uniform and hat! 12  inches high.    Part of our Official N.Y.C. licensed collection.
03149,NYPD Teddy Bear,No,20.00,,,,NYPD . FDNY . DSNY,"Soft and cuddly NYPD Teddy Bear donning the NYPD uniform and hat, ready for duty! 12  inches high. Part of our Official N.Y.C. licensed collection."
03149,NYPD Teddy Bear,No,20.00,,,,NYC Kids,"Soft and cuddly NYPD Teddy Bear donning the NYPD uniform and hat, ready for duty! 12  inches high. Part of our Official N.Y.C. licensed collection."
10127,1968 Building Code of the City of New York with 2 Updates,No,100.00,,,,Rules & Regulations,"New Edition! Update Sets Included    Local Law No. 76 Effective December 6, 1968. Includes all amendments to October 1, 2003. With Update Set #1 that includes amendments through October 2004 & Update Set #2 that includes amendments through July 1, 2008.    Comes with instructions on how to add, discard, and replace pages to update the Building Code to July 1. 2008.       Note: Update Set #1 must be inserted before inserting Update Set #2"
05146,NYPD lapel pin,No,4.00,,,,NYPD . FDNY . DSNY,Support the NYPD on your lapel or tie with this enamel lapel pin of the NYPD shield. Part of our Official N.Y.C. licensed collection.
03168,New York City Subway L Train,No,17.00,,,,NYC Kids,"Collect all the lines!    Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 5 inches long. Safe, Sturdy and fun! Ages 3+."
03168,New York City Subway L Train,No,17.00,,,,NYC Subway,"Collect all the lines!    Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 5 inches long. Safe, Sturdy and fun! Ages 3+."
03169,New York City Subway N Train,No,17.00,,,,NYC Kids,"Collect all the lines!    Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 5 inches long. Safe, Sturdy and fun! Ages 3+."
03169,New York City Subway N Train,No,17.00,,,,NYC Subway,"Collect all the lines!    Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 5 inches long. Safe, Sturdy and fun! Ages 3+."
04100,Subway Map Umbrella,No,24.00,,,,NYC Subway,Keep dry in style with this neat and sturdy subway map umbrella. Opens with a push of a button. A generous 43  inch arc is sure to keep you dry from all sides. Nylon.
04100,Subway Map Umbrella,No,24.00,,,,Accessories,Keep dry in style with this neat and sturdy subway map umbrella. Opens with a push of a button. A generous 43  inch arc is sure to keep you dry from all sides. Nylon.
02190,3 NYC Mini Notebooks Set,No,12.00,,,,Stationery,"These mini notebooks are perfect for jotting down notes, writing a journal, keeping expenses and everything else - a true travel companion. A lined, graph, and blank notebook complete the set. 5   x 4  inches each."
02190,3 NYC Mini Notebooks Set,No,12.00,,,,I Love New York,"These mini notebooks are perfect for jotting down notes, writing a journal, keeping expenses and everything else - a true travel companion. A lined, graph, and blank notebook complete the set. 5   x 4  inches each."
02190,3 NYC Mini Notebooks Set,No,12.00,,,,Work Space,"These mini notebooks are perfect for jotting down notes, writing a journal, keeping expenses and everything else - a true travel companion. A lined, graph, and blank notebook complete the set. 5   x 4  inches each."
02190,3 NYC Mini Notebooks Set,No,12.00,,,,25 for under $25,"These mini notebooks are perfect for jotting down notes, writing a journal, keeping expenses and everything else - a true travel companion. A lined, graph, and blank notebook complete the set. 5   x 4  inches each."
09507,The Encyclopedia of New York City  Second Edition,No,65.00,,,,History,"This New Edition of The Encyclopedia of New York City features more than 5,000 substantially revised entries, including 800 new entries, that help complete the story of New York.    So much has changed since the volume first appeared in 1995: the World Trade Center no longer dominates the skyline, a billionaire businessman has become the first three-term mayor in 70 years, Chelsea Piers, the High Line, and DUMBO are now familiar terms, Williamsburg, the South Bronx, and the Lower East Side have been transformed from once-dismal areas into hot spots. To reflect such innovation and change, this authoritative and entertaining one-volume resource on the city has been completely revised and expanded.    Edited by Kenneth T. Jackson. 11 x 8  inches. 1584 pages. Hard Cover."
10129,Housing New York City 2008 CD,Yes,35.00,,,,Surveys & Reports,"    The New York City Housing and Vacancy Survey (HVS) is the most comprehensive and reliable housing market survey conducted in any city in the United States. Housing New York City 2008 provides not only a critical snapshot of New York City  housing market in 2008, but also, with data from HVS surveys since 1965, valuable insights into trends and changes in the City  housing market over the last four decades. This comprehensive Report analyzes the City  residential population and households, race/ethnicity, household composition and types, immigration, incomes and the labor market, education, homeownership, vacancies and vacancy rates, rent levels, affordability, housing and neighborhood conditions, crowding and doubling-up, including trends for the City and the 5 boroughs. Maps show local concentrations of population and housing characteristics by census tract. Detailed data is provided for each of 55 areas similar to Community Districts in 30 sub-borough tables.    The CD, in PDF, includes instant links to every chapter, section, table, figure, map and detailed technical document on content and procedures of the HVS. Includes 337 tables, 88 figures and 31 maps. Comes with a color wall map of the City showing Community Districts, Sub-Borough Areas and census tracts.    Useful to policy analysts, planners, scholars and researchers, real estate analysts, developers, service providers in private and non-profit organizations, government agencies and community groups."
04087,Lace Garter,No,20.00,,,,Married in New York,A lovely wedding garter for your special day. Blue with white accents. Stretches to fit. Makes a memorable treasure of having something blue!
21148,Set of 24 New York Magnets,No,20.00,,,,NY Magnets,Twenty-four nostalgic and bold New York City magnets reproduced from posters and vintage postcards will look lovely anywhere. These magnets capture the pulse of the Big Apple and the beloved charm and character of everyone  favorite city. Magnet size is 2   x 2  inches. Tin size is 5   x 5  inches.
21149,Grade Pending Magnet,Yes,5.00,,,,CityStore Exclusives,Make the Grade. Not everyone is perfect   introducing the  Grade Pending  Magnet to go along with our  Grade A  Magnet! Based on New York City  Health Department restaurant ratings inspection cards. CityStore Exclusive.Made in USA.
21149,Grade Pending Magnet,Yes,5.00,,,,NY Magnets,Make the Grade. Not everyone is perfect   introducing the  Grade Pending  Magnet to go along with our  Grade A  Magnet! Based on New York City  Health Department restaurant ratings inspection cards. CityStore Exclusive.Made in USA.
03159,New York City Articulated Bus,No,30.00,,,,NYC Kids,New York City Articulated Bus with Authentic Details and equipped with Opening Doors. Made of Durable Plastic. Power Friction.Official MTA licensed product
03159,New York City Articulated Bus,No,30.00,,,,NYC Subway,New York City Articulated Bus with Authentic Details and equipped with Opening Doors. Made of Durable Plastic. Power Friction.Official MTA licensed product
03160,New York City Die Cast Subway Car,No,16.00,,,,NYC Kids,New York City Subway Car with authentic markings. Made of Die Cast Metal. Includes Subway Route Stickers.Official MTA licensed product.
03160,New York City Die Cast Subway Car,No,16.00,,,,NYC Subway,New York City Subway Car with authentic markings. Made of Die Cast Metal. Includes Subway Route Stickers.Official MTA licensed product.
03155,NYPD Helicopter,No,38.00,,,,NYPD . FDNY . DSNY,NYPD Helicopter toy is equipped with 2 sound functions and lights! Authentic Details. Part of our Official N.Y.C. licensed collection.     Scale   1:32. Ages 4+.
03155,NYPD Helicopter,No,38.00,,,,NYC Kids,NYPD Helicopter toy is equipped with 2 sound functions and lights! Authentic Details. Part of our Official N.Y.C. licensed collection.     Scale   1:32. Ages 4+.
03162,NYC Mini Taxi,No,6.00,,,,NYC Kids,Part of our NYC fleet   a replica of the taxi seen on the streets. Collect them all! Die-cast metal   approx. 3inches. Official NYC licensed product. Ages 3+.
03162,NYC Mini Taxi,No,6.00,,,,NYC Taxi,Part of our NYC fleet   a replica of the taxi seen on the streets. Collect them all! Die-cast metal   approx. 3inches. Official NYC licensed product. Ages 3+.
03164,FDNY Mini Ladder Truck,No,6.00,,,,NYPD . FDNY . DSNY,Part of our NYC fleet   a replica of the FDNY ladder truck.  Collect them all.  Die cast metal. Approximately 3 inches.  Part of our Official N.Y.C. licensed collection. Ages 3+.
03164,FDNY Mini Ladder Truck,No,6.00,,,,NYC Kids,Part of our NYC fleet   a replica of the FDNY ladder truck.  Collect them all.  Die cast metal. Approximately 3 inches.  Part of our Official N.Y.C. licensed collection. Ages 3+.
03163,NYPD Mini Car,No,6.00,,,,NYPD . FDNY . DSNY,Part of our NYC fleet   a replica of the patrol cars seen on the street. Collect them all. Die cast metal. Approximately 3 inches. Part of our Official N.Y.C. licensed collection. Ages 3+.
03163,NYPD Mini Car,No,6.00,,,,NYC Kids,Part of our NYC fleet   a replica of the patrol cars seen on the street. Collect them all. Die cast metal. Approximately 3 inches. Part of our Official N.Y.C. licensed collection. Ages 3+.
23068,Grade A Dish Towel,Yes,14.00,,,,CityStore Exclusives,"Rate the home kitchen with the Grade A dish towel. Based on the NYC  Health Department  restaurant rating inspection cards. Woven in a  huck  pattern, this towel is super absorbent. 100% lint-free cotton . Machine washable. Made in New York State."
23068,Grade A Dish Towel,Yes,14.00,,,,Home Accents,"Rate the home kitchen with the Grade A dish towel. Based on the NYC  Health Department  restaurant rating inspection cards. Woven in a  huck  pattern, this towel is super absorbent. 100% lint-free cotton . Machine washable. Made in New York State."
23068,Grade A Dish Towel,Yes,14.00,,,,Reusable,"Rate the home kitchen with the Grade A dish towel. Based on the NYC  Health Department  restaurant rating inspection cards. Woven in a  huck  pattern, this towel is super absorbent. 100% lint-free cotton . Machine washable. Made in New York State."
21154,I Got Married in New York City Magnet,No,6.00,Black,,,NY Magnets,"This lovely magnet will remind you of your special day! Be proud and let everyone know you got married in New York City. Perfect for the fridge, workspace, and more. Available in Black and Red."
21154,I Got Married in New York City Magnet,No,6.00,Black,,,Married in New York,"This lovely magnet will remind you of your special day! Be proud and let everyone know you got married in New York City. Perfect for the fridge, workspace, and more. Available in Black and Red."
21154,I Got Married in New York City Magnet,No,6.00,Red,,,NY Magnets,"This lovely magnet will remind you of your special day! Be proud and let everyone know you got married in New York City. Perfect for the fridge, workspace, and more. Available in Black and Red."
21154,I Got Married in New York City Magnet,No,6.00,Red,,,Married in New York,"This lovely magnet will remind you of your special day! Be proud and let everyone know you got married in New York City. Perfect for the fridge, workspace, and more. Available in Black and Red."
08096,Grade A Baby Onesie!,Yes,18.00,,,,CityStore Exclusives,A real New York gift. Based on the NYC  Health Department  restaurant rating inspection cards. 12mo. 100 % cotton. Made in New York State.
08096,Grade A Baby Onesie!,Yes,18.00,,,,NYC Kids,A real New York gift. Based on the NYC  Health Department  restaurant rating inspection cards. 12mo. 100 % cotton. Made in New York State.
08097,Grade A Baby Bib,Yes,12.00,,,,CityStore Exclusives,A real New York gift. Based on the NYC  Health Department  restaurant rating inspection cards. Velcro closing. 100 % cotton.    
08097,Grade A Baby Bib,Yes,12.00,,,,NYC Kids,A real New York gift. Based on the NYC  Health Department  restaurant rating inspection cards. Velcro closing. 100 % cotton.    
03144,New York City Subway A Train,No,17.00,,,,NYC Kids,"Collect all the lines!    Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 4  inches long. Safe, Sturdy and fun! Ages 3+."
03144,New York City Subway A Train,No,17.00,,,,NYC Subway,"Collect all the lines!    Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 4  inches long. Safe, Sturdy and fun! Ages 3+."
03145,New York City Subway F Train,No,17.00,,,,NYC Kids,"Collect all the lines!    Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars.  Official MTA licensed product.  4  inches long. Safe, Sturdy and fun! Ages 3+."
03145,New York City Subway F Train,No,17.00,,,,NYC Subway,"Collect all the lines!    Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars.  Official MTA licensed product.  4  inches long. Safe, Sturdy and fun! Ages 3+."
04108,Grooms Cap,No,24.00,,,,Married in New York,"What every Groom should have! Wear at the rehearsal dinner, on your way to the honeymoon, or even at the actual wedding! Brushed Twill cap. 100% Cotton.    14 x 14 x 4 inches."
09503,New York   The Big Apple Quote Book,No,13.00,,,,Sports and Trivia,"New York The Big Apple Quote Book  Everyone has an opinion of New York! This compact book is filled with more than 500 comments, compliments and criticisms about the city that never sleeps. A great gift for the New York aficionado!  Edited By Bob Blaisdell. 256 pages. 5   x 5   inches. Soft Cover."
09503,New York   The Big Apple Quote Book,No,13.00,,,,Books Make Great Gifts,"New York The Big Apple Quote Book  Everyone has an opinion of New York! This compact book is filled with more than 500 comments, compliments and criticisms about the city that never sleeps. A great gift for the New York aficionado!  Edited By Bob Blaisdell. 256 pages. 5   x 5   inches. Soft Cover."
04110,Emergency Bowtie,No,12.00,,,,Married in New York,Instantly transform yourself from normal to formal with this Emergency Bowtie! Clip  on 4-1/2  long bowtie . Comes in a fun tin.
04110,Emergency Bowtie,No,12.00,,,,Accessories,Instantly transform yourself from normal to formal with this Emergency Bowtie! Clip  on 4-1/2  long bowtie . Comes in a fun tin.
15117,I Bike Smart T-Shirt,Yes,15.00,,S,,CityStore Exclusives,"Promote bike safety and look fashionable at the same time in this great new T-shirt from DOT. Graphics on the front, on the back   and the sleeve! 100% cotton. Sizes M-L-XL. Exclusively at CityStore.    Download Bike Smart ,The Official Guide to Cycling in New York City"
15117,I Bike Smart T-Shirt,Yes,15.00,,S,,Wear NYC,"Promote bike safety and look fashionable at the same time in this great new T-shirt from DOT. Graphics on the front, on the back   and the sleeve! 100% cotton. Sizes M-L-XL. Exclusively at CityStore.    Download Bike Smart ,The Official Guide to Cycling in New York City"
04109,Witness Cap,Yes,24.00,,,,CityStore Exclusives,Give your witness a memento of his/her special role in your wedding with our exclusive witness cap. Perfect for the actual wedding day. Cotton twill. Adjustable back.
04109,Witness Cap,Yes,24.00,,,,Married in New York,Give your witness a memento of his/her special role in your wedding with our exclusive witness cap. Perfect for the actual wedding day. Cotton twill. Adjustable back.
03146,New York City Subway R Train,No,17.00,,,,NYC Kids,"Collect all the lines!    Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 5 inches long. Safe, Sturdy and fun! Ages 3+."
03146,New York City Subway R Train,No,17.00,,,,NYC Subway,"Collect all the lines!    Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 5 inches long. Safe, Sturdy and fun! Ages 3+."
21157,NYC Magnet,No,5.00,,,,NY Magnets,A cool graphic NYC metal magnet. Dimensions: 4.5 x 1.5 inches.     
09528,Create Your Own Fire Truck Sticker Book,No,2.00,,,,Stationery,"35 reusable stickers that provide hours of amusement. Included are a pump, a hose, a ladder, a light and other equipment.    4 pages. 51/2 x 4 inches. Paper."
09528,Create Your Own Fire Truck Sticker Book,No,2.00,,,,NYC Kids,"35 reusable stickers that provide hours of amusement. Included are a pump, a hose, a ladder, a light and other equipment.    4 pages. 51/2 x 4 inches. Paper."
09528,Create Your Own Fire Truck Sticker Book,No,2.00,,,,City Kids,"35 reusable stickers that provide hours of amusement. Included are a pump, a hose, a ladder, a light and other equipment.    4 pages. 51/2 x 4 inches. Paper."
09529,Lost New York,No,19.00,,,,NYC Guides & Maps,"Lost New York looks at cherished places in the City that time, progress and fashion have swept aside. This collection celebrates old theaters and hotels that have burned or been razed, vanished ferry buildings, removed-from-service trolley cars, classic art deco diners, and the demolition that sparked a strong preservation movement in the city: Pennsylvania Station. The New York landmarks remembered here include Coney Island s  Elephant Colossus,  an elephant-shaped hotel rumored to be a brothel and destroyed by fire in 1896; South Street Seaport; Stanford White s Madison Square Garden; the Vanderbilt, Tiffany, and Astor mansions; Central Park s elevated railway; the first Waldorf Astoria Hotel; the 1939 World s Fair site; Ebbet s Field and the Polo Grounds. Ideal for anyone who interested in New York-past, present and future.    By Marcia Reiss. 144 pages. 11  x 10 inches. Hard cover."
09529,Lost New York,No,19.00,,,,History,"Lost New York looks at cherished places in the City that time, progress and fashion have swept aside. This collection celebrates old theaters and hotels that have burned or been razed, vanished ferry buildings, removed-from-service trolley cars, classic art deco diners, and the demolition that sparked a strong preservation movement in the city: Pennsylvania Station. The New York landmarks remembered here include Coney Island s  Elephant Colossus,  an elephant-shaped hotel rumored to be a brothel and destroyed by fire in 1896; South Street Seaport; Stanford White s Madison Square Garden; the Vanderbilt, Tiffany, and Astor mansions; Central Park s elevated railway; the first Waldorf Astoria Hotel; the 1939 World s Fair site; Ebbet s Field and the Polo Grounds. Ideal for anyone who interested in New York-past, present and future.    By Marcia Reiss. 144 pages. 11  x 10 inches. Hard cover."
09529,Lost New York,No,19.00,,,,Books Make Great Gifts,"Lost New York looks at cherished places in the City that time, progress and fashion have swept aside. This collection celebrates old theaters and hotels that have burned or been razed, vanished ferry buildings, removed-from-service trolley cars, classic art deco diners, and the demolition that sparked a strong preservation movement in the city: Pennsylvania Station. The New York landmarks remembered here include Coney Island s  Elephant Colossus,  an elephant-shaped hotel rumored to be a brothel and destroyed by fire in 1896; South Street Seaport; Stanford White s Madison Square Garden; the Vanderbilt, Tiffany, and Astor mansions; Central Park s elevated railway; the first Waldorf Astoria Hotel; the 1939 World s Fair site; Ebbet s Field and the Polo Grounds. Ideal for anyone who interested in New York-past, present and future.    By Marcia Reiss. 144 pages. 11  x 10 inches. Hard cover."
10136,New York City 2011 Electrical Code- Administrative Provisions and 2008 NEC Amendments,No,30.00,,,,Rules & Regulations,"  Contains Administrative code sections of the 2011 NYC Electrical Code and NYC Amendments to the 2008 NEC.  Local Law 39 of 2011 amends the administrative code to adopt amendments to the 2011 edition of the National Electrical Code. The amendments adapt the national standards to the special requirements of building and construction in the City of New York and apply to work performed on and after July 1, 2011.    To be used in reference with the 2008 National Electrical Code NFPA 70."
10137,NYC Electrical Code Based on the 2008 NEC,No,128.00,,,,Rules & Regulations,"The 2011 New York City Electrical Code is now in the same volume with the National Electrical Code from NFPA so you no longer have to reference two separate books. The NEC is the most widely adopted electrical code in the nation and is included in its entirety with your New York City Code. What  more, the NEC has been clearly underlined so you can quickly see where New York City has made important local changes.  Local Law 39 of 2011 amends the administrative code to adopt amendments to the 2008 edition of the National Electrical Code, NFPA 70. The amendments adapt the national standards to the special requirements of building and construction in the City of New York. Together, the 2008 NEC and local amendments comprise the 2011 Electrical Code of the City of New York and apply to work performed on and after July 1, 2011."
16071,"Maiden Lane and Liberty Street, Lower Manhattan, ca. 1937",No,110.00,,,,"Posters, Prints and Signs","Maiden Lane and Liberty Street, Lower Manhattan,CA. 1937 11 x 14 inches. From the NYC Municipal Archives.    High-quality PRINTS are printed on a heavyweight cotton paper and are the standard for exhibition purposes. They have a greater appearance of depth and a broader tonal range. Each one must be custom printed by hand (from the vintage negative when available) and they are fixed and washed to archival standards. Fiber prints."
16068,"Babe Ruth, September 1936",No,110.00,,,,"Posters, Prints and Signs",Babe Ruth September 1936. 11 x 14 inches. From the NYC Municipal Archives.    High-quality PRINTS are printed on a heavyweight cotton paper and are the standard for exhibition purposes. They have a greater appearance of depth and a broader tonal range. Each one must be custom printed by hand (from the vintage negative when available) and they are fixed and washed to archival standards.
08100,New Official NYC Baby Onesie,Yes,18.00,Blue,,,CityStore Exclusives,Part of our new updated Official NYC Baby Collection.  100% Organic cotton.  Snap closing. 12 mo. Made in New York State.    Available in Blue or Pink.
08100,New Official NYC Baby Onesie,Yes,18.00,Blue,,,NYC Kids,Part of our new updated Official NYC Baby Collection.  100% Organic cotton.  Snap closing. 12 mo. Made in New York State.    Available in Blue or Pink.
08100,New Official NYC Baby Onesie,Yes,18.00,Pink,,,CityStore Exclusives,Part of our new updated Official NYC Baby Collection.  100% Organic cotton.  Snap closing. 12 mo. Made in New York State.    Available in Blue or Pink.
08100,New Official NYC Baby Onesie,Yes,18.00,Pink,,,NYC Kids,Part of our new updated Official NYC Baby Collection.  100% Organic cotton.  Snap closing. 12 mo. Made in New York State.    Available in Blue or Pink.
08101,New Official NYC Baby Bib,Yes,12.00,Blue,,,CityStore Exclusives,Part of our new updated Official NYC Baby Collection.   100% Organic cotton. Snap closing.  Available in Blue or Pink.
08101,New Official NYC Baby Bib,Yes,12.00,Blue,,,NYC Kids,Part of our new updated Official NYC Baby Collection.   100% Organic cotton. Snap closing.  Available in Blue or Pink.
08101,New Official NYC Baby Bib,Yes,12.00,Pink,,,CityStore Exclusives,Part of our new updated Official NYC Baby Collection.   100% Organic cotton. Snap closing.  Available in Blue or Pink.
08101,New Official NYC Baby Bib,Yes,12.00,Pink,,,NYC Kids,Part of our new updated Official NYC Baby Collection.   100% Organic cotton. Snap closing.  Available in Blue or Pink.
18310,I Love New York Hand-Crafted Ornament,No,10.00,,,,I Love New York,Each hand-crafted glass ornament is styled in the traditions of European mouth blown glass. Skilled artisans hand paint each ornament with intricate details.  2  in.
18310,I Love New York Hand-Crafted Ornament,No,10.00,,,,25 for under $25,Each hand-crafted glass ornament is styled in the traditions of European mouth blown glass. Skilled artisans hand paint each ornament with intricate details.  2  in.
18310,I Love New York Hand-Crafted Ornament,No,10.00,,,,Holiday 2020,Each hand-crafted glass ornament is styled in the traditions of European mouth blown glass. Skilled artisans hand paint each ornament with intricate details.  2  in.
