Item Number,Product Name,CityStore Exclusive,Unit Price,Color,Size,Style,Category Name,Description
08116,NYPD Toddler & Kids Hoodie,No,34.00,,6-8,,NYPD . FDNY . DSNY,"NEW! NYPD blue hooded sweatshirt with gold lettering and multi-color shield on the front.  Kangaroo pockets. Part of our Official NYPD licensed collection.    Cotton Blend. Sizes 2-4 (toddler),  6-8, 10-12 and 14-16."
08116,NYPD Toddler & Kids Hoodie,No,34.00,,6-8,,NYC Kids,"NEW! NYPD blue hooded sweatshirt with gold lettering and multi-color shield on the front.  Kangaroo pockets. Part of our Official NYPD licensed collection.    Cotton Blend. Sizes 2-4 (toddler),  6-8, 10-12 and 14-16."
08116,NYPD Toddler & Kids Hoodie,No,34.00,,10-12,,NYPD . FDNY . DSNY,"NEW! NYPD blue hooded sweatshirt with gold lettering and multi-color shield on the front.  Kangaroo pockets. Part of our Official NYPD licensed collection.    Cotton Blend. Sizes 2-4 (toddler),  6-8, 10-12 and 14-16."
08116,NYPD Toddler & Kids Hoodie,No,34.00,,10-12,,NYC Kids,"NEW! NYPD blue hooded sweatshirt with gold lettering and multi-color shield on the front.  Kangaroo pockets. Part of our Official NYPD licensed collection.    Cotton Blend. Sizes 2-4 (toddler),  6-8, 10-12 and 14-16."
08116,NYPD Toddler & Kids Hoodie,No,34.00,,14-16,,NYPD . FDNY . DSNY,"NEW! NYPD blue hooded sweatshirt with gold lettering and multi-color shield on the front.  Kangaroo pockets. Part of our Official NYPD licensed collection.    Cotton Blend. Sizes 2-4 (toddler),  6-8, 10-12 and 14-16."
08116,NYPD Toddler & Kids Hoodie,No,34.00,,14-16,,NYC Kids,"NEW! NYPD blue hooded sweatshirt with gold lettering and multi-color shield on the front.  Kangaroo pockets. Part of our Official NYPD licensed collection.    Cotton Blend. Sizes 2-4 (toddler),  6-8, 10-12 and 14-16."
05154,The Taxi Baseball Keychain,No,5.00,,,,NYC Taxi,Part of taxi collection. Vinyl.
09633,Lost Brooklyn,No,20.00,,,,History,"From Coney Island s Dreamland to Schaefer Brewery, here are the buildings, industries, and sites that have been lost to the wrecking ball.    Brooklyn has had many faces over the course of its fascinating history, from a major center of industry in the 19th century to the hippest and most populous of New York s five boroughs today. Lost Brooklyn features the much-loved buildings, industries, and modes of transportation that have been lost, replaced, or transformed in the name of progress. Losses include Brooklyn Naval Hospital, Brooklyn Shipping Piers, Brooklyn Sugar Refining Co., Brooklyn Velodrome, Coney Island Clubhouse, Ebbets Field, the Elevated Railway, Fort Lafayette, Fox Theatre, Fulton Ferry, Hotel St. George, Luna Park, Sheepshead Speedway, Steeplechase Park, Streetcars, and Williamsburg Plaza.    By Marcia Reiss. 144 pages. Hard cover. 11.5 x 10 inches."
09633,Lost Brooklyn,No,20.00,,,,Books,"From Coney Island s Dreamland to Schaefer Brewery, here are the buildings, industries, and sites that have been lost to the wrecking ball.    Brooklyn has had many faces over the course of its fascinating history, from a major center of industry in the 19th century to the hippest and most populous of New York s five boroughs today. Lost Brooklyn features the much-loved buildings, industries, and modes of transportation that have been lost, replaced, or transformed in the name of progress. Losses include Brooklyn Naval Hospital, Brooklyn Shipping Piers, Brooklyn Sugar Refining Co., Brooklyn Velodrome, Coney Island Clubhouse, Ebbets Field, the Elevated Railway, Fort Lafayette, Fox Theatre, Fulton Ferry, Hotel St. George, Luna Park, Sheepshead Speedway, Steeplechase Park, Streetcars, and Williamsburg Plaza.    By Marcia Reiss. 144 pages. Hard cover. 11.5 x 10 inches."
09633,Lost Brooklyn,No,20.00,,,,Books Make Great Gifts,"From Coney Island s Dreamland to Schaefer Brewery, here are the buildings, industries, and sites that have been lost to the wrecking ball.    Brooklyn has had many faces over the course of its fascinating history, from a major center of industry in the 19th century to the hippest and most populous of New York s five boroughs today. Lost Brooklyn features the much-loved buildings, industries, and modes of transportation that have been lost, replaced, or transformed in the name of progress. Losses include Brooklyn Naval Hospital, Brooklyn Shipping Piers, Brooklyn Sugar Refining Co., Brooklyn Velodrome, Coney Island Clubhouse, Ebbets Field, the Elevated Railway, Fort Lafayette, Fox Theatre, Fulton Ferry, Hotel St. George, Luna Park, Sheepshead Speedway, Steeplechase Park, Streetcars, and Williamsburg Plaza.    By Marcia Reiss. 144 pages. Hard cover. 11.5 x 10 inches."
21176,Parking Ticket Magnet,Yes,5.00,,,,CityStore Exclusives,        NEW!  A magnet with an unmistakable New York City icon!   CityStore Exclusive. Made in the USA.
21176,Parking Ticket Magnet,Yes,5.00,,,,NY Magnets,        NEW!  A magnet with an unmistakable New York City icon!   CityStore Exclusive. Made in the USA.
15137,FDNY 150th Anniversary Zipfront  Hoodie,No,44.00,,S,,NYPD . FDNY . DSNY,"Celebrate 150 years of the FDNY with this new officially licensed FDNY hooded sweatshirt.  FDNY logo on the front and the new anniversary logo emblazoned on the back. Zip front and front pouch pockets. Part of our Official N.Y.C. licensed collection.    Heather grey. 80% cotton, 20 % polyester blend. Sizes S, M, L, XL and XXL."
15137,FDNY 150th Anniversary Zipfront  Hoodie,No,44.00,,S,,Wear NYC,"Celebrate 150 years of the FDNY with this new officially licensed FDNY hooded sweatshirt.  FDNY logo on the front and the new anniversary logo emblazoned on the back. Zip front and front pouch pockets. Part of our Official N.Y.C. licensed collection.    Heather grey. 80% cotton, 20 % polyester blend. Sizes S, M, L, XL and XXL."
08122,FDNY Toddler & Kids Hoodie,No,29.00,,2-4 (Toddler),,NYPD . FDNY . DSNY,"NEW!  FDNY navy hooded sweatshirt with red lettering and multi-color shield on the front. Kangaroo pockets. Part of our Official FDNY licensed collection.    Cotton Blend. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08122,FDNY Toddler & Kids Hoodie,No,29.00,,2-4 (Toddler),,NYC Kids,"NEW!  FDNY navy hooded sweatshirt with red lettering and multi-color shield on the front. Kangaroo pockets. Part of our Official FDNY licensed collection.    Cotton Blend. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08122,FDNY Toddler & Kids Hoodie,No,29.00,,6-8,,NYPD . FDNY . DSNY,"NEW!  FDNY navy hooded sweatshirt with red lettering and multi-color shield on the front. Kangaroo pockets. Part of our Official FDNY licensed collection.    Cotton Blend. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08122,FDNY Toddler & Kids Hoodie,No,29.00,,6-8,,NYC Kids,"NEW!  FDNY navy hooded sweatshirt with red lettering and multi-color shield on the front. Kangaroo pockets. Part of our Official FDNY licensed collection.    Cotton Blend. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08122,FDNY Toddler & Kids Hoodie,No,29.00,,10-12,,NYPD . FDNY . DSNY,"NEW!  FDNY navy hooded sweatshirt with red lettering and multi-color shield on the front. Kangaroo pockets. Part of our Official FDNY licensed collection.    Cotton Blend. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08122,FDNY Toddler & Kids Hoodie,No,29.00,,10-12,,NYC Kids,"NEW!  FDNY navy hooded sweatshirt with red lettering and multi-color shield on the front. Kangaroo pockets. Part of our Official FDNY licensed collection.    Cotton Blend. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08122,FDNY Toddler & Kids Hoodie,No,29.00,,14-16,,NYPD . FDNY . DSNY,"NEW!  FDNY navy hooded sweatshirt with red lettering and multi-color shield on the front. Kangaroo pockets. Part of our Official FDNY licensed collection.    Cotton Blend. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08122,FDNY Toddler & Kids Hoodie,No,29.00,,14-16,,NYC Kids,"NEW!  FDNY navy hooded sweatshirt with red lettering and multi-color shield on the front. Kangaroo pockets. Part of our Official FDNY licensed collection.    Cotton Blend. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08123,FDNY Toddler & Kids T-Shirt,No,15.00,,2-4 (Toddler),,NYPD . FDNY . DSNY,"NEW! FDNY  grey T-shirt with red  logo. Part of our Official FDNY licensed collection.    Cotton. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08123,FDNY Toddler & Kids T-Shirt,No,15.00,,2-4 (Toddler),,NYC Kids,"NEW! FDNY  grey T-shirt with red  logo. Part of our Official FDNY licensed collection.    Cotton. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08123,FDNY Toddler & Kids T-Shirt,No,15.00,,6-8,,NYPD . FDNY . DSNY,"NEW! FDNY  grey T-shirt with red  logo. Part of our Official FDNY licensed collection.    Cotton. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08123,FDNY Toddler & Kids T-Shirt,No,15.00,,6-8,,NYC Kids,"NEW! FDNY  grey T-shirt with red  logo. Part of our Official FDNY licensed collection.    Cotton. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08123,FDNY Toddler & Kids T-Shirt,No,15.00,,10-12,,NYPD . FDNY . DSNY,"NEW! FDNY  grey T-shirt with red  logo. Part of our Official FDNY licensed collection.    Cotton. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08123,FDNY Toddler & Kids T-Shirt,No,15.00,,10-12,,NYC Kids,"NEW! FDNY  grey T-shirt with red  logo. Part of our Official FDNY licensed collection.    Cotton. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08123,FDNY Toddler & Kids T-Shirt,No,15.00,,14-16,,NYPD . FDNY . DSNY,"NEW! FDNY  grey T-shirt with red  logo. Part of our Official FDNY licensed collection.    Cotton. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
08123,FDNY Toddler & Kids T-Shirt,No,15.00,,14-16,,NYC Kids,"NEW! FDNY  grey T-shirt with red  logo. Part of our Official FDNY licensed collection.    Cotton. Sizes 2-4 (toddler), 6-8, 10-12 and 14-16."
04153,Old City Hall Subway Station MetroCard Holder,No,3.00,,,,NYC Subway,"Keep your MetroCard safe and sound with this convenient holder! The front has a picture of the beautiful City Hall Subway station that was opened October 27, 1904 and closed on December 31, 1945. A Manhattan subway map (below 86th street) is pictured on the reverse side. Made of durable hard plastic for ultimate protection.     3.5 x 2.5 inches."
04153,Old City Hall Subway Station MetroCard Holder,No,3.00,,,,Accessories,"Keep your MetroCard safe and sound with this convenient holder! The front has a picture of the beautiful City Hall Subway station that was opened October 27, 1904 and closed on December 31, 1945. A Manhattan subway map (below 86th street) is pictured on the reverse side. Made of durable hard plastic for ultimate protection.     3.5 x 2.5 inches."
06129,Wall Street Bull  Mug,No,7.00,,,,Home Accents,"A New York mug-with the iconic Wall Street Bull on both sides. Ceramic. Dishwasher, microwave safe."
06129,Wall Street Bull  Mug,No,7.00,,,,Gifts,"A New York mug-with the iconic Wall Street Bull on both sides. Ceramic. Dishwasher, microwave safe."
18360,Wall Street Bull Sculpture,No,14.00,,,,Home Accents,"The original, measuring 11 feet tall, 16 feet long weighing 31/2 tons is located in lower Manhattan on Broadway at Morris Street and has become a symbol of Wall Street. Now you can own a replica.        6 x 3 inches."
18360,Wall Street Bull Sculpture,No,14.00,,,,Gifts,"The original, measuring 11 feet tall, 16 feet long weighing 31/2 tons is located in lower Manhattan on Broadway at Morris Street and has become a symbol of Wall Street. Now you can own a replica.        6 x 3 inches."
18360,Wall Street Bull Sculpture,No,14.00,,,,Work Space,"The original, measuring 11 feet tall, 16 feet long weighing 31/2 tons is located in lower Manhattan on Broadway at Morris Street and has become a symbol of Wall Street. Now you can own a replica.        6 x 3 inches."
22096,The NYC Charm Bracelet,No,29.00,,,,NYPD . FDNY . DSNY,A charmer of a bracelet! This adjustable bracelet features eight New York icons including official licensed NYPD and FDNY charms.
22096,The NYC Charm Bracelet,No,29.00,,,,Gifts,A charmer of a bracelet! This adjustable bracelet features eight New York icons including official licensed NYPD and FDNY charms.
22096,The NYC Charm Bracelet,No,29.00,,,,Jewelry,A charmer of a bracelet! This adjustable bracelet features eight New York icons including official licensed NYPD and FDNY charms.
22097,Department of Corrections Sterling Silver Charm,No,59.00,,,,Gifts,"A beautiful hand polished NYCD charm. Will fit Pandora, Camilla,Trollbead charm bracelets. Part of our Official Licensed NYC collection. A perfect gift, this charm comes in a lovely box ready to go."
22097,Department of Corrections Sterling Silver Charm,No,59.00,,,,Jewelry,"A beautiful hand polished NYCD charm. Will fit Pandora, Camilla,Trollbead charm bracelets. Part of our Official Licensed NYC collection. A perfect gift, this charm comes in a lovely box ready to go."
02231,New York City Die Cut Sticker Pack,No,5.00,,,,Stationery,"New NYC die cut stickers   18 different designs (2 of each) including street signs, subway signs and the ubiquitous salted pretzel!"
04149,Vignelli NYC Subway Map Socks- Adult,No,18.00,,,Men's,Gifts,"These chic socks features Massimo Vignelli s iconic NYC Subway map diagram that was the official subway map from 1972 to 1979.  Brought back in 2011, it is the basis for the MTA weekender website. Part of our officially licensed MTA collection. Available in mens and women s sizes."
04149,Vignelli NYC Subway Map Socks- Adult,No,18.00,,,Men's,NYC Subway,"These chic socks features Massimo Vignelli s iconic NYC Subway map diagram that was the official subway map from 1972 to 1979.  Brought back in 2011, it is the basis for the MTA weekender website. Part of our officially licensed MTA collection. Available in mens and women s sizes."
04149,Vignelli NYC Subway Map Socks- Adult,No,18.00,,,Men's,New York Socks,"These chic socks features Massimo Vignelli s iconic NYC Subway map diagram that was the official subway map from 1972 to 1979.  Brought back in 2011, it is the basis for the MTA weekender website. Part of our officially licensed MTA collection. Available in mens and women s sizes."
04151,Vignelli NYC Subway Map Socks- Adult,No,18.00,,,Women's,Gifts,"These chic socks features Massimo Vignelli s iconic NYC Subway map diagram that was the official subway map from 1972 to 1979.  Brought back in 2011, it is the basis for the MTA weekender website. Part of our officially licensed MTA collection. Available in mens and women s sizes."
04151,Vignelli NYC Subway Map Socks- Adult,No,18.00,,,Women's,NYC Subway,"These chic socks features Massimo Vignelli s iconic NYC Subway map diagram that was the official subway map from 1972 to 1979.  Brought back in 2011, it is the basis for the MTA weekender website. Part of our officially licensed MTA collection. Available in mens and women s sizes."
04151,Vignelli NYC Subway Map Socks- Adult,No,18.00,,,Women's,New York Socks,"These chic socks features Massimo Vignelli s iconic NYC Subway map diagram that was the official subway map from 1972 to 1979.  Brought back in 2011, it is the basis for the MTA weekender website. Part of our officially licensed MTA collection. Available in mens and women s sizes."
04148,NYC Subway Logo Socks - Adult,No,16.00,,,Mens Socks (10-13),Gifts,Dress your feet in New York Style! Cotton/nylon/spandex blend. Part of our officially licensed MTA collection. Available in men  and women  sizes.
04148,NYC Subway Logo Socks - Adult,No,16.00,,,Mens Socks (10-13),NYC Subway,Dress your feet in New York Style! Cotton/nylon/spandex blend. Part of our officially licensed MTA collection. Available in men  and women  sizes.
04148,NYC Subway Logo Socks - Adult,No,16.00,,,Mens Socks (10-13),New York Socks,Dress your feet in New York Style! Cotton/nylon/spandex blend. Part of our officially licensed MTA collection. Available in men  and women  sizes.
04150,NYC Subway Logo Socks - Adult,No,16.00,,,Womens Socks (9-11),Gifts,Dress your feet in New York Style! Cotton/nylon/spandex blend. Part of our officially licensed MTA collection. Available in men  and women  sizes.
04150,NYC Subway Logo Socks - Adult,No,16.00,,,Womens Socks (9-11),NYC Subway,Dress your feet in New York Style! Cotton/nylon/spandex blend. Part of our officially licensed MTA collection. Available in men  and women  sizes.
04150,NYC Subway Logo Socks - Adult,No,16.00,,,Womens Socks (9-11),New York Socks,Dress your feet in New York Style! Cotton/nylon/spandex blend. Part of our officially licensed MTA collection. Available in men  and women  sizes.
02228,New York Pocket Notebook Set,No,6.00,,,,Stationery,"Two great little notebooks! Fits in your bag or your pocket. One cover has a taxi motif, the other an old time subway map. Lined easy-tear pages are perfect for writing notes and lists. Images from various eras of the 20th century.    96 pages each. 2.5 x 4 inches."
02228,New York Pocket Notebook Set,No,6.00,,,,Gifts,"Two great little notebooks! Fits in your bag or your pocket. One cover has a taxi motif, the other an old time subway map. Lined easy-tear pages are perfect for writing notes and lists. Images from various eras of the 20th century.    96 pages each. 2.5 x 4 inches."
02228,New York Pocket Notebook Set,No,6.00,,,,NYC Taxi,"Two great little notebooks! Fits in your bag or your pocket. One cover has a taxi motif, the other an old time subway map. Lined easy-tear pages are perfect for writing notes and lists. Images from various eras of the 20th century.    96 pages each. 2.5 x 4 inches."
16084,New York Visitors Guide Poster,No,6.00,,,,Gifts,A grand poster featuring the fabulous sites of the city! Images from various eras of the 20th century.         Printed on archival paper. 20 x 28 inches.
16084,New York Visitors Guide Poster,No,6.00,,,,"Posters, Prints and Signs",A grand poster featuring the fabulous sites of the city! Images from various eras of the 20th century.         Printed on archival paper. 20 x 28 inches.
23116,"Birdies  'What I Dont Eat, I Compost' Dish Towel",Yes,12.00,,,,CityStore Exclusives,"      Woven in a  huck  pattern, this towel is super absorbent. Machine washable. Made in New York State. Part of CityStore s exclusive GreeNYC collection.     100% lint-free cotton."
23116,"Birdies  'What I Dont Eat, I Compost' Dish Towel",Yes,12.00,,,,Home Accents,"      Woven in a  huck  pattern, this towel is super absorbent. Machine washable. Made in New York State. Part of CityStore s exclusive GreeNYC collection.     100% lint-free cotton."
23116,"Birdies  'What I Dont Eat, I Compost' Dish Towel",Yes,12.00,,,,Gifts,"      Woven in a  huck  pattern, this towel is super absorbent. Machine washable. Made in New York State. Part of CityStore s exclusive GreeNYC collection.     100% lint-free cotton."
23116,"Birdies  'What I Dont Eat, I Compost' Dish Towel",Yes,12.00,,,,Reusable,"      Woven in a  huck  pattern, this towel is super absorbent. Machine washable. Made in New York State. Part of CityStore s exclusive GreeNYC collection.     100% lint-free cotton."
23115,"Birdies  'Small Steps, Big Strides'  Dish Towel",Yes,12.00,,,,CityStore Exclusives,"      Woven in a  huck  pattern, this towel is super absorbent. Machine washable. Made in New York State. Part of CityStore s exclusive GreeNYC collection.         100% lint-free cotton."
23115,"Birdies  'Small Steps, Big Strides'  Dish Towel",Yes,12.00,,,,Home Accents,"      Woven in a  huck  pattern, this towel is super absorbent. Machine washable. Made in New York State. Part of CityStore s exclusive GreeNYC collection.         100% lint-free cotton."
23115,"Birdies  'Small Steps, Big Strides'  Dish Towel",Yes,12.00,,,,Gifts,"      Woven in a  huck  pattern, this towel is super absorbent. Machine washable. Made in New York State. Part of CityStore s exclusive GreeNYC collection.         100% lint-free cotton."
23115,"Birdies  'Small Steps, Big Strides'  Dish Towel",Yes,12.00,,,,Reusable,"      Woven in a  huck  pattern, this towel is super absorbent. Machine washable. Made in New York State. Part of CityStore s exclusive GreeNYC collection.         100% lint-free cotton."
22098,NYC Gold Metro Cuff,No,80.00,,,,Gifts,Now this fashionable and iconic metro cuff is available 18k plated gold. Present ready in a marvelous coral gold gift box!    2  diameter x 2  width.
22098,NYC Gold Metro Cuff,No,80.00,,,,Jewelry,Now this fashionable and iconic metro cuff is available 18k plated gold. Present ready in a marvelous coral gold gift box!    2  diameter x 2  width.
22098,NYC Gold Metro Cuff,No,80.00,,,,NYC Subway,Now this fashionable and iconic metro cuff is available 18k plated gold. Present ready in a marvelous coral gold gift box!    2  diameter x 2  width.
08117,NYPD Onesie,No,14.00,,6 months,,NYPD . FDNY . DSNY,For the little ones-  a  NYPD onesie! Part of our Official NYPD licensed collection.    100% cotton. Available in sizes 6 month or 12 month.
08117,NYPD Onesie,No,14.00,,6 months,,NYC Kids,For the little ones-  a  NYPD onesie! Part of our Official NYPD licensed collection.    100% cotton. Available in sizes 6 month or 12 month.
08117,NYPD Onesie,No,14.00,,6 months,,Gifts,For the little ones-  a  NYPD onesie! Part of our Official NYPD licensed collection.    100% cotton. Available in sizes 6 month or 12 month.
08117,NYPD Onesie,No,14.00,,12 months,,NYPD . FDNY . DSNY,For the little ones-  a  NYPD onesie! Part of our Official NYPD licensed collection.    100% cotton. Available in sizes 6 month or 12 month.
08117,NYPD Onesie,No,14.00,,12 months,,NYC Kids,For the little ones-  a  NYPD onesie! Part of our Official NYPD licensed collection.    100% cotton. Available in sizes 6 month or 12 month.
08117,NYPD Onesie,No,14.00,,12 months,,Gifts,For the little ones-  a  NYPD onesie! Part of our Official NYPD licensed collection.    100% cotton. Available in sizes 6 month or 12 month.
08118,FDNY Onesie,No,14.00,,6 months,,NYPD . FDNY . DSNY,For the little ones: a FDNY onesie! Part of our Official FDNY licensed collection.    100% cotton. Available in sizes 6 month or 12  month.
08118,FDNY Onesie,No,14.00,,6 months,,NYC Kids,For the little ones: a FDNY onesie! Part of our Official FDNY licensed collection.    100% cotton. Available in sizes 6 month or 12  month.
08118,FDNY Onesie,No,14.00,,6 months,,Gifts,For the little ones: a FDNY onesie! Part of our Official FDNY licensed collection.    100% cotton. Available in sizes 6 month or 12  month.
08118,FDNY Onesie,No,14.00,,12 months,,NYPD . FDNY . DSNY,For the little ones: a FDNY onesie! Part of our Official FDNY licensed collection.    100% cotton. Available in sizes 6 month or 12  month.
08118,FDNY Onesie,No,14.00,,12 months,,NYC Kids,For the little ones: a FDNY onesie! Part of our Official FDNY licensed collection.    100% cotton. Available in sizes 6 month or 12  month.
08118,FDNY Onesie,No,14.00,,12 months,,Gifts,For the little ones: a FDNY onesie! Part of our Official FDNY licensed collection.    100% cotton. Available in sizes 6 month or 12  month.
08125,I love NY Onesie,No,14.00,White,6 months,,NYC Kids,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08125,I love NY Onesie,No,14.00,White,6 months,,Gifts,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08125,I love NY Onesie,No,14.00,White,6 months,,I Love New York,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08125,I love NY Onesie,No,14.00,White,12 months,,NYC Kids,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08125,I love NY Onesie,No,14.00,White,12 months,,Gifts,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08125,I love NY Onesie,No,14.00,White,12 months,,I Love New York,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08125,I love NY Onesie,No,14.00,Pink,6 months,,NYC Kids,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08125,I love NY Onesie,No,14.00,Pink,6 months,,Gifts,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08125,I love NY Onesie,No,14.00,Pink,6 months,,I Love New York,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08125,I love NY Onesie,No,14.00,Pink,12 months,,NYC Kids,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08125,I love NY Onesie,No,14.00,Pink,12 months,,Gifts,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08125,I love NY Onesie,No,14.00,Pink,12 months,,I Love New York,"The classic I love NY Logo   on a onesie. Part of CityStore  licensed collection.    100% cotton. Available in white and pink, sizes 6 month or 12 month."
08120,NYC Subway Logo Socks - Kids,No,10.00,,2-4 (Toddler),,NYC Kids,"Kids can dress  in real New York style!  Part of our officially licensed MTA collection.    Available Infants (12-24 mo), Toddlers (2-4) and kids sizes( 6-8). Cotton/nylon/spandex blend."
08120,NYC Subway Logo Socks - Kids,No,10.00,,2-4 (Toddler),,Gifts,"Kids can dress  in real New York style!  Part of our officially licensed MTA collection.    Available Infants (12-24 mo), Toddlers (2-4) and kids sizes( 6-8). Cotton/nylon/spandex blend."
08120,NYC Subway Logo Socks - Kids,No,10.00,,2-4 (Toddler),,NYC Subway,"Kids can dress  in real New York style!  Part of our officially licensed MTA collection.    Available Infants (12-24 mo), Toddlers (2-4) and kids sizes( 6-8). Cotton/nylon/spandex blend."
08120,NYC Subway Logo Socks - Kids,No,10.00,,2-4 (Toddler),,New York Socks,"Kids can dress  in real New York style!  Part of our officially licensed MTA collection.    Available Infants (12-24 mo), Toddlers (2-4) and kids sizes( 6-8). Cotton/nylon/spandex blend."
05163,Manhole Cover Lapel Pin,Yes,6.00,,,,Gifts,Very New York!  Antique silver finish. CityStore Exclusive.    Approx   inch.
05163,Manhole Cover Lapel Pin,Yes,6.00,,,,Jewelry,Very New York!  Antique silver finish. CityStore Exclusive.    Approx   inch.
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,XS,,NYC Kids,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,XS,,Gifts,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,XS,,I Love New York,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,S,,NYC Kids,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,S,,Gifts,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,S,,I Love New York,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,M,,NYC Kids,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,M,,Gifts,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,M,,I Love New York,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,L,,NYC Kids,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,L,,Gifts,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08124,Classic I love NY T-Shirt  Toddlers & Kids,No,10.00,,L,,I Love New York,The classic I Love NY T-Shirt  for the younger set! Part of the Official I Love NY collection.  Printed in Brooklyn.    100% Cotton. Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
