CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2020,April,BACCHUS IMPORTERS LTD,WINE,238210,DEEP CREEK URSA MAJOR RED - 750ML,1,Purchase order
2020,April,BACARDI USA INC,WINE,79510,MARTINI & ROSSI SWEET VERMOUTH  - LITER,50,Purchase order
2020,April,SAZERAC CO,LIQUOR,75516,FIREFLY STRAWBERRY MOONSHINE - 750ML,5,Purchase order
2020,April,FIFTH GENERATION INC,LIQUOR,72446,TITO'S HANDMADE VODKA - 50ML,26,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,310545,CH DE FONTENILLE BLC - 750ML,5,Purchase order
2020,April,JOS VICTORI WINES,WINE,353949,SWEET BITCH MER - 750ML,3,Purchase order
2020,April,TESTA WINES OF THE WORLD LTD,WINE,342425,VILLA ANNA PINOT GRIGIO 750ML - TESTA FAMILY SELECTION,1,Purchase order
2020,April,PUNTO VINO LLC,WINE,239040,BEAU CHENE CAB - 750ML,12,Purchase order
2020,April,DEUTSCH FAMILY WINE & SPIRITS,WINE,296874,JOSH CELLARS CABERNET SAUVIGNON RSV NORTH COAST - 750ML,154,Purchase order
2020,April,BACARDI USA INC,WINE,79677,NOILLY PRATT DRY VERMOUTH - 750ML,14,Purchase order
2020,April,SUTTER HOME WINERY INC,WINE,83372,SUTTER HOME S/BLC - 1.5L,90,Purchase order
2020,April,FETZER VINEYARDS,WINE,83989,CYT FRONTERA MALBEC - 750ML,4,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,238642,LUNA DI LUNA RED BLEND - 750ML,3,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,349246,BERINGER BBN BRL AGD RED BLEND - 750ML,28,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,42331,H WALKER CR DE CACAO WH - 750ML,2,Purchase order
2020,April,WINE BRIDGE IMPORTS INC,WINE,332130,BARRICAS MAL - 750ML,1,Purchase order
2020,April,PWSWN INC,WINE,333767,URBITARTE CIDER - 750ML,1,Purchase order
2020,April,TRADEWINDS SPECIALTY IMPORTS LLC,BEER,41962,BROOKLYN CIDER HOUSE RAW HARD CIDER - 12OZ 6/4 CANS,3,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,313409,REICHSGRAF VON KESSELSTATT RK RIES - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,73285,PATRON CITRONGE LIME LIQUEUR - 750ML,15,Purchase order
2020,April,DOPS INC,WINE,347960,FEUDI DEL DUCA MONTEPULCIANO 750 ML,2,Purchase order
2020,April,WILLIAM GRANT AND SONS INC,LIQUOR,40576,MILAGRO RESPOSADO TEQ 6/CS - 750ML,98,Purchase order
2020,April,PWSWN INC,WINE,313932,VIEJO FEO P/NOIR ROSE - 750ML,3,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,239572,WODKA POLISH RYE VODKA - 1L,1,Purchase order
2020,April,ROYAL WINE CORP,WINE,304722,BARKAN CLASSIC PINOTAGE - 750ML,1,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,347070,LALUCA ROSE SPK - 187ML,2,Purchase order
2020,April,LEGENDS LTD,BEER,29062,BREWERS ART ZEKES COFFEE PORTER 4/6 12.OZ NR,4,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,236008,9 LIVES RES MALBEC - 750ML,1,Purchase order
2020,April,FREE RUN WINE MERCHANTS LLC,WINE,305229,AMEZTOI RUBENTIS TXAKOLI - 750ML,2,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,326403,MASTROBERARDINO MASTRO GRECO - 750ML,1,Purchase order
2020,April,WARSTEINER IMPORTERS,BEER,98752,WARSTEINER DUNKEL 4/6 NR - 12OZ,24,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,36153,ABSOLUT VODKA - CITRON - 750ML,55,Purchase order
2020,April,PWSWN INC,WINE,340207,LA GRANDE COTE CAB - 750ML,1,Purchase order
2020,April,BARON FRANCOIS LTD,WINE,185361,CH PEYROS MADIRAN VIELLES VIGNES - 750ML,2,Purchase order
2020,April,IMPERO WINE DISTRIBUTORS,WINE,62730,TUDERNUM TODI ROSSO 750ML,1,Purchase order
2020,April,ROYAL WINE CORP,WINE,47872,BARKAN CLASSIC P/NOIR - 750ML,14,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,351532,CAR LAZAR SEMI DRY RED - 750ML,1,Purchase order
2020,April,IMPERO WINE DISTRIBUTORS,WINE,68488,CANTINA DEL TORCC BAROLO 750ML,2,Purchase order
2020,April,HEAVEN HILL DISTILLERIES INC,LIQUOR,40223,CHRISTIAN BROTHERS BRANDY - 750ML,40,Purchase order
2020,April,LUNEAU USA INC,WINE,308919,CH TOUR PRIGNAC MEDOC - 750ML,6,Purchase order
2020,April,VINTUS LLC,WINE,40847,GARY FARRELL R/R CHARD - 750ML,1,Purchase order
2020,April,E & J GALLO WINERY,WINE,81781,BAREFOOT CEL CHARD - 187ML,144,Purchase order
2020,April,PALM BAY IMPORTS,WINE,66133,CAVIT P/GRIG - 750ML,336,Purchase order
2020,April,TRI-VIN IMPORTS,WINE,331008,CH MAISON BLANCHE MEDOC - 750ML,1,Purchase order
2020,April,PWSWN INC,WINE,345936,LOBETIA ROSADO - 750ML,24,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,42702,BERNIER CHARD - 750ML,14,Purchase order
2020,April,JIM BEAM BRANDS CO,LIQUOR,40932,PINNACLE VODKA - 1.75L,572,Purchase order
2020,April,ROYAL WINE CORP,WINE,327508,HAGAFEN S/BLC - 750ML,3,Purchase order
2020,April,TRI-VIN IMPORTS,WINE,136891,BADIOLI CHIANTI - 750ML,6,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,434680,PAGOS DE EUGUIEN TEMP - 750ML,1,Purchase order
2020,April,PUNTO VINO LLC,WINE,300086,CASALE GIGLIO SATRICO - 750ML,4,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,317727,VILLA JOLANDA MOSCATO PEACH - 750ML,10,Purchase order
2020,April,BACKUP BEVERAGE,BEER,63639,AVERY RASPBERRY SOUR 12/16OZ CANS,1,Purchase order
2020,April,GRAPES OF SPAIN INC,WINE,237344,CASA LA RAD SOLARCE ROSADO RIOJA - 750ML,28,Purchase order
2020,April,YUENGLING BREWERY,BEER,3077,YUENGLING BLACK & TAN 2/12 NR - 12OZ,189,Purchase order
2020,April,E & J GALLO WINERY,WINE,84964,GALLO FAMILY VYDS HEARTY BURG - 1.5L,40,Purchase order
2020,April,LEGENDS LTD,KEG,69532,BURLEY OAK PEAR COBBLER JREAM 1/4 KEG,4,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,329825,VILLAGIO P/GRIG - 750ML,1,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,236716,"POCAS JR PORT COMBO PK (TAWNY, RUBY & WHITE) - 750ML",1,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,313946,HAZLITT RED CAT                31091 - 1.5L,1,Purchase order
2020,April,MILLER BREWING COMPANY,BEER,63130,COORS BANQUET 24OZ CAN,7,Purchase order
2020,April,ELITE WINES IMPORTS,WINE,419516,CISSAC CRU BOURGEOIS - 750ML,1,Purchase order
2020,April,OSLO ENTERPRISE,WINE,346134,DOM SAINT LUC RED - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,33464,PATRON TEQUILA - SILVER - 750ML,224,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,32417,REDBREAST IRISH WHISKEY - 750ML,40,Purchase order
2020,April,PWSWN INC,WINE,232646,F2F CHARD WITH A TOUCH OF OAK - 750ML,1,Purchase order
2020,April,THE WINE GROUP,WINE,21202,TRAPICHE OAK CASK MALBEC - 750ML,56,Purchase order
2020,April,LEGENDS LTD,BEER,7730,DUVEL NR - 25.4OZ,2,Purchase order
2020,April,TRI-VIN IMPORTS,WINE,315377,LAB MOSCATO - 750ML,1,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,44849,BUENA VISTA CAL CHARD - 750ML,1,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,36056,ABSOLUT VODKA - 80 PROOF - 750ML,88,Purchase order
2020,April,PUNTO VINO LLC,WINE,354341,BEAUCHENE PINOT NOIR - 750ML,14,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,233580,STRAIGHT SHOOTER W/V P/NOIR - 750ML,4,Purchase order
2020,April,KOBRAND CORPORATION,WINE,60224,JADOT BEAUJOLAIS VILLAGES - 750ML,72,Purchase order
2020,April,SANTA MARGHERITA USA INC,WINE,100749,SANTA MARGHERITA P/GRIG ALTO - 375ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,350930,QUEST PROPRIETARY RED - 750ML,1,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,91049,BUD LIGHT 18PK 12OZ CAN,2520,Purchase order
2020,April,CAMPARI AMERICA LLC,WINE,79740,CINZANO SWEET VERMOUTH - 750ML,28,Purchase order
2020,April,WILLIAM GRANT AND SONS INC,LIQUOR,72351,HUDSON MAPLE CASK RYE WHISKEY - 750ML,1,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,WINE,68020,SAVORY & JAMES FINO SHERRY - 750ML,14,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,355314,JAMAL'S DREAMS WHITE MOSCATO - 500ML,1,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,66206,CAVALIERE D'ORO GABBIANO P/GRIG - 1.5L,15,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,336085,CASAL GARCIA VINHO VERDE - 1L,82,Purchase order
2020,April,E & J GALLO WINERY,WINE,82156,BAREFOOT CEL SWEET RED - 1.5L,80,Purchase order
2020,April,PWSWN INC,WINE,353038,LORENZO & GASPAR RED BLEND - 750ML,5,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,88153,STERLING NAPA VLY S/BLC - 750ML,18,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,372714,SEPTIMA MALBEC - 750ML,21,Purchase order
2020,April,SUTTER HOME WINERY INC,WINE,82115,SUTTER HOME RED BLEND - 1.5L,36,Purchase order
2020,April,LEGENDS LTD,BEER,5169,OMMEGANG ABBEY ALE 6/4PK NR - 12OZ,2,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,350514,JACQUESSON CUVEE 740 - 750ML,1,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,WINE,39748,LITTLE PENGUIN MER - 1.5L,1,Purchase order
2020,April,YUENGLING BREWERY,BEER,23924,YUENGLING LAGER CANS - 24OZ,144,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,349894,LINGANORE REVOLUTION - 750ML,1,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,10740,BERINGER FOUNDERS EST P/GRIG - 750ML,1,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,NON-ALCOHOL,319771,ANGOSTURA BITTERS - 16OZ,4,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,31082,MICHELOB ULTRA 3/8 ALNR 16OZ,126,Purchase order
2020,April,JOS VICTORI WINES,WINE,309840,SWEET BITCH SPARKLING MOSCATO - 750ML,1,Purchase order
2020,April,CONSTELLATION BRANDS,LIQUOR,36986,SVEDKA VODKA - 1.75L,660,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,317003,BASTY REGNIE - 750ML,1,Purchase order
2020,April,MARK ANTHONY BRANDS INC,BEER,36780,WHITE CLAW VARIETY PACK #2  2/12PK 12.OZ CAN,520,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,318461,BLISS CAB - 750ML,4,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,156426,REVERDY SANCERRE BLC - 750ML,7,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,41819,MOLLY DOOKER ENCHANTED SHZ - 750ML,1,Purchase order
2020,April,STOLI GROUP (USA) LLC,LIQUOR,65366,STOLICHNAYA ELIT - 750ML,2,Purchase order
2020,April,LEGENDS LTD,BEER,67750,WEYERBACHER MERRY MONKS 4/6NR - 12OZ,2,Purchase order
2020,April,SUTTER HOME WINERY INC,WINE,342095,SUTTER HOME SWEET RED - 750ML,51,Purchase order
2020,April,QUINTESSENTIAL LLC,WINE,319144,TROP MOSCATO PASSION FRUIT - 750ML,1,Purchase order
2020,April,TROEGS BREWING COMPANY,BEER,60042,TROEGS FIRST CUT IPA 2/12 CANS,4,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,320317,CK MONDAVI MOSCATO            303446 - 1.5L,6,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,341954,THE BUTCHER'S DAUGHTER MUSCAT PREM KOS - 750ML,1,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,89710,BERINGER CAL CHEN/BLC - 750ML,16,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,355170,MT BEAUTIFUL SAUVIGNON BLANC - 750ML,3,Purchase order
2020,April,BARON FRANCOIS LTD,WINE,87266,CH LARMANDE GRAND CRU CLASSE - 750ML,1,Purchase order
2020,April,SAZERAC CO,LIQUOR,43303,EAGLE RARE BOURBON - 10YR (SB) - 750ML,54,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,313503,SANTERO PEACH MOSCATO - 750ML,8,Purchase order
2020,April,YOUNG WON TRADING INC,BEER,23533,ORION DRAFT BEER 3/4 NR - 21.4OZ,7,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,53899,BERINGER WH/ZIN - 187ML,60,Purchase order
2020,April,FLYING DOG BREWERY LLLP,BEER,69558,FLYING DOG NUMERO UNO 4/6 16OZ CANS,19,Purchase order
2020,April,VICTORY BREWING COMPANY LLC,BEER,10431,VICTORY GOLDEN MONKEY 4/6 NR,288,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,327676,VILLA DES ANGES RSE - 750ML,28,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,346977,PICO MACCARIO LAVIGNONE ROSATO - 750ML,3,Purchase order
2020,April,JACKSON FAMILY ENTERPRISES INC,WINE,307622,MURPHY GOODE P/NOIR - 750ML,56,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,44766,LUCIEN ALBRECHT CREMANT ROSE BRUT - 750ML,1,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,BEER,233848,SMIRNOFF SPARKSLZ PARTY PACK 2/12 CAN,104,Purchase order
2020,April,DOPS INC,WINE,409677,DRY CREEK S/BLC - 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,84645,TALL DARK STRANGER MALBEC - 750ML,1,Purchase order
2020,April,BRONCO WINE COMPANY,WINE,333508,FOXHOLLOW MER - 750ML,1,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,66192,CAVALIERE D'ORO GABBIANO CHIANTI - 1.5L,15,Purchase order
2020,April,E & J GALLO WINERY,WINE,82254,CARNIVOR CALIFORNIA ZIN - 750ML,15,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,303426,TORTOISE CREEK ZIN - 750ML,1,Purchase order
2020,April,LEGENDS LTD,BEER,12085,BITBURGER RADLER 6/4 16OZ CANS,4,Purchase order
2020,April,FLYING DOG BREWERY LLLP,BEER,88364,FLYING DOG RAGING BITCH BELGIAN IPA 2/12 CAN,180,Purchase order
2020,April,ARTISANS & VINES LLC,WINE,347797,CH. DES COLLINES MEDOC 750 ML,1,Purchase order
2020,April,JIM BEAM BRANDS CO,LIQUOR,60909,DEKUYPER CREME DE BANANA - 1L,1,Purchase order
2020,April,CAMPARI AMERICA LLC,LIQUOR,166270,WRAY & NEPHEW RUM WHITE 126P - 200ML,1,Purchase order
2020,April,WILLIAM GRANT AND SONS INC,LIQUOR,39322,MILAGRO SILVER TEQUILA 80 - 750ML,112,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,235008,BLACK'S STATION CAB - 750ML,1,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,44448,DALTON CAANAN RED - 750ML,3,Purchase order
2020,April,E & J GALLO WINERY,LIQUOR,71793,HIGH NOON SUN SIPS WATERMELON- RTD - 355ML,26,Purchase order
2020,April,PWSWN INC,WINE,350092,ROUGH DAY ROSE - 750ML,42,Purchase order
2020,April,JOS VICTORI WINES,WINE,311192,SWEET BITCH MOSCATO ROSE - 750ML,21,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,7617,MICHELOB ULTRA 4/6 NR - 12OZ,336,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,348184,PENNYWISE PETITE SIRAH - 750ML,6,Purchase order
2020,April,GRAPES OF SPAIN INC,WINE,234654,FATUM WHITE - 750ML,22,Purchase order
2020,April,TRI-VIN IMPORTS,WINE,308073,CICONIA RES - 750ML,3,Purchase order
2020,April,PUNTO VINO LLC,WINE,339896,STEININGER BRUT SEKT - 750ML,2,Purchase order
2020,April,IMPERO WINE DISTRIBUTORS,WINE,62066,PEDRES CANNONAU CERASIO 750ML,1,Purchase order
2020,April,PARK STREET IMPORTS LLC,LIQUOR,351046,UNCLE NEAREST 1856 - 750ML,12,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,418846,KINGS RIDGE P/GRIS - 750ML,1,Purchase order
2020,April,FETZER VINEYARDS,WINE,81183,BONTERRA CHARD (ORGANIC) - 750ML,126,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,317984,TWIN ISLAND S/BLC - 750ML,3,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,312999,ALAIN DE LA TREILLE S/BLC - 750ML,28,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,351808,RAVEL & STITCH CABERNET SAUVIGNON - 750ML,1,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,346333,R MONDAVI PS BBN BRL AGED CHARD - 750ML,42,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,422134,DOM LAFAGE COTE GREN RGE - 750ML,13,Purchase order
2020,April,PROXIMO SPIRITS INC,LIQUOR,75599,TIN CUP WHISKEY - 750ML,11,Purchase order
2020,April,DOPS INC,BEER,2577,ABITA AMBER 4/6 NR - 12OZ,2,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,26046,BUD LIGHT PLATINUM 15/22 NR,54,Purchase order
2020,April,LEGENDS LTD,BEER,68373,FLYING EMBERS GRAPEFRUIT AND THYME 12/16OZ CAN,5,Purchase order
2020,April,VINTAGE WINE ESTATES INC,WINE,307355,MIDDLE SISTER P/NOIR - 750ML,2,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,300981,VILLA JOLANDA MOSCATO RSE - 750ML,21,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,415880,FERRATON CDR SAMORENS BLC - 750ML,1,Purchase order
2020,April,LUXCO SPIRITED BRANDS,LIQUOR,242133,EVERCLEAR ALCOHOL 151 -  1.75L,312,Purchase order
2020,April,PERNOD RICARD USA LLC,WINE,304919,CAMPO VIEJO CAVA BRT ROSE,1,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,330186,CASA DE CAMPO MAL - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,427178,INK BERRY SHZ/CAB - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",LIQUOR,74027,BRECKENRIDGE VODKA - 1.75L,1,Purchase order
2020,April,MOET HENNESSY USA,LIQUOR,43281,HENNESSY COGNAC VSOP - 200ML,35,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,30368,WOODBRIDGE CAB 24/CS - 187ML,128,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,344184,CARTA VIEJO S/BLC - 750ML,2,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,350674,GAI'A MONOGRAPH AGIORGITIKO - 750ML,1,Purchase order
2020,April,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,11711,EARLY TIMES KENTUCKY WHISKEY - 1.75L,90,Purchase order
2020,April,YOUNG WON TRADING INC,WINE,39950,HAKUSHIKA NAMA FRESH & LIGHT - 180ML,1,Purchase order
2020,April,DELMAR BREWING COMPANY LLC,BEER,11874,EVOLUTION MULTIPACK IPA SAMPLER - 12.OZ 2/12,6,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,318813,3 GIRLS P/NOIR - 750ML,3,Purchase order
2020,April,MILLER BREWING COMPANY,BEER,91510,MILLER HIGH LIFE 2/12 CAN - 12OZ,420,Purchase order
2020,April,BINDING BRAUEREI USA INC,BEER,29008,SCHOFFERHOFER GRAPEFRUIT HEFE 6/4 16OZ CANS,24,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,111708,DR PAULY BERG NOBLE HOUSE RIES - 750ML,6,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,27359,GLENLIVET 12YR - 1.75L,80,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,319782,TOURNON SHAYS FLAT VYD SHZ - 750ML,1,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,68675,CROWN ROYAL XTRA RARE 6/CS - 750ML,2,Purchase order
2020,April,LUNEAU USA INC,WINE,371068,VILLA JAIME P/GRIG - 1.5L,11,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,338517,PEJU SAUV BLANC - 750ML,1,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,355798,DORADO MALBEC - 750ML,2,Purchase order
2020,April,LEGENDS LTD,BEER,69504,FOUNDERS CENTENNIAL 4/6 CANS,1,Purchase order
2020,April,LEGENDS LTD,BEER,60067,ACE BLACKJACK 21ST ANNIVERSARY 750ML,1,Purchase order
2020,April,MILLER BREWING COMPANY,BEER,23837,ICEHOUSE CANS - 24OZ,294,Purchase order
2020,April,OSLO ENTERPRISE,WINE,348083,CHATEAU  HAUT-BICOU 750 ML,2,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,327103,TETRAMTHOS CAVA MEZZE RODITIS - 750ML,3,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,355786,STELLA ROSA PINEAPPLE - 750ML,4,Purchase order
2020,April,LEGENDS LTD,BEER,12649,STILLWATER STATESIDE - 16OZ CAN,1,Purchase order
2020,April,CAMPARI AMERICA LLC,LIQUOR,70530,GRAND MARNIER CORDON ROUGE - 1L,48,Purchase order
2020,April,NEXTERRA WINE COMPANY,WINE,64009,COOPER'S HAWK ZINFANDEL 750ML,9,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,307215,GATO NEGRO MAL                 24697 - 750ML,21,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,234250,STONESTREET ESTATE A/V CHARD - 750ML,1,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,20613,SEAGRAM'S 7 CROWN - 750ML,14,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,97918,STELLA ARTOIS 2/12 NR - 11.2OZ,3780,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,392103,CH LESCALLE BORD SUP - 750ML,1,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,51127,NATURAL LIGHT SELTZER CATALINA CHERRY LIME MIXER 2/12PK 12OZ CAN,294,Purchase order
2020,April,E & J GALLO WINERY,WINE,80853,FAIRBANKS PORT - 1.5L,20,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,131296,MCMANIS FAMILY VYDS VIOG - 750ML,1,Purchase order
2020,April,HEINEKEN USA,BEER,95796,HEINEKEN 2/12 CAN - 12OZ,2880,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,311837,CHARLES SMITH P/GRIG VINO - 750ML,14,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,323297,FANTINI SANG - 750ML,1,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,WINE,347047,BOORDY VIDAL BLANC HERON - 750ML,1,Purchase order
2020,April,MILLER BREWING COMPANY,BEER,94323,MOLSON CANADIAN 2/12 LNNR - 12OZ,84,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,68713,PATRON SILVER TEQUILA 12/C - 375ML,35,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,320002,TIKI SOUND S/BLC - 750ML,1,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,49280,RON ZACAPA 23YR- CENTENARIO - 750ML,70,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,35670,GORDON'S VODKA - 1.75L,150,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,20656,SEAGRAM'S 7 CROWN - 1L,22,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,43247,MICHAEL DAVID EARTHQUAKE CAB - 750ML,1,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,27111,WHITE HORSE - 1.75L,1,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,354622,LEON GALHAUD CREMANT BORD BRUT  - 750ML,1,Purchase order
2020,April,TRADEWINDS SPECIALTY IMPORTS LLC,WINE,311836,LUJURIA MALB - 750ML,7,Purchase order
2020,April,WELL OILED WINE COMPANY LLC,WINE,76112,EL BURRO KICKASS GARNACHA - 750ML,28,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,232536,THE NED P/NOIR ROSE - 750ML,1,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,326213,SANTA IRENE CAB ORGANIC - 750ML,4,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,349688,DMZ WESTERN CAPE ROSE - 750ML,11,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,82789,STERLING VNT COLL MERITAGE - 750ML,14,Purchase order
2020,April,LEGENDS LTD,BEER,24177,CRISPIN CIDER HONEY CRISP 12/22 OZ,9,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,239528,PAMPELONNE LA PECHE 6X4 CAN - 250ML,1,Purchase order
2020,April,SIERRA NEVADA BREWING CO,BEER,94390,SIERRA NEVADA PALE ALE 4/6 NR - 12OZ,770,Purchase order
2020,April,WINE BRIDGE IMPORTS INC,WINE,300202,MIQUEL PONS CAVA BRUT - 750ML,4,Purchase order
2020,April,LEGENDS LTD,WINE,63315,BETTER WINE CO. NITRO ROSE SPRITZER 6/4 250ML CAN,2,Purchase order
2020,April,PATERNO IMPORTS LTD,WINE,80812,SEVEN DAUGHTERS RED - 750ML,1,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,81679,KIM CRAWFORD ROSE - 750ML,22,Purchase order
