the_geom,Proj_Name,SIP_YR,DateComplt,SIP_Proj_T,Shape_Leng
"MULTILINESTRING ((-74.10454243754921 40.575653251337634, -74.10447596241931 40.5756181823315, -74.10320787765801 40.5749492389078, -74.10247746906626 40.574552842291695, -74.10174275515412 40.57415422054137, -74.10100859259477 40.57375515234353, -74.10027452370664 40.57335756523182, -74.09954097060762 40.57295945967659, -74.09880863154977 40.57256183466993, -74.09807599329082 40.572163610896745, -74.09734302414114 40.57176652639166, -74.09660903214403 40.571368204343784, -74.09587590072651 40.57097013803329, -74.09514260172925 40.570572643512, -74.09440890923484 40.57017464033208, -74.09367587538789 40.569776920090135, -74.09295769369541 40.56938729687888, -74.09211043502098 40.56892806307669, -74.09204451542867 40.56889233804329))",Greeley Ave,2017,12/31/2017 12:00:00 AM +0000,VZ Priority Geo - Accessibility,4257.08680376
"MULTILINESTRING ((-73.92444864080757 40.66636080936875, -73.92314719194133 40.66521004299648, -73.92287860238338 40.6649520994595, -73.92209902598299 40.66425133266122, -73.92165571692266 40.6638435749354, -73.92105081771001 40.663313854901936, -73.92077834213173 40.66307523781595, -73.92011326196368 40.66245910458713, -73.91973128799216 40.662123351212934, -73.91959479875726 40.661995679696, -73.91945727763164 40.66188078562385, -73.91920451070928 40.66165520003143, -73.91860168198039 40.66111804905299, -73.91818493134 40.66072620869534, -73.9174181928058 40.66005119168383, -73.91707363520109 40.659745353389035, -73.91572803732365 40.65855012781238, -73.91556629581007 40.658392571801855, -73.91441247703446 40.657362418961995, -73.91402878134159 40.65700370895589, -73.91377943769317 40.656783679043066, -73.91314356256463 40.65622086360342, -73.91236458915338 40.65551356471522))","E 98th St, E New York Ave to Hegeman Ave",2018,09/30/2018 12:00:00 AM +0000,VZ Priority Geo - Accessibility,5182.88221643
"MULTILINESTRING ((-73.94887352435802 40.79671717895729, -73.94764528156975 40.79615631861799, -73.94616864212851 40.795521794564486, -73.94602913175157 40.79546149488149, -73.9459064223092 40.795417474949744, -73.94440664155029 40.79480843754392, -73.94281682149622 40.794134076668406, -73.94056279664323 40.79318791536375, -73.93819346985885 40.79218819432456, -73.93724220866821 40.7917720812846, -73.93679290171868 40.79238432019635, -73.93773611989769 40.79281580409895, -73.94010645850254 40.793817002774425, -73.94234676603558 40.79476079772648, -73.94394771046605 40.795435539629345, -73.9454460136292 40.79606681558507, -73.9455581408401 40.79611296518908, -73.94569536515314 40.79617338142347, -73.9471762296027 40.79679715243422, -73.94879165316239 40.797477128368286), (-73.94177140115211 40.80708900032016, -73.94015793841923 40.806409090233416, -73.93869430475341 40.80579102855922, -73.93854407918745 40.80572965253661, -73.93839518195573 40.80566746567814, -73.93692774529468 40.8050464087071, -73.93532612050903 40.804370471430374, -73.93308208266792 40.80342521568914), (-73.94086063276171 40.80833426798807, -73.93924780992357 40.80765492105737, -73.93777438437708 40.80703478143641, -73.93763439515062 40.80697460742928, -73.9375128156617 40.8069221496968, -73.93601638885964 40.806295726487825, -73.93439063062351 40.80563852935504, -73.93218367938063 40.80467056685665))","110th St & 111th St, 5th Ave to FDR; 126th St & 128th St, 5th Ave to 2nd Ave",2017,12/18/2017 12:00:00 AM +0000,Vision Zero - Traffic Calming,13250.9664259
"MULTILINESTRING ((-73.91826003079115 40.815375093370676, -73.91768626968717 40.816081242362216, -73.91861739786683 40.815523136688434, -73.91826003079115 40.815375093370676))",Roberto Clemente Plaza,2018,09/24/2018 12:00:00 AM +0000,VZ Priority Geo,743.304907635
"MULTILINESTRING ((-73.9940465294421 40.71427568476973, -73.99457797177402 40.71508676108672, -73.99427445670298 40.71562161347863, -73.99495472317896 40.715856471354826, -73.99486640430793 40.715630025146844, -73.99486800541115 40.715232524675514, -73.99502353780406 40.71514160427716))",Forsyth Plaza,2018,01/31/2018 12:00:00 AM +0000,VZ Priority Geo,1034.77806834
"MULTILINESTRING ((-73.88315201579633 40.666181194250804, -73.88250642590637 40.66646917928988, -73.88319916852281 40.666376049996856, -73.88315201579633 40.666181194250804))",New Lots Plaza,2018,01/24/2018 12:00:00 AM +0000,VZ Priority Geo,474.909686246
"MULTILINESTRING ((-73.976205858592 40.68702540472518, -73.97551988291961 40.686756835743125, -73.97558996161052 40.687086375574516, -73.976205858592 40.68702540472518))",Fowler Square,2018,05/11/2018 12:00:00 AM +0000,VZ Priority Geo,507.804992349
"MULTILINESTRING ((-73.92956858322029 40.596820265007906, -73.92866851055886 40.59602045075722, -73.92759936744778 40.59506077920983, -73.92653305130642 40.59410431428213, -73.92547147695436 40.59314878797703, -73.92440413350435 40.59218425173491, -73.92405498752959 40.59187170201933, -73.9233217790206 40.59121191493172, -73.92230792544001 40.59030820703122, -73.92095992085038 40.589095652194665, -73.91972510818317 40.58798727815574, -73.91819087788275 40.586606853895276))","Gerritsen Ave, Ave X to S Terminus",2018,10/12/2018 12:00:00 AM +0000,Vision Zero - Accessibility,4881.72388906
"MULTILINESTRING ((-73.86286037646944 40.749461419533674, -73.86166832094875 40.74980948090097, -73.86175071544201 40.74996759180562, -73.86272633856396 40.74986793788641, -73.86286037646944 40.749461419533674))",Corona Plaza,2018,06/19/2018 12:00:00 AM +0000,VZ Priority Geo,841.19821235
"MULTILINESTRING ((-73.89240906614846 40.74713532866589, -73.89232090527291 40.74675274690884, -73.89157103724223 40.74678532706799, -73.89240906614846 40.74713532866589), (-73.89240906614846 40.74713532866589, -73.89150522874122 40.74723844436615))",Diversity Plaza,2018,09/17/2018 12:00:00 AM +0000,VZ Priority Geo,867.784743887
"MULTILINESTRING ((-73.97745722023035 40.68405228631166, -73.97661363732132 40.68288758767299), (-73.97745722023035 40.68405228631166, -73.97709796793168 40.683869780253346, -73.97682268112555 40.68375383799375, -73.97653928830526 40.68364905078945, -73.97624898277456 40.683555878089386, -73.97595299688062 40.68347469831511), (-73.97745722023035 40.68405228631166, -73.97804268713907 40.68488631138759, -73.97838862490595 40.68442334165939), (-73.97838862490595 40.68442334165939, -73.97842970667728 40.68435561271334, -73.97878238392096 40.68377416241559), (-73.97838862490595 40.68442334165939, -73.97745722023035 40.68405228631166))",Atlantic Ave and Flatbush Ave,2018,06/08/2018 12:00:00 AM +0000,VZ Priority Geo - Accessibility,2044.26294487
"MULTILINESTRING ((-73.90870859224843 40.82406663521052, -73.90839715329865 40.82478462390855, -73.90821187481698 40.825313662056054, -73.90793098832782 40.825995545776, -73.90780270137712 40.82632683475178, -73.90773918019788 40.826492187016434, -73.90764720217601 40.82669549036164, -73.90722757019815 40.827783240471376, -73.90703121166305 40.82827955255521, -73.90657083639289 40.82945221988243, -73.90583976446973 40.831058982270065, -73.90505131038886 40.832707628436914, -73.90422175242308 40.83391656813903, -73.90352109015568 40.83501003107535, -73.90290595719794 40.83592701967985, -73.90196742588374 40.83717133025866, -73.90117493575694 40.83819811778061, -73.90010638100817 40.83967578136543, -73.89917365519314 40.84096941158304, -73.8989820786897 40.84123498774265, -73.89880359336435 40.84150613200547, -73.89863858081861 40.84178227745589, -73.89848739661743 40.84206283644142, -73.89835035367365 40.84234720956285, -73.8976115733626 40.843810424277464, -73.89751787015582 40.843997247442, -73.89742670185483 40.8441777693266, -73.89683728657234 40.84536203238841, -73.89617713076471 40.84665832011537))","Third Ave, Tremont Ave to E 163rd St",2018,11/15/2017 12:00:00 AM +0000,VZ Priority Geo - Accessibility,8964.42661344
"MULTILINESTRING ((-73.9224975086064 40.60980908023938, -73.9224493841881 40.60976588577239, -73.9207095224828 40.60820406645553))","Flatbush Ave, Ave U and  Ave V",2018,03/30/2018 12:00:00 AM +0000,VZ Priority Geo - Accessibility,767.068412823
"MULTILINESTRING ((-73.93104478916801 40.813588441810786, -73.9305696495893 40.81337329796088, -73.93039605135628 40.81330374782188, -73.93027311783025 40.81324843612213, -73.93020618460504 40.81321763552821, -73.92988005384525 40.8130403728097, -73.9296063955265 40.81282868727319, -73.92949902293999 40.8127522954891, -73.92928855221487 40.81258853627265, -73.92894856147184 40.81233880114968, -73.92854140976006 40.81203722497568, -73.92812468422458 40.8117245643556, -73.92732764417593 40.811108242164025))","E 138th St, Major Deegan to 3rd Ave (T)",2018,05/04/2018 12:00:00 AM +0000,VZ Priority Geo - Accessibility,1377.08833863
"MULTILINESTRING ((-73.78279772822371 40.77666603671333, -73.78291638471062 40.776819984650324, -73.78291642006887 40.77682003964777, -73.78291645424548 40.776820093742465, -73.78301866980115 40.77698476262678, -73.78301873933641 40.776984871718874, -73.78301879818402 40.77698498889536, -73.78310238446751 40.77715902479383, -73.78316535878471 40.7773404771238, -73.78316540685141 40.777340631200666, -73.78316544189055 40.77734078435247, -73.78320624784604 40.77752737374235, -73.7832062816421 40.7775275449019, -73.78320629408628 40.77752772502627, -73.78322401310952 40.777717368704465, -73.7832182413257 40.777907436447194, -73.78321824068074 40.777907634557074, -73.78321820449787 40.777907832600114, -73.78318921114587 40.7780956134903, -73.78318917495986 40.77809581243384, -73.78318911502613 40.77809602844227, -73.78313763859013 40.77827949951751, -73.78306508409779 40.778456402225565, -73.78306503639372 40.77845650029082, -73.78306497683772 40.77845660013472, -73.78297320246759 40.77862485776975, -73.78286432982948 40.77878299745651, -73.78261608918677 40.77887803698067, -73.78235619793755 40.77895722309022, -73.78208733364977 40.77901941712878, -73.78181245001662 40.77906382227644, -73.78153459294789 40.77909006875408, -73.78125684153251 40.77909814977783, -73.78117036376102 40.779127009763734, -73.78117018586099 40.779127072461236, -73.78117000787219 40.77912716217374, -73.78108914087608 40.77916849484056, -73.78108903408562 40.77916854776749, -73.7810889390792 40.7791686196274, -73.78101813850206 40.77922125559372, -73.78101794849186 40.779221398412936, -73.78101779395516 40.77922156111065, -73.78096092956699 40.779283101601415, -73.78096078809635 40.779283253517846, -73.78096069160584 40.77928341632581, -73.7809200861172 40.779350732020376, -73.78092002655718 40.779350831863184, -73.78091999190688 40.77935092184779, -73.78089644942071 40.7794205041241, -73.78052452767999 40.779867815539276, -73.77937049636839 40.780323040359136, -73.7781659021098 40.78141021334617, -73.7765235055518 40.782447230056896))",211th St and 23rd Ave,2018,05/10/2018 12:00:00 AM +0000,Vision Zero - Accessibility,3099.96599344
"MULTILINESTRING ((-73.8946932631273 40.85942628263299, -73.8938102613084 40.85898656505168, -73.89394893159827 40.85877969674715, -73.89299354346221 40.858386119492515))","E 187th St, Marion Ave to Park Ave",2018,08/14/2018 12:00:00 AM +0000,,677.353408707
"MULTILINESTRING ((-73.81530239638623 40.5838709467702, -73.81539758239335 40.58384669549942, -73.81567316404262 40.58377646469201, -73.81594514428319 40.58370561419692))",Shore Front Parkway and 95th St,2018,05/07/2018 12:00:00 AM +0000,Vision Zero - Accessibility,188.420834722
"MULTILINESTRING ((-74.00257298605544 40.73337194161574, -74.00165395577096 40.73370592990611), (-74.00120475952991 40.73384309185941, -74.00282971765672 40.73362387973907))",Waverly and Christopher,2018,07/13/2018 12:00:00 AM +0000,VZ Priority Geo - Accessibility,739.644138508
"MULTILINESTRING ((-73.99865586635747 40.597268561879275, -73.99798865310612 40.596744925300065, -73.99738547066748 40.59618337429318, -73.99674706896633 40.59564312546402, -73.9966945120968 40.595599205474315, -73.99639125711965 40.595345798277364, -73.99611613120774 40.59511588586532, -73.99587724939822 40.59491413344087, -73.99549868221554 40.59459440665008, -73.9953082959138 40.59442758619992, -73.99483984013432 40.594031164997396, -73.99454387376326 40.59380926250686, -73.99423940917083 40.59360696860872, -73.99364168256635 40.59299911477812, -73.99310772322227 40.59233506541119, -73.99257737672498 40.59167757856642, -73.99206948186608 40.59104733160614, -73.9915393446876 40.590390902520106))","Cropsey Ave, Bay Pkwy to 26th Ave",2018,09/25/2018 12:00:00 AM +0000,Vision Zero - Accessibility,3205.65306336
"MULTILINESTRING ((-73.976205858592 40.68702540472518, -73.97551988291961 40.686756835743125, -73.97443995757784 40.6863096940231, -73.97343278503409 40.68590979360664, -73.97322749973888 40.68577802428247, -73.97292529317883 40.68570067688819, -73.97231249473417 40.68545823433777, -73.97122300111543 40.68502049742796, -73.97016931048482 40.684601445125764, -73.96906202102508 40.68415736147963, -73.96872633838235 40.68402572636166, -73.96796054679855 40.68372681249971, -73.9668896211995 40.68348273118408, -73.96586471738689 40.683267226864395, -73.96477852663557 40.68303971782786, -73.96366357791028 40.682806633279796, -73.96261158354051 40.682587426309745, -73.96161014941565 40.682375142542156))","Fulton St, Lafayette Ave to Grand Ave",2018,06/21/2018 12:00:00 AM +0000,VZ Priority Geo - Accessibility,4415.15746681
"MULTILINESTRING ((-73.89827216866064 40.889457943229566, -73.89787887560901 40.89027610154793, -73.89772884635653 40.89058676416746, -73.89731936199095 40.89161586012367, -73.89728112588395 40.89171068415192, -73.8970576337736 40.892140456976826, -73.89675789984551 40.892645443551984, -73.89643170859966 40.893655279736976, -73.89670747158125 40.89580502869893, -73.89699492793304 40.89787872442885, -73.89709149146108 40.898593317025615, -73.89715717228137 40.899371826222534, -73.89713947416568 40.89961943460873, -73.89707329263015 40.90008389037347, -73.89704651320383 40.90022470310919, -73.89703363616658 40.900278620716406, -73.89702895222472 40.90031520320682, -73.89697054161476 40.900611167215644, -73.89687844515962 40.90104057983268, -73.8966100234861 40.90220351276763, -73.89640895891446 40.902961107571855, -73.89635786103004 40.903200131106, -73.89641133627697 40.90450452041032, -73.89643503470546 40.90509299851183, -73.89649229414603 40.906339651726896, -73.89654653440418 40.90750665420225, -73.89659583701464 40.9096276592147, -73.89660613599003 40.910202248267034, -73.89663333952306 40.91141737440136))","Broadway, W 240th St to Caryl Ave",2018,09/21/2018 12:00:00 AM +0000,Vision Zero - Accessibility,8115.36108193
"MULTILINESTRING ((-74.00013109236026 40.70791326706474, -74.00048607903666 40.70834741153756, -74.00086011092458 40.70879094708063, -74.00164094247933 40.70954193776954, -74.0021095272072 40.70989391285134, -74.00256513462466 40.71023612476143, -74.00308193086124 40.71062428629954, -74.0031563338635 40.710672974904696, -74.00338054978128 40.7108261634408, -74.00343203083398 40.71087981435193, -74.00355036496468 40.710973166718595, -74.0036145420991 40.711008347678344, -74.00385278372455 40.71114209281895, -74.00391102147452 40.7111747884015, -74.00425246227083 40.711389340995105, -74.00443160462633 40.711513064414646), (-74.00443160462633 40.711513064414646, -74.0041814403115 40.711687142497, -74.00407604655156 40.71173927684225, -74.00401858459577 40.71180542137398, -74.00397125920207 40.71182237062778, -74.00390287095041 40.71183588963224, -74.00376963145068 40.711880712489794, -74.00310887119761 40.71227596636406, -74.00270820756789 40.71259701753113, -74.00089111259393 40.71301509897124, -73.99853552121992 40.713445897344286, -73.99803326604001 40.71373420630311), (-74.00443160462633 40.711513064414646, -74.00499163890825 40.71188096315675, -74.00505160558028 40.711928120285904, -74.0052068880864 40.71199017656356, -74.00536486307693 40.7120067603186, -74.00552171064756 40.71198423383156, -74.00574070296389 40.71194143625444, -74.00590939068307 40.711948183349925, -74.00607752408504 40.711962353137075))","Park Row, Frankfort St to Chatham Sq",2018,06/15/2018 12:00:00 AM +0000,Vision Zero - Bicycle Network Development,4305.96662363
"MULTILINESTRING ((-73.80228555044455 40.70273797312503, -73.80189697873821 40.701968860290506), (-73.80020147381406 40.70334128483387, -73.79991981900648 40.70247354737944))",Parsons Blvd and 153rd St,2018,05/17/2018 12:00:00 AM +0000,VZ Priority Geo - Accessibility,625.855102539
"MULTILINESTRING ((-73.9534847213225 40.71407020757038, -73.95325272954923 40.7140656290571, -73.95316497586975 40.71406509810888, -73.95303149425321 40.71406284648137, -73.95291049794085 40.71406098702631, -73.95177587629276 40.715021560158505, -73.95143500708573 40.71528452800797, -73.9503180923389 40.716107000843934, -73.94975932754016 40.71648058720225, -73.94899702304426 40.71696786031074, -73.94824811906244 40.71742168041607, -73.94760064092226 40.717836297602375, -73.94672254756395 40.71839170745258, -73.94631885746034 40.71862238369909, -73.94535755222866 40.71923235118704), (-73.9534847213225 40.71407020757038, -73.95335294574886 40.71418365460088, -73.95275381372298 40.71473599054444, -73.95210878539919 40.715258893579474, -73.95182429554241 40.71547596898777, -73.95114433702098 40.71603452116594, -73.94984825700348 40.716899806301655, -73.94904281622703 40.7174285185768, -73.94866397479174 40.71768277141106, -73.94832167508635 40.7178645123139, -73.94721341835978 40.718560985416936, -73.94679211627893 40.71882160710512, -73.94560358921574 40.71956728630694), (-73.9562691949948 40.71415837833946, -73.95599388126266 40.71409198684734, -73.9553294010933 40.714072676124296, -73.95465594776168 40.71407497929014, -73.9543390412634 40.71407170224419, -73.9534847213225 40.71407020757038), (-73.95755915978724 40.71449889389256, -73.9562691949948 40.71415837833946), (-73.95703196041306 40.71464121311804, -73.9562691949948 40.71415837833946))","Meeker Ave and Metropolitan Ave, Phase 2",2018,08/09/2018 12:00:00 AM +0000,Vision Zero - Accessibility,7381.30036839
"MULTILINESTRING ((-73.98913191473136 40.606456136984015, -73.9885045642012 40.60632944458753, -73.98702465164068 40.60603057497956, -73.98597299686654 40.60587677740559, -73.98500620362677 40.605731617311875, -73.98403532528307 40.60559627230789, -73.9830655629987 40.605497031989955, -73.98210030909635 40.60537908845699, -73.98113341212752 40.60527996645716, -73.98060324751863 40.60522771097673, -73.9801712814072 40.605178801964726, -73.97912671837972 40.60506865428288, -73.97808021296046 40.60491846853853, -73.9771060521409 40.60477635637171, -73.97613313778142 40.60463606336283, -73.97516680887433 40.60452043963971, -73.97489468021574 40.60449186098994, -73.97409425519484 40.60439814975058, -73.97314233746222 40.60429355354851, -73.97217742832986 40.60419471145764, -73.97099040613472 40.604321868843016, -73.97002128073977 40.6044436678794, -73.96909473981803 40.604550314418375, -73.9687654095771 40.604558231029024, -73.96821942240719 40.60493705609068, -73.96721710753452 40.60558415162963, -73.9669624876039 40.605674184936134, -73.96672676481289 40.6057543984571, -73.96564533035638 40.60612238471056, -73.96461753311019 40.606478426478894, -73.96372414584991 40.606758121094764, -73.96288529023613 40.60702034635578, -73.96188567970617 40.60733630045516, -73.96090977373903 40.60769310158163, -73.96003672629456 40.608030208798034, -73.95915730314285 40.60838352550365, -73.95828056997244 40.60874735363932, -73.95779741106097 40.60895744093657, -73.95740601244366 40.60913090721186, -73.9565018882079 40.60953951345285, -73.95559726063692 40.60994207888081, -73.9546955941022 40.61026605974122, -73.9535433566335 40.610653733563815, -73.95297631080703 40.61086853309043, -73.95258094774402 40.61107517450841, -73.95241525168052 40.611140493791915, -73.95185720910308 40.61125727786814, -73.95165176742854 40.61124565505772, -73.95150680191634 40.61134036125947, -73.95121552036287 40.61140506383553, -73.95091169734683 40.61153092463062, -73.95077792969458 40.61163545577884, -73.9499629670012 40.612315727837114, -73.94911970205392 40.61305321688284, -73.94824834380516 40.61363535795064, -73.94762782237854 40.61408004153105, -73.9474260878848 40.61422460015423, -73.94657366823965 40.61478913104339, -73.94573691944635 40.615363407522345, -73.9448277094102 40.616046208138826, -73.9439577949009 40.616816309084264, -73.94346962113818 40.617385001152584, -73.9431934899589 40.61767858792205, -73.94310277115102 40.61778532681904, -73.94241655830406 40.6185926982682, -73.9417770862418 40.61929988650367, -73.94152130883391 40.619627448954205), (-73.94152130883391 40.619627448954205, -73.94159001289245 40.619774013006484, -73.9415941220047 40.61983747838806, -73.9415898851608 40.61991997923711, -73.94172642993058 40.620022989751945, -73.94143141743402 40.62017375448135, -73.94133974046848 40.62024351789834, -73.94121892411287 40.6203005735076, -73.94108564151868 40.62032589095636, -73.94092321522986 40.62034484640814), (-73.94152130883391 40.619627448954205, -73.94136618061596 40.61961696712116, -73.94123065168627 40.61963555850484, -73.94112257306455 40.6196933436452, -73.94102539086845 40.61976397569911, -73.94094282952554 40.61984543043582, -73.94091110159958 40.619916459809566, -73.94086520400965 40.62001797801814, -73.9408484537594 40.62012268464351, -73.9408733353851 40.62024010552378, -73.94092321522986 40.62034484640814), (-73.94092321522986 40.62034484640814, -73.94075948522294 40.62057429675185, -73.9399903697588 40.62116320031099, -73.93911908459607 40.62156543697196, -73.93822861560558 40.62185831551303, -73.93750855145551 40.62209435800776, -73.93663611331667 40.62240150725427, -73.9359372023294 40.62283807944759, -73.93561081214797 40.62357074960718, -73.93546406351575 40.623874241736885, -73.93486018611819 40.62443228679163, -73.93433464774213 40.624882779260425, -73.93344253443703 40.62565567803964))","Kings Hwy, Bay Pkwy to Ave K",2018,11/02/2018 12:00:00 AM +0000,VZ Priority Geo - Accessibility,19053.8318508
"MULTILINESTRING ((-73.84156378079034 40.70110059872822, -73.83947815202633 40.702690193890156, -73.83856418299634 40.70329697010833, -73.83696237790092 40.70421245150274, -73.83733095611373 40.704854976691614, -73.83784595148235 40.70562954029116, -73.83793637391673 40.705749147696174, -73.83793643290743 40.70574921982028, -73.83793648006495 40.705749291927695, -73.8380101088481 40.705879717802716, -73.83801013238318 40.7058797718666, -73.83801015591827 40.7058798259305, -73.8380640140698 40.7060189859345, -73.83806406107453 40.70601912107756, -73.83806408441284 40.70601925618734, -73.83809582351081 40.70616447252122, -73.83809584691483 40.70616458061568, -73.83809585848563 40.70616468869351, -73.83810401819808 40.70631302364958, -73.83808814548789 40.70646092857492, -73.83808812138386 40.70646110864355, -73.83808807361324 40.70646128867892, -73.8380487918352 40.70660539652277, -73.83804876792792 40.70660549554554, -73.83804872033211 40.70660560354012, -73.83798763380234 40.70674305290607, -73.83798761002623 40.706743097898254, -73.83798758625011 40.706743142890424, -73.83790724570481 40.706871190772056, -73.83790716254279 40.706871325731875, -73.83790705571404 40.70687146065836, -73.83781050696707 40.70698817520488, -73.83714703000312 40.70795704568002))",Park Lane S and 115th St,2018,10/26/2018 12:00:00 AM +0000,Accessibility - Traffic Calming,3205.56706954
"MULTILINESTRING ((-73.88079155292435 40.85712750807802, -73.87935792972274 40.85630043828568, -73.87861891208982 40.855857575794246, -73.87838917532005 40.85574001780822, -73.87814827898065 40.855635542525114, -73.87792770252712 40.85554676489825, -73.87777368902725 40.85549916663293, -73.87764462483142 40.85547373141166, -73.87747433434066 40.85544015865003), (-73.88079155292435 40.85712750807802, -73.88088225101254 40.85750954516561, -73.88094184952129 40.85769449555939, -73.88094193210755 40.85769473877727, -73.88094199095724 40.85769499097557, -73.88098293821051 40.857883992313845, -73.88100464352306 40.85807565725051, -73.88100679001498 40.85826802239876, -73.88098942805179 40.858459358868664, -73.88096586203565 40.85854520539528, -73.88103636718498 40.858541279934606, -73.88166161223718 40.85778072870976, -73.88176440016508 40.857576638689395, -73.88179096593065 40.85752387911085), (-73.88179096593065 40.85752387911085, -73.88079155292435 40.85712750807802), (-73.88434549860499 40.85819269659754, -73.88427737131542 40.858179985388304, -73.88351107699076 40.85803049811099, -73.88262783164595 40.857793854339285, -73.88179096593065 40.85752387911085))",E Fordham Rd and Southern Blvd (H),2018,12/08/2018 12:00:00 AM +0000,VZ Priority Geo - Accessibility,3142.48154332
"MULTILINESTRING ((-74.13040043843583 40.58275896781103, -74.13054974404703 40.58290274713781, -74.1307161009387 40.58303787984441, -74.13071617191305 40.58303793379514, -74.13089827756357 40.58316273731037, -74.1310944163095 40.583275683525876, -74.13130248308147 40.58337545730833, -74.13152016073808 40.583461037348904, -74.13174481376771 40.583531696289796, -74.13174492014245 40.583531732188824, -74.13174502649943 40.5835317590826, -74.13197419735306 40.58358718452187, -74.13219503185542 40.58361390226373, -74.13241435346625 40.58365789248819, -74.13241457797483 40.583657937255694, -74.1324147788764 40.583657990155125, -74.13262919899513 40.58371923967174, -74.13262939989883 40.58371929347131, -74.13262957601611 40.583719356304755, -74.1328359732662 40.583797409482166, -74.13303096865441 40.58389117163641, -74.13303106323676 40.583891216553134, -74.13321145247782 40.583998971454754, -74.13321158375005 40.583999053250295, -74.13321170086455 40.58399914316699, -74.1333751177744 40.58411893949238, -74.13337523607049 40.584119029407525, -74.13337534257113 40.5841191274411, -74.13352014108078 40.5842488428376, -74.13360212341074 40.584365680665606, -74.1336021826294 40.58436576074345, -74.13360221822654 40.58436584174928, -74.13366469591347 40.584492589970864, -74.1336647433585 40.58449268897337, -74.13366477902967 40.58449280690061, -74.13370499407189 40.58462657717195, -74.13370501787561 40.584626667196716, -74.13370502986761 40.58462675723521, -74.13372127573068 40.58476420341498, -74.13371308027779 40.58490143579609, -74.13371308040398 40.584901498832686, -74.1337130686986 40.58490155197722, -74.13368132549795 40.58503481252597, -74.13368130205464 40.58503490260568, -74.13368126679954 40.58503499269914, -74.13362801167443 40.585161128993214, -74.13357037714567 40.58527045575696, -74.1335703406551 40.58527051883608, -74.13357031715752 40.58527058190013, -74.13352949589185 40.58538898529401, -74.13352948418805 40.585389039339084, -74.13350840249704 40.585514371831536, -74.13350934594565 40.585643605915585, -74.13350934605187 40.58564365904644, -74.13350935797179 40.58564371306406, -74.13353350088975 40.585773351538094, -74.13353352472966 40.58577345957334, -74.13353356036347 40.58577355858962, -74.13358090769344 40.585900099293546, -74.13358093140738 40.58590014429221, -74.13365011765607 40.58601996957777, -74.13365020062633 40.58602011266469, -74.1336503072043 40.58602024761938, -74.1337388339539 40.586130270655865, -74.1337388694782 40.58613031474021, -74.13373891679825 40.58613035070612, -74.13384342478545 40.58622822409286, -74.13384353131 40.586228332031716, -74.1338436732525 40.58622843092407, -74.13396011937076 40.5863124582407, -74.13396024950339 40.58631255804718, -74.1339604032203 40.58631263801466, -74.13408494744964 40.58638228339162, -74.13864458580348 40.58906080406532))","Rockland Ave, Brielle Ave to Manor Rd",2018,05/21/2018 12:00:00 AM +0000,Vision Zero - Accessibility,3496.82636403
"MULTILINESTRING ((-73.92130049672122 40.63032400301674, -73.92041799881456 40.63090438394226), (-73.92041799881456 40.63090438394226, -73.91954260597673 40.631471003099186, -73.91860649664473 40.6320904150976), (-73.92136605966232 40.63092726016601, -73.920621114132 40.63097245956245, -73.92041799881456 40.63090438394226), (-73.91860649664473 40.6320904150976, -73.91704308614068 40.633076914751676, -73.9162238664427 40.633605358028746), (-73.91970367740896 40.632954442688764, -73.91860649664473 40.6320904150976))",Kings Highway/Flatlands Ave,2018,08/24/2018 12:00:00 AM +0000,VZ Priority Geo - Accessibility,2554.97796772
"MULTILINESTRING ((-73.84196149553469 40.888455967599235, -73.84260758895411 40.8901630747106, -73.84274360902363 40.890519330505214, -73.84365504260046 40.89290632611402, -73.84462166771377 40.89542863072059, -73.84510464559844 40.896689879459096, -73.84607999625233 40.89924821903098, -73.84671667579028 40.900836792068596, -73.84692818848747 40.901575271130476, -73.84698550723314 40.901657958471596, -73.8470532781408 40.90174280278338, -73.84705333725526 40.90174290101454, -73.84705340825641 40.90174299115706, -73.84713864361797 40.90184677683264, -73.84713872646466 40.901846876896094, -73.84713882120222 40.901846967069986, -73.84724044200415 40.90194248089914, -73.84724052489666 40.90194256115196, -73.84724061967589 40.90194263331613, -73.84735639956372 40.902027774183495, -73.84735645880089 40.90202781928604, -73.8473565417743 40.90202786441998, -73.8474836717211 40.9021010077005, -73.8474837428472 40.90210104381384, -73.84761904457555 40.90216113170883, -73.84809829965018 40.90237647478888, -73.849550096618 40.90304495937504, -73.84985964810372 40.903180831204104, -73.85033915122166 40.903482242531624, -73.85138287129492 40.90389083474342, -73.85215641783691 40.904245475010434, -73.85292356294555 40.90460039906545))","Baychester Ave, E 241st St, E 233rd St to Carpenter Ave",2018,07/31/2018 12:00:00 AM +0000,VZ Priority Geo - Accessibility,6982.9936488
"MULTILINESTRING ((-73.77582076077265 40.70537390508261, -73.77559218774222 40.70532930746888, -73.7750746230297 40.705239983825656, -73.77418062754427 40.70508686594678))",Liberty Ave and 183rd St to Dunkirk St,2018,06/26/2018 12:00:00 AM +0000,Accessibility - Traffic Network Changes,466.635491883
