the_geom,Proj_Name,SIP_YR,DateComplt,SIP_Proj_T,Shape_Leng
"MULTILINESTRING ((-73.97090655225793 40.67273803566547, -73.97095593685573 40.67280420088868, -73.97106145126321 40.67295886754371, -73.9710615351989 40.67295895671581, -73.97106160494126 40.67295904678486, -73.97118925369567 40.67313547172871, -73.97118931279766 40.673135552789894, -73.97118936007226 40.67313563384808, -73.97129539618582 40.67331998679422, -73.97129553801 40.673320230869194, -73.97129564316599 40.67332048213915, -73.97137893322154 40.67351048456169, -73.9713790277524 40.673510691703676, -73.97137909980681 40.67351090874577, -73.97143919388233 40.67370450650728, -73.97146965945657 40.673902897535164, -73.97147829067733 40.674103237257135, -73.97146489900832 40.674303418426085, -73.9714297347058 40.67450136090688, -73.9713805010927 40.67465538175828, -73.97131739320177 40.674807021768295, -73.97124074495271 40.674955201280326, -73.97115111261648 40.67509889111841, -73.97104919202549 40.6752371125679, -73.97095473648723 40.67531611794983, -73.97084041358093 40.675386968560204, -73.97070801103692 40.675445675514226, -73.97056111432683 40.67548857457156, -73.97040486865839 40.67551293844051, -73.97024548793021 40.67551737289213, -73.97008942661711 40.675502123631034, -73.96994256369179 40.67546890048347, -73.9698094752941 40.67542063406009, -73.96969317596829 40.675360854320566, -73.96954563882957 40.67527700444029, -73.96954556669657 40.67527696840059, -73.96940822006854 40.67518167549539, -73.96940813729898 40.67518162144249, -73.96928310733954 40.67507596673409, -73.96917236976596 40.674961454651694, -73.9691723343036 40.67496140961644, -73.96917229765849 40.674961364580874, -73.96907738922452 40.674839760587645, -73.96907735494467 40.67483971645318, -73.96907731948244 40.67483967141792, -73.96899918550947 40.674712775937, -73.9689142732255 40.67456342062637, -73.96884437301749 40.674408855334576, -73.9687902281297 40.67425041305253, -73.96875234874796 40.674089507749464, -73.9687308996687 40.67392758031023, -73.96870819696935 40.67376062764874, -73.9687073906276 40.67359110546377, -73.96872898433928 40.67342150831958, -73.96877283597286 40.67325442964852, -73.96883809145338 40.67309234651126, -73.96892332082508 40.67293755209752))",Plaza Street: Two Way Bicycle Lane,2012,08/04/2012 12:00:00 AM +0000,Traffic Calming - Bicycle Network Dev,2361.59209362
"MULTILINESTRING ((-73.97121971998556 40.74692153967014, -73.97273792105082 40.74755799070055, -73.97359187599012 40.74791866232988, -73.97497000784848 40.74850184973263, -73.97583466836609 40.748863146365046, -73.97743505997147 40.74953989427143, -73.97894989901475 40.75017560603077, -73.97905508167153 40.75021854331937, -73.97914760751772 40.75025769519547, -73.98021965990667 40.750712559632944, -73.98067345262604 40.750905100889156, -73.98227490396656 40.75157729789344, -73.985488190975 40.752935179716005, -73.98708862669915 40.75360671422326, -73.98833572548145 40.75413029397797, -73.99117738135767 40.7553298478128), (-73.97078031850323 40.74754347182488, -73.97139209494377 40.747801728519825, -73.9722826284139 40.748177610464104, -73.97314042521357 40.748538367377286, -73.97370319671042 40.748775114240814, -73.97451592597636 40.74911701198987, -73.97538295845357 40.74948305727147, -73.97698570824969 40.75015695906002, -73.9784850346689 40.750788242384836, -73.97860724082022 40.75084248370534, -73.97870642106507 40.75088464665856, -73.98022089972898 40.75152197952534, -73.98182244341947 40.752197127428374, -73.9850436378598 40.75355414748397, -73.98686557851774 40.75431781817098, -73.98789162897884 40.75474938973988, -73.99072636359251 40.755950404577405), (-73.96706733950336 40.75262067563462, -73.96710437082305 40.752636382030154, -73.96722655096916 40.75268822294957, -73.96943102480869 40.753623508869794, -73.97167699296088 40.75456963176915, -73.97327559889924 40.75524353682219, -73.97411002443333 40.75559579884158, -73.97478564557488 40.75588525313046, -73.97488727175053 40.755923789939, -73.97498804589632 40.75596419051848, -73.97650358461016 40.75660605652082, -73.97811607124783 40.75728442835179, -73.97936295397797 40.75781201221667, -73.98134107200816 40.75864529773708, -73.98417368705124 40.75984159205438, -73.9848081407174 40.76010372523006, -73.98701514525702 40.76103736724366), (-73.97787494231345 40.753098392310626, -73.97878321350382 40.75348021545518, -73.98039560142513 40.75415480777286, -73.98362433268666 40.75551634481769, -73.98615540436049 40.75658123604892, -73.98645825475433 40.75671007219519, -73.9892972754427 40.75790663694033), (-73.97743259105931 40.753717088889175, -73.97833215223933 40.7541000295746, -73.97993647203717 40.75478254398181, -73.98316796085477 40.75614022109836, -73.98582082431463 40.757257466561676, -73.98591473052362 40.7572966032246, -73.98716300885009 40.75782334729954, -73.98884253861897 40.75853349829313), (-73.96569619803225 40.754505068750106, -73.96806568894252 40.755504204252105, -73.97031393691752 40.756453019585294, -73.97190676064638 40.757124672679225, -73.97341827203363 40.75776356239118, -73.97352419538417 40.75780844003737, -73.97362139412348 40.757848408736685, -73.97513406465393 40.758487150055515, -73.97674467530742 40.7591647372348, -73.97798851719726 40.7596895616582, -73.97997188175887 40.76052470038061, -73.98280727789141 40.761718516033284, -73.98362866795615 40.762064789587896, -73.98564677815186 40.76291487365099), (-73.96432543559354 40.75638153063058, -73.96670187555169 40.75738080321143, -73.96893510353424 40.758330091093505, -73.9705341761304 40.7590006489335, -73.97205426754067 40.759639216362686, -73.97215595562102 40.759681239626595, -73.97226011688488 40.759725426408444, -73.97376587706289 40.76036416403529, -73.97537360767849 40.761039906390344, -73.97860169541009 40.76239607157265, -73.98143352012805 40.763594359520155, -73.98246970780883 40.7640334636029, -73.98428230166094 40.76479181451898), (-73.96623906594797 40.75800824036766, -73.9684797952433 40.75895012712789, -73.9700810091289 40.7596249061429, -73.97159320748834 40.760269510025594, -73.97169609307663 40.760312660517975, -73.97179693974249 40.7603551260355, -73.97330887008175 40.760988865179854, -73.97491476142777 40.76166727083661, -73.97813931702815 40.76302401449354, -73.98098064791802 40.76422265745339, -73.98221563063282 40.76473425998736, -73.98382185671416 40.76541847455091))",Midtown Crosstown,2012,09/25/2012 12:00:00 AM +0000,Traffic Calming - Bicycle Network Dev,44402.2828614
"MULTILINESTRING ((-74.14215899537206 40.63912048904639, -74.14329347074667 40.638658230011934, -74.14354943869658 40.63853788946837, -74.1435999826601 40.63851412557743, -74.14365267818197 40.63848492704035, -74.14478228995836 40.63795378036448))",Port Richmond – Richmond Terr: Sidewalk Imp,2012,11/15/2012 12:00:00 AM +0000,Pedestrian Safety -,843.540081373
"MULTILINESTRING ((-73.91838191206493 40.669002246223, -73.91826117129966 40.668569804781306))",Legion Street,2012,08/10/2012 12:00:00 AM +0000,Traffic Network Chang - Pedestrian Safety,161.071765206
"MULTILINESTRING ((-73.84500943564544 40.7219038599178, -73.84447635938028 40.72166173210951, -73.84397815663252 40.72145464293976, -73.84289172111079 40.72096660954581))",Queens Boulevard at 71st Avenue,2012,08/17/2012 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,679.181263934
"MULTILINESTRING ((-73.92686282757634 40.85623036554137, -73.92680246159496 40.85630467179498, -73.92680242595559 40.85630472580183, -73.9268024021861 40.856304770811306, -73.92675796229217 40.856391432875434, -73.92675789097359 40.85639157690871, -73.92675785524487 40.85639171195969, -73.92673494270053 40.85648773477443, -73.9267349069519 40.85648788783519, -73.92673490677335 40.856488049923456, -73.9267376410917 40.856588726549525, -73.92673764102227 40.85658878958384, -73.92673766466297 40.85658886163813, -73.92676753865753 40.85668816873648, -73.92676756231812 40.85668822278097, -73.92682267004677 40.85677982867054, -73.92682276356288 40.856779990818225, -73.92682289505096 40.85678013498018, -73.92689842807023 40.85685905686354, -73.92689854653236 40.856859183007344, -73.92689871244467 40.85685930017628, -73.9269882813045 40.85692270642902, -73.92698832870529 40.856922742478645, -73.92698838797604 40.85692276953089, -73.92708525704093 40.85696981840761, -73.92739569760671 40.85715220150172), (-73.92841100255937 40.85660606690544, -73.92826617525468 40.856808128154995), (-73.92469199968396 40.85664199716268, -73.92467094658807 40.85681088850619, -73.92466977956448 40.8569826113635, -73.92468915338841 40.85715512204793, -73.92472918923735 40.85732628646466, -73.9247895219854 40.85749399720578, -73.92486930017112 40.857656191561084, -73.9249671727664 40.85781100459619, -73.92508143740137 40.857956787262076, -73.92518925072642 40.85802753673971, -73.9253174842527 40.8580908072527, -73.92546547851123 40.85814241102538, -73.92563075958007 40.85817795199266, -73.92580873003807 40.858193419940626, -73.92599285798077 40.858185866016576, -73.92617526929502 40.858154096505054, -73.926347755506 40.858098970645266, -73.9265029954221 40.8580234194172, -73.92663554015328 40.85793192386889, -73.92674232393321 40.85782976801195, -73.92682273614216 40.85772223741092, -73.92687811195307 40.857614006513835, -73.92691117528155 40.857508760089786, -73.92739569760671 40.85715220150172), (-73.92826617525468 40.856808128154995, -73.92823287377924 40.85716825877157, -73.92801179351453 40.85729672013406, -73.92780278266656 40.85743813768175, -73.92760774115509 40.85759145909724, -73.9274283900512 40.85775545186072, -73.92726617790234 40.85792868517732, -73.92712222133937 40.85810961097974, -73.92709951677226 40.85827552105172, -73.92705253321195 40.85844209113418, -73.92698078758025 40.858606241213785, -73.92688471013122 40.85876482880509, -73.92676563246513 40.85891478402024, -73.92662575172784 40.85905332567028, -73.92646803556076 40.85917812330126, -73.9262959491839 40.8592874140932, -73.92611328922338 40.85938011082059, -73.92592032566402 40.85950140922568, -73.9257383987331 40.859637680561875, -73.925570379586 40.85978808027156, -73.92541898572716 40.85995133057415, -73.92528662674165 40.86012579690324, -73.92517535686288 40.86030947886535, -73.92508669692613 40.86050012718263, -73.92497823935463 40.86071209697102, -73.92493484789529 40.860926498901456, -73.92490719274498 40.86109921565034, -73.92490304168983 40.86130172960109, -73.92474153399777 40.86159363803087), (-73.92739569760671 40.85715220150172, -73.92826617525468 40.856808128154995))",Fort George Ave,2012,09/25/2012 12:00:00 AM +0000,Traffic Calming - Senior Safety,4197.09649804
"MULTILINESTRING ((-73.94464834549252 40.8140095186107, -73.94419259298985 40.81463441421314, -73.94369913738548 40.81530637834618, -73.94321013996745 40.81597597328666, -73.94275496488278 40.816600989372816, -73.94253040857029 40.816906542342224, -73.94229851354571 40.81722534650146, -73.9420776548462 40.81752669509018, -73.94184273144359 40.81784721673001, -73.94161036559767 40.8181682704637, -73.94139121928728 40.818471059355936, -73.94093008107001 40.819097335568976, -73.94047706952487 40.819720597409805, -73.94002206001913 40.82034172219562, -73.93956599654915 40.82096542899876, -73.93907683316746 40.82163739205791, -73.93858547596723 40.82230983807201, -73.93812925568527 40.82293296260309, -73.93767311234674 40.82356606280617, -73.93722321057294 40.82418336083881, -73.93678723111464 40.82481125452034, -73.93630602688329 40.82543049477332, -73.93606278575123 40.825763966790895, -73.9359051719282 40.825980043267506, -73.93584446720585 40.82606470112182, -73.93539079623517 40.82668313329973))",Adam Clayton Powell Jr. Boulevard,2012,11/09/2012 12:00:00 AM +0000,Traffic Calming - High Crash Corridor,5280.91390211
"MULTILINESTRING ((-74.01405467206654 40.709077490394485, -74.01388898021254 40.709497733969165))",Washington Street,2013,05/23/2013 12:00:00 AM +0000,Pedestrian Safety - Traffic Network Chng,159.850142837
"MULTILINESTRING ((-73.96758776037026 40.75189444830553, -73.96706733950336 40.75262067563462))","1st Ave, E 47th St to E 48th St",2017,10/21/2017 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,301.326246128
"MULTILINESTRING ((-74.00791205972388 40.72369976796113, -74.00774947974878 40.72373831541228, -74.00762717673298 40.7237896625128, -74.0075372428815 40.72384408170722, -74.0074748235713 40.7238964233742), (-74.00791205972388 40.72369976796113, -74.00807835253663 40.72382686329685, -74.00830216330759 40.72397780784651), (-74.00791205972388 40.72369976796113, -74.00629841627143 40.72254950197335, -74.00623287480822 40.72312064550884, -74.00611672246872 40.72374573126744, -74.00604066345434 40.72440312502905), (-74.00830216330759 40.72397780784651, -74.00838196547633 40.72398568242106, -74.00855775064466 40.72400435415617, -74.00942474552632 40.72408852098652), (-74.00830216330759 40.72397780784651, -74.00857090911859 40.72416935438377, -74.00864380477374 40.72422131642065, -74.0093176036985 40.72470155133862, -74.01004078662874 40.725206161972345, -74.01081238189818 40.725789802072065, -74.01092277329718 40.72579415011656, -74.01102458111718 40.72579386125593), (-74.00459497119414 40.72413099218111, -74.0048301590287 40.724276513848636, -74.00604066345434 40.72440312502905), (-74.00604066345434 40.72440312502905, -74.00589476146699 40.72502589770333))",Holland Tunnel Area,2012,10/01/2012 12:00:00 AM +0000,Traffic Calming - High Crash Corridor,3569.06133351
"MULTILINESTRING ((-74.09862151422402 40.61151891213779, -74.09862553815519 40.61144320992115, -74.09864740575796 40.61136806062053, -74.09868648422308 40.61129707586152, -74.09874054497752 40.61123348861344, -74.09950157153176 40.61103556312485, -74.10000319771504 40.61089883380557, -74.10040332722795 40.610869497185575, -74.10141194408638 40.61088917964364, -74.10242676809926 40.61092618366782, -74.10340683186293 40.61095713869114, -74.1044966312086 40.61099293131463, -74.10559709610297 40.61118189879818, -74.10760348938634 40.61119542885109, -74.10872897410383 40.61128527651297, -74.10962322808251 40.6116717965473, -74.11042000117057 40.612034231495315, -74.11121292203308 40.612370190199556, -74.1129083429006 40.61270092085375))",Little Clove Road,2012,08/22/2012 12:00:00 AM +0000,Traffic Calming - High Crash Corridor,4196.89676138
"MULTILINESTRING ((-73.88908816323534 40.755170369305695, -73.888981490723 40.75458275118277, -73.88875596116232 40.75334037447976))",78th St (Northern Blvd/34th Av): Partial Closure,2012,10/04/2012 12:00:00 AM +0000,Traffic Network Chang - Pedestrian Safety,673.049213344
"MULTILINESTRING ((-73.86286037646944 40.749461419533674, -73.86177184347876 40.74977925448931, -73.86175071544201 40.74996759180562))",Corona Plaza,2012,08/27/2012 12:00:00 AM +0000,Pedestrian Safety - New Public Space,391.9369524
"MULTILINESTRING ((-73.94339597511654 40.78930877833127, -73.9429277723739 40.78994882152821, -73.94243544324775 40.790624753678955, -73.941967359401 40.79126893521458, -73.94150297006043 40.791908037841296, -73.94103496787025 40.79254666842922, -73.94056279664323 40.79318791536375, -73.94010645850254 40.793817002774425, -73.93962997078047 40.79446710444779, -73.93918824714913 40.79507190026738, -73.93873881768188 40.795683768175586, -73.93828508391066 40.79630147621683, -73.93777473250496 40.79700274526467, -73.9372806491959 40.7976789058967, -73.93682130996352 40.79830733890178, -73.93636118146107 40.79893545440809, -73.93590511486768 40.79956709123158, -73.9353735572792 40.8001624477983, -73.93491627880546 40.80079126135422, -73.93445466962001 40.80141917908163, -73.93406195424981 40.80207692284196, -73.93357644845085 40.80275218050657))","2nd Avenue, 125 St to 100 St",2012,11/02/2012 12:00:00 AM +0000,Traffic Calming - High Crash Corridor,5603.84500606
"MULTILINESTRING ((-73.99173365202044 40.66673659553241, -73.99223462330873 40.666137625331444, -73.99277080699184 40.66550728025049, -73.99289867128702 40.66538634892705, -73.9929561988333 40.665331935186934, -73.99298593244882 40.66530335462807, -73.99334826893283 40.66495497553379, -73.99392763736252 40.664399776426656, -73.99450569537032 40.663843898916205, -73.99510907619836 40.66326211169516, -73.99569722606402 40.66269515220321, -73.99627581027067 40.66214067951817, -73.99684710016685 40.661591994007686, -73.99742917741318 40.661035840585846, -73.99801317268543 40.66047193076936, -73.99859766648572 40.65991162902838, -73.99919008493505 40.659357844077014, -73.99977574157737 40.658796761841444, -74.00034389952056 40.6582304536445, -74.00092445192838 40.65766729431373, -74.00151177011925 40.65710907576451, -74.00209359188904 40.65654952151558, -74.00267697532423 40.655989162790945, -74.00325951182232 40.65542923334327, -74.00384092430072 40.65486226790854, -74.0044193032169 40.65430911354632, -74.00500319321662 40.65375682049709, -74.00557895009264 40.653199040693565, -74.00569585481581 40.65308565984796, -74.00616296082468 40.652626849253785, -74.0067506757645 40.65207041364645, -74.00733475077601 40.65151134572153, -74.00791650904976 40.650950672032884, -74.00849655759627 40.65039196762479, -74.00909014194066 40.6498215794737, -74.0096641289468 40.649269263258084, -74.01024814276994 40.64870737975201, -74.01082299712009 40.648153778869194, -74.01141117754831 40.64758983581212, -74.01199565863003 40.64702858264435, -74.01257690168673 40.64647040659514, -74.0131599221959 40.64591021921387, -74.01374194912569 40.64534925451394, -74.0143246310441 40.64478995270889, -74.01490732429711 40.644229855458015, -74.01549142777438 40.64367045743271, -74.01607041373826 40.64310864463145, -74.01665160045314 40.64254598927703, -74.01723502574579 40.64198735683089, -74.01781466973554 40.64143613324108, -74.01843070416325 40.64083732647749, -74.01902453144676 40.64026372646251, -74.01960302402085 40.6397091431095, -74.02019620561921 40.639138724915384, -74.02077210139221 40.63858326256209, -74.02098624547594 40.638366675947026, -74.02104867716767 40.63830353006936, -74.02111675659238 40.63823188132302, -74.02119338445458 40.6381623471796, -74.0213197876627 40.638048461323265, -74.02137518819637 40.63799853618467))",4th Avenue,2012,11/19/2012 12:00:00 AM +0000,Traffic Calming - Traffic Network Chng,13317.0826762
"MULTILINESTRING ((-74.01282670989387 40.7024086262474, -74.01376663371704 40.70235329828133, -74.0141490828629 40.70263137947802, -74.01442983223477 40.70315064724486, -74.01439176843407 40.70359878265598, -74.01426624985604 40.70444610858563, -74.01412632762039 40.70468119448176, -74.01406050093716 40.704850876926514, -74.01397422543026 40.70501596920555, -74.01386846018859 40.70517435495557, -74.0137446329628 40.705324097853, -74.01325396441929 40.70587051370084, -74.01330942831099 40.70570683034495, -74.01334484688934 40.70553882682951, -74.01335946222726 40.705368655483184, -74.01335309743908 40.705198576618116, -74.01332610811642 40.705030787437785, -74.01326979423425 40.704553495812455, -74.0131876445148 40.70404271706575, -74.01311348103874 40.7035871665992, -74.0129978386201 40.70309951570525))",Whitehall Street: Ped Improvements Bowling Green,2012,09/21/2012 12:00:00 AM +0000,Traffic Calming - New Public Space,2699.55065293
"MULTILINESTRING ((-73.8997593418459 40.700505232817406, -73.89917418995867 40.70067749496316))",71st Avenue (Myrtle Av/Stephen St),2012,10/04/2012 12:00:00 AM +0000,Traffic Network Chang - Pedestrian Safety,173.965214414
"MULTILINESTRING ((-74.03105991808857 40.62346289810626, -74.03055563271948 40.6233392747537, -74.02910595270887 40.622983882398024, -74.02835031631533 40.62279862709284))",86th Street (Brooklyn),2012,09/21/2012 12:00:00 AM +0000,Traffic Calming - High Crash Corridor,790.161196477
"MULTILINESTRING ((-73.87630303404174 40.70443908693364, -73.87616185757294 40.70421470752419))",Cooper Avenue & 73rd Place,2012,10/22/2012 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,90.6362589079
"MULTILINESTRING ((-73.976205858592 40.68702540472518, -73.97558996161052 40.687086375574516, -73.97461657026254 40.68719070560109, -73.97364817929137 40.68730261086272, -73.97268746123396 40.68741519418598, -73.97172665702735 40.687527994594994, -73.97076366212252 40.68763828299695, -73.9697831424288 40.68775161148002, -73.96878493239745 40.68786734919187, -73.96778749938744 40.687983690810896, -73.9668206965432 40.68808871316455, -73.96582204787971 40.688209422896826, -73.96480958039128 40.688325680205516, -73.96283558910882 40.68855479863046, -73.96000519849085 40.68888103330151))",Lafayette Avenue,2012,10/10/2012 12:00:00 AM +0000,Traffic Calming - Bicycle Network Dev,4543.59440983
"MULTILINESTRING ((-74.0037903670365 40.73189346267036, -74.00357545685279 40.73230746199659, -74.00343096055536 40.732505350367674, -74.00303209571072 40.73321509795376))",7th Ave S at Bleecker St,2012,10/12/2012 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,525.86021044
"MULTILINESTRING ((-73.97514316875123 40.680871905292, -73.97469118323278 40.680266616117216, -73.9743104825312 40.67973482303414, -73.9735088329018 40.67863912037881, -73.97305251745712 40.6779986765134, -73.97271614950459 40.67752281033711, -73.97244492581413 40.67716200852724, -73.97188596744681 40.6763946527557, -73.97142292786414 40.67575463284939, -73.97104919202549 40.6752371125679))",North Flatbush Avenue,2012,11/19/2012 12:00:00 AM +0000,Traffic Calming - High Crash Corridor,2346.11351133
"MULTILINESTRING ((-73.96983130155552 40.67499353456422, -73.9698732914205 40.674778313487685, -73.96985644425858 40.67471243640502, -73.96968027313896 40.67439537371703, -73.9695183210458 40.67407697094638, -73.96950537756459 40.674005791707636, -73.96948907406048 40.673916176231494, -73.96948472262834 40.67381811979296, -73.96949757990473 40.6736044012562, -73.96952883183626 40.67336069502929, -73.96956354942341 40.673222250018))",Grand Army Plaza East Berm,2012,11/28/2012 12:00:00 AM +0000,Traffic Calming - New Public Space,666.941156646
"MULTILINESTRING ((-73.89827216866064 40.889457943229566, -73.89787887560901 40.89027610154793, -73.89772884635653 40.89058676416746, -73.89731936199095 40.89161586012367, -73.89728112588395 40.89171068415192, -73.8970576337736 40.892140456976826, -73.89675789984551 40.892645443551984, -73.89643170859966 40.893655279736976, -73.89670747158125 40.89580502869893, -73.89699492793304 40.89787872442885, -73.89709149146108 40.898593317025615, -73.89715717228137 40.899371826222534, -73.89713947416568 40.89961943460873, -73.89707329263015 40.90008389037347, -73.89704651320383 40.90022470310919, -73.89703363616658 40.900278620716406, -73.89702895222472 40.90031520320682, -73.89697054161476 40.900611167215644, -73.89687844515962 40.90104057983268, -73.8966100234861 40.90220351276763, -73.89640895891446 40.902961107571855, -73.89635786103004 40.903200131106, -73.89641133627697 40.90450452041032, -73.89643503470546 40.90509299851183, -73.89649229414603 40.906339651726896, -73.89654653440418 40.90750665420225, -73.89659583701464 40.9096276592147, -73.89660613599003 40.910202248267034, -73.89663333952306 40.91141737440136))",Broadway (Bronx): Traffic Calming,2012,11/28/2012 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,8115.36108193
"MULTILINESTRING ((-73.97957870069926 40.6608532419169, -73.97961986654305 40.66080721481808, -73.97962004398451 40.660807007730746, -73.97962025806497 40.66080686368604, -73.97968019930218 40.660766737372434, -73.97968032940389 40.660766657249454, -73.97968049497601 40.66076659424255, -73.97975657504212 40.66073860159559, -73.97975683522667 40.6607385025846, -73.97975708356687 40.66073846660764, -73.97984198003743 40.66072745019014, -73.97984227567837 40.660727414221284, -73.97984261860134 40.660727440396386, -73.97992656353203 40.66073468712349, -73.97992670543175 40.66073469615342, -73.97992682485545 40.66073473219492, -73.98000089110745 40.66075749214115, -73.98000113823264 40.66075756422541, -73.98000138770401 40.66075769934627, -73.98006025434874 40.660790758518594, -73.98011964284991 40.66082279116213, -73.980119914787 40.66082293529174, -73.98012012876708 40.66082312443714, -73.98017186151857 40.66086761887749, -73.98017201520636 40.660867753981435, -73.98017209794548 40.66086788006801, -73.98020992346311 40.660923133264085, -73.98021005230203 40.6609233223947, -73.980210123184 40.660923556541164, -73.98022894255908 40.66098505604306, -73.98022902525575 40.6609853262122, -73.98022901453828 40.660985578354946, -73.98022716198456 40.6610478487459, -73.98022716194744 40.66104797391768, -73.98022710277579 40.66104812699531, -73.98020654528857 40.66110546023933, -73.9802064517941 40.66110571236784, -73.9802062849857 40.66110595547857, -73.98017161182676 40.66115465843863, -73.98010996197986 40.66120602225505, -73.98010985552543 40.66120611228828, -73.98010971478301 40.66120618430526, -73.98002937210552 40.661247332988694, -73.98002919469913 40.661247423009534, -73.98002899365297 40.66124747700561, -73.97993499971236 40.66127301730322, -73.97993472652631 40.66127308929688, -73.97993443088842 40.66127310725563, -73.97983501472899 40.661279897774584, -73.97983481251366 40.66127990674429, -73.97983462331702 40.66127987969563, -73.97973900750534 40.66126813817064, -73.97973885378194 40.66126812013324, -73.97973872371735 40.66126807508451, -73.97965447669839 40.66124108974885, -73.97960086099408 40.661201844754395, -73.97960069547588 40.661201727657904, -73.97960055361925 40.66120157454496, -73.97955721653558 40.66115453288038, -73.97955702739213 40.661154333832656, -73.97955689856535 40.66115410958117, -73.9795263569878 40.66110157702798, -73.97952626243817 40.66110140591302, -73.97952621636935 40.66110124381188, -73.97950974773053 40.66104600320348, -73.9795108791086 40.66100077767009, -73.97953123700995 40.660932876953915, -73.97957870069926 40.6608532419169))",Bartel Pritchard Square: Ped Safety,2012,12/06/2012 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,627.205433821
