INSPECTION_NO,INSPECTION_DATE,VIOLATIONS,WARNINGS
1091908071234,09/16/2008 07:50:00 AM,0,0
1120415143141,12/01/2015 09:25:00 AM,0,0
1032814075349,03/12/2014 10:35:00 AM,0,0
1101317061642,10/03/2017 09:55:00 AM,0,0
1020312110746,02/03/2012 12:10:00 AM,0,0
1082013134238,08/19/2013 07:50:00 AM,0,0
1011618095828,01/09/2018 08:35:00 PM,0,0
1030116113309,02/26/2016 08:10:00 AM,0,0
1060910114642,06/07/2010 06:55:00 AM,0,0
1072209124815,07/21/2009 08:05:00 AM,0,0
1091511095454,09/14/2011 08:10:00 AM,0,0
1101018080810,09/26/2018 07:45:00 AM,0,0
1111313130429,10/24/2013 05:55:00 PM,0,0
1062316095015,06/15/2016 04:40:00 PM,0,0
1062817091040,06/26/2017 03:25:00 PM,0,0
1082517081844,08/24/2017 02:55:00 PM,0,0
1022619192242,02/21/2019 04:05:00 PM,0,0
1072015103111,07/17/2015 05:45:00 PM,0,0
1121517084438,12/08/2017 06:15:00 PM,0,0
1080816125109,07/27/2016 09:25:00 AM,0,0
1020520103732,02/04/2020 05:15:00 PM,0,0
1022819093209,02/26/2019 07:25:00 AM,0,0
1103013125439,09/27/2013 09:15:00 AM,0,0
1121615083014,12/12/2015 09:20:00 AM,0,0
1080811085545,08/05/2011 09:40:00 AM,0,0
1021710073303,02/12/2010 09:40:00 AM,0,0
1121614100438,12/05/2014 09:40:00 AM,0,0
1122911113949,12/28/2011 07:55:00 AM,0,0
1061219073325,06/11/2019 07:10:00 AM,0,0
1062717115325,06/24/2017 09:20:00 AM,0,0
1121118073638,12/10/2018 03:40:00 PM,0,0
1020210072909,02/01/2010 02:40:00 PM,0,0
1102212151031,10/19/2012 08:05:00 AM,0,0
1051711105222,05/13/2011 09:30:00 AM,0,0
1051713075143,05/15/2013 07:15:00 AM,0,0
1072712101517,07/26/2012 10:15:00 AM,0,0
1022513081709,02/24/2013 11:00:00 AM,0,0
1061615155938,06/05/2015 09:55:00 AM,0,0
1081318121202,07/18/2018 03:30:00 PM,0,0
1021116082003,02/03/2016 10:45:00 AM,0,0
1042115091323,04/13/2015 05:45:00 PM,0,0
1052616132930,05/15/2016 08:45:00 AM,0,0
1080707130540,08/01/2007 09:30:00 AM,0,0
1042413125041,04/23/2013 03:30:00 PM,0,0
1022912115829,02/23/2012 12:15:00 AM,0,0
1042513095658,04/22/2013 08:20:00 AM,0,0
1120916102616,11/04/2016 09:20:00 AM,0,0
1070308063440,07/03/2008 02:55:00 AM,0,0
1082608130204,08/26/2008 10:30:00 AM,0,0
1020518085450,01/24/2018 07:35:00 AM,0,0
1110409133420,11/02/2009 08:55:00 AM,0,0
1020518061031,01/24/2018 10:15:00 AM,0,0
1020810082813,02/05/2010 07:30:00 AM,0,0
1060107060716,05/31/2007 09:30:00 AM,0,0
1052307133156,05/23/2007 09:50:00 AM,0,0
1022819092103,02/14/2019 05:00:00 PM,0,0
1033115155927,03/20/2015 07:20:00 PM,0,0
1121912134806,10/29/2012 08:00:00 AM,0,0
1013014081152,01/29/2014 03:15:00 PM,0,0
1072418092415,07/13/2018 06:55:00 PM,0,0
1020910082128,02/08/2010 05:10:00 PM,0,0
1012220095228,01/16/2020 12:40:00 AM,0,0
1041911102425,04/18/2011 07:00:00 AM,0,0
1071217094434,07/11/2017 05:30:00 PM,0,0
1080508131425,08/05/2008 10:00:00 AM,0,0
1111319081648,11/01/2019 03:35:00 PM,0,0
1071712103653,07/16/2012 08:20:00 AM,0,0
1102808062812,10/27/2008 09:10:00 AM,0,0
1040312094153,04/01/2012 06:45:00 AM,0,0
1053012101619,05/29/2012 03:30:00 PM,0,0
1020618112347,01/22/2018 08:10:00 AM,0,0
1061711081428,06/16/2011 08:00:00 AM,0,0
1101619071821,10/15/2019 09:05:00 AM,0,0
1032210073600,03/19/2010 04:40:00 PM,0,0
1050412085355,05/03/2012 05:35:00 PM,0,0
1011207075014,01/05/2007 05:00:00 PM,0,0
1122807212011,12/28/2007 03:40:00 PM,0,0
1060711121706,06/06/2011 04:05:00 PM,0,0
1082919070750,08/28/2019 09:35:00 AM,0,0
1101211092151,10/11/2011 10:35:00 AM,0,0
1051216142536,04/28/2016 05:10:00 PM,0,0
1101519071120,10/10/2019 09:00:00 AM,0,0
1070219071834,07/01/2019 08:40:00 AM,0,0
1081419062148,08/14/2019 02:40:00 AM,0,0
1102709065923,10/26/2009 04:05:00 PM,0,0
1042114103105,04/11/2014 05:25:00 PM,0,0
1042107140412,04/21/2007 02:04:00 PM,0,0
1022213135145,02/07/2013 10:45:00 PM,0,0
1063010124759,06/29/2010 07:10:00 AM,0,1
1052215092709,05/20/2015 10:20:00 AM,0,0
1012218114003,01/12/2018 07:25:00 PM,0,0
1042017123549,04/19/2017 10:10:00 AM,0,0
1051914144058,05/18/2014 09:00:00 AM,0,1
1051914144058,05/18/2014 09:00:00 AM,0,1
1061418123904,06/12/2018 10:10:00 AM,0,0
1073009075245,07/29/2009 08:55:00 AM,0,0
1100114113422,09/16/2014 04:35:00 PM,0,0
1050112094241,04/30/2012 10:25:00 AM,0,0
1042315090343,04/20/2015 08:15:00 AM,0,0
1010515105817,12/23/2014 10:25:00 AM,0,0
1080612110549,08/03/2012 08:00:00 AM,0,0
1062013105458,06/18/2013 07:45:00 AM,0,0
1042513100911,04/22/2013 08:55:00 AM,0,0
1020916082712,02/04/2016 04:15:00 PM,0,0
1110409140627,11/02/2009 09:40:00 AM,0,0
1111615140641,11/12/2015 09:20:00 AM,0,0
1042115150450,04/15/2015 01:30:00 AM,0,0
1032013081840,03/18/2013 03:50:00 PM,0,0
1040115101155,03/21/2015 07:55:00 AM,0,0
1031612114611,03/16/2012 01:10:00 AM,0,0
1040209063731,03/26/2009 08:50:00 AM,0,0
1051407064116,05/10/2007 09:30:00 AM,0,0
1053014090116,05/22/2014 09:40:00 AM,0,0
1101719071203,10/16/2019 11:05:00 AM,0,0
1091613135655,09/11/2013 12:05:00 PM,0,0
1042710092724,04/23/2010 08:45:00 AM,0,0
1041410120009,04/13/2010 08:35:00 AM,0,0
1052709060728,04/30/2009 07:25:00 AM,1,0
1052709060728,04/30/2009 07:25:00 AM,1,0
1050714130659,04/27/2014 07:55:00 AM,0,0
1072116122211,07/12/2016 07:10:00 AM,0,0
1042220071632,04/20/2020 08:00:00 AM,0,0
1012114095747,01/13/2014 11:50:00 AM,0,0
1012415150205,01/20/2015 01:20:00 AM,0,0
1041015102849,04/02/2015 04:50:00 PM,0,0
1020613093810,01/14/2013 09:10:00 AM,0,0
1102307131438,10/22/2007 09:00:00 AM,0,0
1011316085437,01/09/2016 07:40:00 AM,0,0
1123014083727,12/29/2014 12:05:00 AM,0,0
1112811105709,11/26/2011 10:05:00 AM,0,0
1122614065605,12/22/2014 10:05:00 AM,0,0
1110615112909,10/28/2015 07:15:00 PM,0,0
1042517090828,04/19/2017 03:50:00 PM,0,1
1042517090828,04/19/2017 03:50:00 PM,0,1
1100614090350,09/02/2014 07:25:00 AM,0,0
1062419075838,06/21/2019 04:05:00 PM,0,0
1060311081405,06/02/2011 11:40:00 PM,0,0
1041218084722,04/08/2018 11:55:00 AM,0,0
1022715111319,02/25/2015 08:35:00 AM,0,0
1032019130844,03/15/2019 07:40:00 PM,0,0
1120208063020,11/14/2008 10:55:00 AM,0,0
1052317085937,05/22/2017 09:40:00 AM,0,0
1061711082645,06/17/2011 01:50:00 AM,0,0
1011618083041,01/09/2018 10:35:00 AM,0,0
1020717084101,02/04/2017 11:36:00 AM,0,0
1012512154723,01/25/2012 01:20:00 AM,0,0
1120216125934,10/25/2016 04:15:00 PM,0,0
1040814111208,03/19/2014 08:00:00 AM,0,0
1060612113610,06/04/2012 11:35:00 AM,0,0
1071118081647,07/05/2018 02:55:00 AM,0,0
1101008081307,10/09/2008 11:10:00 AM,0,0
1102213094439,10/01/2013 09:10:00 AM,0,0
1030216133047,03/01/2016 04:20:00 PM,0,0
1022213085318,02/15/2013 07:25:00 AM,0,0
1071007212610,07/10/2007 03:35:00 PM,0,0
1011618092602,01/02/2018 06:25:00 PM,0,0
1122111100104,12/20/2011 03:40:00 PM,0,0
1091715115053,09/11/2015 10:55:00 AM,0,0
1112919071119,11/27/2019 05:00:00 PM,0,0
1042017112538,04/19/2017 11:15:00 AM,0,0
1033117095126,03/30/2017 10:10:00 AM,0,0
1121919092053,12/18/2019 09:10:00 AM,0,0
1081707065841,08/16/2007 05:00:00 PM,0,0
1020217082701,02/01/2017 10:45:00 AM,0,0
1041610102704,04/15/2010 09:25:00 AM,0,0
1022315140140,02/22/2015 04:00:00 PM,0,0
1010213085819,12/04/2016 09:01:00 AM,0,0
1080219102301,07/30/2019 04:45:00 PM,0,0
1120914110623,11/14/2014 08:50:00 AM,0,0
1110510092938,11/04/2010 04:45:00 PM,0,0
1102419092715,10/24/2019 12:50:00 AM,0,0
1122214123627,12/19/2014 07:50:00 AM,0,0
1050511092351,05/04/2011 10:15:00 AM,0,0
1030514101736,02/11/2014 02:00:00 PM,0,0
1102518121801,10/03/2018 05:05:00 PM,0,0
1042314091854,04/10/2014 05:40:00 PM,0,0
1042214110330,04/19/2014 08:20:00 AM,0,0
1081809065045,08/17/2009 07:30:00 AM,0,0
1101609094827,10/15/2009 09:10:00 AM,0,0
1060409071148,06/03/2009 03:55:00 PM,0,0
1073013090909,07/25/2013 10:40:00 AM,0,0
1091208060400,09/11/2008 12:00:00 PM,0,0
1101216091255,09/26/2016 11:35:00 AM,0,0
1122916064552,12/23/2016 03:45:00 AM,0,0
1101310082757,10/12/2010 09:07:00 AM,0,0
1082113112820,08/20/2013 07:30:00 AM,0,0
1033015133832,03/21/2015 05:25:00 PM,0,0
1011108065022,01/09/2008 11:35:00 AM,0,0
1092209063335,09/22/2009 03:30:00 AM,0,0
1032420081851,03/16/2020 09:10:00 AM,0,0
1120409082645,12/03/2009 03:25:00 PM,0,0
1021115130916,02/04/2015 08:35:00 AM,0,0
1101416113218,09/29/2016 11:35:00 AM,0,0
1012512110350,01/24/2012 08:40:00 AM,0,0
1062411070159,06/23/2011 04:15:00 PM,0,0
1120817103347,12/08/2017 10:31:00 AM,0,0
1102510132703,10/22/2010 07:30:00 AM,0,0
1081709071526,08/14/2009 07:40:00 AM,0,0
1120517120330,12/05/2017 01:30:00 AM,0,0
1042607231836,04/26/2007 12:25:00 PM,0,0
1090919073828,09/09/2019 01:45:00 AM,0,0
1042517095401,04/24/2017 09:30:00 AM,0,0
1042114102057,04/08/2014 08:25:00 AM,0,0
1091008212343,09/09/2008 03:25:00 PM,0,0
1020509061101,02/05/2009 02:20:00 AM,0,0
1020817072513,02/08/2017 03:15:00 AM,0,0
1110218082819,11/02/2018 02:30:00 AM,0,0
1040209001248,04/01/2009 01:15:00 AM,0,0
1060118075858,05/30/2018 02:30:00 AM,0,0
1103111161120,10/28/2011 08:10:00 AM,0,0
1071014082556,06/30/2014 07:50:00 PM,0,0
1040214123610,03/21/2014 04:30:00 PM,0,0
1071307080124,07/09/2007 01:50:00 AM,0,0
1061518070824,06/14/2018 12:30:00 AM,0,0
1021909080517,02/04/2009 04:30:00 PM,0,0
1010220080207,01/02/2020 01:55:00 AM,0,0
1062415102321,06/10/2015 09:25:00 AM,0,0
1082118103608,08/09/2018 01:30:00 AM,0,1
1082118103608,08/09/2018 01:30:00 AM,0,1
1062017073902,06/19/2017 08:25:00 AM,0,0
1090909122831,09/08/2009 09:05:00 AM,0,0
1033115105342,03/25/2015 07:25:00 AM,0,0
1082615103839,08/24/2015 11:55:00 PM,0,0
1041318091400,04/02/2018 05:20:00 PM,0,0
1022018085943,02/15/2018 09:10:00 AM,0,0
1122413075305,12/23/2013 08:30:00 AM,0,0
1091319062727,09/13/2019 03:45:00 AM,0,0
1110818071220,11/07/2018 11:40:00 PM,0,0
1050514113205,04/29/2014 07:05:00 AM,0,0
1012819123646,01/28/2019 03:40:00 AM,0,0
1120716063756,11/04/2016 12:35:00 AM,0,0
1091412094232,09/13/2012 07:05:00 AM,0,0
1073012112108,07/27/2012 05:50:00 PM,0,0
1082008090420,08/15/2008 08:35:00 AM,0,0
1110218163817,10/05/2018 02:00:00 AM,0,0
1090612141119,09/05/2012 08:10:00 AM,0,0
1091313132045,09/05/2013 09:40:00 AM,0,0
1100611114523,10/04/2011 10:00:00 AM,0,0
1042111113500,04/20/2011 07:20:00 AM,0,0
1102711100613,10/26/2011 08:30:00 AM,0,0
1013018073932,01/22/2018 07:50:00 PM,0,0
1041620074342,04/15/2020 03:30:00 PM,0,0
1110712112839,10/29/2012 07:40:00 AM,0,0
1013117084502,01/27/2017 05:00:00 PM,0,0
1121517124533,12/12/2017 10:20:00 AM,0,0
1020117062953,01/31/2017 09:40:00 AM,0,0
1110609121412,11/05/2009 07:45:00 AM,0,0
1030218080626,02/26/2018 07:00:00 AM,0,0
1101519073251,10/10/2019 10:35:00 AM,0,0
1060513083016,06/04/2013 05:00:00 PM,0,0
1100716120833,09/09/2016 05:40:00 PM,0,0
1060711122959,06/05/2011 08:35:00 AM,0,0
1080818175641,08/06/2018 03:35:00 PM,0,0
1110911091520,11/07/2011 08:10:00 AM,0,1
1110911091520,11/07/2011 08:10:00 AM,0,1
1083117130729,08/30/2017 09:35:00 PM,0,0
1100417124652,09/15/2017 12:35:00 AM,0,0
1080111092033,07/29/2011 07:55:00 AM,0,0
1082918074835,08/28/2018 05:40:00 PM,0,0
1042512100949,04/24/2012 10:00:00 AM,0,0
1101819075333,10/17/2019 10:00:00 AM,0,0
1081611093512,08/15/2011 04:40:00 PM,0,0
1052918120128,05/25/2018 09:40:00 AM,0,0
1040814091208,04/04/2014 11:45:00 AM,0,0
1121714085019,12/04/2014 05:35:00 PM,0,0
1091509125329,09/14/2009 08:20:00 AM,0,0
1100208074740,09/29/2008 09:00:00 AM,0,0
1123015121012,12/26/2015 07:55:00 AM,0,0
1080118185209,07/25/2018 04:05:00 PM,1,0
1080118185209,07/25/2018 04:05:00 PM,1,0
1070910075707,07/08/2010 05:40:00 PM,0,0
1010219140403,12/28/2018 08:30:00 AM,0,0
1060613064428,06/05/2013 08:30:00 AM,0,0
1111207235833,11/09/2007 03:30:00 AM,0,1
1111207235833,11/09/2007 03:30:00 AM,0,1
1012517130001,01/24/2017 11:05:00 PM,0,0
1013019072600,01/17/2019 09:35:00 AM,0,0
1011413121608,12/28/2012 05:35:00 PM,0,0
1111715103606,11/09/2015 01:45:00 AM,0,0
1010720111106,01/02/2020 10:00:00 AM,0,0
1051412091539,05/11/2012 05:35:00 PM,0,0
1071118090827,07/03/2018 02:45:00 AM,0,0
1042016111436,04/15/2016 02:35:00 AM,0,0
1071816113505,07/13/2016 11:00:00 PM,0,0
1013117072949,01/27/2017 03:15:00 AM,0,0
1041318092724,04/02/2018 10:10:00 AM,0,0
1041019102800,04/02/2019 01:50:00 AM,0,0
1090519064235,09/04/2019 09:50:00 AM,0,0
1080919091055,08/01/2019 12:00:00 AM,0,0
1011108070406,01/11/2008 12:30:00 AM,0,0
1030620101250,02/27/2020 09:05:00 AM,0,0
1050508060856,05/01/2008 07:46:00 AM,0,0
1022620123241,02/25/2020 12:20:00 AM,0,0
1080118190025,07/26/2018 03:35:00 PM,0,0
1061709100256,06/16/2009 02:05:00 AM,0,0
1103118084717,10/31/2018 02:55:00 AM,0,0
1060809092055,06/08/2009 03:45:00 AM,0,0
1040919133935,04/04/2019 11:15:00 PM,0,0
1072517095930,07/22/2017 06:55:00 AM,0,0
1032013082817,03/18/2013 06:05:00 PM,0,0
1080818153959,07/23/2018 06:10:00 PM,0,0
1081718091519,08/14/2018 03:45:00 PM,0,0
1042915080413,04/22/2015 10:40:00 AM,0,0
1120208061910,12/01/2008 04:50:00 PM,0,0
1083016081557,08/18/2016 03:30:00 PM,0,0
1040720122831,04/01/2020 03:25:00 PM,0,0
1071310100520,07/12/2010 08:05:00 AM,0,0
1120916090231,11/03/2016 12:05:00 PM,0,0
1022117113203,02/17/2017 08:40:00 AM,0,0
1060309105014,06/02/2009 10:30:00 AM,0,0
1021909081541,01/02/2009 02:15:00 PM,0,0
1030508130937,03/05/2008 09:00:00 PM,0,0
1081617073841,08/15/2017 06:55:00 PM,0,0
1021815092403,02/14/2015 07:10:00 PM,0,0
1121417093135,12/06/2017 10:45:00 AM,0,0
1060311113209,06/01/2011 08:40:00 AM,0,0
1111914100630,11/03/2014 12:00:00 AM,0,0
1012413094335,12/11/2012 06:00:00 PM,0,0
1012407132741,01/23/2007 05:21:00 PM,0,0
1072817075331,07/28/2017 08:35:00 AM,0,0
1081110095211,08/10/2010 03:15:00 PM,0,0
1020608110900,01/25/2008 08:55:00 AM,0,0
1102210073051,10/21/2010 09:20:00 AM,0,0
1060413081339,05/29/2013 03:35:00 PM,0,0
1102919074139,10/28/2019 05:30:00 PM,0,0
1080114122130,07/30/2014 01:45:00 PM,0,0
1050610132404,05/05/2010 03:10:00 PM,0,0
1081018102602,08/03/2018 03:25:00 AM,0,0
1070109114547,07/01/2009 01:30:00 AM,0,0
1041007062057,04/10/2007 02:41:00 AM,0,0
1042618062015,04/26/2018 01:50:00 AM,0,0
1081211091623,08/11/2011 03:45:00 PM,0,0
1072208212441,07/22/2008 06:30:00 PM,0,0
1062713130138,06/26/2013 11:40:00 AM,0,0
1120310074635,12/02/2010 07:40:00 AM,0,0
1113016071852,09/13/2016 05:15:00 PM,0,0
1030916093355,03/07/2016 02:15:00 AM,0,0
1032008075546,03/14/2008 08:02:00 AM,0,0
1033020073601,03/27/2020 04:35:00 PM,0,0
1101217094657,10/10/2017 07:40:00 AM,0,0
1020518094316,01/23/2018 10:55:00 AM,0,0
1060313100847,05/24/2013 09:00:00 AM,0,0
1062817100514,06/22/2017 11:20:00 AM,0,0
1010711090938,01/06/2011 08:35:00 AM,0,0
1092308130548,09/23/2008 07:40:00 AM,0,0
1101708104634,09/19/2008 10:31:00 AM,0,0
1041111094212,04/10/2011 10:20:00 AM,0,0
1022916141638,02/25/2016 07:20:00 AM,0,0
1112718072718,11/26/2018 08:00:00 AM,0,0
1122019073410,12/20/2019 12:45:00 AM,0,0
1110712120554,10/31/2012 10:21:00 AM,0,0
1060517060321,06/02/2017 11:25:00 AM,0,0
1121416080138,11/23/2016 07:52:00 AM,0,0
1051717080741,05/16/2017 04:40:00 PM,0,0
1110119080419,11/01/2019 02:10:00 AM,0,0
1101918123049,10/01/2018 07:35:00 AM,0,0
1020618113011,01/22/2018 03:03:00 AM,0,0
1041212110202,04/12/2012 01:25:00 AM,0,0
1081215092905,08/05/2015 03:45:00 PM,0,0
1031816084207,03/15/2016 08:10:00 AM,0,0
1110807210041,11/08/2007 03:30:00 PM,0,0
1043019183955,04/20/2019 08:15:00 AM,0,0
1022619203111,02/22/2019 10:35:00 PM,0,0
1072211074929,07/20/2011 10:10:00 AM,0,0
1011615100838,01/08/2015 07:15:00 PM,0,0
1081214160001,08/06/2014 05:25:00 PM,0,0
1020612135108,02/05/2012 10:30:00 AM,0,0
1101118065733,09/27/2018 09:30:00 AM,0,0
1110714130304,10/30/2014 09:55:00 AM,0,0
1031111082739,03/10/2011 08:25:00 AM,0,0
1020916085158,02/04/2016 11:00:00 AM,0,0
1031017080527,03/09/2017 07:05:00 AM,0,0
1120417112425,12/01/2017 08:20:00 AM,0,0
1030119173417,03/01/2019 09:40:00 AM,0,0
1020608212530,02/06/2008 04:05:00 PM,0,0
1092916101750,09/12/2016 07:45:00 AM,0,0
1042613112143,04/17/2013 09:15:00 AM,0,0
1121213122712,12/06/2013 07:45:00 AM,0,0
1022018073051,02/16/2018 02:50:00 AM,0,0
1012316093022,01/21/2016 10:35:00 AM,0,0
1022018092649,02/09/2018 04:45:00 PM,0,0
1033015104635,03/26/2015 08:15:00 AM,0,0
1051216092912,05/03/2016 07:55:00 AM,0,0
1052014111308,05/12/2014 01:20:00 AM,0,0
1020309133656,02/02/2009 05:55:00 PM,0,0
1022715125327,02/23/2015 10:30:00 PM,0,0
1101311102037,10/12/2011 05:30:00 PM,0,0
1090319062808,08/30/2019 10:55:00 AM,0,0
1063016151256,06/22/2016 04:45:00 PM,0,0
1112913064118,11/27/2013 04:40:00 PM,0,0
1123119085246,12/30/2019 06:00:00 PM,0,0
1031015091211,03/02/2015 08:30:00 AM,0,0
1072618084311,07/10/2018 07:40:00 AM,0,0
1122013080158,12/18/2013 03:40:00 PM,0,0
1112913103612,11/23/2013 08:30:00 AM,0,0
1011507131925,01/15/2007 07:01:00 AM,0,0
1122311103348,12/22/2011 11:00:00 AM,0,0
1112018081634,11/19/2018 09:35:00 AM,0,0
1011013092218,12/13/2012 09:00:00 AM,0,0
1110911094510,11/07/2011 04:40:00 PM,0,0
1053107131021,05/31/2007 10:55:00 AM,0,0
1042915080103,04/22/2015 07:20:00 AM,0,0
1082311090411,08/22/2011 07:10:00 AM,0,0
1032320083954,03/15/2020 11:10:00 AM,0,0
1051911103953,05/18/2011 08:15:00 AM,0,0
1091217083854,09/08/2017 08:55:00 AM,0,0
1102009131659,10/19/2009 10:35:00 AM,0,0
1041508235336,04/15/2008 01:05:00 AM,0,0
1080817094606,08/02/2017 06:35:00 PM,0,0
1121509075014,12/11/2009 07:15:00 AM,0,0
1082411101645,08/23/2011 09:15:00 AM,0,0
1050914140857,05/01/2014 06:05:00 PM,0,0
1042318103251,04/23/2018 02:25:00 AM,0,0
1030518062245,02/21/2018 06:40:00 PM,0,0
1042214122752,04/16/2014 03:00:00 PM,0,0
1031218121941,03/08/2018 12:30:00 AM,0,0
1022811080839,02/25/2011 08:20:00 AM,0,0
1120617094801,12/05/2017 09:35:00 AM,0,0
1071916100532,07/18/2016 01:35:00 AM,0,0
1103118085007,10/30/2018 08:00:00 PM,0,0
1120716114222,10/12/2016 06:30:00 PM,0,0
1041315122454,04/03/2015 06:55:00 AM,0,0
1052118071755,05/20/2018 07:40:00 AM,0,0
1022411083831,02/23/2011 07:25:00 AM,0,0
1121714095037,12/07/2014 09:40:00 AM,0,0
1122716123011,12/07/2016 11:05:00 AM,0,0
1013018112147,01/17/2018 08:00:00 PM,0,0
1121916112620,12/15/2016 12:40:00 PM,0,0
1010715111115,12/29/2014 09:00:00 AM,0,0
1062519080625,06/24/2019 07:00:00 AM,0,0
1063015113832,06/24/2015 08:15:00 AM,0,0
1052214134906,05/20/2014 12:50:00 AM,0,0
1052118070029,05/20/2018 12:00:00 PM,0,0
1062107121503,06/11/2007 02:50:00 PM,0,0
1010615093051,12/31/2014 08:55:00 AM,0,0
1031910081808,03/18/2010 08:25:00 AM,0,0
1083013122125,08/29/2013 10:20:00 AM,0,0
1113013072634,10/20/2013 09:50:00 AM,0,0
1101408124525,10/01/2008 05:05:00 AM,0,0
1051418062527,05/08/2018 07:20:00 PM,0,1
1051418062527,05/08/2018 07:20:00 PM,0,1
1010408205831,01/04/2008 04:30:00 PM,0,0
1043018082534,04/30/2018 12:40:00 AM,0,0
1081215110349,08/06/2015 12:35:00 AM,0,0
1110911095659,11/07/2011 06:30:00 PM,0,0
1121318070148,12/13/2018 02:25:00 AM,0,0
1040219083746,03/26/2019 03:15:00 PM,0,0
1112608062445,11/26/2008 12:10:00 AM,0,0
1031517104446,03/13/2017 09:25:00 PM,0,0
1101614114227,10/08/2014 08:55:00 AM,0,0
1011712094606,01/13/2012 09:55:00 AM,0,0
1092217102353,09/19/2017 03:19:00 PM,0,0
1063016090648,06/27/2016 08:45:00 AM,0,0
1081318080916,07/12/2018 08:00:00 AM,0,0
1060314112817,05/29/2014 10:20:00 AM,0,0
1103014131632,10/28/2014 07:10:00 PM,0,0
1041015110101,04/08/2015 11:40:00 PM,0,0
1072514140938,07/21/2014 11:10:00 AM,0,0
1061709095552,06/15/2009 07:10:00 AM,0,0
1031810101658,03/17/2010 09:30:00 AM,0,0
1043018072527,04/30/2018 12:00:00 AM,0,0
1120616063601,10/03/2016 07:45:00 AM,0,0
1070307140303,07/03/2007 10:34:00 AM,0,0
1012820090439,01/22/2020 03:40:00 PM,0,0
1120116160955,11/04/2016 08:50:00 AM,0,0
1120718062628,12/06/2018 11:16:00 AM,0,0
1100909071542,10/06/2009 09:20:00 AM,0,0
1100119085850,10/01/2019 01:45:00 AM,0,0
1111319073647,11/07/2019 10:50:00 AM,0,0
1050516093145,04/29/2016 01:25:00 AM,0,0
1022619171304,02/14/2019 05:20:00 PM,0,0
1022008213009,02/20/2008 05:00:00 PM,0,0
1121912075233,11/24/2012 10:55:00 AM,0,0
1032207132956,03/22/2007 10:11:00 AM,0,0
1052219083822,05/06/2019 09:30:00 AM,0,0
1022819101835,02/28/2019 01:55:00 AM,0,0
1030915134141,03/06/2015 09:55:00 PM,0,0
1042215102536,04/21/2015 07:25:00 AM,0,0
1040814090427,03/19/2014 08:35:00 AM,0,0
1021108063637,02/08/2008 09:45:00 AM,0,0
1092611103215,09/23/2011 08:40:00 AM,0,0
1091208132341,09/12/2008 09:10:00 AM,0,0
1081814124947,08/13/2014 10:05:00 AM,0,0
1030218091051,02/23/2018 06:10:00 AM,0,0
1070716151105,07/01/2016 12:05:00 AM,0,0
1071014130517,07/03/2014 06:40:00 PM,0,0
1030910084701,03/08/2010 05:45:00 PM,0,0
1120814110640,11/25/2014 11:20:00 AM,0,0
1020613103820,01/22/2013 05:05:00 PM,0,0
1121319102336,12/12/2019 02:55:00 PM,0,0
1062618115045,06/22/2018 07:20:00 PM,0,0
1033109055434,03/28/2009 07:15:00 AM,0,0
1050119173309,04/23/2019 03:50:00 AM,0,0
1043019193802,04/18/2019 03:30:00 PM,0,0
1012309063854,01/20/2009 03:00:00 PM,0,0
1033111073551,03/30/2011 10:35:00 AM,0,0
1081215090203,08/06/2015 03:20:00 AM,0,0
1020612141802,02/06/2012 09:50:00 AM,0,0
1122019074846,12/20/2019 01:45:00 AM,0,0
1100209133340,10/02/2009 12:15:00 AM,0,0
1082814083440,08/23/2014 07:45:00 AM,0,0
1050609075223,05/04/2009 08:10:00 AM,0,0
1022018084427,02/20/2018 09:45:00 AM,0,0
1100217113012,09/21/2017 12:20:00 PM,0,0
1012316084636,01/21/2016 09:50:00 AM,0,0
1071808211959,07/18/2008 04:00:00 PM,0,0
1041707205045,04/17/2007 03:40:00 PM,0,0
1110218195654,10/18/2018 02:35:00 AM,0,0
1080408131326,08/04/2008 07:10:00 AM,0,0
1122216124440,12/09/2016 03:50:00 PM,0,0
1020107133041,02/01/2007 10:35:00 AM,0,0
1072619122803,07/24/2019 08:45:00 AM,0,0
1072711093523,07/26/2011 08:15:00 AM,0,0
1022708130923,02/27/2008 07:15:00 AM,0,0
1012914072429,01/28/2014 07:45:00 PM,0,0
1011013075544,12/26/2012 04:35:00 PM,0,0
1020507133040,02/05/2007 07:16:00 AM,0,0
1070919071331,07/08/2019 07:01:00 AM,0,0
1121917113411,12/14/2017 07:20:00 AM,0,0
1050416104542,04/29/2016 05:30:00 PM,0,0
1020513104109,01/28/2013 11:40:00 AM,0,0
1102811103700,10/27/2011 07:20:00 AM,0,0
1121107062828,12/11/2007 12:45:00 AM,0,0
1121010073803,12/09/2010 07:50:00 AM,0,0
1080414144950,07/31/2014 08:05:00 AM,0,0
1110119065757,10/31/2019 12:45:00 AM,0,0
1101817133316,10/16/2017 06:55:00 PM,0,0
1072718130113,07/19/2018 09:10:00 AM,0,0
1031711084442,03/16/2011 04:40:00 PM,0,0
1021915075234,02/13/2015 08:45:00 PM,0,0
1050115074652,05/01/2015 10:55:00 PM,0,0
1071411121728,07/13/2011 04:50:00 PM,0,0
1082516114605,08/17/2016 09:10:00 AM,0,0
1070512093343,07/03/2012 09:15:00 AM,0,0
1071307134139,07/13/2007 08:05:00 AM,0,0
1120413083143,12/02/2013 08:40:00 AM,0,0
1071508062347,07/08/2008 10:50:00 AM,0,0
