Levy Year,School District Name,School District Code,Number of Basic Exemptions,Amount of Basic Reimbursement ,Number of Enhanced Exemptions,Amount of Enhanced Reimbursement ,Total Amount of Reimbursement ,Data Preparation Date
2015,La Fargeville,224601,570,144137,192,102467,246604,03/11/2020
2015,Carthage,226001,2360,662913,730,423964,1086877,03/11/2020
2015,Copenhagen,232201,574,154176,171,94311,248487,03/11/2020
2015,Harrisville,232401,481,235291,235,216644,451935,03/11/2020
2015,Lowville,233601,1552,342978,540,245568,588546,03/11/2020
2015,South Lewis,234001,1458,565927,578,441486,1007413,03/11/2020
2015,Beaver River,234401,1214,392819,405,272407,665226,03/11/2020
2015,Avon,242001,1262,942810,386,582111,1524921,03/11/2020
2015,Caledonia-Mumford,242201,1252,729999,434,518149,1248148,03/11/2020
2015,Geneseo,242601,1327,646376,391,404100,1050476,03/11/2020
2015,Livonia,243401,2460,1512217,710,896326,2408543,03/11/2020
2015,Mount Morris,243601,578,451028,235,355807,806835,03/11/2020
2015,Dansville,243801,1993,1001354,773,762245,1763599,03/11/2020
2015,Dalton-Nunda,244001,1031,619094,419,473844,1092938,03/11/2020
2015,York,245201,1082,681702,369,462568,1144270,03/11/2020
2015,Oneida,251200,2643,1631690,1046,1350092,2981782,03/11/2020
2015,Brookfield,252009,277,121256,101,86589,207845,03/11/2020
2015,Cazenovia,252201,2138,1047142,603,628334,1675476,03/11/2020
2015,De Ruyter,252401,506,268870,185,199385,468255,03/11/2020
2015,Morrisville-Eaton,252601,946,442583,301,277967,720550,03/11/2020
2015,Hamilton,253201,870,436669,264,279222,715891,03/11/2020
2015,Canastota,253601,1815,1215508,769,1058352,2273860,03/11/2020
2015,Madison,254001,567,330456,224,262478,592934,03/11/2020
2015,Stockbridge Valley,254601,589,334414,184,212458,546872,03/11/2020
2015,Chittenango,254801,2991,2027175,1023,1378692,3405867,03/11/2020
2015,Rochester,261400,21644,8781239,4695,3325546,12106785,03/11/2020
2015,Brighton,262001,4884,3795690,1011,1646941,5442631,03/11/2020
2015,Gates-Chili,262601,7446,5715460,2983,4657394,10372854,03/11/2020
2015,Greece,262801,17050,11924705,5845,8674449,20599154,03/11/2020
2015,East Irondequoit,263401,6252,5360431,2280,4110583,9471014,03/11/2020
2015,West Irondequoit,263403,5927,4833718,1944,3426974,8260692,03/11/2020
2015,Honeoye Falls-Lima,263601,3102,2168136,664,982832,3150968,03/11/2020
2015,Spencerport,263801,5151,3683599,1567,2387466,6071065,03/11/2020
2015,Hilton,264001,6217,4295822,1950,2847967,7143789,03/11/2020
2015,Penfield,264201,7510,5695601,1976,3167829,8863430,03/11/2020
2015,Fairport,264401,9204,6039927,2713,3756517,9796444,03/11/2020
2015,East Rochester,264413,1634,1243671,679,993236,2236907,03/11/2020
2015,Pittsford,264601,7727,5839955,1341,2172716,8012671,03/11/2020
2015,Churchville-Chili,264801,5681,3977004,1694,2481280,6458284,03/11/2020
2015,Rush-Henrietta,265001,8754,5110143,2692,3312747,8422890,03/11/2020
2015,Brockport,265201,4644,3535329,1205,1841807,5377136,03/11/2020
2015,Webster,265401,12806,8086954,3888,5255565,13342519,03/11/2020
2015,Wheatland-Chili,265601,1260,876713,410,578425,1455138,03/11/2020
2015,Amsterdam,270100,3791,2107893,1776,1988513,4096406,03/11/2020
2015,Canajoharie,272201,1197,659810,494,562120,1221930,03/11/2020
2015,Fonda-Fultonville,272801,1868,887031,626,604840,1491871,03/11/2020
2015,Fort Plain,273001,905,673215,418,610978,1284193,03/11/2020
2015,Oppenheim-Ephratah-St.Johnsvil,273803,1109,527648,505,463397,991045,03/11/2020
2015,Glen Cove,280500,3439,3132780,1208,2289828,5422608,03/11/2020
2015,Long Beach,281000,6655,5107514,1203,2031981,7139495,03/11/2020
2015,Hempstead,282001,2568,3548136,467,1376714,4924850,03/11/2020
2015,Uniondale,282002,4692,4415181,895,1828973,6244154,03/11/2020
2015,East Meadow,282003,10742,13498405,2923,6794545,20292950,03/11/2020
2015,North Bellmore,282004,5713,7919277,1167,3517877,11437154,03/11/2020
2015,Levittown,282005,10617,17644786,2341,8495924,26140710,03/11/2020
2015,Seaford,282006,3764,5083476,795,2222661,7306137,03/11/2020
2015,Bellmore,282007,2907,3929783,470,1404089,5333872,03/11/2020
2015,Roosevelt,282008,1922,2321590,346,895324,3216914,03/11/2020
2015,Freeport,282009,5437,7103485,1073,2843721,9947206,03/11/2020
2015,Baldwin,282010,6783,10247369,1067,3359553,13606922,03/11/2020
2015,Oceanside,282011,8396,10235339,1630,4136157,14371496,03/11/2020
2015,Malverne,282012,2928,4361536,578,1897500,6259036,03/11/2020
2015,Valley Stream 13,282013,5931,7553049,1397,3735735,11288784,03/11/2020
2015,Hewlett-Woodmere,282014,4210,6970377,633,2241613,9211990,03/11/2020
2015,Lawrence,282015,5405,4158473,822,1344448,5502921,03/11/2020
2015,Elmont,282016,7644,9153694,1431,3748141,12901835,03/11/2020
2015,Franklin Square,282017,4896,5227047,1272,2998950,8225997,03/11/2020
2015,Garden City,282018,4862,4219572,609,1146836,5366408,03/11/2020
2015,East Rockaway,282019,1973,2754713,504,1481837,4236550,03/11/2020
2015,Lynbrook,282020,3687,5157440,718,2123745,7281185,03/11/2020
2015,Rockville Centre,282021,4626,5825346,649,1689488,7514834,03/11/2020
2015,Floral Park-Bellerose,282022,4144,4363929,810,1818498,6182427,03/11/2020
2015,Wantagh,282023,4246,5898257,659,2020989,7919246,03/11/2020
2015,Valley Stream 24,282024,2451,2826034,474,1207565,4033599,03/11/2020
2015,Merrick,282025,4387,6290939,595,1885457,8176396,03/11/2020
2015,Island Trees,282026,3230,3907079,756,2004209,5911288,03/11/2020
2015,West Hempstead,282027,3418,4286114,647,1793055,6079169,03/11/2020
2015,North Merrick,282029,3260,4454701,626,1837632,6292333,03/11/2020
2015,Valley Stream 30,282030,2925,3338399,456,1148296,4486695,03/11/2020
2015,Island Park,282031,1436,1203478,307,567930,1771408,03/11/2020
2015,Westbury,282201,2840,4391422,660,2170484,6561906,03/11/2020
2015,East Williston,282202,1743,2080993,200,526223,2607216,03/11/2020
2015,Roslyn,282203,3483,4330485,363,977533,5308018,03/11/2020
2015,Port Washington,282204,5045,4748227,750,1545139,6293366,03/11/2020
2015,New Hyde Park-Garden City,282205,4599,4825158,1074,2494321,7319479,03/11/2020
2015,Manhasset,282206,2885,1978345,299,453289,2431634,03/11/2020
2015,Great Neck,282207,8623,6059364,1074,1620689,7680053,03/11/2020
2015,Herricks,282209,5674,6621303,976,2522534,9143837,03/11/2020
2015,Mineola,282210,4484,4674322,1080,2484373,7158695,03/11/2020
2015,Carle Place,282211,1841,2097553,410,1031402,3128955,03/11/2020
2015,North Shore,282401,3325,3131429,526,1098934,4230363,03/11/2020
2015,Syosset,282402,7202,9946654,1064,2628678,12575332,03/11/2020
2015,Locust Valley,282403,2802,2497509,448,855998,3353507,03/11/2020
2015,Plainview-Old Bethpage,282404,6952,9710561,1193,3689296,13399857,03/11/2020
2015,Oyster Bay-East Norwich,282406,2247,1698148,357,575807,2273955,03/11/2020
2015,Jericho,282415,2714,3062576,286,715132,3777708,03/11/2020
2015,Hicksville,282417,7311,6854362,1882,3765061,10619423,03/11/2020
2015,Plainedge,282418,4381,7129224,1042,3745680,10874904,03/11/2020
2015,Bethpage,282421,4026,4538691,1279,2408940,6947631,03/11/2020
2015,Farmingdale,282422,8277,11460148,1931,5822412,17282560,03/11/2020
2015,Massapequa,282423,11093,13880385,2270,6228171,20108556,03/11/2020
2015,Lockport,290900,5959,4838176,2003,3026226,7864402,03/11/2020
2015,Niagara Falls,291100,7294,3778214,3172,3027065,6805279,03/11/2020
2015,North Tonawanda,291200,6198,3723351,2547,3253301,6976652,03/11/2020
2015,Lewiston-Porter,292401,3838,2130178,1569,1875347,4005525,03/11/2020
2015,Newfane,292801,2210,1876932,867,1424378,3301310,03/11/2020
2015,Niagara-Wheatfield,293001,5151,2717671,2023,2160507,4878178,03/11/2020
2015,Starpoint,293201,4245,2823164,1184,1686774,4509938,03/11/2020
2015,Royalton-Hartland,293601,1982,1317309,690,964270,2281579,03/11/2020
2015,Barker,293801,1033,486012,418,410735,896747,03/11/2020
2015,Wilson,294201,1728,1246339,661,1009159,2255498,03/11/2020
2015,Rome,301300,5823,3724132,2362,2996146,6720278,03/11/2020
2015,Utica,301600,7004,4049689,3078,3424221,7473910,03/11/2020
2015,Adirondack,302601,1814,768231,748,626376,1394607,03/11/2020
2015,Camden,303001,2631,1129958,1000,825086,1955044,03/11/2020
2015,Clinton,304001,1763,1327260,659,1050621,2377881,03/11/2020
2015,New Hartford,304801,3739,2555805,1161,1628043,4183848,03/11/2020
2015,New York Mills,304804,812,527026,404,556667,1083693,03/11/2020
2015,Sauquoit Valley,305002,1375,784521,447,531498,1316019,03/11/2020
2015,Remsen,305201,702,436163,260,331073,767236,03/11/2020
2015,Waterville,305401,1101,577489,383,398972,976461,03/11/2020
2015,Holland Patent,305801,2076,1235732,719,872955,2108687,03/11/2020
2015,Sherrill,306000,2555,1541452,1015,1274036,2815488,03/11/2020
2015,Westmoreland,306801,1429,1079574,533,825685,1905259,03/11/2020
2015,Oriskany,307001,898,533351,339,421133,954484,03/11/2020
2015,Whitesboro,307002,5027,3100191,1741,2309850,5410041,03/11/2020
2015,Syracuse,311500,14341,6231147,4075,3485762,9716909,03/11/2020
2015,West Genesee,312001,7417,4920133,2737,3750349,8670482,03/11/2020
2015,North Syracuse,312403,13785,9219219,3895,5173364,14392583,03/11/2020
2015,East Syracuse-Minoa,312601,4759,3582977,1853,2711654,6294631,03/11/2020
2015,Jamesville-Dewitt,312611,3961,2679094,833,1175476,3854570,03/11/2020
2015,Jordan-Elbridge,312801,1672,1357913,611,940577,2298490,03/11/2020
2015,Fabius-Pompey,313001,1088,852365,327,518002,1370367,03/11/2020
2015,Westhill,313201,2728,2227451,855,1458483,3685934,03/11/2020
2015,Solvay,313202,1718,1351524,857,1297649,2649173,03/11/2020
2015,La Fayette,313407,1020,568238,301,333005,901243,03/11/2020
2015,Baldwinsville,313601,8112,5681431,2137,3087529,8768960,03/11/2020
2015,Fayetteville-Manlius,313801,5876,4491971,1272,2065449,6557420,03/11/2020
2015,Marcellus,314001,2581,1768123,768,1113658,2881781,03/11/2020
2015,Onondaga,314201,1559,1329456,408,690922,2020378,03/11/2020
2015,Liverpool,314801,10113,7759890,3376,5238618,12998508,03/11/2020
2015,Lyncourt,314804,776,714627,387,635072,1349699,03/11/2020
2015,Skaneateles,315001,1913,802348,624,559926,1362274,03/11/2020
2015,Tully,315402,1327,753552,339,397132,1150684,03/11/2020
2015,Canandaigua,320200,4609,2592071,1402,1653124,4245195,03/11/2020
2015,Geneva,320500,2592,1677453,1013,1325439,3002892,03/11/2020
2015,East Bloomfield,322601,1289,918062,406,609120,1527182,03/11/2020
2015,Gorham-Middlesex,323201,2107,907609,728,643738,1551347,03/11/2020
2015,Manchester-Shortsville,323601,1113,959087,430,750256,1709343,03/11/2020
2015,Naples,323801,1238,547880,470,436410,984290,03/11/2020
2015,Phelps-Clifton Springs,324001,2232,1655353,673,1036567,2691920,03/11/2020
2015,Honeoye,324201,1361,649810,520,516220,1166030,03/11/2020
2015,Victor,324801,5115,2575108,1189,1245125,3820233,03/11/2020
2015,Middletown,330900,5507,4627648,1368,2371920,6999568,03/11/2020
2015,Newburgh,331100,8914,8146002,2625,4782505,12928507,03/11/2020
2015,Port Jervis,331300,2443,2527030,954,1950164,4477194,03/11/2020
2015,Washingtonville,332002,5252,4958384,894,1823160,6781544,03/11/2020
2015,Chester,332201,1218,1048254,305,543836,1592090,03/11/2020
2015,Cornwall,332401,3370,3167392,608,1216003,4383395,03/11/2020
2015,Pine Bush,332601,5642,4306693,1236,1977721,6284414,03/11/2020
2015,Goshen,333001,3010,2507818,666,1186474,3694292,03/11/2020
2015,Highland Falls,333601,787,625095,216,360088,985183,03/11/2020
2015,Minisink Valley,333801,4527,3551451,880,1451497,5002948,03/11/2020
2015,Monroe-Woodbury,334001,7867,7894475,1285,2771960,10666435,03/11/2020
2015,Kiryas Joel Village,334002,844,460827,84,91362,552189,03/11/2020
2015,Valley,334201,4842,4090253,1262,2229936,6320189,03/11/2020
2015,Tuxedo,335003,470,226294,102,106991,333285,03/11/2020
2015,Warwick Valley,335401,4856,4041708,988,1769580,5811288,03/11/2020
2015,Greenwood Lake,335411,1402,1237265,301,569225,1806490,03/11/2020
2015,Florida,335415,1086,1078758,255,541853,1620611,03/11/2020
2015,Albion,342001,2177,1086966,898,903796,1990762,03/11/2020
2015,Kendall,343007,1110,561934,425,452656,1014590,03/11/2020
2015,Holley,343204,1423,1013760,531,755644,1769404,03/11/2020
2015,Medina,343401,1903,1316932,854,1144003,2460935,03/11/2020
2015,Lyndonville,343801,886,456359,373,395936,852295,03/11/2020
2015,Fulton,350400,3441,2766142,1275,1931519,4697661,03/11/2020
2015,Oswego,351200,4900,2878011,1675,1920337,4798348,03/11/2020
2015,Altmar Parish-Williamstown,352002,1528,758762,498,479667,1238429,03/11/2020
2015,Hannibal,353001,1562,1108810,512,708354,1817164,03/11/2020
2015,Central Square,353201,5323,3020947,1600,1806836,4827783,03/11/2020
2015,Mexico,353401,2650,1436565,825,905934,2342499,03/11/2020
2015,Pulaski,355001,1118,675199,390,475541,1150740,03/11/2020
2015,Sandy Creek,355201,1125,496863,494,426741,923604,03/11/2020
2015,Phoenix,355401,2505,2125534,806,1362561,3488095,03/11/2020
2015,Oneonta,361200,2355,1292828,877,1008176,2301004,03/11/2020
2015,Gilbertsville-Mt Upton,362202,586,197733,315,212374,410107,03/11/2020
2015,Cherry Valley-Springfield,362401,810,266172,397,268048,534220,03/11/2020
2015,Edmeston,362801,612,211358,223,159077,370435,03/11/2020
2015,Laurens,363401,515,242817,221,221641,464458,03/11/2020
2015,Schenevus,363601,505,243663,255,252428,496091,03/11/2020
2015,Milford,364001,542,249784,327,311534,561318,03/11/2020
2015,Morris,364201,514,241711,240,229901,471612,03/11/2020
2015,Otego-Unadilla,364801,1281,688111,552,603301,1291412,03/11/2020
2015,Cooperstown,365001,1147,355503,471,308116,663619,03/11/2020
2015,Richfield Springs,365601,738,222030,404,246365,468395,03/11/2020
2015,Worcester,366606,450,239691,268,293659,533350,03/11/2020
2015,Mahopac,372001,5795,7337743,1053,2850086,10187829,03/11/2020
2015,Carmel,372002,6258,8067902,1245,3372154,11440056,03/11/2020
2015,Haldane,372601,1073,888984,273,453521,1342505,03/11/2020
2015,Garrison,372604,459,216661,87,89404,306065,03/11/2020
2015,Putnam Valley,372803,2560,3757499,419,1292178,5049677,03/11/2020
2015,Brewster,373001,4558,4889907,961,2207065,7096972,03/11/2020
2015,Rensselaer,381400,1214,594630,395,378757,973387,03/11/2020
2015,Troy,381700,3975,2307781,1201,1441897,3749678,03/11/2020
2015,Lansingburgh,381701,2464,1235229,895,914737,2149966,03/11/2020
2015,Berlin,382001,1449,636809,466,419507,1056316,03/11/2020
2015,Brunswick,382202,1777,943408,553,600351,1543759,03/11/2020
2015,East Greenbush,382401,6717,3460077,1669,1815209,5275286,03/11/2020
2015,Hoosick Falls,382801,1531,820600,551,579027,1399627,03/11/2020
2015,North Greenbush,383201,383,69502,131,51514,121016,03/11/2020
2015,Wynantskill,383204,853,521655,294,383768,905423,03/11/2020
2015,Averill Park,384001,4540,2325396,1027,1108832,3434228,03/11/2020
2015,Hoosic Valley,384201,1481,769866,427,465930,1235796,03/11/2020
2015,Schodack,384401,1460,891236,361,474215,1365451,03/11/2020
2015,Clarkstown,392001,10872,10853294,2089,4513584,15366878,03/11/2020
2015,Nanuet,392008,2338,2513173,592,1342473,3855646,03/11/2020
2015,Haverstraw-Stony Point,392201,7498,13084391,2061,7054932,20139323,03/11/2020
2015,South Orangetown,392401,4137,4556249,973,2327325,6883574,03/11/2020
2015,Nyack,392404,3888,5323217,798,2446378,7769595,03/11/2020
2015,Pearl River,392408,3122,3653803,748,1892669,5546472,03/11/2020
2015,Ramapo,392601,5317,9252113,1242,4310603,13562716,03/11/2020
2015,East Ramapo,392602,10714,12079374,2007,4447746,16527120,03/11/2020
2015,Ogdensburg,401200,1947,1467150,717,931459,2398609,03/11/2020
2015,Brasher Falls,402001,1217,784753,498,616084,1400837,03/11/2020
2015,Canton,402201,1702,983618,522,597927,1581545,03/11/2020
2015,Clifton-Fine,402601,436,142952,244,139747,282699,03/11/2020
2015,Colton-Pierrepont,402801,591,247535,283,244469,492004,03/11/2020
2015,Edwards-Knox,403401,684,209532,262,155032,364564,03/11/2020
2015,Gouverneur,404001,1785,660397,656,450051,1110448,03/11/2020
2015,Hammond,404201,386,151311,166,132202,283513,03/11/2020
2015,Hermon-Dekalb,404401,489,254841,218,218614,473455,03/11/2020
2015,Lisbon,405002,821,441617,257,279567,721184,03/11/2020
2015,Madrid-Waddington,405601,916,467891,398,402837,870728,03/11/2020
2015,Massena,405801,3151,1668455,1340,1367017,3035472,03/11/2020
2015,Morristown,406001,580,252941,247,220321,473262,03/11/2020
2015,Norwood-Norfolk,406201,1334,972367,573,809887,1782254,03/11/2020
2015,Heuvelton,406404,822,496785,304,363630,860415,03/11/2020
2015,Parishville-Hopkinton,406601,561,214833,254,191009,405842,03/11/2020
2015,Potsdam,407402,1794,1230891,537,735845,1966736,03/11/2020
2015,Mechanicville,411000,1695,1008440,538,690456,1698896,03/11/2020
2015,Saratoga Springs,411500,9078,4313930,1880,1884742,6198672,03/11/2020
2015,Burnt Hills-Ballston Lake,412001,4906,3247336,1309,1866461,5113797,03/11/2020
2015,Shenendehowa,412402,14351,9934302,2550,3754637,13688939,03/11/2020
2015,Corinth,412601,1440,646917,552,480332,1127249,03/11/2020
2015,Edinburg,413001,329,58640,168,58711,117351,03/11/2020
2015,Galway,413201,1572,777419,518,517261,1294680,03/11/2020
2015,Ballston Spa,414201,5392,4136608,1282,1921924,6058532,03/11/2020
2015,South Glens Falls,414401,3920,2481595,1186,1547713,4029308,03/11/2020
2015,Schuylerville,415001,2254,1728810,543,830064,2558874,03/11/2020
2015,Stillwater,415201,1703,826780,462,458451,1285231,03/11/2020
2015,Waterford-Halfmoon,415401,977,854132,361,599291,1453423,03/11/2020
2015,Schenectady,421500,7224,4893366,2524,3172897,8066263,03/11/2020
2015,Duanesburg,422001,1258,615494,305,313194,928688,03/11/2020
2015,Scotia-Glenville,422202,4045,2286056,1195,1442188,3728244,03/11/2020
2015,Niskayuna,422401,5931,3255082,1070,1273820,4528902,03/11/2020
2015,Schalmont,422801,3196,1743970,1028,1207009,2950979,03/11/2020
2015,Rotterdam-Mohonasen,422803,4648,2196459,1860,1892123,4088582,03/11/2020
2015,Cobleskill-Richmondville,432602,2222,1220330,939,1014316,2234646,03/11/2020
2015,Gilboa-Conesville,433401,464,145016,323,200682,345698,03/11/2020
2015,Jefferson,433601,380,156557,193,159739,316296,03/11/2020
2015,Middleburgh,433801,1139,686719,526,602852,1289571,03/11/2020
2015,Schoharie,434201,1395,867417,512,647425,1514842,03/11/2020
2015,Sharon Springs,434601,386,223341,179,206164,429505,03/11/2020
2015,Odessa-Montour,442001,1162,530134,429,408163,938297,03/11/2020
2015,Watkins Glen,442401,1672,600252,682,505550,1105802,03/11/2020
2015,South Seneca,452801,1199,566241,510,481180,1047421,03/11/2020
2015,Romulus,453003,647,356921,243,281009,637930,03/11/2020
2015,Seneca Falls,453201,1827,1306766,718,1056908,2363674,03/11/2020
2015,Waterloo,453801,2134,1365500,808,1073126,2438626,03/11/2020
2015,Corning,460300,6670,4866763,2222,3236006,8102769,03/11/2020
2015,Hornell,460600,1690,911854,661,666073,1577927,03/11/2020
2015,Addison,462001,1401,785792,509,532842,1318634,03/11/2020
2015,Avoca,462201,717,273696,296,216656,490352,03/11/2020
2015,Bath,462402,1739,930242,650,709541,1639783,03/11/2020
2015,Bradford,462601,416,212799,156,162213,375012,03/11/2020
2015,Campbell-Savona,463002,1098,641116,438,510511,1151627,03/11/2020
2015,Canisteo-Greenwood,463202,1132,555229,560,526088,1081317,03/11/2020
2015,Arkport,465201,597,376336,302,345468,721804,03/11/2020
2015,Jasper-Troupsburg,465601,571,229229,237,193395,422624,03/11/2020
2015,Prattsburgh,466001,620,269395,230,193270,462665,03/11/2020
2015,Hammondsport,467201,930,272779,428,260772,533551,03/11/2020
2015,Wayland-Cohocton,467401,1887,897662,715,663413,1561075,03/11/2020
