the_geom,DOCUMENT_I,DOCUMENT_T,FILE_NUMBE,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-97.76961932578554 30.20889917921362, -97.76962542177463 30.20818520296701, -97.76991791767347 30.207571770526815, -97.76992075930997 30.207567755229324, -97.76992505673557 30.207561682274157, -97.77012369632179 30.20728095646337, -97.7702448995973 30.20710966243628, -97.77025337767704 30.207098707117115, -97.77042250693908 30.206880215949706, -97.77044713952561 30.206848394503094, -97.77050429249473 30.206774557974015, -97.77086878085291 30.20635225351867, -97.77086909447219 30.206352591551024, -97.77087033942401 30.20635392973811, -97.77093749662167 30.20642615432138, -97.77104454859577 30.206506405325197, -97.77062446961064 30.207329280923865, -97.77084082571616 30.2074061364009, -97.77117344789524 30.20795073951097, -97.77139837100145 30.208181631656362, -97.77118243939478 30.208573411422858, -97.77100398741034 30.20900499527504, -97.7708491296382 30.209515187461108, -97.7696199744753 30.208899494735178, -97.76961967175224 30.208899342564134, -97.76961932578554 30.20889917921362)))",2004072040,TRAVIS COUNTY DOCUMENT,3688.72,344319.027869,2816.95891102
"MULTIPOLYGON (((-97.83411562265078 30.207974322287495, -97.83338826750038 30.20910899807213, -97.83338417047489 30.209114363638932, -97.83337917126745 30.20911910653188, -97.83337340003253 30.209123091777787, -97.83336695116303 30.209126266213868, -97.83336002262365 30.209128551196336, -97.83335280117774 30.209129842079093, -97.8333453831737 30.209130163089007, -97.83333802309619 30.20912946934549, -97.83333087852539 30.209127789708813, -97.83332413793505 30.20912518286402, -97.83103625625414 30.208045566679257, -97.83177838302441 30.206885369148775, -97.83189276863756 30.206938676316817, -97.83207558003357 30.207023846322304, -97.832259893765 30.20710970718961, -97.83243491484969 30.207191262602155, -97.83260070662705 30.207268510398023, -97.83277175522969 30.207348196644077, -97.83294418020917 30.20742854553371, -97.83310721976214 30.207504499575645, -97.83327310613834 30.207581803334723, -97.83344803540939 30.20766330053472, -97.8336069457542 30.207737330630057, -97.83378177941921 30.20781879627628, -97.83411562265078 30.207974322287495)))",2004032161,TRAVIS COUNTY DOCUMENT,3892,406083.654572,2638.70081382
"MULTIPOLYGON (((-97.78715771327315 30.42448781739297, -97.78715357920373 30.42431993740145, -97.78715351259562 30.42431765330146, -97.78746824496973 30.424267075077644, -97.78748166286199 30.424264920951543, -97.78740534395419 30.42388738114425, -97.78740486934221 30.42388492393063, -97.78746935803194 30.423875284377292, -97.78746986363905 30.423877769708888, -97.78754746079271 30.4242561874325, -97.78778031630175 30.424223511669844, -97.7877935358771 30.424221656114767, -97.78779379036071 30.424221633658945, -97.78781197249431 30.424310665096534, -97.78760001957907 30.42448195989449, -97.78753165934384 30.424537233298064, -97.78752523982746 30.424536363367416, -97.78715771327315 30.42448781739297)))",2012015288,TRAVIS COUNTY DOCUMENT,4633.01,18484.68895,820.282665983
"MULTIPOLYGON (((-97.82878842108319 30.210124288733763, -97.83020358290146 30.2078089404555, -97.83322809569705 30.209272127076936, -97.8332214702662 30.209282199537657, -97.83322237671672 30.209282657279218, -97.83322904298016 30.20928691284487, -97.83323476651077 30.20929211260203, -97.83323936168044 30.20929808791015, -97.83324267451043 30.209304670746498, -97.83324464668173 30.2093116674531, -97.83324518964847 30.209318828776244, -97.83324427602953 30.20932598916481, -97.8332419445882 30.209332874347744, -97.83323829454116 30.209339321245267, -97.83323721169236 30.209340785254522, -97.83321161769832 30.2093741414924, -97.83319737565444 30.209392207790117, -97.83292009784775 30.209738544270927, -97.83237596363844 30.20950015071498, -97.83233980613669 30.20949806597379, -97.83233831810024 30.209497980187333, -97.83143406286939 30.209512857503945, -97.83130652142523 30.20980890152865, -97.83129906480258 30.209826146196956, -97.83183116786635 30.209997568657936, -97.83253885412472 30.209865148192197, -97.83286212554539 30.209809672426797, -97.83278634742827 30.209903957435415, -97.83258783119804 30.210037457305006, -97.83222851372037 30.210480468043293, -97.83030685142097 30.210794159798787, -97.83017910530543 30.210800491210026, -97.82878842108319 30.210124288733763)))",2004024689,TRAVIS COUNTY DOCUMENT,3893,828729.02463,4855.15807623
"MULTIPOLYGON (((-97.85360896239814 30.492110782498873, -97.85545860823466 30.489968301349666, -97.85833786834768 30.4918730662973, -97.85680492430511 30.494177059957906, -97.85360896239814 30.492110782498873), (-97.85554746586321 30.490195457764898, -97.85488827013593 30.49077936067029, -97.85520387927802 30.491066969890877, -97.85497050101638 30.49127638481683, -97.85528968154861 30.49156728399708, -97.85619643085298 30.49075369100489, -97.85554746586321 30.490195457764898)))",0183370227,TRAVIS COUNTY DOCUMENT,3334.25,1055734.80862,5729.6983178
"MULTIPOLYGON (((-97.76300160432078 30.443379839729236, -97.76292144616521 30.443350373594924, -97.76292119455819 30.44335028604615, -97.76292113550578 30.443350119842652, -97.76289437490517 30.44328360479198, -97.76289386860694 30.443282355276963, -97.76280941897755 30.443072242633622, -97.76274025821786 30.442900638468085, -97.76292420948083 30.442894585868547, -97.76329094265455 30.44299535833911, -97.76334462650547 30.442966454343175, -97.76349544304554 30.4428853147748, -97.76387813418059 30.442639914252304, -97.76396048117117 30.44243495629634, -97.76387139289531 30.442083273546878, -97.76372650327852 30.441511325814325, -97.76380951784743 30.441228850695843, -97.76383841086343 30.441230941760107, -97.76387058644464 30.44123246594574, -97.76387090567884 30.441232472335955, -97.76390281918798 30.441233111155604, -97.76392529800776 30.441232981821823, -97.76392548831281 30.44123298735011, -97.76392379772174 30.441247583650913, -97.76389697524947 30.4414761800951, -97.76395991503247 30.441559702908698, -97.76408154265128 30.441550419211772, -97.76411532327755 30.441547851654477, -97.76414267760426 30.441545674593524, -97.76416777676162 30.441543701640114, -97.76418068915521 30.44170469050676, -97.76418876484945 30.441867317005684, -97.76421872046909 30.441905759646264, -97.76429250398859 30.442000474930826, -97.76429293275518 30.442001061085488, -97.76434609610455 30.442076191990726, -97.7643530213376 30.442135600619007, -97.76435858049004 30.442222291158057, -97.7643642392661 30.44230777525575, -97.76436913172171 30.44238144673641, -97.76436278881627 30.44240147985577, -97.764362546435 30.44240216259229, -97.76431829037752 30.44245958256639, -97.76422004992136 30.44258696532245, -97.76412081086677 30.442720763839866, -97.76412054753452 30.44272111611467, -97.76400998225402 30.44285818080071, -97.76390487189853 30.442993181811563, -97.76379423919873 30.443127989688428, -97.76368775471546 30.443264503223332, -97.76361330404261 30.443361447845998, -97.76337631609302 30.44342320685166, -97.76321765260128 30.443461780508112, -97.76300160432078 30.443379839729236)))",2630/767,WILLIAMSON COUNTY DOCUMENT,3439.01,120449.239176,2315.46099367
"MULTIPOLYGON (((-97.80194369645817 30.238674446144188, -97.80193688664126 30.238669900772233, -97.80197385159275 30.238633122303053, -97.80198257141706 30.23863043258788, -97.8020264218711 30.23861691161787, -97.80212614177138 30.238586158732964, -97.80227682731177 30.23860162263364, -97.80245655453356 30.23860517379194, -97.80249986905994 30.238599786403665, -97.80263429886732 30.238544708349533, -97.80277619298604 30.238486570079242, -97.80314012667877 30.23832511074866, -97.80322164788885 30.2382555431831, -97.80339766991129 30.238105333019874, -97.80341407975124 30.238098222716086, -97.80342806668642 30.23809216123949, -97.80365961834536 30.237991830916688, -97.80374834085468 30.237957186239072, -97.8039794174425 30.237866956763703, -97.80401259227902 30.237845820858393, -97.8040745086273 30.23780637508495, -97.80411020637379 30.23778671912752, -97.80424969489567 30.237709917391253, -97.80426582949585 30.23769169205154, -97.8043312305882 30.23761782275487, -97.8045613077834 30.23734751552165, -97.8045649700271 30.23734926034694, -97.80474630633014 30.237434848898765, -97.80522606073897 30.237661284482282, -97.8055419364097 30.237810368934372, -97.80546268090988 30.23794313125173, -97.80536135802349 30.2381128586631, -97.80498601898316 30.238711343554833, -97.8049830633345 30.23871035870839, -97.8049254641507 30.23869121764036, -97.80488616063266 30.238678154870787, -97.80479243983542 30.23882308842698, -97.80469871875694 30.23896802191624, -97.80469909277073 30.238973395823386, -97.80471442539746 30.239193196546182, -97.80455760076879 30.23919628372881, -97.80408103407146 30.239205664474497, -97.80387409442456 30.239211037582105, -97.8036706850114 30.23921631849188, -97.80330596127595 30.239345272411523, -97.80290103212081 30.239488440863312, -97.80281097853276 30.239355474216687, -97.8026567356968 30.239202533893046, -97.80255149117897 30.239100510367088, -97.80233972556867 30.238946405650264, -97.80209950976037 30.238779253728463, -97.80194369645817 30.238674446144188)))",13216/3829,TRAVIS COUNTY DOCUMENT,3628.58,410374.33152,2979.61475572
"MULTIPOLYGON (((-97.80261559361094 30.24157471950489, -97.80261995748356 30.24157069745367, -97.80262048746104 30.241571022489715, -97.80271730485286 30.241627265681092, -97.80271972188363 30.24163188408868, -97.80278579124132 30.24176135165219, -97.80285027361073 30.241877498713116, -97.80285252305883 30.241881637661514, -97.80311631500567 30.242356775310153, -97.80317644887438 30.24246505294989, -97.80315091852454 30.24250884402061, -97.80314927523249 30.242511567021825, -97.80314764566221 30.242514068550957, -97.80311016235488 30.242568853350313, -97.80310882219197 30.242570736620557, -97.80305887697389 30.24263206162878, -97.80305760229805 30.24263356114969, -97.80294780064953 30.24273869014753, -97.80294706480169 30.24273934599835, -97.80293984522862 30.24274634557974, -97.8029256370306 30.242756290888437, -97.80285090920933 30.24280882895941, -97.80284972026412 30.24280962540693, -97.80267627255684 30.24289924174288, -97.8026758057415 30.24289945254498, -97.8025830621722 30.242932703880708, -97.80258217738424 30.242932999247728, -97.80248589331157 30.24295834048655, -97.80248521193562 30.242958504075478, -97.80237372821094 30.242977226113343, -97.80237334869042 30.242977278777783, -97.80227264585271 30.242985011406127, -97.80227244559195 30.242985022919722, -97.8022120040468 30.242985569959885, -97.80220910173587 30.24298549198607, -97.80215345574466 30.242983225308343, -97.80208595681063 30.24297687740776, -97.80208433377693 30.24297671125949, -97.80207669850854 30.242975774831727, -97.80207260953703 30.242975272893545, -97.80173746379408 30.242302799890908, -97.80166924443873 30.242160909468712, -97.80167006233462 30.242129711413437, -97.80173460729402 30.24206852764094, -97.8019433926138 30.24199457256402, -97.80223446867463 30.241867594646987, -97.80239931917089 30.241753716434264, -97.802537021445 30.241647140024668, -97.8026113575501 30.241578623755327, -97.80261559361094 30.24157471950489)))",13216/3829,TRAVIS COUNTY DOCUMENT,3628.58,149837.128263,1498.49297595
"MULTIPOLYGON (((-97.80700317942298 30.25080680642046, -97.80700500941292 30.250327602436336, -97.8070187471833 30.250263846322316, -97.80703179488488 30.25020345947045, -97.80707992868707 30.24998014906178, -97.80708074417997 30.249980233900455, -97.80857509409468 30.250136927048935, -97.8093217893606 30.250216910360255, -97.80979922938482 30.250268050045776, -97.81029070463062 30.25030816578236, -97.81028029915291 30.25021689155071, -97.81013514605445 30.24894371915624, -97.81058895410459 30.248026176920355, -97.81058765539723 30.248025642540224, -97.80923013734271 30.247466623142177, -97.80923114351481 30.247464563052777, -97.8098064799795 30.246287510558208, -97.81080724422414 30.246921637386897, -97.81236227198224 30.249808568520884, -97.81260391675278 30.24984025058518, -97.81260303796822 30.249827724592926, -97.81264932671772 30.249879906098826, -97.81271806836136 30.24995740409028, -97.81273870641375 30.25009031952754, -97.81273835898773 30.250090431298478, -97.81273576995916 30.250091313741123, -97.81263489157419 30.2501256259526, -97.8124514976228 30.250102820263063, -97.81243333912501 30.250100565241638, -97.81241730591059 30.25011503947504, -97.81237883399226 30.25014976643591, -97.81231101130012 30.250203080231948, -97.81093274224781 30.25128557422957, -97.81068819367127 30.250970676500437, -97.81038029150702 30.25056359025493, -97.81032388899735 30.250489020684608, -97.80992766115276 30.250742594944196, -97.80990225524513 30.250758854160406, -97.80944236846369 30.25104974257228, -97.8094097851697 30.251069633362228, -97.80919559205938 30.25120489484312, -97.80905698977426 30.251292421919082, -97.80830133868255 30.251769562820304, -97.80797448849336 30.25197596614783, -97.80700317942298 30.25080680642046)))",2000054064,TRAVIS COUNTY DOCUMENT,3696,1233669.8091,7396.57595892
"MULTIPOLYGON (((-97.65467676549848 30.298604820802183, -97.6548185873752 30.29782813953141, -97.65598090520675 30.29799656259849, -97.65606108093506 30.298810594853848, -97.65606317509861 30.298832009188466, -97.65480547889918 30.29877890009995, -97.65482636921227 30.298625412329365, -97.65467676549848 30.298604820802183)))",2001135500,TRAVIS COUNTY DOCUMENT,3688.33,129407.380887,1464.2399769
"MULTIPOLYGON (((-97.65771193581223 30.300980448444168, -97.65732808983496 30.30050946072712, -97.65628664993059 30.301115766696157, -97.65622176438204 30.300454260937844, -97.65615040789723 30.299724264009622, -97.6561502290831 30.299722426103074, -97.65606108093506 30.298810594853848, -97.65598090520675 30.29799656259849, -97.65595662674055 30.297753901829502, -97.65825854420522 30.298861537904845, -97.65959910355141 30.299509861599617, -97.65961278817007 30.299547910001653, -97.65972500808019 30.299868856751836, -97.6594321908588 30.299988083962315, -97.65926514570758 30.300262829082694, -97.65941372885834 30.300779125289132, -97.65931461614501 30.30088542320581, -97.65904904570353 30.301007253346647, -97.65860720828655 30.30120002301679, -97.65771193581223 30.300980448444168)))",2002103405,TRAVIS COUNTY DOCUMENT,3688.32,882723.132716,4286.95218165
"MULTIPOLYGON (((-97.67524911850475 30.31412091374013, -97.6755191624202 30.313755485444926, -97.67570865042453 30.313880486099407, -97.67546383196921 30.31428076265518, -97.67524911850475 30.31412091374013)))",13341/2729,TRAVIS COUNTY DOCUMENT,3634.07,13086.9374,487.060073439
"MULTIPOLYGON (((-97.68641116058693 30.304976642141753, -97.68609445536141 30.305264832603285, -97.68607199988972 30.30524690392032, -97.68604807037117 30.305229412354763, -97.68602239488546 30.305212159763173, -97.68599423585738 30.305197551246547, -97.68596706496506 30.305185053421678, -97.68593781829641 30.30517311780233, -97.6859223148363 30.304867037724065, -97.68633639395689 30.30487239896164, -97.68636963901554 30.3049233899562, -97.68641116058693 30.304976642141753)))",1999002900,TRAVIS COUNTY DOCUMENT,3662.02,15067.2854688,491.632595091
"MULTIPOLYGON (((-97.81015370896313 30.24394611922007, -97.81078350210497 30.243618998210525, -97.81098394573411 30.244504498219523, -97.81106608181457 30.24462322487735, -97.81133082903833 30.245005914023473, -97.81131288484845 30.24501224397406, -97.81083963126848 30.245179251018047, -97.81083823654663 30.245179740954327, -97.81067071749426 30.245235876159878, -97.81053469262635 30.245283252865445, -97.80797389641373 30.24620015938421, -97.80798894004592 30.246178481043565, -97.8079896448753 30.246135782775177, -97.80799829421947 30.246109082847568, -97.8080069745014 30.246082411032372, -97.80801562311713 30.246055738592478, -97.80802430410829 30.246029039287418, -97.80803301599217 30.246002369812828, -97.80804169629982 30.245975696277423, -97.80805043916139 30.24594905319667, -97.80805915107577 30.24592238200237, -97.8090327456084 30.244778991341338, -97.81015370896313 30.24394611922007)))",11471/617,TRAVIS COUNTY DOCUMENT,3266,383319.331903,3006.62920494
"MULTIPOLYGON (((-97.64904791013637 30.17655588340211, -97.64933254530334 30.17618950583797, -97.64987878263831 30.176549127735335, -97.64957383051741 30.176869726865203, -97.64904791013637 30.17655588340211)))",,,3395.06,32569.5024156,730.197454074
"MULTIPOLYGON (((-97.68275550968342 30.243648904540816, -97.68285663347832 30.243908266690866, -97.6829555101018 30.244161806480363, -97.6830344381052 30.244364271618355, -97.6830588887589 30.244425615706305, -97.68317290835374 30.244709172623732, -97.68340730163871 30.245293002314707, -97.68334216628449 30.245301984259687, -97.68275550968342 30.243648904540816)))",2007113006,TRAVIS COUNTY DOCUMENT,3977,6041.08463125,1282.30555301
"MULTIPOLYGON (((-97.76202719126607 30.227876275178534, -97.76249500607743 30.228099228612802, -97.7628877500557 30.228289237542466, -97.7626475425796 30.22865835038176, -97.7618318321796 30.22826787691145, -97.76202719126607 30.227876275178534)))",11966/1266,TRAVIS COUNTY DOCUMENT,3273.02,46741.54715,914.094865285
"MULTIPOLYGON (((-97.8322456618906 30.232704442740264, -97.8329551117768 30.233268268001396, -97.83296780767222 30.233278251838517, -97.83245330667744 30.23326969254204, -97.83225264573892 30.233266434605877, -97.83224608915799 30.232740534807263, -97.8322456618906 30.232704442740264)))",2004004394,TRAVIS COUNTY DOCUMENT,3800.00,23070.16645,739.423919796
"MULTIPOLYGON (((-97.69546079562119 30.332289974608756, -97.69538368080606 30.33241072493754, -97.69500863670034 30.33223278714319, -97.69493019799513 30.332195553933783, -97.69498810162716 30.332106012139363, -97.69500796584438 30.332075286592016, -97.69534019338253 30.332232788274386, -97.69546079562119 30.332289974608756)))",5094/2265,TRAVIS COUNTY DOCUMENT,1183,8175.98443438,426.22676452
"MULTIPOLYGON (((-97.63600235830515 30.313881494935718, -97.6363117771968 30.313403325900705, -97.63719297824107 30.312043688297077, -97.63723628816703 30.31198216487929, -97.637287080176 30.311917278285, -97.63735876991987 30.311852061067643, -97.6374362765182 30.311802093406232, -97.63752138700782 30.311762627156252, -97.63760298627965 30.311737499165186, -97.63770375862448 30.311720585476966, -97.63780008775763 30.311714139855862, -97.63792342412306 30.31171788848481, -97.63800576192878 30.311728806149173, -97.63810698983518 30.311748922251077, -97.63819541595592 30.311776800315425, -97.63944575955833 30.312377888984326, -97.63954301996381 30.31242099821296, -97.63977952047577 30.312482872129607, -97.63990840607524 30.31249454831182, -97.63999103608808 30.312493891598386, -97.64008631221697 30.31248764215471, -97.64017951905329 30.31247034752836, -97.64027050313703 30.31244750531939, -97.64125678715754 30.31201511957753, -97.6413284171203 30.31205080971586, -97.64163430482348 30.312203857388415, -97.64194460698005 30.31235210298792, -97.64235139810911 30.31255066882802, -97.64261976234727 30.312680730585832, -97.64285745413189 30.31279895384901, -97.64332770158936 30.313032071544107, -97.64358773995959 30.313168639999166, -97.6439051077765 30.313346162678545, -97.64407807259201 30.313424464919702, -97.6451028340376 30.31393880428417, -97.64545035400374 30.314114718911654, -97.64551692299138 30.314163275574305, -97.64551519198656 30.314170720385658, -97.64550855920707 30.314199433078862, -97.64550043599282 30.31423620071669, -97.6454922346796 30.314273353492528, -97.64548445435997 30.3143091914621, -97.6454767788565 30.31434453827492, -97.64546925967835 30.314382310442078, -97.64546204039324 30.314418491942153, -97.64545504731626 30.31445558581927, -97.64544809010982 30.31449245869677, -97.64544139896371 30.314528955533863, -97.64543475229081 30.314565064808324, -97.64543467284588 30.31456564072791, -97.64542543532743 30.31464347607379, -97.64537476983332 30.31506138317213, -97.64519175216253 30.316570516867163, -97.64516985469785 30.316751144495612, -97.64500655816036 30.318089286339227, -97.6395590961552 30.31553226813413, -97.63845443069056 30.3150167269993, -97.6382980107749 30.3149419279329, -97.63773575513123 30.314699073342155, -97.63600235830515 30.313881494935718)))",1999159415,TRAVIS COUNTY DOCUMENT,3688.17,3636095.07578,8422.17723342
"MULTIPOLYGON (((-97.65840416418527 30.16977767875617, -97.65824940088628 30.170071871051455, -97.65725626008704 30.16905578067546, -97.65723571286051 30.169035355915128, -97.65840710874444 30.168176587632367, -97.65872289402475 30.167945059670075, -97.65894777568455 30.16817658132161, -97.65927573136081 30.168514192326747, -97.65983033110926 30.16908492701254, -97.65945865439231 30.169209786117452, -97.65904231847713 30.169232525081863, -97.65840416418527 30.16977767875617)))",12384/169,TRAVIS COUNTY DOCUMENT,3395.06,283696.191169,2310.33756016
"MULTIPOLYGON (((-97.65635381822338 30.173643861054362, -97.65625400206604 30.174917065578335, -97.65329377512695 30.171926966481127, -97.6536532187144 30.171665259513972, -97.65410891242139 30.171330781901695, -97.65635381822338 30.173643861054362)))",12461/1826,TRAVIS COUNTY DOCUMENT,3395.06,418931.500738,3335.70023174
"MULTIPOLYGON (((-97.69962954889763 30.259372326638307, -97.6996317404839 30.25936929471883, -97.6997461340212 30.259189654552923, -97.6997480420791 30.25918663571232, -97.69975375005106 30.259194870057847, -97.70013741834597 30.25938106216574, -97.70002118825833 30.25956060991838, -97.69963905231198 30.25937513656112, -97.69962954889763 30.259372326638307)))",2001073605,TRAVIS COUNTY DOCUMENT,3723.01,10604.4276027,435.772413032
"MULTIPOLYGON (((-97.71029224239425 30.26589731661737, -97.71039670588725 30.265848527070357, -97.71046714358492 30.26581563590186, -97.71064923106273 30.266110901353546, -97.71050953688797 30.26617955122505, -97.71029224239425 30.26589731661737)))",7752/36,TRAVIS COUNTY DOCUMENT,3301.01,6938.29046875,358.639200409
"MULTIPOLYGON (((-97.74689232861724 30.2754644468974, -97.74704237600888 30.27503842226869, -97.7470643980156 30.275044367419948, -97.74722481258638 30.275088860059938, -97.74744107419531 30.27514823120093, -97.7472854860373 30.27557414444889, -97.74707001533454 30.275514789023692, -97.74690888201256 30.27546753135363, -97.74689232861724 30.2754644468974)))",11018/879,TRAVIS COUNTY DOCUMENT,3122 d,21285.625,586.952866347
"MULTIPOLYGON (((-97.74372454996578 30.168968173169045, -97.74326151592177 30.168692518838743, -97.74324631007192 30.16868346513924, -97.74332093306398 30.168585963635355, -97.74334223284285 30.168558891434355, -97.74339211495803 30.16858740392794, -97.74384555996842 30.16885235586442, -97.74372454996578 30.168968173169045)))",2008063490,TRAVIS COUNTY DOCUMENT,3913.18,10403.4747654,486.154238363
"MULTIPOLYGON (((-97.71167042508254 30.273646306328178, -97.71214928419386 30.272471109914356, -97.71221589188285 30.272308825996234, -97.7122267086369 30.27228272631186, -97.7122378398389 30.27225671556964, -97.71224922215 30.272230792473973, -97.71226091816234 30.272204985808724, -97.71227286528342 30.272179266789813, -97.7122851268516 30.272153636712837, -97.71229763878189 30.27212812177035, -97.71231046441258 30.27210272325796, -97.71232354115133 30.272077412391614, -97.71233689992091 30.27205221730736, -97.71235054072115 30.272027138005118, -97.71236446429815 30.27200214699646, -97.7123786374899 30.27197729861018, -97.71239309271189 30.271952566005638, -97.71240782996381 30.27192794918275, -97.71242281683011 30.27190347498194, -97.71243808647239 30.271879089074254, -97.71245363739791 30.271854846436284, -97.7124694379374 30.27183074642015, -97.71248548883699 30.271806761537384, -97.71250182101943 30.271782919923975, -97.71251840281548 30.271759220932175, -97.71253526589406 30.271735665209512, -97.71255237933231 30.27171222461983, -97.71256974238378 30.271688926651418, -97.71258735430216 30.27166579879243, -97.71260521583359 30.271642813554514, -97.71262335939328 30.271619944096884, -97.7126417194043 30.271597271589002, -97.71266032977427 30.271574714213514, -97.71267922067976 30.27155232759465, -97.7126983287826 30.271530110436903, -97.71271768649794 30.27150803589955, -97.71273729307953 30.271486131470766, -97.71304705750534 30.27218555690491, -97.71305969556104 30.272213758994905, -97.71307281239379 30.272241833356052, -97.71308634541153 30.27226975120465, -97.71310029461448 30.272297512540593, -97.71311469241837 30.27232509052294, -97.71312953807737 30.27235251263988, -97.71314480066866 30.272379750755317, -97.71316048019236 30.272406804869217, -97.71317657664883 30.272433674981297, -97.7131830877459 30.272459964040156, -97.71321940883438 30.272606778326317, -97.71328909408491 30.272599567078046, -97.71330915376129 30.272626353187135, -97.71332712076703 30.2726496860587, -97.71334537802846 30.272672832337193, -97.71336395646898 30.27269582015833, -97.71338282591148 30.272718593897807, -97.7134019848639 30.27274120853216, -97.71342143407243 30.272763636572925, -97.71344117428312 30.272785850531584, -97.71346120475008 30.272807877896437, -97.71348149380385 30.272829718019786, -97.7135021055295 30.27285134470812, -97.71352297584211 30.272872784154718, -97.71354413715723 30.272894009518577, -97.71356555780538 30.272915020152055, -97.71357438661167 30.272924799410227, -97.7135800346347 30.272936191356703, -97.71358214123447 30.272948473525307, -97.71358053877135 30.272960817380987, -97.71357534463141 30.272972400215753, -97.71356689714176 30.272982431341987, -97.7128402252144 30.273646333911447, -97.7122330540849 30.27420106740928, -97.71221043414043 30.274221892506233, -97.71218716329868 30.274242181716605, -97.71216327397592 30.274261908199517, -97.71213879784223 30.2742810726024, -97.71211370322759 30.274299674277145, -97.7120880866348 30.27431766019022, -97.71206188397781 30.27433505653393, -97.71203519101297 30.274351837763156, -97.71200794514706 30.274367975093565, -97.71198024064388 30.274383497956688, -97.7119520473266 30.274398350727697, -97.7119234277891 30.27441256219038, -97.71189435185467 30.274426076719905, -97.7118648821173 30.27443892310008, -97.71183501932387 30.27445107384228, -97.7118047958914 30.274462502105816, -97.71177424199746 30.27447326351501, -97.71174260545675 30.2744818849896, -97.71171169571456 30.27449291414005, -97.71168187009721 30.274506028234207, -97.71165335327942 30.2745211218552, -97.7116262425096 30.274538114482834, -97.71160079413337 30.274556901348227, -97.71157710614648 30.27457737444308, -97.71155537230193 30.274599400214516, -97.71153565967273 30.274622842517818, -97.71151813108929 30.274647539663885, -97.71150291696561 30.274673356803863, -97.71149005345254 30.27470012965655, -97.71147967171137 30.274727695884664, -97.71147180789362 30.274755891206798, -97.71146653056748 30.27478452450103, -97.71146384346811 30.27481345832607, -97.71146288051096 30.274824412563667, -97.7114585437825 30.274834747698677, -97.71145117014069 30.27484372802561, -97.71144131813489 30.274850622375077, -97.71142969645332 30.27485500518921, -97.7114171389723 30.274856508479182, -97.71117580136467 30.27486015130988, -97.71167042508254 30.273646306328178)))",7752/36,TRAVIS COUNTY DOCUMENT,3301.01,343483.3733,3014.05515754
