NCESSCH,School Name,School Year,Number of Applications,lastUpdated,recordId
292571001510,MARK TWAIN SR. HIGH,2016,26,01/07/2016 02:15:00 AM,2925710015102016
292310001325,ODESSA HIGH,2016,70,01/07/2016 02:15:00 AM,2923100013252016
00751738,COR JESU ACADEMY,2016,100,01/07/2016 02:15:00 AM,007517382016
290414000040,BAKERSFIELD HIGH,2016,8,01/07/2016 02:15:00 AM,2904140000402016
292064001108,MEADVILLE HIGH,2016,13,01/07/2016 02:15:00 AM,2920640011082016
291199000448,FAYETTE HIGH,2016,15,01/07/2016 02:15:00 AM,2911990004482016
291203000481,FESTUS SR. HIGH,2016,109,01/07/2016 02:15:00 AM,2912030004812016
291677000926,KIRKWOOD SR. HIGH,2016,239,01/07/2016 02:15:00 AM,2916770009262016
290837000239,FT. ZUMWALT NORTH HIGH,2016,169,01/07/2016 02:15:00 AM,2908370002392016
292370001421,PATTONVILLE SR. HIGH,2016,209,01/07/2016 02:15:00 AM,2923700014212016
291619000749,JEFFERSON CITY HIGH,2016,239,01/07/2016 02:15:00 AM,2916190007492016
291782000946,LADUE HORTON WATKINS HIGH,2016,126,01/07/2016 02:15:00 AM,2917820009462016
292783001709,SMITH-COTTON HIGH SCHOOL,2016,135,01/07/2016 02:15:00 AM,2927830017092016
A0105551,COLUMBIA INDEPENDENT SCHOOL,2016,6,01/07/2016 02:15:00 AM,A01055512016
291029000333,CRANE HIGH,2016,17,01/07/2016 02:15:00 AM,2910290003332016
292343001351,OZARK HIGH,2016,215,01/07/2016 02:15:00 AM,2923430013512016
291428000646,HERMANN HIGH,2016,47,01/07/2016 02:15:00 AM,2914280006462016
291332000566,GREENFIELD HIGH,2016,17,01/07/2016 02:15:00 AM,2913320005662016
292545001475,POPLAR BLUFF HIGH,2016,130,01/07/2016 02:15:00 AM,2925450014752016
291255000524,FULTON SR. HIGH,2016,73,01/07/2016 02:15:00 AM,2912550005242016
291566000743,JAMESTOWN C-I HIGH,2016,9,01/07/2016 02:15:00 AM,2915660007432016
292061001104,MCDONALD COUNTY HIGH,2016,101,01/07/2016 02:15:00 AM,2920610011042016
292685000657,MARQUETTE SR. HIGH,2016,300,01/07/2016 02:15:00 AM,2926850006572016
00753189,HELIAS HIGH SCHOOL,2016,97,01/07/2016 02:15:00 AM,007531892016
292862001770,SOUTHLAND HIGH,2016,8,01/07/2016 02:15:00 AM,2928620017702016
292706001660,LAFAYETTE HIGH,2016,77,01/07/2016 02:15:00 AM,2927060016602016
292928000790,SOLDAN INTERNATIONAL STUDIES,2016,67,01/07/2016 02:15:00 AM,2929280007902016
291377000608,HARTVILLE HIGH,2016,28,01/07/2016 02:15:00 AM,2913770006082016
291455000684,HOLLISTER HIGH,2016,47,01/07/2016 02:15:00 AM,2914550006842016
292289001309,NORTHWEST HIGH,2016,238,01/07/2016 02:15:00 AM,2922890013092016
292553001500,PRAIRIE HOME HIGH,2016,13,01/07/2016 02:15:00 AM,2925530015002016
291645000894,KEARNEY HIGH,2016,166,01/07/2016 02:15:00 AM,2916450008942016
291050000350,DESOTO SR. HIGH,2016,89,01/07/2016 02:15:00 AM,2910500003502016
A9300521,MOUNTAIN GROVE CHRISTIAN ACADEMY,2016,*,01/07/2016 02:15:00 AM,A93005212016
292754001686,SARCOXIE HIGH,2016,22,01/07/2016 02:15:00 AM,2927540016862016
292136001175,MONTROSE HIGH,2016,8,01/07/2016 02:15:00 AM,2921360011752016
291032000335,SHERWOOD HIGH,2016,24,01/07/2016 02:15:00 AM,2910320003352016
291230001981,SECKMAN SR. HIGH,2016,211,01/07/2016 02:15:00 AM,2912300019812016
291362000583,HANCOCK SR. HIGH,2016,52,01/07/2016 02:15:00 AM,2913620005832016
292358001394,SOUTH HIGH,2016,209,01/07/2016 02:15:00 AM,2923580013942016
291014000326,COOTER HIGH,2016,*,01/07/2016 02:15:00 AM,2910140003262016
00751771,DE SMET JESUIT HIGH SCHOOL,2016,103,01/07/2016 02:15:00 AM,007517712016
291155000411,EUGENE HIGH,2016,33,01/07/2016 02:15:00 AM,2911550004112016
292685001621,EUREKA SR. HIGH,2016,273,01/07/2016 02:15:00 AM,2926850016212016
290059003181,FRONTIER SCHL OF EXCELLENCE-U,2016,15,01/07/2016 02:15:00 AM,2900590031812016
291077000363,DEXTER HIGH,2016,64,01/07/2016 02:15:00 AM,2910770003632016
291434003156,RUSKIN HIGH SCHOOL,2016,126,01/07/2016 02:15:00 AM,2914340031562016
291191000440,FARMINGTON SR. HIGH,2016,128,01/07/2016 02:15:00 AM,2911910004402016
291041000341,CUBA HIGH,2016,35,01/07/2016 02:15:00 AM,2910410003412016
290600000143,LINN CO. HIGH,2016,12,01/07/2016 02:15:00 AM,2906000001432016
291122000388,EAST PRAIRIE HIGH,2016,25,01/07/2016 02:15:00 AM,2911220003882016
292094001144,MILAN HIGH,2016,16,01/07/2016 02:15:00 AM,2920940011442016
290564000109,BOURBON HIGH SCHOOL,2016,30,01/07/2016 02:15:00 AM,2905640001092016
292811001728,SOUTH SHELBY HIGH,2016,27,01/07/2016 02:15:00 AM,2928110017282016
00753939,ROCKHURST HIGH SCHOOL,2016,92,01/07/2016 02:15:00 AM,007539392016
290291000009,AFFTON HIGH,2016,103,01/07/2016 02:15:00 AM,2902910000092016
290708000182,CANTON HIGH,2016,23,01/07/2016 02:15:00 AM,2907080001822016
291620000762,JEFFERSON HIGH,2016,*,01/07/2016 02:15:00 AM,2916200007622016
290912000269,CLARKTON HIGH,2016,12,01/07/2016 02:15:00 AM,2909120002692016
291287000538,GILMAN CITY HIGH,2016,*,01/07/2016 02:15:00 AM,2912870005382016
292517001448,PILOT GROVE HIGH,2016,9,01/07/2016 02:15:00 AM,2925170014482016
A0902045,HERITAGE CLASSICAL CHRISTIAN ACADEMY,2016,*,01/07/2016 02:15:00 AM,A09020452016
292676002632,NORTHVIEW,2016,*,01/07/2016 02:15:00 AM,2926760026322016
00756292,NORTH COUNTY CHRISTIAN SCHOOL,2016,17,01/07/2016 02:15:00 AM,007562922016
291545000705,SCOTT CITY HIGH,2016,26,01/07/2016 02:15:00 AM,2915450007052016
A0105700,PLAZA HEIGHTS CHRISTIAN ACADEMY,2016,6,01/07/2016 02:15:00 AM,A01057002016
292271001251,NORTH ANDREW HIGH,2016,8,01/07/2016 02:15:00 AM,2922710012512016
292133001169,MONTGOMERY CO. HIGH,2016,34,01/07/2016 02:15:00 AM,2921330011692016
291432002372,SKYLINE HIGH,2016,26,01/07/2016 02:15:00 AM,2914320023722016
290837002624,FT. ZUMWALT WEST HIGH,2016,277,01/07/2016 02:15:00 AM,2908370026242016
292055001099,MAYSVILLE JR.-SR. HIGH,2016,25,01/07/2016 02:15:00 AM,2920550010992016
291128000397,KNOX CO. HIGH,2016,25,01/07/2016 02:15:00 AM,2911280003972016
290643000161,CABOOL HIGH,2016,23,01/07/2016 02:15:00 AM,2906430001612016
291095000375,DORA HIGH,2016,22,01/07/2016 02:15:00 AM,2910950003752016
292151001182,MOUNTAIN GROVE HIGH,2016,38,01/07/2016 02:15:00 AM,2921510011822016
291266000530,GALLATIN HIGH,2016,25,01/07/2016 02:15:00 AM,2912660005302016
292886001796,GLENDALE HIGH,2016,152,01/07/2016 02:15:00 AM,2928860017962016
291640002608,MANUAL CAREER  TECH. CTR.,2016,*,01/07/2016 02:15:00 AM,2916400026082016
291640000840,CENTRAL ACADEMY OF EXCELLENCE,2016,46,01/07/2016 02:15:00 AM,2916400008402016
291044000345,DADEVILLE SR. HIGH,2016,11,01/07/2016 02:15:00 AM,2910440003452016
290867000254,CHARLESTON HIGH,2016,20,01/07/2016 02:15:00 AM,2908670002542016
290986000286,CLINTON SR. HIGH,2016,45,01/07/2016 02:15:00 AM,2909860002862016
292640001548,RICHLAND HIGH,2016,12,01/07/2016 02:15:00 AM,2926400015482016
290747000214,CARUTHERSVILLE HIGH,2016,37,01/07/2016 02:15:00 AM,2907470002142016
A0902013,HERITAGE ACADEMY,2016,7,01/07/2016 02:15:00 AM,A09020132016
291092000373,DONIPHAN HIGH,2016,38,01/07/2016 02:15:00 AM,2910920003732016
290000901226,FORT BELLEFONTAINE CAMPUS,2016,*,01/07/2016 02:15:00 AM,2900009012262016
290100000300,DAVID H. HICKMAN HIGH,2016,195,01/07/2016 02:15:00 AM,2901000003002016
290735000198,CARL JUNCTION HIGH SCHOOL,2016,116,01/07/2016 02:15:00 AM,2907350001982016
292679001613,ROCK PORT HIGH,2016,13,01/07/2016 02:15:00 AM,2926790016132016
292928001976,METRO HIGH,2016,53,01/07/2016 02:15:00 AM,2929280019762016
291851001003,LIBERAL HIGH,2016,17,01/07/2016 02:15:00 AM,2918510010032016
290570000118,BRADLEYVILLE HIGH,2016,14,01/07/2016 02:15:00 AM,2905700001182016
292685000665,ROCKWOOD SUMMIT SR. HIGH,2016,214,01/07/2016 02:15:00 AM,2926850006652016
291867001016,LINCOLN HIGH,2016,20,01/07/2016 02:15:00 AM,2918670010162016
A0701425,PARK AVENUE CHRISTIAN SCHOOL,2016,*,01/07/2016 02:15:00 AM,A07014252016
291614000745,JASPER HIGH,2016,17,01/07/2016 02:15:00 AM,2916140007452016
291446000678,HOLCOMB HIGH,2016,20,01/07/2016 02:15:00 AM,2914460006782016
292262001238,NORBORNE HIGH,2016,12,01/07/2016 02:15:00 AM,2922620012382016
292075001129,MERCER HIGH,2016,*,01/07/2016 02:15:00 AM,2920750011292016
290513000068,BISMARCK R-V HIGH,2016,14,01/07/2016 02:15:00 AM,2905130000682016
292928001994,ROOSEVELT HIGH,2016,56,01/07/2016 02:15:00 AM,2929280019942016
290705000180,CAMPBELL HIGH,2016,21,01/07/2016 02:15:00 AM,2907050001802016
291254000516,FREDERICKTOWN HIGH,2016,43,01/07/2016 02:15:00 AM,2912540005162016
292188001221,MACON CO. HIGH,2016,*,01/07/2016 02:15:00 AM,2921880012212016
290453000047,BELL CITY HIGH,2016,*,01/07/2016 02:15:00 AM,2904530000472016
292376001431,NORTH PEMISCOT SR. HIGH,2016,10,01/07/2016 02:15:00 AM,2923760014312016
290285000002,ADRIAN SR. HIGH,2016,25,01/07/2016 02:15:00 AM,2902850000022016
290000100049,BELLE HIGH,2016,26,01/07/2016 02:15:00 AM,2900001000492016
292148001180,MOUND CITY HIGH,2016,10,01/07/2016 02:15:00 AM,2921480011802016
A1101365,LAKE WEST CHRISTIAN ACADEMY,2016,*,01/07/2016 02:15:00 AM,A11013652016
291350000574,HALE HIGH,2016,*,01/07/2016 02:15:00 AM,2913500005742016
292041001086,MARSHALL SR. HIGH,2016,72,01/07/2016 02:15:00 AM,2920410010862016
292001001067,MAPLEWOOD-RICHMOND HGTS. HIGH,2016,52,01/07/2016 02:15:00 AM,2920010010672016
291992001060,MALTA BEND HIGH,2016,*,01/07/2016 02:15:00 AM,2919920010602016
291914001033,LOCKWOOD HIGH,2016,13,01/07/2016 02:15:00 AM,2919140010332016
00755663,JOHN BURROUGHS SCHOOL,2016,32,01/07/2016 02:15:00 AM,007556632016
290873000257,CHILHOWEE HIGH,2016,*,01/07/2016 02:15:00 AM,2908730002572016
292847001759,SOUTH IRON HIGH,2016,16,01/07/2016 02:15:00 AM,2928470017592016
291830000983,LEE'S SUMMIT SR. HIGH,2016,189,01/07/2016 02:15:00 AM,2918300009832016
292886001808,PARKVIEW HIGH,2016,153,01/07/2016 02:15:00 AM,2928860018082016
292886001786,CENTRAL HIGH,2016,183,01/07/2016 02:15:00 AM,2928860017862016
292307001321,OAK RIDGE HIGH,2016,14,01/07/2016 02:15:00 AM,2923070013212016
291845002667,LESTERVILLE RANCH CAMPUS,2016,*,01/07/2016 02:15:00 AM,2918450026672016
290566000115,BOWLING GREEN HIGH,2016,36,01/07/2016 02:15:00 AM,2905660001152016
290699000175,CAMDENTON HIGH,2016,148,01/07/2016 02:15:00 AM,2906990001752016
291695000939,LA PLATA HIGH,2016,6,01/07/2016 02:15:00 AM,2916950009392016
291011000324,CONWAY HIGH,2016,29,01/07/2016 02:15:00 AM,2910110003242016
290636000158,BUTLER HIGH,2016,27,01/07/2016 02:15:00 AM,2906360001582016
292928000434,GATEWAY HIGH,2016,127,01/07/2016 02:15:00 AM,2929280004342016
291165000071,EXCELSIOR SPRINGS TECH. HIGH,2016,*,01/07/2016 02:15:00 AM,2911650000712016
290498000063,BEVIER HIGH,2016,7,01/07/2016 02:15:00 AM,2904980000632016
290615000154,BUNCETON HIGH,2016,6,01/07/2016 02:15:00 AM,2906150001542016
290059303176,DELASALLE CHARTER SCHOOL,2016,9,01/07/2016 02:15:00 AM,2900593031762016
291830002795,LEE'S SUMMIT WEST HIGH,2016,208,01/07/2016 02:15:00 AM,2918300027952016
292154001186,LIBERTY SR. HIGH,2016,35,01/07/2016 02:15:00 AM,2921540011862016
292850001761,SOUTH NODAWAY HIGH,2016,6,01/07/2016 02:15:00 AM,2928500017612016
290735002582,CARL JUNCTION SATELLITE,2016,*,01/07/2016 02:15:00 AM,2907350025822016
291908001030,LINN HIGH,2016,24,01/07/2016 02:15:00 AM,2919080010302016
292358001379,CENTRAL HIGH,2016,141,01/07/2016 02:15:00 AM,2923580013792016
00755889,LOGOS SCHOOL,2016,*,01/07/2016 02:15:00 AM,007558892016
291854001011,LIBERTY HIGH,2016,238,01/07/2016 02:15:00 AM,2918540010112016
290057903102,CONFLUENCE PREPARATORY ACADEMY,2016,31,01/07/2016 02:15:00 AM,2900579031022016
292358000459,FERN RIDGE HIGH,2016,*,01/07/2016 02:15:00 AM,2923580004592016
292928002873,CARNAHAN SCH. OF THE FUTURE,2016,55,01/07/2016 02:15:00 AM,2929280028732016
290645000164,CAINSVILLE HIGH,2016,*,01/07/2016 02:15:00 AM,2906450001642016
290000302458,PORTAGEVILLE HIGH,2016,22,01/07/2016 02:15:00 AM,2900003024582016
292793001721,SEYMOUR HIGH,2016,18,01/07/2016 02:15:00 AM,2927930017212016
291449000680,HOLDEN HIGH,2016,46,01/07/2016 02:15:00 AM,2914490006802016
290320000025,ARCHIE HIGH,2016,24,01/07/2016 02:15:00 AM,2903200000252016
292313001327,ORAN HIGH,2016,10,01/07/2016 02:15:00 AM,2923130013272016
290746000211,CARTHAGE HIGH SCHOOL,2016,130,01/07/2016 02:15:00 AM,2907460002112016
290573000120,DELTA C-7 HIGH,2016,10,01/07/2016 02:15:00 AM,2905730001202016
292322001336,ORRICK HIGH,2016,10,01/07/2016 02:15:00 AM,2923220013362016
291173000431,FAIR PLAY HIGH,2016,12,01/07/2016 02:15:00 AM,2911730004312016
290000902716,MT. VERNON TREATMENT CTR.,2016,*,01/07/2016 02:15:00 AM,2900009027162016
290817000219,CASSVILLE HIGH,2016,68,01/07/2016 02:15:00 AM,2908170002192016
291938001049,MACKS CREEK HIGH,2016,13,01/07/2016 02:15:00 AM,2919380010492016
290000401488,CENTRAL HIGH,2016,45,01/07/2016 02:15:00 AM,2900004014882016
290832002276,CREST RIDGE HIGH,2016,14,01/07/2016 02:15:00 AM,2908320022762016
290348000030,ATLANTA HIGH,2016,10,01/07/2016 02:15:00 AM,2903480000302016
291218000485,FORDLAND HIGH,2016,24,01/07/2016 02:15:00 AM,2912180004852016
291797000960,LATHROP HIGH,2016,31,01/07/2016 02:15:00 AM,2917970009602016
291846000993,HIGHLAND JR.-SR. HIGH,2016,33,01/07/2016 02:15:00 AM,2918460009932016
290288000004,ADVANCE HIGH,2016,10,01/07/2016 02:15:00 AM,2902880000042016
292559002300,PRINCETON R-V JR.-SR. HIGH,2016,20,01/07/2016 02:15:00 AM,2925590023002016
292453002387,PERRYVILLE SR. HIGH,2016,68,01/07/2016 02:15:00 AM,2924530023872016
292070001127,SCOTLAND CO. HIGH,2016,15,01/07/2016 02:15:00 AM,2920700011272016
290612000149,BUFFALO HIGH,2016,52,01/07/2016 02:15:00 AM,2906120001492016
290000901265,NEW DAY - DAY TREATMENT,2016,*,01/07/2016 02:15:00 AM,2900009012652016
291848001001,LEXINGTON HIGH,2016,21,01/07/2016 02:15:00 AM,2918480010012016
291629000769,JENNINGS HIGH,2016,43,01/07/2016 02:15:00 AM,2916290007692016
292895002063,FRANCIS HOWELL UNION HIGH,2016,15,01/07/2016 02:15:00 AM,2928950020632016
292253000424,NIXA HIGH,2016,209,01/07/2016 02:15:00 AM,2922530004242016
02041646,CHRISTIAN ACADEMY OF GREATER ST LOUIS,2016,6,01/07/2016 02:15:00 AM,020416462016
292355002413,PARK HILL SOUTH HIGH,2016,205,01/07/2016 02:15:00 AM,2923550024132016
290558000104,BOONVILLE HIGH,2016,72,01/07/2016 02:15:00 AM,2905580001042016
AA890526,SOUTHSIDE CHRISTIAN ACADEMY,2016,*,01/07/2016 02:15:00 AM,AA8905262016
291110000383,EAST CARTER CO. R-II HIGH,2016,25,01/07/2016 02:15:00 AM,2911100003832016
291125000391,EAST BUCHANAN HIGH,2016,27,01/07/2016 02:15:00 AM,2911250003912016
292280001284,NORTH KANSAS CITY HIGH,2016,129,01/07/2016 02:15:00 AM,2922800012842016
292280001286,OAK PARK HIGH,2016,155,01/07/2016 02:15:00 AM,2922800012862016
292316001331,ORCHARD FARM SR. HIGH,2016,56,01/07/2016 02:15:00 AM,2923160013312016
290843000246,CHADWICK HIGH,2016,9,01/07/2016 02:15:00 AM,2908430002462016
00751716,CHAMINADE COLLEGE PREP SCHOOL,2016,58,01/07/2016 02:15:00 AM,007517162016
291989001058,MALDEN HIGH,2016,27,01/07/2016 02:15:00 AM,2919890010582016
292895002481,FRANCIS HOWELL NORTH HIGH,2016,246,01/07/2016 02:15:00 AM,2928950024812016
292081001137,MEXICO HIGH,2016,69,01/07/2016 02:15:00 AM,2920810011372016
292181001209,NEOSHO HIGH,2016,120,01/07/2016 02:15:00 AM,2921810012092016
292325001338,OSBORN HIGH,2016,6,01/07/2016 02:15:00 AM,2923250013382016
290315000022,ARCADIA VALLEY HIGH,2016,36,01/07/2016 02:15:00 AM,2903150000222016
A9707052,GREENWOOD LABORATORY SCHOOL,2016,14,01/07/2016 02:15:00 AM,A97070522016
290993000295,BLAIR OAKS HIGH,2016,67,01/07/2016 02:15:00 AM,2909930002952016
292214001229,NEWBURG HIGH,2016,15,01/07/2016 02:15:00 AM,2922140012292016
291917001037,LOGAN-ROGERSVILLE HIGH,2016,66,01/07/2016 02:15:00 AM,2919170010372016
291941001053,MACON SR. HIGH,2016,57,01/07/2016 02:15:00 AM,2919410010532016
291692000937,LA MONTE HIGH,2016,12,01/07/2016 02:15:00 AM,2916920009372016
291020000328,COUCH HIGH,2016,16,01/07/2016 02:15:00 AM,2910200003282016
292843001757,SOUTH CALLAWAY HIGH,2016,30,01/07/2016 02:15:00 AM,2928430017572016
290846000248,CHAFFEE JR.-SR. HIGH,2016,22,01/07/2016 02:15:00 AM,2908460002482016
291440000672,LAFAYETTE CO. HIGH,2016,27,01/07/2016 02:15:00 AM,2914400006722016
292541001465,POLO HIGH,2016,16,01/07/2016 02:15:00 AM,2925410014652016
291431000649,HERMITAGE HIGH,2016,6,01/07/2016 02:15:00 AM,2914310006492016
291563000741,NORTH DAVIESS HIGH,2016,*,01/07/2016 02:15:00 AM,2915630007412016
291845000991,LESTERVILLE HIGH,2016,9,01/07/2016 02:15:00 AM,2918450009912016
291539000701,HURLEY HIGH,2016,7,01/07/2016 02:15:00 AM,2915390007012016
00752946,SACRED HEART ELEMENTARY & HIGH SCHOOL,2016,12,01/07/2016 02:15:00 AM,007529462016
A0301951,EL DORADO CHRISTIAN SCHOOL,2016,*,01/07/2016 02:15:00 AM,A03019512016
292346001356,PACIFIC HIGH,2016,122,01/07/2016 02:15:00 AM,2923460013562016
291830001481,LEE'S SUMMIT NORTH HIGH,2016,230,01/07/2016 02:15:00 AM,2918300014812016
291229000496,FORT OSAGE HIGH,2016,169,01/07/2016 02:15:00 AM,2912290004962016
292100001148,MILLER HIGH,2016,13,01/07/2016 02:15:00 AM,2921000011482016
291134000402,ELDON HIGH,2016,61,01/07/2016 02:15:00 AM,2911340004022016
292358001393,NORTH HIGH,2016,144,01/07/2016 02:15:00 AM,2923580013932016
292826001744,SIKESTON SR. HIGH,2016,81,01/07/2016 02:15:00 AM,2928260017442016
00751319,CHRISTIAN BROTHERS COLLEGE HIGH SCHOOL,2016,125,01/07/2016 02:15:00 AM,007513192016
292841001754,SMITHVILLE HIGH,2016,84,01/07/2016 02:15:00 AM,2928410017542016
292005001070,MARCELINE HIGH,2016,30,01/07/2016 02:15:00 AM,2920050010702016
291640000860,NORTHEAST HIGH,2016,60,01/07/2016 02:15:00 AM,2916400008602016
291317002285,GRANDVIEW HIGH,2016,40,01/07/2016 02:15:00 AM,2913170022852016
292895001860,FRANCIS HOWELL HIGH,2016,231,01/07/2016 02:15:00 AM,2928950018602016
00752152,DUCHESNE HIGH SCHOOL,2016,75,01/07/2016 02:15:00 AM,007521522016
290531000170,BLUE SPRINGS SOUTH HIGH,2016,304,01/07/2016 02:15:00 AM,2905310001702016
290002902741,ALTA VISTA CHARTER SCHOOL,2016,22,01/07/2016 02:15:00 AM,2900029027412016
290981000284,CLIMAX SPRINGS HIGH,2016,*,01/07/2016 02:15:00 AM,2909810002842016
291201000471,MCCLUER NORTH HIGH,2016,214,01/07/2016 02:15:00 AM,2912010004712016
292928001882,BEAUMONT CTE HIGH SCHOOL,2016,*,01/07/2016 02:15:00 AM,2929280018822016
292319001334,SOUTH HOLT HIGH,2016,*,01/07/2016 02:15:00 AM,2923190013342016
293084002131,MORGAN CO. HIGH,2016,52,01/07/2016 02:15:00 AM,2930840021312016
292533001461,PLEASANT HILL HIGH,2016,92,01/07/2016 02:15:00 AM,2925330014612016
292169001194,NORTH NODAWAY JR.-SR. HIGH,2016,*,01/07/2016 02:15:00 AM,2921690011942016
292112001162,MONETT HIGH,2016,88,01/07/2016 02:15:00 AM,2921120011622016
292283001297,NORTH PLATTE HIGH,2016,24,01/07/2016 02:15:00 AM,2922830012972016
292187501219,NEW BLOOMFIELD HIGH,2016,28,01/07/2016 02:15:00 AM,2921875012192016
290531000085,BLUE SPRINGS HIGH,2016,316,01/07/2016 02:15:00 AM,2905310000852016
292859001768,ELLINGTON HIGH SCHOOL,2016,18,01/07/2016 02:15:00 AM,2928590017682016
292184001214,NEVADA HIGH,2016,90,01/07/2016 02:15:00 AM,2921840012142016
291062000358,DELTA HIGH,2016,*,01/07/2016 02:15:00 AM,2910620003582016
291788000957,LAQUEY R-V HIGH,2016,27,01/07/2016 02:15:00 AM,2917880009572016
A0502124,JOHN F KENNEDY CATHOLIC SCHOOL,2016,45,01/07/2016 02:15:00 AM,A05021242016
02040992,GRANDVIEW CHRISTIAN SCHOOL,2016,*,01/07/2016 02:15:00 AM,020409922016
292373001424,RAYMORE-PECULIAR SR. HIGH,2016,231,01/07/2016 02:15:00 AM,2923730014242016
292836001750,SLATER HIGH,2016,11,01/07/2016 02:15:00 AM,2928360017502016
290417000042,BALLARD HIGH,2016,8,01/07/2016 02:15:00 AM,2904170000422016
292175001200,NEELYVILLE HIGH,2016,17,01/07/2016 02:15:00 AM,2921750012002016
290603000145,BRUNSWICK HIGH,2016,*,01/07/2016 02:15:00 AM,2906030001452016
290576000122,BRANSON HIGH,2016,140,01/07/2016 02:15:00 AM,2905760001222016
291356000578,HALLSVILLE HIGH,2016,44,01/07/2016 02:15:00 AM,2913560005782016
292709001678,SALEM SR. HIGH,2016,57,01/07/2016 02:15:00 AM,2927090016782016
00753677,NOTRE DAME DE SION SCHOOL,2016,32,01/07/2016 02:15:00 AM,007536772016
292256001234,NODAWAY-HOLT JR.-SR. HIGH,2016,6,01/07/2016 02:15:00 AM,2922560012342016
291842000989,LEOPOLD HIGH,2016,8,01/07/2016 02:15:00 AM,2918420009892016
A0701417,LIBERTY CHRISTIAN ACADEMY,2016,6,01/07/2016 02:15:00 AM,A07014172016
291822000962,LAWSON HIGH,2016,55,01/07/2016 02:15:00 AM,2918220009622016
290537000092,BOLIVAR HIGH,2016,81,01/07/2016 02:15:00 AM,2905370000922016
00755084,MISSOURI MILITARY ACADEMY,2016,7,01/07/2016 02:15:00 AM,007550842016
A9300536,MARY INSTITUTE & ST LOUIS COUNTRY DAY SCHOOL,2016,36,01/07/2016 02:15:00 AM,A93005362016
291860001014,LICKING HIGH,2016,32,01/07/2016 02:15:00 AM,2918600010142016
00753848,BISHOP LEBLOND HIGH SCHOOL,2016,34,01/07/2016 02:15:00 AM,007538482016
291437000667,HIGBEE HIGH,2016,*,01/07/2016 02:15:00 AM,2914370006672016
290840000244,CENTRALIA HIGH,2016,69,01/07/2016 02:15:00 AM,2908400002442016
290402000031,AURORA HIGH,2016,49,01/07/2016 02:15:00 AM,2904020000312016
A0740163,NEW LIFE CHRISTIAN SCHOOL,2016,7,01/07/2016 02:15:00 AM,A07401632016
291176000433,FAIRFAX HIGH,2016,*,01/07/2016 02:15:00 AM,2911760004332016
X0756088,BLUE RIDGE CHRISTIAN SCHOOL,2016,11,01/07/2016 02:15:00 AM,X07560882016
292856001766,SOUTHERN BOONE HIGH,2016,63,01/07/2016 02:15:00 AM,2928560017662016
292928002313,CLEVELAND NJROTC ACADEMY,2016,33,01/07/2016 02:15:00 AM,2929280023132016
291371000599,HARRISBURG HIGH,2016,21,01/07/2016 02:15:00 AM,2913710005992016
291484000688,HOUSTON HIGH,2016,31,01/07/2016 02:15:00 AM,2914840006882016
290978000282,CLEVER HIGH,2016,41,01/07/2016 02:15:00 AM,2909780002822016
292565001508,PUXICO HIGH,2016,21,01/07/2016 02:15:00 AM,2925650015082016
291194000445,MID-BUCHANAN SR. HIGH,2016,19,01/07/2016 02:15:00 AM,2911940004452016
291785000954,LAMAR HIGH,2016,45,01/07/2016 02:15:00 AM,2917850009542016
291542000703,IBERIA HIGH,2016,32,01/07/2016 02:15:00 AM,2915420007032016
292353001365,PARIS HIGH,2016,16,01/07/2016 02:15:00 AM,2923530013652016
292286001299,NORTHEAST HIGH,2016,11,01/07/2016 02:15:00 AM,2922860012992016
291638000797,CLARK CO. HIGH,2016,36,01/07/2016 02:15:00 AM,2916380007972016
291640000844,LINCOLN COLLEGE PREP.,2016,76,01/07/2016 02:15:00 AM,2916400008442016
290702000176,CAMERON HIGH,2016,65,01/07/2016 02:15:00 AM,2907020001762016
291659000907,KING CITY HIGH,2016,12,01/07/2016 02:15:00 AM,2916590009072016
292160001189,MT. VERNON HIGH,2016,36,01/07/2016 02:15:00 AM,2921600011892016
291383002696,HAZELWOOD EAST HIGH,2016,104,01/07/2016 02:15:00 AM,2913830026962016
290306000016,ALTON HIGH,2016,21,01/07/2016 02:15:00 AM,2903060000162016
292616001536,REEDS SPRING HIGH,2016,64,01/07/2016 02:15:00 AM,2926160015362016
292529001458,PLATTSBURG HIGH,2016,31,01/07/2016 02:15:00 AM,2925290014582016
292331001342,OTTERVILLE HIGH,2016,*,01/07/2016 02:15:00 AM,2923310013422016
291640003093,SOUTHWEST EARLY COLLEGE CAMPUS,2016,42,01/07/2016 02:15:00 AM,2916400030932016
292250001233,NIANGUA HIGH,2016,8,01/07/2016 02:15:00 AM,2922500012332016
292265001248,NORMANDY HIGH,2016,45,01/07/2016 02:15:00 AM,2922650012482016
291650000897,KENNETT HIGH,2016,54,01/07/2016 02:15:00 AM,2916500008972016
292676001607,SOUTH TECHNICAL,2016,*,01/07/2016 02:15:00 AM,2926760016072016
293114001901,KINGSTON HIGH,2016,21,01/07/2016 02:15:00 AM,2931140019012016
291059000355,DEKALB JR.-SR. HIGH,2016,*,01/07/2016 02:15:00 AM,2910590003552016
292565002704,MINGO PUXICO TECHNICAL HIGH,2016,*,01/07/2016 02:15:00 AM,2925650027042016
291560000738,JACKSON SR. HIGH,2016,165,01/07/2016 02:15:00 AM,2915600007382016
292928002767,MILLER CAREER ACADEMY,2016,120,01/07/2016 02:15:00 AM,2929280027672016
