NCESSCH,School Name,School Year,Number of Applications,lastUpdated,recordId
293180002224,MIDWAY HIGH,2016,19,06/04/2015 03:51:00 PM,2931800022242016
292376001431,NORTH PEMISCOT SR. HIGH,2017,7,06/30/2017 02:28:00 AM,2923760014312017
00754353,MCAULEY CATHOLIC HIGH SCHOOL,2019,14,02/15/2019 02:16:00 AM,007543532019
292871001774,SOUTHWEST HIGH,2019,33,02/15/2019 02:16:00 AM,2928710017742019
291201000471,MCCLUER NORTH HIGH,2017,204,06/30/2017 02:28:00 AM,2912010004712017
290498000063,BEVIER HIGH,2017,10,06/30/2017 02:28:00 AM,2904980000632017
00751862,ROSATI-KAIN HIGH SCHOOL,2017,59,06/30/2017 02:28:00 AM,007518622017
290617000156,BUNKER HIGH,2017,7,06/30/2017 02:28:00 AM,2906170001562017
290000401488,CENTRAL HIGH,2017,37,06/30/2017 02:28:00 AM,2900004014882017
291645000894,KEARNEY HIGH,2017,153,06/30/2017 02:28:00 AM,2916450008942017
292895002481,FRANCIS HOWELL NORTH HIGH,2017,234,06/30/2017 02:28:00 AM,2928950024812017
02040664,EAGLE HEIGHTS CHRISTIAN SCHOOL,2017,*,06/30/2017 02:28:00 AM,020406642017
292343001351,OZARK HIGH,2017,190,06/30/2017 02:28:00 AM,2923430013512017
292895001860,FRANCIS HOWELL HIGH,2019,243,02/15/2019 02:16:00 AM,2928950018602019
02041103,COLLEGE HEIGHTS CHRISTIAN SCHOOL,2017,29,06/30/2017 02:28:00 AM,020411032017
292616001536,REEDS SPRING HIGH,2017,65,06/30/2017 02:28:00 AM,2926160015362017
292783001709,SMITH-COTTON HIGH SCHOOL,2017,166,06/30/2017 02:28:00 AM,2927830017092017
292327001340,OSCEOLA JR.-SR. HIGH,2017,21,06/30/2017 02:28:00 AM,2923270013402017
00753848,BISHOP LEBLOND HIGH SCHOOL,2017,32,06/30/2017 02:28:00 AM,007538482017
291984001055,MADISON HIGH,2017,9,06/30/2017 02:28:00 AM,2919840010552017
290417000042,BALLARD HIGH,2017,8,06/30/2017 02:28:00 AM,2904170000422017
292949002042,STEWARTSVILLE HIGH,2019,8,02/15/2019 02:16:00 AM,2929490020422019
290513000068,BISMARCK R-V HIGH,2019,12,02/15/2019 02:16:00 AM,2905130000682019
292517001448,PILOT GROVE HIGH,2017,16,06/30/2017 02:28:00 AM,2925170014482017
291230001981,SECKMAN SR. HIGH,2017,268,06/30/2017 02:28:00 AM,2912300019812017
291640000840,CENTRAL ACADEMY OF EXCELLENCE,2019,39,02/15/2019 02:16:00 AM,2916400008402019
AA890526,SOUTHSIDE CHRISTIAN ACADEMY,2019,*,02/15/2019 02:16:00 AM,AA8905262019
290531000170,BLUE SPRINGS SOUTH HIGH,2017,274,06/30/2017 02:28:00 AM,2905310001702017
291201000472,MCCLUER HIGH,2017,98,06/30/2017 02:28:00 AM,2912010004722017
00751771,DE SMET JESUIT HIGH SCHOOL,2017,90,06/30/2017 02:28:00 AM,007517712017
291432002372,SKYLINE HIGH,2017,26,06/30/2017 02:28:00 AM,2914320023722017
290702000176,CAMERON HIGH,2019,60,02/15/2019 02:16:00 AM,2907020001762019
292187501219,NEW BLOOMFIELD HIGH,2017,24,06/30/2017 02:28:00 AM,2921875012192017
290981000284,CLIMAX SPRINGS HIGH,2017,8,06/30/2017 02:28:00 AM,2909810002842017
291059000355,DEKALB JR.-SR. HIGH,2017,10,06/30/2017 02:28:00 AM,2910590003552017
293192002235,WHEATLAND HIGH,2019,13,02/15/2019 02:16:00 AM,2931920022352019
292250001233,NIANGUA HIGH,2017,7,06/30/2017 02:28:00 AM,2922500012332017
292754001686,SARCOXIE HIGH,2017,17,06/30/2017 02:28:00 AM,2927540016862017
00751046,NERINX HALL HIGH SCHOOL,2017,101,06/30/2017 02:28:00 AM,007510462017
A9300533,HEARTLAND CHRISTIAN SCHOOL,2017,6,06/30/2017 02:28:00 AM,A93005332017
291650000897,KENNETT HIGH,2017,41,06/30/2017 02:28:00 AM,2916500008972017
291290000540,GLASGOW HIGH,2017,15,06/30/2017 02:28:00 AM,2912900005402017
291077000363,DEXTER HIGH,2017,70,06/30/2017 02:28:00 AM,2910770003632017
A0105700,PLAZA HEIGHTS CHRISTIAN ACADEMY,2017,*,06/30/2017 02:28:00 AM,A01057002017
292316001331,ORCHARD FARM SR. HIGH,2017,39,06/30/2017 02:28:00 AM,2923160013312017
291788000957,LAQUEY R-V HIGH,2017,22,06/30/2017 02:28:00 AM,2917880009572017
291002000319,COMMUNITY HIGH,2017,12,06/30/2017 02:28:00 AM,2910020003192017
291846000993,HIGHLAND JR.-SR. HIGH,2019,37,02/15/2019 02:16:00 AM,2918460009932019
292667001586,RIVERVIEW GARDENS SR. HIGH,2019,66,02/15/2019 02:16:00 AM,2926670015862019
00752946,SACRED HEART ELEMENTARY & HIGH SCHOOL,2017,10,06/30/2017 02:28:00 AM,007529462017
290348000030,ATLANTA HIGH,2017,6,06/30/2017 02:28:00 AM,2903480000302017
292661001564,RISCO HIGH,2017,*,06/30/2017 02:28:00 AM,2926610015642017
291842000989,LEOPOLD HIGH,2017,*,06/30/2017 02:28:00 AM,2918420009892017
291449000680,HOLDEN HIGH,2017,43,06/30/2017 02:28:00 AM,2914490006802017
291908001030,LINN HIGH,2017,33,06/30/2017 02:28:00 AM,2919080010302017
290876000264,CHILLICOTHE HIGH,2017,84,06/30/2017 02:28:00 AM,2908760002642017
A0902045,HERITAGE CLASSICAL CHRISTIAN ACADEMY,2017,*,06/30/2017 02:28:00 AM,A09020452017
291329000564,GREEN RIDGE HIGH,2017,12,06/30/2017 02:28:00 AM,2913290005642017
291362000583,HANCOCK SR. HIGH,2017,28,06/30/2017 02:28:00 AM,2913620005832017
291860001014,LICKING HIGH,2017,22,06/30/2017 02:28:00 AM,2918600010142017
291317002285,GRANDVIEW HIGH,2017,33,06/30/2017 02:28:00 AM,2913170022852017
291666000910,KINGSVILLE HIGH,2017,*,06/30/2017 02:28:00 AM,2916660009102017
292850001761,SOUTH NODAWAY HIGH,2019,12,02/15/2019 02:16:00 AM,2928500017612019
291380000611,HAYTI HIGH,2017,15,06/30/2017 02:28:00 AM,2913800006112017
290531000085,BLUE SPRINGS HIGH,2017,275,06/30/2017 02:28:00 AM,2905310000852017
292250001233,NIANGUA HIGH,2019,*,02/15/2019 02:16:00 AM,2922500012332019
292640001548,RICHLAND HIGH,2017,9,06/30/2017 02:28:00 AM,2926400015482017
291131000398,EL DORADO SPRINGS HIGH,2019,34,02/15/2019 02:16:00 AM,2911310003982019
AA000373,CROSSROADS COLLEGE PREPARATORY SCHOOL,2017,18,06/30/2017 02:28:00 AM,AA0003732017
291011000324,CONWAY HIGH,2017,26,06/30/2017 02:28:00 AM,2910110003242017
292349001362,PALMYRA HIGH,2017,44,06/30/2017 02:28:00 AM,2923490013622017
290837002624,FT. ZUMWALT WEST HIGH,2017,264,06/30/2017 02:28:00 AM,2908370026242017
292562001502,PURDY HIGH,2019,30,02/15/2019 02:16:00 AM,2925620015022019
291533000699,HUME HIGH,2019,*,02/15/2019 02:16:00 AM,2915330006992019
292283001297,NORTH PLATTE HIGH,2017,28,06/30/2017 02:28:00 AM,2922830012972017
290000201642,SOUTH HARRISON HIGH,2017,24,06/30/2017 02:28:00 AM,2900002016422017
291332000566,GREENFIELD HIGH,2019,10,02/15/2019 02:16:00 AM,2913320005662019
292689001636,ROLLA SR. HIGH,2017,149,06/30/2017 02:28:00 AM,2926890016362017
292307001321,OAK RIDGE HIGH,2017,12,06/30/2017 02:28:00 AM,2923070013212017
292811001728,SOUTH SHELBY HIGH,2017,30,06/30/2017 02:28:00 AM,2928110017282017
290576000122,BRANSON HIGH,2017,135,06/30/2017 02:28:00 AM,2905760001222017
290059503159,GRAND CENTER ARTS ACADEMY,2017,28,06/30/2017 02:28:00 AM,2900595031592017
291083000369,DIXON HIGH,2017,23,06/30/2017 02:28:00 AM,2910830003692017
292028001075,MARION CO. HIGH,2017,11,06/30/2017 02:28:00 AM,2920280010752017
291167000427,EXETER HIGH,2017,7,06/30/2017 02:28:00 AM,2911670004272017
292763001697,OSAGE HIGH,2017,65,06/30/2017 02:28:00 AM,2927630016972017
292814001731,NORTH SHELBY HIGH,2017,15,06/30/2017 02:28:00 AM,2928140017312017
292895002063,FRANCIS HOWELL UNION HIGH,2019,11,02/15/2019 02:16:00 AM,2928950020632019
291050000350,DESOTO SR. HIGH,2017,103,06/30/2017 02:28:00 AM,2910500003502017
291989001058,MALDEN HIGH,2017,33,06/30/2017 02:28:00 AM,2919890010582017
292142001177,SCOTT CO. CENTRAL HIGH,2017,14,06/30/2017 02:28:00 AM,2921420011772017
291201002691,MCCLUER SOUTH-BERKELEY HIGH,2017,53,06/30/2017 02:28:00 AM,2912010026912017
291338000569,GREENVILLE HIGH,2017,27,06/30/2017 02:28:00 AM,2913380005692017
291527000695,NORTHWEST HIGH,2017,13,06/30/2017 02:28:00 AM,2915270006952017
291782000946,LADUE HORTON WATKINS HIGH,2017,131,06/30/2017 02:28:00 AM,2917820009462017
292571001510,MARK TWAIN SR. HIGH,2017,36,06/30/2017 02:28:00 AM,2925710015102017
A9902679,HEARTLAND CHRISTIAN ACADEMY,2017,*,06/30/2017 02:28:00 AM,A99026792017
291484000688,HOUSTON HIGH,2017,37,06/30/2017 02:28:00 AM,2914840006882017
292340002565,LUTIE HIGH,2019,6,02/15/2019 02:16:00 AM,2923400025652019
290579000125,1050 ADAIR CO. HIGH,2017,6,06/30/2017 02:28:00 AM,2905790001252017
292075001129,MERCER HIGH,2017,8,06/30/2017 02:28:00 AM,2920750011292017
290699000175,CAMDENTON HIGH,2017,124,06/30/2017 02:28:00 AM,2906990001752017
292082001139,MIAMI HIGH,2017,*,06/30/2017 02:28:00 AM,2920820011392017
292133001169,MONTGOMERY CO. HIGH,2017,34,06/30/2017 02:28:00 AM,2921330011692017
02040824,NEW COVENANT ACADEMY,2017,18,06/30/2017 02:28:00 AM,020408242017
00751738,COR JESU ACADEMY,2017,105,06/30/2017 02:28:00 AM,007517382017
A1101347,ACE LEARNING CENTERS,2017,6,06/30/2017 02:28:00 AM,A11013472017
00751115,ST JOSEPHS ACADEMY,2019,63,02/15/2019 02:16:00 AM,007511152019
292565001508,PUXICO HIGH,2019,21,02/15/2019 02:16:00 AM,2925650015082019
292928002873,CARNAHAN SCH. OF THE FUTURE,2019,45,02/15/2019 02:16:00 AM,2929280028732019
00751738,COR JESU ACADEMY,2019,115,02/15/2019 02:16:00 AM,007517382019
292928002767,MILLER CAREER ACADEMY,2019,110,02/15/2019 02:16:00 AM,2929280027672019
292175001200,NEELYVILLE HIGH,2019,17,02/15/2019 02:16:00 AM,2921750012002019
291380000611,HAYTI HIGH,2019,20,02/15/2019 02:16:00 AM,2913800006112019
292868001772,SOUTHWEST LIVINGSTON CO R-1 HS,2019,10,02/15/2019 02:16:00 AM,2928680017722019
290300000013,SANTA FE HIGH,2019,15,02/15/2019 02:16:00 AM,2903000000132019
291224000487,FORSYTH HIGH,2019,41,02/15/2019 02:16:00 AM,2912240004872019
290705000180,CAMPBELL HIGH,2019,15,02/15/2019 02:16:00 AM,2907050001802019
292358001404,WEST HIGH,2019,169,02/15/2019 02:16:00 AM,2923580014042019
291635000787,JOPLIN HIGH,2019,220,02/15/2019 02:16:00 AM,2916350007872019
291371000599,HARRISBURG HIGH,2017,17,06/30/2017 02:28:00 AM,2913710005992017
291229000496,FORT OSAGE HIGH,2017,183,06/30/2017 02:28:00 AM,2912290004962017
291830001481,LEE'S SUMMIT NORTH HIGH,2019,200,02/15/2019 02:16:00 AM,2918300014812019
293078002124,VAN-FAR JR./SR. HIGH,2019,20,02/15/2019 02:16:00 AM,2930780021242019
290712000186,CENTRAL HIGH,2019,100,02/15/2019 02:16:00 AM,2907120001862019
290585000129,BRECKENRIDGE HIGH,2019,*,02/15/2019 02:16:00 AM,2905850001292019
291545000705,SCOTT CITY HIGH,2019,20,02/15/2019 02:16:00 AM,2915450007052019
291548001707,INDEPENDENCE ACADEMY,2019,*,02/15/2019 02:16:00 AM,2915480017072019
290561000107,BOSWORTH HIGH,2019,*,02/15/2019 02:16:00 AM,2905610001072019
290843000246,CHADWICK HIGH,2019,6,02/15/2019 02:16:00 AM,2908430002462019
00751352,VALLE CATHOLIC SCHOOLS,2019,14,02/15/2019 02:16:00 AM,007513522019
291629000769,JENNINGS HIGH,2019,75,02/15/2019 02:16:00 AM,2916290007692019
291201000471,MCCLUER NORTH HIGH,2019,205,02/15/2019 02:16:00 AM,2912010004712019
290100000299,ROCK BRIDGE SR. HIGH,2019,238,02/15/2019 02:16:00 AM,2901000002992019
292187501219,NEW BLOOMFIELD HIGH,2019,29,02/15/2019 02:16:00 AM,2921875012192019
292094001144,MILAN HIGH,2019,26,02/15/2019 02:16:00 AM,2920940011442019
291854003148,LIBERTY NORTH HIGH SCHOOL,2019,271,02/15/2019 02:16:00 AM,2918540031482019
292817001734,SHELDON HIGH,2019,6,02/15/2019 02:16:00 AM,2928170017342019
292859001768,ELLINGTON HIGH SCHOOL,2019,17,02/15/2019 02:16:00 AM,2928590017682019
291551000729,VIBURNUM HIGH,2019,18,02/15/2019 02:16:00 AM,2915510007292019
A9300533,HEARTLAND CHRISTIAN SCHOOL,2019,13,02/15/2019 02:16:00 AM,A93005332019
A9103777,KANSAS CITY ACADEMY,2019,*,02/15/2019 02:16:00 AM,A91037772019
291548000722,TRUMAN HIGH,2019,168,02/15/2019 02:16:00 AM,2915480007222019
292334001347,OWENSVILLE HIGH,2019,69,02/15/2019 02:16:00 AM,2923340013472019
291640000880,EAST HIGH SCHOOL,2019,79,02/15/2019 02:16:00 AM,2916400008802019
291356000578,HALLSVILLE HIGH,2019,57,02/15/2019 02:16:00 AM,2913560005782019
293165002844,TIMBERLAND HIGH,2019,239,02/15/2019 02:16:00 AM,2931650028442019
290000401488,CENTRAL HIGH,2019,48,02/15/2019 02:16:00 AM,2900004014882019
00753189,HELIAS CATHOLIC HIGH SCHOOL,2019,108,02/15/2019 02:16:00 AM,007531892019
00756292,NORTH COUNTY CHRISTIAN SCHOOL,2019,7,02/15/2019 02:16:00 AM,007562922019
290840000244,CENTRALIA HIGH,2019,48,02/15/2019 02:16:00 AM,2908400002442019
292121001167,MONROE CITY R-I HIGH,2019,36,02/15/2019 02:16:00 AM,2921210011672019
AA000373,CROSSROADS COLLEGE PREPARATORY SCHOOL,2019,16,02/15/2019 02:16:00 AM,AA0003732019
291140000407,ELSBERRY HIGH,2019,22,02/15/2019 02:16:00 AM,2911400004072019
A0105671,MARANATHA BAPTIST ACADEMY,2019,*,02/15/2019 02:16:00 AM,A01056712019
00751104,ST LOUIS UNIVERSITY HIGH SCHOOL,2019,149,02/15/2019 02:16:00 AM,007511042019
292928000790,SOLDAN INTERNATIONAL STUDIES,2019,67,02/15/2019 02:16:00 AM,2929280007902019
293150002186,WEBB CITY HIGH,2019,148,02/15/2019 02:16:00 AM,2931500021862019
00752389,ST PIUS X HIGH SCHOOL,2019,53,02/15/2019 02:16:00 AM,007523892019
290873000257,CHILHOWEE HIGH,2019,8,02/15/2019 02:16:00 AM,2908730002572019
292043001090,MARSHFIELD HIGH,2019,104,02/15/2019 02:16:00 AM,2920430010902019
292886001786,CENTRAL HIGH,2019,178,02/15/2019 02:16:00 AM,2928860017862019
291323000561,GREEN CITY HIGH,2019,14,02/15/2019 02:16:00 AM,2913230005612019
00752946,SACRED HEART ELEMENTARY & HIGH SCHOOL,2019,24,02/15/2019 02:16:00 AM,007529462019
A0105706,PROVIDENCE CLASSICAL CHRISTIAN ACADEMY,2019,*,02/15/2019 02:16:00 AM,A01057062019
291229000496,FORT OSAGE HIGH,2019,192,02/15/2019 02:16:00 AM,2912290004962019
290735000198,CARL JUNCTION HIGH SCHOOL,2019,141,02/15/2019 02:16:00 AM,2907350001982019
293231002266,WRIGHT CITY HIGH,2019,47,02/15/2019 02:16:00 AM,2932310022662019
292064001108,MEADVILLE HIGH,2019,9,02/15/2019 02:16:00 AM,2920640011082019
290837002624,FT. ZUMWALT WEST HIGH,2019,270,02/15/2019 02:16:00 AM,2908370026242019
290617000156,BUNKER HIGH,2019,12,02/15/2019 02:16:00 AM,2906170001562019
291640000860,NORTHEAST HIGH,2019,47,02/15/2019 02:16:00 AM,2916400008602019
292160001189,MT. VERNON HIGH,2019,48,02/15/2019 02:16:00 AM,2921600011892019
291443000675,HILLSBORO HIGH,2019,134,02/15/2019 02:16:00 AM,2914430006752019
290643000161,CABOOL HIGH,2019,26,02/15/2019 02:16:00 AM,2906430001612019
293066002113,UNIVERSITY CITY SR. HIGH,2019,84,02/15/2019 02:16:00 AM,2930660021132019
290531000085,BLUE SPRINGS HIGH SCHOOL,2019,*,02/15/2019 02:16:00 AM,2905310000852019
292676002632,NORTHVIEW,2019,*,02/15/2019 02:16:00 AM,2926760026322019
291425000639,HERCULANEUM HIGH,2019,52,02/15/2019 02:16:00 AM,2914250006392019
291128000397,KNOX CO. HIGH,2019,22,02/15/2019 02:16:00 AM,2911280003972019
290837002978,FT. ZUMWALT EAST HIGH,2019,159,02/15/2019 02:16:00 AM,2908370029782019
A1101365,LAKE WEST CHRISTIAN ACADEMY,2019,*,02/15/2019 02:16:00 AM,A11013652019
291908001030,LINN HIGH,2019,29,02/15/2019 02:16:00 AM,2919080010302019
293081002128,VERONA HIGH,2019,11,02/15/2019 02:16:00 AM,2930810021282019
290000902716,MT. VERNON TREATMENT CTR.,2019,*,02/15/2019 02:16:00 AM,2900009027162019
AA890522,CHRISTIAN OUTREACH SCHOOL,2019,*,02/15/2019 02:16:00 AM,AA8905222019
291362000583,HANCOCK SR. HIGH,2019,38,02/15/2019 02:16:00 AM,2913620005832019
290002103038,MO SCHOOL FOR THE BLIND - HS,2019,*,02/15/2019 02:16:00 AM,2900021030382019
290699000175,CAMDENTON HIGH,2019,135,02/15/2019 02:16:00 AM,2906990001752019
293087002134,VIENNA HIGH,2019,24,02/15/2019 02:16:00 AM,2930870021342019
292880001779,SPOKANE HIGH,2019,21,02/15/2019 02:16:00 AM,2928800017792019
291314000948,GRANDVIEW ALTERNATIVE SCH.,2019,*,02/15/2019 02:16:00 AM,2913140009482019
290495000061,BERNIE HIGH,2019,15,02/15/2019 02:16:00 AM,2904950000612019
293207002245,WILLOW SPRINGS HIGH,2019,37,02/15/2019 02:16:00 AM,2932070022452019
291926001043,LOUISIANA HIGH SCHOOL R2,2019,*,02/15/2019 02:16:00 AM,2919260010432019
291449000680,HOLDEN HIGH,2019,42,02/15/2019 02:16:00 AM,2914490006802019
292355001371,PARK HILL SOUTH,2019,*,02/15/2019 02:16:00 AM,2923550013712019
A0301951,EL DORADO CHRISTIAN SCHOOL,2019,*,02/15/2019 02:16:00 AM,A03019512019
A0502105,THE FULTON SCHOOL AT ST ALBANS,2019,*,02/15/2019 02:16:00 AM,A05021052019
00755801,THE PRINCIPIA SCHOOL,2019,8,02/15/2019 02:16:00 AM,007558012019
292031001077,MARIONVILLE HIGH,2019,22,02/15/2019 02:16:00 AM,2920310010772019
291827000972,LEBANON SR. HIGH,2019,151,02/15/2019 02:16:00 AM,2918270009722019
291563000741,NORTH DAVIESS HIGH,2019,*,02/15/2019 02:16:00 AM,2915630007412019
291848001001,LEXINGTON HIGH,2019,35,02/15/2019 02:16:00 AM,2918480010012019
291824000966,WEST COUNTY HIGH,2019,37,02/15/2019 02:16:00 AM,2918240009662019
290975000277,CLEARWATER HIGH,2019,32,02/15/2019 02:16:00 AM,2909750002772019
02040992,GRANDVIEW CHRISTIAN SCHOOL,2019,*,02/15/2019 02:16:00 AM,020409922019
291255000524,FULTON SR. HIGH,2019,63,02/15/2019 02:16:00 AM,2912550005242019
A0902013,HERITAGE ACADEMY,2019,*,02/15/2019 02:16:00 AM,A09020132019
290566000115,BOWLING GREEN HIGH,2019,42,02/15/2019 02:16:00 AM,2905660001152019
290000201642,SOUTH HARRISON HIGH,2019,27,02/15/2019 02:16:00 AM,2900002016422019
A9300536,MARY INSTITUTE & ST LOUIS COUNTRY DAY SCHOOL,2019,30,02/15/2019 02:16:00 AM,A93005362019
A0902045,HERITAGE CLASSICAL CHRISTIAN ACADEMY,2019,7,02/15/2019 02:16:00 AM,A09020452019
292757001693,SAVANNAH HIGH,2019,88,02/15/2019 02:16:00 AM,2927570016932019
292697001639,RUSSELLVILLE HIGH,2019,23,02/15/2019 02:16:00 AM,2926970016392019
290537000092,BOLIVAR HIGH,2019,101,02/15/2019 02:16:00 AM,2905370000922019
292550001497,POTOSI HIGH,2019,77,02/15/2019 02:16:00 AM,2925500014972019
292346001356,PACIFIC HIGH,2019,116,02/15/2019 02:16:00 AM,2923460013562019
290747000214,CARUTHERSVILLE HIGH,2019,43,02/15/2019 02:16:00 AM,2907470002142019
291446000678,HOLCOMB HIGH,2019,23,02/15/2019 02:16:00 AM,2914460006782019
293114001901,KINGSTON HIGH,2019,23,02/15/2019 02:16:00 AM,2931140019012019
291619000749,JEFFERSON CITY HIGH SCHOOL,2019,*,02/15/2019 02:16:00 AM,2916190007492019
290576000122,BRANSON HIGH SCHOOL,2019,*,02/15/2019 02:16:00 AM,2905760001222019
290001402743,HOGAN PREPARATORY ACADEMY,2019,52,02/15/2019 02:16:00 AM,2900014027432019
290525000073,BLOOMFIELD HIGH,2019,32,02/15/2019 02:16:00 AM,2905250000732019
291191000440,FARMINGTON SR. HIGH,2019,154,02/15/2019 02:16:00 AM,2911910004402019
292343001351,OZARK HIGH,2019,210,02/15/2019 02:16:00 AM,2923430013512019
292247001231,NEWTOWN-HARRIS HIGH,2019,*,02/15/2019 02:16:00 AM,2922470012312019
00755889,LOGOS SCHOOL,2019,*,02/15/2019 02:16:00 AM,007558892019
292349001362,PALMYRA HIGH,2019,43,02/15/2019 02:16:00 AM,2923490013622019
292373001424,RAYMORE-PECULIAR SR. HIGH,2019,252,02/15/2019 02:16:00 AM,2923730014242019
291797000960,LATHROP HIGH,2019,33,02/15/2019 02:16:00 AM,2917970009602019
290648000166,CALHOUN HIGH,2019,7,02/15/2019 02:16:00 AM,2906480001662019
292964002050,STRAFFORD HIGH,2019,45,02/15/2019 02:16:00 AM,2929640020502019
291080000366,DIAMOND HIGH,2019,27,02/15/2019 02:16:00 AM,2910800003662019
292783001709,SMITH-COTTON HIGH SCHOOL,2019,184,02/15/2019 02:16:00 AM,2927830017092019
292676001604,NORTH TECHNICAL,2019,56,02/15/2019 02:16:00 AM,2926760016042019
290002902741,ALTA VISTA CHARTER SCHOOL,2019,31,02/15/2019 02:16:00 AM,2900029027412019
292049001095,MARYVILLE HIGH,2019,62,02/15/2019 02:16:00 AM,2920490010952019
290990000293,COLE CAMP HIGH,2019,19,02/15/2019 02:16:00 AM,2909900002932019
291050000350,DESOTO SR. HIGH,2019,95,02/15/2019 02:16:00 AM,2910500003502019
291254000516,FREDERICKTOWN HIGH,2019,49,02/15/2019 02:16:00 AM,2912540005162019
292061001104,MCDONALD COUNTY HIGH,2019,117,02/15/2019 02:16:00 AM,2920610011042019
292814001731,NORTH SHELBY HIGH,2019,18,02/15/2019 02:16:00 AM,2928140017312019
290876000264,CHILLICOTHE HIGH,2019,79,02/15/2019 02:16:00 AM,2908760002642019
290615000154,BUNCETON HIGH,2019,7,02/15/2019 02:16:00 AM,2906150001542019
00751046,NERINX HALL HIGH SCHOOL,2019,103,02/15/2019 02:16:00 AM,007510462019
292689001636,ROLLA SR. HIGH,2019,138,02/15/2019 02:16:00 AM,2926890016362019
292453002387,PERRYVILLE SR. HIGH,2019,79,02/15/2019 02:16:00 AM,2924530023872019
293084002131,MORGAN CO. HIGH,2019,41,02/15/2019 02:16:00 AM,2930840021312019
291938001049,MACKS CREEK HIGH,2019,12,02/15/2019 02:16:00 AM,2919380010492019
291935001046,WOODLAND HIGH,2019,36,02/15/2019 02:16:00 AM,2919350010462019
292521001450,PLATO HIGH,2019,20,02/15/2019 02:16:00 AM,2925210014502019
A9902679,HEARTLAND CHRISTIAN ACADEMY,2019,*,02/15/2019 02:16:00 AM,A99026792019
291539000701,HURLEY HIGH,2019,12,02/15/2019 02:16:00 AM,2915390007012019
00754615,LUTHERAN HIGH SCHOOL SOUTH,2019,62,02/15/2019 02:16:00 AM,007546152019
292277001257,NORTH HARRISON HIGH,2019,14,02/15/2019 02:16:00 AM,2922770012572019
292988002064,SWEET SPRINGS HIGH,2019,15,02/15/2019 02:16:00 AM,2929880020642019
292571001510,MARK TWAIN SR. HIGH,2019,39,02/15/2019 02:16:00 AM,2925710015102019
291365000595,HANNIBAL SR. HIGH,2019,92,02/15/2019 02:16:00 AM,2913650005952019
293039002082,TRI-COUNTY HIGH,2019,*,02/15/2019 02:16:00 AM,2930390020822019
00750869,VISITATION ACADEMY OF ST LOUIS,2019,57,02/15/2019 02:16:00 AM,007508692019
02041125,TWIN CITY CHRISTIAN ACADEMY,2019,*,02/15/2019 02:16:00 AM,020411252019
290288000004,ADVANCE HIGH,2019,18,02/15/2019 02:16:00 AM,2902880000042019
292754001686,SARCOXIE HIGH,2019,17,02/15/2019 02:16:00 AM,2927540016862019
291011000324,CONWAY HIGH SCHOOLS,2019,36,02/15/2019 02:16:00 AM,2910110003242019
292364001406,MEADOW HEIGHTS HIGH,2019,24,02/15/2019 02:16:00 AM,2923640014062019
291851001003,LIBERAL HIGH,2019,19,02/15/2019 02:16:00 AM,2918510010032019
291867001016,LINCOLN HIGH,2019,13,02/15/2019 02:16:00 AM,2918670010162019
291659000907,KING CITY HIGH,2019,19,02/15/2019 02:16:00 AM,2916590009072019
293210002253,WINDSOR HIGH,2019,139,02/15/2019 02:16:00 AM,2932100022532019
292838001752,SMITHTON HIGH,2019,22,02/15/2019 02:16:00 AM,2928380017522019
293030002071,TINA-AVALON HIGH,2019,7,02/15/2019 02:16:00 AM,2930300020712019
291230001981,SECKMAN SR. HIGH,2019,272,02/15/2019 02:16:00 AM,2912300019812019
292559002300,PRINCETON R-V JR.-SR. HIGH,2019,19,02/15/2019 02:16:00 AM,2925590023002019
292286001299,NORTHEAST HIGH,2019,21,02/15/2019 02:16:00 AM,2922860012992019
290059203205,GATEWAY SCIENCE ACADEMY HIGH,2019,40,02/15/2019 02:16:00 AM,2900592032052019
291614000745,JASPER HIGH,2019,14,02/15/2019 02:16:00 AM,2916140007452019
00752196,TRINITY CATHOLIC HIGH SCHOOL,2019,37,02/15/2019 02:16:00 AM,007521962019
A0105700,PLAZA HEIGHTS CHRISTIAN ACADEMY,2019,*,02/15/2019 02:16:00 AM,A01057002019
290405000036,AVA HIGH,2019,48,02/15/2019 02:16:00 AM,2904050000362019
290591000135,BRONAUGH HIGH,2019,6,02/15/2019 02:16:00 AM,2905910001352019
292676003154,HIRAM NEUWOEHNER,2019,*,02/15/2019 02:16:00 AM,2926760031542019
290498000063,BEVIER HIGH,2019,9,02/15/2019 02:16:00 AM,2904980000632019
292856001766,SOUTHERN BOONE HIGH,2019,59,02/15/2019 02:16:00 AM,2928560017662019
292533001461,PLEASANT HILL HIGH,2019,88,02/15/2019 02:16:00 AM,2925330014612019
00752797,CARDINAL RITTER COLLEGE PREP HIGH SCHOOL,2019,38,02/15/2019 02:16:00 AM,007527972019
291998001063,MANSFIELD HIGH,2019,14,02/15/2019 02:16:00 AM,2919980010632019
291527000695,NORTHWEST HIGH,2019,10,02/15/2019 02:16:00 AM,2915270006952019
292188001221,MACON CO. HIGH,2019,*,02/15/2019 02:16:00 AM,2921880012212019
291686000935,KOSHKONONG HIGH,2019,7,02/15/2019 02:16:00 AM,2916860009352019
290057903102,CONFLUENCE PREPARATORY ACADEMY,2019,34,02/15/2019 02:16:00 AM,2900579031022019
292928002013,CENTRAL VISUAL/PERF. ARTS HIGH SCHOOL,2019,*,02/15/2019 02:16:00 AM,2929280020132019
