the_geom,OBJECTID,Zoning Classification,Zoning Description,Last Update Date,Last Editor,SHAPE_Length,SHAPE_Area,Zoning Number,Zoning Year,Rec Number,Ordinance Number,Zoning Number 1,Zoning Number 2,Ordinance Number 2,Zoning Number 3,Zoning Number 4,Zoning Year 4,Rec Number 4,Ordinance Number 4,HYPERLINK,ZONENUM1,ZONEYEAR1,ORDNUM1,ZONENUM2,ZONEYEAR2,ZONENUM3,ZONEYEAR3,ORDNUM3
"MULTIPOLYGON (((-90.020727673913 30.037321761387, -90.025899628042 30.037269099041, -90.023356331284 30.039513408772, -90.020727673913 30.037321761387)))",782,CU,,12/20/2013 12:00:00 AM +0000,BRN,1386.3276946533717,82119.648877195956,69,1982,,9321,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.000912894989 30.023735213606, -90.00106972916 30.023664286475, -90.001274245906 30.023573211707, -90.001546721101 30.023449693326, -90.001579227538 30.023436269621, -90.00155872978 30.023249775674, -90.001538927318 30.023065164389, -90.001521645528 30.022906834093, -90.001506953582 30.022769783752, -90.001492962321 30.022633990124, -90.001478272171 30.022496939405, -90.001462845403 30.022361132181, -90.001448872109 30.022224088864, -90.001434163094 30.022088289044, -90.001416247993 30.021923700629, -90.003634186633 30.021734826123, -90.004363846815 30.023420019461, -90.005636852998 30.023092169788, -90.005976026306 30.023893870801, -90.00567009246 30.023940796378, -90.005356968498 30.023988273376, -90.005149654398 30.024019938955, -90.004928676923 30.02405271752, -90.00470768238 30.024086744403, -90.004491006039 30.024120189498, -90.004272817833 30.024159246225, -90.004061845793 30.02419587317, -90.003834301633 30.024236084083, -90.003616832978 30.024275146209, -90.003395770163 30.024314172541, -90.003171825552 30.024353793855, -90.00296084453 30.02439104528, -90.002742671595 30.024428848909, -90.002523747669 30.024469145282, -90.002276041721 30.024512898834, -90.001921754258 30.024576205535, -90.001842249762 30.024504762565, -90.001623748044 30.024298138746, -90.001191310744 30.023973701747, -90.001071893202 30.023878725159, -90.000912894989 30.023735213606)))",920,CU,,12/20/2013 12:00:00 AM +0000,BRN,1631.8640398739046,115739.35929881551,126,2012,541694,25217,,,,,,,,,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.067786686335 29.927177083539, -90.067743969647 29.927319826108, -90.067511871028 29.927116302584, -90.067786686335 29.927177083539)))",194,CU,,12/20/2013 12:00:00 AM +0000,BRN,87.269507359336657,299.01401195304436,116,2007,,"22,986",,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.072935498065 29.948982142974, -90.072978335128 29.94883002261, -90.072978343213 29.948829398362, -90.073334112896 29.948907819351, -90.073335548404 29.948907833362, -90.073334807294 29.948909702214, -90.073288381462 29.949061788208, -90.073267393223 29.949132226131, -90.07324343785 29.949210137055, -90.073242720096 29.949210130049, -90.072896279417 29.949131798031, -90.07289413424 29.949131151991, -90.072915194343 29.949055087282, -90.072935498065 29.948982142974)))",452,CU,,12/20/2013 12:00:00 AM +0000,BRN,161.27212633083542,1625.1330959136253,26,1988,,12875,CU,CU,11492,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,26,1988,12875,39,1986,0,0,0
"MULTIPOLYGON (((-89.96878387181 30.057155310375, -89.968935341242 30.057061860753, -89.969010708098 30.057015756368, -89.969235320156 30.057301263128, -89.969007764318 30.057440808181, -89.96878387181 30.057155310375)))",724,CU,,12/20/2013 12:00:00 AM +0000,BRN,150.82938280000545,1377.1725979717507,32,2004,,21663,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-89.864709670451 30.139769506612, -89.864791929182 30.139793385911, -89.865142770708 30.139866757738, -89.865063126973 30.140131242656, -89.864706516466 30.14003698893, -89.864624373618 30.14001602759, -89.864709670451 30.139769506612)))",345,CU,,12/20/2013 12:00:00 AM +0000,BRN,169.18820702634994,1702.8528017964227,11,1997,,18237,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.040993430466 29.945327856947, -90.040997917551 29.945258511528, -90.041551748687 29.945282703969, -90.041547254415 29.945352673641, -90.041541920219 29.94543201276, -90.041541879795 29.945435137223, -90.041536570752 29.945512601912, -90.041536514158 29.945516976467, -90.041531146724 29.945598815644, -90.040978756486 29.945574012245, -90.04098412392 29.945492173047, -90.040988772702 29.945410327555, -90.040993430466 29.945327856947)))",734,CU,,12/20/2013 12:00:00 AM +0000,BRN,204.57021142028361,2504.7464217929069,52,1978,,6957,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.11950700107 29.955877999676, -90.119778170115 29.955630296139, -90.119845000281 29.955683000264, -90.119576001566 29.955932000332, -90.11986700092 29.956163999991, -90.119647001711 29.956368000344, -90.119299000658 29.956094000567, -90.119285001312 29.956082999964, -90.1193170011 29.956053000081, -90.119403000415 29.95597300009, -90.11950700107 29.955877999676)))",556,CU,,12/20/2013 12:00:00 AM +0000,BRN,268.2056431165222,2409.5107407775527,30,1989,12169,13378,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.057112419937 29.972437178649, -90.057746764377 29.972411724384, -90.057764740564 29.972555272817, -90.057291043643 29.972582612573, -90.057125048453 29.972595990242, -90.057112419937 29.972437178649)))",880,TR,,12/20/2013 12:00:00 AM +0000,BRN,181.10890500794241,1372.0237566128119,21,1996,,17571,,,,,,,,,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.063888055494 29.955690274358, -90.06392300984 29.955651229602, -90.064298830819 29.955904278515, -90.064266787015 29.955940227059, -90.064260956948 29.955947046602, -90.064220180621 29.955992288914, -90.064215811215 29.95599724674, -90.064215092563 29.955997239735, -90.064107106981 29.955923815633, -90.064106911148 29.955923681764, -90.064000156258 29.95585076351, -90.063840739431 29.955741703578, -90.063888055494 29.955690274358)))",443,CU,,12/20/2013 12:00:00 AM +0000,BRN,136.01890317011814,795.07812108998974,36,1990,,25127,CU,,,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,9,1981,14016,0,0,0,0,0
"MULTIPOLYGON (((-89.943275214883 30.070753164536, -89.943308671737 30.070724761909, -89.943482694272 30.070924136754, -89.943391094859 30.070998809804, -89.943214854384 30.070803787817, -89.943275214883 30.070753164536)))",799,CU,,12/20/2013 12:00:00 AM +0000,BRN,92.569857966472597,454.35713744488595,103,1996,,17947,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-89.984356801471 29.915553821114, -89.98446445288 29.915446777247, -89.98470099726 29.915625491184, -89.984582440304 29.91574305017, -89.984343710322 29.915566814807, -89.984356801471 29.915553821114)))",316,CU,,12/20/2013 12:00:00 AM +0000,BRN,110.3455712976708,707.18971328609155,18,1999,,"19,222",,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.084349862171 29.92528309679, -90.084425022414 29.92524130194, -90.084640190484 29.925538403675, -90.08456503114 29.925580199958, -90.084529612365 29.925600491994, -90.084490581464 29.925622626846, -90.08441613089 29.925665052937, -90.084340649948 29.925560565011, -90.08420096282 29.925367950801, -90.084276122164 29.925326155986, -90.084349862171 29.92528309679)))",139,CU,,12/20/2013 12:00:00 AM +0000,BRN,149.66914900853385,1340.0130449170815,99,1998,,19008,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.067970042366 29.955226991451, -90.068037669337 29.955272025502, -90.068103159216 29.955315788546, -90.068234832474 29.955405197317, -90.068369368663 29.955495259011, -90.068241215902 29.95563780451, -90.068113037091 29.95578222631, -90.068016191517 29.955890066586, -90.067928804305 29.955987995764, -90.067829023934 29.956100809203, -90.06773217836 29.956208649134, -90.067665276329 29.956162997531, -90.06759766463 29.956116713143, -90.067534328012 29.956072969131, -90.067468136549 29.956027949452, -90.067460312223 29.956022246786, -90.067416189671 29.955991818037, -90.067401952272 29.955982303992, -90.067255340929 29.955882123938, -90.067183462232 29.955832672477, -90.067157835992 29.955815546545, -90.067286748727 29.955669882608, -90.067319509387 29.955632849779, -90.067382158793 29.95556202964, -90.067481083069 29.955629869625, -90.067548072236 29.955555498824, -90.067593950994 29.95550405472, -90.067631814085 29.95546191065, -90.067639828854 29.95545261059, -90.067670411998 29.955418522817, -90.067717017493 29.955366460661, -90.067729401668 29.955352202734, -90.067890324071 29.955173089258, -90.067970042366 29.955226991451)))",424,CU,,12/20/2013 12:00:00 AM +0000,BRN,394.26995265552358,8381.7823677981778,47,1986,,11688,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.080983167827 29.932616948171, -90.080741231759 29.932336463497, -90.080943149678 29.932202733751, -90.081119006573 29.932086883538, -90.081173274698 29.932051768705, -90.081325822108 29.931963202292, -90.081811630115 29.931683392291, -90.082220290806 29.932233014858, -90.082316975582 29.932363959892, -90.08214351629 29.932460454897, -90.08237005793 29.9327670459, -90.082218283071 29.932851245048, -90.081991732448 29.932545278656, -90.081910061216 29.932590761268, -90.081827664145 29.932636861204, -90.08181354712 29.932617973444, -90.081605232297 29.932746642444, -90.081469099802 29.932831470629, -90.08127177946 29.932952887728, -90.081184781218 29.932850788853, -90.081044012518 29.932686916631, -90.080983167827 29.932616948171)))",711,CU,,12/20/2013 12:00:00 AM +0000,BRN,583.69948707068897,15383.626510193382,5,2001,,20106,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.079394949998 29.935124201214, -90.079439814559 29.935095247503, -90.079668346865 29.93535747862, -90.079623475118 29.935387056587, -90.079572099569 29.935420323714, -90.079524341535 29.935451124638, -90.07929509956 29.935188263206, -90.079345025228 29.935156231437, -90.079394949998 29.935124201214)))",710,CU,,12/20/2013 12:00:00 AM +0000,BRN,124.63694359912265,847.78815014300289,13,1996,,13903,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.019682855085 29.923761767873, -90.020016270192 29.923293123762, -90.020446508416 29.923538092547, -90.0201123513 29.92400860716, -90.019682855085 29.923761767873)))",792,CU,,12/20/2013 12:00:00 AM +0000,BRN,256.35379336057434,4059.7457528310824,02,1991,,14410,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.014183982465 29.966621202028, -90.014279001764 29.96633084571, -90.014369188127 29.966351753572, -90.014457947067 29.966372022506, -90.014548141514 29.966392305443, -90.014636909438 29.966411948673, -90.014725668378 29.966432216816, -90.014815871808 29.966451874046, -90.014905339519 29.966472774101, -90.014994817111 29.966493050013, -90.015084302788 29.966512700228, -90.014989284388 29.966803056792, -90.01496310209 29.966882810709, -90.014936193056 29.966963183248, -90.014847191571 29.967232970906, -90.014790327315 29.967406812006, -90.014385878825 29.96731586693, -90.013985020901 29.967224956012, -90.014011955986 29.967142708171, -90.014033673656 29.967074788105, -90.014068820242 29.966968868943, -90.014097964285 29.966882268287, -90.014127118209 29.966795042641, -90.014154836625 29.966707802911, -90.014183982465 29.966621202028)))",451,CU,,12/20/2013 12:00:00 AM +0000,BRN,424.20852781020028,11062.092188117726,104,1993,,16356,CU,CU,13880,CU,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,104,1993,16356,9,1990,18,1974,5564
"MULTIPOLYGON (((-90.069934928285 29.927860210618, -90.069086568314 29.928522976955, -90.068408159713 29.927915708804, -90.069263302863 29.927205033688, -90.069934928285 29.927860210618)))",908,CU,,12/20/2013 12:00:00 AM +0000,BRN,480.17523729398113,14315.758055238268,33,2013,538581,25337,,,,,,,,,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.112072968682 29.922642819422, -90.112074726685 29.922557819832, -90.112321360045 29.92257698745, -90.112308854598 29.922660637764, -90.112301006915 29.922715575944, -90.112293164623 29.922769888903, -90.112279903693 29.922856657997, -90.112068392664 29.922840941824, -90.112070188396 29.922752816449, -90.112070862133 29.922697811333, -90.112072968682 29.922642819422)))",77,CU,,12/20/2013 12:00:00 AM +0000,BRN,123.78567624734207,928.66485563714775,16,1983,,9293,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.119576001566 29.955932000332, -90.119845000281 29.955683000264, -90.120137001257 29.955914000376, -90.11986700092 29.956163999991, -90.119576001566 29.955932000332)))",555,CU,,12/20/2013 12:00:00 AM +0000,BRN,175.84868253026974,1932.5619317988462,57,2010,481110,24144,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-89.980716060779 30.015865189176, -89.980695701361 30.015713895398, -89.980985790722 30.015668136578, -89.981000548246 30.0158193752, -89.980716060779 30.015865189176)))",768,CU,,12/20/2013 12:00:00 AM +0000,BRN,104.1308962880141,633.43447826646241,12,1988,,12707,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.044341071543 30.022871026456, -90.04436128184 30.023031071044, -90.044070464843 30.023050153954, -90.044058428317 30.022887678821, -90.044341071543 30.022871026456)))",329,CU,,12/20/2013 12:00:00 AM +0000,BRN,105.63495279743441,665.90056925273893,12,1988,,12707,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.001845805294 30.025099291015, -90.001794280624 30.025138152136, -90.001513213941 30.025259083898, -90.001053803827 30.025340078059, -89.999622288116 30.025591889312, -89.999537090098 30.025216691766, -89.999445329886 30.025239315424, -89.999344065499 30.02525838002, -89.999180219978 30.025289227762, -89.999005959389 30.025319968162, -89.99883888173 30.025350780884, -89.99866605036 30.025382161366, -89.998516268863 30.025408773363, -89.998511942577 30.025409979676, -89.998336947166 30.025441962906, -89.998176359834 30.025470964956, -89.998100737857 30.025485201149, -89.998010725767 30.025501166309, -89.997917804933 30.025517609014, -89.997843665176 30.025530727554, -89.99777603012 30.025543418322, -89.997672978085 30.025562753522, -89.997490063127 30.025595904903, -89.997355359852 30.025619994557, -89.997278351774 30.025633765627, -89.996739680607 30.025732068578, -89.996410892722 30.025071727725, -89.99713589514 30.024792155009, -89.997583949651 30.024647296902, -89.997891677433 30.024574152997, -89.998267148967 30.024484816608, -89.999120093939 30.024360310814, -89.999335318603 30.024328111014, -89.999636254223 30.024279273853, -90.000083758965 30.024175033488, -90.000565832676 30.023956745454, -90.001508292072 30.024713302379, -90.001720303462 30.024921736756, -90.001845805294 30.025099291015)))",844,RPC,,12/20/2013 12:00:00 AM +0000,BRN,1410.2147236464104,73630.086679955639,37,1986,,11353,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.048421666026 29.981867279285, -90.048431290576 29.981956140502, -90.048067656142 29.981978845611, -90.048060886438 29.981891262842, -90.047973213561 29.981897377975, -90.047964985892 29.981810260441, -90.048414878356 29.981780945278, -90.048421666026 29.981867279285)))",477,CU,,12/20/2013 12:00:00 AM +0000,BRN,145.70528190108766,1019.6519904405133,58,1988,,13001,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.024424663516 29.927625453556, -90.024443661986 29.927236622695, -90.02444411294 29.927236815772, -90.024658901921 29.92733084702, -90.024897313899 29.926881874645, -90.025065753405 29.926952940203, -90.024885826243 29.927265590371, -90.024935671962 29.92740486523, -90.024747984255 29.92776182244, -90.024424663516 29.927625453556)))",302,CU,,12/20/2013 12:00:00 AM +0000,BRN,315.19049428483197,3660.4294565749865,47,1991,,14627,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.133050336467 29.925675216075, -90.13308901433 29.925621807815, -90.133188754276 29.925682729821, -90.133475132697 29.925859126343, -90.133435048971 29.925910021335, -90.133400064082 29.92595471053, -90.13336433988 29.926001269766, -90.133329338821 29.926047209261, -90.133294338661 29.926093148734, -90.133259354671 29.926137837846, -90.13310700489 29.926333986698, -90.133037191419 29.926290842299, -90.132977351045 29.926254038322, -90.132916792917 29.926217228881, -90.132856959729 29.926179800486, -90.132797118456 29.926142998024, -90.132737277184 29.926106193992, -90.132881772096 29.92590684799, -90.132916053603 29.925860902202, -90.13294891757 29.925813693594, -90.132983199078 29.925767746207, -90.133016771815 29.925721168176, -90.133050336467 29.925675216075)))",8,CU,,12/20/2013 12:00:00 AM +0000,BRN,250.18997055069192,3789.5221659364165,80,1995,,17441,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.014261863705 29.966325598121, -90.014198158778 29.966527321541, -90.014081906001 29.966499489058, -90.014145610927 29.966297765581, -90.014261863705 29.966325598121)))",692,CU,,12/20/2013 12:00:00 AM +0000,BRN,80.59953934941808,360.80994930932275,12,1988,,12707,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.076492225617 29.945051019858, -90.076544519245 29.944978475821, -90.076877398957 29.945167457452, -90.076825011006 29.945239948419, -90.076806264963 29.945265889134, -90.076771221683 29.945313116535, -90.076714805687 29.945389146744, -90.076383440535 29.945201932487, -90.076438712976 29.945125256847, -90.076492225617 29.945051019858)))",225,CU,,12/20/2013 12:00:00 AM +0000,BRN,155.92998733148673,1494.1851745390668,103,1994,,16756,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.0665502865 29.958264563747, -90.066698143806 29.958097203838, -90.067187153409 29.95842697423, -90.066994133303 29.958645785428, -90.066804894205 29.958510188136, -90.066743653357 29.958583987798, -90.066612040286 29.958489578266, -90.066543701849 29.95855705824, -90.066464698613 29.958503162522, -90.066386414928 29.958449273002, -90.066440310252 29.958388529832, -90.066486923832 29.958335843486, -90.0665502865 29.958264563747)))",444,CU,,12/20/2013 12:00:00 AM +0000,BRN,253.27665582751899,3126.5755431764587,85,1991,,14855,CU,CU,12922,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,85,1991,14855,80,1988,0,0,0
"MULTIPOLYGON (((-90.035406304658 29.97924720554, -90.035434056312 29.979156210608, -90.035764140466 29.97922822859, -90.035729690974 29.979337286091, -90.035400325471 29.979265275192, -90.035406304658 29.97924720554)))",288,CU,,12/20/2013 12:00:00 AM +0000,BRN,104.74875958985614,549.26539110508952,49,1991,,14682,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.067668724962 29.947062461355, -90.067914989114 29.947114839989, -90.067794045334 29.947651909313, -90.06735883763 29.947555204871, -90.067358877156 29.947552079697, -90.067400274219 29.947004867556, -90.067668724962 29.947062461355)))",434,CU,,12/20/2013 12:00:00 AM +0000,BRN,250.18280876696298,3813.0780206339928,81,2004,,21790,CU,CU,17663,CU,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,81,2004,21790,19,1996,41,1981,8611
"MULTIPOLYGON (((-90.0959761137 29.929203734329, -90.096068221559 29.92918397242, -90.09615684126 29.929503619109, -90.096064006664 29.929524000653, -90.095969011619 29.929544986322, -90.095881119553 29.929224720843, -90.0959761137 29.929203734329)))",135,CU,,12/20/2013 12:00:00 AM +0000,BRN,127.56185761947525,909.78679945662191,110,2010,,24243,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.013512303144 30.019728172697, -90.013517948157 30.019790116621, -90.013522891586 30.019850802791, -90.013228086967 30.019872227515, -90.012943231191 30.019901877553, -90.012936199179 30.019836169106, -90.012931338395 30.019769232456, -90.013512303144 30.019728172697)))",780,CU,,12/20/2013 12:00:00 AM +0000,BRN,162.67611020610036,1049.9576128750491,30,2000,,19711,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.117909000588 29.957524999478, -90.117954001692 29.957483000248, -90.11822800043 29.957710000411, -90.118183000224 29.957752000323, -90.118144000764 29.957788000344, -90.11810600113 29.957824000352, -90.118067000772 29.957860999677, -90.118028000413 29.957897000437, -90.117970000687 29.957950999996, -90.117741001257 29.957762000633, -90.117718000792 29.957743000121, -90.117696001949 29.957723999605, -90.117754001675 29.957669999923, -90.117793000237 29.957633999859, -90.117832001493 29.957596999672, -90.11787000023 29.957561000359, -90.117909000588 29.957524999478)))",134,CU,,12/20/2013 12:00:00 AM +0000,BRN,168.87368503402618,1783.6973169908176,62,1982,,9042,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-89.975812170219 30.045476903965, -89.975916287655 30.045429217198, -89.976132701689 30.045735881785, -89.976032116428 30.045787980533, -89.975893189274 30.045859062905, -89.975669000322 30.045542940671, -89.975812170219 30.045476903965)))",728,CU,,12/20/2013 12:00:00 AM +0000,BRN,156.10067177304575,1459.5759297258562,52,1979,,7558,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.015579967111 29.978178770647, -90.015962254163 29.978265738852, -90.015935319078 29.978347986045, -90.015553031127 29.978261017134, -90.015579967111 29.978178770647)))",774,CU,,12/20/2013 12:00:00 AM +0000,BRN,109.97211901630104,483.31913597284938,25,2003,,21170,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.073016365305 29.953150623311, -90.073319753326 29.953285430124, -90.0732808428 29.953410708455, -90.073280084622 29.95341382644, -90.073150948206 29.953350702397, -90.07315019991 29.953353195386, -90.073142666638 29.953381253374, -90.073069750386 29.953641232841, -90.073069735115 29.953642482834, -90.073066880269 29.953641205599, -90.072834170796 29.953537080956, -90.072832744271 29.953536441949, -90.072832752356 29.953535816173, -90.072939981557 29.953116760464, -90.073016365305 29.953150623311)))",416,CU,,12/20/2013 12:00:00 AM +0000,BRN,204.57706630578591,1886.2621138034849,100,1982,,9093,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.011752401094 29.959500316121, -90.011788715489 29.959423834403, -90.011848004298 29.959446308843, -90.01190731826 29.959466907619, -90.011963751324 29.959488104111, -90.011864875557 29.959690277246, -90.011740928709 29.959942209167, -90.011682340587 29.959920991759, -90.011623752464 29.959899774345, -90.011565874908 29.959879189668, -90.011689821756 29.959627256809, -90.011715656406 29.95957375626, -90.011750313409 29.959504714188, -90.011752401094 29.959500316121)))",696,CU,,12/20/2013 12:00:00 AM +0000,BRN,169.21861022221918,1338.9401848879884,84,2000,,19830,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.094023498767 29.959010644542, -90.094112751781 29.959049617933, -90.094113469535 29.959049624938, -90.094201998506 29.959089216271, -90.094291969273 29.959128195858, -90.094351237421 29.959153758595, -90.094441911569 29.959193995084, -90.094531867065 29.959234223774, -90.094623274238 29.959273218092, -90.094716094461 29.959314098951, -90.094810350193 29.959354993802, -90.094903170416 29.959395875406, -90.09499597447 29.959438006913, -90.095071660227 29.959471224746, -90.095072377981 29.95947123175, -90.095215783237 29.959543221195, -90.095297180483 29.95957899331, -90.095378568746 29.959615391149, -90.095459958806 29.959651788196, -90.09554135695 29.95968756105, -90.095622036442 29.959723327665, -90.095704150544 29.959759105941, -90.095784830935 29.959794871752, -90.095866220096 29.959831268734, -90.095946900487 29.959867035297, -90.096026869412 29.959902168329, -90.096116152069 29.959996775758, -90.096129690579 29.96000642873, -90.098258857703 29.961524698951, -90.098389801528 29.961617821464, -90.099144598369 29.962156365079, -90.100032272211 29.962789700441, -90.099946368117 29.962885790032, -90.098914865015 29.962412648218, -90.098040327238 29.962011494143, -90.097888988961 29.961941934664, -90.095393241828 29.960805137155, -90.095276278483 29.960742775064, -90.095194880338 29.96070700259, -90.095113482194 29.960671229324, -90.09511276444 29.960671223098, -90.095032817074 29.960634213145, -90.094952144769 29.960597821906, -90.094870747522 29.960562049379, -90.094799344034 29.960530746463, -90.094790067132 29.960526283066, -90.094708677072 29.960489885561, -90.094628012851 29.960452868536, -90.094547333359 29.960417102184, -90.094546615605 29.960417095179, -90.094465943299 29.96038070386, -90.094321086366 29.960309950922, -90.094232556497 29.960270360853, -90.094144028424 29.960230769211, -90.094054782597 29.960191170549, -90.093964824406 29.960150941468, -90.093964106652 29.960150934464, -90.093876288248 29.960111974735, -90.093875577681 29.960111342775, -90.093787049608 29.960071752626, -90.093786331854 29.960071745622, -90.094017118932 29.959813242244, -90.094017844771 29.959812623512, -90.093927170623 29.959772387274, -90.093925024548 29.95977174208, -90.093835777822 29.959732144014, -90.09377939686 29.95970535797, -90.093778686293 29.959704726007, -90.093690867889 29.959665766104, -90.093602340714 29.959626174221, -90.093611312189 29.959193047913, -90.093612038028 29.959192429956, -90.093614220934 29.959189951123, -90.093843571606 29.958931434556, -90.093932107764 29.958970400974, -90.093932825517 29.958970407978, -90.094022781013 29.959010638316, -90.094023498767 29.959010644542)))",500,CU,,12/20/2013 12:00:00 AM +0000,BRN,1836.7981231081392,75558.053773495107,30,2010,,"24,282",,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
