the_geom,OBJECTID,Zoning Classification,Zoning Description,Last Update Date,Last Editor,SHAPE_Length,SHAPE_Area,Zoning Number,Zoning Year,Rec Number,Ordinance Number,Zoning Number 1,Zoning Number 2,Ordinance Number 2,Zoning Number 3,Zoning Number 4,Zoning Year 4,Rec Number 4,Ordinance Number 4,HYPERLINK,ZONENUM1,ZONEYEAR1,ORDNUM1,ZONENUM2,ZONEYEAR2,ZONENUM3,ZONEYEAR3,ORDNUM3
"MULTIPOLYGON (((-90.075440726916 29.937251262743, -90.075521277949 29.937295166056, -90.075438023885 29.937408769036, -90.075358189708 29.937364872001, -90.075130776702 29.937242047389, -90.075214780859 29.937125951602, -90.075440726916 29.937251262743)))",172,CU,,12/20/2013 12:00:00 AM +0000,BRN,115.70084731333301,702.35327218657267,103,1998,,19005,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.065169979252 29.95423796815, -90.065212222529 29.954190241413, -90.065448642942 29.954351105801, -90.065405884032 29.954398760856, -90.065388448631 29.95438683075, -90.065357158513 29.954365421467, -90.06533849242 29.954352711478, -90.065293652114 29.95432217948, -90.065169979252 29.95423796815)))",582,CU,,12/20/2013 12:00:00 AM +0000,BRN,82.359450965216652,258.63385506262534,52,1993,,16078,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.025397743784 29.930808913139, -90.025394828751 29.930867021566, -90.025391930786 29.93092387968, -90.025389750575 29.930980744768, -90.025386844525 29.931038227956, -90.025383945662 29.931095085973, -90.025381046798 29.931151943957, -90.025378141647 29.931209426267, -90.025373942921 29.931310655683, -90.025371028786 29.931368764595, -90.025368130821 29.931425621644, -90.025365942525 29.93148311236, -90.025363043662 29.931539970122, -90.025360144798 29.931596827852, -90.025357963689 29.931653692555, -90.025355050452 29.931711801267, -90.025200427036 29.932009701109, -90.024963677839 29.932276152011, -90.024782027709 29.932445630058, -90.024659898153 29.932618826671, -90.024520024175 29.932776843201, -90.024422649493 29.932977790807, -90.024418952027 29.93304089197, -90.024415336308 29.933097743392, -90.024412428462 29.933155225357, -90.024411398992 29.933178970775, -90.024409530497 29.9332120845, -90.024405912981 29.933268935046, -90.024403014117 29.933325791788, -90.024399389415 29.933383268172, -90.024396490552 29.933440126405, -90.024392857765 29.933498227068, -90.024391787871 29.933525096462, -90.024388154186 29.933583197853, -90.024385256221 29.933640055973, -90.024381638705 29.933696905496, -90.024378022986 29.933753757322, -90.02437511514 29.933811240465, -90.024371499421 29.933868091448, -90.024367694157 29.933939317833, -90.024209889806 29.933932121552, -90.024146770581 29.933928992058, -90.024080063485 29.933925827531, -90.024014066057 29.93392329591, -90.023946641207 29.933920125155, -90.0238928438 29.93391771342, -90.023826128618 29.933915174014, -90.023760139276 29.933912016493, -90.023692715324 29.933908844181, -90.023700235121 29.933773266874, -90.023745155377 29.933741207403, -90.023748071308 29.933683099097, -90.023751688824 29.933626248009, -90.023754594874 29.933568766316, -90.023757494636 29.933511907378, -90.023760394398 29.933455049964, -90.023764011015 29.933398199524, -90.023766926048 29.933340091018, -90.023769432348 29.933313235586, -90.023773066033 29.933255134816, -90.023775963998 29.933198276477, -90.023779589599 29.933140800764, -90.023783206216 29.933083950923, -90.023786105978 29.933027093265, -90.023789722595 29.932970241023, -90.023793355382 29.932912140052, -90.023733223055 29.932790891836, -90.023736138088 29.932732783754, -90.023739755604 29.93267593368, -90.023742655366 29.93261907501, -90.023745554229 29.932562217864, -90.023748453092 29.932505359907, -90.023752193677 29.932439133535, -90.023754702672 29.932357266405, -90.023792760697 29.931808781909, -90.023806441141 29.931641383705, -90.023809348987 29.931583900087, -90.023811530097 29.931527035344, -90.023814437943 29.931469552438, -90.023816619053 29.931412686851, -90.023819517916 29.931355829016, -90.023821699026 29.931298964142, -90.023824614957 29.931240856746, -90.023836097223 29.931131573645, -90.023839013155 29.931073465372, -90.02384191112 29.931016607344, -90.023844810881 29.930959749282, -90.023847710643 29.930902891189, -90.023850608608 29.930846033063, -90.023853516455 29.930788549764, -90.023856357826 29.930736067556, -90.024012714991 29.930743875195, -90.024044279994 29.930744814852, -90.024110985293 29.930747978701, -90.024176973737 29.930751136322, -90.024242960385 29.930754293165, -90.024309664786 29.930757457792, -90.025239952908 29.930801093828, -90.025397743784 29.930808913139)))",298,RPC,,12/20/2013 12:00:00 AM +0000,BRN,1093.1773867348174,49894.421198917669,12,1968,,3801,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.086501844706 29.959027733344, -90.086560830783 29.958960778254, -90.086991322332 29.959153019225, -90.087421809389 29.959345883229, -90.087362823312 29.95941283806, -90.087303821066 29.959481042765, -90.087244117236 29.959547989722, -90.086811484103 29.959354480914, -90.086751772188 29.959422054473, -90.086692067459 29.959489001469, -90.086469079555 29.959753816756, -90.08638411959 29.959716129359, -90.08629916771 29.95967781621, -90.086207770418 29.959638192423, -90.086124254945 29.959599894031, -90.086347242849 29.959335079113, -90.086267285602 29.959299315471, -90.086326287849 29.959231110641, -90.086385274823 29.959164155689, -90.086442841562 29.959095938313, -90.086501844706 29.959027733344)))",521,EU,,12/20/2013 12:00:00 AM +0000,BRN,408.35430673774903,6411.591097864648,46,1985,,10871,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.10057893479 29.920347040426, -90.100579420779 29.920307662575, -90.100246158385 29.920330793638, -90.100224811719 29.920141806099, -90.100608324073 29.920117269638, -90.100629822554 29.920301873774, -90.100634925884 29.920345690355, -90.100624154185 29.920346214344, -90.10057893479 29.920347040426)))",986,CU,,,BRN,145.19573141990315,1069.9670129282292,078,2014,569112,26125,CU - RESCINDED,,,,,,,,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,27,2011,24496,,,,,
"MULTIPOLYGON (((-90.072774731969 29.943808943172, -90.072803740366 29.943785466505, -90.072933398702 29.943862973734, -90.072998229218 29.943901726548, -90.073062348268 29.943939849618, -90.073129315876 29.943979872755, -90.07319271807 29.944017988012, -90.072994344903 29.944266137699, -90.072914221468 29.944244741805, -90.072839824793 29.944224649727, -90.072838396471 29.94422401066, -90.072758273934 29.944202613979, -90.072756846511 29.944201974911, -90.072653071333 29.944177851486, -90.072343172323 29.944106117908, -90.072340309392 29.944105465607, -90.072364192002 29.944033179311, -90.072409725808 29.943894837679, -90.072411879069 29.943894858696, -90.072529014891 29.943884103497, -90.072615313345 29.943871178108, -90.072709649026 29.943847076397, -90.072736298448 29.943839831016, -90.072737742939 29.943839219969, -90.072774731969 29.943808943172)))",231,CU,,12/20/2013 12:00:00 AM +0000,BRN,242.64372713585897,3430.4175170551312,20,1984,,9945,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.087681671339 29.966075289425, -90.087757156772 29.966124763807, -90.087831915469 29.966174856078, -90.087932307592 29.96624206935, -90.08804195326 29.966315620463, -90.087739698015 29.966661563123, -90.087739683642 29.966661577909, -90.087679149768 29.966622247184, -90.087373279702 29.96696879579, -90.087297085498 29.966918689911, -90.08722231692 29.966869222928, -90.087528928096 29.966520806232, -90.087454168502 29.966470714135, -90.08737868217 29.966421239925, -90.087377965315 29.966421233699, -90.087414979498 29.966379222665, -90.087415107058 29.966379076358, -90.087482118684 29.966302194476, -90.087549123122 29.966225939787, -90.087616118578 29.966150308402, -90.087681671339 29.966075289425)))",511,CU,,12/20/2013 12:00:00 AM +0000,BRN,325.2572993719628,4018.3254302112864,70,1988,,12968,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.070074829213 29.973770254803, -90.070332316017 29.973792104241, -90.069952992507 29.974206045829, -90.069780702822 29.974089993978, -90.070074829213 29.973770254803)))",622,CU,,12/20/2013 12:00:00 AM +0000,BRN,173.5511589620543,1459.817850500343,31,2009,,,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.095047837804 29.963993762421, -90.094858361551 29.964213801885, -90.094666776054 29.964083431102, -90.094836977156 29.963893353075, -90.095047837804 29.963993762421)))",274,CU,,12/20/2013 12:00:00 AM +0000,BRN,120.09052753373965,887.04442439111835,85,1995,,18426,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,17439,0,0,0,0,0
"MULTIPOLYGON (((-90.03702207202 29.978121579275, -90.036813538008 29.978072941915, -90.036835171237 29.977999044676, -90.037043746571 29.978044506499, -90.03702207202 29.978121579275)))",289,CU,,12/20/2013 12:00:00 AM +0000,BRN,67.974668799438248,239.78951981439985,12,1988,,12707,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.014796422384 29.935980429472, -90.014825185541 29.935487490828, -90.015997960399 29.935537762793, -90.016404746306 29.935555198155, -90.016375991234 29.936048136463, -90.016367725835 29.936184957769, -90.01636017819 29.936321785115, -90.016351906503 29.936459230371, -90.01556212118 29.936425066804, -90.014773047322 29.936391529887, -90.014780596764 29.936254702638, -90.014788864858 29.936117882206, -90.014796422384 29.935980429472)))",304,CU,,12/20/2013 12:00:00 AM +0000,BRN,584.5788041622842,20465.2263543892,55,2003,,21275,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,49,1986,12050,0,0,0,0,0
"MULTIPOLYGON (((-90.035291740713 29.974200694382, -90.035297777392 29.974178248958, -90.035589867301 29.974244267001, -90.035674507466 29.974263397424, -90.035621595797 29.974434049757, -90.035247098037 29.974351226595, -90.035267710779 29.974281723221, -90.035291740713 29.974200694382)))",867,TR,,12/20/2013 12:00:00 AM +0000,BRN,132.0091323871826,984.77545022512516,64,1983,,9900,,,,,,,,,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-89.96870194366 30.057050690956, -89.968522965119 30.0571588574, -89.968244710163 30.057327257759, -89.967386231569 30.056311288139, -89.967444218719 30.056275007399, -89.967565254127 30.056199997459, -89.967711659755 30.056108996913, -89.967869655447 30.056011240373, -89.967932763893 30.056073157732, -89.968158764747 30.056361805288, -89.968471681198 30.056758249563, -89.96870194366 30.057050690956)))",342,CU,,12/20/2013 12:00:00 AM +0000,BRN,452.9351344888708,10505.472840157099,4,1985,,10527,CU,CU,10528,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,4,1985,10527,94,1984,0,0,0
"MULTIPOLYGON (((-90.083411002325 29.970683208064, -90.083462794693 29.970623603865, -90.083503308712 29.970650953491, -90.083578772586 29.970702304154, -90.0836549614 29.970753036905, -90.083731134943 29.970805021742, -90.083767113368 29.970828758171, -90.083544005089 29.971077530418, -90.083508325803 29.971052953603, -90.083430700583 29.971002206997, -90.083355236709 29.970950855711, -90.083279064963 29.97089887095, -90.083078985894 29.970765070103, -90.083132129328 29.970706813785, -90.083183829169 29.970649168314, -90.08323697979 29.970590287038, -90.083250794981 29.970574779181, -90.083411002325 29.970683208064)))",516,CU,,12/20/2013 12:00:00 AM +0000,BRN,212.18584276171384,2434.9302633918678,103,2009,,23865,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.097304015031 29.943329028717, -90.097266912813 29.943253038968, -90.097229811493 29.943177051496, -90.097656063892 29.943012271531, -90.09769101195 29.943088240447, -90.097725235966 29.943164825804, -90.097304015031 29.943329028717)))",97,CU,,12/20/2013 12:00:00 AM +0000,BRN,145.63117350074293,1091.8862638532303,151,2000,,24110,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.018115759343 29.969544889549, -90.018153095123 29.969435865655, -90.018476649423 29.969509737358, -90.018440749151 29.969618775179, -90.018395154261 29.969755223453, -90.018070173435 29.969680711472, -90.018115759343 29.969544889549)))",690,CU,,12/20/2013 12:00:00 AM +0000,BRN,140.28335852924235,1225.7071501161349,69,2008,,23346,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.049162347639 29.981281891323, -90.049166981149 29.981368203199, -90.049173042981 29.981455154605, -90.048780698391 29.981476956444, -90.04877318578 29.981391240695, -90.048764939246 29.981306768293, -90.049162347639 29.981281891323)))",480,CU,,12/20/2013 12:00:00 AM +0000,BRN,132.3620415208733,973.16247807594914,87,1988,,13006,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.070300491402 29.952827023166, -90.07055317222 29.952997606459, -90.070522590873 29.953031695062, -90.070519743213 29.953029792819, -90.070271345563 29.95286112506, -90.070269917241 29.952860486049, -90.070300491402 29.952827023166)))",892,CU,,12/20/2013 12:00:00 AM +0000,BRN,82.399723260902846,196.26105870853814,026,2012,527701,,,,,,,,,,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.076885145129 30.018692208716, -90.076895747945 30.018819833671, -90.076908349512 30.018959979732, -90.076920863043 30.019107002248, -90.076932807942 30.019242142677, -90.076944036883 30.019377273587, -90.076954663953 30.019503024692, -90.076790760041 30.019512713104, -90.076583723521 30.019525113742, -90.076381003405 30.01953693102, -90.07617828329 30.019548749074, -90.075974829251 30.019561809291, -90.075767791833 30.019574209922, -90.07556074633 30.019587235134, -90.07547064351 30.018473039009, -90.076860180049 30.018393163188, -90.076880216972 30.018627148946, -90.076883952167 30.018672818507, -90.076885145129 30.018692208716)))",738,CU,,12/20/2013 12:00:00 AM +0000,BRN,597.24619008814136,22246.815469034911,06,2008,,23071,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.066047293722 30.009509734632, -90.065960734756 30.009595167065, -90.065930820857 30.009631762051, -90.065905208092 30.009669022896, -90.065878686231 30.009721277512, -90.065860869944 30.009766739588, -90.065851048663 30.009804777491, -90.065844779321 30.009845974377, -90.065841695404 30.009919084806, -90.065849287965 30.009999798233, -90.065852267677 30.010047961, -90.065895054434 30.010580974978, -90.06594227258 30.011160914606, -90.065988772973 30.011740849288, -90.065998235826 30.01184408449, -90.065998754154 30.01185971814, -90.065997095864 30.011877204676, -90.06599113644 30.011894026129, -90.065980899239 30.011908304721, -90.065967085845 30.011921299046, -90.065951159613 30.011931147663, -90.065933116951 30.011937850571, -90.065912952468 30.011942033179, -90.065894980772 30.011943109752, -90.065611047565 30.011959754617, -90.065311305806 30.011976871647, -90.06529335028 30.01197669896, -90.065273289103 30.011972755159, -90.06525470296 30.011965699878, -90.065239739722 30.011956178748, -90.0652262614 30.011942921507, -90.065215678347 30.011927816822, -90.065208711912 30.011910871693, -90.065200215646 30.011788266008, -90.065153009178 30.011207700746, -90.065105795524 30.010627760614, -90.065062295504 30.010094739108, -90.065067207492 30.010047278017, -90.065074696747 30.009966708537, -90.065032939459 30.009466210161, -90.065006829925 30.0091471481, -90.065009198783 30.009130292732, -90.06501730518 30.009114118017, -90.065028978787 30.009099852247, -90.065044203434 30.009088747053, -90.065062229029 30.009083294026, -90.065081667673 30.009079730499, -90.065796153514 30.009037851861, -90.065816277573 30.00903679626, -90.065835653336 30.009038232251, -90.06585499586 30.009042169945, -90.065874298859 30.009049231657, -90.06589070569 30.009058140864, -90.065906354342 30.00907016942, -90.0661737837 30.009277783331, -90.066187245853 30.009292290221, -90.066195681932 30.00930674888, -90.066201220046 30.009323055806, -90.066200990077 30.009341181436, -90.066195764577 30.009356759473, -90.066186229859 30.009372295501, -90.066173136015 30.009385297159, -90.066047293722 30.009509734632)))",650,RPC,,12/20/2013 12:00:00 AM +0000,BRN,946.9176613206771,34965.792870180419,16,1989,,13369,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.04928067283 29.983302193581, -90.049290155446 29.983402305532, -90.049297653684 29.983489271497, -90.049307087791 29.983593133665, -90.048964332001 29.983611043795, -90.048954770333 29.983517181698, -90.04894665136 29.983422708709, -90.048939315717 29.983323242597, -90.04928067283 29.983302193581)))",474,CU,,12/20/2013 12:00:00 AM +0000,BRN,150.92215776924814,1427.4874953166022,52,1995,,17146,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.0570639172 29.986806005902, -90.057031884175 29.986366919786, -90.057925881258 29.986313698179, -90.057958133472 29.986752771303, -90.058032306466 29.987762512065, -90.057137579952 29.987815727449, -90.0570639172 29.986806005902)))",635,CU,,12/20/2013 12:00:00 AM +0000,BRN,572.7507156364361,18619.482612677006,12,1985,,10664,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.108224147627 29.922828950319, -90.108290149546 29.922830814989, -90.108356865625 29.922832685889, -90.108423576315 29.922835182756, -90.108407000601 29.923133213495, -90.108341007666 29.923130722863, -90.10827428979 29.92312885197, -90.108208290566 29.923126987305, -90.107934244217 29.923119432881, -90.107938089905 29.923040078304, -90.107940916903 29.922985092811, -90.107943745698 29.922930108844, -90.107947291348 29.922875130297, -90.10795011116 29.92282077146, -90.108224147627 29.922828950319)))",76,CU,,12/20/2013 12:00:00 AM +0000,BRN,182.12120389857384,2021.6169638339438,01,1983,,9157,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.074766508956 29.95337804121, -90.074842229748 29.953407522755, -90.075025097095 29.953479285427, -90.075025815748 29.953479291654, -90.075025073739 29.953481159642, -90.074945749805 29.953737327383, -90.074940740799 29.953736029135, -90.074770327694 29.953701267521, -90.07476960994 29.953701260516, -90.074762046126 29.953731819168, -90.074761305016 29.95373368793, -90.074654885197 29.953690786575, -90.074544882897 29.953647225959, -90.074591199135 29.953503889938, -90.074645756517 29.953333128499, -90.074646505712 29.953330634731, -90.074766508956 29.95337804121)))",409,CU,,12/20/2013 12:00:00 AM +0000,BRN,173.85047312114563,1820.1863623810525,7,1995,,"16,900",,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.071625263003 29.954220632575, -90.071684332622 29.954261206518, -90.071685751961 29.954262470513, -90.07168502702 29.954263089279, -90.071459810395 29.954531608503, -90.071399304369 29.954491019882, -90.071625263003 29.954220632575)))",402,CU,,12/20/2013 12:00:00 AM +0000,BRN,102.78684908749815,366.3301440830507,45,2000,,19715,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-89.853934739741 30.076774531091, -89.855801472139 30.076698515233, -89.856152691856 30.078324515195, -89.856282412176 30.078925058324, -89.856286701631 30.078945016639, -89.85636600221 30.079312150204, -89.853523580835 30.079715938573, -89.853442190776 30.079336926402, -89.853314516818 30.078742398544, -89.85305308551 30.077588474, -89.853733431777 30.077574474614, -89.85386420133 30.077560157288, -89.85389514919 30.077215627454, -89.853934739741 30.076774531091)))",346,CU,,12/20/2013 12:00:00 AM +0000,BRN,1341.1830104989911,105389.62135600577,27,1985,,10529,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.071768220897 29.947228732987, -90.071431790145 29.947154242259, -90.071430354637 29.947154228248, -90.071453528476 29.947081311346, -90.071466977155 29.947039556787, -90.071469122331 29.947040202063, -90.071801248357 29.947114651621, -90.071788485093 29.947158913304, -90.071768220897 29.947228732987)))",324,CU,,12/20/2013 12:00:00 AM +0000,BRN,107.65275377825257,585.9918326695506,59,1998,,18849,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-89.925808018562 30.031431780616, -89.925233993299 30.031635060165, -89.925240320133 30.031695764749, -89.924449332864 30.031949233496, -89.924009156579 30.030916815299, -89.925689355605 30.0303209125, -89.925808018562 30.031431780616)))",461,CU,,12/20/2013 12:00:00 AM +0000,BRN,657.84189797789656,25739.21239248725,71,1998,,18875,CU,CU,4995,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,71,1998,18875,20,1972,0,0,0
"MULTIPOLYGON (((-90.046247874192 29.934800959679, -90.046285025818 29.934090552484, -90.046356218202 29.934246906181, -90.046427426757 29.934402009398, -90.04661448205 29.934812672605, -90.046405704595 29.934806254083, -90.046326782207 29.934804231607, -90.046247874192 29.934800959679)))",457,CU,,12/20/2013 12:00:00 AM +0000,BRN,231.93640745502702,1867.4966499435743,55,1991,,14717,CU,,,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,27,1975,5901,0,0,0,0,0
"MULTIPOLYGON (((-90.056735661117 29.961539137328, -90.05676818552 29.961578210124, -90.056916745309 29.961747210978, -90.056866807962 29.961803443617, -90.056903231952 29.961852699877, -90.0569824418 29.961978316072, -90.05704054124 29.962079897078, -90.05734106633 29.961748174468, -90.057413467847 29.961798104732, -90.057489088027 29.961850254576, -90.057277225758 29.962080746939, -90.057339172681 29.962120730088, -90.057325326049 29.962136848642, -90.057149873396 29.962142961878, -90.057081287923 29.962159491351, -90.056927341836 29.96215674487, -90.056936358226 29.962293733384, -90.056947909663 29.962457003486, -90.056952716548 29.962530189285, -90.057008021328 29.962526683235, -90.057107039927 29.962521600435, -90.057111588097 29.962584576234, -90.057150025212 29.962582348862, -90.057193673453 29.963000119464, -90.057185058609 29.963000036191, -90.057185116102 29.963000501587, -90.057214307755 29.963239117011, -90.057243756327 29.963238152757, -90.05725969244 29.963507735731, -90.056671288742 29.963540161502, -90.056631864379 29.963030303253, -90.056628261237 29.962975256589, -90.056621955962 29.962907057394, -90.056613336627 29.962795076629, -90.056604233099 29.962664961588, -90.056605034397 29.962546195704, -90.05659875158 29.962476120614, -90.056585112459 29.962307829215, -90.056583286184 29.962282182459, -90.056576979112 29.962213982789, -90.056573886213 29.962175194308, -90.056562676136 29.962041309336, -90.056548995693 29.961876143483, -90.056587210923 29.961807125579, -90.056671745086 29.961652914964, -90.05670775136 29.961588251297, -90.056735661117 29.961539137328)))",593,CU,,12/20/2013 12:00:00 AM +0000,BRN,781.32397650747055,13914.078110176357,89,1990,,14376,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.070199276422 29.950671871694, -90.070161964897 29.950799491479, -90.069614554021 29.95067587475, -90.069651864648 29.950548260255, -90.069681756987 29.950555005447, -90.069942053722 29.950613784954, -90.070199276422 29.950671871694)))",254,CU,,12/20/2013 12:00:00 AM +0000,BRN,159.77366349207045,1065.1077078364856,65,2006,,22656,,,10412,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,98,1997,18542,70,1984,101,1982,9267
"MULTIPOLYGON (((-89.947131669821 30.040072149201, -89.946597712114 30.040132165841, -89.946593792765 30.040103993944, -89.946588854726 30.040045805542, -89.946587751595 30.039970154192, -89.946646021714 30.039500048676, -89.946887752068 30.039528849867, -89.946886011133 30.03955071049, -89.946887714339 30.039583234292, -89.946893727662 30.039615804743, -89.946906223227 30.039647192373, -89.946922338105 30.039676742399, -89.946941359931 30.039703822593, -89.946964710739 30.039729699752, -89.94699170691 30.03975186206, -89.947023037452 30.039772196103, -89.947055864587 30.03978816985, -89.947090909663 30.039799790299, -89.947126708426 30.039808919929, -89.947153252744 30.039811699256, -89.947125660092 30.039987694093, -89.947127327365 30.040022719452, -89.947129653103 30.040062126076, -89.947131669821 30.040072149201)))",749,CU,,12/20/2013 12:00:00 AM +0000,BRN,254.52690874350819,3593.2717562032763,23,1987,,12165,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.113439000802 29.962806999501, -90.113698001268 29.962565999237, -90.114448001106 29.963180000203, -90.114571001129 29.963267000216, -90.11511951873 29.963717385103, -90.115122087013 29.963719494155, -90.114473637227 29.964322946689, -90.113922000676 29.963870000222, -90.113799000652 29.963782999959, -90.113050001538 29.963168999606, -90.113374001403 29.96286699985, -90.113439000802 29.962806999501)))",128,CU,,12/20/2013 12:00:00 AM +0000,BRN,645.9397487933204,22988.32304588005,76,2004,294910,21737,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.075978256324 29.947396557978, -90.076089258449 29.947018167716, -90.076090015729 29.94701504953, -90.076090733483 29.947015056536, -90.076512294879 29.947112852011, -90.076519449062 29.947114795621, -90.076405504057 29.947498784368, -90.076345558579 29.947698877162, -90.076230847311 29.948086609172, -90.076159663011 29.948324100626, -90.076158944359 29.94832409362, -90.075732243701 29.948234999171, -90.075732258972 29.948233749888, -90.075802768637 29.947993124496, -90.075849260046 29.947835413127, -90.075870262657 29.947763724219, -90.075894995074 29.947680818894, -90.075918269525 29.947599775372, -90.075948995501 29.947496923273, -90.075978256324 29.947396557978)))",220,CBPCD,,12/20/2013 12:00:00 AM +0000,BRN,420.5945813751091,7932.6531399485048,27,1984,,"10,109",,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.114317000686 29.960250999701, -90.114367000915 29.96020499973, -90.114513000505 29.960072999425, -90.114744000483 29.960260000454, -90.11481100043 29.960199000781, -90.114881000751 29.960256000119, -90.114946001048 29.960196999835, -90.115282000609 29.96046800051, -90.114965001315 29.960755000929, -90.11495500037 29.960765000158, -90.114317000686 29.960250999701)))",545,CU,,12/20/2013 12:00:00 AM +0000,BRN,299.62309056803463,4257.4071322191994,97,1990,,14416,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
"MULTIPOLYGON (((-90.107504870172 29.922436546543, -90.10781445028 29.922413801362, -90.107775618806 29.923121706293, -90.107587433432 29.923134955925, -90.107504870172 29.922436546543)))",558,RPC,,12/20/2013 12:00:00 AM +0000,BRN,236.80412070427508,2507.8239630584812,23,1982,,8722,,,0,,,0,0,0,http://library1.municode.com/minutes/home.htm?infobase=30001&doc_action=whatsnew,0,0,0,0,0,0,0,0
