MAKE,MODEL,VEHICLE_COUNT,MAINT_DOLLARS,FUEL_QTY,AVG_MILES_PER_VEHICLE,TOTAL_MILES
MAGNUM,5X12TA,1,5678.76677,44.1,1.830481168234256,1.830481168234256
CARGO,TXTW714SA,2,668.508233,9,0,0
TOP HAT,DSA 10X6.5,3,9276.59076,No-DATA,0,0
EZ SPOT UR,EZ SPOT UR POLE JACK,2,0,No-DATA,0,0
KENT,MISC,1,80.4032,No-DATA,0,0
MATE,MATE TRAILER,1,1327.959325,No-DATA,0,0
PITMAN,06505,1,1878.412784,No-DATA,128.803705168870563,128.803705168870563
SHOPMADE,EW2022,1,301.282088,No-DATA,0,0
BOMAG,BTR-30/38,1,57.195,No-DATA,0,0
GORMAN-RUP,14C2-F3L,1,200.706667,No-DATA,55.116208145358599,55.116208145358599
RAPTOR,RAPTOR 2.0,6,327.338,No-DATA,0,0
JOHN DEERE,PA30,1,100.536844,No-DATA,0,0
CHEVROLET,4500,14,89.26,98379,35357.845005054483083,495009.830070762763162
FRUEHAUF,VAN,1,306.180711,No-DATA,0,0
PJ TRAILER,D7122,1,199.87585,No-DATA,0,0
SOUTHWEST,PU1260235E,1,543.88835,8.8,0,0
ALITEC,RW2445,1,3147.607155,No-DATA,0,0
PARKER,MC7722,1,94.920444,No-DATA,0,0
FORD,230A,1,522.60865,No-DATA,72.575277883862854,72.575277883862854
NEW HOLLAN,5610,1,85.625467,No-DATA,30.604369257831552,30.604369257831552
CARGO,CC610SA,1,140.662756,No-DATA,0,0
DOOSAN,P185WDZ,3,5278.450378,11.5,75.731322565966571,227.193967697899713
KARAVAN,SLT8000TDB78,3,6637.495658,No-DATA,0,0
JOHN DEERE,MX7,1,80.830178,No-DATA,0,0
FORD,E496,3,10288.623892,2855.6,7571.701923204811109,22715.105769614433326
THOMAS,SAF-T-LINER,1,7421.622175,425.9,2760.027479492644905,2760.027479492644905
VERMEER,TG7000,1,7691.739184,4518,1498.682398886397618,1498.682398886397618
BEAR,ABV 66-18,1,500.234275,No-DATA,0,0
PJ TRAILER,P8202,4,4669.696437,No-DATA,0,0
CATERPILLA,GP40-LP2,1,424.66,No-DATA,1703.443011569578942,1703.443011569578942
TORO,74274,17,40184.552028,1083.6,714.341400439239465,12143.803807467070903
JOHN DEERE,6330,1,685.752311,17,12.572567567106991,12.572567567106991
SOUTHWEST,BU1483235E,1,1341.85867,No-DATA,0,0
TSE,RCSL7.596X60,1,263.511689,No-DATA,0,0
MITSUBISHI,FE160,1,6412.60067,105,3195.105947740167509,3195.105947740167509
ALUMACRAFT,MV1860AWDLX,1,59.12,No-DATA,4.279209899073897,4.279209899073897
JON BOAT,1448AWS,1,154.631645,No-DATA,1.207184020909551,1.207184020909551
INTERNATIO,7400SFA,1,638.818666,213.8,1575.382950189909903,1575.382950189909903
CHEVROLET,C3500,7,21686.0328,2277.6,4057.070265231507074,28399.49185662054952
E-Z-GO,MPT1000,12,9221.81733,No-DATA,20.583920989226354,247.007051870716254
ZODIAC,PRO12,1,532.426633,7.3,1.032343599718471,1.032343599718471
JOHN DEERE,6120E,6,40252.851983,4936.6,2216.772347474252544,13300.634084845515261
HYDRO ENGI,HRP6-6,1,2603.343808,62,55.349880937658079,55.349880937658079
BOBCAT,3400,11,30643.382412,478.1,1588.405641542165859,17472.462056963824447
GENIE,GS-1930,1,391.124466,No-DATA,1.895898073980136,1.895898073980136
TORO,74534,1,708.57263,No-DATA,40.300487156530026,40.300487156530026
HUSQVARNA,FS5000D T4,3,6123.099186,121.5,36.028059532783051,108.084178598349154
INCLINING,IPT-816,1,1626.8276,No-DATA,0,0
IHC,9200ISBA,6,98969.922515,17461.4,19142.211386780009182,114853.268320680055093
RED EWALD,QMT-6000L,1,255.759689,No-DATA,0,0
DODGE,DAKOTA,28,87265.923597,13860.4,8065.37536526903489,225830.510227532976907
WELLS CARG,EW3225W,1,2980.606437,227.5,0,0
FREIGHTLIN,M2106,34,452127.299769,43145.3,6311.169314236620089,214579.756684045083023
JOHN DEERE,17ZTS,2,15172.415746,186.9,1738.244633047546527,3476.489266095093054
TURRET TRA,TRT-384/60,1,211.6124,9.8,0,0
JOHN DEERE,TH GATOR,4,14292.988875,177.6,520.540699577075052,2082.162798308300207
DEJANA REEL TRAILER,16-9-34TR,1,9591.210463,87.1,4999.401885089804018,4999.401885089804018
ETNYRE,R35TL-PS,1,1430.05285,No-DATA,0,0
TRANTEX,TR1500DH,1,4790.407696,737,7.32624320929104,7.32624320929104
TRANTEX,TP1200,1,531.985156,No-DATA,6.602361835089924,6.602361835089924
E-Z-GO,CUSHMAN,4,18114.002538,87.5,36.721786599383425,146.887146397533699
JOHN DEERE,410G,5,35861.594193,295,435.733370361809765,2178.666851809048827
DAKOTA MFG,440 TURFTEND,1,,No-DATA,0,0
INTERNATIO,HV513SFA,3,4879.853777,1626.7,10502.069848152679826,31506.209544458039479
COLLINS,SL400,2,1512.852761,385.9,2093.780790128654125,4187.56158025730825
TENNANT CO,M30,1,262.761778,No-DATA,0,0
EPOKE,TK12EB,4,360.3364,No-DATA,0,0
RAY,8000,1,807.2482,4.5,463.174275003255303,463.174275003255303
COLEMAN EN,MISC,1,564.418975,No-DATA,71.936784645280887,71.936784645280887
WELLS CARG,EW1222,1,1683.882,No-DATA,0,0
PARKER,RP7720,1,567.543575,No-DATA,0,0
WISCONSIN,700-12,1,615.015865,No-DATA,0,0
JOHN DEERE,310E,4,9683.238128,298.2,351.541064571835701,1406.164258287342805
WANCO,WTSP,10,3066.303114,No-DATA,0,0
ZENITH,ZENITH ELECT,1,2177.4772,No-DATA,1254.316712090675072,1254.316712090675072
MAGNUM,SWC KAYAK,1,937.0252,No-DATA,0,0
WIRTGEN AM,GRW18,1,4882.55877,No-DATA,442.834302215341587,442.834302215341587
CATERPILLA,930M,1,548.98805,391,535.212306975642084,535.212306975642084
FORD,F250,168,497251.068319,145906.4,8376.920036728148201,1407322.566170328897844
IHC,5600I 6X4,6,30759.17236,2021.6,3630.15130784144898,21780.90784704869388
MAGNUM,22+5X102,1,221.13275,No-DATA,0,0
CHEVROLET,CP31442,1,9033.296005,66.9,636.09962743612438,636.09962743612438
SDP,7600,1,1651.919821,No-DATA,0,0
BIG TEX,10SA,3,929.34745,No-DATA,0,0
IHC,2554,2,14590.85406,313.3,2556.61937766328356,5113.238755326567119
JLG,7610,2,1146.959836,No-DATA,0,0
FREIGHTLIN,MT-55,1,1584.599555,24.1,1176.364922717863341,1176.364922717863341
EPOKE,TKB12-280,10,110.620089,No-DATA,0,0
STERLING,CONV55,1,10695.609795,1631.7,11943.84219002453871,11943.84219002453871
TORO,74934,13,56538.149596,877.7,1017.117734400921216,13222.53054721197581
TRAILMASTE,TM-11582,5,2135.822122,No-DATA,77.896697361655488,389.48348680827744
MAGNUM,UNKNOWN,1,,No-DATA,0,0
SMITH COMP,FS351,1,128.810669,32,0,0
YALE,GP040RG,1,2875.311778,60.1,1669.61063693360979,1669.61063693360979
CATERPILLA,973,1,14481.959911,923,1681.062323804450087,1681.062323804450087
SCARIFIER,SC10E,1,613.988325,23.9,0,0
HAULOTTE,3522A,1,1556.049894,No-DATA,0,0
IHC,7400SBA 6X4,5,69772.057023,6165.7,2694.440511067370057,13472.202555336850285
INGERSOLL,2476,1,271.208228,2.8,0.172886721874341,0.172886721874341
GMC,C2500,2,4258.48297,19.8,4101.802006752003136,8203.604013504006273
E-Z-GO,FREEDOM SE,2,317.086489,No-DATA,1.581092015742862,3.162184031485723
JOHN DEERE,326D,2,8912.578577,245.2,4092.183598226744014,8184.367196453488027
VERMEER,RT950,1,1074.709181,No-DATA,19.289631465717658,19.289631465717658
FORD,F750,5,51392.543829,5346.1,7306.332608545320977,36531.663042726604887
JOHN DEERE,444J,2,8229.284566,396.9,3489.667296071898302,6979.334592143796604
SOUTHWEST,FB2686207E,1,408.567894,No-DATA,0,0
PJ TRAILER,TJ202,1,927.572769,No-DATA,0,0
KAWASAKI,JT1500,2,3375.655308,20.2,1472.970188751352303,2945.940377502704605
"WMI, INC",4225,1,1731.834487,No-DATA,26.668564163436421,26.668564163436421
FORD,F450SD,15,30780.624301,5733.7,5879.347863303848852,88190.217949557732787
MAGNUM,5X8,2,591.01636,No-DATA,0,0
UTILITY,82X20 GFS,1,318.6248,No-DATA,0,0
WANCO,WTSP-08,14,6829.386865,No-DATA,0,0
PACE AMERI,JT6108SA,1,1598.934222,No-DATA,0,0
TOP HAT,MRA10X7,2,1104.108058,No-DATA,0,0
TOYOTA,PRIUS PRIME PHEV,6,11726.566553,429.5,4824.371827350957552,28946.23096410574531
TORO,30343,1,3305.036569,No-DATA,63.923467009440139,63.923467009440139
SOUTHWEST,BU1677235S,1,710.684,No-DATA,0,0
YAMAHA,F300XCA,1,514.766133,No-DATA,0,0
BUTLER,HCT-120,6,1677.582177,No-DATA,0,0
WELLS CARG,TW1014,1,730.705825,No-DATA,0,0
OSHKOSH,STRIKER 6X6,1,1917.6036,200.5,1319.736573068168796,1319.736573068168796
IHC,PROSTAR 122,4,66277.594681,23248.9,27220.509364467988932,108882.037457871955728
JOHN DEERE,27D,1,1722.224367,199.8,2636.026000273892337,2636.026000273892337
BEAR,BW14,2,2667.628663,No-DATA,0,0
BOBCAT,SWEEPER,4,598.402933,No-DATA,0,0
MERCERDES,SPRNTR,5,25875.004242,2755.65,7646.634514673751373,38233.172573368756865
JOHN DEERE,5065E,2,2934.805662,113.7,35.503302320531745,71.00660464106349
PIERCE MFG,DASH,3,43740.335361,1162.6,7045.801390207189991,21137.404170621569974
JOHN DEERE,BA84,1,,No-DATA,0,0
MAGNUM,20+5X102,3,5725.802784,No-DATA,0,0
JOHN DEERE,318G,1,730.756045,No-DATA,0,0
TSE,T-1DPT-52,1,3141.304851,No-DATA,25.20499976836541,25.20499976836541
JOHN DEERE,644K,1,24713.961639,908.1,2380.840737184532795,2380.840737184532795
JOHN DEERE,333E,4,23439.48067,1352.5,1629.539376678014036,6518.157506712056143
IHC,4700,30,111556.612322,6332.4,3772.750931390254832,113182.527941707644953
FORD,CROWN VIC,77,176611.973526,37920.8,11317.671194228130771,871460.681955566069358
INGERSOLL,P175WJDU,1,880.683973,No-DATA,16.51160531031906,16.51160531031906
FORD,F467 SD,2,14360.209086,1392,5939.146907340732744,11878.293814681465488
GMC,TF7B042,1,21465.034559,762.7,3490.916783849144002,3490.916783849144002
ATLAS COPC,XAS96JD,1,494.601519,No-DATA,18.90212580208566,18.90212580208566
INTERNATIO,MV607,1,11.4,273.3,5774.751702167530764,5774.751702167530764
FONTAINE1,XCAILIBUR,1,343.2123,No-DATA,0,0
ROCKWHEEL,G5 TWIN,1,88.482933,No-DATA,0,0
PJ TRAILER,P8162,6,2802.627442,No-DATA,0,0
CIMLINE,230 DH,2,12662.748757,106.5,1090.301178711913073,2180.602357423826146
BOBCAT,PLANER,3,1395.866373,No-DATA,0.89336787731785,2.680103631953551
VERMEER,BC1500,5,8301.747962,151.1,290.711396915690587,1453.556984578452935
CUSHMAN,TURF TRKSTER,2,5652.550075,2.6,1248.078318237780046,2496.156636475560093
JOHN DEERE,R15,1,262.2073,No-DATA,0,0
JOHN DEERE,HPX GATOR,15,44674.542772,1055.4,2372.57433829918907,35588.615074487836054
IHC,7600SBA,2,13264.095545,326.6,1739.124161675192384,3478.248323350384768
TSE,DPT 35-SP,2,2666.056437,5.8,1546.347143539417926,3092.694287078835852
MAGNUM,BIG TEX,1,287.100106,No-DATA,0,0
FORD,F80,3,8581.629447,391.9,2398.891046137368009,7196.673138412104027
MAGNUM,TRL,4,6126.723796,26.8,0,0
FERRIS,IS3100,2,5207.270976,41.9,1640.626932337217953,3281.253864674435906
FORD,EXPLORER,562,2459111.960569,814485.4,13874.085958334526043,7797236.308584003635938
KAWASAKI,3010,2,206.00255,3.5,529.167060956664622,1058.334121913329244
TORO,3280-D,5,11511.700782,38.2,580.368718462199015,2901.843592310995074
IHC,4400SBA LP 4,5,14159.962881,1286.7,18459.764320329424139,92298.821601647120696
JLG,800AJ,1,4102.347064,No-DATA,49.260255888267606,49.260255888267606
CHEVROLET,G30,1,9116.187398,30,1711.516740090986552,1711.516740090986552
JOHN DEERE,824J,3,10927.701989,581,723.670763632282802,2171.012290896848407
JOHN DEERE,5101E,1,801.331183,No-DATA,58.617326175250338,58.617326175250338
IHC,2554 6X4,16,152101.641791,10102.8,5585.89281312044336,89374.285009927093752
POLARIS,ACE 570,2,2008.547177,17.5,696.87499046980258,1393.749980939605159
VOLVO,G80,1,6006.220077,72.9,689.024140473006623,689.024140473006623
ROADMASTER,16766T,1,391.496933,No-DATA,0,0
KALYN,KPEX-70,1,1637.436694,No-DATA,0,0
FREIGHTLIN,M2112,8,180551.135718,17797.5,5367.10246242685673,42936.819699414853842
GODWIN,CD100M,3,3403.810992,198.4,325.446134623228906,976.338403869686719
ETNYRE,T4901,1,987.357422,No-DATA,246.873407837046015,246.873407837046015
MAGNUM,20X102 HDLB,1,513.854311,No-DATA,0,0
BUFFALO,BT BLOWER,1,,No-DATA,0,0
ALAMO IND.,AG60,3,623.642372,No-DATA,0,0
FORD,WINDSTAR,8,16251.622597,1566.3,3448.615019440957719,27588.920155527661753
VIBROMAX,265,1,3523.607931,297.7,5949.355576552681475,5949.355576552681475
MAGIC TILT,TP1620,2,104.6028,No-DATA,0,0
JLG,2646,1,2675.004319,No-DATA,5.335781130385012,5.335781130385012
FORD,TRNS CONNECT,18,15424.991272,5718.4,5677.304256532813257,102191.476617590638623
DML/SSL,150,1,63.009825,No-DATA,0,0
ELLIOTT,STANDARD,1,884.124958,No-DATA,0,0
DOOSAN,P185WJD,7,6343.834048,27.9,995.872541888274635,6971.107793217922442
MENZI MUCK,A91 PLUS,2,7891.900132,218.9,55.232326066529917,110.464652133059834
WIRTGEN AM,HD13VV,1,6045.503837,110.3,86.700905016734077,86.700905016734077
SDP,3800,1,11230.06751,18.6,112.717991905034846,112.717991905034846
HOGG/DAVIS,ODP30-4,1,626.113566,No-DATA,25.771758991873751,25.771758991873751
PIERCE MFG,ENFORCER,10,165749.480623,30746.4,10869.256304120405177,108692.563041204051766
CHEVROLET,G3500,2,2347.455427,881.8,6839.995229429380342,13679.990458858760683
MAGNUM,SA-200F-163,1,315.755111,No-DATA,2.932526062814455,2.932526062814455
PUCKETT,560,1,1032.0885,9.3,1862.86891120035478,1862.86891120035478
ALAMO IND.,REAR MT23,1,2142.807999,No-DATA,0,0
SMITH COMP,LNX8,2,839.787069,No-DATA,0,0
JLG,E45A,2,268.601867,No-DATA,69.881940101600068,139.763880203200136
POLARIS,RANGER CREW,1,2257.818389,No-DATA,356.68314551963096,356.68314551963096
KIOT,HAULER 4X4,2,,No-DATA,0,0
COMFORTS OF HOME,RESTROOM TRAILER,1,275.573031,No-DATA,0,0
TRAIL KING,TK12U,1,1383.077897,No-DATA,0,0
IHC,4200SBA,1,20935.326075,1051.5,1716.564562919629283,1716.564562919629283
ZODIAC,FC420LSRF,6,747.391911,No-DATA,395.164441314744077,2370.98664788846446
TEXAS BRAG,14',1,199.628534,No-DATA,0,0
JOHN DEERE,5200,2,,No-DATA,148.788554051905874,297.577108103811748
IHC,7400 SFA 6X4,56,827624.338795,102962.2,8019.976589001276488,449118.688984071483319
PJ TRAILER,DL162,1,381.324001,No-DATA,0,0
IHC,HV507 SFA 6X4,2,1264.576295,262.1,866.138921827195249,1732.277843654390497
PARKER,HT7710,1,1030.913777,No-DATA,0,0
CLUB CAR,CARRYALL II,1,1065.252024,No-DATA,93.385069178556402,93.385069178556402
JLG,T350,1,389.438981,.9,84.804520880378972,84.804520880378972
VERMEER,925TX,1,75.180933,35.6,30.247368019448756,30.247368019448756
SDP,7500LPF,1,5052.178774,No-DATA,0,0
JOHN DEERE,BP84,2,3817.017366,No-DATA,0.080269018091419,0.160538036182838
MAGNUM,5X8 ANGLE,3,3732.635821,No-DATA,0,0
JOHN DEERE,BP72C,1,358.827367,No-DATA,0,0
VACTEC,VT-5X8,1,1654.036256,No-DATA,7.036024675555918,7.036024675555918
TEXAS BRAG,25+5TDGN,1,442.191425,No-DATA,0,0
MERCURY,ME 200CXL,6,15906.464555,No-DATA,0,0
POLARIS,RANGER,3,2074.107097,4.3,886.692800913380686,2660.078402740142059
JOHN DEERE,855D,4,4735.457566,52.1,3743.10993008250433,14972.439720330017318
TSE,MISC,4,2819.236922,49.5,210.200887910337356,840.803551641349425
WELLS CARG,EW2022W,2,1001.718623,No-DATA,0,0
KAWASAKI,KL650EDF,4,5823.629736,No-DATA,347.158163821403678,1388.63265528561471
TORO,3320,2,,6.2,1118.631096849894595,2237.26219369978919
JOHN DEERE,5045E,1,7317.876594,7.8,3245.502530841968639,3245.502530841968639
DOOSAN,GC25P,2,9155.280848,No-DATA,365.60401366335158,731.20802732670316
TOYOTA,PRIUS,98,138027.917333,8307.4,5118.250501697498018,501588.549166354805763
POLARIS,RANGER 800,24,54501.80299,298.4,3336.464446781463053,80075.146722755113266
DITCH WITC,SK800,1,0,No-DATA,0,0
TORO,4700,5,5628.650158,No-DATA,76.644988547372593,383.224942736862966
BOBCAT,"62"" GRAPPLE",1,69.268933,No-DATA,0,0
OKADA,TOP 45B,1,67.69,No-DATA,0,0
FORD,EXPEDITION,8,24488.640748,3195.2,5308.020578895752015,42464.16463116601612
POLARIS,NA612P29,1,2996.095914,28.9,64.107455645773836,64.107455645773836
POLARIS,RANGER 900D,3,1074.503678,10.4,1514.190011480733446,4542.570034442200338
POLARIS,RANGER 900,5,3983.304816,56.1,102.50750583567602,512.537529178380102
GILLETTE,WP70-EC,3,364.047822,No-DATA,1.978663059506605,5.935989178519814
DILO,G35S,1,204.499048,No-DATA,877.150022816736057,877.150022816736057
JOHN DEERE,825I S4,3,5203.136706,88,4180.472477889429986,12541.417433668289959
DODGE,RAM 1500,28,86165.48333,12292.8,8786.071707025922722,246010.007796725836228
VOLVO,WCA64T,1,808.066223,No-DATA,12665.71706511996668,12665.71706511996668
SOUTHWEST,BU2083206E,1,6884.955023,No-DATA,0,0
TC TRECKER,TC6101,1,214.9012,No-DATA,0,0
JOHN DEERE,N/A,1,2104.119144,No-DATA,71.432635957187869,71.432635957187869
COA,HOMEMADE,1,1003.28295,No-DATA,0,0
HINO,195H-19,1,12617.537934,1181.6,16013.333881248568548,16013.333881248568548
TORO,SANDPRO 5040,1,4062.178883,22.6,2650.952289187117567,2650.952289187117567
FRONTIER,RT1165,1,145.875,No-DATA,0,0
INTERSTATE,12RBS,3,3095.981409,No-DATA,0,0
LOAD TRAIL,5X10,1,1049.875006,No-DATA,0,0
MAGNUM,12X83HDLB,1,301.793125,No-DATA,0,0
DOOSAN,B20T7,2,1592.803466,No-DATA,0,0
BOBCAT,3400XL,11,15411.315755,23.9,253.604653964905022,2789.65119361395524
DOOSAN,P250WJD,1,401.554933,38.8,33.108894875147163,33.108894875147163
IHC,HX615 SBA 6X4,1,1758.010053,98.1,510.326606739331414,510.326606739331414
EFACEC ENE,SUBSTATION A,1,,No-DATA,0.521956697960997,0.521956697960997
R & D TRL,77X12SA,2,848.192311,No-DATA,0,0
PIERCE MFG,QUANTUM,31,1348201.451251,75375.8,11276.34242701490364,349566.615237462012846
JOHN DEERE,524K,1,4076.7325,670.8,389.224104295864082,389.224104295864082
STEELCO IN,18TW,1,,No-DATA,0,0
WACKER,PT6LT,1,1258.605332,10.7,165.885571904631592,165.885571904631592
CUSHMAN,HAULER 800E,2,454.535217,No-DATA,0.684438833427312,1.368877666854624
INTERSTATE,10ST,15,40065.759883,No-DATA,0,0
FORD,E350F,7,19685.433494,2165.5,4426.724619648524934,30987.072337539674536
FRUEHAUF,29' DUMP,3,71722.442704,No-DATA,0,0
TENNANT CO,SENTINEL,2,17522.523141,529.5,428.321276206181347,856.642552412362694
HONDA,EM5000SX,2,486.362622,No-DATA,41.844903322609549,83.689806645219098
BALDOR,TS60,1,975.812334,38.2,2822.805524330855076,2822.805524330855076
PJ TRAILER,25X102,2,657.163642,No-DATA,0,0
YALE,GLP080,1,762.295933,36.1,35.813569903586673,35.813569903586673
FELLING,FT-6CL,1,66.480134,No-DATA,0,0
HUSQVARNA,FS4800D,5,21587.662961,221.2,696.938682326832699,3484.693411634163496
JOHN DEERE,605K,2,1257.006689,141.9,1371.691254559983954,2743.382509119967909
JOHN DEERE,550J,1,771.606492,No-DATA,4188.724559159940566,4188.724559159940566
STERLING,LT7500,5,51134.799242,4274.6,7977.087688824438461,39885.438444122192305
ETNYRE,PRTN35TD-PS,1,1086.434978,No-DATA,0,0
BOBCAT,PCF34,2,135.549022,No-DATA,0,0
J&J,SP030,1,93.8421,No-DATA,0,0
MAGNUM,EW2424W,1,927.66111,123.9,0,0
TSE,DP304H,1,2550.73555,No-DATA,18.408952244661815,18.408952244661815
WANCO,110/ 150-SA,2,147.143111,No-DATA,0,0
WELLS CARG,FT716T2,1,1711.083275,No-DATA,0,0
GENIE,Z30/20NRJ,1,155.288533,No-DATA,0,0
WACKER,APT6T,1,252.86545,No-DATA,0,0
CUSHMAN,TUG 36V,2,574.327378,No-DATA,23.739601325437607,47.479202650875213
JOHN DEERE,27DX,3,4324.870905,268,2069.804036018395876,6209.412108055187629
YAMAHA,F20MSH,1,0,No-DATA,0.934038644664196,0.934038644664196
TEREX,GTH-5519,1,873.830177,15.8,30.61818420717502,30.61818420717502
TC TRECKER,TCF5101,1,1106.529333,No-DATA,0,0
HAMM/WIRTG,HD12VT,1,2435.199021,7,12.222316982657833,12.222316982657833
FREIGHTLIN,SPRNTR 2500,9,52134.715338,3525.5,9090.685162630717983,81816.16646367646185
WIRTGEN AM,W210I,2,143587.725665,3770.3,194.834769815655836,389.669539631311672
RAM,4500,2,1856.910105,2362.5,9880.837008098425431,19761.674016196850861
MASSEY FER,240,3,3741.6356,No-DATA,102.801528111688594,308.404584335065783
APPLE,TRL,1,967.715566,No-DATA,0,0
WSE,TRC96X5412,2,2939.475689,No-DATA,0,0
GENIE,S-45,1,4858.461599,41.4,207.563693964807197,207.563693964807197
OKADA,TOP 35,1,258.452933,No-DATA,0,0
CM TRAILER,DK6HB14235,1,105.016375,No-DATA,0,0
CATERPILLA,246C,1,6516.3602,261.1,7327.98347766130367,7327.98347766130367
DYNAWELD,40TTA,2,15324.42853,No-DATA,0,0
INTERSTATE,G46TDL,4,3385.031811,No-DATA,0,0
ALLMAND,ECLIPSE 220,2,4728.374271,No-DATA,15.157983660242204,30.315967320484407
WELLS CARG,ENCLOSED,2,1338.720389,No-DATA,0,0
CHEVROLET,VAN,1,575.83675,182.6,6192.027524736343681,6192.027524736343681
IHC,4300M7,5,79862.374629,6557.6,8210.649872714444023,41053.249363572220116
PARKER,SA1060,1,217.087689,No-DATA,0,0
JOHN DEERE,824K,2,26256.232707,575,778.914774319026864,1557.829548638053727
BAXLEY,GT 2000,1,333.878889,No-DATA,0,0
FORD,F650,3,3042.199017,834.9,3755.655908375422863,11266.96772512626859
RHINO,TW72,2,660.320038,No-DATA,0,0
BOATMASTER,BCG25GSCVT10,1,2993.21146,No-DATA,0,0
PUG POWER,F480,1,217.489458,No-DATA,86.839284387794487,86.839284387794487
TECHNOLOGY,IRT-112-1548,5,7359.230053,No-DATA,0,0
HALLMARK,TS7X14DT2,1,90.590525,No-DATA,0,0
ROCKWHEEL,TC30,1,57.195,No-DATA,0,0
MISC,EQUIPMENT,4,2435.113244,0,2159.731225983167357,8638.924903932669429
R&S GODWIN,852352850964,1,23241.31724,No-DATA,0,0
TRANTEX,CH360M,3,631.307328,No-DATA,0,0
JOHN DEERE,4X6,1,2518.874781,No-DATA,410.16544487432909,410.16544487432909
JLG,UT 612,2,2781.006736,No-DATA,0,0
DANUSER,8800-1,2,287.366283,No-DATA,0.316262524691964,0.632525049383928
IHC,MISC,5,28513.563987,2038.1,3847.547816191644038,19237.739080958220189
WELLS CARG,CW1422-102,1,70.52,No-DATA,0,0
TORO,VERSA VAC,1,,No-DATA,0,0
PARKER,LS7716,1,,No-DATA,0,0
BIG TEX,DUMP,1,295.041644,No-DATA,0,0
PJ TRAILER,U7121,2,197.822089,No-DATA,0,0
INTERSTATE,70SDGN,1,9208.164917,No-DATA,0,0
INTERSTATE,12BST,2,1775.703122,No-DATA,0,0
INTELL,W1-AG/WTT-AP,2,461.263623,No-DATA,0,0
ONAN,7.5HDKAT,3,414.351628,506.6,4701.123009176489323,14103.369027529467969
TOP HAT,MP 16X8,5,1278.898711,No-DATA,0,0
CHEYENNE,CLASSIC STL,1,1469.288622,No-DATA,0,0
FORD,E350 S341,1,3076.51948,773.1,8868.686626209331886,8868.686626209331886
SOUTHWEST,BU2081207E,1,49.053375,No-DATA,0,0
MAGNUM,48X96 AN,2,968.100187,No-DATA,0,0
VOLVO,WG42,3,24268.267361,169.6,4123.718120393867924,12371.154361181603772
DOOSAN,D45S,2,1303.550402,No-DATA,125.439119968029102,250.878239936058204
IHC,4800,1,2900.036121,78.6,956.705604250116454,956.705604250116454
BOBCAT,650S,3,33002.786507,804.7,5239.817679209704478,15719.453037629113434
JOHN DEERE,710L,1,3293.58628,353,240.674554480648671,240.674554480648671
STERLING,ACTERRA,1,10401.068756,44.5,859.354911509655144,859.354911509655144
PITMAN,HDATJ,1,1383.681306,1,36.250640231312042,36.250640231312042
SUN EV,S-48L-4DS-AT,1,346.246134,No-DATA,1.83601017171193,1.83601017171193
WELLS CARG,CW1622-102,2,802.067411,No-DATA,0,0
BMW,R1200RTP,60,477022.126526,No-DATA,12338.631307617620561,740317.878457057233656
MC,MC77X10,1,47.98025,No-DATA,0,0
JOHN DEERE,320,2,2359.07868,12.2,118.31992186181372,236.63984372362744
WSE,T-2BWT-10-60,1,600.393023,No-DATA,3.164314767602673,3.164314767602673
TENNANT,6100,3,2113.696134,No-DATA,18.924095006754533,56.7722850202636
POLARIS,RANGER ETX,1,363.008689,No-DATA,6942.115836096786564,6942.115836096786564
WELLS CARG,CVG2625,1,2852.722975,No-DATA,0,0
LOAD TRAIL,CH8018082_15931,1,442.3578,No-DATA,0,0
BUSH HOG,2820-RR1,4,8427.206625,No-DATA,0,0
GMC,TERRAIN,1,2562.236619,53.7,16564.360460180839685,16564.360460180839685
MILLER,BOBCAT 250,1,1563.112485,2.8,58.600705648980932,58.600705648980932
HOTSY,WASHER,4,2574.890004,263.1,735.572638038633377,2942.290552154533509
CUSHMAN,LSV 800,1,3464.870889,No-DATA,1576.383943043662929,1576.383943043662929
CHEVROLET,CG31705,1,687.145608,19.7,2013.074075126587605,2013.074075126587605
COLLINS,GRAND BANTAM,1,12142.07268,171.8,2454.148796300361547,2454.148796300361547
CATERPILLA,904H,2,0,42,1688.6147587741806,3377.229517548361199
CATERPILLA,966H,1,192.42,991,915.395209239811665,915.395209239811665
MAGNUM,14X77TU,1,1729.272611,No-DATA,0,0
PRECISION,1915-08T,4,3020.55403,No-DATA,0,0
BRADCO,TS10,1,60.467825,No-DATA,0,0
YALE,GLC040AFNUAE,1,2335.456966,8.2,13831.216142200565997,13831.216142200565997
CUSHMAN,COMMANDER,4,1215.090655,No-DATA,12.043150065205562,48.172600260822247
CHEVROLET,EXPRESS,29,23033.872436,30257.8,6280.739722026683247,182141.451938773814167
JOHN DEERE,UNKNOWN,1,274.973689,No-DATA,0,0
PJ TRAILER,UL142,1,57.195,No-DATA,0,0
GENIE,GR20,4,1626.996789,No-DATA,15.539043101270512,62.156172405082047
MAGNUM,18X102 PINTL,2,8444.992635,No-DATA,0,0
CLARK,GPX40,1,846.891333,No-DATA,25.503184881875238,25.503184881875238
MILLER TRA,TRAILBLAZER,1,207.3001,No-DATA,8.021800886746253,8.021800886746253
INTERNATIO,7300SFA,1,1932.007879,740.7,4914.571655217040631,4914.571655217040631
FORD,F25 HD,1,3911.400585,56.7,5865.310195307358445,5865.310195307358445
