MAKE,MODEL,VEHICLE_COUNT,MAINT_DOLLARS,FUEL_QTY,AVG_MILES_PER_VEHICLE,TOTAL_MILES
JOHN DEERE,544L,1,165.667378,No-DATA,0,0
MB,201T,1,16.07815,No-DATA,0,0
TRAILERS O,K1409,2,293.49495,No-DATA,0,0
FORD,F350,166,876215.6656,130186.5,9811.533185374569094,1628714.508772178469621
PELICAN,INTRUDER 12',1,339.16635,No-DATA,0,0
FORD-NEW H,4630,4,1291.341967,No-DATA,20.837490589817356,83.349962359269423
POLARIS,800HD,1,381.314183,9.2,154.564567720963616,154.564567720963616
POLARIS,RANGER 400,3,5078.778876,296.6,4557.145928296420046,13671.437784889260138
PARKER,SA7710,3,3037.592586,No-DATA,0,0
IHC,4900 4X2,5,46109.384822,3487.6,4390.550514972737735,21952.752574863688674
ROOSE MFG,RR-185,2,692.148357,No-DATA,0,0
CUSTOM BUI,6X10,1,1498.47515,No-DATA,0,0
CATERPILLA,IT14G,1,2261.612688,787.9,4141.238815756945381,4141.238815756945381
FREIGHTLIN,122SD TRACTOR,5,34158.085467,19005.1,26008.541011985457374,130042.705059927286871
GENIE,AL5000,1,261.408933,1.6,1065.611768340161872,1065.611768340161872
WACKER,DW50,1,114.040475,No-DATA,6.354258110544748,6.354258110544748
SULLAIR,185 DPQ JD,1,251.062933,No-DATA,1298.045095525829283,1298.045095525829283
MAGNUM,CO BO,2,570.117303,No-DATA,0,0
CASE,680K,1,208.632939,No-DATA,91.746354354037996,91.746354354037996
JOHN DEERE,2500 E,7,,No-DATA,0,0
LINCOLN,SA-200F-163,1,0,No-DATA,274.18319578434754,274.18319578434754
TENNANT CO,S20 SWEEPER,2,1617.021095,29.4,64.059586230767665,128.119172461535331
DODGE,RAM 5500,83,724211.93468,230265.1,17226.019928751351216,1429759.654086362150903
FORD,F800,7,108337.760335,3067.6,6040.878154910762868,42286.147084375340074
STERLING,SC8000,3,46027.48888,4405.2,4837.529843531889092,14512.589530595667277
BOBCAT,PTX4,2,33.501333,No-DATA,0.092582776212211,0.185165552424422
JOHN DEERE,333D,2,9412.659289,357.4,7110.443209884269674,14220.886419768539349
JOHN DEERE,GT72 GRAPPLE,2,883.128956,No-DATA,0,0
OKADA,TOP90,6,416.601719,No-DATA,0,0
IHC,2574 6X4,5,32906.738496,805.45,2070.234724156901907,10351.173620784509533
JOHN DEERE,CX20,2,4724.058658,No-DATA,0,0
E-Z-GO,875P,1,2624.496398,No-DATA,9.112232644129625,9.112232644129625
COBUS,3000,2,,No-DATA,0,0
HARBEN,4018 DTK 300,2,6498.020936,No-DATA,8.445355303699672,16.890710607399344
INGERSOLL,IR8185WJD,1,71.631333,No-DATA,33.04824233940523,33.04824233940523
CARGO MATE,CM816TA2,1,754.1005,No-DATA,0,0
CHEVROLET,CK20953,1,198.5302,237.3,7356.550419094747317,7356.550419094747317
HAMM/WIRTG,HD14I VV,1,10895.8623,118.5,85.617370612744954,85.617370612744954
NEW ORDER,NEW ORDER,7,4180.082674,No-DATA,0.285400640040076,1.997804480280534
METRO FIRE,SMEAL LADDER,1,12172.58342,3125.9,8199.096744755571926,8199.096744755571926
FORD,TAURUS,22,20979.69055,9090,9990.019143863462158,219780.42116499616747
TORO,328-D,1,1247.961068,No-DATA,77.979434333325092,77.979434333325092
JOHN DEERE,RC78,3,636.0591,No-DATA,0,0
EVINRUDE,ETEC 40,2,1179.46,No-DATA,0.970697766452982,1.941395532905965
TRANSPORT,PW30A211,1,756.887825,117,0,0
EZ LOADER,BOAT TRLR,2,845.354944,No-DATA,0,0
E-Z-GO,S6,1,5889.464475,8.6,12.533954074600238,12.533954074600238
TOP HAT,77X12,1,598.313066,No-DATA,0,0
OVERBILT,20 TON GNTRL,1,1087.784197,No-DATA,0,0
SOUTHWEST,BU1883207E,1,53.109467,No-DATA,0,0
PJ TRAILER,P8182,1,236.670725,No-DATA,0,0
CHEVROLET,TAHOE,144,316204.473926,94253.3,10052.050047416135356,1447495.206827923491331
RAM,2500,16,41268.345253,12286.2,8698.410387292150381,139174.566196674406102
ELLIOTT,"18X6'10""",1,,No-DATA,0,0
GMC,TC7H042,1,1718.557406,31.8,3912.694909402535224,3912.694909402535224
JOHN DEERE,240DLC,1,5675.280294,70,249.095209581249114,249.095209581249114
J&J,SPO,8,26718.766544,No-DATA,0,0
ETNYRE,ARA,1,11115.245683,No-DATA,0,0
CIMLINE,TK500T,1,5935.349283,No-DATA,2.251059593560761,2.251059593560761
DODGE,RAM 3500,17,68404.038584,11949.5,8526.142378488091196,144944.420434297550332
NOBLES,EC-H20 NANOCLEAN,2,324.691235,No-DATA,0,0
CATERPILLA,816F,1,0,15,337.448589793572996,337.448589793572996
SMITH COMP,SPS8,2,620.685317,No-DATA,0,0
IHC,4300 SBA,17,207358.300285,30942.9,9583.539101768472031,162920.164730064024523
CHEVROLET,C1500,8,16367.331161,3088.5,7240.305082886883102,57922.440663095064819
EAGER BEAV,20XPT,1,1855.547649,No-DATA,0,0
OKADA,TOP270,1,85.878211,No-DATA,0,0
R&S GODWIN,AT285480913,2,33964.852237,No-DATA,0,0
GORMAN-RUP,82E,1,0,No-DATA,59.74563801255819,59.74563801255819
IHC,7400SFA,30,331402.062297,29631.7,5879.781659165586876,176393.449774967606278
HAULMARK,TS6X12DS2,1,140.180089,No-DATA,0,0
CZ ENG,CZ30KP,1,201.503644,No-DATA,0,0
CHEVROLET,CC30943,1,3677.014063,430.7,2142.784560849764258,2142.784560849764258
CHEVROLET,IMPALA,12,24053.370092,3862.4,10767.208119887799262,129206.497438653591145
TOYOTA,7FGKU40,1,701.963333,No-DATA,125.153792057685051,125.153792057685051
JOHN DEERE,304K,1,12647.476231,376,8853.314249016070337,8853.314249016070337
SHERMAN/RE,BWT-1545-RC-T,1,291.01305,No-DATA,0,0
CASE,MISC,1,569.372828,No-DATA,114.727817407969594,114.727817407969594
TOYOTA,7FBCU32,1,457.634616,No-DATA,11.484420559932829,11.484420559932829
TORO,74269,2,5560.562793,151,110.172715715908742,220.345431431817484
OIL VAC,UNKNOWN,1,3749.286683,No-DATA,0,0
TORO,GROUNDMASTER,2,3313.473932,103.1,80.989991575662532,161.979983151325063
FORD,F450,129,987600.553098,117356.8,9276.529431519961498,1196672.296666075033274
MISC,N/A,4,1090.527659,5.1,0,0
INTERSTATE,24DT,1,2382.4384,No-DATA,0,0
AMIDA,DLB15-FA-SOL,2,77.543333,No-DATA,0,0
KUBOTA TRA,M4700SD,1,,No-DATA,112.994087979992289,112.994087979992289
TORO,74977,23,161966.860086,2136.3,2247.169046671128608,51684.888073435957986
CARGO,VHW8520TA2,1,49.473466,No-DATA,0,0
BMW,R1250RTP,6,4544.799019,No-DATA,14903.338767258310179,89420.032603549861073
MAGNUM,4X8WT,3,3570.07205,10.1,224.330826563753241,672.992479691259722
GENIE,GS2646,5,1392.102034,No-DATA,0.444872277788806,2.22436138894403
TRANTEX,20H-13H-NC,1,3518.86263,No-DATA,0,0
SAMS,UNKNOWN,1,,No-DATA,0.036148603110961,0.036148603110961
JOHN DEERE,310L,4,6625.662537,638.9,2569.526774816623567,10278.107099266494267
MCCLAIN,16-EW-13,12,2290.683735,No-DATA,0,0
MAGIC TILT,TP2024 4500,1,8441.800057,No-DATA,0,0
HYUNDAI,R160LC-3,1,360.108556,No-DATA,121.462883518627804,121.462883518627804
TOP HAT,MP18X83-7E-R,1,456.834275,No-DATA,0,0
IHC,5600,2,30412.32346,1438.7,3423.556074923310425,6847.112149846620851
JOHN DEERE,620D,1,7155.979545,41.9,915.657310899052719,915.657310899052719
IHC,7400 SFA 4X2,6,63912.86665,10007.8,8242.805252243971158,49456.831513463826946
MAGNUM,18' +5,2,5538.201589,No-DATA,0,0
YAMAHA,F-60TLRA,2,118.24,No-DATA,318.205283079248879,636.410566158497759
TUSHOGG,4800,1,228.78,No-DATA,0.321005478407994,0.321005478407994
DODGE,GRND CARAVAN,1,2080.79775,816.9,20706.516193825054783,20706.516193825054783
CLARK EQUI,DPH75,1,289.177119,No-DATA,463.042325840202932,463.042325840202932
TOP HAT,LA 12X6.5,2,1580.8644,No-DATA,0,0
JOHN DEERE,HX10,1,331.805,No-DATA,0,0
PROLINE,180 SPORT,1,1898.792108,No-DATA,35.189760351384366,35.189760351384366
DOOSAN,G35S,4,858.706017,319.2,7745.977815023553802,30983.911260094215206
IHC,4900 6X4,3,36040.023279,2767.5,4155.084855854239077,12465.254567562717232
SALSCO,HP11,1,,No-DATA,0,0
STERLING,M8500,2,36302.679952,818,2300.889904971752264,4601.779809943504528
TOWMASTER,T-24T,2,63.708875,No-DATA,0,0
RED EWALD,H1000,1,2543.481963,No-DATA,1.162514852144658,1.162514852144658
POLAR MANF,UNKNOWN,1,290.5164,No-DATA,0,0
POLARIS,RANGER 570,10,28340.202174,436.9,2838.842688877571283,28388.42688877571283
IHC,9100I SBA 6X,1,18442.392801,4248.1,17325.827750132472589,17325.827750132472589
DODGE,2500 PROMSTR,1,3054.220916,607,8427.685528057606273,8427.685528057606273
FRUEHAUF,"DC5-M2-28'6""",2,3641.856525,No-DATA,0,0
IHC,7400SBA,1,8353.972102,1172.3,5952.188156793325276,5952.188156793325276
THOMPSON,4TSCDJDST404,1,368.401467,No-DATA,15.532777468922333,15.532777468922333
KOMATSU,FG30HT,2,6158.315763,194.4,5240.307887858380718,10480.615775716761436
DOOSAN,G20P,5,8372.327045,597.3,161.570788094328888,807.85394047164444
JOHN DEERE,1550,3,,No-DATA,0,0
ACSI,MDT208,1,633.38675,No-DATA,0,0
TENNANT,S30,2,1341.071277,No-DATA,100.635622124174983,201.271244248349966
BOSTON WHA,GUARDIAN,1,1320.164334,No-DATA,0.476125569845429,0.476125569845429
US CARGO,USC620TA2,1,489.397226,No-DATA,0,0
VERMEER,MSSA165,1,,No-DATA,0,0
TEXAS BRAG,HC20BP12,1,180.0617,No-DATA,0,0
DOOSAN,LCV8WKUB,1,114.167289,No-DATA,0,0
TRAILER,CUSTOM,4,12388.858466,No-DATA,0,0
JOHN DEERE,670G,1,3028.00277,223.3,232.014068462610776,232.014068462610776
FORD,P2M TAURUS,305,832244.662195,360928.5,15296.89903290934181,4665554.205037349251942
JOHN DEERE,1925W,5,5054.483781,17.3,1635.347643894495815,8176.738219472479075
K&K SYSTEM,MB14281,1,,No-DATA,0,0
JOHN DEERE,85D,3,23177.105603,1155.5,267.142041187397899,801.426123562193697
GMC,C3500,2,15212.353847,1537.4,3460.361584071893074,6920.723168143786148
PARKER,TL8316,10,4420.714124,No-DATA,0,0
JOHN DEERE,5075E,4,3230.412361,93.4,141.647612017663946,566.590448070655784
GRADALL,XL4100,2,19566.722715,562.2,666.825215539002009,1333.650431078004017
PJ TRAILER,F8222,1,129.604178,No-DATA,0,0
YAMAHA,F90TRL,1,360.0364,No-DATA,0.938494181562246,0.938494181562246
BUSH HOG,FH188-01,4,604.728945,No-DATA,0,0
DOOSAN,G25P,1,323.946125,5.8,309.728478095213074,309.728478095213074
CHEVROLET,K2500,1,3119.888189,885.3,17416.747097957178165,17416.747097957178165
DOOSAN,P185WDO,1,859.788672,11,1.877991729277419,1.877991729277419
BOBCAT,S450,3,9286.138631,233.3,4515.75941909868743,13547.278257296062289
YAMAHA,F200TXR,1,654.987767,No-DATA,1.833474674331648,1.833474674331648
FORD,TRANSIT 350,27,69478.968145,16007.8,8934.040754817541717,241219.10038007362636
PARKER,BT8020,11,21301.584303,No-DATA,0,0
E-Z-GO,ELITE 3.0,3,1132.52455,No-DATA,0,0
JOHN DEERE,1200A,7,5748.344202,46.6,883.620352261819569,6185.342465832736983
DOOSAN,B15T-5,1,965.875264,No-DATA,28.389396167193902,28.389396167193902
WANCO,WSDT3-S,5,3197.007748,No-DATA,0.026885591679271,0.134427958396354
DOOSAN,G25N7-EX10,1,90,17.2,65.163641172539361,65.163641172539361
NEW HOLLAN,TS115A,2,1119.520033,14,610.810332905563568,1221.620665811127136
CARGO,VHW612SA,1,367.7264,No-DATA,0,0
GENIE,TZ34,1,3001.119727,No-DATA,4.594592139218476,4.594592139218476
DITCH WITC,S6B,1,798.024875,No-DATA,0,0
E.H. WACHS,COMPACT LX,1,1708.807069,No-DATA,36.334475025104161,36.334475025104161
IHC,7300SBA,1,28443.550428,4283.7,15701.18203913144738,15701.18203913144738
DOOSAN,P250/HP210WDO,2,2610.135011,77.4,26.327095617829043,52.654191235658087
HAMM/WIRTG,HD 90IVV,1,3421.247862,61.6,14.803890851244066,14.803890851244066
JOHN DEERE,2500B,3,,No-DATA,0,0
JOHN DEERE,5205,3,,No-DATA,53.090275147966347,159.270825443899041
TECHNOLOGY,SILENT SENTI,14,16264.869995,No-DATA,399.554194743124765,5593.758726403746716
FORD,E37Q,1,2685.255656,397.4,6626.725669988648206,6626.725669988648206
JOHN DEERE,3DDS,1,78.366844,No-DATA,0,0
PARKER,HP7720,4,4370.681543,No-DATA,0,0
POLARIS,RZR 900,1,30.775245,8.8,0,0
CLIFTON M.,UNKNOWN,1,,No-DATA,0,0
FORD,F150 XLP HYBRID,2,1550.870989,1479.4,8256.624675815232753,16513.249351630465507
NEW HOLLAN,UNKNOWN,1,182.6612,No-DATA,1935.258714071592232,1935.258714071592232
YAMAHA,F200XCA,2,14053.140401,No-DATA,1.828013057109389,3.656026114218779
FORD/CHAMP,E550,2,22.5,No-DATA,5903.159132962352414,11806.318265924704827
ONAN,10HDKCC,1,373.13793,No-DATA,0,0
GMC,3500HD,1,14626.683073,30.9,751.234173517730909,751.234173517730909
TRANTEX,50202,1,2687.551814,No-DATA,0,0
MULTIQUIP,MC94SH8,2,329.265556,No-DATA,0,0
CATERPILLA,72-20TB,1,738.416492,52,104.471339388391908,104.471339388391908
TSE,UP85BDH,4,12190.499271,224.3,444.623662457759732,1778.494649831038929
KAWASAKI,KAF950GAF,1,719.029425,No-DATA,43.193371968313347,43.193371968313347
FORD,E350,68,204009.053822,22385.3,5002.848686004573996,340193.710648311031735
E-Z-GO,ST SPORT II,4,267.452311,No-DATA,3.377787291462907,13.51114916585163
KOHLER,80REQZJ,7,8785.45088,253.3,267.571655631776601,1873.001589422436207
CHEVROLET,UPLANDER,2,1930.126726,112.1,5155.731247619391449,10311.462495238782898
R&S GODWIN,AT285480508,3,48357.169038,No-DATA,0,0
GRACO,5900,2,598.800377,No-DATA,0,0
VARIOUS,MISC,1,227.382089,No-DATA,0,0
ALAMO IND.,EAGLE 15,1,216.621933,No-DATA,0,0
FINN,T120T,1,4549.862022,12.6,751.204926942309652,751.204926942309652
JOHN DEERE,9009A,3,,No-DATA,0,0
INTERSTATE,40 DLA,41,196784.979056,No-DATA,0,0
TC TRECKER,TC6121,1,595.137288,No-DATA,0,0
INGERSOLL,P185WJD,4,3111.531173,401.2,1049.918206982131054,4199.672827928524214
CHEVROLET,CC30903,2,1867.558797,528.4,4740.848318782415858,9481.696637564831715
EVINRUDE,E40DRLIN,3,1209.833231,No-DATA,570.831183585666181,1712.493550756998544
MAGNUM,PT45A22,1,579.372838,No-DATA,0,0
OKADA,0RV 1300,10,838.823797,No-DATA,0,0
YAMAHA,T50LB,2,313.447139,141.4,160.072840620784527,320.145681241569055
FORD,RANGER,33,66946.87818,10197.8,6551.152659633262438,216188.037767897660458
WIRTGEN AM,HD70K,1,2220.158093,29.1,748.02320176013952,748.02320176013952
FORD,6610,1,,No-DATA,6.616425499133804,6.616425499133804
HAMM/WIRTG,HD120VV,1,223.013778,No-DATA,0,0
IHC,5000,1,3352.606906,82,3206.665932727087743,3206.665932727087743
VOGELE,SUPER 700,1,894.722089,No-DATA,1059.418271788230767,1059.418271788230767
YAMAHA,GRIZZLY 660,1,1560.080455,11.8,2824.072179911302407,2824.072179911302407
MAGNUM,UTILITY,6,7488.748601,No-DATA,35.007822462691185,210.046934776147108
LEROI,UNKNOWN,1,1350.691842,No-DATA,34.56183672142081,34.56183672142081
CLARK EQUI,GPX20,1,2884.803556,13.8,445.799697748186884,445.799697748186884
CRANE CARR,LET2-45,64,2442352.460896,241958.9,14907.509132582536504,939173.075352699799782
IHC,5900I 6X4,4,64345.564058,9080.7,9137.313630391294112,36549.254521565176448
SMITH,MICROSPORT,1,393.620645,No-DATA,0,0
PJ TRAILER,B6222,1,230.125075,No-DATA,0,0
JOHN DEERE,270DLC,1,39542.857156,429,255.368812795717755,255.368812795717755
JOHN DEERE,CX15,1,,No-DATA,0,0
JOHN DEERE,326E,3,8175.514718,128.4,1339.743269082394279,4019.229807247182836
JLG,1932E2,1,901.800209,No-DATA,3.975801796051395,3.975801796051395
VERMEER,MSSA500,1,49.6608,No-DATA,0,0
WANCO,WTSP110-LSA,5,4576.843579,No-DATA,0,0
CHEVROLET,EQUINOX,202,332320.721343,89621.8,7387.267418341318888,1492228.018504946415435
ROOSE MFG,RR-135,2,488.416001,No-DATA,2.936499460226406,5.872998920452811
INTERSTATE,30TDT,1,851.988022,No-DATA,0,0
SURE TRAC,UTILITY CUST,1,456.531475,No-DATA,0,0
MILLER,BIG BLUE 400 PRO,1,126.5916,42.6,397.508684892474843,397.508684892474843
HAWN,US5X8,4,3013.708528,No-DATA,0,0
FORD,AEROMASTER,1,2612.827054,1000,7876.416421130750577,7876.416421130750577
GMC TRUCK,TT8F064,5,66139.741299,3995.2,6240.266325714510009,31201.331628572550046
JLG,E400AJP,1,638.608889,No-DATA,45.013291857575079,45.013291857575079
IRTI,SYS-HC-UZA16,2,870.615688,No-DATA,0,0
SOUTHWEST,BDB1072235E,1,1280.72315,No-DATA,0,0
WACKERCORP,RTLX-SC3,4,13094.586337,20,24.314925011778891,97.259700047115566
CHEVROLET,3500,4,33603.777638,2535.6,4517.860008503933312,18071.440034015733249
BEAR,ABV 62-17,1,1068.670258,No-DATA,0,0
TEXAS BRAG,NA612P29,1,93.513825,No-DATA,0,0
CHEVROLET,2500,35,80742.934198,26216.5,7018.489706794765051,245647.139737816776796
CRANE CARR,LET2 CREW CA,3,41436.203943,1973.3,13938.411832650027549,41815.235497950082648
PACE AMERI,SC8528TA5K,1,2215.957703,No-DATA,0,0
MULTIQUIP,WTE5HP,1,326.530425,.6,0,0
GENERAL CA,4X8X8,1,0,No-DATA,0,0
VOGELE,VISION 5200,2,46396.132675,1570,358.857806045628715,717.71561209125743
JOHN DEERE,TE GATOR,3,808.009166,No-DATA,54.585771111064123,163.757313333192368
TYMCO,600X,5,71301.104962,23219.6,16040.000602461184075,80200.003012305920374
WELLS CARG,CW142,1,605.074267,No-DATA,0,0
MAGNUM,10ET-20,5,14317.985961,No-DATA,0,0
GMC,SUBURBAN,1,4700.884597,150.1,3105.125559105256898,3105.125559105256898
AA WELDING,CUSTOM,1,263.051155,No-DATA,0,0
CATERPILLA,120M,1,96.21,231.8,125.898591369212073,125.898591369212073
TRAILSTAR,U-1448,1,472.108933,No-DATA,0,0
FREIGHTLIN,MT45,5,36077.140753,5259,6194.867928843458318,30974.339644217291592
MERCEDES,SPRNTR 2500,3,13818.906954,1562,7676.517499738201695,23029.552499214605084
IHC,7400,38,752892.237389,54447.7,7661.787257682872501,291147.915791949155024
BOBCAT,BRUSHCAT,1,215.092367,No-DATA,0,0
GMC,TC31003,1,1901.391465,391.8,4032.099077728149866,4032.099077728149866
HONDA,TRX420FAE,2,1008.441603,12.5,1072.447253905051188,2144.894507810102375
BOATMASTER,LE17G-350,1,169.964475,No-DATA,0,0
BOSTON WHA,250GD,1,5625.111589,145.4,8.67824544917843,8.67824544917843
BIG TEX,16' TANDEM,2,1097.317431,No-DATA,0,0
NIFTYLIFT,SD50,1,,No-DATA,21.663677956920673,21.663677956920673
CHEVROLET,S10,3,9546.799074,494.3,4210.301029988262312,12630.903089964786935
SAUBER MFG,1526,10,22617.656594,73.6,2413.799210107248285,24137.992101072482851
SOUTHWEST,BU0805135,1,355.179822,No-DATA,0,0
CHEVROLET,TC7H042,1,1179.449689,76.6,1354.768471788703262,1354.768471788703262
BUSH HOG,RMB1660,1,46.6457,No-DATA,0,0
DODGE,DURANGO,1,817.107525,No-DATA,21521.988188859409502,21521.988188859409502
CUSHMAN,TITAN,2,4796.688856,No-DATA,127.373873633383572,254.747747266767143
GEM,E2,2,1608.216165,No-DATA,779.663448304395356,1559.326896608790713
DOWNING,2001-2,2,5994.143809,No-DATA,112.106221646631737,224.212443293263475
MACK,MRU613,4,101907.798954,5211.1,8069.905198244512458,32279.620792978049832
OKADA,OAC 200,2,232.63,No-DATA,0,0
SULLIVAN M,D0185Q5A,1,469.165989,6.2,408.552200059032613,408.552200059032613
HONDA,CIVIC,2,2094.804989,56.8,1677.642728412366875,3355.28545682473375
GRIZZLY,1860 JON,1,27.803125,No-DATA,0.946451283373955,0.946451283373955
BOBCAT,HB980,1,86.755,No-DATA,0,0
JOHN DEERE,390,1,1056.737425,No-DATA,0,0
DODGE,CARAVAN,8,23338.773767,3249.4,7553.128433162648393,60425.027465301187146
MOTT CORP,SH88,2,370.051155,No-DATA,0,0
DOOSAN,BC20SC5,2,1279.318168,No-DATA,3.380057782793926,6.760115565587853
CIMLINE,230D,3,11848.047694,242.9,332.007255107512957,996.02176532253887
PIERCE MFG,4DXROOF,1,19217.488384,916.2,3127.423085661589953,3127.423085661589953
OKADA,0RV550,1,76.5604,No-DATA,0,0
CHEVROLET,VOLT,1,2153.072065,3,3613.154746073492547,3613.154746073492547
INTERNATIO,4300,1,2219.372159,2162.2,12243.793624987574245,12243.793624987574245
ADVANCE,CYCLONE 5500,5,29215.647404,270.2,2030.669259271611612,10153.34629635805806
BANDIT,250XP,1,1856.864276,102.7,1080.908037914669971,1080.908037914669971
DRAGON ESP,ROLL OFF,2,10891.866587,No-DATA,0,0
FREIGHTLIN,M2106V,17,179981.636128,13534.4,5513.636254975767957,93731.816334588055265
TSE,TR4-PLW-25,1,6581.456198,No-DATA,49.766140363674205,49.766140363674205
IHC,7300,11,99326.48576,17381.9,8721.903609736295163,95940.939707099246789
ETNYRE,MRG35TDEXT,1,390.720489,No-DATA,0,0
TORO,74975,2,4087.430564,51.2,8631.076790839922624,17262.153581679845247
ONAN,20HDKAW,1,756.004833,132.4,0,0
JOHN DEERE,50D,1,9023.407074,45,227.057999832477221,227.057999832477221
NEW HOLLAN,3010,1,3574.83905,19.3,12.603434379366929,12.603434379366929
CATERPILLA,M322C,1,2049.057129,115,495.911290495230152,495.911290495230152
INGERSOLL,P160WW,2,945.887155,12,342.280139604254859,684.560279208509719
TOYOTA,7FBEU15,4,1826.358,No-DATA,57.338788600901826,229.355154403607302
CARGO,UT,1,1520.825338,No-DATA,0,0
YAMAHA,F70LA,2,4905.0814,135.2,1.536411615005364,3.072823230010728
JOHN DEERE,850J,1,21073.272064,120,1466.525101954185505,1466.525101954185505
THOMAS,130YN,1,1513.124941,114,1626.245973249943604,1626.245973249943604
WELLS CARG,EW2024W,2,3257.002181,4,0,0
JLG,3246ES,1,2127.209811,No-DATA,37.055691924115701,37.055691924115701
JOHN DEERE,555G,1,1464.736875,No-DATA,1064.133491704301209,1064.133491704301209
SHOPMADE,HOMEMADE,1,105.143475,No-DATA,0,0
MONGOOSE,184,1,4420.090896,No-DATA,1920.215026309271771,1920.215026309271771
DITCH WITC,SK755,1,3728.132386,28.7,131.777647914718294,131.777647914718294
TORO,Z500,2,14283.310928,16.3,48.410722669116456,96.821445338232913
CUSHMAN,MISC,1,591.90895,50.2,537.159916532085271,537.159916532085271
SOUTHWEST,BU1277235E,4,7998.970603,No-DATA,0,0
JOHN DEERE,CA2072,1,199.916933,No-DATA,0,0
DOOSAN,GC20SC,1,174.20905,81.5,80.559832921023811,80.559832921023811
IHC,4800 4X4,4,44631.63125,613.1,1113.452957699334801,4453.811830797339204
WANCO,WTLMB,2,1149.82765,No-DATA,0,0
DIAMOND Z,1248B,2,921.374819,316,591.636867016667859,1183.273734033335717
CROWN,C9-CGH9,1,145.5295,No-DATA,0,0
INGERSOLL,G450,1,4220.472134,466,1184.721531821350685,1184.721531821350685
WELLS CARG,CW1624-102,2,460.755275,No-DATA,0,0
BOBCAT,T650 T4,2,10847.78805,251,143.308927271240489,286.617854542480978
KAWASAKI,KAF400DCF,1,1664.830286,13.5,2618.022180545382098,2618.022180545382098
GEM,E4,1,216.839022,No-DATA,1518.451353705815214,1518.451353705815214
VARIOUS,1956,1,650.1684,No-DATA,0,0
FORD,FOCUS,8,14867.498168,246,6479.034897168285681,51832.279177346285449
WANCO,L-893,2,4249.175425,288.6,15680.487279948208191,31360.974559896416382
JOHN DEERE,120C,1,6818.762741,579.5,318.429806581352176,318.429806581352176
TX TRAILER,PULL FB,1,1397.6494,No-DATA,0,0
CUSHMAN,BELLHOP 2,2,6464.866646,No-DATA,1.576745851771384,3.153491703542767
SHERMAN/RE,DDHX-75,1,1546.601067,27.3,62.592671284510011,62.592671284510011
TRANTEX,20HD,2,607.403021,10.3,2493.881212603447,4987.762425206894001
TRANTEX,20H-15K-NC,2,2936.473402,3.9,0,0
GENIE,AWP30,1,396.218167,No-DATA,3.110170445340005,3.110170445340005
FORD,AEROSTAR,1,3788.167117,185.7,3788.144225265833841,3788.144225265833841
PIERCE MFG,CONTENDER,11,415014.443244,20052.3,8713.126843684786636,95844.395280532652994
ALUMACRAFT,JON,2,377.262777,60.7,0.467055000966488,0.934110001932976
UB EQUIPME,IMPACTOR,1,40.894425,No-DATA,0,0
UB,104,1,,No-DATA,0.210272618610053,0.210272618610053
BOSTON WHA,170GDA,1,113.659175,No-DATA,0,0
PJ TRAILER,CC162,5,7266.309053,No-DATA,0,0
CATERPILLA,D6N,1,11801.2046,343,1464.064498871328108,1464.064498871328108
CHEVROLET,C2500,51,113290.053996,32007.9,7809.648376189112154,398292.067185644719834
HAMM/WIRTG,F2L1011F,1,13872.976463,107.3,955.168592005472638,955.168592005472638
TEXAS BRAG,EA14P70,2,1073.940134,No-DATA,0,0
KEMCO,U14,1,413.448845,No-DATA,0,0
FENEX,F151HP,2,2886.400605,174.1,514.54505635054451,1029.09011270108902
IHC,7300SFA,7,30363.134726,7514.8,4278.603378522694698,29950.223649658862883
FORD,C-MAX,4,1544.523932,324.5,3023.683201633575692,12094.732806534302767
DOOSAN,BC20SC,1,7123.910289,No-DATA,31.890220787380211,31.890220787380211
CHEVROLET,COLORADO,3,4085.773606,1867.7,9476.535912434690437,28429.60773730407131
TORO,74979,3,13657.944241,569.1,1904.01802472520106,5712.054074175603179
KENTUCKY,SFVCC40-0,1,748.46111,No-DATA,0,0
DOOSAN,B32S-5,1,59.12,No-DATA,90.926284623047925,90.926284623047925
BANDIT,250,1,96.608333,No-DATA,16.023571419269824,16.023571419269824
SCAG,29KB,2,4535.32627,25.8,997.354107819611496,1994.708215639222991
LERDI,2A219178,1,189.081333,No-DATA,27.19956562855919,27.19956562855919
MAGNUM,16X77TU,4,8252.280922,No-DATA,0,0
VAC-TRON,LP573SDT,1,1064.276338,135.5,140.422267340643488,140.422267340643488
GENIE,S65XC,1,1489.900178,No-DATA,0,0
BULLDOG,16006,1,1439.696756,No-DATA,0,0
PJ TRAILER,P8242,1,204.05905,No-DATA,0,0
FARBER,E4FF,1,3083.874624,347.1,14083.207015799461703,14083.207015799461703
MAGNUM,EW1622,1,871.72505,No-DATA,0,0
JACOBSEN,GK4,3,,No-DATA,0,0
PIERCE MFG,VELOCITY,19,887776.472129,61484.9,10108.959367422125726,192070.227981020388801
FORD,TRANSIT CONNECT,5,5416.152601,493.5,2814.876163275540854,14074.380816377704268
SOUTHWEST,BU1683235E,4,1577.611807,No-DATA,0,0
BIG TEX,8FT. SINGLE,2,694.691136,No-DATA,1.853929398066652,3.707858796133304
JLG,2630ES,1,2646.864789,No-DATA,41.712192778909297,41.712192778909297
BROOKS BRO,CSL 202-12KE,1,241.517289,No-DATA,0,0
