School_Year,OPT_Code,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs
2018-2019,06173,PS 173,Public,School,306 FORT WASHINGTON AVENUE,Manhattan,NY,10033,-73.9403710000,40.8454450000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06178,PS 178,Public,School,12-18 ELLWOOD STREET,Manhattan,NY,10040,-73.9278790000,40.8592090000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06187,PS/MS 187,Public,School,349 CABRINI BLVD,Manhattan,NY,10040,-73.9370150000,40.8566390000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06189,PS 189,Public,School,2580 AMSTERDAM AVENUE,Manhattan,NY,10040,-73.9278620000,40.8524350000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06192,PS 192 JACOB N.SCHIFF ELEM SCH,Public,School,500 WEST 138TH STREET,Manhattan,NY,10031,-73.9511950000,40.8208840000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06209,HAMILTON GRANGE MIDDLE SCHOOL,Public,School,500 WEST 138TH STREET,Manhattan,NY,10031,-73.9511950000,40.8208840000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06210,PS/IS 210 21ST CENTURY ACADEMY,Public,School,501 WEST 152nd STREET,Manhattan,NY,10031,-73.9447380000,40.8298980000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06211,"EARLY COLL HEALTH,INFO & TECH",Public,School,650 ACADEMY STREET,Manhattan,NY,10034,-73.9249240000,40.8660180000,Yes,No,Yes,No,No,No,No
2018-2019,06265,SUCCESS ACAD-WASHINGTON HEIGHT,Charter,School,701 FORT WASHINGTON AVENUE,Manhattan,NY,10040,-73.9353460000,40.8576270000,No,No,Yes,No,Yes,No,No
2018-2019,06278,PS 278 PAULA HEDBAVNY SCHOOL,Public,School,421 W 219 STREET,Manhattan,NY,10034,-73.9121080000,40.8713170000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06293,CITY COLL ACAD OF ARTS MS 293,Public,School,4600 BROADWAY,Manhattan,NY,10040,-73.9305650000,40.8607670000,Yes,No,Yes,No,No,No,No
2018-2019,06311,Amistad,Public,School,4862 Broadway,Manhattan,NY,10034,-73.9239160000,40.8666330000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06314,MUSCOTA NEW SCHOOL  (PS 314),Public,School,4862 BROADWAY,Manhattan,NY,10034,-73.9239160000,40.8666330000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06319,MS 319 MARIA TERESA MIRABEL,Public,School,21 JUMEL PLACE,Manhattan,NY,10032,-73.9360780000,40.8392620000,Yes,Yes,Yes,No,No,No,No
2018-2019,06322,MS 322,Public,School,4600 BROADWAY,Manhattan,NY,10040,-73.9305650000,40.8607670000,Yes,Yes,Yes,No,No,No,No
2018-2019,06324,MS 324,Public,School,21 JUMEL PLACE,Manhattan,NY,10032,-73.9360780000,40.8392620000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06328,MS 328,Public,School,401 WEST 164TH STREET,Manhattan,NY,10032,-73.9372410000,40.8366570000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06346,COMM.HEALTH ACAD.OF THE HEIGHT,Public,School,504 WEST 158TH STREET,Manhattan,NY,10032,-73.9420970000,40.8336080000,Yes,Yes,Yes,No,No,No,No
2018-2019,06348,WASHINGTON HEIGHTS EXP.LRNG,Public,School,511 WEST 182ND STREET,Manhattan,NY,10033,-73.9308900000,40.8489730000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06349,HARBOR HEIGHTS MS,Public,School,306 FT.WASHINGTON AVENUE 4TH FLOOR,Manhattan,NY,10033,-73.9403710000,40.8454450000,No,Yes,Yes,No,No,No,No
2018-2019,06353,NEW HEIGHTS ACAD CHARTER SCHL,Charter,School,1818 AMSTERDAM AVENUE,Manhattan,NY,10033,-73.9453230000,40.8285350000,Yes,Yes,Yes,No,No,No,No
2018-2019,06366,PS 366 WASHINGTON HEIGHTS ACAD,Public,School,202 SHERMAN AVENUE,Manhattan,NY,10040,-73.9211580000,40.8654620000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06368,M368 HAMILTON HEIGHTS SCHOOL,Public,School,1750 AMSTERDAM AVENUE,Manhattan,NY,10031,-73.9469370000,40.8263260000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06373,Zeta Charter School - Inwood,Charter,School,652 West 187 Street,Manhattan,NY,10033,-73.9325370000,40.8536960000,Yes,Yes,Yes,No,No,No,No
2018-2019,06423,HS FOR EXCELLENCE & INNOVATION,Public,School,650 ACADEMY STREET,Manhattan,NY,10033,-73.9249240000,40.8660180000,No,No,Yes,No,No,No,No
2018-2019,06427,GREGORIO LUPERON PREPARATORY,Public,School,501 WEST 165TH STREET,Manhattan,NY,10032,-73.9385840000,40.8382250000,No,No,Yes,No,No,No,No
2018-2019,06436,H.S. FOR MEDIA COMMUNICATIONS,Public,School,549 AUDUBON AVENUE,Manhattan,NY,10040,-73.9269620000,40.8559180000,Yes,No,Yes,No,No,No,No
2018-2019,06446,P138M @ P 380,Public,School,508 WEST 153RD STREET,Manhattan,NY,10031,-73.9445260000,40.8304280000,Yes,No,Yes,No,Yes,No,No
2018-2019,06450,P138M @ P048M,Public,School,4360 BROADWAY,Manhattan,NY,10033,-73.9339580000,40.8534310000,Yes,No,No,No,Yes,No,No
2018-2019,06462,THE COLLEGE ACADEMY,Public,School,549 AUDUBON AVENUE,Manhattan,NY,10040,-73.9269620000,40.8559180000,Yes,No,Yes,No,No,No,No
2018-2019,06467,H.S. FOR LAW & PUBLIC SERVICE,Public,School,549 AUDUBON AVENUE,Manhattan,NY,10040,-73.9269620000,40.8559180000,Yes,No,Yes,No,Yes,No,No
2018-2019,06468,H.S. FOR HEALTH CAREERS & SCI,Public,School,549 AUDUBON AVENUE,Manhattan,NY,10040,-73.9269620000,40.8559180000,Yes,No,Yes,No,No,No,No
2018-2019,06485,P138M @ IS 90,Public,School,21 JUMEL PLACE,Manhattan,NY,10032,-73.9360780000,40.8392620000,Yes,No,Yes,No,Yes,Yes,No
2018-2019,06513,CASTLE BRIDGE ELEM SCHOOL,Public,School,560 WEST 169TH STREET,Manhattan,NY,10032,-73.9385450000,40.8412500000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06516,Y.A.B.C. @ G.WASHINGTON HS,Public,School,549 AUDUBON AVENUE,Manhattan,NY,10040,-73.9269620000,40.8559180000,No,No,Yes,No,No,No,No
2018-2019,06528,IS 528 BEA FULLER RODGERS SCH,Public,School,180 WADSWORTH AVENUE,Manhattan,NY,10033,-73.9345760000,40.8505480000,Yes,Yes,Yes,No,No,No,No
2018-2019,06558,INWOOD ACAD FOR LEADERSHIP-MS,Charter,School,108 COOPER ST,Manhattan,NY,10034,-73.9208880000,40.8688910000,Yes,No,Yes,No,No,No,No
2018-2019,06571,P2G @ YOUTH BUILD,Public,School,45 WADSWORTH AVENUE,Manhattan,NY,10033,-73.9375340000,40.8461490000,No,No,Yes,No,No,No,No
2018-2019,06577,A. PHILIP RANDOLPH CAMPUS HS,Public,School,443 WEST 135 STREET,Manhattan,NY,10031,-73.9502990000,40.8182510000,Yes,No,Yes,No,No,No,No
2018-2019,06578,THE EQUITY PROJECT CHARTER SCH,Charter,School,549 AUDUBON AVENUE TRAILER 30,Manhattan,NY,10040,-73.9269620000,40.8559180000,Yes,Yes,Yes,No,No,No,No
2018-2019,06612,HERBERT G. BIRCH ANNEX,Nonsectarian,School,554 FORT WASHINGTON AVE,Manhattan,NY,10033,-73.9371600000,40.8538870000,Yes,No,No,No,No,No,No
2018-2019,06685,INWOOD ACAD LEADERSHIP CHARTER,Charter,School,433 WEST 204TH STREET,Manhattan,NY,10040,-73.9190620000,40.8621210000,Yes,Yes,Yes,No,No,No,No
2018-2019,06687,KIPP STAR ELEMENTARY SCHOOL,Charter,School,586 WEST 177TH STREET,Manhattan,NY,10033,-73.9352440000,40.8464700000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,06701,GOOD SHEPHERD SCHOOL,Parochial,School,620 ISHAM STREET,Manhattan,NY,10034,-73.9205470000,40.8691560000,No,No,Yes,No,Yes,No,No
2018-2019,06702,ST ELIZABETH SCHOOL,Parochial,School,612 WEST 187TH STREET,Manhattan,NY,10033,-73.9314560000,40.8531590000,No,No,Yes,No,No,No,No
2018-2019,06708,ST SPYRIDON PAROCHIAL SCH,Nonsectarian,School,120 WADSWORTH AVENUE,Manhattan,NY,10033,-73.9359590000,40.8486540000,No,No,No,No,Yes,No,No
2018-2019,06710,RABBI S.R. HIRSCH YESH,Yeshiva,School,85-93 BENNETT AVENUE,Manhattan,NY,10033,-73.9352910000,40.8529350000,No,Yes,Yes,No,Yes,No,Yes
2018-2019,06716,YESHIVA UNIVERSITY HS BOYS,Yeshiva,School,2540 AMSTERDAM AVENUE,Manhattan,NY,10033,-73.9286810000,40.8513280000,Yes,No,Yes,No,No,No,No
2018-2019,06749,INCARNATION SCHOOL,Parochial,School,570 WEST 175TH STREET,Manhattan,NY,10033,-73.9359020000,40.8450530000,No,No,Yes,No,Yes,No,No
2018-2019,06750,OUR LADY OF LOURDES SCH,Parochial,School,468 WEST 143RD STREET,Manhattan,NY,10031,-73.9480520000,40.8236340000,No,No,Yes,No,Yes,No,No
2018-2019,06752,OUR LADY QUEEN OF MARTYRS SCH,Parochial,School,71 ARDEN STREET,Manhattan,NY,10040,-73.9278320000,40.8632230000,No,No,Yes,No,No,No,No
2018-2019,06759,ST ROSE OF LIMA,Parochial,School,517 WEST 164TH STREET,Manhattan,NY,10032,-73.9394550000,40.8375840000,No,No,Yes,No,Yes,No,No
2018-2019,06765,MANHATTAN CHRISTIAN ACADEMY,Christian,School,401 WEST 205 STREET,Manhattan,NY,10034,-73.9182410000,40.8625840000,No,Yes,Yes,No,Yes,No,No
2018-2019,06835,NORTHEASTERN ACADEMY,Christian,School,532 WEST 215TH STREET,Manhattan,NY,10034,-73.9174130000,40.8703850000,No,No,Yes,No,No,No,No
2018-2019,06877,COMMUNITY CITYWIDE ED COUNCIL,Public,Office,4360 BROADWAY  4TH FL  ROOM 430,Manhattan,NY,10033,-73.9339580000,40.8534310000,No,No,Yes,No,No,No,No
2018-2019,06886,P186X  @ NY PSYCH. INSTITUTE,Public,School,1051 RIVERSIDE DRIVE,Manhattan,NY,10032,-73.9441750000,40.8424020000,Yes,No,Yes,No,No,No,No
2018-2019,06888,REGION OFFICE TEN,Public,Office,4360 BROADWAY,Manhattan,NY,10033,-73.9339580000,40.8534310000,No,No,No,No,No,No,No
2018-2019,06889,ALC-LAURELL HILL,Public,School,601 WEST 183RD STREET  3RD FLOOR,Manhattan,NY,10032,-73.9329930000,40.8506570000,No,No,Yes,No,No,No,No
2018-2019,06966,DIST.OFF. LYFE PROG.CITYWIDE,Public,Office,4360 BROADWAY  ROOM 424,Manhattan,NY,10033,-73.9339580000,40.8534310000,No,No,No,No,No,No,No
2018-2019,06971,ALC-WASHINGTON HEIGHTS,Public,School,601 WEST 183RD STREET  3RD FLOOR,Manhattan,NY,10032,-73.9329930000,40.8506570000,No,No,No,No,No,No,No
2018-2019,06986,CFN # 407,Public,Office,4360 BROADWAY  4TH FLOOR,Manhattan,NY,10033,-73.9339580000,40.8534310000,No,No,No,No,No,No,No
2018-2019,06987,OFFICE OF LIBRARY SERVICES,Public,Office,4360 BROADWAY  ROOM 582,Manhattan,NY,10033,-73.9339580000,40.8534310000,No,No,No,No,No,No,No
2018-2019,06988,DIST-79 PROGRAMS,Public,Office,4360 BROADWAY  ROOM 427,Manhattan,NY,10033,-73.9339580000,40.8534310000,No,No,Yes,No,No,No,No
2018-2019,06989,LANG YOUTH MEDICAL PROG.  S,Public,Office,122 WEST 168  STREET,Manhattan,NY,10032,-73.9366020000,40.8394480000,No,No,No,No,No,No,No
2018-2019,06994,ALC-CLOISTERS,Public,School,601 WEST 183RD STREET  2ND FLOOR,Manhattan,NY,10032,-73.9329930000,40.8506570000,No,No,No,No,No,No,No
2018-2019,06999,CUNY /OAA SIELP OF NEW YORK  S,Public,Office,138TH STREET & CONVENT AVENUE,Manhattan,NY,10031,-73.9499980000,40.8200420000,No,No,No,No,No,No,No
2018-2019,07001,PS 1,Public,School,335 EAST 152ND STREET,Bronx,NY,10451,-73.9189890000,40.8188890000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07002,P469X @ P 855X,Public,School,577 EAST 139 STREET,Bronx,NY,10454,-73.9163780000,40.8073340000,Yes,No,No,No,Yes,No,No
2018-2019,07003,ACADEMIC LEADERSHIP CHARTER,Charter,School,470 Jackson Avenue,Bronx,NY,10455,-73.9097090000,40.8111370000,No,Yes,Yes,No,Yes,No,No
2018-2019,07004,P469X @ P 277,Public,School,519 ST ANN'S AVENUE,Bronx,NY,10455,-73.9139320000,40.8135970000,Yes,No,No,No,Yes,No,No
2018-2019,07006,Storefront Academy Charter Sch,Charter,School,609 Jackson Avenue,Bronx,NY,10455,-73.9085020000,40.8148550000,Yes,Yes,Yes,No,No,No,No
2018-2019,07007,South Bronx Early Academy Char,Charter,School,639 Saint Ann's Avenue,Bronx,NY,10455,-73.9118470000,40.8165500000,No,No,No,No,No,No,No
2018-2019,07008,EARLY COLLEGE @ HOSTOS CC (WS),Public,School,475 GRAND CONCOURSE,Bronx,NY,10451,-73.9278450000,40.8176340000,Yes,No,No,No,No,No,No
2018-2019,07009,P751M @ FOOD FEST,Public,School,500 EAST 132ND STREET,Bronx,NY,10454,-73.9218640000,40.8034900000,No,No,Yes,No,No,No,No
2018-2019,07011,KIPP College Prep High School,Charter,School,201 East 144th Street,Bronx,NY,10451,-73.9264510000,40.8161630000,No,No,Yes,No,No,No,No
2018-2019,07012,P2G @ BRONX YOUTH CTR,Public,School,424 EAST 147TH STREET 4TH FL,Bronx,NY,10455,-73.9177620000,40.8143440000,No,No,Yes,No,No,No,No
2018-2019,07013,South BX Community Charter HS,Charter,School,730 Concourse Village West,Bronx,NY,10451,-73.9236670000,40.8223940000,Yes,No,Yes,No,No,No,No
2018-2019,07014,P188X@Mott Haven (inclusion),Public,School,730 CONCOURSE VILLAGE WEST,Bronx,NY,10451,-73.9236670000,40.8223940000,Yes,No,No,No,No,No,No
2018-2019,07015,Legacy College Prep Charter,Charter,School,416 Willis Ave,Bronx,NY,10454,-73.9198890000,40.8130340000,Yes,Yes,Yes,No,No,No,No
2018-2019,07016,Brilla College Prep MS,Charter,School,500 Courtlandt Avenue,Bronx,NY,10451,-73.9201020000,40.8153030000,Yes,Yes,Yes,No,No,No,No
2018-2019,07017,Brilla Veritas,Charter,School,500 Courtlandt Avenue,Bronx,NY,10451,-73.9201020000,40.8153030000,Yes,Yes,Yes,No,No,No,No
2018-2019,07019,P469X@P157X,Public,School,757 Cauldwell Avenue,Bronx,NY,10459,-73.9086540000,40.8192720000,No,No,No,No,No,No,No
2018-2019,07025,PS 25,Public,School,811 EAST 149TH STREET,Bronx,NY,10455,-73.9060360000,40.8126950000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07029,PS 29,Public,School,758 COURTLAND AVENUE,Bronx,NY,10451,-73.9170660000,40.8217110000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07030,PS 30,Public,School,510 EAST 141 STREET,Bronx,NY,10454,-73.9176370000,40.8093050000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07031,PS 31 AT IS 151,Public,School,250 EAST 156 STREET,Bronx,NY,10455,-73.9216880000,40.8230940000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07043,PS 43,Public,School,165 BROWN PLACE,Bronx,NY,10454,-73.9212880000,40.8063840000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07049,PS 49,Public,School,383 EAST 139TH STREET,Bronx,NY,10454,-73.9230660000,40.8101580000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07065,PS 65,Public,School,677 EAST 141 STREET,Bronx,NY,10454,-73.9126840000,40.8074020000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07151,IS 151,Public,School,250 EAST 156TH STREET,Bronx,NY,10451,-73.9216880000,40.8230940000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07154,PS 154,Public,School,333 EAST 135TH STREET,Bronx,NY,10454,-73.9260640000,40.8080580000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07155,P754X @ BX SCH FOR CAREER DEV,Public,School,470 JACKSON AVENUE,Bronx,NY,10455,-73.9097090000,40.8111370000,Yes,No,Yes,No,Yes,Yes,No
2018-2019,07157,PS 157,Public,School,757 CAULDWELL AVENUE,Bronx,NY,10456,-73.9086540000,40.8192720000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07161,PS 161,Public,School,628 TINTON AVENUE,Bronx,NY,10455,-73.9054240000,40.8148890000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07179,PS 179 SCH. OF INTER.CULTURES,Public,School,468 EAST 140TH STREET,Bronx,NY,10454,-73.9199640000,40.8094720000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07221,South Bronx Preparatory 221,Public,School,360 EAST 145 STREET,Bronx,NY,10454,-73.9208390000,40.8139210000,Yes,Yes,Yes,No,No,No,No
2018-2019,07223,MS 223 LAB SCH OF FIN. & TECH,Public,School,360 EAST 145TH STREET,Bronx,NY,10454,-73.9208390000,40.8139210000,Yes,Yes,Yes,No,No,No,No
2018-2019,07224,MS 224 SCI SCH EXPL & DISCOVER,Public,School,345 BROOK AVENUE,Bronx,NY,10454,-73.9178860000,40.8100670000,Yes,Yes,Yes,No,No,No,No
2018-2019,07233,FAMILY LIFE ACADEMY CHARTER 1,Charter,School,296 EAST 140TH STREET,Bronx,NY,10454,-73.9251310000,40.8116610000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07234,FAMILY LIFE ACADEMY CHARTER 3,Charter,School,370 Gerard Avenue,Bronx,NY,10451,-73.9302810000,40.8162180000,No,Yes,Yes,No,No,No,No
2018-2019,07256,HEKETI COMM CHARTER SCHOOL,Charter,School,403 CONCORD AVENUE,Bronx,NY,10454,-73.9097290000,40.8090100000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07259,HEALTH ED.RES. OCCUPATIONS HS,Public,School,455 SOUTHERN BLVD,Bronx,NY,10455,-73.9071950000,40.8106010000,Yes,No,Yes,No,Yes,No,No
2018-2019,07277,P.S.277,Public,School,519 ST.ANN'S AVENUE,Bronx,NY,10455,-73.9133820000,40.8137430000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07296,SOUTH BX ACAD APPLIED MEDIA,Public,School,778 FOREST AVENUE,Bronx,NY,10456,-73.9058300000,40.8188470000,Yes,Yes,Yes,No,No,No,No
2018-2019,07298,ACADEMY OF PUBLIC RELATIONS,Public,School,778 FOREST AVENUE,Bronx,NY,10459,-73.9058300000,40.8188470000,Yes,Yes,Yes,No,No,No,No
2018-2019,07327,M.S.327 (DIST. 9  H.O.),Public,Office,350 GERARD AVENUE,Bronx,NY,10451,-73.9302780000,40.8159440000,No,No,No,No,No,No,No
2018-2019,07339,KIPP NYC COLLEGE PREP-INFINITY,Charter,School,201 EAST 144TH STREET,Bronx,NY,10451,-73.9264510000,40.8161630000,No,No,Yes,No,No,No,No
2018-2019,07343,ACAD OF APPLIED MATH & TECH,Public,School,345 BROOK AVENUE,Bronx,NY,10454,-73.9178860000,40.8100670000,Yes,Yes,Yes,No,No,No,No
2018-2019,07357,KIPP NYC COLLEGE PREP-AMP,Charter,School,201 EAST 144TH STREET,Bronx,NY,10451,-73.9264510000,40.8161630000,No,No,Yes,No,No,No,No
2018-2019,08007,P010X@P333,Public,School,888 REVEREND J.POLITE AVENUE,Bronx,NY,10459,-73.8988080000,40.8202070000,Yes,No,No,No,No,No,No
2018-2019,07359,CONCOURSE VILLAGE ELEM SCHOOL,Public,School,750 CONCOURSE VILLAGE WEST,Bronx,NY,10451,-73.9232250000,40.8231450000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07364,SOUTH BRONX CLASSICAL II,Charter,School,333 EAST 135TH STREET,Bronx,NY,10454,-73.9260640000,40.8080580000,Yes,Yes,Yes,No,No,No,No
2018-2019,07365,SOUTH BRONX CLASSICAL II MS,Charter,School,192 East 151 Street,Bronx,NY,10451,-73.9270320000,40.8204840000,No,No,Yes,No,No,No,No
2018-2019,07369,YOUNG LEADERS ELEM SCHOOL,Public,School,468 EAST 140TH STREET,Bronx,NY,10454,-73.9199640000,40.8094720000,Yes,Yes,Yes,No,No,No,No
2018-2019,07379,JILL CHAIFETZ TRANSFER SCHOOL,Public,School,778 FOREST AVENUE,Bronx,NY,10456,-73.9058300000,40.8188470000,Yes,No,Yes,No,No,No,No
2018-2019,07381,BRONX HAVEN HS,Public,School,333 EAST 151ST STREET,Bronx,NY,10451,-73.9199590000,40.8183300000,No,No,Yes,No,No,No,No
2018-2019,07388,BRILLA COLLEGE PREP CHARTER,Charter,School,413 EAST 144TH STREET,Bronx,NY,10454,-73.9195200000,40.8127400000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07401,HOSTOS-LINCOLN ACAD HS/IS,Public,School,600 ST ANN'S AVENUE,Bronx,NY,10455,-73.9124980000,40.8148530000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07412,UNIVERSITY HEIGHTS HS,Public,School,701 ST. ANN'S AVENUE,Bronx,NY,10455,-73.9110810000,40.8183790000,Yes,No,Yes,No,Yes,No,No
2018-2019,07434,P168X @ I203X,Public,School,339 MORRIS AVENUE,Bronx,NY,10451,-73.9255370000,40.8134890000,Yes,Yes,Yes,No,Yes,Yes,No
2018-2019,07444,"P754X @ BX,LAW GOV. & JUSTI",Public,School,244 EAST 163 STREET,Bronx,NY,10451,-73.9187280000,40.8275380000,No,No,No,No,No,No,No
2018-2019,07449,P017X @ 07298,Public,School,778 FOREST AVENUE,Bronx,NY,10456,-73.9058300000,40.8188470000,Yes,No,Yes,No,Yes,Yes,No
2018-2019,07454,P723X @ BX CHILD PSYCH & COMMM,Public,School,595 GERARD AVENUE,Bronx,NY,10452,-73.9287830000,40.8204650000,Yes,No,No,No,Yes,No,No
2018-2019,07456,Y.A.B.C. @ ALFRED E. SMITH HS,Public,School,333 EAST 151ST STREET,Bronx,NY,10451,-73.9199590000,40.8183300000,No,No,Yes,No,No,No,No
2018-2019,07458,BX CHARTER SCH.FOR CHILDREN,Charter,School,388 WILLIS AVENUE,Bronx,NY,10454,-73.9203080000,40.8124670000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07465,Boys Prep Charter School of NY,Charter,School,192 east 151 Street,Bronx,NY,10451,-73.9270320000,40.8204840000,Yes,Yes,Yes,No,No,No,No
2018-2019,07469,P176X @ BRONX YMCA,Public,School,468 EAST 140TH STREET,Bronx,NY,10454,-73.9199640000,40.8094720000,No,No,No,No,No,No,No
2018-2019,07471,AMERICAN DREAM CHARTER SCHOOL,Charter,School,510 EAST 141 STREET,Bronx,NY,10454,-73.9176370000,40.8093050000,Yes,No,Yes,No,No,No,No
2018-2019,07475,P017X @ P043X,Public,School,165 BROWN PLACE,Bronx,NY,10454,-73.9212880000,40.8063840000,Yes,Yes,No,No,Yes,Yes,No
2018-2019,07480,P017X @ P161X,Public,School,628 TINTON AVE,Bronx,NY,10455,-73.9054240000,40.8148890000,Yes,No,No,No,Yes,No,No
2018-2019,07488,POWERS STH PROG.-C/O PS 30,Public,Office,510 EAST 141 STREET,Bronx,NY,10454,-73.9176370000,40.8093050000,No,No,No,No,No,No,No
2018-2019,07492,P723X @ PS 49X,Public,School,383 EAST 139 ST,Bronx,NY,10454,-73.9230660000,40.8101580000,Yes,No,No,No,Yes,No,No
2018-2019,07494,P352X @ P179X,Public,School,468 EAST 140 ST,Bronx,NY,10454,-73.9199640000,40.8094720000,Yes,No,No,No,No,No,No
2018-2019,07497,P010X  @ I162X,Public,School,600 ST ANN'S AVE,Bronx,NY,10455,-73.9124980000,40.8148530000,Yes,No,No,No,Yes,Yes,No
2018-2019,08346,HYDE LEADERSHIP CHARTER SCH HS,Charter,School,830 Hunts Point Avenue,Bronx,NY,10474,-73.8883610000,40.8172910000,No,No,No,No,No,No,No
2018-2019,07498,HEALTH OPPORTUNITIES HS,Public,School,350 GERARD AVE,Bronx,NY,10451,-73.9302780000,40.8159440000,Yes,No,Yes,No,No,No,No
2018-2019,07499,COMM.SCH FOR SOCIAL JUSTICE,Public,School,350 GERARD AVENUE,Bronx,NY,10451,-73.9302780000,40.8159440000,Yes,No,Yes,No,Yes,No,No
2018-2019,07519,ALFRED E. SMITH HS,Public,School,333 EAST 151ST STREET,Bronx,NY,10451,-73.9199590000,40.8183300000,Yes,No,Yes,No,No,No,No
2018-2019,07520,MOTT HAVEN VILLAGE PREP SCHOOL,Public,School,701 ST ANN'S AVENUE,Bronx,NY,10455,-73.9110810000,40.8183790000,Yes,No,Yes,No,No,No,No
2018-2019,07522,BX DESIGN AND CONST.ACADEMY,Public,School,333 EAST 151ST STREET,Bronx,NY,10451,-73.9199590000,40.8183300000,Yes,No,Yes,No,No,No,No
2018-2019,07527,BRONX LEADERSHIP ACAD.II H.S.,Public,School,730 CONCOURSE VILLAGE WEST,Bronx,NY,10451,-73.9236670000,40.8223940000,Yes,No,Yes,No,No,No,No
2018-2019,07534,UNIVERSITY PREP CHARTER HS,Charter,School,600 ST. ANN'S AVENUE,Bronx,NY,10455,-73.9124980000,40.8148530000,Yes,No,Yes,No,No,No,No
2018-2019,07548,ACADEMY FOR CAREER IN SPORTS,Public,School,730 CONCOURSE VILLAGE WEST,Bronx,NY,10451,-73.9236670000,40.8223940000,Yes,No,Yes,No,No,No,No
2018-2019,07551,THE BRONX ACADEMY OF LETTERS,Public,School,339 MORRIS AVENUE,Bronx,NY,10451,-73.9255370000,40.8134890000,Yes,Yes,Yes,No,No,No,No
2018-2019,07554,NYC MONTESSORI CHARTER SCHOOL,Charter,School,423 EAST 138TH STREET,Bronx,NY,10454,-73.9218950000,40.8087850000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07557,MOTT HAVEN COMM H.S.,Public,School,455 SOUTHERN BLVD,Bronx,NY,10455,-73.9071950000,40.8106010000,No,No,Yes,No,Yes,No,No
2018-2019,07560,KIPP CHARTER ACADEMY,Charter,School,250 EAST 156 STREET  ROOM 418,Bronx,NY,10451,-73.9216880000,40.8230940000,Yes,Yes,Yes,No,No,No,No
2018-2019,07571,P2G @ BRONX NEON,Public,School,198 EAST 161TH STREET,Bronx,NY,10451,-73.9214750000,40.8264030000,No,No,Yes,No,No,No,No
2018-2019,07573,RESTART @ MOTT HAVEN HS,Public,School,455 SOUTHERN BLVD,Bronx,NY,10455,-73.9071950000,40.8106010000,No,No,Yes,No,No,No,No
2018-2019,07584,MS 584,Public,School,600 St. Ann's Avenue,Bronx,NY,10455,-73.9124980000,40.8148530000,Yes,Yes,Yes,No,No,No,No
2018-2019,07587,"NYC CHARTER HS AGR,ENG & CONST",Charter,School,838 BROOK AVENUE,Bronx,NY,10451,-73.9107850000,40.8219820000,Yes,No,Yes,No,No,No,No
2018-2019,07591,KIPP NYC COLL PREP-KIPP ACAD,Charter,School,201 EAST 144TH STREET,Bronx,NY,10451,-73.9264510000,40.8161630000,No,No,Yes,No,No,No,No
2018-2019,07597,MOTT HAVEN CHARTER SCHOOL,Charter,School,170 BROWN PLACE,Bronx,NY,10454,-73.9210610000,40.8063450000,Yes,Yes,Yes,No,Yes,No,No
2018-2019,07609,Zeta Charter School - Bronx,Charter,School,222 Alexander Avenue,Bronx,NY,10454,-73.9255160000,40.8095260000,Yes,Yes,Yes,No,No,No,No
