School Code,Borough Name,DOB#,Inspection Category,Inspection Date,Date Requested,Request Status Description
PS024X,BRONX,201200191,BOILER,04/01/2020 10:00:00 AM,03/31/2020 01:08:39 PM,CANCELLED
PS024X,BRONX,201200191,BOILER,04/01/2020 01:00:00 PM,03/31/2020 05:10:22 PM,COMPLETED
PS024X,BRONX,201200191,HVAC,04/06/2020 01:00:00 PM,04/01/2020 03:32:53 PM,COMPLETED
PS024X,BRONX,201200191,HVAC,04/15/2020 01:30:00 PM,04/13/2020 09:41:32 AM,COMPLETED
PS024X,BRONX,201200191,HVAC,04/22/2020 09:00:00 AM,04/20/2020 08:48:39 AM,COMPLETED
PS024X,BRONX,201200191,HVAC,04/30/2020 09:00:00 AM,04/28/2020 11:26:08 AM,COMPLETED
PS024X,BRONX,,LOWVOLTAGE,04/16/2020 09:00:00 AM,03/26/2020 10:58:02 AM,CANCELLED
PS024X,BRONX,,POWERANDLIGHTING,04/16/2020 09:00:00 AM,03/26/2020 11:01:27 AM,CANCELLED
PS025X,BRONX,201195642,PLUMBING,04/22/2020 02:00:00 PM,04/22/2020 09:04:52 AM,COMPLETED
PS026Q,QUEENS,421099527,PLUMBING,04/13/2020 12:45:00 PM,04/13/2020 11:49:49 AM,COMPLETED
PS029Q,QUEENS,402881770,PLUMBING,04/09/2020 10:30:00 AM,04/09/2020 10:16:21 AM,CANCELLED
PS029Q,QUEENS,402881770,SPRINKLERSTANDPIPE,04/08/2020 07:00:00 AM,04/07/2020 08:00:50 PM,CANCELLED
PS029X,BRONX,201201494,PLUMBING,04/02/2020 04:00:00 PM,03/19/2020 01:58:43 PM,CANCELLED
PS029X,BRONX,201201494,PLUMBING,04/08/2020 11:00:00 AM,04/07/2020 04:10:03 PM,COMPLETED
PS030R,STATEN ISLAND,500871096,MASONRY,04/01/2020 10:00:00 AM,03/31/2020 11:51:17 AM,COMPLETED
PS030R,STATEN ISLAND,500871096,MASONRY,04/07/2020 02:30:00 PM,02/13/2020 02:11:40 PM,CANCELLED
PS030R,STATEN ISLAND,500871096,MASONRY,04/07/2020 02:30:00 PM,03/24/2020 11:08:54 AM,CANCELLED
PS030R,STATEN ISLAND,500871096,MASONRY,04/14/2020 02:30:00 PM,02/13/2020 02:12:39 PM,CANCELLED
PS030R,STATEN ISLAND,500871096,MASONRY,04/21/2020 02:30:00 PM,02/13/2020 02:13:32 PM,CANCELLED
PS030R,STATEN ISLAND,500871096,MASONRY,04/28/2020 02:30:00 PM,02/13/2020 02:14:54 PM,CANCELLED
PS030R,STATEN ISLAND,500871096,PLUMBING,04/07/2020 09:00:00 AM,04/06/2020 09:26:29 AM,COMPLETED
PS030R,STATEN ISLAND,500871096,PLUMBING,04/15/2020 12:15:00 PM,04/14/2020 12:13:25 PM,COMPLETED
PS030R,STATEN ISLAND,500871096,PLUMBING,04/21/2020 11:05:00 AM,04/21/2020 11:01:40 AM,COMPLETED
PS030R,STATEN ISLAND,500871096,PLUMBING,04/28/2020 10:30:00 AM,04/28/2020 07:25:05 AM,COMPLETED
PS030R,STATEN ISLAND,500871096,ROOFING,04/07/2020 02:30:00 PM,03/24/2020 10:59:32 AM,CANCELLED
PS030R,STATEN ISLAND,500871096,ROOFING,04/14/2020 02:30:00 PM,03/24/2020 11:01:51 AM,CANCELLED
PS030R,STATEN ISLAND,500871096,ROOFING,04/21/2020 02:30:00 PM,03/24/2020 10:57:41 AM,CANCELLED
PS031K,BROOKLYN,301449494,PAASSEMBLY,04/14/2020 09:00:00 AM,04/07/2020 12:28:20 PM,COMPLETED
PS031K,BROOKLYN,301449528,PAASSEMBLY,04/14/2020 10:00:00 AM,04/07/2020 12:29:43 PM,COMPLETED
PS031Q,QUEENS,421103175,BOILER,04/09/2020 07:00:00 AM,03/18/2020 05:35:13 PM,CANCELLED
PS031Q,QUEENS,421103175,BOILER,04/17/2020 07:00:00 AM,03/18/2020 05:35:45 PM,CANCELLED
PS031Q,QUEENS,421103175,BOILER,04/24/2020 07:00:00 AM,03/18/2020 05:36:17 PM,CANCELLED
PS031Q,QUEENS,421103175,MASONRY,04/03/2020 03:00:00 PM,03/18/2020 05:08:49 PM,CANCELLED
PS031Q,QUEENS,421103175,MASONRY,04/07/2020 03:00:00 PM,02/19/2020 10:44:16 PM,CANCELLED
PS031Q,QUEENS,421103175,MASONRY,04/10/2020 08:30:00 PM,03/18/2020 05:09:53 PM,CANCELLED
PS031Q,QUEENS,421103175,MASONRY,04/17/2020 03:00:00 PM,03/18/2020 05:11:20 PM,CANCELLED
PS031Q,QUEENS,421103175,MASONRY,04/23/2020 05:30:00 PM,03/18/2020 05:12:16 PM,CANCELLED
PS031Q,QUEENS,421103175,MASONRY,04/30/2020 05:30:00 PM,03/18/2020 05:13:23 PM,CANCELLED
PS031Q,QUEENS,421103175,ROOFING,04/03/2020 08:30:00 PM,03/18/2020 05:09:17 PM,CANCELLED
PS031Q,QUEENS,421103175,ROOFING,04/07/2020 03:00:00 PM,02/19/2020 10:44:52 PM,CANCELLED
PS031Q,QUEENS,421103175,ROOFING,04/10/2020 08:30:00 PM,03/18/2020 05:10:52 PM,CANCELLED
PS031Q,QUEENS,421103175,ROOFING,04/14/2020 03:00:00 PM,02/19/2020 10:45:29 PM,CANCELLED
PS031Q,QUEENS,421103175,ROOFING,04/17/2020 03:00:00 PM,03/18/2020 05:11:49 PM,CANCELLED
PS031Q,QUEENS,421103175,ROOFING,04/21/2020 03:00:00 PM,02/19/2020 10:46:04 PM,CANCELLED
PS031Q,QUEENS,421103175,ROOFING,04/23/2020 05:30:00 PM,03/18/2020 05:12:43 PM,CANCELLED
PS031Q,QUEENS,421103175,ROOFING,04/28/2020 03:00:00 PM,03/18/2020 05:44:18 PM,CANCELLED
PS031Q,QUEENS,421103175,ROOFING,04/30/2020 05:30:00 PM,03/18/2020 05:13:52 PM,CANCELLED
PS031Q,QUEENS,421103175,WINDOW,04/07/2020 07:00:00 AM,03/19/2020 11:59:40 AM,CANCELLED
PS031Q,QUEENS,421103175,WINDOW,04/14/2020 07:00:00 AM,03/19/2020 12:00:08 PM,CANCELLED
PS031Q,QUEENS,421103175,WINDOW,04/15/2020 07:00:00 AM,03/19/2020 12:05:22 PM,CANCELLED
PS031Q,QUEENS,421103175,WINDOW,04/21/2020 07:00:00 AM,03/19/2020 12:04:30 PM,CANCELLED
PS031Q,QUEENS,421103175,WINDOW,04/28/2020 07:00:00 AM,03/19/2020 12:04:55 PM,CANCELLED
PS031R,STATEN ISLAND,,ARCHITECTURAL,04/06/2020 07:00:00 AM,03/11/2020 03:10:17 PM,CANCELLED
PS031R,STATEN ISLAND,,ARCHITECTURAL,04/17/2020 11:00:00 AM,04/13/2020 12:47:54 PM,CANCELLED
PS031R,STATEN ISLAND,,ARCHITECTURAL,04/17/2020 11:00:00 AM,04/15/2020 11:10:18 AM,CANCELLED
PS032K,BROOKLYN,301614171,FINALCONSTRUCTION,04/21/2020 03:00:00 PM,04/20/2020 04:39:57 PM,CANCELLED
PS032K,BROOKLYN,301614171,FINALCONSTRUCTION,04/21/2020 05:00:00 PM,04/21/2020 03:01:32 PM,COMPLETED
PS032K,BROOKLYN,302572632,BOILER,04/06/2020 10:00:00 AM,04/03/2020 12:11:56 PM,COMPLETED
PS032R,STATEN ISLAND,,LOWVOLTAGE,04/02/2020 10:00:00 AM,02/25/2020 01:07:06 PM,CANCELLED
PS032R,STATEN ISLAND,,POWERANDLIGHTING,04/02/2020 09:00:00 AM,02/25/2020 01:02:35 PM,CANCELLED
PS033X,BRONX,201191192,BOILER,04/17/2020 11:00:00 AM,04/17/2020 10:35:29 AM,COMPLETED
PS033X,BRONX,201191192,LOWVOLTAGE,04/20/2020 09:00:00 AM,03/26/2020 07:52:46 PM,CANCELLED
PS035K,BROOKLYN,302573196,LOWVOLTAGE,04/02/2020 07:00:00 PM,03/23/2020 03:06:02 PM,CANCELLED
PS035Q,QUEENS,402889718,FINALCONSTRUCTION,04/17/2020 09:00:00 AM,04/14/2020 09:16:16 AM,COMPLETED
PS035Q,QUEENS,402891475,POWERANDLIGHTING,04/09/2020 09:00:00 AM,04/08/2020 04:29:07 PM,COMPLETED
PS035Q,QUEENS,402891475,POWERANDLIGHTING,04/15/2020 09:00:00 AM,04/14/2020 08:19:43 AM,COMPLETED
PS035Q,QUEENS,402891484,LOWVOLTAGE,04/13/2020 09:00:00 AM,04/13/2020 06:16:14 AM,COMPLETED
PS035Q,QUEENS,402891484,LOWVOLTAGE,04/23/2020 09:00:00 AM,04/23/2020 07:51:02 AM,COMPLETED
PS035Q,QUEENS,421102167,PLUMBING,04/01/2020 08:00:00 AM,03/30/2020 04:00:10 PM,CANCELLED
PS035Q,QUEENS,421102167,PLUMBING,04/10/2020 11:30:00 AM,04/09/2020 08:45:17 AM,COMPLETED
PS036M,MANHATTAN,103651488,MASONRY,04/03/2020 12:00:00 PM,03/27/2020 04:05:04 PM,CANCELLED
PS036Q,QUEENS,421107554,FINALCONSTRUCTION,04/14/2020 10:00:00 AM,01/13/2020 12:37:00 PM,SCHEDULED
PS037Q,QUEENS,402897745,ROOFING,04/08/2020 03:00:00 PM,03/02/2020 01:20:40 PM,CANCELLED
PS037Q,QUEENS,421105486,ARCHITECTURAL,04/08/2020 03:00:00 PM,03/11/2020 12:00:57 PM,CANCELLED
PS037Q,QUEENS,421105486,MASONRY,04/01/2020 05:30:00 PM,03/11/2020 12:16:27 PM,CANCELLED
PS037Q,QUEENS,421105486,PLUMBING,04/01/2020 10:00:00 AM,03/27/2020 08:55:52 AM,CANCELLED
PS037Q,QUEENS,421105486,POWERANDLIGHTING,04/06/2020 03:30:00 PM,03/11/2020 12:13:24 PM,CANCELLED
PS037X,BRONX,201202466,HVAC,04/07/2020 01:00:00 PM,04/06/2020 09:23:42 AM,COMPLETED
PS037X,BRONX,201202466,WINDOW,04/13/2020 11:00:00 AM,04/10/2020 12:02:44 PM,COMPLETED
PS038K,BROOKLYN,321068214,MASONRY,04/07/2020 07:00:00 AM,04/06/2020 09:42:28 AM,COMPLETED
PS038K,BROOKLYN,321068214,MASONRY,04/14/2020 07:00:00 AM,04/09/2020 11:23:03 AM,COMPLETED
PS038K,BROOKLYN,321068214,MASONRY,04/21/2020 07:00:00 AM,04/15/2020 01:18:41 PM,COMPLETED
PS038K,BROOKLYN,321068214,MASONRY,04/28/2020 07:00:00 AM,04/21/2020 12:57:19 PM,COMPLETED
PS039X,BRONX,200963047,FINALCONSTRUCTION,04/30/2020 01:30:00 PM,04/30/2020 01:04:28 PM,COMPLETED
PS040K,BROOKLYN,302582293,MASONRY,04/07/2020 01:00:00 PM,04/06/2020 12:51:12 PM,COMPLETED
PS040K,BROOKLYN,302582293,MASONRY,04/14/2020 01:00:00 PM,04/09/2020 03:12:42 PM,COMPLETED
PS040K,BROOKLYN,302582293,MASONRY,04/23/2020 01:00:00 PM,04/17/2020 03:51:15 PM,COMPLETED
PS040K,BROOKLYN,302582293,MASONRY,04/30/2020 10:00:00 AM,04/22/2020 11:29:10 AM,COMPLETED
PS040K,BROOKLYN,302582293,ROOFING,04/02/2020 03:00:00 PM,02/26/2020 01:33:59 PM,CANCELLED
PS040K,BROOKLYN,302582293,ROOFING,04/09/2020 03:00:00 PM,02/26/2020 01:36:20 PM,CANCELLED
PS040K,BROOKLYN,302582293,ROOFING,04/16/2020 03:00:00 PM,02/26/2020 02:02:09 PM,CANCELLED
PS040K,BROOKLYN,302582293,ROOFING,04/23/2020 03:00:00 PM,02/26/2020 02:04:59 PM,CANCELLED
PS040K,BROOKLYN,302582293,ROOFING,04/30/2020 03:00:00 PM,02/26/2020 02:09:28 PM,CANCELLED
PS040Q,QUEENS,402897594,PLUMBING,04/07/2020 02:30:00 PM,04/06/2020 11:37:17 AM,COMPLETED
PS040Q,QUEENS,402897594,PLUMBING,04/16/2020 07:00:00 AM,04/13/2020 01:46:47 PM,COMPLETED
PS040Q,QUEENS,402897594,PLUMBING,04/23/2020 07:00:00 AM,04/17/2020 03:49:18 PM,SCHEDULED
PS040Q,QUEENS,402897594,PLUMBING,04/30/2020 07:00:00 AM,04/23/2020 09:09:05 AM,COMPLETED
PS040Q,QUEENS,421103889,MASONRY,04/01/2020 07:00:00 AM,03/31/2020 01:32:40 PM,COMPLETED
PS040Q,QUEENS,421103889,MASONRY,04/02/2020 10:00:00 AM,03/13/2020 05:55:54 PM,CANCELLED
PS040Q,QUEENS,421103889,MASONRY,04/07/2020 10:00:00 AM,03/13/2020 05:56:48 PM,CANCELLED
PS040Q,QUEENS,421103889,MASONRY,04/09/2020 10:00:00 AM,03/13/2020 05:57:43 PM,CANCELLED
PS040Q,QUEENS,421103889,MASONRY,04/14/2020 10:00:00 AM,03/13/2020 05:58:39 PM,CANCELLED
PS040Q,QUEENS,421103889,MASONRY,04/17/2020 10:00:00 AM,03/13/2020 05:59:29 PM,CANCELLED
PS040Q,QUEENS,421103889,MASONRY,04/21/2020 10:00:00 AM,03/13/2020 06:00:13 PM,CANCELLED
PS040Q,QUEENS,421103889,MASONRY,04/23/2020 10:00:00 AM,03/13/2020 06:01:02 PM,CANCELLED
PS040Q,QUEENS,421103889,MASONRY,04/27/2020 10:00:00 AM,03/13/2020 06:01:46 PM,CANCELLED
PS040Q,QUEENS,421103889,MASONRY,04/30/2020 10:00:00 AM,03/13/2020 06:02:25 PM,CANCELLED
PS041K,BROOKLYN,321068893,BOILER,04/01/2020 11:00:00 AM,03/31/2020 10:02:56 AM,COMPLETED
PS041K,BROOKLYN,321068893,FUELSTORAGEBURNER,04/03/2020 09:00:00 AM,04/03/2020 08:13:13 AM,COMPLETED
PS041K,BROOKLYN,321068893,HVAC,04/09/2020 09:00:00 AM,04/01/2020 11:47:15 AM,COMPLETED
PS042Q,QUEENS,,POWERANDLIGHTING,04/01/2020 12:00:00 PM,03/18/2020 04:32:15 PM,CANCELLED
PS042R,STATEN ISLAND,500875715,MASONRY,04/02/2020 07:00:00 AM,03/31/2020 12:09:23 PM,COMPLETED
PS042R,STATEN ISLAND,500875715,MASONRY,04/03/2020 02:00:00 PM,03/04/2020 04:47:33 PM,CANCELLED
PS042R,STATEN ISLAND,500875715,MASONRY,04/10/2020 02:00:00 PM,03/04/2020 04:49:07 PM,CANCELLED
PS042R,STATEN ISLAND,500875715,MASONRY,04/17/2020 02:00:00 PM,03/04/2020 04:50:04 PM,CANCELLED
PS042R,STATEN ISLAND,500875715,MASONRY,04/24/2020 02:00:00 PM,03/04/2020 04:51:22 PM,CANCELLED
PS042R,STATEN ISLAND,500875715,PLUMBING,04/07/2020 09:00:00 AM,04/06/2020 10:10:39 AM,COMPLETED
PS042R,STATEN ISLAND,500875715,PLUMBING,04/30/2020 09:30:00 AM,04/30/2020 09:09:38 AM,COMPLETED
PS042R,STATEN ISLAND,500875715,PLUMBING,04/30/2020 02:00:00 PM,04/30/2020 10:45:57 AM,SCHEDULED
PS042R,STATEN ISLAND,,POWERANDLIGHTING,04/06/2020 01:00:00 PM,03/24/2020 02:04:34 PM,CANCELLED
PS042R,STATEN ISLAND,,POWERANDLIGHTING,04/06/2020 02:00:00 PM,03/24/2020 01:59:26 PM,CANCELLED
PS042R,STATEN ISLAND,,POWERANDLIGHTING,04/06/2020 03:00:00 PM,03/24/2020 02:01:01 PM,CANCELLED
PS042R,STATEN ISLAND,,POWERANDLIGHTING,04/06/2020 04:00:00 PM,03/24/2020 02:02:53 PM,CANCELLED
PS042X,BRONX,201197613,PLUMBING,04/28/2020 01:00:00 PM,04/28/2020 12:38:30 PM,COMPLETED
PS042X,BRONX,201197613,ROOFING,04/02/2020 10:00:00 AM,04/01/2020 01:10:28 PM,COMPLETED
PS042X,BRONX,201197613,ROOFING,04/06/2020 11:00:00 AM,04/06/2020 10:01:29 AM,COMPLETED
PS043X,BRONX,201202019,PLUMBING,04/01/2020 11:00:00 AM,03/31/2020 08:03:40 PM,COMPLETED
PS043X,BRONX,201202082,PLUMBING,04/13/2020 09:30:00 AM,04/13/2020 08:27:36 AM,COMPLETED
PS043X,BRONX,201202082,PLUMBING,04/14/2020 10:55:00 AM,04/14/2020 08:23:56 AM,COMPLETED
PS044X,BRONX,201196106,PLUMBING,04/09/2020 01:30:00 PM,04/09/2020 11:43:04 AM,COMPLETED
PS045Q,QUEENS,421101355,MASONRY,04/01/2020 07:00:00 AM,03/31/2020 12:29:08 PM,COMPLETED
PS045Q,QUEENS,421101355,MASONRY,04/07/2020 10:00:00 AM,04/06/2020 11:47:11 AM,COMPLETED
PS045Q,QUEENS,421101355,MASONRY,04/14/2020 10:00:00 AM,04/10/2020 08:47:23 AM,COMPLETED
PS045Q,QUEENS,421101355,MASONRY,04/21/2020 10:00:00 AM,04/17/2020 03:33:18 PM,COMPLETED
PS045Q,QUEENS,421101355,MASONRY,04/28/2020 10:00:00 AM,04/22/2020 11:06:38 AM,COMPLETED
PS046X,BRONX,201195697,LOWVOLTAGE,04/23/2020 09:00:00 AM,04/22/2020 09:17:32 AM,COMPLETED
PS046X,BRONX,201195697,MASONRY,04/08/2020 07:00:00 AM,04/07/2020 02:57:54 PM,COMPLETED
PS046X,BRONX,201195697,PLUMBING,04/02/2020 06:00:00 PM,04/02/2020 11:26:16 AM,COMPLETED
PS046X,BRONX,201195697,PLUMBING,04/15/2020 07:00:00 AM,04/14/2020 03:15:26 PM,COMPLETED
PS046X,BRONX,201195697,PLUMBING,04/21/2020 07:00:00 AM,04/20/2020 03:49:30 PM,COMPLETED
PS046X,BRONX,201195697,PLUMBING,04/28/2020 11:00:00 AM,04/28/2020 07:35:41 AM,COMPLETED
PS046X,BRONX,201195697,ROOFING,04/13/2020 07:00:00 AM,04/10/2020 10:41:07 AM,CANCELLED
PS046X,BRONX,201195704,ARCHITECTURAL,04/07/2020 11:00:00 AM,04/06/2020 10:02:55 AM,COMPLETED
PS046X,BRONX,201195704,LOWVOLTAGE,04/14/2020 11:00:00 AM,03/12/2020 08:59:22 AM,CANCELLED
PS046X,BRONX,201195704,LOWVOLTAGE,04/15/2020 07:00:00 AM,03/12/2020 09:02:59 AM,SCHEDULED
PS046X,BRONX,201195704,LOWVOLTAGE,04/22/2020 09:00:00 AM,04/21/2020 09:41:26 AM,COMPLETED
PS046X,BRONX,201195704,PLUMBING,04/06/2020 10:00:00 AM,04/06/2020 09:45:09 AM,CANCELLED
PS046X,BRONX,201195704,PLUMBING,04/07/2020 07:00:00 AM,04/06/2020 10:06:48 AM,COMPLETED
PS046X,BRONX,201195704,POWERANDLIGHTING,04/09/2020 01:00:00 PM,03/12/2020 08:36:47 AM,CANCELLED
PS046X,BRONX,201196035,LOWVOLTAGE,04/14/2020 07:00:00 AM,03/12/2020 08:56:33 AM,SCHEDULED
PS046X,BRONX,201200155,FUELSTORAGEBURNER,04/29/2020 09:00:00 AM,04/28/2020 01:53:02 PM,CANCELLED
PS046X,BRONX,201200155,FUELSTORAGEBURNER,04/29/2020 01:00:00 PM,04/29/2020 07:50:38 AM,COMPLETED
PS047Q,QUEENS,421104726,MASONRY,04/09/2020 07:00:00 AM,04/07/2020 01:21:22 PM,COMPLETED
PS047Q,QUEENS,421104726,MASONRY,04/16/2020 07:00:00 AM,04/10/2020 10:21:52 AM,COMPLETED
PS047Q,QUEENS,421104726,MASONRY,04/23/2020 10:00:00 AM,04/17/2020 03:38:03 PM,COMPLETED
PS047Q,QUEENS,421104726,MASONRY,04/30/2020 10:00:00 AM,04/22/2020 11:16:39 AM,SCHEDULED
PS048K,BROOKLYN,302578084,FINALCONSTRUCTION,04/14/2020 10:00:00 AM,04/13/2020 01:56:14 PM,COMPLETED
PS048K,BROOKLYN,302578084,FINALCONSTRUCTION,04/15/2020 10:00:00 AM,04/14/2020 12:52:30 PM,CANCELLED
PS048M,MANHATTAN,103648466,PLUMBINGSITE,04/09/2020 09:00:00 AM,04/09/2020 08:40:44 AM,COMPLETED
PS048M,MANHATTAN,103648466,PLUMBINGSITE,04/29/2020 01:30:00 PM,04/29/2020 12:56:49 PM,COMPLETED
PS048M,MANHATTAN,103648466,PLUMBINGSITE,04/30/2020 09:00:00 AM,03/12/2020 10:50:04 AM,SCHEDULED
PS048M,MANHATTAN,104211942,PLUMBING,04/21/2020 12:00:00 PM,04/20/2020 11:08:26 AM,COMPLETED
PS050M,MANHATTAN,102375591,FINALCONSTRUCTION,04/24/2020 03:30:00 PM,04/24/2020 02:21:31 PM,COMPLETED
PS050M,MANHATTAN,104212166,ARCHITECTURAL,04/28/2020 09:00:00 AM,04/14/2020 10:23:07 AM,OPEN
PS050M,MANHATTAN,104212166,PLUMBING,04/24/2020 11:00:00 AM,04/24/2020 10:00:03 AM,COMPLETED
PS050M,MANHATTAN,104212166,POWERANDLIGHTING,04/02/2020 03:00:00 PM,03/09/2020 11:39:24 AM,CANCELLED
PS050M,MANHATTAN,104212166,POWERANDLIGHTING,04/28/2020 09:00:00 AM,04/14/2020 10:21:55 AM,CANCELLED
PS050Q,QUEENS,402893464,PLUMBING,04/02/2020 03:10:00 PM,04/02/2020 03:06:18 PM,COMPLETED
PS050Q,QUEENS,402895676,SPRINKLERSTANDPIPE,04/03/2020 10:00:00 AM,04/03/2020 08:57:38 AM,COMPLETED
PS052R,STATEN ISLAND,500460903,FINALCONSTRUCTION,04/07/2020 10:00:00 AM,04/07/2020 09:09:56 AM,COMPLETED
PS053X,BRONX,201198024,HVAC,04/07/2020 09:00:00 AM,04/06/2020 09:08:55 AM,COMPLETED
PS053X,BRONX,201198024,HVAC,04/20/2020 09:00:00 AM,04/14/2020 11:14:01 AM,COMPLETED
PS053X,BRONX,201198024,MASONRY,04/02/2020 07:00:00 AM,04/01/2020 08:24:41 AM,COMPLETED
PS053X,BRONX,201198024,MASONRY,04/13/2020 03:00:00 PM,03/24/2020 09:40:28 AM,CANCELLED
PS053X,BRONX,201198024,MASONRY,04/20/2020 03:00:00 PM,03/24/2020 09:50:43 AM,CANCELLED
PS053X,BRONX,201198024,MASONRY,04/27/2020 12:00:00 PM,03/24/2020 09:53:29 AM,CANCELLED
PS053X,BRONX,201198024,MASONRY,04/28/2020 09:30:00 AM,03/24/2020 10:21:32 AM,CANCELLED
PS054R,STATEN ISLAND,500875396,PLUMBING,04/03/2020 10:00:00 AM,03/25/2020 11:26:25 AM,CANCELLED
PS054R,STATEN ISLAND,500875396,PLUMBING,04/10/2020 10:00:00 AM,03/25/2020 11:27:23 AM,CANCELLED
PS054R,STATEN ISLAND,500875396,PLUMBING,04/17/2020 10:00:00 AM,03/25/2020 11:28:29 AM,CANCELLED
PS054R,STATEN ISLAND,500875396,POWERANDLIGHTING,04/07/2020 09:00:00 AM,03/27/2020 04:01:39 PM,CANCELLED
PS054X,BRONX,201200404,FINALCONSTRUCTION,04/16/2020 09:00:00 AM,04/15/2020 12:29:26 PM,COMPLETED
PS055Q,QUEENS,421099536,BOILER,04/01/2020 09:00:00 AM,03/31/2020 11:11:10 AM,COMPLETED
PS055X,BRONX,201196525,ARCHITECTURAL,04/16/2020 08:00:00 AM,03/24/2020 09:18:49 AM,CANCELLED
PS055X,BRONX,201196525,MASONRY,04/01/2020 10:00:00 AM,03/31/2020 02:31:46 PM,COMPLETED
PS055X,BRONX,201196525,MASONRY,04/09/2020 07:00:00 AM,04/06/2020 03:20:30 PM,COMPLETED
PS055X,BRONX,201196525,MASONRY,04/16/2020 07:00:00 AM,04/09/2020 09:20:25 AM,COMPLETED
PS055X,BRONX,201196525,MASONRY,04/23/2020 07:00:00 AM,04/17/2020 04:05:41 PM,COMPLETED
PS055X,BRONX,201196525,MASONRY,04/30/2020 07:00:00 AM,04/22/2020 12:13:56 PM,COMPLETED
PS055X,BRONX,201196525,PLUMBING,04/17/2020 01:00:00 PM,04/17/2020 08:55:55 AM,COMPLETED
PS055X,BRONX,201196525,POWERANDLIGHTING,04/02/2020 01:00:00 PM,03/20/2020 01:06:30 PM,CANCELLED
PS056K,BROOKLYN,302583782,PLUMBING,04/30/2020 01:30:00 PM,03/09/2020 11:45:36 AM,COMPLETED
PS056Q,QUEENS,421101774,PLUMBING,04/06/2020 11:00:00 AM,04/06/2020 09:56:06 AM,CANCELLED
PS056Q,QUEENS,421101774,PLUMBINGSITE,04/06/2020 10:30:00 AM,04/06/2020 10:17:08 AM,COMPLETED
PS056Q,QUEENS,421899173,FINALCONSTRUCTION,04/21/2020 03:00:00 PM,04/21/2020 02:08:00 PM,COMPLETED
PS056X,BRONX,201190031,ARCHITECTURAL,04/21/2020 02:40:00 PM,04/21/2020 02:36:08 PM,CANCELLED
PS056X,BRONX,201190031,ARCHITECTURAL,04/21/2020 03:00:00 PM,04/21/2020 02:56:05 PM,CANCELLED
PS056X,BRONX,201191931,FINALCONSTRUCTION,04/23/2020 10:00:00 AM,04/17/2020 10:49:30 AM,COMPLETED
PS056X,BRONX,201195848,MASONRY,04/24/2020 07:00:00 AM,04/20/2020 01:50:37 PM,COMPLETED
PS056X,BRONX,201195848,ROOFING,04/24/2020 08:00:00 AM,04/20/2020 01:51:30 PM,COMPLETED
PS058K,BROOKLYN,302574747,BOILER,04/15/2020 09:30:00 AM,04/14/2020 09:15:30 AM,COMPLETED
PS058K,BROOKLYN,302574747,PLUMBING,04/10/2020 09:00:00 AM,04/09/2020 01:13:57 PM,COMPLETED
PS061M,MANHATTAN,102277331,PAASSEMBLY,04/17/2020 04:00:00 PM,04/17/2020 11:03:25 AM,COMPLETED
PS062X,BRONX,201194518,PLUMBING,04/14/2020 07:55:00 AM,04/14/2020 07:53:38 AM,COMPLETED
PS063X,BRONX,201199434,ARCHITECTURAL,04/07/2020 02:00:00 PM,03/19/2020 11:29:10 AM,CANCELLED
PS064Q,QUEENS,421105066,HVAC,04/09/2020 09:00:00 AM,04/02/2020 11:09:48 AM,COMPLETED
PS064Q,QUEENS,421105066,LOWVOLTAGE,04/01/2020 03:30:00 PM,03/09/2020 01:59:32 PM,CANCELLED
PS064Q,QUEENS,421105066,PLUMBING,04/01/2020 10:00:00 AM,03/31/2020 01:08:04 PM,COMPLETED
PS064Q,QUEENS,421105066,PLUMBING,04/13/2020 02:00:00 PM,04/13/2020 12:47:51 PM,COMPLETED
PS064Q,QUEENS,421105066,POWERANDLIGHTING,04/01/2020 04:00:00 PM,03/09/2020 02:00:32 PM,CANCELLED
PS065X,BRONX,201199023,PLUMBING,04/01/2020 01:00:00 PM,03/31/2020 08:38:22 PM,COMPLETED
PS065X,BRONX,201199023,PLUMBING,04/08/2020 08:00:00 AM,04/07/2020 03:56:55 PM,COMPLETED
PS065X,BRONX,201199764,ARCHITECTURAL,04/06/2020 02:00:00 PM,03/24/2020 07:48:34 AM,CANCELLED
PS065X,BRONX,201199764,MASONRY,04/02/2020 10:00:00 AM,04/01/2020 08:37:44 AM,COMPLETED
PS065X,BRONX,201199764,PLUMBING,04/24/2020 01:00:00 PM,04/24/2020 10:04:00 AM,COMPLETED
PS066Q,QUEENS,421098109,ARCHITECTURAL,04/20/2020 11:30:00 AM,04/20/2020 07:35:30 AM,COMPLETED
PS066Q,QUEENS,421098109,ARCHITECTURAL,04/20/2020 12:00:00 PM,04/20/2020 07:37:07 AM,COMPLETED
PS066Q,QUEENS,421098109,FINALCONSTRUCTION,04/02/2020 11:00:00 AM,04/02/2020 10:02:40 AM,COMPLETED
PS066Q,QUEENS,421098109,PLUMBING,04/24/2020 09:00:00 AM,04/23/2020 01:00:00 PM,COMPLETED
PS066Q,QUEENS,421098109,PLUMBING,04/24/2020 12:00:00 PM,04/24/2020 10:47:35 AM,COMPLETED
PS066Q,QUEENS,421098109,PLUMBING,04/29/2020 01:30:00 PM,04/29/2020 01:22:13 PM,COMPLETED
PS066Q,QUEENS,421098975,HVAC,04/16/2020 07:00:00 AM,03/10/2020 06:51:57 AM,CANCELLED
