Inventory ID,Prop ID,Feature,Type,Category,Sub-Category
51701,Q413-02,Benches,Plastic Benches,Structural Features,
26648,R087,Fences,Pipe-Rail,Structural Features,
9473,M010-ZN14,Lawns,Tree Lines,Landscape Features,
6312,B309,Paved Surfaces,Belgian Blocks,Structural Features,
14251,M205,Play Equipment,BBCT,Structural Features,
15033,M263,Play Equipment,Swings,Structural Features,
47260,R010,Sidewalks,Asphalt Curbs,Structural Features,
6754,B339,Trees,>10,Landscape Features,
58506,B073-ZN11,Paved Surfaces,Concrete,Structural Features,
8177,BZ280,Trees,6-10,Landscape Features,
18811,Q098,Play Equipment,Swings,Structural Features,
31560,X168,Paved Surfaces,Brick,Structural Features,
8483,BZ371,Benches,Wood Benches,Structural Features,
22234,Q360Q,Paved Surfaces,Belgian Blocks,Structural Features,
24556,QT21,Fences,Ornamental,Structural Features,
19907,Q133,Play Equipment,Exercise Equipment,Structural Features,
14823,M242,Fences,Wrought-Iron,Structural Features,
3581,B164,Paved Surfaces,Asphalt,Structural Features,
60126,B419,Paved Surfaces,Other Decorative,Structural Features,
60953,B060-01,Fences,Chain-Link,Structural Features,
22939,Q410,Trees,>10,Landscape Features,
20042,Q151,Fences,Pipe-Rail,Structural Features,
51767,X126-ZN02,Paved Surfaces,Belgian Blocks,Structural Features,
11205,M048,Paved Surfaces,Stone/Slate/Granite,Structural Features,
59411,MT11,Lawns,Lawn,Landscape Features,
38080,X092-26,Paved Surfaces,Asphalt,Structural Features,
27263,RZ167,Sidewalks,Concrete Curbs,Structural Features,
3111,B135,Sidewalks,Concrete Curbs,Structural Features,
10836,M037-ZN06,Sidewalks,Stone Curb,Structural Features,
28390,X010-ZN02,Paved Surfaces,Concrete,Structural Features,
8966,M005-ZN02,Sidewalks,Concrete Curbs,Structural Features,
27208,RZ15,Paved Surfaces,Belgian Blocks,Structural Features,
16182,MZ68,Sidewalks,Concrete Curbs,Structural Features,
11835,M071-ZN04,Lawns,Lawn,Landscape Features,
48769,R065-ZN10A,Trails,Dirt Paths,Landscape Features,
11879,M071-ZN06,Lawns,Grass Strips,Landscape Features,
23156,Q427,Fences,Wrought-Iron,Structural Features,
61489,B128,Lawns,Tree Lines,Landscape Features,
38920,QT04,Paved Surfaces,Belgian Blocks,Structural Features,
36858,M009,Lawns,Lawn,Landscape Features,
48492,M037-08,Fences,Wrought-Iron,Structural Features,
22325,Q366,Paved Surfaces,Asphalt,Structural Features,
27110,RZ11,Horticultural Areas,Bushes,Landscape Features,
37626,M283A,Fences,Snow Picket,Structural Features,
2158,B077-01,Lawns,Lawn,Landscape Features,
52181,M077-ZN04,Paved Surfaces,Cribbing,Structural Features,
52519,M010-241,Play Equipment,Cable Climber,Structural Features,
6136,B295,Fences,Wrought-Iron,Structural Features,
26070,R046-07,Paved Surfaces,Belgian Blocks,Structural Features,
17416,Q015-ZN09,Lawns,Tree Lines,Landscape Features,
15383,MZ105,Horticultural Areas,Bushes,Landscape Features,
25998,R045,Benches,Wood Benches,Structural Features,
27910,X001B,Sidewalks,Concrete Flags,Structural Features,
8217,BZ288,Sidewalks,Concrete Flags,Structural Features,
54797,X092-G01,Buildings,Restaurant,Structural Features,
12872,M098-ZN01,Trees,>10,Landscape Features,
5050,B244,Play Equipment,Bocce Court,Structural Features,
59777,QZ989,Horticultural Areas,Flower Beds,Landscape Features,
38431,RZ120,Trees,1-5,Landscape Features,
11140,M045,Safety Surface,Miracle New Sectional,Structural Features,
47189,B061,Safety Surface,Spectraturf New Sectional,Structural Features,
7335,B390,Paved Surfaces,Asphalt,Structural Features,
48480,Q028A,Horticultural Areas,Flower Beds,Landscape Features,
62206,M213,Paved Surfaces,Planter,Structural Features,
29636,X064,Paved Surfaces,Brick,Structural Features,
56737,X039-ZN15,Benches,Picnic Tables,Structural Features,
4331,B217,Play Equipment,Swings,Structural Features,
27112,RZ111,Trees,1-5,Landscape Features,
28794,X029,Paved Surfaces,Concrete,Structural Features,
19763,Q124,Paved Surfaces,Belgian Blocks,Structural Features,
17623,Q020-ZN04,Play Equipment,BBCT,Structural Features,
7741,BZ138,Sidewalks,Concrete Curbs,Structural Features,
61496,M376,Horticultural Areas,Flower Beds,Landscape Features,
31469,X163,Paved Surfaces,Color Seal,Structural Features,
6832,B345,Sidewalks,Concrete Curbs,Structural Features,
38313,BZ220,Sidewalks,Concrete Curbs,Structural Features,
3095,B131,Safety Surface,Mitchell E-Z Fall,Structural Features,
49968,MZ140,Sidewalks,Concrete Curbs,Structural Features,
9524,M010-ZN17,Paved Surfaces,Asphalt,Structural Features,
4472,B223E,Sidewalks,Concrete Flags,Structural Features,
19453,Q103,Sidewalks,Concrete Curbs,Structural Features,
60760,X153-02,Paved Surfaces,Concrete Pavers,Structural Features,
28685,X020,Lawns,Lawn,Landscape Features,
13374,M116,Sidewalks,Concrete Flags,Structural Features,
60546,X092-06,Play Equipment,Painted Games,Structural Features,
34765,X103,Play Equipment,BBCT,Structural Features,
37149,X010-ZN07,Paved Surfaces,Hex Blocks,Structural Features,
23531,Q461-ZN01,Paved Surfaces,Gravel Paths,Structural Features,
17393,Q015-ZN08,Horticultural Areas,Wild Flowers,Landscape Features,
3317,B150,Trees,>10,Landscape Features,
12244,M072-01,Trees,>10,Landscape Features,
848,B052,Paved Surfaces,Hex Blocks,Structural Features,
9642,M010-ZN26,Paved Surfaces,Belgian Blocks,Structural Features,
33624,XZ39,Paved Surfaces,Belgian Blocks,Structural Features,
57425,X003-ZN01,Paved Surfaces,Asphalt,Structural Features,
10145,M014-03,Fences,Wrought-Iron,Structural Features,
27188,RZ133,Horticultural Areas,Bushes,Landscape Features,
36447,Q162-ZN04A,Fences,Pipe-Rail,Structural Features,
15744,MZ201,Horticultural Areas,Bushes,Landscape Features,
4614,B223OB,Paved Surfaces,Concrete,Structural Features,
8726,BZ73,Horticultural Areas,Bushes,Landscape Features,
50807,Q456,Lawns,Tree Lines,Landscape Features,
6316,B309,Play Equipment,Other Adventure,Structural Features,
54970,M010-241,Paved Surfaces,Stone/Slate/Granite,Structural Features,
37187,B376,Fences,Pipe-Rail,Structural Features,
18948,Q099-ZN02,Fences,Chain & Pillar,Structural Features,
17440,Q015-ZN11,Lawns,Natural Areas,Landscape Features,
15869,MZ242,Horticultural Areas,Bushes,Landscape Features,
48286,MZ358,Sidewalks,Concrete Curbs,Structural Features,
428,B028-01,Benches,Wood Benches,Structural Features,
10251,M019,Paved Surfaces,Brick,Structural Features,
16940,Q010A-ZN01,Fences,Snow Picket,Structural Features,
12568,M083,Sidewalks,Concrete Flags,Structural Features,
23061,Q421,Paved Surfaces,Belgian Blocks,Structural Features,
32209,X214,Play Equipment,GameTime,Structural Features,
24320,QZ31,Trees,6-10,Landscape Features,
3838,B171,Paved Surfaces,Concrete Pavers,Structural Features,
1894,B073-ZN16,Lawns,Lawn,Landscape Features,
37589,B407,Paved Surfaces,Belgian Blocks,Structural Features,
50883,X058,Sidewalks,Stone Curb,Structural Features,
57238,X108,Safety Surface,Spectraturf New Sectional,Structural Features,
56169,X056,Sidewalks,Concrete Curbs,Structural Features,
11892,M071-ZN07,Trees,>10,Landscape Features,
4812,B225,Play Equipment,Stone Animal Art,Structural Features,
19714,Q121-02,Fences,Chain-Link,Structural Features,
36443,Q162-ZN04A,Paved Surfaces,Hex Blocks,Structural Features,
30056,X092-ZN06,Sidewalks,Concrete Flags,Structural Features,
24363,QZ347,Sidewalks,Concrete Curbs,Structural Features,
6884,B349,Play Equipment,BBCT,Structural Features,
8681,BZ63,Paved Surfaces,Belgian Blocks,Structural Features,
57839,BT13,Paved Surfaces,Brick,Structural Features,
55165,Q396,Benches,Plastic Benches,Structural Features,
32106,X203,Fences,Chain-Link,Structural Features,
15781,MZ210,Sidewalks,Concrete Flags,Structural Features,
27481,RZ26,Paved Surfaces,Belgian Blocks,Structural Features,
2719,B113E,Sidewalks,Concrete Curbs,Structural Features,
26011,R045-01,Paved Surfaces,Color Seal,Structural Features,
35463,B376,Lawns,Lawn,Landscape Features,
28284,X010-03,Fences,Wrought-Iron,Structural Features,
8593,BZ46,Sidewalks,Concrete Curbs,Structural Features,
34668,B220,Play Equipment,HBCT,Structural Features,
48704,MZ241,Paved Surfaces,Concrete,Structural Features,
631,B035,Fences,Wrought-Iron,Structural Features,
61946,Q098-01,Horticultural Areas,Flower Beds,Landscape Features,
19355,Q102-02,Paved Surfaces,Color Seal,Structural Features,
50834,MZ258,Sidewalks,Concrete Flags,Structural Features,
22033,Q357B,Safety Surface,Spectraturf New Sectional,Structural Features,
8836,BZ93A,Horticultural Areas,Bushes,Landscape Features,
29686,X073,Sidewalks,Concrete Curbs,Structural Features,
26004,R045,Sidewalks,Concrete Curbs,Structural Features,
33693,XZ53,Sidewalks,Stone Curb,Structural Features,
29552,X049,Sidewalks,Concrete Curbs,Structural Features,
12101,M071-ZN21,Paved Surfaces,Asphalt,Structural Features,
51772,M107-ZN08,Play Equipment,Goal Posts,Structural Features,
30994,X148A3,Play Equipment,BBCT,Structural Features,
15,B001,Paved Surfaces,Asphalt,Structural Features,
62256,X029,Play Equipment,Chess & Checkers Tables,Structural Features,
23012,Q415,Benches,Wood Benches,Structural Features,
21467,Q320,Play Equipment,BBCT,Structural Features,
20908,Q291,Play Equipment,Swings,Structural Features,
32196,X211,Sidewalks,Concrete Flags,Structural Features,
54423,Q411-G01,Benches,Metal Benches,Structural Features,
16929,Q009-ZN02,Paved Surfaces,Stone/Slate/Granite,Structural Features,
10659,M037-01,Paved Surfaces,Hex Blocks,Structural Features,
24452,QT14,Paved Surfaces,Monument,Structural Features,
4876,B230,Trees,>10,Landscape Features,
51419,M028-ZN01B,Paved Surfaces,Cribbing,Structural Features,
23113,Q423,Trees,>10,Landscape Features,
14788,M240,Sidewalks,Concrete Flags,Structural Features,
32342,X232,Paved Surfaces,Asphalt,Structural Features,
29464,X046-ZN02,Trails,Dirt Paths,Landscape Features,
25798,R031-08,Play Equipment,Swings,Structural Features,
55091,R024,Paved Surfaces,Concrete,Structural Features,
32395,X238,Play Equipment,Playground Environments,Structural Features,
32838,XZ108,Horticultural Areas,Bushes,Landscape Features,
16821,Q007-01,Benches,Wood Benches,Structural Features,
36040,XZ147,Sidewalks,Concrete Flags,Structural Features,
16645,Q005-06,Paved Surfaces,Concrete,Structural Features,
14339,M208E,Paved Surfaces,Asphalt,Structural Features,
34490,XZ197,Paved Surfaces,Concrete,Structural Features,
27372,RZ208,Paved Surfaces,Belgian Blocks,Structural Features,
48296,B216,Paved Surfaces,Plaque,Structural Features,
48245,Q294,Paved Surfaces,Concrete Pavers,Structural Features,
32190,X208,Paved Surfaces,Color Seal,Structural Features,
7530,BZ03,Horticultural Areas,Bushes,Landscape Features,
47586,M206,Horticultural Areas,Bushes,Landscape Features,
24956,QZ582,Paved Surfaces,Concrete Pavers,Structural Features,
24750,QZ485,Horticultural Areas,Bushes,Landscape Features,
18217,Q044,Safety Surface,Mitchell New Sectional,Structural Features,
17676,Q021-ZN01,Lawns,Natural Areas,Landscape Features,
50906,X092-ZN12,Paved Surfaces,Plaque,Structural Features,
54979,XZ260,Horticultural Areas,Bushes,Landscape Features,
60748,XZ307,Horticultural Areas,Flower Beds,Landscape Features,
39016,M217,Horticultural Areas,Bushes,Landscape Features,
33615,XZ37,Trees,1-5,Landscape Features,
36756,B431-01,Play Equipment,GameTime,Structural Features,
9448,M010-ZN12&13,Fences,Ornamental,Structural Features,
51288,MZ129,Fences,Chain & Pillar,Structural Features,
59106,B065-ZN06,Paved Surfaces,Asphalt,Structural Features,
48304,Q164-ZN10A,Paved Surfaces,Cribbing,Structural Features,
23913,QZ15,Trees,6-10,Landscape Features,
26653,R087,Play Equipment,Timberform,Structural Features,
28444,X010-ZN06,Fences,Wrought-Iron,Structural Features,
54454,Q411-G01,Horticultural Areas,Wild Flowers,Landscape Features,
56858,Q098-01,Fences,Wrought-Iron,Structural Features,
31947,X194,Sidewalks,Concrete Curbs,Structural Features,
15393,MZ11,Paved Surfaces,Belgian Blocks,Structural Features,
23240,Q436,Lawns,Tree Lines,Landscape Features,
6578,B326,Lawns,Lawn,Landscape Features,
1156,B057-ZN06,Play Equipment,Chess & Checkers Tables,Structural Features,
19629,Q119,Safety Surface,Spectraturf New Sectional,Structural Features,
34456,XZ157,Sidewalks,Concrete Curbs,Structural Features,
38934,B254,Horticultural Areas,Bushes,Landscape Features,
54793,X092-G01,Benches,Wood Benches,Structural Features,
26153,R046-ZN05,Sidewalks,Concrete Flags,Structural Features,
34331,MZ28,Sidewalks,Concrete Curbs,Structural Features,
355,B023,Paved Surfaces,Belgian Blocks,Structural Features,
54805,X092-G01,Fences,Guardrails,Structural Features,
14501,M218,Paved Surfaces,Belgian Blocks,Structural Features,
60133,R109,Horticultural Areas,Vines,Landscape Features,
58294,M283-ZN02,Horticultural Areas,Potted Plants,Landscape Features,
1687,B073-ZN04,Paved Surfaces,Asphalt,Structural Features,
51601,M376,Fences,Bollards,Structural Features,
49581,R031-ZN03,Fences,Dasher Boards,Structural Features,
25686,R022-ZN02,Fences,Guardrails,Structural Features,
19370,Q102-03,Benches,Wood Benches,Structural Features,
2116,B073-ZN29,Paved Surfaces,Concrete,Structural Features,
4171,B210W,Benches,Picnic Tables,Structural Features,
16789,Q007,Sidewalks,Concrete Curbs,Structural Features,
60365,B235,Paved Surfaces,Planter,Structural Features,
38160,M076,Paved Surfaces,Concrete,Structural Features,
60634,Q298,Horticultural Areas,Bushes,Landscape Features,
55791,Q099-ZN17,Trees,>10,Landscape Features,
8609,BZ49,Sidewalks,Concrete Curbs,Structural Features,
31182,X148M1,Paved Surfaces,Plaque,Structural Features,
34605,RZ223,Trees,>10,Landscape Features,
29094,X039-ZN04,Lawns,Natural Areas,Landscape Features,
58851,B073-ZN26,Paved Surfaces,Gravel,Structural Features,
4641,B223PB,Benches,Concrete Benches,Structural Features,
33358,XZ286,Sidewalks,Concrete Curbs,Structural Features,
1746,B073-ZN08,Paved Surfaces,Concrete Pavers,Structural Features,
13538,M138,Fences,Chain-Link,Structural Features,
15079,M270,Paved Surfaces,Concrete Pavers,Structural Features,
11515,M058-ZN03,Fences,Wrought-Iron,Structural Features,
62214,M108T-ZN03,Paved Surfaces,Concrete,Structural Features,
11610,M069,Paved Surfaces,Belgian Blocks,Structural Features,
17839,Q023,Paved Surfaces,Concrete Pavers,Structural Features,
51253,X158,Paved Surfaces,Stone/Slate/Granite,Structural Features,
24155,QZ227,Sidewalks,Concrete Curbs,Structural Features,
52390,X344,Paved Surfaces,Concrete,Structural Features,
59355,X262,Fences,Wire,Structural Features,
11070,M043-ZN01,Benches,Wood Benches,Structural Features,
28271,X010-02,Play Equipment,BBCT,Structural Features,
8262,BZ30,Sidewalks,Concrete Flags,Structural Features,
3434,B157,Benches,Wood Benches,Structural Features,
57305,Q300A-ZN03,Paved Surfaces,Brick,Structural Features,
11988,M071-ZN13,Fences,Wrought-Iron,Structural Features,
61393,M378,Horticultural Areas,Bushes,Landscape Features,
9885,M010-ZN38,Lawns,Natural Areas,Landscape Features,
3299,B150,Paved Surfaces,Color Seal,Structural Features,
61567,R169-ZN02,Fences,Bollards,Structural Features,
57122,X003-ZN03,Sidewalks,Concrete Flags,Structural Features,
49206,QD07,Water Bodies,Bay,Landscape Features,
30240,X092-ZN19,Fences,Snow Picket,Structural Features,
25619,R015,Sidewalks,Concrete Curbs,Structural Features,
14896,M247,Trees,1-5,Landscape Features,
56180,B057-ZN05,Fences,Wire,Structural Features,
15745,MZ201,Sidewalks,Concrete Curbs,Structural Features,
3505,B161,Lawns,Lawn,Landscape Features,
58731,RZ193,Horticultural Areas,Flower Beds,Landscape Features,
30470,X110A,Lawns,Natural Areas,Landscape Features,
26838,R119,Trails,Woodchip Paths,Landscape Features,
5647,B264,Play Equipment,BBCT,Structural Features,
57827,BT12,Fences,Wire,Structural Features,
51429,BZ103,Horticultural Areas,Bushes,Landscape Features,
29844,X087,Benches,Picnic Tables,Structural Features,
4986,B237,Paved Surfaces,Brick,Structural Features,
34292,MZ249,Sidewalks,Concrete Curbs,Structural Features,
57383,B163,Benches,Concrete Tables,Structural Features,
50477,B113C,Fences,Chain & Pillar,Structural Features,
10869,M038,Sidewalks,Concrete Curbs,Structural Features,
22690,Q393H,Sidewalks,Concrete Curbs,Structural Features,
27955,X002-05A,Play Equipment,Exercise Equipment,Structural Features,
52506,B263,Benches,Plastic Benches,Structural Features,
36860,M158,Fences,Wire,Structural Features,
25089,QZ644,Horticultural Areas,Bushes,Landscape Features,
5476,B255L,Sidewalks,Concrete Curbs,Structural Features,
32834,XZ107,Sidewalks,Concrete Curbs,Structural Features,
38576,B052-03,Fences,Ornamental,Structural Features,
54333,Q015-G01,Paved Surfaces,Asphalt,Structural Features,
21670,Q335,Play Equipment,HBCT,Structural Features,
26461,R070,Lawns,Tree Lines,Landscape Features,
32469,X257,Sidewalks,Concrete Flags,Structural Features,
25239,QZ690,Horticultural Areas,Lawn,Landscape Features,
34602,RZ222,Trees,>10,Landscape Features,
18524,Q066H,Trees,>10,Landscape Features,
7703,BZ130,Sidewalks,Concrete Curbs,Structural Features,
58944,B275,Fences,Ornamental,Structural Features,
27015,RZ042A,Paved Surfaces,Belgian Blocks,Structural Features,
30257,X092-ZN21,Sidewalks,Concrete Curbs,Structural Features,
23340,Q445,Paved Surfaces,Cribbing,Structural Features,
61929,B340,Lawns,Tree Lines,Landscape Features,
3167,B140,Play Equipment,BBCT,Structural Features,
17626,Q020-ZN04,Play Equipment,HBCT,Structural Features,
8981,M007,Paved Surfaces,Concrete,Structural Features,
36331,B169-ZN06A,Paved Surfaces,Stone/Slate/Granite,Structural Features,
47249,X305,Benches,Wood Benches,Structural Features,
12750,M095-ZN05,Benches,Wood Benches,Structural Features,
37279,Q002,Play Equipment,Playground Environments,Structural Features,
32154,X206,Play Equipment,Swings,Structural Features,
17248,Q015-22,Paved Surfaces,Monument,Structural Features,
56144,B235,Play Equipment,Stone Animal Art,Structural Features,
54234,B057-G01,Paved Surfaces,Fountain,Structural Features,
19732,Q122,Paved Surfaces,Color Seal,Structural Features,
24187,QZ235,Paved Surfaces,Belgian Blocks,Structural Features,
20752,Q231,Sidewalks,Stone Curb,Structural Features,
6994,B358,Play Equipment,Stone Animal Art,Structural Features,
29937,X092-ZN01,Lawns,Lawn,Landscape Features,
4840,B227,Paved Surfaces,Belgian Blocks,Structural Features,
1811,B073-ZN11,Trails,Dirt Paths,Landscape Features,
23229,Q436,Fences,Chain-Link,Structural Features,
2090,B073-ZN27,Paved Surfaces,Asphalt,Structural Features,
25219,QZ681,Horticultural Areas,Lawn,Landscape Features,
18698,Q086-01,Fences,Chain-Link,Structural Features,
50976,B082-ZN05,Play Equipment,HBCT,Structural Features,
34453,XZ121C,Paved Surfaces,Belgian Blocks,Structural Features,
27104,RZ107,Trees,1-5,Landscape Features,
13317,M110,Paved Surfaces,Belgian Blocks,Structural Features,
7652,BZ110,Paved Surfaces,Belgian Blocks,Structural Features,
3363,B153,Benches,Wood Benches,Structural Features,
7198,B379,Paved Surfaces,Concrete,Structural Features,
61955,Q394,Horticultural Areas,Bushes,Landscape Features,
27431,R022-04,Horticultural Areas,Bushes,Landscape Features,
54446,Q411-G01,Greens,Flags,Landscape Features,
35118,M288,Trees,6-10,Landscape Features,
59737,B163,Fences,Bollards,Structural Features,
7108,B364,Benches,Wood Benches,Structural Features,
10362,M028-ZN01A,Fences,Snow Picket,Structural Features,
52487,B018-ZN01,Paved Surfaces,Cribbing,Structural Features,
58721,X039-ZN24,Trees,>10,Landscape Features,
27605,RZ47,Sidewalks,Asphalt,Structural Features,
61316,B223PE,Lawns,Tree Lines,Landscape Features,
50576,Q037,Paved Surfaces,Plaque,Structural Features,
21260,Q303,Play Equipment,Playground Environments,Structural Features,
5832,B275,Sidewalks,Concrete Curbs,Structural Features,
22994,Q413-02,Benches,Wood Benches,Structural Features,
23387,Q448-ZN01,Trees,>10,Landscape Features,
18128,Q036A,Sidewalks,Concrete Curbs,Structural Features,
49068,X264,Paved Surfaces,Concrete,Structural Features,
60211,QZ823,Horticultural Areas,Flower Beds,Landscape Features,
47074,Q405,Paved Surfaces,Plaque,Structural Features,
15883,MZ246,Sidewalks,Concrete Curbs,Structural Features,
59860,XZ458,Sidewalks,Concrete Flags,Structural Features,
60941,B169-ZN01A,Horticultural Areas,Bushes,Landscape Features,
32780,XZ03,Horticultural Areas,Bushes,Landscape Features,
22911,Q407,Play Equipment,Playground Environments,Structural Features,
47722,X174,Safety Surface,Spectraturf New Sectional,Structural Features,
11314,M056-01,Play Equipment,BBCT,Structural Features,
6943,B353,Play Equipment,Playground Environments,Structural Features,
1614,B073-20,Paved Surfaces,Plaque,Structural Features,
48977,M036,Benches,Metal Benches,Structural Features,
6160,B296,Benches,Wood Benches,Structural Features,
8002,BZ242,Sidewalks,Concrete Flags,Structural Features,
36035,B116,Lawns,Lawn,Landscape Features,
48913,B040-02,Sidewalks,Belgian Blocks,Structural Features,
57510,M071-16,Paved Surfaces,Gravel,Structural Features,
6113,B294,Play Equipment,BBCT,Structural Features,
31715,X178,Benches,Wood Benches,Structural Features,
26743,R106-ZN02,Lawns,Natural Areas,Landscape Features,
2361,B087,Paved Surfaces,Asphalt,Structural Features,
34414,QZ669,Horticultural Areas,Bushes,Landscape Features,
34306,MZ255,Sidewalks,Concrete Curbs,Structural Features,
56830,B166B,Lawns,Grass Strips,Landscape Features,
22971,Q413,Paved Surfaces,Concrete,Structural Features,
13326,M111,Fences,Chain-Link,Structural Features,
48109,Q392,Sidewalks,Concrete Flags,Structural Features,
26951,R144,Paved Surfaces,Asphalt,Structural Features,
4731,B223R,Paved Surfaces,Concrete,Structural Features,
6011,B288,Paved Surfaces,Asphalt,Structural Features,
37419,Q032,Sidewalks,Concrete Flags,Structural Features,
12818,M098-02,Play Equipment,Swings,Structural Features,
38980,M188,Paved Surfaces,Plaque,Structural Features,
57163,Q335,Benches,Plastic Benches,Structural Features,
17070,Q012B,Paved Surfaces,Brick,Structural Features,
34573,XZ353,Trees,1-5,Landscape Features,
5868,B277,Trees,>10,Landscape Features,
19522,Q106,Horticultural Areas,Bushes,Landscape Features,
29354,X044,Horticultural Areas,Bushes,Landscape Features,
28624,X016,Sidewalks,Concrete Flags,Structural Features,
14781,M239,Play Equipment,Chess & Checkers Tables,Structural Features,
31563,X168,Safety Surface,Miracle New Sectional,Structural Features,
37286,BZ298,Paved Surfaces,Belgian Blocks,Structural Features,
55538,MZ07,Fences,Wire,Structural Features,
14534,M220,Sidewalks,Concrete Curbs,Structural Features,
56636,Q001-ZN07,Fences,Bollards,Structural Features,
47817,X260,Paved Surfaces,Asphalt,Structural Features,
28113,X002-ZN06,Lawns,Lawn,Landscape Features,
55486,Q102-ZN02,Benches,Plastic Benches,Structural Features,
9618,M010-ZN24&25,Lawns,Lawn,Landscape Features,
51588,M376,Sidewalks,Concrete Curbs,Structural Features,
47107,M042-ZN05,Trails,Old Pavement,Landscape Features,
22578,Q387B,Fences,Chain-Link,Structural Features,
37701,X288,Play Equipment,Chess & Checkers Tables,Structural Features,
48087,RZ247,Trees,6-10,Landscape Features,
52094,X030-ZN02,Horticultural Areas,Flower Beds,Landscape Features,
61850,Q001-ZN10,Paved Surfaces,Belgian Blocks,Structural Features,
59448,M030,Sidewalks,Concrete Flags,Structural Features,
48813,Q422,Paved Surfaces,Cribbing,Structural Features,
55238,Q015-ZN13,Lawns,Tree Lines,Landscape Features,
24973,QZ585,Trees,>10,Landscape Features,
1256,B058-ZN05,Sidewalks,Concrete Flags,Structural Features,
30310,X102,Paved Surfaces,Concrete,Structural Features,
59524,B301,Sidewalks,Stone Curb,Structural Features,
17424,Q015-ZN10,Lawns,Lawn,Landscape Features,
4040,B209,Sidewalks,Concrete Flags,Structural Features,
34735,X154,Paved Surfaces,Concrete,Structural Features,
57271,QZ302,Horticultural Areas,Wild Flowers,Landscape Features,
59752,R046-ZN02,Paved Surfaces,Cribbing,Structural Features,
61167,B282,Play Equipment,Sprinkler,Structural Features,
57459,B054-ZN01,Sidewalks,Stone Curb,Structural Features,
38046,M300,Fences,Wrought-Iron,Structural Features,
48125,Q448-ZN01A,Sidewalks,Concrete Curbs,Structural Features,
10993,M042-ZN02,Sidewalks,Concrete Curbs,Structural Features,
2403,B088,Sidewalks,Concrete Curbs,Structural Features,
14020,M189,Paved Surfaces,Monument,Structural Features,
22225,Q360P,Benches,Wood Benches,Structural Features,
9436,M010-ZN09,Trees,>10,Landscape Features,
26842,R119,Fences,Wire,Structural Features,
23796,QZ126,Paved Surfaces,Belgian Blocks,Structural Features,
13285,M108T,Paved Surfaces,Hex Blocks,Structural Features,
48219,Q048-01,Trees,1-5,Landscape Features,
47461,R038B,Fences,Chain-Link,Structural Features,
12309,M072-ZN28,Benches,Picnic Tables,Structural Features,
23013,Q415,Benches,Picnic Tables,Structural Features,
12992,M104-ZN04,Trees,>10,Landscape Features,
19885,Q131-01,Paved Surfaces,Concrete,Structural Features,
24316,QZ303,Trees,1-5,Landscape Features,
6995,B358,Play Equipment,BBCT,Structural Features,
18015,Q026,Fences,Pipe-Rail,Structural Features,
28417,X010-ZN03,Sidewalks,Concrete Flags,Structural Features,
7221,B381,Play Equipment,Chess & Checkers Tables,Structural Features,
18726,Q089B-01,Trees,>10,Landscape Features,
13896,M171,Sidewalks,Concrete Curbs,Structural Features,
9696,M010-ZN28,Benches,Wood Benches,Structural Features,
4157,B210P,Play Equipment,Swings,Structural Features,
50264,M010-145,Safety Surface,Poured-in-Place,Structural Features,
6670,B332,Play Equipment,HBCT,Structural Features,
12049,M071-ZN17,Trails,Dirt Paths,Landscape Features,
35881,M071-36,Paved Surfaces,Belgian Blocks,Structural Features,
35509,XZ353,Horticultural Areas,Bushes,Landscape Features,
48475,Q028A,Paved Surfaces,Stone/Slate/Granite,Structural Features,
49870,X295,Safety Surface,Mitchell New Sectional,Structural Features,
20993,Q299,Sidewalks,Concrete Curbs,Structural Features,
3546,B163,Safety Surface,Spectraturf New Sectional,Structural Features,
62019,M108T-ZN05,Benches,Metal Benches,Structural Features,
230,B016,Lawns,Lawn,Landscape Features,
7132,B366,Trees,1-5,Landscape Features,
20858,Q285,Sidewalks,Concrete Flags,Structural Features,
14929,M251,Benches,Wood Benches,Structural Features,
57145,B385,Benches,Wood Benches,Structural Features,
13465,M125B,Benches,Wood Benches,Structural Features,
35375,X018,Horticultural Areas,Bushes,Landscape Features,
19425,Q102-ZN03,Trees,>10,Landscape Features,
34736,X154,Paved Surfaces,Belgian Blocks,Structural Features,
31345,X156,Sidewalks,Concrete Flags,Structural Features,
19394,Q102-ZN02,Fences,Pipe-Rail,Structural Features,
50524,X068,Benches,Stone Benches,Structural Features,
24878,QZ53,Horticultural Areas,Bushes,Landscape Features,
8111,BZ264,Sidewalks,Concrete Flags,Structural Features,
37691,X302,Play Equipment,Swings,Structural Features,
6816,B343,Trees,>10,Landscape Features,
50892,B152,Fences,Pipe-Rail,Structural Features,
57892,X033-ZN04,Fences,Wrought-Iron,Structural Features,
25154,QZ659,Paved Surfaces,Belgian Blocks,Structural Features,
49170,BT06,Trees,>10,Landscape Features,
22383,Q369,Play Equipment,BBCT,Structural Features,
9616,M010-ZN24&25,Trees,>10,Landscape Features,
26826,R117,Benches,Wood Benches,Structural Features,
55972,Q220D,Lawns,Lawn,Landscape Features,
6046,B291,Lawns,Tree Lines,Landscape Features,
30666,X120,Paved Surfaces,Asphalt,Structural Features,
61076,X147A-ZN02,Fences,Snow Picket,Structural Features,
24116,QZ192,Paved Surfaces,Belgian Blocks,Structural Features,
49338,Q375,Paved Surfaces,Cribbing,Structural Features,
23760,QT07,Sidewalks,Concrete Flags,Structural Features,
34576,XZ355,Trees,>10,Landscape Features,
