Inventory ID,Prop ID,Feature,Type,Category,Sub-Category
62480,B255E,Benches,Picnic Tables,Structural Features,
6,B001,Play Equipment,Sprinkler,Structural Features,Timer
35107,M233,Safety Surface,Spectraturf New Sectional,Structural Features,
62468,Q371,Fences,Bollards,Structural Features,
18605,Q080,Lawns,Lawn,Landscape Features,
62471,B008-03,Benches,Wood Benches,Structural Features,
62367,Q439,Lawns,Grass Strips,Landscape Features,
31999,X196-02,Lawns,Lawn,Landscape Features,
62226,MZ245,Paved Surfaces,Planter,Structural Features,
62464,M233,Fences,Ornamental,Structural Features,
62490,B381,Play Equipment,Painted Games,Structural Features,
62465,M233,Play Equipment,Painted Games,Structural Features,
62313,Q353,Horticultural Areas,Ornamental Grass,Landscape Features,
62477,B337,Athletic Fields,Track,Landscape Features,Asphalt
62469,B073-ZN15,Fences,Pipe-Rail,Structural Features,
62428,Q283,Horticultural Areas,Garden,Landscape Features,
62472,R065-ZN07,Benches,Plastic Benches,Structural Features,
62479,Q046,Play Equipment,Painted Games,Structural Features,
62478,B337,Benches,Metal Chairs,Structural Features,
62447,Q005-ZN03,Horticultural Areas,Plants,Landscape Features,
50784,BT04,Horticultural Areas,Bushes,Landscape Features,
62461,RZ48,Fences,Guardrails,Structural Features,
62473,R034,Athletic Fields,"""C"" Multi-Use Fields - Artificial",Landscape Features,Artificial Turf
62272,Q373,Lawns,Tree Lines,Landscape Features,
62474,XZ264,Horticultural Areas,Flower Beds,Landscape Features,
62482,M042-ZN02,Paved Surfaces,Brick,Structural Features,
1907,B073-ZN17,Fences,Pipe-Rail,Structural Features,
62427,Q047,Horticultural Areas,Bushes,Landscape Features,
62463,M200A,Horticultural Areas,Wild Flowers,Landscape Features,
62488,B381,Benches,Plastic Benches,Structural Features,
62476,B337,Play Equipment,Exercise Equipment,Structural Features,
35032,M067,Horticultural Areas,Bushes,Landscape Features,
55497,B210G,Horticultural Areas,Bushes,Landscape Features,
62486,R068,Horticultural Areas,Bushes,Landscape Features,
26434,R068,Play Equipment,GameTime,Structural Features,
62475,Q164-ZN10B,Fences,Snow Picket,Structural Features,
62489,B381,Benches,Metal Chairs,Structural Features,
26436,R068,Benches,Picnic Tables,Structural Features,
60751,B255E,Horticultural Areas,Bushes,Landscape Features,
62484,R068,Play Equipment,Chess & Checkers Tables,Structural Features,
7219,B381,Athletic Fields,"""B"" Softball Fields - Natural",Landscape Features,Natural Turf
62446,Q005-ZN03,Horticultural Areas,Bushes,Landscape Features,
62487,X039-ZN19,Lawns,Natural Areas,Landscape Features,
62312,Q353,Horticultural Areas,Bushes,Landscape Features,
1914,B073-ZN17,Fences,Wire,Structural Features,
51333,B337,Benches,Metal Benches,Structural Features,
62467,Q162J,Paved Surfaces,Concrete Pavers,Structural Features,
20834,Q283,Horticultural Areas,Bushes,Landscape Features,
90,B007,Athletic Fields,"""B"" Softball Fields - Natural",Landscape Features,Natural Turf
62485,R068,Play Equipment,Exercise Equipment,Structural Features,
62273,Q373,Lawns,Lawn,Landscape Features,
62466,Q162J,Benches,Bleachers,Structural Features,
25894,R034,Horticultural Areas,Bushes,Landscape Features,
62561,B157,Play Equipment,Painted Games,Structural Features,
62554,B210A,Benches,Metal Chairs,Structural Features,
62492,B073-ZN06,Safety Surface,Woodchips,Structural Features,
62514,B331,Play Equipment,Volleyball Courts,Structural Features,
62557,B017,Horticultural Areas,Wild Flowers,Landscape Features,
62526,Q254,Trees,1-5,Landscape Features,
62519,BZ358,Horticultural Areas,Wild Flowers,Landscape Features,
62529,Q254,Horticultural Areas,Bushes,Landscape Features,
62509,M081-ZN01,Paved Surfaces,Hex Blocks,Structural Features,
62566,X002-ZN05B,Benches,Plastic Benches,Structural Features,
62541,M288,Paved Surfaces,Brick,Structural Features,
114,B007-01,Play Equipment,Sprinkler,Structural Features,Manual
62563,B150,Paved Surfaces,Cribbing,Structural Features,
62504,X137,Safety Surface,Pea Gravel,Structural Features,
62182,M071-ZN12,Trails,Woodchip Paths,Landscape Features,
62549,Q024-ZN02,Horticultural Areas,Wild Flowers,Landscape Features,
62556,B017,Benches,Plastic Benches,Structural Features,
62522,X004-03,Lawns,Grass Strips,Landscape Features,
62552,B210A,Horticultural Areas,Wild Flowers,Landscape Features,
62502,R005-ZN04,Safety Surface,Woodchips,Structural Features,
62538,B114-01,Benches,Plastic Benches,Structural Features,
62553,B210A,Play Equipment,Chess & Checkers Tables,Structural Features,
62551,Q024-ZN02,Paved Surfaces,Planter,Structural Features,
62547,Q461-ZN01,Paved Surfaces,Cribbing,Structural Features,
127,B007,Athletic Fields,"""B"" Baseball Fields - Natural",Landscape Features,Natural Turf
128,B008,Athletic Fields,Track,Landscape Features,All-Weather
129,B008,Athletic Fields,"""C"" Multi-Use Fields - Natural",Landscape Features,Natural Turf
62512,X175,Play Equipment,Painted Games,Structural Features,
62558,B017,Lawns,Grass Strips,Landscape Features,
62517,BZ358,Sidewalks,Asphalt,Structural Features,
62565,R140,Fences,Chain-Link,Structural Features,
62544,M098-ZN02,Sidewalks,Concrete Flags,Structural Features,
62546,X178,Sidewalks,Concrete Curbs,Structural Features,
62559,B235,Horticultural Areas,Wild Flowers,Landscape Features,
62494,B126-ZN06,Fences,Wire,Structural Features,
62511,X163,Play Equipment,Painted Games,Structural Features,
62527,Q254,Fences,Wrought-Iron,Structural Features,
62493,X002-ZN05B,Safety Surface,Woodchips,Structural Features,
62501,B088,Paved Surfaces,Planter,Structural Features,
62505,R022-ZN01,Water Bodies,Reservoir,Landscape Features,
62533,Q004-ZN03,Paved Surfaces,Cribbing,Structural Features,
62540,M161,Horticultural Areas,Wild Flowers,Landscape Features,
62570,X002-ZN05B,Paved Surfaces,Concrete Pavers,Structural Features,
620,B033,Horticultural Areas,Bushes,Landscape Features,
62536,B114-01,Benches,Picnic Tables,Structural Features,
62499,M198,Benches,Plastic Benches,Structural Features,
62539,M161,Sidewalks,Concrete Curbs,Structural Features,
62571,X147A-01,Paved Surfaces,Plaque,Structural Features,
55441,B223PD,Horticultural Areas,Bushes,Landscape Features,
62542,M288,Horticultural Areas,Wild Flowers,Landscape Features,
62548,Q461-ZN01,Benches,Plastic Benches,Structural Features,
62524,Q254,Sidewalks,Concrete Flags,Structural Features,
62523,X004-04,Paved Surfaces,Plaque,Structural Features,
62530,Q333,Paved Surfaces,Plaque,Structural Features,
62567,X002-ZN05B,Lawns,Grass Strips,Landscape Features,
62568,X002-ZN05B,Fences,Bollards,Structural Features,
62521,XZ262,Horticultural Areas,Flower Beds,Landscape Features,
62531,Q333,Paved Surfaces,Cribbing,Structural Features,
62545,X178,Paved Surfaces,Cribbing,Structural Features,
62518,X205,Horticultural Areas,Bushes,Landscape Features,
62543,M236,Horticultural Areas,Wild Flowers,Landscape Features,
62569,X002-ZN05B,Paved Surfaces,Cribbing,Structural Features,
62520,XZ35,Horticultural Areas,Flower Beds,Landscape Features,
62564,R140,Paved Surfaces,Stone/Slate/Granite,Structural Features,
62496,M036,Benches,Metal Benches,Structural Features,
62537,B114-01,Benches,Metal Chairs,Structural Features,
62506,M198,Horticultural Areas,Bushes,Landscape Features,
62516,B158,Paved Surfaces,Color Seal,Structural Features,
62528,Q254,Paved Surfaces,Concrete,Structural Features,
62508,Q402,Play Equipment,Painted Games,Structural Features,
62555,B402,Horticultural Areas,Wild Flowers,Landscape Features,
62525,Q254,Sidewalks,Concrete Curbs,Structural Features,
62510,Q007,Play Equipment,Skate Park,Structural Features,
62560,B157,Play Equipment,Playground Environments,Structural Features,
62535,B114-01,Play Equipment,Chess & Checkers Tables,Structural Features,
62562,B150,Benches,Plastic Benches,Structural Features,
62495,Q031,Lawns,Lawn,Landscape Features,
62532,Q004-ZN03,Horticultural Areas,Wild Flowers,Landscape Features,
62534,Q004-ZN03,Fences,Ornamental,Structural Features,
62550,Q024-ZN02,Horticultural Areas,Potted Plants,Landscape Features,
242,B017,Play Equipment,Sprinkler,Structural Features,Manual
62627,Q099-ZN09,Benches,Concrete Benches,Structural Features,
62664,R172-ZN01,Lawns,Natural Areas,Landscape Features,
62665,R172-ZN01,Trees,>10,Landscape Features,
62711,M108T-ZN02,Paved Surfaces,Concrete,Structural Features,
62776,R016-ZN04,Fences,Berm,Structural Features,
259,B018-ZN01,Athletic Fields,"""B"" Baseball Fields - Natural",Landscape Features,Natural Turf
62602,M104-ZN02,Lawns,Natural Areas,Landscape Features,
62614,B297,Paved Surfaces,Concrete Pavers,Structural Features,
62733,R169-ZN02,Fences,Guardrails,Structural Features,
62638,X002-ZN02,Lawns,Natural Areas,Landscape Features,
62599,B082-ZN02,Paved Surfaces,Plaque,Structural Features,
62626,B197,Horticultural Areas,Potted Plants,Landscape Features,
62650,X039-ZN15,Horticultural Areas,Wild Flowers,Landscape Features,
62647,X039-ZN15,Paved Surfaces,Concrete,Structural Features,
62667,R172-ZN01,Trails,Gravel,Landscape Features,
62637,X002-ZN02,Benches,Plastic Benches,Structural Features,
57186,Q471-01,Safety Surface,Mitchell New Sectional,Structural Features,
276,B018-01,Play Equipment,Sprinkler,Structural Features,Manual
62721,M010-ZN15,Benches,Stone Benches,Structural Features,
62726,M360-ZN02,Lawns,A-Lawn,Landscape Features,
62020,M108T-ZN05,Benches,Plastic Benches,Structural Features,
62581,M108T-ZN05,Benches,Wood Benches,Structural Features,
62661,R172-ZN01,Fences,Wood-Rail,Structural Features,
62732,Q437,Paved Surfaces,Stone/Slate/Granite,Structural Features,
62582,M088,Play Equipment,Table Tennis,Structural Features,
62746,R016-ZN03,Fences,Bollards,Structural Features,
62742,MZ47,Horticultural Areas,Bushes,Landscape Features,
62598,Q142,Horticultural Areas,Wild Flowers,Landscape Features,
62716,B223IA,Paved Surfaces,Belgian Blocks,Structural Features,
62738,M081-ZN02,Paved Surfaces,Cribbing,Structural Features,
62611,Q099-ZN25,Paved Surfaces,Concrete Pavers,Structural Features,
62605,M104-ZN04,Paved Surfaces,Concrete Pavers,Structural Features,
62751,R016-ZN03,Benches,Picnic Tables,Structural Features,
62591,B033,Sidewalks,Stone Curb,Structural Features,
62673,Q443,Horticultural Areas,Flower Beds,Landscape Features,
62616,B121,Fences,Wire,Structural Features,
62727,Q073,Lawns,Tree Lines,Landscape Features,
25220,QZ682,Horticultural Areas,Bushes,Landscape Features,
62689,M045,Horticultural Areas,Bushes,Landscape Features,
62744,B249,Play Equipment,Painted Games,Structural Features,
62671,X092-ZN10,Horticultural Areas,Bushes,Structural Features,
62686,M045,Paved Surfaces,Planter,Structural Features,
303,B019,Play Equipment,Sprinkler,Structural Features,Manual
62724,M360-ZN02,Fences,Rope & Pillar,Structural Features,
62609,Q128,Horticultural Areas,Wild Flowers,Landscape Features,
49654,M104-ZN04,Athletic Fields,"""B"" Baseball Fields - Natural",Landscape Features,Natural Turf
55798,X092-ZN03,Paved Surfaces,Boardwalk,Structural Features,
62662,R172-ZN01,Fences,Bollards,Structural Features,
61739,M011,Horticultural Areas,Vines,Landscape Features,
62709,X021,Horticultural Areas,Wild Flowers,Landscape Features,
62681,Q163-ZN06B,Play Equipment,Bocce Court,Structural Features,
62632,X025,Fences,Bollards,Structural Features,
62737,Q015-ZN10,Paved Surfaces,Cribbing,Structural Features,
16768,Q006-01,Safety Surface,Mitchell New Sectional,Structural Features,
62774,R016-ZN05,Fences,Berm,Structural Features,
62636,X002-ZN02,Fences,Guardrails,Structural Features,
62760,R016-ZN04,Water Bodies,Marsh,Landscape Features,
62684,M081-ZN02,Paved Surfaces,Cribbing,Structural Features,
62740,M045,Fences,Guardrails,Structural Features,
62590,Q012-01,Play Equipment,Painted Games,Structural Features,
326,B021-01,Play Equipment,Sprinkler,Structural Features,Manual
62594,B210B,Fences,Wrought-Iron,Structural Features,
62021,M108T-ZN05,Fences,Metal Railing,Structural Features,
24005,QZ168,Trees,1-5,Landscape Features,
62651,Q001-ZN09,Paved Surfaces,Other Decorative,Structural Features,
62735,B219,Horticultural Areas,Bushes,Landscape Features,
62728,Q073,Paved Surfaces,Concrete Pavers,Structural Features,
12535,M081-ZN02,Trees,>10,Landscape Features,
59263,M108G,Horticultural Areas,Bushes,Landscape Features,
62680,Q163-ZN06B,Paved Surfaces,Other Decorative,Structural Features,
62741,X092-ZN03,Fences,Snow Picket,Structural Features,
62608,Q128,Horticultural Areas,Wild Flowers,Landscape Features,
62678,M058-ZN03,Paved Surfaces,Belgian Blocks,Structural Features,
62725,M360-ZN02,Paved Surfaces,Metal Decking,Structural Features,
62660,R172-ZN01,Fences,Chain-Link,Structural Features,
62576,QZ348,Horticultural Areas,Wild Flowers,Landscape Features,
344,B023,Play Equipment,Sprinkler,Structural Features,Manual
62676,M058-ZN03,Benches,Wood Benches,Structural Features,
50589,X092-ZN03,Paved Surfaces,Cribbing,Structural Features,
62618,B057-ZN01,Lawns,Grass Strips,Landscape Features,
62694,BZ351,Fences,Ornamental,Structural Features,
62672,X092-ZN10,Fences,Wire,Structural Features,
62745,R016-ZN03,Fences,Chain-Link,Structural Features,
62579,Q457,Paved Surfaces,Concrete Pavers,Structural Features,
62622,B057-ZN01,Paved Surfaces,Other Decorative,Structural Features,
62713,M108T-ZN02,Fences,Metal Railing,Structural Features,
62573,R062,Play Equipment,Painted Games,Structural Features,
62595,B210B,Paved Surfaces,Color Seal,Structural Features,
62699,B087,Play Equipment,Exercise Equipment,Structural Features,
62583,M108T-ZN05,Fences,Chain-Link,Structural Features,
62718,B253,Paved Surfaces,Planter,Structural Features,
62696,R106-01,Horticultural Areas,Bushes,Landscape Features,
62657,R172-ZN01,Paved Surfaces,Cribbing,Structural Features,
62624,B057-ZN01,Play Equipment,Exercise Equipment,Structural Features,
47337,XZ44,Benches,Plastic Benches,Structural Features,
62734,BZ241,Sidewalks,Concrete Flags,Structural Features,
62629,Q360G,Horticultural Areas,Wild Flowers,Landscape Features,
62587,M108T-ZN05,Play Equipment,Chess & Checkers Tables,Structural Features,
62688,M045,Sidewalks,Stone Curb,Structural Features,
62644,X039-ZN02,Horticultural Areas,Wild Flowers,Landscape Features,
62708,X286,Fences,Pipe-Rail,Structural Features,
62585,M108T-ZN05,Horticultural Areas,Flower Beds,Landscape Features,
62359,M108T-ZN05,Fences,Wire,Structural Features,
62759,R016-ZN04,Trees,>10,Landscape Features,
62635,X147A-ZN02,Paved Surfaces,Hex Blocks,Structural Features,
62649,X039-ZN15,Horticultural Areas,Bushes,Landscape Features,
62690,M045,Horticultural Areas,Wild Flowers,Landscape Features,
62666,R172-ZN01,Water Bodies,Creek,Landscape Features,
62604,M104-ZN02,Benches,Plastic Benches,Structural Features,
49562,Q073,Benches,Plastic Benches,Structural Features,
62698,B087,Play Equipment,Sprinkler,Structural Features,
62756,R016-ZN03,Paved Surfaces,Plaque,Structural Features,
62623,B057-ZN01,Fences,Bollards,Structural Features,
62717,B223IA,Fences,Guardrails,Structural Features,
62600,B082-ZN02,Sidewalks,Concrete,Structural Features,
62643,X039-ZN02,Horticultural Areas,Bushes,Landscape Features,
62763,R016-ZN04,Paved Surfaces,Stone/Slate/Granite,Structural Features,
396,B025-01,Play Equipment,Sprinkler,Structural Features,Manual
62773,R016-ZN05,Fences,Pipe-Rail,Structural Features,
62767,Q471-01,Lawns,Grass Strips,Landscape Features,
62606,M104-ZN04,Paved Surfaces,Cribbing,Structural Features,
62645,X039-ZN02,Fences,Wire,Structural Features,
62613,M221,Fences,Pipe-Rail,Structural Features,
58987,Q341B,Horticultural Areas,Bushes,Landscape Features,
62697,R046-ZN05,Benches,Metal Benches,Structural Features,
62677,M058-ZN03,Horticultural Areas,Bushes,Landscape Features,
62775,R016-ZN05,Paved Surfaces,Stone/Slate/Granite,Structural Features,
62765,Q471-01,Paved Surfaces,Cribbing,Structural Features,
62730,Q073,Lawns,Tree Lines,Landscape Features,
62701,Q163-ZN07B,Fences,Snow Picket,Structural Features,
62631,X025,Fences,Wire,Structural Features,
62749,R016-ZN03,Paved Surfaces,Concrete,Structural Features,
62588,Q012-01,Paved Surfaces,Color Seal,Structural Features,
62589,Q012-01,Paved Surfaces,Other Decorative,Structural Features,
62659,R172-ZN01,Fences,Wire,Structural Features,
62593,B210B,Paved Surfaces,Color Seal,Structural Features,
62615,B391,Benches,Metal Benches,Structural Features,
62642,XZ293,Fences,Wire,Structural Features,
62655,R172-ZN01,Paved Surfaces,Asphalt,Structural Features,
62695,M010-167,Horticultural Areas,Bushes,Landscape Features,
61155,BT18,Paved Surfaces,Metal Decking,Structural Features,
57184,Q471-01,Play Equipment,Exercise Equipment,Structural Features,
62634,Q298,Horticultural Areas,Wild Flowers,Landscape Features,
62714,M010-ZN42&43,Paved Surfaces,Planter,Structural Features,
62761,R016-ZN04,Water Bodies,Ocean,Landscape Features,
62685,M081-ZN02,Fences,Bollards,Structural Features,
62641,XZ293,Paved Surfaces,Hex Blocks,Structural Features,
62586,M108T-ZN05,Paved Surfaces,Dog Run,Structural Features,Gravel
62691,M045,Horticultural Areas,Flower Beds,Landscape Features,
62668,X092-ZN03,Fences,Metal Railing,Structural Features,
62639,X095,Fences,Wire,Structural Features,
62610,R144,Lawns,Lawn,Landscape Features,
62720,B356,Fences,Ornamental,Structural Features,
62731,Q214,Horticultural Areas,Flower Beds,Landscape Features,
437,B028-01,Play Equipment,Sprinkler,Structural Features,Manual
62628,Q348,Play Equipment,Painted Games,Structural Features,
62580,M088,Paved Surfaces,Other Decorative,Structural Features,
62693,B055,Paved Surfaces,Gravel,Structural Features,
62771,R016-ZN05,Trees,>10,Landscape Features,
62739,M081-ZN02,Horticultural Areas,Wild Flowers,Landscape Features,
61182,BZ386,Horticultural Areas,Tree Lines,Landscape Features,
62757,R016-ZN03,Paved Surfaces,Stone/Slate/Granite,Structural Features,
62663,R172-ZN01,Lawns,Lawn,Landscape Features,
62640,X095,Fences,Metal Railing,Structural Features,
450,B028-03,Play Equipment,Sprinkler,Structural Features,Manual
62682,M029-ZN01,Sidewalks,Concrete Curbs,Structural Features,
62754,R016-ZN03,Trees,>10,Landscape Features,
62712,M108T-ZN02,Paved Surfaces,Belgian Blocks,Structural Features,
57183,Q471-01,Benches,Metal Benches,Structural Features,
62592,B033,Lawns,Lawn,Landscape Features,
62652,Q356,Lawns,Tree Lines,Landscape Features,
459,B028-ZN01,Play Equipment,Tennis Courts,Structural Features,Hard Surface
62601,B082-ZN02,Sidewalks,Concrete Flags,Structural Features,
62607,R125,Lawns,Lawn,Landscape Features,
62762,R016-ZN04,Paved Surfaces,Asphalt,Structural Features,
62633,X025,Fences,Chain & Pillar,Structural Features,
62612,M011,Horticultural Areas,Potted Plants,Landscape Features,
62707,X286,Paved Surfaces,Concrete Pavers,Structural Features,
62597,Q128,Horticultural Areas,Wild Flowers,Landscape Features,
62715,B223IA,Paved Surfaces,Concrete Pavers,Structural Features,
62769,R016-ZN05,Water Bodies,Marsh,Landscape Features,
470,B028-ZN01,Athletic Fields,"""B"" Baseball Fields - Natural",Landscape Features,Natural Turf
62687,M045,Paved Surfaces,Plaque,Structural Features,
62755,R016-ZN03,Water Bodies,Ocean,Landscape Features,
62675,Q266,Horticultural Areas,Potted Plants,Landscape Features,
474,B028-ZN01,Athletic Fields,"""B"" Softball Fields - Natural",Landscape Features,Natural Turf
62768,R016-ZN04,Fences,Plastic Seawall,Structural Features,
476,B028-ZN02,Athletic Fields,"""B"" Baseball Fields - Natural",Landscape Features,Natural Turf
62770,R016-ZN05,Water Bodies,Ocean,Landscape Features,
62656,R172-ZN01,Paved Surfaces,Gravel,Structural Features,
62729,Q073,Paved Surfaces,Cribbing,Structural Features,
62705,X185,Paved Surfaces,Concrete,Structural Features,
482,B028-ZN02,Athletic Fields,"""B"" Softball Fields - Artificial",Landscape Features,Artificial Turf
62620,B057-ZN01,Benches,Metal Benches,Structural Features,
62670,X092-ZN10,Sidewalks,Stone Curb,Structural Features,
62752,R016-ZN03,Lawns,Lawn,Landscape Features,
59219,B219,Play Equipment,Goal Posts,Structural Features,
62654,R172-ZN01,Sidewalks,Concrete Curbs,Structural Features,
28743,X025,Horticultural Areas,Bushes,Landscape Features,
62748,R016-ZN03,Paved Surfaces,Asphalt,Structural Features,
490,B028-ZN02,Athletic Fields,Soccer Fields - Artificial,Landscape Features,Artificial Turf
62750,R016-ZN03,Paved Surfaces,Gravel,Structural Features,
62723,M360-ZN02,Fences,Metal Railing,Structural Features,
62679,M056-ZN04,Horticultural Areas,Flower Beds,Landscape Features,
62621,B057-ZN01,Benches,Bleachers,Structural Features,
62578,Q168,Horticultural Areas,Flower Beds,Landscape Features,
62703,X039-ZN20,Paved Surfaces,Cribbing,Structural Features,
62674,Q266,Paved Surfaces,Planter,Structural Features,
57185,Q471-01,Play Equipment,Landscape Structures,Structural Features,
62722,M010-ZN15,Fences,Pipe-Rail,Structural Features,
62584,M108T-ZN05,Fences,Wrought-Iron,Structural Features,
62574,Q057,Fences,Bollards,Structural Features,
62736,Q015-ZN10,Lawns,Grass Strips,Landscape Features,
56301,QZ682,Horticultural Areas,Flower Beds,Landscape Features,
62625,B057-ZN01,Play Equipment,Chess & Checkers Tables,Structural Features,
62658,R172-ZN01,Fences,Wood Guardrails,Structural Features,
62766,Q471-01,Paved Surfaces,Concrete,Structural Features,
62692,M045,Horticultural Areas,Potted Plants,Landscape Features,
62706,X185,Play Equipment,Goal Posts,Structural Features,
62603,M104-ZN02,Fences,Bollards,Structural Features,
62683,R067,Fences,Netting,Structural Features,
62575,Q399,Paved Surfaces,Color Seal,Structural Features,
62619,B057-ZN01,Benches,Metal Chairs,Structural Features,
62577,Q168,Horticultural Areas,Vines,Landscape Features,
58986,Q471-01,Play Equipment,BBCT,Structural Features,
62630,X141,Paved Surfaces,Color Seal,Structural Features,
62596,Q076,Lawns,Lawn,Landscape Features,
62743,B018-ZN01,Fences,Chain-Link,Structural Features,
62653,R172-ZN01,Sidewalks,Concrete Flags,Structural Features,
62702,X068,Horticultural Areas,Bushes,Landscape Features,
62669,XZ44,Horticultural Areas,Vines,Landscape Features,
549,B032-01,Play Equipment,Sprinkler,Structural Features,Manual
565,B032-02,Play Equipment,Sprinkler,Structural Features,Manual
62798,Q131,Athletic Fields,Soccer Fields - Artificial,Landscape Features,Artificial Turf
592,B032-ZN02,Play Equipment,Tennis Courts,Structural Features,Hard Surface
62797,Q131,Benches,Plastic Benches,Structural Features,
62395,M008,Benches,Wood Benches,Structural Features,
62824,X290,Play Equipment,Sprinkler,Structural Features,
62847,X291,Sidewalks,Concrete Curbs,Structural Features,
6351,B311,Safety Surface,Mitchell New Sectional,Structural Features,
62829,X291,Benches,Plastic Benches,Structural Features,
62799,Q131,Safety Surface,Mitchell New Sectional,Structural Features,
62831,X291,Fences,Wrought-Iron,Structural Features,
62781,M262,Horticultural Areas,Wild Flowers,Landscape Features,
62787,MZ383,Horticultural Areas,Bushes,Landscape Features,
32718,X290,Paved Surfaces,Concrete,Structural Features,
62794,Q300-ZN02,Paved Surfaces,Cribbing,Structural Features,
19870,Q131,Athletic Fields,"""B"" Baseball Fields - Artificial",Landscape Features,Artificial Turf
62289,M010-ZN02&4,Trails,Woodchip Paths,Landscape Features,
32724,X290,Fences,Wrought-Iron,Structural Features,
29120,X039-ZN08,Fences,Snow Picket,Structural Features,
62849,X291,Trees,6-10,Landscape Features,
62801,B073-ZN15,Fences,Snow Picket,Structural Features,
62811,X290,Trees,>10,Landscape Features,
6348,B311,Benches,Plastic Benches,Structural Features,
62792,M042-ZN04,Fences,Bollards,Structural Features,
62747,R016-ZN03,Fences,Wood-Rail,Structural Features,
32720,X290,Sidewalks,Concrete Flags,Structural Features,
62793,Q300-ZN02,Fences,Wood-Rail,Structural Features,
6358,B311,Paved Surfaces,Hex Blocks,Structural Features,
62826,X290,Safety Surface,Mitchell New Sectional,Structural Features,
62806,X039-ZN08,Lawns,Lawn,Landscape Features,
62807,Q004A,Sidewalks,Asphalt,Structural Features,
32721,X290,Sidewalks,Concrete Curbs,Structural Features,
62804,Q326,Play Equipment,Painted Games,Structural Features,
62835,X291,Paved Surfaces,Asphalt,Structural Features,
49610,X290,Benches,Plastic Benches,Structural Features,
62841,X291,Play Equipment,BBCT,Structural Features,
62818,X290,Paved Surfaces,Concrete Pavers,Structural Features,
62197,R031-11,Benches,Wood Benches,Structural Features,
62785,MZ383,Fences,Wire,Structural Features,
62795,Q131,Play Equipment,Exercise Equipment,Structural Features,
62784,MZ383,Paved Surfaces,Belgian Blocks,Structural Features,
62848,X291,Sidewalks,Concrete Flags,Structural Features,
62786,MZ383,Trees,1-5,Landscape Features,
62791,B298,Paved Surfaces,Belgian Blocks,Structural Features,
62796,Q131,Play Equipment,Goal Posts,Structural Features,
62790,X001-ZN02,Fences,Ornamental,Structural Features,
62853,B113A,Athletic Fields,Track,Landscape Features,
62788,Q023,Fences,Ornamental,Structural Features,
62782,MZ383,Sidewalks,Concrete Flags,Structural Features,
38364,M262,Fences,Metal Railing,Structural Features,
62780,B311,Athletic Fields,Track,Landscape Features,
6350,B311,Play Equipment,Landscape Structures,Structural Features,
62777,B311,Horticultural Areas,Bushes,Landscape Features,
62783,MZ383,Sidewalks,Concrete Curbs,Structural Features,
62836,X291,Paved Surfaces,Color Seal,Structural Features,
62823,X290,Play Equipment,Chess & Checkers Tables,Structural Features,
61746,B322,Fences,Wire,Structural Features,
62789,X011-ZN02,Horticultural Areas,Wild Flowers,Landscape Features,
32719,X290,Fences,Chain-Link,Structural Features,
62805,X039-ZN08,Fences,Wire,Landscape Features,
62822,X290,Play Equipment,Landscape Structures,Structural Features,
62837,X291,Paved Surfaces,Concrete,Structural Features,
62830,X291,Fences,Chain-Link,Structural Features,
721,B042,Play Equipment,Sprinkler,Structural Features,Manual
725,B042,Athletic Fields,"""B"" Baseball Fields - Natural",Landscape Features,Natural Turf
12400,M077-04,Safety Surface,Miracle New Sectional,Structural Features,
62985,Q104,Paved Surfaces,Greenway,Structural Features,
62944,B166-ZN02,Paved Surfaces,Greenway,Structural Features,
62949,R006-ZN04,Paved Surfaces,Greenway,Structural Features,
752,B043,Play Equipment,Sprinkler,Structural Features,Manual
62919,X039-ZN07,Paved Surfaces,Greenway,Structural Features,
62996,M028-ZN02A,Paved Surfaces,Greenway,Structural Features,
62882,Q471-ZN01,Sidewalks,Concrete,Structural Features,
62871,Q001-ZN02,Fences,Bollards,Structural Features,
62923,X039-ZN23,Paved Surfaces,Greenway,Structural Features,
62976,Q021-ZN06,Paved Surfaces,Greenway,Structural Features,
63000,M072-ZN29,Paved Surfaces,Greenway,Structural Features,
62884,Q471-ZN01,Paved Surfaces,Planter,Structural Features,
63022,M144-ZN04,Paved Surfaces,Greenway,Structural Features,
63028,M107-ZN07,Paved Surfaces,Greenway,Structural Features,
63023,M144-ZN05,Paved Surfaces,Greenway,Structural Features,
62881,Q471-ZN01,Horticultural Areas,Tree Lines,Landscape Features,
62057,M182,Safety Surface,Mitchell Old Sectional,Structural Features,
62883,Q471-ZN01,Benches,Metal Benches,Structural Features,
62981,Q099-ZN02,Paved Surfaces,Greenway,Structural Features,
2216,B080-01,Play Equipment,Sprinkler,Structural Features,
62977,Q024-ZN02,Paved Surfaces,Greenway,Structural Features,
62974,Q020-ZN06,Paved Surfaces,Greenway,Structural Features,
62925,X039-ZN11,Paved Surfaces,Greenway,Structural Features,
62926,X092-ZN02,Paved Surfaces,Greenway,Structural Features,
560,B032-01,Horticultural Areas,Ornamental Grass,Landscape Features,
62922,X039-ZN22,Paved Surfaces,Greenway,Structural Features,
2378,B087-01,Safety Surface,Mitchell E-Z Fall,Structural Features,
62885,M017,Play Equipment,Painted Games,Structural Features,
62855,Q207,Fences,Ornamental,Structural Features,
62864,M077-04,Horticultural Areas,Flower Beds,Landscape Features,
37816,M286-01,Safety Surface,Mitchell New Sectional,Structural Features,
