the_geom,ABIA_PLANI,CREATED_BY,CREATED_DA,MODIFIED_B,MODIFIED_D,SHAPE_LEN
"MULTILINESTRING ((-97.67666861186247 30.175740937428166, -97.67666017256533 30.17574161499967, -97.6766517362929 30.175742182547083, -97.67664324153563 30.175742610821057, -97.67663478091742 30.175742930618963, -97.67662629191553 30.175743111768167, -97.6766178388594 30.175743156506066, -97.67660935665104 30.175743090552086, -97.67660087898004 30.175742859562163, -97.67659240460331 30.175742546526475, -97.67658393375085 30.17574206753148, -97.6765754980757 30.175741480082063, -97.67656703399227 30.17574075488575, -97.67655863731294 30.175739920099062, -97.6765502119313 30.175738920488996, -97.67654182204599 30.17573783859916, -97.67653346679953 30.175736592298147, -97.67652514779328 30.175735236662412, -97.67651683151811 30.175733743926106, -97.67650855044532 30.175732141833475, -97.67650033541989 30.175730403954415, -97.67649212445772 30.175728556072755, -97.67648394842867 30.175726570856526, -97.67647583874118 30.17572447693036, -97.67646773386095 30.175722245946705, -97.67645969502823 30.175719879176594, -97.67645172253715 30.1757174036966, -97.67644378423547 30.175714817937003, -97.67643591403248 30.175712097335946, -97.676428078019 30.175709266455275, -97.67642030832245 30.175706327766587, -97.67641260573632 30.17570325241126, -97.67640493731491 30.175700067678232, -97.67639533536952 30.175695852938155, -97.67630296723802 30.1756439339722, -97.6762250625727 30.17558293706534, -97.67621779870151 30.175576597991494, -97.67621076018743 30.17557007049279, -97.67620398274643 30.175563302072103, -97.67619749397853 30.17555634654081, -97.67619129595975 30.1755492039421, -97.67618538866523 30.175541875177842, -97.67617976925021 30.175534388161818, -97.67617447276123 30.175526714746354, -97.67616946521441 30.1755188821989, -97.67616477774881 30.175510891165846, -97.6761603207166 30.175502602629596, -97.6761169956885 30.175428516628873, -97.67552011775649 30.175151732988486, -97.67527328346407 30.17504652214448, -97.67501493194938 30.174950340551234, -97.67478380717131 30.174867842215154, -97.6745525518598 30.174785534747784, -97.67424832275984 30.17468168701649, -97.67422894317528 30.174675014035014, -97.67420939676573 30.174668666941898, -97.67418977870497 30.17466262154606, -97.67416999429477 30.1746568470051, -97.67415013852647 30.174651401237835, -97.67413014779096 30.17464625585246, -97.67411005402103 30.17464138263706, -97.67408988785452 30.174636838173715, -97.67406961892182 30.174632593858654, -97.67404927759216 30.174628678295466, -97.67402886460992 30.174625064429204, -97.67400838002447 30.17462175045622, -97.67398782378606 30.174618738180083, -97.67396719514993 30.174616054655733, -97.67394652602403 30.17461367257321, -97.67391599603975 30.174610755365325, -97.67383858233289 30.174605626081814, -97.67372591037815 30.17460028756134, -97.6736968249094 30.174601223559854, -97.67360120940835 30.17460300511372, -97.67305009796105 30.174613225597735, -97.67303653255622 30.17461382346754, -97.67302762124457 30.174614408874838, -97.67301873910543 30.17461510407189, -97.67300985212957 30.17461593722702, -97.67300099355653 30.174616908128574, -97.6729921633613 30.174618017678572, -97.67298336130054 30.17461923699669, -97.6729745858348 30.174620621996564, -97.67296580835293 30.174622117942647, -97.67295708939925 30.17462375135906, -97.67294839879851 30.17462552432568, -97.67293973662505 30.17462743413699, -97.67293113369975 30.174629455265524, -97.67292255915204 30.174631615042465, -97.67291401196881 30.17463391254437, -97.67290555722342 30.174636322955713, -97.67289709872848 30.174638869542985, -97.67288873088856 30.1746415560731, -97.67288039219576 30.174644353294774, -97.6728721441827 30.174647289557488, -97.67286392531678 30.174650336511853, -97.67285579787539 30.174653495452272, -97.67284769702854 30.174656820074517, -97.67283968938905 30.174660229649465, -97.67283177346711 30.174663778287016, -97.67282388567904 30.174667436692904, -97.67281608929055 30.174671207986712, -97.6728083846196 30.174675118343174, -97.67280073919638 30.174679140017016, -97.67279318727347 30.17468327372015, -97.67278572573699 30.174687519387913, -97.67277832554889 30.17469187551437, -97.67277101676035 30.17469634452885, -97.67276383234255 30.17470089824158, -97.67275670744066 30.1747055912501, -97.67274970616462 30.174710396011832, -97.67274276488105 30.174715285036076, -97.6727359482365 30.174720286736957, -97.67272922304105 30.174725399522305, -97.67272262219153 30.17473059790782, -97.6727161138043 30.1747359083012, -97.67270969684128 30.174741330680945, -97.672698139533 30.174751789600993, -97.67269186596099 30.17475773741955, -97.67268571673479 30.17476377083836, -97.6726796921724 30.174769916032133, -97.67267382205671 30.174776147451755, -97.67266804591789 30.174782435867737, -97.67266239338002 30.174788836938898, -97.67265686521293 30.17479532270856, -97.67265149253052 30.174801894725785, -97.67264624525686 30.17480855146315, -97.67264112206097 30.174815265822463, -97.67263615437464 30.174822065527554, -97.67263131207226 30.17482895085463, -97.67262659384767 30.174835893803802, -97.67262203217071 30.17484292212031, -97.67261762672348 30.17485000962962, -97.67261334641697 30.174857153880705, -97.67260922236504 30.17486435642274, -97.67260522369722 30.174871644586823, -97.67260138128408 30.17487899104191, -97.67259769589549 30.174886367831135, -97.67259413487784 30.174893829319085, -97.67259076303678 30.174901322711857, -97.67258751631162 30.17490887374843, -97.67258442584139 30.174916483075968, -97.6725814934089 30.174924123661235, -97.67257868507942 30.174931820966844, -97.6725760669645 30.174939550198953, -97.67257360587436 30.174947309765376, -97.67257126990043 30.174955126975583, -97.67256912281032 30.17496294901423, -97.67256710189919 30.174970827816438, -97.67256527016494 30.17497873852363, -97.67256359622543 30.174986651608403, -97.6725620470844 30.174994596162296, -97.672560688208 30.17500257083911, -97.67255948630695 30.175010577653897, -97.67255844323881 30.175018586867857, -97.6725575579407 30.175026599361207, -97.67255682964296 30.1750346430907, -97.67255629131701 30.175042689866654, -97.67255587959761 30.175050740176545, -97.6725556578501 30.17505879353285, -97.67255605380339 30.175242168756384, -97.67258727185907 30.176372060832122, -97.6726010937685 30.176870301590913, -97.67261482871287 30.177325688959705, -97.67261653789357 30.17738205265363, -97.67263707227472 30.178050376679312, -97.67267358829463 30.179239704893938, -97.67267241172004 30.179326152459122, -97.67267160875761 30.179334606111997, -97.67267069909302 30.179342370860255, -97.67266966175323 30.179350132954884, -97.6726684666359 30.1793578917703, -97.6726670823326 30.179365618680784, -97.67266557317494 30.179373315925876, -97.67266390594658 30.17938098281513, -97.67266207992745 30.179388645501703, -97.67266009687556 30.179396277854014, -97.67265795756073 30.179403851915257, -97.67265569160841 30.179411423344426, -97.67265323721476 30.179418935813704, -97.67265065692857 30.179426418595956, -97.67264791859628 30.1794338701205, -97.67264505617915 30.179441264022724, -97.67264200457561 30.179448626019997, -97.67263882782434 30.179455931275225, -97.67263549302686 30.17946320527271, -97.67263203414446 30.17947042164783, -97.67262841870573 30.179477552655275, -97.67262464625874 30.179484652426517, -97.67262074762586 30.179491695434056, -97.67261672493282 30.17949867991738, -97.6726125137732 30.179505606342566, -97.67246668727672 30.179747604361605, -97.67237065422376 30.179899986462644, -97.67223552668588 30.180114401684218, -97.67220610111023 30.180164396399224, -97.67217764611867 30.180214823657746, -97.67215025433924 30.18026571426118, -97.67212386478872 30.180316982121717, -97.67209850959736 30.180368629712582, -97.67207418804621 30.18042068318748, -97.67205093276752 30.18047308908453, -97.67202871336731 30.18052581970192, -97.67199305260681 30.180617187362277, -97.67192068548846 30.18081483749501, -97.67191776657783 30.180823109999167, -97.67191465845346 30.180831351499123, -97.67191139406395 30.180839534707054, -97.67190794123066 30.180847658953965, -97.67190436327297 30.18085572555625, -97.6719005971393 30.180863761175875, -97.67189667447248 30.180871710525, -97.6718925945024 30.1808796015605, -97.67188835749707 30.180887462260696, -97.67188396499644 30.180895236711947, -97.67187941593767 30.180902925794552, -97.67187471061351 30.180910556585008, -97.67186988016476 30.180918129730685, -97.67186486204187 30.180925615958415, -97.67185971953954 30.180933017486414, -97.67185441970884 30.180940361602392, -97.67184896544562 30.18094761858914, -97.67184335462404 30.18095479020708, -97.67183762016815 30.18096185007022, -97.67183176061232 30.18096885138664, -97.67182571335738 30.180975766686842, -97.67181957467169 30.18098256999931, -97.67181327945241 30.180989287041122, -97.67180686059878 30.180995892328056, -97.67180028624958 30.181002411365736, -97.67179361969959 30.18100884637249, -97.67178679736121 30.18101516805348, -97.67177985141323 30.181021377077716, -97.67176915200498 30.18103056070892, -97.67170568097264 30.18107418164159, -97.67162397527233 30.181132716413583, -97.67150345722541 30.181225785504033, -97.67119736166075 30.181478586783033, -97.67106347493011 30.181589172692455, -97.67078087093637 30.181832698151467, -97.67062502965423 30.181969065502837, -97.67053575531523 30.18204718919072, -97.67013447922307 30.182399249986354, -97.66981371892085 30.18267850492801, -97.66950068271696 30.182953105804142, -97.66920913580329 30.183210662024987, -97.66881925221588 30.183551046814188, -97.66841515270166 30.18390285066432, -97.66759666961998 30.184615180193582, -97.66752882377533 30.18467490794531, -97.66696752799713 30.185169039006052, -97.66694417105288 30.18518945546992, -97.66647666894518 30.185597772728133, -97.66647419686433 30.18560360725979, -97.66647234404866 30.1856087941714, -97.66647083669781 30.185614071295646, -97.66646964521277 30.185619382070247, -97.66646876805044 30.185624782408745, -97.6664682075257 30.185630188440854, -97.66646799473098 30.185635602618937, -97.66646809857401 30.18564102249066, -97.66646851796695 30.185646449838075, -97.66646925652921 30.18565182879079, -97.6664703436183 30.185657187030856, -97.66647174857236 30.185662468876277, -97.66647347163295 30.185667703207276, -97.66647548320111 30.185672833461453, -97.66647781263438 30.18567788732095, -97.66648046350237 30.185682810719065, -97.66649528937148 30.18569508381468, -97.6666311031075 30.185807570042368, -97.66687720051658 30.186028490246255, -97.66694413769517 30.186086652122075, -97.66714306005663 30.186259529903978, -97.66727504460138 30.186366296892665, -97.667282724498 30.18637025301007, -97.66729056724228 30.186373991442544, -97.66729857563205 30.186377486080204, -97.667306685306 30.18638073558267, -97.66731492921619 30.186383712663375, -97.66732330688262 30.186386472355586, -97.66733178556647 30.186388958934202, -97.6673403361764 30.186391172695718, -97.66734898809521 30.186393140420154, -97.66735771015541 30.186394862360782, -97.66736650387489 30.186396283505893, -97.6673753677605 30.186397457965363, -97.66738423923557 30.186398357365555, -97.66739314867125 30.186399010311842, -97.66740209862334 30.186399361814022, -97.66741102398414 30.186399437586807, -97.66741995720085 30.186399266278723, -97.6674836239952 30.186395806876913, -97.66748856051144 30.186408505570384, -97.66750687950261 30.186407759992594, -97.66751423941359 30.186409535672315, -97.6675219456054 30.186412501542648, -97.66752902193451 30.18641649921797, -97.66753528221385 30.186421387664346, -97.6675405698808 30.18642708150797, -97.66754479608612 30.18643341286654, -97.66754780400017 30.18644026838791, -97.66754956953973 30.1864474292021, -97.66755000180383 30.186454726481628, -97.66757448968066 30.186454163487113, -97.66766693164877 30.18645196277679, -97.66766792676876 30.186506551289924, -97.66763102876264 30.18650707517084, -97.66763116823809 30.186514669543016, -97.66760947055978 30.18651507047328, -97.66761034471159 30.18654878060846, -97.6675767157122 30.18654101136916, -97.66742763341176 30.18650658015665, -97.66741638920274 30.186502193398155, -97.66740521260468 30.186497614943764, -97.66739413606504 30.186492873441903, -97.66738315955885 30.18648796979455, -97.66737228209797 30.186482902176355, -97.66736153581321 30.186477673061198, -97.6673508563683 30.186472280207052, -97.6673403091625 30.18646672497572, -97.66732986097726 30.18646100667549, -97.66731954399314 30.186455125976636, -97.66730932632117 30.18644910928551, -97.66729923878745 30.186442931075952, -97.66728928349303 30.186436590489397, -97.66727945759041 30.186430115439475, -97.66726976291392 30.18642347708915, -97.6672601994138 30.18641667724213, -97.66725076559709 30.186409770008385, -97.66724149516226 30.186402701046312, -97.66723235411926 30.186395497620982, -97.66722334456921 30.186388158873854, -97.66721449555344 30.186380686312063, -97.66719981661393 30.186367673729038, -97.66694413402524 30.186137258529726, -97.6668493927219 30.186051838673528, -97.66659405833781 30.185822640953187, -97.66648183345731 30.185735234201374, -97.66647603768699 30.1857330506971, -97.66647014082078 30.18573103021661, -97.66646417562166 30.185729227583455, -97.66645814326684 30.185727562512877, -97.66645204154102 30.185726115268018, -97.66644587196251 30.185724830837042, -97.66643966485208 30.185723739629097, -97.66643342132255 30.185722838960412, -97.66642717246631 30.185722131283306, -97.66642085498557 30.18572161437685, -97.66641456435843 30.18572129113238, -97.66640823624904 30.18572115930732, -97.6664019035844 30.185721192517043, -97.66639559598838 30.18572144642206, -97.66638928309037 30.185721892416844, -97.66638299707063 30.1857225311718, -97.66637673867586 30.1857233356319, -97.66637050532466 30.185724361689182, -97.66636433076556 30.18572555319855, -97.66635821318879 30.18572693809525, -97.66635215541724 30.185728489367552, -97.66634615564112 30.185730234950565, -97.66634024502763 30.18573217459137, -97.66633439318112 30.185734280586132, -97.66632863153528 30.18573658066027, -97.66632299094093 30.185739048385955, -97.66631744204068 30.185741656081163, -97.66630992619213 30.185745570008166, -97.66624841415974 30.18579715000909, -97.66584719715966 30.186144798612457, -97.66543591722423 30.18650359601351, -97.6650149824256 30.18687030306842, -97.66462438820247 30.187210138544643, -97.66443239761153 30.187378914739945, -97.6641887178791 30.187593149043835, -97.66416639392835 30.18761278888874, -97.6638486586008 30.187892422168623, -97.66362262118801 30.188091373854775, -97.6636182278768 30.18809568300515, -97.66361436243358 30.18810036049386, -97.66361109074067 30.18810535265142, -97.66360844365057 30.188110633050744, -97.66360642343093 30.188116119625235, -97.6636050970273 30.18812175782517, -97.6636044317023 30.188127491924586, -97.6636908860875 30.191498801463162, -97.66369126614858 30.191504557363235, -97.66369212109538 30.191510269024413, -97.66369342087187 30.19151593401529, -97.66369516772089 30.191521471170994, -97.66369732871256 30.191526906875428, -97.66369996869342 30.191532187437293, -97.66370299316813 30.19153731178859, -97.66370643485067 30.19154222376326, -97.66371026254716 30.191546924515553, -97.66371447705502 30.191551385186816, -97.66371901577055 30.191555578303497, -97.66372387770534 30.191559502040196, -97.66372903422365 30.19156310256107, -97.66373448428732 30.191566379844495, -97.66374019757446 30.191569303480613, -97.66374610887331 30.191571902789512, -97.6637522218548 30.19157412009729, -97.66375850250117 30.191575983569813, -97.66376492118812 30.191577437545973, -97.66377141381673 30.191578508662097, -97.66377801232846 30.19157916870896, -97.66378607798787 30.191579474043024, -97.66378813915728 30.191618297353976, -97.66378639282489 30.191648267717508, -97.66377979203762 30.191648817676263, -97.66377324470923 30.191649726080325, -97.66376681262118 30.19165105016357, -97.66376046542663 30.191652760418204, -97.66375429653304 30.191654859694072, -97.66374830878914 30.191657320077805, -97.66374253126274 30.19166014217549, -97.66373699895996 30.191663299646635, -97.66373170980445 30.191666792447883, -97.66372672968083 30.19167056690969, -97.66372205709399 30.191674677141954, -97.66371775657495 30.19167904327876, -97.66371376764594 30.191683636086093, -97.66371021413617 30.191688485216655, -97.66370700309506 30.19169353368881, -97.66370423181705 30.191698756460923, -97.66370189718793 30.191704153467942, -97.66370000384208 30.191709669763245, -97.66369851930678 30.19171527759911, -97.66369753810254 30.19172097714185, -97.66369696824219 30.19172671413696, -97.6636969050189 30.191732460793922, -97.66372085448101 30.19266464834951, -97.66372125734122 30.19267183495166, -97.66372207309458 30.192679003092604, -97.66372333261992 30.192686125443302, -97.66372503770314 30.19269317497047, -97.66372715695901 30.192700122144384, -97.66372969033775 30.19270696876874, -97.66373260674486 30.192713712390475, -97.66373597097771 30.192720301121845, -97.6637396875515 30.192726732069637, -97.66374382056594 30.192732978597395, -97.66374827627197 30.19273901258215, -97.66375314945688 30.192744862168453, -97.66375831288514 30.19275047056225, -97.66376383196027 30.192755839127145, -97.66376967527204 30.192760939235416, -97.66377581063779 30.19276577021589, -97.66378223805758 30.192770332068523, -97.66378892713429 30.192774597088995, -97.66379584747104 30.192778537572867, -97.6638029980794 30.19278215169486, -97.66381037890946 30.19278544125859, -97.66381792769708 30.192788404063386, -97.66382564415159 30.19279101303266, -97.66383353008348 30.192793240231293, -97.66384151960735 30.19279513932885, -97.66384961424305 30.19279665531368, -97.66385781423133 30.192797817065955, -97.66386602488448 30.19279859283385, -97.66387430766916 30.192799013676527, -97.66388257175963 30.19279902085219, -97.66511551254092 30.192775187079267, -97.66540380900025 30.193014014041232, -97.66541004301213 30.193018736910272, -97.66541653689137 30.193023189977147, -97.6654233253532 30.193027319824136, -97.66543034330975 30.19303115126306, -97.66543759148313 30.193034658140796, -97.66544500760907 30.193037838257514, -97.66545262360405 30.193040664305343, -97.66546040723541 30.193043137417366, -97.6654683274083 30.193045255140845, -97.66547635193982 30.19304701680519, -97.66548448181823 30.19304842423566, -97.66549268565758 30.193049447902997, -97.66550096345776 30.193050087807254, -97.66550921968359 30.193050342860005, -97.66551751797834 30.193050240555618, -97.66552579472345 30.193049752497924, -97.66553401800225 30.19304890599477, -97.665542157417 30.193047673342257, -97.66555024339016 30.193046081342466, -97.66555821331637 30.19304410252275, -97.66556606647337 30.193041763036216, -97.66557373873685 30.193039090422033, -97.6655812623393 30.193036083547124, -97.66558860579516 30.19303271648964, -97.6655957050548 30.193029014083237, -97.66560259155392 30.193025004053457, -97.66560920087714 30.193020686862866, -97.66561556554812 30.19301608845501, -97.66562165306807 30.19301118198457, -97.66562658654307 30.193006801901806, -97.66694398710474 30.191783487080286, -97.667122116482 30.191618076430483))",191,,,,,11472.846313
"MULTILINESTRING ((-97.66882646763658 30.216760484905993, -97.66902458261484 30.21672739467841, -97.66903367944795 30.216725988576254, -97.66904461115018 30.216724620646975, -97.66905559709083 30.21672358410592, -97.66906663726994 30.216722878953096, -97.66907766836952 30.216722502968874, -97.669088720746 30.21672248566003, -97.66909976582785 30.21672277048631, -97.66911080105942 30.216723412438068, -97.66912179499637 30.216724383790535, -97.66913274763884 30.216725684543764, -97.66914378899968 30.216727234386127, -97.66916087938607 30.21664037491742, -97.66882447568581 30.216590470142943, -97.66894310194834 30.215992504316922, -97.66897006417237 30.21585659178323, -97.66735923987571 30.215615552336846, -97.6674691830956 30.215054812195984, -97.66755826441499 30.21460046177847, -97.66758417110672 30.21446840585619, -97.66771845848758 30.214488583166112, -97.66774056433034 30.21438521688663, -97.66774023430209 30.21437767357378, -97.6677394601125 30.214370148988507, -97.66773820986353 30.21436266953747, -97.66773654615015 30.21435526359411, -97.6677344045678 30.214347930720105, -97.66773184904143 30.214340726387277, -97.66772884527965 30.214333650784077, -97.66772542653571 30.214326703700337, -97.66772159203819 30.21431991309283, -97.66771734026898 30.21431333397345, -97.66771270315127 30.214306939033648, -97.66770771210331 30.214300756900368, -97.66770233344216 30.214294841013512, -97.66769660082602 30.214289138834864, -97.66769054316656 30.214283732177876, -97.66768416123529 30.21427859308566, -97.66767748642563 30.21427375108693, -97.66767051695263 30.214269233214996, -97.66766328606938 30.214265039259644, -97.667655823864 30.214261170749534, -97.66764813137483 30.21425762770622, -97.66764023823518 30.21425446578997, -97.66763217636795 30.21425165769235, -97.66762394707833 30.214249231413376, -97.66761743662191 30.214247582646742, -97.66736502760057 30.214211386563697, -97.66735632691908 30.214211095344517, -97.66734758264799 30.21421121649449, -97.66733885996337 30.214211722495218, -97.66733019001653 30.21421261399523, -97.66732157201096 30.21421391985321, -97.66731303967953 30.214215584825624, -97.66730465274354 30.21421766610163, -97.66729638369623 30.214220106260342, -97.66728826182926 30.21422293568938, -97.66728035130527 30.21422612594683, -97.66727262270801 30.214229651154483, -97.66726510441516 30.21423353716903, -97.66725786256667 30.214237759199293, -97.66725086494776 30.214242317476945, -97.66724414353115 30.2142471828901, -97.66723773122867 30.214252329955738, -97.66723165945841 30.21425778730096, -97.6672258965604 30.21426349741847, -97.66722050582615 30.214269463430757, -97.66721545791421 30.21427565675399, -97.66721081616605 30.21428207870701, -97.66720654812502 30.214288700641205, -97.6672026859562 30.21429552412859, -97.6671992633928 30.214302493925754, -97.66719624824503 30.214309609362502, -97.66719367267793 30.214316872010826, -97.66719153823493 30.21432422595714, -97.66718962225862 30.214332849549365, -97.66705024225725 30.215054781816622, -97.66702355942445 30.215193091941135, -97.66702384573878 30.21519879174429, -97.66702677666186 30.21520391315851, -97.6670318375146 30.215207566576765, -97.66726517574881 30.215247546837674, -97.66725707955445 30.21529875550603, -97.6670277182918 30.21525927041037, -97.66702112957653 30.215259325430544, -97.667015140933 30.21526173093868, -97.66700901146703 30.215270404861837, -97.66694479962217 30.21559350231339, -97.66684962093655 30.216072423746535, -97.66684844234938 30.21607955034764, -97.66684770537441 30.216086713214498, -97.66684738091166 30.216093912643483, -97.66684752998515 30.216101121030018, -97.66684809175973 30.216108283868582, -97.66684906652699 30.216115428235817, -97.66685048623573 30.216122525921648, -97.66685231837923 30.21612955008099, -97.66685459799649 30.216136473470563, -97.66685729156731 30.216143268321723, -97.66685973962014 30.216148681973603, -97.66694477288138 30.21632067310457, -97.66694478306988 30.21632719190918, -97.66694909937722 30.21633143440373, -97.6669532976736 30.216337656006523, -97.66695785097373 30.21634366392436, -97.66696275717595 30.216349459015774, -97.66696798718002 30.21635504157723, -97.66697357266811 30.216360355420075, -97.66697948166657 30.216365429656264, -97.66698565136258 30.21637020612971, -97.6669921142134 30.21637471348905, -97.66699883877523 30.21637892400904, -97.66728983086361 30.216537710806143, -97.66729695066567 30.21654138000575, -97.66730430078421 30.216544722836456, -97.6673118185732 30.216547712728193, -97.66731953552626 30.216550375602438, -97.66732738976907 30.21655265693224, -97.66733537978321 30.216554611729517, -97.66734710089825 30.216556753384154, -97.66871287637203 30.21676142225967, -97.66872748746398 30.216763321630843, -97.66873848065528 30.21676432007127, -97.66874948218094 30.216765016396252, -97.66876052393944 30.216765384198954, -97.66877157661298 30.216765393994105, -97.66878263735335 30.21676507369533, -97.66879364486935 30.216764422929785, -97.66880466149037 30.21676344209192, -97.66881559168257 30.216762129194052, -97.66882646763658 30.216760484905993))",192,,,,,3280.97235486
